0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33231 43622	5	 * 	280.77	DCR|2VULN|3DUR|2DMG|1TLV|2LIT|1AART	1aLIT|25aDUR|35DMG|4AART|5aBPWR|6TLV|7RPLT|8RCR|9aVULN
46	15261 51331	7	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1FEWX|2458VULN|3TLV|6BEXP|7DMG|9RCR|aCDMG
47	15611 33631	9	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1FEWX|2358VULN|4TLV|6RCR|7LWND|9DMG|aCDMG
48	15611 33632	10	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1FEWX|2358VULN|4TLV|6RCR|7LWND|9DMG|aCDMG
49	15611 51331	7	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1FEWX|2358VULN|4TLV|6BEXP|7DMG|9RCR|aCDMG
50	15636 12331	4	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1FEWX|2378VULN|4BEXP|5TLV|6DMG|9RCR|aCDMG
51	25261 33631	9	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1LHND|2458VULN|3TLV|6RCR|7LWND|9DMG|aCDMG
52	25261 33632	10	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1LHND|2458VULN|3TLV|6RCR|7LWND|9DMG|aCDMG
53	25611 33631	9	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1LHND|2358VULN|4TLV|6RCR|7LWND|9DMG|aCDMG
54	25611 33632	10	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1LHND|2358VULN|4TLV|6RCR|7LWND|9DMG|aCDMG
55	15263 12331	4	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1FEWX|2478VULN|3TLV|5DUST|6DMG|9RCR|aCDMG
56	15613 12331	4	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1FEWX|2378VULN|4TLV|5DUST|6DMG|9RCR|aCDMG
57	15121 66312	8	   	256.97	DCR|3VULN|2DMG|1TLV|1AART	1aFEWX|29aVULN|3LIT|4AART|5TLV|6aDMG|7RCR|8RPLT|aBPWR
58	15121 66332	9	   	256.97	DCR|3VULN|2DMG|1TLV|1AART	1aFEWX|29aVULN|3LIT|4AART|5TLV|6aDMG|7RCR|8RPLT|aBPWR
59	64211 62231	5	   	256.74	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1MLV|26DUR|3CGEN|4TLV|569VULN|6BPWR|7ASPD|8RCR|aCDMG
60	35113 21362	8	   	256.65	DCR|2VULN|2DMG|1DUR|1TLV|2LIT|1CDMG	16LIT|2CDMG|3DUR|45DMG|79VULN|8RCR|aTLV
61	36422 12632	7	   	256.60	DCR|3VULN|2DUR|1TLV|2LIT|1NUKE|1AART	1aLIT|2TLV|37aVULN|4NUKE|5RPLT|6AART|8RCR|9aDUR|aBPWR
62	36422 13612	6	   	256.60	DCR|3VULN|2DUR|1TLV|2LIT|1NUKE|1AART	1aLIT|2TLV|39aVULN|4NUKE|5RPLT|6AART|7aDUR|8RCR|aBPWR
63	15635 12332	3	   	256.39	DCR|4VULN|2DMG|1ASPD	18FEWX|2378VULN|4ZMB|5LHND|68DMG|8BPWR|9RCR|aASPD
64	15261 31241	9	 * 	256.26	DCR|3VULN|2DMG|2TLV|1CDMG	19FEWX|245VULN|39TLV|6RCR|79DMG|8MBVNT|9BPWR|aCDMG
65	15261 31242	10	   	256.26	DCR|3VULN|2DMG|2TLV|1CDMG	19FEWX|245VULN|39TLV|6RCR|79DMG|8MBVNT|9BPWR|aCDMG
66	15611 31241	9	   	256.26	DCR|3VULN|2DMG|2TLV|1CDMG	19FEWX|235VULN|49TLV|6RCR|79DMG|8MBVNT|9BPWR|aCDMG
67	15611 31242	10	   	256.26	DCR|3VULN|2DMG|2TLV|1CDMG	19FEWX|235VULN|49TLV|6RCR|79DMG|8MBVNT|9BPWR|aCDMG
68	45511 31241	9	   	256.26	DCR|3VULN|2DMG|2TLV|1CDMG	1RCVC|259VULN|3BEXP|49TLV|6RCR|79DMG|8MBVNT|9BPWR|aCDMG
69	45511 31242	10	   	256.26	DCR|3VULN|2DMG|2TLV|1CDMG	1RCVC|259VULN|3BEXP|49TLV|6RCR|79DMG|8MBVNT|9BPWR|aCDMG
70	45111 31241	9	   	256.16	DCR|3VULN|2DMG|2TLV|1CDMG	1RCVC|259VULN|3DUST|49TLV|6RCR|79DMG|8MBVNT|9BPWR|aCDMG
71	45111 31242	10	   	256.16	DCR|3VULN|2DMG|2TLV|1CDMG	1RCVC|259VULN|3DUST|49TLV|6RCR|79DMG|8MBVNT|9BPWR|aCDMG
72	25213 35622	9	 * 	255.23	DCR|2VULN|1DMG|2CDMG|1DUR|1TLV|2LIT|1AART	1LHND|2aVULN|3TLV|4DUR|5AART|6aCDMG|7DMG|8aLIT|9RCR|aBPWR
73	15261 21263	7	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|245VULN|3TLV|6DUR|79DMG|8RCR|aBEXP
74	15261 21333	8	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|245VULN|3TLV|6DUR|7aDMG|8LHND|9RCR
75	15261 21433	8	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|245VULN|3TLV|6DUR|7aDMG|8BEXP|9RCR
76	15611 21263	7	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|235VULN|4TLV|6DUR|79DMG|8RCR|aBEXP
77	15611 21333	8	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|235VULN|4TLV|6DUR|7aDMG|8LHND|9RCR
78	15611 21433	8	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|235VULN|4TLV|6DUR|7aDMG|8BEXP|9RCR
79	25261 21433	8	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|245VULN|3TLV|6DUR|7aDMG|8BEXP|9RCR
80	25611 21433	8	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|235VULN|4TLV|6DUR|7aDMG|8BEXP|9RCR
81	35113 21361	8	   	254.98	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG	16LIT|2CDMG|3aDUR|45DMG|79VULN|8RCR
82	35113 21415	10	   	254.98	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG	16LIT|2CDMG|39DUR|45DMG|78VULN|aRCR
83	15261 21133	8	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|245VULN|3TLV|6DUR|7aDMG|8LEGI|9RCR
84	15261 21233	7	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|245VULN|3TLV|6DUR|7aDMG|8RCR|9DUST
85	15261 21253	7	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|245VULN|3TLV|6DUR|7aDMG|8RCR|9LEGI
86	15261 31283	9	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|245VULN|3TLV|6RCR|7aDMG|8MBVNT|9DUR
87	15611 21133	8	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|235VULN|4TLV|6DUR|7aDMG|8LEGI|9RCR
88	15611 21233	7	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|235VULN|4TLV|6DUR|7aDMG|8RCR|9DUST
89	15611 21253	7	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|235VULN|4TLV|6DUR|7aDMG|8RCR|9LEGI
90	15611 31283	9	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|235VULN|4TLV|6RCR|7aDMG|8MBVNT|9DUR
91	25261 21233	7	   	254.95	DCR|3VULN|2DMG|1DUR|1TLV	1LHND|245VULN|3TLV|6DUR|7aDMG|8RCR|9DUST
92	25261 21333	8	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|245VULN|3TLV|6DUR|7aDMG|8LEGI|9RCR
93	25261 31236	10	   	254.95	DCR|3VULN|2DMG|1DUR|1TLV	1LHND|245VULN|3TLV|6RCR|79DMG|8ERES|aDUR
94	25611 21233	7	   	254.95	DCR|3VULN|2DMG|1DUR|1TLV	1LHND|235VULN|4TLV|6DUR|7aDMG|8RCR|9DUST
95	25611 21333	8	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|235VULN|4TLV|6DUR|7aDMG|8LEGI|9RCR
96	25611 31236	10	   	254.95	DCR|3VULN|2DMG|1DUR|1TLV	1LHND|235VULN|4TLV|6RCR|79DMG|8ERES|aDUR
97	33231 43622	4	 * 	254.86	DCR|2VULN|2DUR|3LIT|1DMG|1TLV|1AART	15aLIT|2aDUR|3DMG|4AART|6TLV|7RPLT|8RCR|9aVULN|aBPWR
98	15261 33632	9	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1FEWX|2458VULN|3TLV|6RCR|7LWND|9DMG|aASPD
99	15261 51332	7	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1FEWX|2458VULN|3TLV|6BEXP|7DMG|9RCR|aASPD
100	15611 33632	9	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1FEWX|2358VULN|4TLV|6RCR|7LWND|9DMG|aASPD
101	15611 51332	7	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1FEWX|2358VULN|4TLV|6BEXP|7DMG|9RCR|aASPD
102	15636 12332	4	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1FEWX|2378VULN|4BEXP|5TLV|6DMG|9RCR|aASPD
103	25261 33632	9	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1LHND|2458VULN|3TLV|6RCR|7LWND|9DMG|aASPD
104	25611 33632	9	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	1LHND|2358VULN|4TLV|6RCR|7LWND|9DMG|aASPD
105	15263 12332	4	   	254.76	DCR|4VULN|1DMG|1TLV|1ASPD	1FEWX|2478VULN|3TLV|5DUST|6DMG|9RCR|aASPD
106	15613 12332	4	   	254.76	DCR|4VULN|1DMG|1TLV|1ASPD	1FEWX|2378VULN|4TLV|5DUST|6DMG|9RCR|aASPD
107	44123 14313	5	   	254.35	DCR|3VULN|3DMG|1DUR	1RCVC|238DMG|38BPWR|4DUR|58aVULN|689DUST|7RCR
108	44123 34313	6	   	254.35	DCR|3VULN|3DMG|1DUR	1RCVC|238DMG|38BPWR|4DUR|58aVULN|689DUST|7RCR
109	22252 22652	1	   	253.71	DCR|3VULN|3DUR|1CDMG|1ASPD	19LHND|249VULN|3TBNT|5CDMG|6ASPD|789DUR|9BPWR|aRCR
110	15261 31242	9	   	253.62	DCR|3VULN|2DMG|2TLV|1ASPD	19FEWX|245VULN|39TLV|6RCR|79DMG|8MBVNT|9BPWR|aASPD
111	15611 31242	9	   	253.62	DCR|3VULN|2DMG|2TLV|1ASPD	19FEWX|235VULN|49TLV|6RCR|79DMG|8MBVNT|9BPWR|aASPD
112	45511 31242	9	   	253.62	DCR|3VULN|2DMG|2TLV|1ASPD	1RCVC|259VULN|3BEXP|49TLV|6RCR|79DMG|8MBVNT|9BPWR|aASPD
113	41343 14322	5	   	253.61	DCR|3VULN|3DUR|1CDMG|1ASPD	1RCVC|238DUR|4ASPD|589VULN|68DUST|7RCR|8BPWR|aCDMG
114	41343 34322	6	   	253.61	DCR|3VULN|3DUR|1CDMG|1ASPD	1RCVC|238DUR|4ASPD|589VULN|68DUST|7RCR|8BPWR|aCDMG
115	11611 52335	1	   	253.58	DCR|3VULN|2DMG|2DUR	18FEWX|28DUR|3BEXP|456VULN|78DMG|8BPWR|9RMIN|aRCR
116	15631 12335	6	   	253.58	DCR|3VULN|2DMG|2DUR	18FEWX|238VULN|4BEXP|56DUR|78DMG|8BPWR|9RMIN|aRCR
117	44432 23233	7	   	253.58	DCR|3VULN|2DMG|2DUR	1RCVC|27DMG|3BEXP|4RMIN|57DUR|679VULN|7BPWR|8RCR|aFEWX
118	45111 31242	9	   	253.52	DCR|3VULN|2DMG|2TLV|1ASPD	1RCVC|259VULN|3DUST|49TLV|6RCR|79DMG|8MBVNT|9BPWR|aASPD
119	31321 65341	10	   	253.51	DCR|3VULN|3DUR|1TLV	1LIT|2RPLT|356DUR|48aVULN|7RCR|9TLV
120	15261 31125	7	   	253.51	DCR|4VULN|1DMG|1TLV|1AART	1FEWX|245aVULN|3TLV|6RCR|7DMG|8ZMB|9AART
121	15261 31225	7	   	253.51	DCR|4VULN|1DMG|1TLV|1AART	1FEWX|245aVULN|3TLV|6RCR|7DMG|8RMIN|9AART
122	15261 34212	9	   	253.51	DCR|4VULN|1DMG|1TLV|1AART	1FEWX|245aVULN|3TLV|6RCR|7RPLT|8AART|9DMG
123	15261 34213	10	   	253.51	DCR|4VULN|1DMG|1TLV|1AART	1FEWX|245aVULN|3TLV|6RCR|7RPLT|8AART|9DMG
124	15611 31125	7	   	253.51	DCR|4VULN|1DMG|1TLV|1AART	1FEWX|235aVULN|4TLV|6RCR|7DMG|8ZMB|9AART
125	15611 31225	7	   	253.51	DCR|4VULN|1DMG|1TLV|1AART	1FEWX|235aVULN|4TLV|6RCR|7DMG|8RMIN|9AART
126	15611 34212	9	   	253.51	DCR|4VULN|1DMG|1TLV|1AART	1FEWX|235aVULN|4TLV|6RCR|7RPLT|8AART|9DMG
127	15611 34213	10	   	253.51	DCR|4VULN|1DMG|1TLV|1AART	1FEWX|235aVULN|4TLV|6RCR|7RPLT|8AART|9DMG
128	12124 28881	4	 * 	253.48	DCR|3VULN|2DMG|3ASPD	147FEWX|249ASPD|3MBVNT|49BPWR|59DMG|689VULN|aRCR
129	64211 62232	5	   	253.29	DCR|3VULN|2DUR|2ASPD|1TLV	1MLV|26DUR|3CGEN|4TLV|569VULN|6BPWR|7aASPD|8RCR
130	12624 43133	8	 * 	253.05	DCR|2VULN|3DUR|3ASPD|1DMG	1FEWX|245ASPD|345DUR|45BPWR|6LWND|7aVULN|8DMG|9RCR
131	33225 12122	7	   	252.61	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1AART|1SELL	1aLIT|2DUR|3aDMG|4SELL|5AART|6RCR|7TLV|8LWND|9aVULN|aBPWR
132	33225 12222	8	   	252.61	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1AART|1SELL	1aLIT|2DUR|3aDMG|4SELL|5AART|6RCR|7TLV|8LWND|9aVULN|aBPWR
133	33225 12322	8	   	252.61	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1AART|1SELL	1aLIT|2DUR|3aDMG|4SELL|5AART|6RCR|7TLV|8BEXP|9aVULN|aBPWR
134	11621 13622	2	   	252.57	DCR|3VULN|3DUR|1CDMG|1AART	189FEWX|2AART|3CDMG|489DUR|589VULN|6RCVC|7MBVNT|89BPWR|aRCR
135	15261 31361	7	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1FEWX|245VULN|3TLV|6RCR|79DMG|8LWND|aCDMG
136	15261 31531	9	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1FEWX|245VULN|3TLV|6RCR|79DMG|8RMIN|aCDMG
137	15313 52261	5	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1FEWX|267VULN|3LWND|49DMG|5TLV|8RCR|aCDMG
138	15611 31361	7	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1FEWX|235VULN|4TLV|6RCR|79DMG|8LWND|aCDMG
139	15611 31531	9	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1FEWX|235VULN|4TLV|6RCR|79DMG|8RMIN|aCDMG
140	25261 31361	7	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1LHND|245VULN|3TLV|6RCR|79DMG|8LWND|aCDMG
141	25261 31531	9	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1LHND|245VULN|3TLV|6RCR|79DMG|8RMIN|aCDMG
142	25611 31361	7	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1LHND|235VULN|4TLV|6RCR|79DMG|8LWND|aCDMG
143	25611 31531	9	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1LHND|235VULN|4TLV|6RCR|79DMG|8RMIN|aCDMG
144	35115 12122	7	 * 	252.40	DCR|2VULN|2TLV|1DMG|2CDMG|1DUR|1AART	1LIT|2aCDMG|3DUR|4DMG|5AART|6RCR|7aTLV|8LWND|9aVULN|aBPWR
145	35115 12222	8	   	252.40	DCR|2VULN|2TLV|1DMG|2CDMG|1DUR|1AART	1LIT|2aCDMG|3DUR|4DMG|5AART|6RCR|7aTLV|8LWND|9aVULN|aBPWR
146	35115 12322	8	   	252.40	DCR|2VULN|2TLV|1DMG|2CDMG|1DUR|1AART	1LIT|2aCDMG|3DUR|4DMG|5AART|6RCR|7aTLV|8BEXP|9aVULN|aBPWR
147	15261 31271	8	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1FEWX|245VULN|3TLV|6RCR|79DMG|8MBVNT|aCDMG
148	15263 12261	4	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1FEWX|247VULN|3TLV|5DUST|69DMG|8RCR|aCDMG
149	15611 31271	8	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1FEWX|235VULN|4TLV|6RCR|79DMG|8MBVNT|aCDMG
150	15613 12261	4	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1FEWX|237VULN|4TLV|5DUST|69DMG|8RCR|aCDMG
151	25261 31231	9	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1LHND|245VULN|3TLV|6RCR|79DMG|8ERES|aCDMG
152	25611 31231	9	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1LHND|235VULN|4TLV|6RCR|79DMG|8ERES|aCDMG
153	15266 13333	8	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	17FEWX|247VULN|3TLV|5ZMB|67DUR|7BPWR|8BEXP|9RCR|aDMG
154	15616 13333	8	   	252.25	DCR|3VULN|2DUR|1DMG|1TLV	17FEWX|237VULN|4TLV|5ZMB|67DUR|7BPWR|8BEXP|9RCR|aDMG
155	25261 31143	8	   	252.16	DCR|4VULN|1DMG|1TLV	1LHND|2459VULN|3TLV|6RCR|7DMG|8DMSP|aLIT
156	25611 31143	8	   	252.16	DCR|4VULN|1DMG|1TLV	1LHND|2359VULN|4TLV|6RCR|7DMG|8DMSP|aLIT
157	12621 44111	5	   	252.16	DCR|2VULN|2DUR|2ASPD|1DMG|1CDMG	1FEWX|24ASPD|34DUR|4BPWR|56VULN|7RCR|8CDMG|9LIT|aDMG
158	15266 13133	8	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	17FEWX|247VULN|3TLV|5ZMB|67DUR|7BPWR|8LEGI|9RCR|aDMG
159	15616 13133	8	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	17FEWX|237VULN|4TLV|5ZMB|67DUR|7BPWR|8LEGI|9RCR|aDMG
160	15261 21211	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1FEWX|245VULN|3TLV|6aDUR|7DMG|8RCR|9TBNT
161	15611 21211	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1FEWX|235VULN|4TLV|6aDUR|7DMG|8RCR|9TBNT
162	25261 21211	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1LHND|245VULN|3TLV|6aDUR|7DMG|8RCR|9TBNT
163	25611 21211	7	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	1LHND|235VULN|4TLV|6aDUR|7DMG|8RCR|9TBNT
164	41132 34522	2	   	251.90	DCR|4VULN|3DUR	1RCVC|289DUR|3DLOT|4689VULN|5RPLT|789FEWX|89BPWR|aRCR
165	42132 34522	1	   	251.90	DCR|4VULN|3DUR	1RCVC|289DUR|3DLOT|4689VULN|5RPLT|789FEWX|89BPWR|aRCR
166	12365 34232	2	   	251.71	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1AART	1FEWX|2ASPD|3AART|49aVULN|5DUR|6CDMG|7RCR|8TLV
167	41134 31523	2	   	251.50	DCR|4VULN|3DUR	1RCVC|26aDUR|3DLOT|478aVULN|5TBNT|9RCR|aBPWR
168	42134 31523	1	   	251.50	DCR|4VULN|3DUR	1RCVC|26aDUR|3DLOT|478aVULN|5TBNT|9RCR|aBPWR
