0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31622 13512	1	 * 	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2468VULN|3DMG|5DUR|7ASPD|9RCR|aTLV
56	31622 13514	1	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1LHND|2468VULN|3DMG|5DUR|7ASPD|9RCR|aBBNT
57	15213 66232	9	   	254.62	DCR|4VULN|2DUR|1TLV	1MLV|23DUR|4789VULN|5CGEN|6RCR|aTLV
58	16163 11531	10	 * 	254.55	DCR|3VULN|3DMG|1TLV	169MLV|249VULN|3TLV|56ERES|69BPWR|789DMG|aRCR
59	16113 25331	4	   	253.85	DCR|3VULN|2DMG|1TLV|2LIT	1aMLV|26aVULN|3TLV|4BELT|58DMG|7RCR|9aLIT|aBPWR
60	15341 33511	3	   	253.83	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	18MLV|28DUR|3ASPD|47DMG|58VULN|6TBNT|8BPWR|9RCR|aTLV
61	15613 62211	10	 * 	253.78	DCR|3VULN|2DMG|2DUR	137MLV|2aDUR|479VULN|57aCGEN|6RCR|7aBPWR|8aDMG
62	16136 52333	7	   	253.73	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	1MLV|29VULN|3TLV|4ASPD|56DMG|7RCR|8aDUR
63	16136 63133	5	   	253.73	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	1MLV|29VULN|3TLV|4ASPD|57DMG|6aDUR|8RCR
64	26136 52333	7	   	253.73	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	1CGEN|29VULN|3TLV|4ASPD|56DMG|7RCR|8aDUR
65	26136 63133	5	   	253.73	DCR|2VULN|2DMG|2DUR|1TLV|1ASPD	1CGEN|29VULN|3TLV|4ASPD|57DMG|6aDUR|8RCR
66	15121 32213	3	   	253.61	DCR|3VULN|3DUR|1CDMG|1ASPD	1MLV|29aDUR|345VULN|6ASPD|7RCR|8CDMG
67	15211 32543	4	   	253.61	DCR|3VULN|3DUR|1CDMG|1ASPD	1MLV|23aDUR|458VULN|6ASPD|7RCR|9CDMG
68	15221 32543	3	   	253.61	DCR|3VULN|3DUR|1CDMG|1ASPD	1MLV|23aDUR|458VULN|6ASPD|7RCR|9CDMG
69	16225 32213	3	   	253.61	DCR|3VULN|3DUR|1CDMG|1ASPD	1MLV|245VULN|3ASPD|69aDUR|7RCR|8CDMG
70	16265 32213	4	   	253.61	DCR|3VULN|3DUR|1CDMG|1ASPD	1MLV|245VULN|3ASPD|69aDUR|7RCR|8CDMG
71	26225 32213	3	   	253.61	DCR|3VULN|3DUR|1CDMG|1ASPD	1CGEN|245VULN|3ASPD|69aDUR|7RCR|8CDMG
72	16136 62223	9	 * 	253.52	DCR|3VULN|2DMG|2TLV|1ASPD	1MLV|268VULN|39TLV|4ASPD|5aDMG|7RCR
73	15122 33242	3	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1MLV|2DUR|3479VULN|5AART|6DMG|8BELT|aRCR
74	15121 32353	3	   	252.76	DCR|4VULN|1DUR|1ASPD|1AART	1MLV|2DUR|345aVULN|6ASPD|7RCR|8LIT|9AART
75	16225 32353	3	   	252.76	DCR|4VULN|1DUR|1ASPD|1AART	1MLV|245aVULN|3ASPD|6DUR|7RCR|8LIT|9AART
76	15213 62235	9	   	252.22	DCR|4VULN|2DUR|1CDMG	17MLV|23DUR|4789VULN|57CGEN|6RCR|7BPWR|aCDMG
77	16142 13132	3	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	1MLV|269VULN|3aTLV|4DMG|5DUR|7ASPD|8RCR
78	16142 13512	3	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	1MLV|268VULN|3aTLV|4DMG|5DUR|7ASPD|9RCR
79	16153 13132	4	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	1MLV|269VULN|3aTLV|4DUR|5DMG|7ASPD|8RCR
80	16153 13512	4	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	1MLV|268VULN|3aTLV|4DUR|5DMG|7ASPD|9RCR
81	25123 13132	3	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	1CGEN|2DUR|3aTLV|469VULN|5DMG|7ASPD|8RCR
82	25141 13132	3	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	1CGEN|2DUR|3aTLV|4DMG|569VULN|7ASPD|8RCR
83	26142 13132	3	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	1CGEN|269VULN|3aTLV|4DMG|5DUR|7ASPD|8RCR
84	16136 62332	7	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	1MLV|269VULN|3aTLV|4ASPD|5DMG|7RCR|8DUR
85	26136 62332	7	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	1CGEN|269VULN|3aTLV|4ASPD|5DMG|7RCR|8DUR
86	31623 62232	1	   	252.06	DCR|4VULN|1DMG|1TLV	1LHND|246aVULN|3DMG|5TBNT|7RCR|8TLV|9LIT
87	31623 64132	1	   	252.06	DCR|4VULN|1DMG|1TLV	1LHND|246aVULN|3DMG|5TBNT|7LIT|8TLV|9RCR
88	16151 61233	9	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1MLV|289VULN|3TLV|47DUR|5RCVC|6RCR|aDMG
89	26135 23131	9	   	251.71	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1AART	1CGEN|278VULN|3TLV|4ASPD|5DUR|6CDMG|9AART|aRCR
90	26135 23141	8	   	251.71	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1AART	1CGEN|278VULN|3TLV|4ASPD|5DUR|6CDMG|9AART|aRCR
91	15121 32562	3	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1MLV|2DUR|3458VULN|6ASPD|7RCR|9LWND|aTLV
92	26133 23336	10	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	15CGEN|279aVULN|3TLV|4ASPD|6RCR|8DUR
93	26134 23336	10	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1CGEN|279aVULN|3TLV|4ASPD|5RCVC|6RCR|8DUR
94	31421 33512	1	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1LHND|2458VULN|3ZMB|6ASPD|7DUR|9RCR|aTLV
95	31422 13512	1	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	1LHND|2468VULN|3ZMB|5DUR|7ASPD|9RCR|aTLV
96	16163 23243	8	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1MLV|247VULN|3TLV|5ERES|6RCR|8DMG|9CDMG|aDUR
97	31623 62216	1	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1LHND|246VULN|3DMG|5TBNT|7RCR|8TLV|9CDMG|aDUR
98	15121 32522	3	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1MLV|2DUR|3458VULN|6ASPD|7RCR|9DUST|aTLV
99	16225 32522	3	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	1MLV|2458VULN|3ASPD|6DUR|7RCR|9DUST|aTLV
100	26116 43321	3	 * 	250.68	DCR|2VULN|3DUR|3TLV|1DMG	19aCGEN|2aVULN|369TLV|4LIT|5DMG|7RCR|89aDUR|9aBPWR
101	15121 32223	3	 * 	250.59	DCR|3VULN|2DUR|2ASPD|1CDMG	1MLV|2aDUR|345VULN|69ASPD|7RCR|8CDMG
102	16225 32223	3	   	250.59	DCR|3VULN|2DUR|2ASPD|1CDMG	1MLV|245VULN|39ASPD|6aDUR|7RCR|8CDMG
103	16265 32223	4	   	250.59	DCR|3VULN|2DUR|2ASPD|1CDMG	1MLV|245VULN|39ASPD|6aDUR|7RCR|8CDMG
104	26225 32223	3	   	250.59	DCR|3VULN|2DUR|2ASPD|1CDMG	1CGEN|245VULN|39ASPD|6aDUR|7RCR|8CDMG
105	26135 23213	8	   	250.36	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	1CGEN|27aVULN|3TLV|4ASPD|5DUR|6CDMG|8LIT|9RCR
106	15121 32336	3	   	250.36	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1MLV|2DUR|345VULN|6ASPD|7RCR|8LIT|9TLV|aCDMG
107	16225 32336	3	   	250.36	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1MLV|245VULN|3ASPD|6DUR|7RCR|8LIT|9TLV|aCDMG
108	26225 32336	3	   	250.36	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	1CGEN|245VULN|3ASPD|6DUR|7RCR|8LIT|9TLV|aCDMG
109	33334 14611	1	   	250.30	DCR|2VULN|2DMG|1DUR|1TLV|1CDMG	18LHND|2CDMG|38VULN|4RCVC|5LIT|6DUR|78DMG|8BPWR|9RCR|aTLV
110	31351 33724	1	   	249.70	DCR|3VULN|2DMG|1TLV|1ASPD	1LHND|26aVULN|3ASPD|47DMG|5MBVNT|8RCR|9TLV
111	31651 33724	1	   	249.70	DCR|3VULN|2DMG|1TLV|1ASPD	1LHND|26aVULN|37DMG|4ASPD|5MBVNT|8RCR|9TLV
112	15121 41242	3	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	1MLV|2DUR|3459VULN|6AART|7TLV|8BELT|aRCR
113	15121 32515	3	   	249.38	DCR|4VULN|2DUR|1ASPD	1MLV|2aDUR|3458VULN|6ASPD|7RCR|9ZMB
114	15121 32533	3	   	249.38	DCR|4VULN|2DUR|1ASPD	1MLV|2aDUR|3458VULN|6ASPD|7RCR|9BEXP
115	16225 32533	3	   	249.38	DCR|4VULN|2DUR|1ASPD	1MLV|2458VULN|3ASPD|6aDUR|7RCR|9BEXP
116	16263 23336	10	   	249.38	DCR|4VULN|2DUR|1ASPD	1MLV|247aVULN|3ASPD|5CGEN|6RCR|89DUR
117	31421 33516	1	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2458VULN|3ZMB|6ASPD|7aDUR|9RCR
118	31422 13516	1	   	249.38	DCR|4VULN|2DUR|1ASPD	1LHND|2468VULN|3ZMB|5aDUR|7ASPD|9RCR
119	16142 13163	3	   	249.37	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD	1MLV|26VULN|3TLV|4DMG|59aDUR|7ASPD|8RCR
120	16153 13163	4	   	249.37	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD	1MLV|26VULN|3TLV|49aDUR|5DMG|7ASPD|8RCR
121	16154 33133	5	   	249.37	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD	1MLV|29VULN|3TLV|45aDUR|6DMG|7ASPD|8RCR
122	25123 13163	3	   	249.37	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD	1CGEN|29aDUR|3TLV|46VULN|5DMG|7ASPD|8RCR
123	25135 22233	8	   	249.37	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD	1CGEN|25aDUR|3TLV|4ASPD|6DMG|7RCR|89VULN
124	25135 22533	7	   	249.37	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD	1CGEN|25aDUR|3TLV|4ASPD|6DMG|7RCR|89VULN
125	25135 23133	7	   	249.37	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD	1CGEN|25aDUR|3TLV|4ASPD|6DMG|79VULN|8RCR
126	25141 13163	3	   	249.37	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD	1CGEN|29aDUR|3TLV|4DMG|56VULN|7ASPD|8RCR
127	26142 13163	3	   	249.37	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD	1CGEN|26VULN|3TLV|4DMG|59aDUR|7ASPD|8RCR
128	25135 23213	8	   	249.37	DCR|2VULN|3DUR|1DMG|1TLV|1ASPD	1CGEN|25aDUR|3TLV|4ASPD|6DMG|78VULN|9RCR
129	15213 56231	10	   	249.02	DCR|3VULN|3DUR|1DMG	1MLV|239DUR|48aVULN|5CGEN|6DMG|7RCR
130	31323 62541	1	 * 	248.91	DCR|4VULN|2ASPD|1DMG	189LHND|2468VULN|38ASPD|5TBNT|7RCR|8BPWR|aDMG
131	16262 23326	6	   	248.89	DCR|3VULN|2DUR|1CDMG|1ASPD	19MLV|249VULN|3ASPD|5RMIN|6LIT|7RCR|89DUR|9BPWR|aCDMG
132	31323 62524	1	   	248.81	DCR|4VULN|2ASPD|1DMG	18LHND|2468VULN|38ASPD|5TBNT|7RCR|8BPWR|9BBNT|aDMG
133	35321 13126	1	   	248.56	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	15LHND|2FEWX|3DMG|456VULN|5BPWR|7ASPD|8RCR|9TLV|aDUR
134	16136 63113	8	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|267VULN|3TLV|4ASPD|5DMG|8LWND|9RCR|aDUR
135	16136 63213	7	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|267VULN|3TLV|4ASPD|5DMG|8LHND|9RCR|aDUR
136	16136 63313	7	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|267VULN|3TLV|4ASPD|5DMG|8FEWX|9RCR|aDUR
137	16142 13131	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|269VULN|3TLV|4DMG|5DUR|7ASPD|8RCR|aBEXP
138	16142 13135	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|269VULN|3TLV|4DMG|5DUR|7ASPD|8RCR|aLHND
139	16142 13511	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|268VULN|3TLV|4DMG|5DUR|7ASPD|9RCR|aBEXP
140	16153 13131	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|269VULN|3TLV|4DUR|5DMG|7ASPD|8RCR|aBEXP
141	16153 13135	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|269VULN|3TLV|4DUR|5DMG|7ASPD|8RCR|aLHND
142	16153 13511	4	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|268VULN|3TLV|4DUR|5DMG|7ASPD|9RCR|aBEXP
143	25123 13131	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2DUR|3TLV|469VULN|5DMG|7ASPD|8RCR|aBEXP
144	25123 13135	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2DUR|3TLV|469VULN|5DMG|7ASPD|8RCR|aLHND
145	25141 13131	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2DUR|3TLV|4DMG|569VULN|7ASPD|8RCR|aBEXP
146	25141 13135	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|2DUR|3TLV|4DMG|569VULN|7ASPD|8RCR|aLHND
147	26136 63113	8	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|267VULN|3TLV|4ASPD|5DMG|8LWND|9RCR|aDUR
148	26136 63213	7	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|267VULN|3TLV|4ASPD|5DMG|8LHND|9RCR|aDUR
149	26136 63313	7	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|267VULN|3TLV|4ASPD|5DMG|8FEWX|9RCR|aDUR
150	26142 13131	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|269VULN|3TLV|4DMG|5DUR|7ASPD|8RCR|aBEXP
151	26142 13135	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1CGEN|269VULN|3TLV|4DMG|5DUR|7ASPD|8RCR|aLHND
152	32136 66213	8	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2CGEN|3TLV|4ASPD|5DMG|678VULN|9RCR|aDUR
153	15121 31112	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|2DUR|345VULN|6ASPD|7DMG|8ZMB|9RCR|aTLV
154	15121 31312	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|2DUR|345VULN|6ASPD|7DMG|8CGEN|9RCR|aTLV
155	15121 31512	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|2DUR|345VULN|6ASPD|7DMG|8RMIN|9RCR|aTLV
156	15163 13512	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|2DUR|368VULN|4ZMB|5DMG|7ASPD|9RCR|aTLV
157	15323 12512	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|2DUR|3ASPD|468VULN|5DMG|7RMIN|9RCR|aTLV
158	15341 12512	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|2DUR|3ASPD|4DMG|568VULN|7RMIN|9RCR|aTLV
159	15523 13512	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|2DUR|3ZMB|468VULN|5DMG|7ASPD|9RCR|aTLV
160	16122 23133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|249VULN|3TLV|5DMG|6FEWX|7ASPD|8RCR|aDUR
161	16122 23164	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|24aVULN|3TLV|5DMG|6FEWX|7ASPD|8RCR|9DUR
162	16122 23513	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|248VULN|3TLV|5DMG|6FEWX|7ASPD|9RCR|aDUR
163	16122 33133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|249VULN|3TLV|5DMG|6ASPD|7LHND|8RCR|aDUR
164	16122 33164	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|24aVULN|3TLV|5DMG|6ASPD|7LHND|8RCR|9DUR
165	16122 33513	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|248VULN|3TLV|5DMG|6ASPD|7LHND|9RCR|aDUR
166	16133 13133	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|269VULN|3TLV|4FEWX|5DMG|7ASPD|8RCR|aDUR
167	16133 13164	3	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1MLV|26aVULN|3TLV|4FEWX|5DMG|7ASPD|8RCR|9DUR
