0	Index      	Bounty	 *	Score 	Summary	Detail	
1	34212 36321	3	 * 	276.80	DCR|4VULN|3DUR|2DMG	1FEWX|2459VULN|348DUR|4BPWR|6aDMG|7RCR
44	11162 22451	1	   	257.70	DCR|4VULN|1TLV|1DMG|1DUR	18LHND|2578VULN|3TLV|4DMG|68BEXP|8BPWR|9RCR|aDUR
45	12534 11151	4	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3458VULN|6DMG|7BEXP|9RCR|aDUR
46	14114 11151	4	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1LHND|2358VULN|4TLV|6DMG|7BEXP|9RCR|aDUR
47	11162 12151	1	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1LHND|2578VULN|3TLV|4DMG|6FEWX|9RCR|aDUR
48	11162 22151	1	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1LHND|2578VULN|3TLV|4DMG|6BEXP|9RCR|aDUR
49	12562 12151	2	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3578VULN|4DMG|6FEWX|9RCR|aDUR
50	12562 12151	3	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3578VULN|4DMG|6FEWX|9RCR|aDUR
51	12562 22151	3	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3578VULN|4DMG|6BEXP|9RCR|aDUR
52	12562 22151	2	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1LHND|2TLV|3578VULN|4DMG|6BEXP|9RCR|aDUR
53	14162 12151	2	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1LHND|2578VULN|3TLV|4DMG|6FEWX|9RCR|aDUR
54	14162 22151	2	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1LHND|2578VULN|3TLV|4DMG|6BEXP|9RCR|aDUR
55	51162 12151	1	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1LWND|2578VULN|3TLV|4DMG|6FEWX|9RCR|aDUR
56	51162 22151	1	   	257.50	DCR|4VULN|1TLV|1DMG|1DUR	1LWND|2578VULN|3TLV|4DMG|6BEXP|9RCR|aDUR
57	34223 52343	10	   	257.19	DCR|4VULN|2DMG|1DUR	1FEWX|278aVULN|3DUR|4LIT|56DMG|9RCR
58	32214 12151	3	   	257.12	DCR|3VULN|2TLV|2DUR|1AART	1FEWX|24TLV|34DUR|4BPWR|578VULN|6ASPD|9RCR|aAART
59	34212 36235	3	   	256.55	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1FEWX|245VULN|34DUR|4BPWR|6DMG|7RCR|8CDMG|9AART|aASPD
60	61231 32325	1	 * 	256.42	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	1RCVC|2TBNT|346VULN|56CDMG|6BPWR|7DUR|8RCR|9DMG|aTLV
61	62231 32325	1	   	256.42	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	1RCVC|2BBNT|346VULN|56CDMG|6BPWR|7DUR|8RCR|9DMG|aTLV
62	34212 36111	3	   	256.17	DCR|3VULN|2DMG|2DUR|1CDMG	1FEWX|245VULN|34DUR|4BPWR|69DMG|7RCR|8BELT|aCDMG
63	34212 36221	3	   	256.17	DCR|3VULN|2DMG|2DUR|1CDMG	1aFEWX|245VULN|34DUR|4BPWR|69DMG|7RCR|8CDMG
64	34212 36223	3	   	256.17	DCR|3VULN|2DMG|2DUR|1CDMG	1FEWX|245VULN|34DUR|4BPWR|69DMG|7RCR|8CDMG|aRPLT
65	34212 36224	3	   	256.17	DCR|3VULN|2DMG|2DUR|1CDMG	1FEWX|245VULN|34DUR|4BPWR|69DMG|7RCR|8CDMG|aBELT
66	34212 36225	3	   	256.17	DCR|3VULN|2DMG|2DUR|1CDMG	1FEWX|245VULN|34DUR|4BPWR|69DMG|7RCR|8CDMG|aRCVC
67	14222 36623	8	 * 	256.16	DCR|2VULN|3DUR|2TLV|1DMG	1aLHND|2aVULN|357DUR|4LIT|6DMG|8RCR|9aTLV|aBPWR
68	15122 36623	8	   	256.16	DCR|2VULN|3DUR|2TLV|1DMG	1aLHND|257DUR|3aVULN|4LIT|6DMG|8RCR|9aTLV|aBPWR
69	34212 36361	3	   	256.13	DCR|3VULN|3DUR|1DMG|1AART	1FEWX|245VULN|348DUR|4BPWR|6DMG|7RCR|9AART|aLIT
70	31252 36361	1	   	255.75	DCR|3VULN|3DUR|2DMG	13FEWX|235VULN|3BPWR|489DUR|6aDMG|7RCR
71	34135 36321	5	   	255.65	DCR|3VULN|3DUR|2DMG	1FEWX|239VULN|4aDMG|568DUR|7RCR
72	34232 36321	3	   	255.65	DCR|3VULN|3DUR|2DMG	1FEWX|259VULN|348DUR|6aDMG|7RCR
73	34212 13244	3	   	255.64	DCR|4VULN|2DUR|1DMG|1AART	16FEWX|245aVULN|34DUR|4BPWR|7AART|8DMG|9RCR
74	32535 12151	5	   	255.41	DCR|4VULN|1TLV|1DUR|1AART	1FEWX|2TLV|3478VULN|5DUR|6ASPD|9RCR|aAART
75	34115 12151	5	   	255.41	DCR|4VULN|1TLV|1DUR|1AART	1FEWX|2378VULN|4TLV|5DUR|6ASPD|9RCR|aAART
76	11162 12452	1	   	255.10	DCR|4VULN|1TLV|1DMG|1CDMG	18LHND|2578VULN|3TLV|4DMG|68FEWX|8BPWR|9RCR|aCDMG
77	11162 22452	1	   	255.10	DCR|4VULN|1TLV|1DMG|1CDMG	18LHND|2578VULN|3TLV|4DMG|68BEXP|8BPWR|9RCR|aCDMG
78	12534 11152	4	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1LHND|2TLV|3458VULN|6DMG|7BEXP|9RCR|aCDMG
79	14114 11152	4	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1LHND|2358VULN|4TLV|6DMG|7BEXP|9RCR|aCDMG
80	11162 12152	1	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1LHND|2578VULN|3TLV|4DMG|6FEWX|9RCR|aCDMG
81	11162 22152	1	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1LHND|2578VULN|3TLV|4DMG|6BEXP|9RCR|aCDMG
82	12562 12152	2	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1LHND|2TLV|3578VULN|4DMG|6FEWX|9RCR|aCDMG
83	12562 12152	3	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1LHND|2TLV|3578VULN|4DMG|6FEWX|9RCR|aCDMG
84	12562 22152	3	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1LHND|2TLV|3578VULN|4DMG|6BEXP|9RCR|aCDMG
85	12562 22152	2	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1LHND|2TLV|3578VULN|4DMG|6BEXP|9RCR|aCDMG
86	14162 12152	2	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1LHND|2578VULN|3TLV|4DMG|6FEWX|9RCR|aCDMG
87	14162 22152	2	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1LHND|2578VULN|3TLV|4DMG|6BEXP|9RCR|aCDMG
88	51162 12152	1	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1LWND|2578VULN|3TLV|4DMG|6FEWX|9RCR|aCDMG
89	51162 22152	1	   	254.90	DCR|4VULN|1TLV|1DMG|1CDMG	1LWND|2578VULN|3TLV|4DMG|6BEXP|9RCR|aCDMG
90	32233 36241	9	 * 	254.81	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	1FEWX|2TLV|3aDUR|4aVULN|5MLV|6aCDMG|7RCR|8DMG|9LIT|aBPWR
91	34212 36334	3	   	254.77	DCR|3VULN|3DUR|1DMG	1FEWX|245VULN|348DUR|4BPWR|6DMG|7RCR|9LIT|aASPD
92	12535 51211	6	   	254.59	DCR|5VULN|1TLV|2LIT	18LHND|2TLV|34689VULN|58LIT|7RCR|8BPWR|aLWND
93	12535 51211	5	   	254.59	DCR|5VULN|1TLV|2LIT	18LHND|2TLV|34689VULN|58LIT|7RCR|8BPWR|aLWND
94	12535 51212	6	   	254.59	DCR|5VULN|1TLV|2LIT	18LHND|2TLV|34689VULN|58LIT|7RCR|8BPWR|aRCVC
95	12535 51212	5	   	254.59	DCR|5VULN|1TLV|2LIT	18LHND|2TLV|34689VULN|58LIT|7RCR|8BPWR|aRCVC
96	16353 31233	3	   	254.57	DCR|3VULN|2TLV|2ASPD|1DUR|1CDMG	17LHND|25ASPD|3BELT|457VULN|57BPWR|67TLV|8DUR|9RCR|aCDMG
97	16353 31233	4	   	254.57	DCR|3VULN|2TLV|2ASPD|1DUR|1CDMG	17LHND|25ASPD|3BELT|457VULN|57BPWR|67TLV|8DUR|9RCR|aCDMG
98	56353 31233	4	   	254.57	DCR|3VULN|2TLV|2ASPD|1DUR|1CDMG	17LWND|25ASPD|3BELT|457VULN|57BPWR|67TLV|8DUR|9RCR|aCDMG
99	56353 31233	3	   	254.57	DCR|3VULN|2TLV|2ASPD|1DUR|1CDMG	17LWND|25ASPD|3BELT|457VULN|57BPWR|67TLV|8DUR|9RCR|aCDMG
100	34211 16321	3	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	1FEWX|249VULN|348DUR|4BPWR|56ASPD|7RCR|aDMG
101	31132 34451	1	   	254.24	DCR|3VULN|2DMG|1TLV|1DUR	18FEWX|258VULN|3TLV|46DMG|78LWND|8BPWR|9RCR|aDUR
102	34221 32344	10	   	254.19	DCR|4VULN|2DUR|1DMG	1FEWX|2578VULN|3aDUR|4LIT|6DMG|9RCR
103	34221 32443	10	   	254.19	DCR|4VULN|2DUR|1DMG	1FEWX|257aVULN|38DUR|4LIT|6DMG|9RCR
104	34221 36343	10	   	254.19	DCR|4VULN|2DUR|1DMG	1FEWX|258aVULN|37DUR|4LIT|6DMG|9RCR
105	34222 32343	10	   	254.19	DCR|4VULN|2DUR|1DMG	1FEWX|278aVULN|35DUR|4LIT|6DMG|9RCR
106	34222 32346	9	   	254.19	DCR|4VULN|2DUR|1DMG	1FEWX|278aVULN|35DUR|4LIT|6DMG|9RCR
107	34223 32344	10	   	254.19	DCR|4VULN|2DUR|1DMG	1FEWX|2678VULN|3aDUR|4LIT|5DMG|9RCR
108	34223 32443	10	   	254.19	DCR|4VULN|2DUR|1DMG	1FEWX|267aVULN|38DUR|4LIT|5DMG|9RCR
109	34223 36343	10	   	254.19	DCR|4VULN|2DUR|1DMG	1FEWX|268aVULN|37DUR|4LIT|5DMG|9RCR
110	31142 35251	1	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	17FEWX|257VULN|3TLV|4MLV|67DMG|7BPWR|8ERES|9RCR|aDUR
111	34113 35251	4	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	17FEWX|237VULN|4TLV|5MLV|67DMG|7BPWR|8ERES|9RCR|aDUR
112	11162 61151	1	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|258VULN|3TLV|46DMG|7BEXP|9RCR|aDUR
113	31132 34151	1	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|258VULN|3TLV|46DMG|7LWND|9RCR|aDUR
114	32532 34151	3	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2TLV|358VULN|46DMG|7LWND|9RCR|aDUR
115	32532 34151	2	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|2TLV|358VULN|46DMG|7LWND|9RCR|aDUR
116	34132 34151	2	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1FEWX|258VULN|3TLV|46DMG|7LWND|9RCR|aDUR
117	11163 32451	1	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	18LHND|278VULN|3TLV|46DMG|58DUST|8BPWR|9RCR|aDUR
118	14131 12156	4	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|238VULN|47DMG|5RPLT|6DUR|9RCR|aTLV
119	14115 51213	5	   	253.99	DCR|4VULN|2TLV|2LIT|1AART	18LHND|2369VULN|48TLV|58LIT|7RCR|8BPWR|aAART
120	14115 51213	6	   	253.99	DCR|4VULN|2TLV|2LIT|1AART	18LHND|2369VULN|48TLV|58LIT|7RCR|8BPWR|aAART
121	11163 32151	1	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|278VULN|3TLV|46DMG|5DUST|9RCR|aDUR
122	12563 32151	3	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|2TLV|378VULN|46DMG|5DUST|9RCR|aDUR
123	12563 32151	2	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|2TLV|378VULN|46DMG|5DUST|9RCR|aDUR
124	14163 32151	2	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1LHND|278VULN|3TLV|46DMG|5DUST|9RCR|aDUR
125	51163 32151	1	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1LWND|278VULN|3TLV|46DMG|5DUST|9RCR|aDUR
126	14111 12451	5	   	253.79	DCR|4VULN|1TLV|2ASPD|1DUR	18LHND|2378VULN|4TLV|5BEXP|68ASPD|8BPWR|9RCR|aDUR
127	34112 12451	5	   	253.79	DCR|4VULN|1TLV|2ASPD|1DUR	18FEWX|2378VULN|4TLV|5LHND|68ASPD|8BPWR|9RCR|aDUR
128	32123 21666	6	 * 	253.18	DCR|2VULN|3DMG|3TLV|1DUR	1FEWX|26aTLV|3CGEN|4DUR|56aDMG|6aBPWR|7DUST|8aVULN|9RCR
129	16356 31231	5	   	253.04	DCR|3VULN|2TLV|1DMG|1DUR	17LHND|2ASPD|3BELT|457VULN|67TLV|7BPWR|8DUR|9RCR|aDMG
130	34212 36332	3	   	253.02	DCR|3VULN|3DUR|1DMG|2LIT	1FEWX|245VULN|348DUR|4BPWR|6DMG|7RCR|9aLIT
131	34224 32613	9	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1FEWX|267VULN|3aDUR|4LIT|5TLV|8RCR|9CDMG
132	61231 34326	1	 * 	252.80	DCR|4VULN|2DMG|2CDMG	1RCVC|2TBNT|346aVULN|56CDMG|6aBPWR|7aBEXP|8RCR|9aDMG
133	62231 34326	1	   	252.80	DCR|4VULN|2DMG|2CDMG	1RCVC|2BBNT|346aVULN|56CDMG|6aBPWR|7aBEXP|8RCR|9aDMG
134	32214 31652	3	   	252.58	DCR|3VULN|3DUR|2TLV	1aFEWX|24TLV|346DUR|4aBPWR|59aVULN|7aLWND|8RCR
135	32214 32652	3	   	252.58	DCR|3VULN|3DUR|2TLV	1aFEWX|24TLV|346DUR|4aBPWR|59aVULN|7aLHND|8RCR
136	32214 65213	3	   	252.58	DCR|3VULN|3DUR|2TLV	17FEWX|24TLV|347DUR|47BPWR|567VULN|8RMIN|9BELT|aRCR
137	32236 14313	2	   	252.58	DCR|3VULN|3DUR|2TLV	138FEWX|23TLV|38BPWR|4RPLT|568DUR|78aVULN|9RCR
138	52236 12313	2	   	252.58	DCR|3VULN|3DUR|2TLV	138LWND|23TLV|38BPWR|4RPLT|568DUR|78aVULN|9RCR
139	32211 54313	3	   	252.58	DCR|3VULN|3DUR|2TLV	168FEWX|24TLV|348DUR|48BPWR|5RPLT|78aVULN|9RCR
140	15233 22151	6	   	252.51	DCR|3VULN|3DUR|1TLV	1LHND|26aDUR|3TLV|478VULN|5ASPD|9RCR
141	15234 12151	4	   	252.51	DCR|3VULN|3DUR|1TLV	1LHND|25aDUR|3TLV|478VULN|6ASPD|9RCR
142	15235 12151	5	   	252.51	DCR|3VULN|3DUR|1TLV	1LHND|25aDUR|3TLV|478VULN|6ASPD|9RCR
143	55232 22151	6	   	252.51	DCR|3VULN|3DUR|1TLV	1LWND|26aDUR|3TLV|478VULN|5ASPD|9RCR
144	12535 51223	6	   	252.50	DCR|4VULN|1TLV|1DUR|2LIT	18LHND|2TLV|3468VULN|58LIT|7RCR|8BPWR|9RPLT|aDUR
145	12535 51223	5	   	252.50	DCR|4VULN|1TLV|1DUR|2LIT	18LHND|2TLV|3468VULN|58LIT|7RCR|8BPWR|9RPLT|aDUR
146	32513 35236	5	   	252.41	DCR|2VULN|2DMG|2TLV|2DUR	18FEWX|2aTLV|38VULN|4BEXP|5aMLV|68DMG|7RCR|8aBPWR|9aDUR
147	32132 35236	3	   	252.41	DCR|2VULN|2DMG|2TLV|2DUR	18FEWX|2aTLV|38CGEN|4BEXP|5aVULN|68DMG|7RCR|8aBPWR|9aDUR
148	32632 35236	2	   	252.41	DCR|2VULN|2DMG|2TLV|2DUR	18FEWX|2aTLV|38CGEN|4BEXP|5aVULN|68DMG|7RCR|8aBPWR|9aDUR
149	15223 32451	4	   	252.38	DCR|3VULN|3DUR|2TLV|1NUKE	18LHND|25aDUR|38TLV|4NUKE|678VULN|8BPWR|9RCR
150	32214 33652	3	   	252.38	DCR|3VULN|3DUR|2TLV	1aFEWX|24TLV|346DUR|4aBPWR|59aVULN|7aDUST|8RCR
151	45115 12222	9	   	252.38	DCR|3VULN|3DUR|2TLV	19aERES|259DUR|3CGEN|4aTLV|6DMSP|7RCR|89aVULN|9aBPWR
152	34212 13246	3	   	252.18	DCR|3VULN|2DMG|2DUR|1AART	16FEWX|245VULN|34DUR|4BPWR|7AART|8aDMG|9RCR
153	32152 31366	4	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1FEWX|2aTLV|3CGEN|45VULN|6aDMG|7DUST|8aDUR|9RCR|aBPWR
154	32533 31366	4	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1FEWX|2aTLV|34VULN|5MLV|6aDMG|7DUST|8aDUR|9RCR|aBPWR
155	32123 31666	5	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1FEWX|2aTLV|3CGEN|46DUR|5aDMG|7DUST|8aVULN|9RCR|aBPWR
156	32123 31666	4	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1FEWX|2aTLV|3CGEN|45DUR|6aDMG|7DUST|8aVULN|9RCR|aBPWR
157	12414 12151	6	   	252.02	DCR|4VULN|2DUR|1TLV	1LHND|2TLV|3ZMB|4578VULN|6aDUR|9RCR
158	12524 12151	6	   	251.92	DCR|4VULN|2DUR|1TLV|1NUKE	1LHND|2TLV|3578VULN|4NUKE|6aDUR|9RCR
159	34212 36261	3	   	251.81	DCR|3VULN|3DUR|1DMG|1CDMG	1FEWX|245VULN|349DUR|4BPWR|6DMG|7RCR|8CDMG|aLWND
160	34212 36262	3	   	251.81	DCR|3VULN|3DUR|1DMG|1CDMG	1FEWX|245VULN|349DUR|4BPWR|6DMG|7RCR|8CDMG|aMLV
161	34212 36263	3	   	251.81	DCR|3VULN|3DUR|1DMG|1CDMG	1FEWX|245VULN|349DUR|4BPWR|6DMG|7RCR|8CDMG|aBEXP
162	34212 36351	3	   	251.81	DCR|3VULN|3DUR|1DMG|1CDMG	1FEWX|245VULN|348DUR|4BPWR|6DMG|7RCR|9CDMG|aLWND
163	34212 36352	3	   	251.81	DCR|3VULN|3DUR|1DMG|1CDMG	1FEWX|245VULN|348DUR|4BPWR|6DMG|7RCR|9CDMG|aMLV
164	34212 36353	3	   	251.81	DCR|3VULN|3DUR|1DMG|1CDMG	1FEWX|245VULN|348DUR|4BPWR|6DMG|7RCR|9CDMG|aBEXP
165	34232 36325	3	   	251.71	DCR|3VULN|3DUR|1DMG|1CDMG	1FEWX|259VULN|348DUR|6DMG|7RCR|aCDMG
166	34212 32365	3	   	251.71	DCR|3VULN|3DUR|1DMG|1CDMG	1FEWX|245VULN|348DUR|4BPWR|6DMG|7MBVNT|9CDMG|aRCR
167	34212 36242	3	   	251.71	DCR|3VULN|3DUR|1DMG|1CDMG	1FEWX|245VULN|34aDUR|4BPWR|6DMG|7RCR|8CDMG|9BBNT
168	34212 36312	3	   	251.71	DCR|3VULN|3DUR|1DMG|1CDMG	1FEWX|245VULN|348DUR|4BPWR|6DMG|7RCR|9ERES|aCDMG
169	34212 36632	3	   	251.71	DCR|3VULN|3DUR|1DMG|1CDMG	1FEWX|245VULN|34aDUR|4BPWR|6DMG|7RCR|8BBNT|9CDMG
170	31132 34452	1	   	251.64	DCR|3VULN|2DMG|1TLV|1CDMG	18FEWX|258VULN|3TLV|46DMG|78LWND|8BPWR|9RCR|aCDMG
171	32227 13112	3	 * 	251.56	DCR|2VULN|3DUR|2TLV|3ASPD	179FEWX|25TLV|357DUR|4MBVNT|579BPWR|679ASPD|89VULN|aRCR
172	31142 35252	1	   	251.54	DCR|3VULN|2DMG|1TLV|1CDMG	17FEWX|257VULN|3TLV|4MLV|67DMG|7BPWR|8ERES|9RCR|aCDMG
173	32561 35232	5	   	251.54	DCR|3VULN|2DMG|1TLV|1CDMG	18FEWX|2TLV|38aVULN|4ERES|5BEXP|68DMG|7RCR|8BPWR|9CDMG
