0	Index      	Bounty	 *	Score 	Summary	Detail	
1	45311 31125	1	 * 	292.76	DCR|4VULN|3DUR|3CDMG|2LIT	189CDMG|25LIT|389aVULN|4TBNT|6RCR|789DUR|89BPWR
31	12342 22161	1	   	276.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1TLV|269VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|8ASPD|aBEXP
32	12342 22166	1	   	276.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1TLV|269VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|8ASPD|aZMB
33	12342 22651	1	   	276.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1TLV|268VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|9ASPD|aBEXP
34	12342 22163	1	   	276.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1TLV|269VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|8ASPD|aERES
35	12342 22653	1	   	276.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1TLV|268VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|9ASPD|aERES
36	53212 52122	7	 * 	275.36	DCR|2VULN|3DUR|2DMG|1TLV|1ASPD	12aDUR|3ASPD|4aVULN|5TLV|6RCR|7LIT|8LEGI|9aDMG|aBPWR
37	35236 11233	10	   	274.26	DCR|5VULN|3ASPD|1DUR	17LWND|2456aVULN|356ASPD|56BPWR|8DUR|9RCR
38	35246 13233	10	   	274.26	DCR|5VULN|3ASPD|1DUR	14LWND|2567aVULN|356ASPD|56BPWR|8DUR|9RCR
39	35266 13233	10	   	274.26	DCR|5VULN|3ASPD|1DUR	1LWND|2567aVULN|356ASPD|4DMSP|56BPWR|8DUR|9RCR
40	11131 24322	7	 * 	272.60	DCR|2VULN|2DMG|2DUR|2TLV|2LIT|1ASPD	15TLV|2aDUR|3FEWX|45VULN|5aBPWR|6aLIT|7ASPD|8RCR|9aDMG
41	11133 55322	6	 * 	272.44	DCR|2VULN|2DMG|2DUR|2ASPD|1TLV	1TLV|2aDUR|3FEWX|47VULN|5aASPD|6LIT|8RCR|9aDMG|aBPWR
42	11663 21622	4	   	272.43	DCR|3VULN|3DUR|2TLV|1CDMG|1AART	19TLV|269DUR|3BELT|4AART|579VULN|8RCR|9BPWR|aCDMG
43	11336 22326	2	 * 	272.13	DCR|2VULN|3DMG|2DUR|1TLV|1CDMG	1TLV|26DUR|3CDMG|4aVULN|568DMG|6BPWR|7RCR|9BELT
44	13516 32512	9	 * 	271.96	DCR|4VULN|3DUR|3TLV	19aTLV|235LWND|459aVULN|59aBPWR|6RPLT|7RCR|89aDUR
45	52212 22262	10	 * 	271.56	DCR|4VULN|3DUR|3LIT	156DUR|28aLIT|3478VULN|8BPWR|9RCR
46	52212 22262	9	   	271.56	DCR|4VULN|3DUR|3LIT	156DUR|28aLIT|3478VULN|8BPWR|9RCR
47	12342 22354	1	   	271.19	DCR|2VULN|2DMG|2DUR|2TLV|1CDMG|1ASPD	1aTLV|26VULN|3CDMG|48DMG|56DUR|6BPWR|7RCR|9ASPD
48	11336 22164	2	   	271.19	DCR|2VULN|2DMG|2DUR|2TLV|1CDMG|1ASPD	1aTLV|26DUR|3CDMG|49VULN|56DMG|6BPWR|7RCR|8ASPD
49	11131 21653	5	 * 	270.33	DCR|3VULN|3DUR|2ASPD|3TLV	156TLV|279DUR|3FEWX|459VULN|59BPWR|89ASPD|aRCR
50	12342 22132	1	 * 	270.23	DCR|2VULN|2DUR|2ASPD|2TLV|1DMG|2CDMG	1aTLV|26VULN|3aCDMG|4DMG|56DUR|6aBPWR|7RCR|8aASPD|9BBNT
51	45311 31122	1	   	270.12	DCR|3VULN|3DUR|3CDMG|2LIT	189CDMG|25LIT|389VULN|4TBNT|6RCR|789DUR|89BPWR|aBEXP
52	45311 31123	1	   	270.12	DCR|3VULN|3DUR|3CDMG|2LIT	189CDMG|25LIT|389VULN|4TBNT|6RCR|789DUR|89BPWR|aCGEN
53	45311 31121	1	   	270.02	DCR|3VULN|3DUR|3CDMG|2LIT	189CDMG|25LIT|389VULN|4TBNT|6RCR|789DUR|89BPWR|aDUST
54	11336 22221	2	   	269.70	DCR|2VULN|3DUR|2DMG|1TLV|1CDMG	1TLV|268DUR|3CDMG|4aVULN|56DMG|6BPWR|7RCR|9BEXP
55	12342 22614	1	   	269.51	DCR|3VULN|2DUR|2TLV|1DMG|1CDMG	1aTLV|268VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|9ZMB
56	35236 11231	9	 * 	269.31	DCR|4VULN|3ASPD|2DUR	17LWND|2456VULN|356ASPD|56BPWR|8aDUR|9RCR
57	35246 13231	9	   	269.31	DCR|4VULN|3ASPD|2DUR	14LWND|2567VULN|356ASPD|56BPWR|8aDUR|9RCR
58	35266 13231	9	   	269.31	DCR|4VULN|3ASPD|2DUR	1LWND|2567VULN|356ASPD|4DMSP|56BPWR|8aDUR|9RCR
59	11273 25212	1	   	269.20	DCR|4VULN|2DUR|2TLV|1ASPD|1SELL	17TLV|2MBVNT|3ASPD|47DUR|567aVULN|7BPWR|8SELL|9RCR
60	11246 25212	1	   	269.20	DCR|4VULN|2DUR|2TLV|1ASPD|1SELL	17TLV|2MBVNT|3ASPD|467aVULN|57DUR|7BPWR|8SELL|9RCR
61	53212 54133	6	   	268.43	DCR|3VULN|3DUR|2TLV|1ASPD	127DUR|3ASPD|47aVULN|57TLV|6RCR|7BPWR|8FEWX|9LIT
62	12342 22351	1	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1TLV|26VULN|3CDMG|48DMG|56DUR|6BPWR|7RCR|9ASPD|aBEXP
63	12342 22356	1	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1TLV|26VULN|3CDMG|48DMG|56DUR|6BPWR|7RCR|9ASPD|aZMB
64	11336 22112	2	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1TLV|26DUR|3CDMG|4aVULN|56DMG|6BPWR|7RCR|8ASPD|9MLV
65	11336 22142	2	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1TLV|26DUR|3CDMG|4aVULN|56DMG|6BPWR|7RCR|8ASPD|9CGEN
66	11336 22151	2	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1TLV|26DUR|3CDMG|4aVULN|56DMG|6BPWR|7RCR|8ASPD|9BEXP
67	11336 22161	2	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1TLV|26DUR|3CDMG|49VULN|56DMG|6BPWR|7RCR|8ASPD|aBEXP
68	11336 22166	2	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1TLV|26DUR|3CDMG|49VULN|56DMG|6BPWR|7RCR|8ASPD|aZMB
69	11336 22651	2	   	267.48	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1TLV|26DUR|3CDMG|48VULN|56DMG|6BPWR|7RCR|9ASPD|aBEXP
70	12342 22353	1	   	267.38	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1TLV|26VULN|3CDMG|48DMG|56DUR|6BPWR|7RCR|9ASPD|aERES
71	11336 22163	2	   	267.38	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1TLV|26DUR|3CDMG|49VULN|56DMG|6BPWR|7RCR|8ASPD|aERES
72	11336 22653	2	   	267.38	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	1TLV|26DUR|3CDMG|48VULN|56DMG|6BPWR|7RCR|9ASPD|aERES
73	12334 25243	1	 * 	267.07	DCR|3VULN|2DMG|2CDMG|1TLV	1TLV|249VULN|38CDMG|56DMG|7LIT|aRCR
74	42136 22632	1	   	266.93	DCR|3VULN|2DMG|2DUR|1CDMG	1CDMG|26DUR|3ERES|48aVULN|56DMG|6BPWR|7RCR|9DUST
75	12342 22246	1	   	266.83	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG|1ASPD	19TLV|26VULN|3CDMG|4DMG|568DUR|6BPWR|7RCR|aASPD
76	41325 21252	10	 * 	266.76	DCR|3VULN|2DUR|2TLV|2CDMG|1ASPD	18CDMG|2ERES|38DUR|49aVULN|5ASPD|68TLV|7RCR|8BPWR
77	52212 53243	6	   	266.64	DCR|4VULN|2DUR|2CDMG	15DUR|2LIT|3469VULN|78CDMG|aRCR
78	53533 32352	4	 * 	266.57	DCR|3VULN|3DUR|2DMG|1SELL	12aDUR|39BEXP|45aVULN|6SELL|7RCR|8aDMG|aBPWR
79	52212 22251	10	   	266.56	DCR|4VULN|3DUR|2LIT	156DUR|28LIT|3478VULN|8BPWR|9CGEN|aRCR
80	52212 22261	10	   	266.56	DCR|4VULN|3DUR|2LIT	156DUR|28LIT|3478VULN|8BPWR|9RCR|aRCVC
81	52212 22261	9	   	266.56	DCR|4VULN|3DUR|2LIT	156DUR|28LIT|3478VULN|8BPWR|9RCR|aCGEN
82	52212 22265	10	   	266.56	DCR|4VULN|3DUR|2LIT	156DUR|28LIT|3478VULN|8BPWR|9RCR|aLWND
83	52212 22265	9	   	266.56	DCR|4VULN|3DUR|2LIT	156DUR|28LIT|3478VULN|8BPWR|9RCR|aLWND
84	52212 22266	10	   	266.56	DCR|4VULN|3DUR|2LIT	156DUR|28LIT|3478VULN|8BPWR|9RCR|aCGEN
85	52212 22263	10	   	266.46	DCR|4VULN|3DUR|2LIT	156DUR|28LIT|3478VULN|8BPWR|9RCR|aDUST
86	52212 22263	9	   	266.46	DCR|4VULN|3DUR|2LIT	156DUR|28LIT|3478VULN|8BPWR|9RCR|aTBNT
87	52212 22266	9	   	266.46	DCR|4VULN|3DUR|2LIT	156DUR|28LIT|3478VULN|8BPWR|9RCR|aERES
88	52212 22243	9	   	266.31	DCR|4VULN|3DUR|2LIT|1SELL	156DUR|28LIT|3478VULN|8BPWR|9SELL|aRCR
89	46123 15333	9	 * 	266.06	DCR|3VULN|2ASPD|2TLV|1DMG|2CDMG|1SELL	18CDMG|2SELL|35ASPD|48TLV|678VULN|8BPWR|9DMG|aRCR
90	12342 22611	1	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|268VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|9ZMB|aBEXP
91	12342 22616	1	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|268VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|9ZMB|aRPLT
92	12342 22661	1	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|268VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|9RPLT|aLWND
93	12342 22662	1	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|268VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|9RPLT|aRCVC
94	12342 22663	1	   	265.80	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|268VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|9RPLT|aBEXP
95	12342 22551	1	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|26aVULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|8DUST|9ZMB
96	12342 22562	1	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|26aVULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|8DUST|9RCVC
97	12342 22613	1	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|268VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|9ZMB|aERES
98	12342 22621	1	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|268VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|9ERES|aBEXP
99	12342 22624	1	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|268VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|9ERES|aMLV
100	11322 84712	1	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|2MBVNT|3CDMG|45DUR|6DMG|78aVULN|9RCR
101	11336 44712	2	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|27DUR|3CDMG|48aVULN|5DMG|6MBVNT|9RCR
102	12342 22542	1	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|26aVULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|89DUST
103	12342 22623	1	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|268VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|9aERES
104	12342 22626	1	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|268VULN|3CDMG|4DMG|56DUR|6BPWR|7RCR|9ERES|aDUST
105	12342 44712	1	   	265.60	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|28aVULN|3CDMG|4DMG|57DUR|6MBVNT|9RCR
106	43522 23252	10	 * 	265.56	ACR|4VULN|2DMG|2CDMG|1TLV|1DUR	18CDMG|2RCR|3TLV|489aVULN|5DUR|6CGEN|78DMG|8BPWR
107	52211 32622	4	   	265.13	DCR|3VULN|3DUR|2ASPD|2LIT	18aDUR|26LIT|34aVULN|5aASPD|7MBVNT|9RCR|aBPWR
108	52211 32683	4	   	265.13	DCR|3VULN|3DUR|2ASPD|2LIT	189DUR|26LIT|349VULN|59ASPD|7MBVNT|9BPWR|aRCR
109	52211 61262	4	   	265.13	DCR|3VULN|3DUR|2ASPD|2LIT	16aDUR|27LIT|34aVULN|5aASPD|8RCR|9LEGI|aBPWR
110	52215 32622	5	   	265.13	DCR|3VULN|3DUR|2ASPD|2LIT	18aDUR|26LIT|34aVULN|5aASPD|7MBVNT|9RCR|aBPWR
111	52231 32622	2	   	265.13	DCR|3VULN|3DUR|2ASPD|2LIT	18aDUR|26LIT|34aVULN|5aASPD|7MBVNT|9RCR|aBPWR
112	52231 32622	3	   	265.13	DCR|3VULN|3DUR|2ASPD|2LIT	18aDUR|26LIT|34aVULN|5aASPD|7MBVNT|9RCR|aBPWR
113	52231 32683	3	   	265.13	DCR|3VULN|3DUR|2ASPD|2LIT	189DUR|26LIT|349VULN|59ASPD|7MBVNT|9BPWR|aRCR
114	52231 32683	2	   	265.13	DCR|3VULN|3DUR|2ASPD|2LIT	189DUR|26LIT|349VULN|59ASPD|7MBVNT|9BPWR|aRCR
115	52231 61262	2	   	265.13	DCR|3VULN|3DUR|2ASPD|2LIT	16aDUR|27LIT|34aVULN|5aASPD|8RCR|9LEGI|aBPWR
116	52231 61262	3	   	265.13	DCR|3VULN|3DUR|2ASPD|2LIT	16aDUR|27LIT|34aVULN|5aASPD|8RCR|9LEGI|aBPWR
117	53231 32622	1	   	265.13	DCR|3VULN|3DUR|2ASPD|2LIT	18aDUR|26LIT|34aVULN|5aASPD|7MBVNT|9RCR|aBPWR
118	53231 32683	1	   	265.13	DCR|3VULN|3DUR|2ASPD|2LIT	189DUR|26LIT|349VULN|59ASPD|7MBVNT|9BPWR|aRCR
119	53231 61262	1	   	265.13	DCR|3VULN|3DUR|2ASPD|2LIT	16aDUR|27LIT|34aVULN|5aASPD|8RCR|9LEGI|aBPWR
120	35236 33261	9	 * 	265.06	DCR|4VULN|2ASPD|2TLV|1DUR	1LWND|2459VULN|35ASPD|5BPWR|67TLV|8RCR|aDUR
121	11547 25212	1	 * 	265.01	DCR|4VULN|2DMG|2TLV|1SELL	17TLV|2MBVNT|3LHND|467aVULN|57DMG|7BPWR|8SELL|9RCR
122	35232 52122	8	   	264.86	DCR|3VULN|2DMG|1TLV|2LIT|1ASPD	1LWND|24aVULN|3ASPD|5TLV|6RCR|7aLIT|8LHND|9aDMG|aBPWR
123	35232 52222	8	   	264.86	DCR|3VULN|2DMG|1TLV|2LIT|1ASPD	1LWND|24aVULN|3ASPD|5TLV|6RCR|7aLIT|8BEXP|9aDMG|aBPWR
124	35232 52622	7	   	264.86	DCR|3VULN|2DMG|1TLV|2LIT|1ASPD	1LWND|24aVULN|3ASPD|5TLV|6RCR|7aLIT|8LHND|9aDMG|aBPWR
125	41325 21152	10	   	264.59	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|2ERES|3DUR|489aVULN|5ASPD|6TLV|7RCR
126	12342 22121	1	   	264.51	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV|1ASPD	1TLV|26VULN|3aCDMG|4DMG|56DUR|6BPWR|7RCR|8ASPD|9LIT
127	12334 24623	1	 * 	264.47	DCR|3VULN|2DMG|2TLV|1CDMG	17TLV|248VULN|3CDMG|56DMG|9LIT|aRCR
128	13516 23134	8	 * 	264.02	DCR|4VULN|2TLV|1DMG|1DUR	16TLV|235LWND|456aVULN|56BPWR|7DMG|8RCR|9DUR
129	13516 23143	8	   	264.02	DCR|4VULN|2TLV|1DMG|1DUR	16TLV|235LWND|4569VULN|56BPWR|7DMG|8RCR|aDUR
130	53213 24261	5	 * 	263.49	DCR|2VULN|3DUR|2ASPD|2TLV|1DMG	127DUR|37ASPD|4aVULN|5BEXP|67TLV|7BPWR|8RCR|9DMG
131	53213 24261	4	   	263.49	DCR|2VULN|3DUR|2ASPD|2TLV|1DMG	127DUR|37ASPD|4aVULN|5LWND|67TLV|7BPWR|8RCR|9DMG
132	53233 24261	3	   	263.49	DCR|2VULN|3DUR|2ASPD|2TLV|1DMG	127DUR|37ASPD|4aVULN|5LWND|67TLV|7BPWR|8RCR|9DMG
133	12342 22226	1	   	263.12	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG|1ASPD	1TLV|26VULN|3CDMG|4DMG|568DUR|6BPWR|7RCR|9BEXP|aASPD
134	53212 51433	10	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	12DUR|3ASPD|489VULN|5TLV|6RCR|7LHND|aDMG
135	12342 22134	1	   	263.02	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG|1ASPD	1TLV|26VULN|3CDMG|4DMG|56aDUR|6BPWR|7RCR|8ASPD|9BBNT
136	12342 22212	1	   	263.02	DCR|2VULN|3DUR|1DMG|1TLV|1CDMG|1ASPD	1TLV|26VULN|3CDMG|4DMG|568DUR|6BPWR|7RCR|9ERES|aASPD
