0	Index      	Bounty	 *	Score 	Summary	Detail	
1	14312 63633	2	 * 	278.58	DCR|3VULN|3DUR|3TLV|3CDMG	179DUR|279CDMG|36aVULN|4CGEN|579TLV|79BPWR|8RCR
30	62244 13322	10	   	262.10	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2AART|39DMG|4LIT|5FEWX|6RMIN|79DUR|8RCR|9BPWR|aTLV
31	62244 22322	10	   	262.10	DCR|2VULN|2DMG|2DUR|1TLV|1AART	19VULN|2AART|39DMG|4LIT|5FEWX|69DUR|7RMIN|8RCR|9BPWR|aTLV
32	65223 24312	2	 * 	261.99	DCR|4VULN|2DUR|2CDMG|2ASPD|1SELL	149aVULN|2SELL|34ASPD|49BPWR|5RPLT|69CDMG|7RCR|89DUR
33	66233 63211	8	   	261.81	DCR|4VULN|1TLV|2ASPD|2LIT|1AART|1SELL	147aVULN|27ASPD|37LIT|5SELL|6RCR|7BPWR|8TLV|9AART
34	12364 13211	2	 * 	261.77	DCR|2VULN|2DMG|2TLV|2DUR|1AART	17DUR|2AART|3aTLV|47DMG|57VULN|6BBNT|7BPWR|8FEWX|9RCR
35	12364 13411	2	   	261.77	DCR|2VULN|2DMG|2TLV|2DUR|1AART	17DUR|2AART|3aTLV|47DMG|57VULN|6BBNT|7BPWR|8BEXP|9RCR
36	52613 13251	9	   	260.42	DCR|2VULN|2DMG|2TLV|2DUR	1CGEN|2aDMG|34VULN|5LIT|6aTLV|7RCR|8DUST|9aDUR|aBPWR
37	55223 13263	5	   	259.58	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1CGEN|29VULN|3LIT|4CDMG|59DMG|6FEWX|79TLV|8RCR|9BPWR|aDUR
38	12242 35115	10	   	259.45	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1DUR|2AART|3aDMG|4LIT|568VULN|7CDMG|9RCR
39	52613 13621	7	   	259.44	DCR|3VULN|2DUR|1TLV|1DMG	1aCGEN|2DMG|34aVULN|5LIT|6TLV|7RCR|8aDUR|9MBVNT|aBPWR
40	64224 33231	6	   	259.42	DCR|3VULN|2TLV|2DUR|2CDMG	179VULN|27CDMG|349LHND|5MLV|67TLV|79BPWR|89DUR|aRCR
41	64334 33131	6	   	259.42	DCR|3VULN|2TLV|2DUR|2CDMG	179VULN|27CDMG|3RCVC|49DUR|5MLV|67TLV|79BPWR|89BEXP|aRCR
42	64334 33331	6	   	259.42	DCR|3VULN|2TLV|2DUR|2CDMG	179VULN|27CDMG|3RCVC|49DUR|5MLV|67TLV|79BPWR|89FEWX|aRCR
43	64412 23231	3	   	259.42	DCR|3VULN|2TLV|2DUR|2CDMG	179VULN|27CDMG|39FEWX|46CGEN|57TLV|79BPWR|89DUR|aRCR
44	12336 56313	1	 * 	259.32	DCR|2VULN|3DUR|2DMG|2CDMG	17aDUR|2LIT|3aCDMG|45VULN|6DUST|8aDMG|9RCR|aBPWR
45	14331 36313	2	   	259.32	DCR|2VULN|3DUR|2DMG|2CDMG	17aDUR|25CDMG|3aVULN|4DUST|6LIT|8aDMG|9RCR|aBPWR
46	14536 21313	7	   	259.32	DCR|2VULN|3DUR|2DMG|2CDMG	15aDUR|23CDMG|4aVULN|6DUST|7LIT|8aDMG|9RCR|aBPWR
47	14534 12231	8	   	259.22	DCR|3VULN|2TLV|2DUR|2CDMG	19DUR|23CDMG|489VULN|5MLV|6LWND|79TLV|9BPWR|aRCR
48	64314 33231	6	   	259.22	DCR|3VULN|2TLV|2DUR|2CDMG	179VULN|27CDMG|3RCVC|49DUST|5MLV|67TLV|79BPWR|89DUR|aRCR
49	14322 63632	2	   	259.12	DCR|3VULN|2TLV|2DUR|2CDMG	17DUR|27CDMG|36aVULN|4ERES|57TLV|7BPWR|8RCR|9FEWX
50	61421 14122	1	 * 	259.11	DCR|4VULN|3DUR|1DMG	1257VULN|35aDUR|4TBNT|5BPWR|6DMG|8BEXP|9RCR
51	61421 14322	1	   	259.11	DCR|4VULN|3DUR|1DMG	1257VULN|35aDUR|4TBNT|5BPWR|6DMG|8FEWX|9RCR
52	61421 34122	1	   	259.11	DCR|4VULN|3DUR|1DMG	1256VULN|35aDUR|4TBNT|5BPWR|7DMG|8BEXP|9RCR
53	61421 34322	1	   	259.11	DCR|4VULN|3DUR|1DMG	1256VULN|35aDUR|4TBNT|5BPWR|7DMG|8FEWX|9RCR
54	61133 45212	9	 * 	258.84	DCR|4VULN|2DMG|1TLV	1569VULN|2LHND|3RMIN|49ERES|7RCR|89DMG|9BPWR|aTLV
55	12226 23522	6	 * 	258.46	ACR|2VULN|3DMG|3DUR|2TLV|1AART	179DUR|2AART|38aDMG|4RCR|57VULN|67TLV|7BPWR
56	62224 23522	6	   	258.46	ACR|2VULN|3DMG|3DUR|2TLV|1AART	17VULN|2AART|38aDMG|4RCR|579DUR|67TLV|7BPWR
57	36623 12612	4	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2CGEN|35aVULN|4DMG|6TLV|7RCR|8CDMG|9DUR
58	52613 12612	3	   	258.41	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1CGEN|2DMG|35aVULN|4ASPD|6TLV|7RCR|8CDMG|9DUR
59	11123 62612	1	 * 	258.11	DCR|5VULN|2DUR|1CDMG	19DUR|2469aVULN|34LHND|49BPWR|5CDMG|79BEXP|8RCR
60	11323 62612	1	   	258.11	DCR|5VULN|2DUR|1CDMG	19DUR|2469aVULN|34FEWX|49BPWR|5CDMG|79BEXP|8RCR
61	12242 25134	10	   	257.96	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	16DUR|2AART|3DMG|4LIT|58VULN|7CDMG|9TLV|aRCR
62	66123 11631	1	   	257.60	DCR|4VULN|1TLV|2CDMG|1DUR	1359VULN|2CGEN|49LWND|6TLV|7DUR|89CDMG|9BPWR|aRCR
63	55161 31222	9	 * 	257.49	DCR|5VULN|3DUR	1CGEN|25679VULN|35aDUR|4RPLT|5BPWR|8RCR
64	55161 31223	10	   	257.49	DCR|5VULN|3DUR	1CGEN|25679VULN|35aDUR|4RPLT|5BPWR|8RCR
65	55631 31222	9	   	257.49	DCR|5VULN|3DUR	1CGEN|25679VULN|3RPLT|45aDUR|5BPWR|8RCR
66	55631 31223	10	   	257.49	DCR|5VULN|3DUR	1CGEN|25679VULN|3RPLT|45aDUR|5BPWR|8RCR
67	14312 63613	2	   	257.41	DCR|2VULN|3DUR|2TLV|2CDMG|1AART	179DUR|27CDMG|36VULN|4CGEN|57TLV|7BPWR|8RCR|aAART
68	14322 63613	2	   	257.31	DCR|2VULN|3DUR|2TLV|2CDMG|1AART	179DUR|27CDMG|36VULN|4ERES|57TLV|7BPWR|8RCR|aAART
69	61421 35332	1	   	257.29	DCR|5VULN|3DUR	12568VULN|359DUR|4TBNT|5BPWR|7BBNT|aRCR
70	16525 33113	8	 * 	256.92	DCR|2VULN|3DMG|2DUR|3ASPD|1SELL	19DUR|279ASPD|3SELL|458DMG|69VULN|9BPWR|aRCR
71	12314 13213	2	   	256.88	DCR|3VULN|2DUR|1TLV|2ASPD|1AART	17DUR|2AART|3TLV|47ASPD|57aVULN|6BBNT|7BPWR|8FEWX|9RCR
72	12314 13413	2	   	256.88	DCR|3VULN|2DUR|1TLV|2ASPD|1AART	17DUR|2AART|3TLV|47ASPD|57aVULN|6BBNT|7BPWR|8BEXP|9RCR
73	66233 63122	8	   	256.78	DCR|4VULN|2DUR|2ASPD|2LIT|1SELL	1478VULN|27ASPD|37LIT|5SELL|6RCR|7BPWR|9aDUR
74	66233 63132	9	   	256.78	DCR|4VULN|2DUR|2ASPD|2LIT|1SELL	1478VULN|27ASPD|37LIT|5SELL|6RCR|7BPWR|9aDUR
75	12226 62211	10	   	256.64	ACR|4VULN|3DUR|1DMG|2CDMG|1AART	16aDUR|2AART|3DMG|4RCR|589aVULN|7aCDMG|aBPWR
76	62224 62211	10	   	256.64	ACR|4VULN|3DUR|1DMG|2CDMG|1AART	189aVULN|2AART|3DMG|4RCR|56aDUR|7aCDMG|aBPWR
77	12252 52332	4	 * 	256.57	DCR|2VULN|3DMG|3DUR|1AART	15aDUR|2AART|35aDMG|4RCVC|5aBPWR|6BELT|7RCR|8aVULN|9RPLT
78	12252 52251	4	   	256.47	DCR|2VULN|3DMG|3DUR|1AART	15aDUR|2AART|35aDMG|4RCVC|5aBPWR|6BELT|7RCR|8BBNT|9aVULN
79	12252 52361	4	   	256.47	DCR|2VULN|3DMG|3DUR|1AART	15aDUR|2AART|35aDMG|4RCVC|5aBPWR|6BELT|7RCR|8aVULN|9BBNT
80	12242 35112	9	   	256.45	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1aDUR|2AART|3DMG|4LIT|568VULN|7CDMG|9RCR
81	12266 41112	9	   	256.45	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1aDUR|2AART|3DMG|4CDMG|578VULN|6LIT|9RCR
82	66222 31134	10	   	256.31	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	178VULN|2ASPD|3LIT|4CDMG|5AART|6DUR|9TLV|aRCR
83	13655 12223	9	   	256.17	DCR|3VULN|2DMG|2DUR|1CDMG	16DUR|2BEXP|3CDMG|4RCVC|56DMG|6BPWR|79aVULN|8RCR
84	11321 61526	1	 * 	255.95	DCR|3VULN|3DUR|2DMG	157DUR|24aVULN|34FEWX|4aBPWR|6RCR|8aZMB|9aDMG
85	61161 25322	1	   	255.88	DCR|5VULN|1TLV|1DUR	12567VULN|3RMIN|45ZMB|5BPWR|8TLV|9RCR|aDUR
86	62131 25322	1	   	255.88	DCR|5VULN|1TLV|1DUR	13567VULN|25ZMB|4RMIN|5BPWR|8TLV|9RCR|aDUR
87	12242 13232	6	   	255.87	DCR|2VULN|3DUR|2DMG|2LIT|1AART	179DUR|2AART|39DMG|47LIT|57VULN|6RMIN|79BPWR|89BEXP|aRCR
88	11354 63221	7	   	255.85	DCR|3VULN|3DUR|2DMG	135DUR|28LHND|48DMG|678VULN|8BPWR|9RCR|aCGEN
89	11321 61126	1	   	255.85	DCR|3VULN|3DUR|2DMG|1NUKE	157DUR|24aVULN|34aFEWX|4aBPWR|6RCR|8NUKE|9aDMG
90	52615 12323	7	   	255.76	DCR|3VULN|2DMG|1TLV|1AART	1CGEN|27DMG|348VULN|5AART|6TLV|9ASPD|aRCR
91	11354 63222	7	   	255.75	DCR|3VULN|3DUR|2DMG	135DUR|28LHND|48DMG|678VULN|8BPWR|9RCR|aDUST
92	11354 63223	7	   	255.75	DCR|3VULN|3DUR|2DMG	135DUR|28LHND|48DMG|678VULN|8BPWR|9RCR|aBBNT
93	62224 23332	5	 * 	255.71	ACR|3VULN|3DMG|2DUR|2CDMG|1AART	17aVULN|2AART|37aDMG|4RCR|57DUR|6BBNT|7aBPWR|8BEXP|9aCDMG
94	66131 25321	2	   	255.68	DCR|5VULN|1TLV|2ASPD	13567VULN|25ASPD|4RMIN|5BPWR|8TLV|9RCR|aDUST
95	16233 33161	8	   	255.63	DCR|3VULN|2DUR|1TLV|2ASPD	19DUR|29ASPD|3RCVC|4TLV|5LIT|6RMIN|7RCR|89aVULN|9BPWR
96	34233 33161	8	   	255.63	DCR|3VULN|2DUR|1TLV|2ASPD	19ASPD|2RCVC|39DUR|4TLV|5LIT|6RMIN|7RCR|89aVULN|9BPWR
97	62223 13213	3	   	255.53	DCR|3VULN|2DMG|2TLV|1AART	17aVULN|2AART|37DMG|4LEGI|57TLV|6BBNT|7BPWR|8FEWX|9RCR
98	62223 13413	3	   	255.53	DCR|3VULN|2DMG|2TLV|1AART	17aVULN|2AART|37DMG|4LEGI|57TLV|6BBNT|7BPWR|8BEXP|9RCR
99	36613 13621	7	   	255.53	DCR|3VULN|2DUR|1TLV|2ASPD	1aASPD|2CGEN|34aVULN|5LIT|6TLV|7RCR|8aDUR|9MBVNT|aBPWR
100	64361 31113	3	 * 	255.37	DCR|4VULN|2TLV|3CDMG	1456VULN|268CDMG|3RCVC|6BPWR|7aTLV|9RCR
101	31251 65112	1	 * 	254.88	DCR|4VULN|3ASPD|1DMG|1DUR	136ASPD|235ERES|356BPWR|456aVULN|7DMG|8RCR|9DUR
102	31251 65133	1	   	254.88	DCR|4VULN|3ASPD|1DMG|1DUR	136ASPD|235ERES|356BPWR|4569VULN|7DMG|8RCR|aDUR
103	34212 55313	4	 * 	254.51	DCR|3VULN|2DUR|3CDMG|3ASPD|1SELL	189ASPD|2RCVC|39DUR|4SELL|568CDMG|789VULN|89BPWR|aRCR
104	12265 62222	8	   	254.47	DCR|2VULN|3DUR|2DMG|1CDMG|1AART	17aDUR|2AART|3aDMG|4CDMG|5LHND|6BELT|8RCR|9aVULN|aBPWR
105	36613 13152	9	   	254.40	DCR|3VULN|2DMG|1TLV	1ASPD|2CGEN|348VULN|5LIT|6TLV|7RCR|9aDMG
106	36613 13162	8	   	254.40	DCR|3VULN|2DMG|1TLV	1ASPD|2CGEN|348VULN|5LIT|6TLV|7RCR|9aDMG
107	16155 13223	4	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	134DUR|27ASPD|5RPLT|67aVULN|7BPWR|8DMG|9RCR
108	66161 31323	6	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	16aVULN|25ASPD|358DUR|4RPLT|5BPWR|7DMG|9RCR
109	66161 33223	8	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	16aVULN|25ASPD|358DUR|4RPLT|5BPWR|7DMG|9RCR
110	66161 33323	7	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	16aVULN|25ASPD|358DUR|4RPLT|5BPWR|7DMG|9RCR
111	66431 31323	6	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	16aVULN|25ASPD|3RPLT|458DUR|5BPWR|7DMG|9RCR
112	66431 33223	8	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	16aVULN|25ASPD|3RPLT|458DUR|5BPWR|7DMG|9RCR
113	66431 33323	7	   	254.31	DCR|3VULN|3DUR|1DMG|2ASPD	16aVULN|25ASPD|3RPLT|458DUR|5BPWR|7DMG|9RCR
114	12226 23541	6	   	254.27	ACR|3VULN|2DMG|2TLV|2DUR|1AART	17DUR|2AART|38DMG|4RCR|579VULN|67TLV|7BPWR|aRPLT
115	12226 23543	6	   	254.17	ACR|3VULN|2DMG|2TLV|2DUR|1AART	17DUR|2AART|38DMG|4RCR|579VULN|67TLV|7BPWR|aBBNT
116	36613 13111	8	   	254.05	DCR|4VULN|1TLV|1DUR	1ASPD|2CGEN|348aVULN|5LIT|6TLV|7RCR|9DUR
117	55161 31222	10	   	253.92	DCR|5VULN|2DUR|1AART	1CGEN|25679VULN|35DUR|4RPLT|5BPWR|8RCR|aAART
118	55631 31222	10	   	253.92	DCR|5VULN|2DUR|1AART	1CGEN|25679VULN|3RPLT|45DUR|5BPWR|8RCR|aAART
119	14312 13633	2	   	253.89	DCR|2VULN|3DUR|3TLV|3CDMG	179DUR|279CDMG|3aVULN|4CGEN|579TLV|6RCVC|79BPWR|8RCR
120	14312 63631	2	   	253.89	DCR|2VULN|3DUR|3TLV|3CDMG	179DUR|279CDMG|36VULN|4CGEN|579TLV|79BPWR|8RCR|aBEXP
121	14312 63632	2	   	253.79	DCR|2VULN|3DUR|3TLV|3CDMG	179DUR|279CDMG|36VULN|4CGEN|579TLV|79BPWR|8RCR|aMBVNT
122	12625 21511	8	   	253.69	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1aDUR|2AART|3LHND|4aVULN|5LEGI|6TLV|7RCR|8CGEN|9aDMG|aBPWR
123	12214 13411	4	   	253.69	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|2AART|37DMG|4RMIN|57VULN|6BBNT|7BPWR|8BEXP|9RCR|aTLV
124	12364 13211	3	   	253.69	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|2AART|3ZMB|47DMG|57VULN|6BBNT|7BPWR|8FEWX|9RCR|aTLV
125	12364 13411	3	   	253.69	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|2AART|3ZMB|47DMG|57VULN|6BBNT|7BPWR|8BEXP|9RCR|aTLV
126	12464 13211	2	   	253.69	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|2AART|3MLV|47DMG|57VULN|6BBNT|7BPWR|8FEWX|9RCR|aTLV
127	12626 23411	5	   	253.69	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|2AART|3LHND|47VULN|57DMG|6BBNT|7BPWR|8RMIN|9RCR|aTLV
128	62213 13411	5	   	253.69	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17VULN|2AART|37DMG|4RMIN|57DUR|6BBNT|7BPWR|8BEXP|9RCR|aTLV
129	12625 21311	8	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1aDUR|2AART|3LHND|4aVULN|5LEGI|6TLV|7RCR|8ERES|9aDMG|aBPWR
130	12625 21611	7	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1aDUR|2AART|3LHND|4aVULN|5LEGI|6TLV|7RCR|8ERES|9aDMG|aBPWR
131	12214 13311	4	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|2AART|37DMG|4RMIN|57VULN|6BBNT|7BPWR|8DUST|9RCR|aTLV
132	12364 13212	2	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|2AART|3TLV|47DMG|57VULN|6BBNT|7BPWR|8FEWX|9RCR|aERES
133	12364 13214	2	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|2AART|3TLV|47DMG|57VULN|6BBNT|7BPWR|8FEWX|9RCR|aTBNT
134	12364 13215	2	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|2AART|3TLV|47DMG|57VULN|6BBNT|7BPWR|8FEWX|9RCR|aDUST
135	12364 13412	2	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|2AART|3TLV|47DMG|57VULN|6BBNT|7BPWR|8BEXP|9RCR|aERES
136	12626 23611	5	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|2AART|3LHND|47VULN|57DMG|6BBNT|7BPWR|8ERES|9RCR|aTLV
137	14534 23131	10	 * 	253.59	DCR|2VULN|2DMG|2DUR|3CDMG|1AART	19DUR|239CDMG|4aVULN|5MLV|6RCR|79DMG|8AART|9BPWR
138	62213 13311	5	   	253.59	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17VULN|2AART|37DMG|4RMIN|57DUR|6BBNT|7BPWR|8DUST|9RCR|aTLV
139	33236 63153	10	 * 	253.58	ACR|4VULN|1TLV|1DMG|2CDMG|2ASPD	17ASPD|2RCR|3LIT|4578VULN|67CDMG|7BPWR|9TLV|aDMG
140	52621 22252	4	 * 	253.54	DCR|3VULN|3DMG|1TLV	1CGEN|245DMG|358VULN|5BPWR|6TLV|7ZMB|9RCR|aMLV
141	52621 22253	4	   	253.54	DCR|3VULN|3DMG|1TLV	1CGEN|245DMG|358VULN|5BPWR|6TLV|7ZMB|9RCR|aBEXP
142	52621 22251	4	   	253.44	DCR|3VULN|3DMG|1TLV	1CGEN|245DMG|358VULN|5BPWR|6TLV|7ZMB|9RCR|aLEGI
143	61516 22312	1	 * 	253.33	ACR|4VULN|2DMG|2DUR|1CDMG	129aVULN|3RCR|4ASPD|59DMG|6CDMG|7FEWX|89DUR|9BPWR
144	53134 31151	10	   	253.28	DCR|5VULN|1TLV|1CDMG	15CGEN|2CDMG|3ZMB|45679VULN|5BPWR|8RCR|aTLV
145	12222 42132	4	 * 	253.18	ACR|3VULN|3DUR|2DMG|2CDMG|1AART	18aDUR|2AART|38DMG|4RCR|5MBVNT|68aVULN|7TBNT|8aBPWR|9aCDMG
146	12226 25132	5	   	253.18	ACR|3VULN|3DUR|2DMG|2CDMG|1AART	18aDUR|2AART|38DMG|4RCR|58aVULN|6BBNT|7LEGI|8aBPWR|9aCDMG
147	62222 21132	4	   	253.18	ACR|3VULN|3DUR|2DMG|2CDMG|1AART	18aVULN|2AART|38DMG|4RCR|5MBVNT|6BBNT|78aDUR|8aBPWR|9aCDMG
148	62222 41132	4	   	253.18	ACR|3VULN|3DUR|2DMG|2CDMG|1AART	18aVULN|2AART|38DMG|4RCR|5MBVNT|6TBNT|78aDUR|8aBPWR|9aCDMG
149	62222 62132	4	   	253.18	ACR|3VULN|3DUR|2DMG|2CDMG|1AART	18aVULN|2AART|38DMG|4RCR|5MBVNT|68aDUR|7TBNT|8aBPWR|9aCDMG
150	62224 25132	5	   	253.18	ACR|3VULN|3DUR|2DMG|2CDMG|1AART	18aVULN|2AART|38DMG|4RCR|58aDUR|6BBNT|7LEGI|8aBPWR|9aCDMG
151	33361 21541	1	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1ASPD|2BELT|34aVULN|5LIT|6RCR|7DMG|8TLV|9DUR
152	14336 21313	7	   	253.01	DCR|2VULN|3DUR|2DMG|1CDMG	15aDUR|2CDMG|3RCVC|4aVULN|6DUST|7LIT|8aDMG|9RCR|aBPWR
153	14336 36313	4	   	253.01	DCR|2VULN|3DUR|2DMG|1CDMG	17aDUR|2CDMG|3RCVC|4aVULN|5DUST|6LIT|8aDMG|9RCR|aBPWR
154	14336 36313	2	   	253.01	DCR|2VULN|3DUR|2DMG|1CDMG	17aDUR|2CDMG|3aVULN|4DUST|5RCVC|6LIT|8aDMG|9RCR|aBPWR
155	64336 21313	7	   	253.01	DCR|2VULN|3DUR|2DMG|1CDMG	1aVULN|2CDMG|3RCVC|45aDUR|6DUST|7LIT|8aDMG|9RCR|aBPWR
156	11323 12613	1	   	253.00	DCR|4VULN|3DUR|1CDMG	169DUR|249aVULN|34FEWX|49BPWR|5CDMG|79BEXP|8RCR
157	14336 31114	8	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	15DUR|2CDMG|3RCVC|467VULN|8RCR|9ASPD|aTLV
158	14334 12231	8	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	19DUR|2CDMG|3RCVC|489VULN|5MLV|6LWND|79TLV|9BPWR|aRCR
159	64334 12231	8	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	189VULN|2CDMG|3RCVC|49DUR|5MLV|6LWND|79TLV|9BPWR|aRCR
160	61433 13613	1	   	252.90	DCR|4VULN|3DUR|1CDMG	129aVULN|369DUR|4BEXP|5CDMG|79FEWX|8RCR|9BPWR
