0	Index      	 *	Score 	Summary	Detail	
1	11331 65252	 * 	214.84	DCR|3DMG|2VULN|1AART|2CDMG|1ZMB	159DMG|29VULN|3RCVC|49CDMG|6RCR|7AART|8BELT|9BPWR|aZMB
54	14112 44221	   	194.19	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	18DMG|2AART|3RCR|4BELT|5FLTHEA|68VULN|78LHND|8BPWR|9ZMB|aRCVC
55	13212 63121	   	194.11	DCR|3VULN|2AART|2DMG	17DMG|2RPLT|38AART|459VULN|6RCR|aBELT
56	13212 63122	   	194.11	DCR|3VULN|2AART|2DMG	17DMG|2RPLT|38AART|459VULN|6RCR|aLHND
57	13212 63123	   	194.11	DCR|3VULN|2AART|2DMG	17DMG|2RPLT|38AART|459VULN|6RCR|aLWND
58	13212 63125	   	194.01	DCR|3VULN|2AART|2DMG	17DMG|2RPLT|38AART|459VULN|6RCR|aDUST
59	13212 63246	   	194.01	DCR|3VULN|2AART|2DMG	17DMG|2RPLT|3aAART|458VULN|6RCR|9TLV
60	14324 73274	   	193.77	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	17DMG|2AART|3CDMG|4MBVNT|58VULN|6RCR|9RCVC|aZMB
61	13212 63242	   	193.57	DCR|3VULN|2DMG|1AART|1ZMB	17DMG|2RPLT|3AART|458VULN|6RCR|9TLV|aZMB
62	13212 63444	   	193.57	DCR|3VULN|2DMG|1AART|1ZMB	17DMG|2RPLT|3AART|459VULN|6RCR|8MBVNT|aZMB
63	14155 23121	 * 	193.48	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|26AART|3RCR|4MGNSTR|5aVULN|7CDMG|8ZMB|9DUR
64	14126 32321	 * 	193.39	ACR|3DMG|1AART|1VULN|2ZMB|2DUR	149DMG|2AART|3RCR|49BPWR|5BEXP|69DUR|7BELT|89ZMB|aVULN
65	14164 32321	   	193.29	ACR|3DMG|1AART|1VULN|2ZMB|2DUR	159DMG|2AART|3RCR|4MBVNT|59BPWR|69DUR|7BELT|89ZMB|aVULN
66	14164 34421	   	193.29	ACR|3DMG|1AART|1VULN|2ZMB|2DUR	159DMG|2AART|3RCR|4MBVNT|59BPWR|69DUR|79ZMB|8BELT|aVULN
67	14324 73144	   	192.97	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|28AART|3CDMG|4MBVNT|5VULN|6RCR|9DUR|aZMB
68	13212 62115	   	192.90	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	18DMG|2RPLT|3AART|45VULN|6RCR|7aDUR|9CDMG
69	14112 42341	   	192.89	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	18DMG|2AART|3RCR|4BELT|5FLTHEA|68VULN|78MLV|8BPWR|9ZMB|aBEXP
70	14112 42343	   	192.89	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	18DMG|2AART|3RCR|4BELT|5FLTHEA|68VULN|78MLV|8BPWR|9ZMB|aCGEN
71	14324 73121	   	192.61	DCR|2AART|2VULN|2DMG|1CDMG	17DMG|28AART|3CDMG|4MBVNT|59VULN|6RCR|aBELT
72	14324 73122	   	192.61	DCR|2AART|2VULN|2DMG|1CDMG	17DMG|28AART|3CDMG|4MBVNT|59VULN|6RCR|aLHND
73	14324 73123	   	192.61	DCR|2AART|2VULN|2DMG|1CDMG	17DMG|28AART|3CDMG|4MBVNT|59VULN|6RCR|aLWND
74	14324 73128	   	192.61	DCR|2AART|2VULN|2DMG|1CDMG	17DMG|28AART|3CDMG|4MBVNT|59VULN|6RCR|aBEXP
75	14164 12346	   	192.59	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	15DMG|2AART|3RCR|4MBVNT|5BPWR|6aVULN|7BELT|8ZMB|9CDMG
76	14164 14446	   	192.59	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	15DMG|2AART|3RCR|4MBVNT|5BPWR|6aVULN|7ZMB|8BELT|9CDMG
77	14324 73126	   	192.51	DCR|2AART|2VULN|2DMG|1CDMG	17DMG|28AART|3CDMG|4MBVNT|59VULN|6RCR|aDUST
78	14164 14123	 * 	192.38	ACR|2DMG|3ZMB|1AART|1VULN|1CDMG	15DMG|2AART|3RCR|4MBVNT|5BPWR|6VULN|78aZMB|9CDMG
79	11342 31352	   	192.34	ACR|3VULN|2DMG|1AART|1CDMG	1aDMG|247VULN|3RCVC|5RCR|6MLV|8AART|9CDMG
80	14324 77124	 * 	192.34	DCR|2AART|2VULN|1DMG|2CDMG|1ZMB	1DMG|28AART|37CDMG|4MBVNT|59VULN|6RCR|aZMB
81	13212 62136	   	192.34	DCR|2AART|2VULN|2DMG	18DMG|2RPLT|3aAART|45VULN|6RCR|7DUR|9ASPD
82	13212 65116	   	192.34	DCR|2AART|2VULN|2DMG	18DMG|2RPLT|3aAART|45VULN|6RCR|7ASPD|9DUR
83	14324 73234	   	192.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	17DMG|2AART|3CDMG|4MBVNT|58VULN|6RCR|9FEWX|aZMB
84	14324 73264	   	192.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	17DMG|2AART|3CDMG|4MBVNT|58VULN|6RCR|9BEXP|aZMB
85	14324 73642	   	192.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	17DMG|2AART|3CDMG|4MBVNT|59VULN|6RCR|8CGEN|aZMB
86	14324 71174	   	192.07	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	18DMG|2AART|3CDMG|4MBVNT|59VULN|6RCR|7DUST|aZMB
87	14324 73252	   	192.07	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	17DMG|2AART|3CDMG|4MBVNT|58VULN|6RCR|9TLV|aZMB
88	13212 63166	   	191.07	DCR|2AART|2VULN|2DMG|1ZMB	17DMG|2RPLT|38AART|45VULN|6RCR|9RCVC|aZMB
89	14164 24521	   	190.88	ACR|3DMG|1AART|1VULN|1ZMB	157DMG|2AART|3RCR|4MBVNT|5BPWR|6ASPD|8VULN|9ZMB|aDUR
90	14124 23121	   	190.83	ACR|3DMG|2VULN|1AART	149DMG|2AART|3RCR|49BPWR|59MLV|6LWND|7CGEN|89VULN|aDUR
91	14121 63121	   	190.73	ACR|3DMG|2VULN|1AART	149DMG|2AART|3RCR|49BPWR|5LEGI|6MLV|79CGEN|89VULN|aDUR
92	14124 33121	   	190.73	ACR|3DMG|2VULN|1AART	149DMG|2AART|3RCR|49BPWR|5MLV|6LEGI|79CGEN|89VULN|aDUR
93	14116 32227	 * 	190.67	ACR|3DMG|3ZMB|1AART|3DUR	19aDMG|2AART|3RCR|4BELT|579DUR|69aZMB|8MBVNT|9aBPWR
94	14121 53121	   	190.63	ACR|3DMG|2VULN|1AART	149DMG|2AART|3RCR|49BPWR|5LEGI|6TLV|79CGEN|89VULN|aDUR
95	14125 23121	   	190.63	ACR|3DMG|2VULN|1AART	149DMG|2AART|3RCR|49BPWR|59TLV|6LWND|7CGEN|89VULN|aDUR
96	14125 33121	   	190.63	ACR|3DMG|2VULN|1AART	149DMG|2AART|3RCR|49BPWR|5TLV|6LEGI|79CGEN|89VULN|aDUR
97	14164 24234	   	190.53	ACR|3DMG|2VULN|1AART	157DMG|2AART|3RCR|4MBVNT|5BPWR|6ASPD|8LHND|9aVULN
98	14164 24531	   	190.53	ACR|3DMG|2VULN|1AART	157DMG|2AART|3RCR|4MBVNT|5BPWR|6ASPD|89VULN|aCGEN
99	14164 24532	   	190.53	ACR|3DMG|2VULN|1AART	157DMG|2AART|3RCR|4MBVNT|5BPWR|6ASPD|89VULN|aFEWX
100	14164 24534	   	190.53	ACR|3DMG|2VULN|1AART	157DMG|2AART|3RCR|4MBVNT|5BPWR|6ASPD|89VULN|aMLV
101	14164 24611	   	190.53	ACR|3DMG|2VULN|1AART	157DMG|2AART|3RCR|4MBVNT|5BPWR|6ASPD|8BELT|9aVULN
102	14121 23165	   	190.53	ACR|3VULN|2DMG|1AART	14DMG|2AART|3RCR|4BPWR|5LEGI|6ASPD|7CGEN|89aVULN
103	14164 23174	   	190.53	ACR|3VULN|2DMG|1AART	15DMG|2AART|3RCR|4MBVNT|5BPWR|6ASPD|7CGEN|89aVULN
104	14164 24533	   	190.43	ACR|3DMG|2VULN|1AART	157DMG|2AART|3RCR|4MBVNT|5BPWR|6ASPD|89VULN|aDUST
105	14164 14127	 * 	190.30	ACR|2AART|2DMG|1VULN|2ZMB|1CDMG	15DMG|2aAART|3RCR|4MBVNT|5BPWR|6VULN|78ZMB|9CDMG
106	14112 32633	 * 	189.90	ACR|2VULN|2DMG|1AART|2FLTHEA	1aDMG|2AART|3RCR|4BELT|5aFLTHEA|6ERES|7AIRHEA|8RCVC|9aVULN|aBPWR
107	13212 62161	   	189.61	DCR|3VULN|2DMG|1AART	18DMG|2RPLT|3AART|459VULN|6RCR|7DUR|aLHND
108	13212 62163	   	189.61	DCR|3VULN|2DMG|1AART	18DMG|2RPLT|3AART|459VULN|6RCR|7DUR|aBEXP
109	13212 62165	   	189.61	DCR|3VULN|2DMG|1AART	18DMG|2RPLT|3AART|459VULN|6RCR|7DUR|aMLV
110	13232 64134	   	189.51	DCR|3DMG|2VULN|1AART	189DMG|2RPLT|3AART|4ASPD|5ERES|6RCR|7aVULN
111	13212 63244	   	189.51	DCR|3VULN|2DMG|1AART	17DMG|2RPLT|3AART|458VULN|6RCR|9TLV|aDUR
112	13212 62162	   	189.51	DCR|3VULN|2DMG|1AART	18DMG|2RPLT|3AART|459VULN|6RCR|7DUR|aDUST
113	13212 63142	   	189.36	DCR|2AART|2VULN|2DMG|1ZMB	17DMG|2RPLT|38AART|45VULN|6RCR|9TLV|aZMB
114	14112 42312	   	188.82	ACR|2VULN|2DMG|1AART|1FLTHEA	18DMG|2AART|3RCR|4BELT|5FLTHEA|68VULN|78MLV|8BPWR|9LHND|aDUR
115	14112 42332	   	188.82	ACR|2VULN|2DMG|1AART|1FLTHEA	18DMG|2AART|3RCR|4BELT|5FLTHEA|68VULN|78MLV|8BPWR|9DMSP|aDUR
116	14112 42351	   	188.82	ACR|2VULN|2DMG|1AART|1FLTHEA	18DMG|2AART|3RCR|4BELT|5FLTHEA|68VULN|78MLV|8BPWR|9LIT|aDUR
117	14112 44232	   	188.82	ACR|2VULN|2DMG|1AART|1FLTHEA	18DMG|2AART|3RCR|4BELT|5FLTHEA|68VULN|78LHND|8BPWR|9RMIN|aDUR
118	14112 46312	   	188.82	ACR|2VULN|2DMG|1AART|1FLTHEA	18DMG|2AART|3RCR|4BELT|5FLTHEA|68VULN|78CGEN|8BPWR|9LHND|aDUR
119	14112 46332	   	188.82	ACR|2VULN|2DMG|1AART|1FLTHEA	18DMG|2AART|3RCR|4BELT|5FLTHEA|68VULN|78CGEN|8BPWR|9DMSP|aDUR
120	14112 42322	   	188.72	ACR|2VULN|2DMG|1AART|1FLTHEA	18DMG|2AART|3RCR|4BELT|5FLTHEA|68VULN|78MLV|8BPWR|9TLV|aASPD
121	14112 42362	   	188.72	ACR|2VULN|2DMG|1AART|1FLTHEA	18DMG|2AART|3RCR|4BELT|5FLTHEA|68VULN|78MLV|8BPWR|9ERES|aASPD
122	14112 46322	   	188.72	ACR|2VULN|2DMG|1AART|1FLTHEA	18DMG|2AART|3RCR|4BELT|5FLTHEA|68VULN|78CGEN|8BPWR|9TLV|aASPD
123	11331 65125	   	188.61	DCR|2VULN|2DMG|1AART|1CDMG	15DMG|2aVULN|3RCVC|4CDMG|6RCR|7AART|8ASPD|9RPLT
124	11331 65161	   	188.61	DCR|2VULN|2DMG|1AART|1CDMG	15DMG|29VULN|3RCVC|4CDMG|6RCR|7AART|8ASPD|aLIT
125	14164 12248	   	188.52	ACR|2VULN|2DMG|1AART|1CDMG	15DMG|2AART|3RCR|4MBVNT|5BPWR|69VULN|7BELT|8CDMG|aDUR
126	11331 65163	   	188.51	DCR|2VULN|2DMG|1AART|1CDMG	15DMG|29VULN|3RCVC|4CDMG|6RCR|7AART|8ASPD|aERES
127	14164 24454	   	188.49	ACR|3DMG|1AART|1VULN|1CDMG	157DMG|2AART|3RCR|4MBVNT|5BPWR|6ASPD|8RCVC|9CDMG|aVULN
128	14324 73148	 * 	188.28	DCR|2AART|2DMG|1VULN|2CDMG	17DMG|28AART|3aCDMG|4MBVNT|5VULN|6RCR|9DUR
129	14112 45123	   	188.20	ACR|2VULN|2DMG|1AART|2FLTHEA	1aDMG|2AART|3RCR|4BELT|5aFLTHEA|68VULN|7MGNLIT|9aMLV|aBPWR
130	14323 72743	   	188.17	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|25AART|3CDMG|4MBVNT|69VULN|7ASPD|8RCR|aZMB
131	11331 65142	   	188.15	DCR|3DMG|1AART|1VULN|1CDMG	15aDMG|2VULN|39RCVC|4CDMG|6RCR|7AART|8ASPD
132	14324 73241	   	188.10	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|2AART|3CDMG|4MBVNT|58VULN|6RCR|9DUR|aLHND
133	14324 73243	   	188.10	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|2AART|3CDMG|4MBVNT|58VULN|6RCR|9DUR|aBEXP
134	14324 73246	   	188.10	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|2AART|3CDMG|4MBVNT|58VULN|6RCR|9DUR|aMLV
135	14324 72171	   	188.10	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2AART|3CDMG|4MBVNT|59VULN|6RCR|7DUR|aLHND
136	14324 72173	   	188.10	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2AART|3CDMG|4MBVNT|59VULN|6RCR|7DUR|aBEXP
137	14324 76142	   	188.10	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2AART|3CDMG|4MBVNT|59VULN|6RCR|7ASPD|aRMIN
138	14324 76144	   	188.10	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2AART|3CDMG|4MBVNT|59VULN|6RCR|7ASPD|aLWND
139	14324 73242	   	188.00	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|2AART|3CDMG|4MBVNT|58VULN|6RCR|9DUR|aDUST
140	14324 72172	   	188.00	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2AART|3CDMG|4MBVNT|59VULN|6RCR|7DUR|aDUST
141	14126 12232	 * 	188.00	ACR|2VULN|2DMG|1AART|2CDMG	14DMG|2AART|3RCR|4BPWR|5BEXP|6aVULN|7BELT|89CDMG
142	14164 12232	   	187.90	ACR|2VULN|2DMG|1AART|2CDMG	15DMG|2AART|3RCR|4MBVNT|5BPWR|6aVULN|7BELT|89CDMG
143	14116 35221	   	187.89	ACR|3DMG|1AART|1VULN|2ZMB	189DMG|2AART|3RCR|4BELT|5DUR|69ZMB|79DUST|9BPWR|aVULN
144	14324 73444	   	187.83	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	17DMG|2AART|38CDMG|4MBVNT|5VULN|6RCR|9DUR|aZMB
145	14324 77244	   	187.83	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	1DMG|2AART|37CDMG|4MBVNT|58VULN|6RCR|9DUR|aZMB
146	14324 72114	   	187.83	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	18DMG|2AART|39CDMG|4MBVNT|5VULN|6RCR|7DUR|aZMB
147	14324 73174	   	187.63	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	17DMG|28AART|3CDMG|4MBVNT|5VULN|6RCR|9RCVC|aZMB
148	13212 63515	   	187.60	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|2RPLT|3AART|45VULN|6RCR|8BEXP|9CDMG|aDUR
149	13212 62111	   	187.60	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2RPLT|3AART|45VULN|6RCR|7DUR|9CDMG|aLHND
150	13212 62113	   	187.60	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2RPLT|3AART|45VULN|6RCR|7DUR|9CDMG|aBELT
151	13212 62114	   	187.60	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2RPLT|3AART|45VULN|6RCR|7DUR|9CDMG|aLWND
152	13234 63226	   	187.52	DCR|4VULN|1AART|1DMG|1ZMB	1DMG|2RPLT|3AART|4ASPD|5689VULN|7ZMB|aRCR
153	13212 61115	   	187.50	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2RPLT|3AART|45VULN|6RCR|7DUST|9CDMG|aDUR
154	13212 63416	   	187.50	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|2RPLT|3AART|45VULN|6RCR|8MBVNT|9CDMG|aDUR
155	13212 62112	   	187.50	DCR|2VULN|2DMG|1AART|1CDMG	18DMG|2RPLT|3AART|45VULN|6RCR|7DUR|9CDMG|aLEGI
156	14324 73238	   	187.48	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|2AART|3aCDMG|4MBVNT|58VULN|6RCR|9FEWX
157	14324 73421	   	187.48	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|2AART|38CDMG|4MBVNT|59VULN|6RCR|aBELT
158	14324 73422	   	187.48	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|2AART|38CDMG|4MBVNT|59VULN|6RCR|aLHND
159	14324 73423	   	187.48	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|2AART|38CDMG|4MBVNT|59VULN|6RCR|aLWND
160	14324 73428	   	187.48	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|2AART|38CDMG|4MBVNT|59VULN|6RCR|aBEXP
161	14324 73426	   	187.38	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|2AART|38CDMG|4MBVNT|59VULN|6RCR|aDUST
162	14164 37134	   	187.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	15DMG|2AART|3RCR|4MBVNT|5BPWR|67DUR|8VULN|9CDMG|aZMB
163	14164 37324	   	187.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	15DMG|2AART|3RCR|4MBVNT|5BPWR|67DUR|8CDMG|9VULN|aZMB
164	14161 83114	   	187.18	ACR|2VULN|2DMG|1AART|1ZMB	17DMG|2AART|3RCR|4MBVNT|57TLV|67VULN|7BPWR|8ZMB|9DUR|aRCVC
165	14116 22341	   	186.87	ACR|3DMG|1AART|2ZMB|2ASPD|2DUR	18aDMG|2AART|3RCR|4BELT|57DUR|6aASPD|9aZMB|aBPWR
166	14324 72134	   	186.81	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	18DMG|2AART|3CDMG|4MBVNT|5VULN|6RCR|79DUR|aZMB
167	14112 41314	   	186.69	ACR|3VULN|1AART|1DMG|1FLTHEA	1DMG|2AART|3RCR|4BELT|5FLTHEA|69aVULN|7BEXP|8DUR
168	14123 25162	   	186.59	ACR|3DMG|2VULN|1AART	147DMG|2AART|3RCR|47aBPWR|5RCVC|6RPLT|8aVULN|9aBEXP
169	14116 25221	   	186.59	ACR|3DMG|1AART|1VULN|2ASPD	189DMG|2AART|3RCR|4BELT|5DUR|69ASPD|79DUST|9BPWR|aVULN
170	11331 65335	   	186.57	DCR|3DMG|1AART|1VULN|1CDMG	158DMG|2VULN|3RCVC|4CDMG|6RCR|7AART|9ERES|aDUR
171	14151 23161	   	186.55	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|26AART|3RCR|4MGNSTR|5LWND|7CDMG|8ZMB|9aVULN
