0	Index      	 *	Score 	Summary	Detail	
1	34323 42632	 * 	190.51	ACR|3ZMB|1AART|1DMG|2CDMG|1VULN|2ASPD|1SELL	1aCDMG|2aASPD|3SELL|4RCR|5AART|6VULN|7DMG|89aZMB|aBPWR
48	34112 14521	   	171.46	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1CDMG|2ASPD|35DUR|4ZMB|6AART|7RCR|8RCVC|9DMG|aVULN
49	34323 42613	 * 	171.45	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1CDMG|2ASPD|3SELL|4RCR|5aAART|6VULN|7DMG|8ZMB|9LIT
50	52363 11222	 * 	171.30	ACR|4VULN|1AART|2CDMG	168BASICY|2aCDMG|38aLIT|468aVULN|5RCR|68aBPWR|7RPLT|9AART
51	23363 66123	 * 	171.22	DCR|3DMG|1AART|1VULN|1DUR	1DUST|259DMG|3LSRHEA|4AART|6RCR|7VULN|8BEXP|aDUR
52	22111 13111	 * 	171.11	DCR|3VULN|1AART|3CDMG|1DUR|1SELL	1DUST|2AART|367VULN|4SELL|56aCDMG|6BPWR|8DUR|9RCR
53	32523 42132	   	170.65	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|6VULN|78DMG|9ZMB|aLWND
54	32523 42332	   	170.65	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|68VULN|7DMG|9ZMB|aLWND
55	32523 42131	   	170.55	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|6VULN|78DMG|9ZMB|aERES
56	32523 42133	   	170.55	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|6VULN|78DMG|9ZMB|aLEGI
57	32523 42331	   	170.55	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|68VULN|7DMG|9ZMB|aERES
58	32523 42333	   	170.55	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|68VULN|7DMG|9ZMB|aLEGI
59	52363 14233	 * 	170.55	ACR|3VULN|1AART|1DMG|1CDMG	16BASICY|2CDMG|3LIT|46aVULN|5RCR|6BPWR|7DMG|8ERES|9AART
60	52363 53233	   	170.55	ACR|3VULN|1AART|1DMG|1CDMG	1BASICY|2CDMG|3LIT|47aVULN|5RCR|6DMG|8ERES|9AART
61	22142 31632	   	170.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2AART|35VULN|4LWND|6RCR|7LHND|8DMG|9DUR|aCDMG
62	22634 13136	 * 	170.49	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD|1DUR	1aDUST|2AART|3RPLT|4DMG|5aASPD|6DUR|7RCR|8VULN|9aCDMG|aBPWR
63	22152 31632	   	170.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2AART|35VULN|4LEGI|6RCR|7LWND|8DMG|9DUR|aCDMG
64	22132 33111	   	170.35	DCR|3VULN|2AART|1CDMG|1DUR	1DUST|25AART|367VULN|4MLV|8DUR|9RCR|aCDMG
65	23363 23526	   	170.26	DCR|2VULN|2DMG|1AART|1CDMG	1DUST|25DMG|3LSRHEA|4AART|6CDMG|79VULN|8LWND|aRCR
66	22634 33111	   	170.12	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|2AART|3RPLT|4DMG|5ASPD|689VULN|7RCR|aLWND
67	22634 33112	   	170.12	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|2AART|3RPLT|4DMG|5ASPD|689VULN|7RCR|aBEXP
68	22634 33113	   	170.12	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|2AART|3RPLT|4DMG|5ASPD|689VULN|7RCR|aRCVC
69	22634 33115	   	170.02	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|2AART|3RPLT|4DMG|5ASPD|689VULN|7RCR|aERES
70	33335 14351	   	170.01	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD|1DUR	15CDMG|2BEXP|3ZMB|4ASPD|6AART|7RCR|89VULN|aDUR
71	22634 33114	   	169.87	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	1DUST|2AART|3RPLT|4DMG|5ASPD|689VULN|7RCR|aSELL
72	21312 21363	 * 	169.85	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1DUST|2CGEN|34ZMB|5RCR|6CDMG|78VULN|9AART|aDMG
73	62133 41316	   	169.83	DCR|3VULN|2AART|1DMG	1ERES|23AART|4LWND|5DMG|68aVULN|7CGEN|9RCR
74	62133 43216	   	169.83	DCR|3VULN|2AART|1DMG	1ERES|23AART|4LWND|5DMG|67aVULN|8CGEN|9RCR
75	62232 42316	   	169.83	DCR|3VULN|2AART|1DMG	1ERES|25AART|3RMIN|4LHND|68aVULN|7DMG|9RCR
76	22163 43111	   	169.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	14DUST|2AART|367VULN|5ZMB|8DUR|9RCR|aCDMG
77	22111 12113	   	169.48	DCR|2VULN|1AART|1DMG|2CDMG|1DUR|1SELL	1DUST|2AART|36VULN|4SELL|56CDMG|6BPWR|7RCVC|8DUR|9RCR|aDMG
78	12132 26353	 * 	169.16	DCR|2AART|2VULN|2DMG|1CDMG|1MSE	1MSE|25AART|39VULN|4MLV|6RCR|7CDMG|8aDMG
79	34112 14253	   	168.99	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	1CDMG|2ASPD|35DUR|4ZMB|6AART|7RCR|89VULN|aLWND
80	32523 32135	 * 	168.98	ACR|2AART|2DMG|1CDMG|1ZMB|1DUR|1SELL	1CDMG|2SELL|3MLV|4RCR|5aAART|6DUR|78DMG|9ZMB
81	54243 42444	   	168.92	DCR|2AART|2DMG|1VULN|1CDMG	1BASICY|2MBVNT|35DMG|46AART|7BEXP|8RCR|9CDMG|aVULN
82	54243 45442	   	168.92	DCR|2AART|2DMG|1VULN|1CDMG	1BASICY|2MBVNT|35DMG|46AART|7FEWX|8RCR|9CDMG|aVULN
83	54243 16444	   	168.92	DCR|2AART|2DMG|1VULN|1CDMG	1BASICY|2MBVNT|35DMG|47AART|6BEXP|8RCR|9CDMG|aVULN
84	34112 14252	   	168.89	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	1CDMG|2ASPD|35DUR|4ZMB|6AART|7RCR|89VULN|aDUST
85	22122 26531	   	168.84	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	1DUST|25AART|38VULN|4CGEN|6RCR|7DUR|9CDMG|aASPD
86	54243 43444	   	168.82	DCR|2AART|2DMG|1VULN|1CDMG	1BASICY|2MBVNT|35DMG|46AART|7DUST|8RCR|9CDMG|aVULN
87	61213 34134	   	168.70	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ERES|2CGEN|3aDMG|49VULN|5ZMB|6CDMG|7RCR|8DUR
88	35235 21232	   	168.66	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|29VULN|3BELT|45DMG|6LWND|7AART|8BEXP|aRCR
89	23451 11253	 * 	168.64	ACR|3DMG|1AART|1VULN|1DUR	1DUST|28aDMG|3BELT|4RCR|5AART|6DUR|7BASICY|9VULN
90	22342 42111	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUST|2AART|34DUR|4BPWR|5DMSP|6VULN|78DMG|9RCR|aCDMG
91	22342 42311	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	14DUST|2AART|34DUR|4BPWR|5DMSP|68VULN|7DMG|9RCR|aCDMG
92	22122 22411	   	168.44	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|25AART|3VULN|49CGEN|6RCR|7DMG|8ZMB|aCDMG
93	22122 22461	   	168.44	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1DUST|25AART|3VULN|4CGEN|6RCR|7DMG|8ZMB|9LWND|aCDMG
94	22311 42413	   	168.36	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1SELL	1DUST|2AART|38DUR|4SELL|5CDMG|67VULN|9RCR|aDMG
95	22122 22525	   	168.31	DCR|2AART|2DMG|1VULN|1DUR	1DUST|25AART|3VULN|49CGEN|6RCR|78DMG|aDUR
96	22122 22535	   	168.31	DCR|2AART|2DMG|1VULN|1DUR	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9RCVC|aDUR
97	22122 22552	   	168.31	DCR|2AART|2DMG|1VULN|1DUR	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9LHND|aDUR
98	22122 22561	   	168.31	DCR|2AART|2DMG|1VULN|1DUR	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9BEXP|aDUR
99	22132 22116	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9LIT|aDUR
100	22132 22122	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9CGEN|aDUR
101	22132 22152	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9LHND|aDUR
102	22132 22161	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9BEXP|aDUR
103	22132 22444	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUST|25AART|37VULN|4MLV|6RCR|8DUR|9LIT|aDMG
104	22132 22554	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUST|25AART|37VULN|4MLV|6RCR|8LIT|9DUR|aDMG
105	22142 31633	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1DUST|2aAART|35VULN|4LWND|6RCR|7LHND|8DMG|9DUR
106	22132 22465	   	168.21	DCR|2AART|2VULN|1DMG|1DUR	1DUST|25AART|37VULN|4MLV|6RCR|8DUR|9TLV|aDMG
107	22152 31633	   	168.21	DCR|2AART|2VULN|1DMG|1DUR	1DUST|2aAART|35VULN|4LEGI|6RCR|7LWND|8DMG|9DUR
108	61213 34362	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2CGEN|3DMG|48VULN|5ZMB|6CDMG|7RCR|9AART|aMLV
109	22132 22615	   	167.97	DCR|3VULN|2AART|1ZMB	1DUST|25AART|37aVULN|4MLV|6RCR|8ZMB|9LIT
110	61313 34363	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2CGEN|3NUKE|48VULN|5ZMB|6CDMG|7RCR|9AART|aDMG
111	22142 31636	   	167.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2AART|35VULN|4LWND|6RCR|7LHND|8DMG|9DUR|aZMB
112	62133 41111	   	167.82	DCR|2AART|2DMG|1VULN|1CDMG	1ERES|23AART|4LWND|58DMG|6VULN|7CGEN|9RCR|aCDMG
113	62133 41311	   	167.82	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|23AART|4LWND|5DMG|68VULN|7CGEN|9RCR|aCDMG
114	62133 42211	   	167.82	DCR|2AART|2DMG|1VULN|1CDMG	1ERES|23AART|4LWND|57DMG|6VULN|8CGEN|9RCR|aCDMG
115	62133 43211	   	167.82	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|23AART|4LWND|5DMG|67VULN|8CGEN|9RCR|aCDMG
116	62163 41111	   	167.82	DCR|2AART|2DMG|1VULN|1CDMG	1ERES|23AART|4BEXP|58DMG|6VULN|7CGEN|9RCR|aCDMG
117	62163 41311	   	167.82	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|23AART|4BEXP|5DMG|68VULN|7CGEN|9RCR|aCDMG
118	62163 42211	   	167.82	DCR|2AART|2DMG|1VULN|1CDMG	1ERES|23AART|4BEXP|57DMG|6VULN|8CGEN|9RCR|aCDMG
119	62163 43211	   	167.82	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|23AART|4BEXP|5DMG|67VULN|8CGEN|9RCR|aCDMG
120	62232 42111	   	167.82	DCR|2AART|2DMG|1VULN|1CDMG	1ERES|25AART|3RMIN|4LHND|6VULN|78DMG|9RCR|aCDMG
121	62232 42311	   	167.82	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|25AART|3RMIN|4LHND|68VULN|7DMG|9RCR|aCDMG
122	62412 42111	   	167.82	DCR|2AART|2DMG|1VULN|1CDMG	1ERES|25AART|3LWND|4RMIN|6VULN|78DMG|9RCR|aCDMG
123	62412 42311	   	167.82	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|25AART|3LWND|4RMIN|68VULN|7DMG|9RCR|aCDMG
124	62611 62111	   	167.82	DCR|2AART|2DMG|1VULN|1CDMG	1ERES|26AART|3BEXP|4RMIN|5VULN|78DMG|9RCR|aCDMG
125	62611 62311	   	167.82	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|26AART|3BEXP|4RMIN|58VULN|7DMG|9RCR|aCDMG
126	22152 31636	   	167.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2AART|35VULN|4LEGI|6RCR|7LWND|8DMG|9DUR|aZMB
127	22152 36315	   	167.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2AART|35VULN|4LEGI|6RCR|7ASPD|8ZMB|9LHND|aDMG
128	22162 12111	   	167.72	DCR|2AART|2DMG|1VULN|1CDMG	14DUST|25AART|3VULN|6BEXP|78DMG|9RCR|aCDMG
129	22162 12311	   	167.72	DCR|2AART|2VULN|1DMG|1CDMG	14DUST|25AART|38VULN|6BEXP|7DMG|9RCR|aCDMG
130	22162 52111	   	167.72	DCR|2AART|2DMG|1VULN|1CDMG	14DUST|25AART|3VULN|6FEWX|78DMG|9RCR|aCDMG
131	22166 62111	   	167.72	DCR|2AART|2DMG|1VULN|1CDMG	14DUST|26AART|3VULN|5BEXP|78DMG|9RCR|aCDMG
132	22166 62311	   	167.72	DCR|2AART|2VULN|1DMG|1CDMG	14DUST|26AART|38VULN|5BEXP|7DMG|9RCR|aCDMG
133	22116 67433	   	167.48	DCR|2AART|2VULN|1DMG|1CDMG|1SELL	1DUST|28AART|36VULN|4SELL|5MBVNT|7CDMG|9RCR|aDMG
134	22116 82433	   	167.48	DCR|2AART|2VULN|1DMG|1CDMG|1SELL	1DUST|28AART|37VULN|4SELL|5MBVNT|6CDMG|9RCR|aDMG
135	22122 34311	   	167.43	DCR|3VULN|2AART|1DMG	1DUST|25AART|369VULN|4CGEN|7BELT|8DMG|aRCR
136	62235 13312	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2AART|3RMIN|46LHND|56DMG|6BPWR|78VULN|9RCR|aDUR
137	62511 32112	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2AART|36FEWX|4RMIN|56VULN|6BPWR|78DMG|9RCR|aDUR
138	22152 32346	   	167.31	DCR|3VULN|1AART|2ZMB|1DUR	1aDUST|2AART|35aVULN|4LEGI|6RCR|7FEWX|8DUR|9aZMB|aBPWR
139	62235 23312	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2AART|3RMIN|4LHND|56DMG|78VULN|9RCR|aDUR
140	62235 42112	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2AART|3RMIN|4LHND|58DMG|67VULN|9RCR|aDUR
141	34323 42325	   	166.94	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3SELL|4RCR|5AART|6VULN|7DMG|8DUR|9FEWX|aZMB
142	34323 42335	   	166.94	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3SELL|4RCR|5AART|6VULN|7DMG|8DUR|9LHND|aZMB
143	22351 52411	   	166.93	DCR|2AART|2VULN|1CDMG|2DUR|1ASPD	1DUST|26AART|38DUR|4ASPD|57VULN|9RCR|aCDMG
144	34323 42132	   	166.84	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3SELL|4RCR|5AART|6VULN|7DMG|8NUKE|9ZMB|aDUR
145	22142 12611	   	166.82	DCR|3VULN|1AART|2ZMB|1CDMG	1DUST|2AART|357VULN|4LWND|68ZMB|9RCR|aCDMG
146	22163 13511	   	166.82	DCR|3VULN|1AART|2ZMB|1CDMG	14DUST|2AART|367VULN|56ZMB|6BPWR|8LWND|9RCR|aCDMG
147	23453 16331	 * 	166.73	ACR|3DMG|2VULN|1CDMG	1DUST|26aDMG|3BELT|4RCR|59VULN|7AIRHEL|8CDMG
148	22152 12611	   	166.72	DCR|3VULN|1AART|2ZMB|1CDMG	1DUST|2AART|357VULN|4LEGI|68ZMB|9RCR|aCDMG
149	35233 32413	   	166.71	DCR|2VULN|2DMG|2CDMG|1DUR	19CDMG|28VULN|3BELT|49DMG|579LHND|6RCR|9BPWR|aDUR
150	35233 32416	   	166.71	DCR|2VULN|2DMG|2CDMG|1ASPD	19CDMG|28VULN|3BELT|49DMG|579LHND|6RCR|9BPWR|aASPD
151	22634 13124	   	166.70	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1DUST|2AART|3RPLT|4DMG|5ASPD|69DUR|7RCR|8aVULN
152	32523 42115	   	166.59	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|6VULN|78DMG|9RMIN|aDUR
153	32523 42125	   	166.59	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|6VULN|78DMG|9CGEN|aDUR
154	32523 42153	   	166.59	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|6VULN|78DMG|9LIT|aASPD
155	32523 42315	   	166.59	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|68VULN|7DMG|9RMIN|aDUR
156	32523 42325	   	166.59	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|68VULN|7DMG|9CGEN|aDUR
157	32523 42353	   	166.59	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|68VULN|7DMG|9LIT|aASPD
158	32523 32143	   	166.59	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|6DUR|78DMG|9FEWX|aVULN
159	32523 32151	   	166.59	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|6DUR|78DMG|9LIT|aVULN
160	32523 32333	   	166.59	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|6DUR|7aDMG|8VULN|9LHND
161	32523 32344	   	166.59	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|6DUR|7aDMG|8VULN|9LIT
162	32523 42433	   	166.59	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1CDMG|2SELL|3MLV|4RCR|5AART|6VULN|7aDMG|8DUR|9LHND
163	34323 42222	   	166.59	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3SELL|4RCR|5AART|6aVULN|7DMG|8LWND|9FEWX
