0	Index      	 *	Score 	Summary	Detail	
1	23523 24231	 * 	203.72	DCR|3VULN|2DMG|1AART|1CDMG|1ZMB	17LSRHEA|2ZMB|37DMG|47aVULN|5RMIN|6RCR|7BPWR|8CDMG|9AART
16	22363 24326	 * 	189.37	DCR|3DMG|3ZMB|1AART|1VULN	178LSRHEA|278DMG|3FEWX|4CGEN|578ZMB|6RCR|78BPWR|9VULN|aAART
17	22533 55231	   	189.06	ACR|3VULN|2DMG|1AART|1DUR|1ASPD	1LSRHEA|23DMG|46aVULN|5RCR|7ASPD|8AART|9DUR
18	22133 55216	 * 	188.76	ACR|4VULN|1AART|1DMG|2ASPD	1aLSRHEA|2DMG|3RCVC|469aVULN|5RCR|7aASPD|8AART|aBPWR
19	61511 51123	 * 	188.69	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB|1ASPD|1DUR	1ASPD|2ZMB|35CDMG|4RCR|67VULN|8DMG|9AART|aDUR
20	61511 51121	 * 	188.36	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD|1ZMB	1aASPD|2ZMB|35CDMG|4RCR|67VULN|8DMG|9AART
21	22533 64231	   	188.34	ACR|3VULN|2DMG|1AART|1CDMG	17LSRHEA|23DMG|47aVULN|5RCR|67FEWX|7BPWR|8CDMG|9AART
22	14113 52412	   	188.25	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|28aVULN|3RCR|4DMG|5CANHEL|6AART|7CDMG|9ZMB
23	22533 42431	   	188.24	ACR|3VULN|2DMG|1AART|1CDMG	1LSRHEA|23DMG|48aVULN|5RCR|6CDMG|7LHND|9AART
24	22533 54231	   	188.24	ACR|3VULN|2DMG|1AART|1CDMG	1LSRHEA|23DMG|46aVULN|5RCR|7LWND|8CDMG|9AART
25	23523 24234	   	188.07	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	17LSRHEA|2ZMB|37DMG|47VULN|5RMIN|6RCR|7BPWR|8CDMG|9AART|aFEWX
26	23523 24235	   	187.97	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	17LSRHEA|2ZMB|37DMG|47VULN|5RMIN|6RCR|7BPWR|8CDMG|9AART|aDUST
27	22533 42163	   	187.64	ACR|3DMG|2VULN|1AART|1CDMG	1LSRHEA|238DMG|49VULN|5RCR|6CDMG|7LHND|aAART
28	22533 36221	   	186.89	ACR|3DMG|2VULN|1AART|1ZMB	1LSRHEA|236DMG|49VULN|5RCR|7ZMB|8RCVC|aAART
29	55133 33331	 * 	186.38	DCR|2DMG|1AART|1VULN|2CDMG|2ZMB|2DUR	19ZMB|2DLOT|39CDMG|4AART|56DUR|7VULN|89DMG|9BPWR|aRCR
30	61523 26322	   	186.03	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB|1ASPD	1ASPD|2ZMB|39CDMG|4aDMG|5AART|6RCR|7ERES|8VULN
31	22533 36611	   	184.89	ACR|3DMG|2VULN|1AART|1ZMB	1LSRHEA|236DMG|48VULN|5RCR|7ZMB|9DUST|aAART
32	34355 21221	 * 	184.58	DCR|2VULN|2DMG|1AART|2CDMG	1LEGI|2aDMG|3aVULN|4LHND|5DUST|6RCR|7AART|8RMIN|9aCDMG|aBPWR
33	22533 16531	   	184.19	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1LSRHEA|23DMG|4aVULN|5RCR|6ZMB|7CDMG|8AART|9CGEN
34	22533 43531	   	184.19	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1LSRHEA|23DMG|4aVULN|5RCR|6CDMG|7ZMB|8AART|9CGEN
35	22124 32642	 * 	184.10	ACR|2VULN|2DMG|1AART|2CDMG	1LSRHEA|29DMG|3RCVC|47CDMG|5RCR|6AART|8aVULN
36	55433 33331	   	183.76	DCR|2VULN|2DMG|1AART|2ZMB|2DUR|1SELL	19ZMB|2DLOT|3SELL|4AART|56DUR|79VULN|89DMG|9BPWR|aRCR
37	22533 11231	   	183.59	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1LSRHEA|23DMG|4aVULN|5RCR|6ZMB|7MLV|8CDMG|9AART
38	22524 63231	   	183.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1LSRHEA|23DMG|4CDMG|5RCR|6aVULN|7ZMB|8TLV|9AART
39	22533 16231	   	183.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1LSRHEA|23DMG|4aVULN|5RCR|6ZMB|7CDMG|8TLV|9AART
40	22533 43231	   	183.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1LSRHEA|23DMG|4aVULN|5RCR|6CDMG|7ZMB|8TLV|9AART
41	22533 36223	   	183.30	ACR|3VULN|3DMG|2ZMB	1aLSRHEA|236DMG|49aVULN|5RCR|7aZMB|8RCVC|aBPWR
42	33343 35513	   	183.17	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1LEGI|2ASPD|38aVULN|4DMG|5RMIN|6RCR|7AART|9CDMG
43	32111 13561	   	182.79	ACR|3VULN|2DMG|1AART	1LEGI|2FEWX|3RCR|47DMG|58aVULN|6AART|9RCVC
44	22533 55222	   	182.23	ACR|3DMG|2VULN|1AART|1ASPD	1aLSRHEA|23aDMG|46VULN|5RCR|7ASPD|8AART|9aCGEN|aBPWR
45	22124 32652	 * 	182.17	ACR|3VULN|1AART|1DMG|2CDMG	1LSRHEA|2DMG|3RCVC|47CDMG|5RCR|6AART|89aVULN
46	22533 16512	   	182.15	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1LSRHEA|23aDMG|4VULN|5RCR|6ZMB|7CDMG|8AART|9DLOT
47	22533 43512	   	182.15	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1LSRHEA|23aDMG|4VULN|5RCR|6CDMG|7ZMB|8AART|9DLOT
48	22533 55212	   	182.13	ACR|3VULN|2DMG|1AART|1ASPD	1LSRHEA|23DMG|469VULN|5RCR|7ASPD|8AART|aLWND
49	64511 41211	 * 	182.04	ACR|2DMG|3ZMB|1VULN|2CDMG|2ASPD	19ASPD|29DMG|36CDMG|4RCR|5MBVNT|7VULN|89aZMB|9BPWR
50	22533 51231	   	182.03	ACR|3VULN|2DMG|1AART|1DUR	1LSRHEA|23DMG|46aVULN|5RCR|7ERES|8AART|9DUR
51	22533 55211	   	182.03	ACR|3VULN|2DMG|1AART|1ASPD	1LSRHEA|23DMG|469VULN|5RCR|7ASPD|8AART|aBASICY
52	22533 55213	   	182.03	ACR|3VULN|2DMG|1AART|1ASPD	1LSRHEA|23DMG|469VULN|5RCR|7ASPD|8AART|aMBVNT
53	22533 56231	   	182.03	ACR|3VULN|2DMG|1AART|1DUR	1LSRHEA|23DMG|46aVULN|5RCR|7TLV|8AART|9DUR
54	23523 24621	 * 	181.92	DCR|3VULN|3DMG|1ZMB	17LSRHEA|2ZMB|37aDMG|479VULN|5RMIN|6RCR|7BPWR|8LIT
55	61511 51122	   	181.75	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|2ZMB|35CDMG|4RCR|67VULN|8DMG|9AART|aFEWX
56	61523 26333	   	181.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4DMG|5AART|6RCR|7ERES|89VULN|aRCVC
57	22524 32251	   	180.70	ACR|2VULN|2DMG|1AART|2CDMG	1LSRHEA|23DMG|47CDMG|5RCR|6AART|8BEXP|9aVULN
58	22524 32351	   	180.70	ACR|2VULN|2DMG|1AART|2CDMG	1LSRHEA|23DMG|47CDMG|5RCR|6AART|8LHND|9aVULN
59	22524 32611	   	180.70	ACR|2VULN|2DMG|1AART|2CDMG	1LSRHEA|23DMG|47CDMG|5RCR|6AART|8aVULN|9RPLT
60	14111 53153	 * 	180.68	ACR|2VULN|2DMG|2CDMG|1FLTHEA|1DUR	18FEWX|29VULN|3RCR|48DMG|5TLV|6FLTHEA|78CDMG|8BPWR|aDUR
61	51612 31316	 * 	180.65	DCR|2DMG|3ZMB|1AART|2CDMG|1DUR	12aZMB|3aDMG|4LHND|5RMIN|6AART|7RCR|8DUR|9aCDMG|aBPWR
62	22533 33624	   	180.44	ACR|4VULN|3DMG	1LSRHEA|236DMG|489aVULN|5RCR|7ERES
63	23523 24121	 * 	180.37	DCR|4VULN|2DMG|1ZMB	17LSRHEA|2ZMB|37DMG|4789VULN|5RMIN|6RCR|7BPWR|aFEWX
64	23523 24122	   	180.37	DCR|4VULN|2DMG|1ZMB	17LSRHEA|2ZMB|37DMG|4789VULN|5RMIN|6RCR|7BPWR|aCGEN
65	23523 24123	   	180.37	DCR|4VULN|2DMG|1ZMB	17LSRHEA|2ZMB|37DMG|4789VULN|5RMIN|6RCR|7BPWR|aBEXP
66	23523 24124	   	180.37	DCR|4VULN|2DMG|1ZMB	17LSRHEA|2ZMB|37DMG|4789VULN|5RMIN|6RCR|7BPWR|aRPLT
67	23523 24126	   	180.37	DCR|4VULN|2DMG|1ZMB	17LSRHEA|2ZMB|37DMG|4789VULN|5RMIN|6RCR|7BPWR|aBELT
68	23523 24125	   	180.27	DCR|4VULN|2DMG|1ZMB	17LSRHEA|2ZMB|37DMG|4789VULN|5RMIN|6RCR|7BPWR|aNUKE
69	22533 55223	   	180.12	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	1LSRHEA|23DMG|46VULN|5RCR|7ASPD|8AART|9CGEN|aCDMG
70	22533 16523	   	179.85	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB|1ASPD	1LSRHEA|23DMG|4VULN|5RCR|6ZMB|79CDMG|8AART|aASPD
71	22533 43523	   	179.85	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB|1ASPD	1LSRHEA|23DMG|4VULN|5RCR|69CDMG|7ZMB|8AART|aASPD
72	14112 61361	   	179.84	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|256VULN|3RCR|4DMG|7BEXP|8ZMB|9AART|aDUR
73	22363 24323	 * 	179.81	DCR|3DMG|3ZMB|1VULN|1CDMG	178LSRHEA|278DMG|3FEWX|4CGEN|578ZMB|6RCR|78BPWR|9VULN|aCDMG
74	22522 25423	 * 	179.77	DCR|3VULN|3DMG|1CDMG	1aLSRHEA|23aDMG|4CDMG|5RPLT|6FEWX|79aVULN|8RCR|aBPWR
75	14112 62361	   	179.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|256VULN|3RCR|4DMG|7DUST|8ZMB|9AART|aDUR
76	34312 61115	 * 	179.73	DCR|4VULN|2DMG|2CDMG	1LEGI|29DMG|3569VULN|4DUST|7BEXP|89CDMG|9BPWR|aRCR
77	61523 25322	   	179.72	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4aDMG|5AART|6RCR|7VULN|8BEXP|9ERES
78	61523 26331	   	179.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4DMG|5AART|6RCR|7ERES|89VULN|aFEWX
79	22533 64232	   	179.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	17LSRHEA|23DMG|47VULN|5RCR|67FEWX|7BPWR|8CDMG|9AART|aDUR
80	32111 13342	 * 	179.54	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1LEGI|2FEWX|3RCR|47DMG|5VULN|6AART|8DUR|9ZMB|aFLTHEA
81	22533 42432	   	179.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1LSRHEA|23DMG|48VULN|5RCR|6CDMG|7LHND|9AART|aDUR
82	22533 54232	   	179.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1LSRHEA|23DMG|46VULN|5RCR|7LWND|8CDMG|9AART|aDUR
83	32111 13111	   	179.41	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1LEGI|2FEWX|3RCR|47DMG|59VULN|6AART|8ASPD|aDUR
84	14114 33163	   	179.39	ACR|3VULN|2DMG|1AART	1FEWX|27aVULN|3RCR|45DMG|6RMIN|8DUST|9AART
85	11111 12252	 * 	179.38	ACR|2VULN|2DMG|1AART|1FLTHEA	19FEWX|2LHND|3RCR|49DMG|59VULN|6AART|7LEGI|8RMIN|9BPWR|aFLTHEA
86	13111 12252	   	179.38	ACR|2VULN|2DMG|1AART|1FLTHEA	19FEWX|2LWND|3RCR|49DMG|59VULN|6AART|7LEGI|8RMIN|9BPWR|aFLTHEA
87	22533 36224	   	179.34	ACR|3VULN|3DMG|1ZMB	1LSRHEA|236DMG|49aVULN|5RCR|7ZMB|8RCVC
88	14112 61116	 * 	179.30	ACR|4VULN|1DMG|2CDMG|1DUR	19FEWX|2569VULN|3RCR|4DMG|7BEXP|89CDMG|9BPWR|aDUR
89	14112 62116	   	179.20	ACR|4VULN|1DMG|2CDMG|1DUR	19FEWX|2569VULN|3RCR|4DMG|7DUST|89CDMG|9BPWR|aDUR
90	32111 13511	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1LEGI|2FEWX|3RCR|47DMG|58VULN|6AART|9CDMG|aMLV
91	32111 13512	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1LEGI|2FEWX|3RCR|47DMG|58VULN|6AART|9CDMG|aRMIN
92	32111 13513	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1LEGI|2FEWX|3RCR|47DMG|58VULN|6AART|9CDMG|aLIT
93	32111 13516	   	179.18	ACR|2VULN|2DMG|1AART|1CDMG	1LEGI|2FEWX|3RCR|47DMG|58VULN|6AART|9CDMG|aLWND
94	32111 13515	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1LEGI|2FEWX|3RCR|47DMG|58VULN|6AART|9CDMG|aMBVNT
95	32111 13687	   	179.08	ACR|2VULN|2DMG|1AART|1CDMG	1LEGI|2FEWX|3RCR|47DMG|5aVULN|6AART|8MBVNT|9CDMG
96	14113 52112	   	178.91	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1FEWX|2aVULN|3RCR|4DMG|5CANHEL|6AART|78CDMG|9ZMB
97	11114 65111	   	178.91	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1FEWX|2LHND|3RCR|45DMG|69VULN|7AART|8ASPD|aDUR
98	13114 65111	   	178.91	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1FEWX|2LWND|3RCR|45DMG|69VULN|7AART|8ASPD|aDUR
99	32114 65111	   	178.81	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1LEGI|2FEWX|3RCR|45DMG|69VULN|7AART|8ASPD|aDUR
100	22524 35323	 * 	178.76	ACR|3DMG|1AART|1VULN|2CDMG	1LSRHEA|238DMG|4aCDMG|5RCR|6AART|7CGEN|9VULN
101	22524 36323	   	178.76	ACR|3DMG|1AART|1VULN|2CDMG	1LSRHEA|237DMG|4aCDMG|5RCR|6AART|8CGEN|9VULN
102	32111 13564	 * 	178.58	ACR|2VULN|2DMG|2AART	1LEGI|2FEWX|3RCR|47DMG|58VULN|6aAART|9RCVC
103	14112 64221	 * 	178.58	ACR|5VULN|1DMG|1CDMG	1FEWX|2567aVULN|3RCR|4DMG|8ERES|9CDMG
104	14112 64321	   	178.58	ACR|5VULN|1DMG|1CDMG	1FEWX|2567aVULN|3RCR|4DMG|8TLV|9CDMG
105	32411 21252	 * 	178.36	DCR|2VULN|2DMG|1AART|1FLTHEA	1LEGI|29FEWX|3LHND|49DMG|59VULN|6RCR|7AART|8RMIN|9BPWR|aFLTHEA
106	22533 42123	 * 	178.08	ACR|3DMG|2VULN|2ASPD|1CDMG	1aLSRHEA|238DMG|4aVULN|5RCR|6CDMG|7LHND|9aASPD|aBPWR
107	22124 36251	   	177.79	ACR|2VULN|2DMG|1AART|1CDMG	1LSRHEA|27DMG|3RCVC|4CDMG|5RCR|6AART|8BEXP|9aVULN
108	22124 36351	   	177.79	ACR|2VULN|2DMG|1AART|1CDMG	1LSRHEA|27DMG|3RCVC|4CDMG|5RCR|6AART|8LHND|9aVULN
109	22124 36611	   	177.79	ACR|2VULN|2DMG|1AART|1CDMG	1LSRHEA|27DMG|3RCVC|4CDMG|5RCR|6AART|8aVULN|9RPLT
110	22533 36622	   	177.34	ACR|3VULN|3DMG|1ZMB	1LSRHEA|236DMG|489VULN|5RCR|7ZMB|aTLV
111	14113 52322	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|29aVULN|3RCR|4DMG|5CANHEL|6AART|7CDMG|8RMIN
112	14314 53112	 * 	177.13	DCR|2VULN|2DMG|2CDMG|1FLTHEA|1ZMB	1FEWX|28VULN|3CGEN|4DUST|58DMG|6FLTHEA|78CDMG|8BPWR|9RCR|aZMB
113	61523 36232	   	177.12	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1ASPD|2ZMB|3CDMG|4aDMG|5AART|6VULN|7RCVC|8RCR|9TLV
114	13142 65111	   	176.98	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2LWND|3RCR|459VULN|6DMG|7AART|8ASPD|aDUR
115	34333 35432	   	176.95	DCR|2VULN|2DMG|1AART|2DUR	1LEGI|2aDMG|3aVULN|4CGEN|5RMIN|6RCR|7AART|8MLV|9aDUR|aBPWR
116	32142 65111	   	176.88	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|2FEWX|3RCR|459VULN|6DMG|7AART|8ASPD|aDUR
117	22133 35231	   	176.81	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1LSRHEA|26DMG|3RCVC|4aVULN|5RCR|7ASPD|8AART|9DUR
118	14111 12434	   	176.78	ACR|2VULN|2DMG|1AART|1CDMG	18FEWX|27VULN|3RCR|49DMG|5TLV|6CDMG|aAART
119	14142 62332	   	176.75	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|249VULN|3RCR|5LIT|6DMG|7AART|8CDMG|aMLV
120	14163 62332	   	176.75	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|259VULN|3RCR|4LIT|6DMG|7AART|8CDMG|aMLV
121	11111 32555	   	176.72	ACR|4VULN|2DMG|1DUR	1FEWX|2LHND|3RCR|4aDMG|5789VULN|6DUR
122	14142 62331	   	176.65	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|249VULN|3RCR|5LIT|6DMG|7AART|8CDMG|aBASHEA
123	14163 62331	   	176.65	ACR|3VULN|1AART|1DMG|1CDMG	1FEWX|259VULN|3RCR|4LIT|6DMG|7AART|8CDMG|aBASHEA
124	51336 35332	   	176.63	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	12ZMB|3CGEN|4aDMG|5AART|6RCR|7CDMG|8VULN|9TLV
125	51336 36212	   	176.61	DCR|2VULN|3ZMB|1AART|1DMG	128ZMB|3aCGEN|4DMG|5AART|6RCR|7aERES|9aVULN|aBPWR
126	22533 31154	   	176.59	ACR|3DMG|2VULN|1AART	1aLSRHEA|236DMG|4aVULN|5RCR|7aLHND|8RCVC|9AART|aBPWR
127	22533 32154	   	176.59	ACR|3DMG|2VULN|1AART	1aLSRHEA|236DMG|4aVULN|5RCR|7aLWND|8RCVC|9AART|aBPWR
128	51336 36213	   	176.51	DCR|2VULN|3ZMB|1AART|1DMG	128ZMB|3CGEN|4DMG|5AART|6RCR|7ERES|9aVULN
129	51356 32213	   	176.51	DCR|2VULN|3ZMB|1AART|1DMG	128ZMB|3CGEN|4ERES|5AART|6RCR|7DMG|9aVULN
130	61511 52331	   	176.44	ACR|2VULN|1AART|2CDMG|2ASPD|1ZMB|1DUR	19ASPD|2ZMB|35CDMG|4RCR|68VULN|7AART|aDUR
131	32111 13678	   	176.44	ACR|2VULN|2DMG|1AART|1ZMB	1LEGI|2FEWX|3RCR|47DMG|5aVULN|6AART|8MBVNT|9ZMB
132	31343 35513	   	176.23	DCR|3VULN|1AART|1DMG|1CDMG	1LEGI|2CGEN|38aVULN|4DMG|5RMIN|6RCR|7AART|9CDMG
133	34333 35513	   	176.23	DCR|3VULN|1AART|1DMG|1CDMG	1LEGI|2DMG|38aVULN|4CGEN|5RMIN|6RCR|7AART|9CDMG
134	34411 12512	   	176.00	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1LEGI|27DMG|3DUR|4DUST|58VULN|6AART|9CDMG|aRCR
135	14112 33563	   	176.00	ACR|4VULN|1AART|1DMG	1FEWX|257aVULN|3RCR|4DMG|6RMIN|8BEXP|9AART
136	22533 64122	   	175.99	ACR|4VULN|2DMG|1ZMB	17LSRHEA|23DMG|4789VULN|5RCR|67FEWX|7BPWR|aZMB
137	22124 62131	   	175.99	ACR|2VULN|2DMG|1AART|1CDMG	1LSRHEA|28DMG|3RCVC|4CDMG|5RCR|6aVULN|7LHND|9AART
138	22133 34231	   	175.99	ACR|2VULN|2DMG|1AART|1CDMG	1LSRHEA|26DMG|3RCVC|4aVULN|5RCR|7LWND|8CDMG|9AART
139	22133 42131	   	175.99	ACR|2VULN|2DMG|1AART|1CDMG	1LSRHEA|28DMG|3RCVC|4aVULN|5RCR|6CDMG|7LHND|9AART
140	14112 33163	   	175.90	ACR|4VULN|1AART|1DMG	1FEWX|257aVULN|3RCR|4DMG|6RMIN|8DUST|9AART
141	14114 61111	 * 	175.85	ACR|3VULN|2DMG|2CDMG	19FEWX|269VULN|3RCR|45DMG|7BEXP|89CDMG|9BPWR|aRPLT
142	22533 33221	   	175.79	ACR|3DMG|2VULN|1AART	1LSRHEA|236DMG|49VULN|5RCR|7ERES|8RCVC|aAART
143	14114 61113	   	175.75	ACR|3VULN|2DMG|2CDMG	19FEWX|269VULN|3RCR|45DMG|7BEXP|89CDMG|9BPWR|aERES
144	14114 62111	   	175.75	ACR|3VULN|2DMG|2CDMG	19FEWX|269VULN|3RCR|45DMG|7DUST|89CDMG|9BPWR|aRPLT
145	14114 62113	   	175.65	ACR|3VULN|2DMG|2CDMG	19FEWX|269VULN|3RCR|45DMG|7DUST|89CDMG|9BPWR|aERES
146	14114 61112	   	175.60	ACR|3VULN|2DMG|2CDMG|1SELL	19FEWX|269VULN|3RCR|45DMG|7BEXP|89CDMG|9BPWR|aSELL
147	14114 62112	   	175.50	ACR|3VULN|2DMG|2CDMG|1SELL	19FEWX|269VULN|3RCR|45DMG|7DUST|89CDMG|9BPWR|aSELL
148	61523 22314	   	175.48	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	1ASPD|2ZMB|39CDMG|4DMG|5AART|6RCR|7DUR|8BEXP|aVULN
149	61523 22531	   	175.48	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR|1ASPD	1ASPD|2ZMB|38CDMG|4DMG|5AART|6RCR|7DUR|9VULN|aMLV
150	61523 22532	   	175.48	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	1ASPD|2ZMB|38CDMG|4DMG|5AART|6RCR|7DUR|9VULN|aRMIN
151	61523 22533	   	175.48	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR|1ASPD	1ASPD|2ZMB|38CDMG|4DMG|5AART|6RCR|7DUR|9VULN|aLIT
152	32111 13132	   	175.47	ACR|2DMG|1AART|1VULN|1FLTHEA|1ASPD|1DUR	1LEGI|2FEWX|3RCR|47DMG|5VULN|6AART|8ASPD|9DUR|aFLTHEA
153	64511 41213	   	175.45	ACR|2DMG|1VULN|2CDMG|2ZMB|2ASPD|1DUR	19ASPD|29DMG|36CDMG|4RCR|5MBVNT|7VULN|89ZMB|9BPWR|aDUR
154	22533 16422	   	175.44	ACR|3DMG|2VULN|1CDMG|1ZMB	1LSRHEA|23aDMG|49VULN|5RCR|6ZMB|7CDMG|8LIT
155	22533 43422	   	175.44	ACR|3DMG|2VULN|1CDMG|1ZMB	1LSRHEA|23aDMG|49VULN|5RCR|6CDMG|7ZMB|8LIT
156	61523 22114	   	175.38	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	1ASPD|2ZMB|39CDMG|4DMG|5AART|6RCR|7DUR|8DUST|aVULN
157	61523 22215	   	175.38	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	1ASPD|2ZMB|39CDMG|4DMG|5AART|6RCR|7DUR|8MBVNT|aVULN
158	14112 61263	   	175.30	ACR|4VULN|1AART|1DMG	1FEWX|2568VULN|3RCR|4DMG|7BEXP|9DUST|aAART
159	14122 23653	   	175.30	ACR|4VULN|1AART|1DMG	1FEWX|2579VULN|3RCR|4BEXP|6DUST|8DMG|aAART
160	14113 52314	 * 	175.25	ACR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	1FEWX|2VULN|3RCR|4aDMG|5CANHEL|6AART|7CDMG|8RMIN|9FLTHEA
161	11111 11221	   	175.15	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1aFEWX|2LHND|3RCR|4aDMG|5VULN|6AART|7DUR|8RMIN|9aCDMG|aBPWR
162	13111 11221	   	175.15	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1aFEWX|2LWND|3RCR|4aDMG|5VULN|6AART|7DUR|8RMIN|9aCDMG|aBPWR
163	22533 51212	   	175.09	ACR|3VULN|2DMG|1AART	1LSRHEA|23DMG|469VULN|5RCR|7ERES|8AART|aLWND
