0	Index      	 *	Score 	Summary	Detail	
1	53131 11315	 * 	190.07	DCR|4VULN|2DMG|1AART	1DUST|2AART|3567VULN|4CGEN|8aDMG|9RCR
37	53131 11316	   	172.48	DCR|4VULN|1AART|1DMG	1DUST|2AART|3567VULN|4CGEN|8DMG|9RCR|aRMIN
38	53131 11615	   	172.48	DCR|4VULN|1AART|1DMG	1DUST|2AART|3567VULN|4CGEN|8RMIN|9RCR|aDMG
39	53131 11215	   	172.38	DCR|4VULN|1AART|1DMG	1DUST|2AART|3567VULN|4CGEN|8ERES|9RCR|aDMG
40	43126 22531	 * 	172.30	ACR|3VULN|1AART|1DMG|1ZMB	1BEXP|2AART|379VULN|4RPLT|5RCR|6CGEN|8DMG|aZMB
41	13146 31314	   	172.23	DCR|3VULN|1AART|1DMG|1CDMG	15FEWX|2AART|357VULN|4RCVC|5BPWR|6CGEN|8DMG|9RCR|aCDMG
42	13142 11314	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|2AART|367VULN|4RCVC|5MLV|8DMG|9RCR|aCDMG
43	43112 11314	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	14BEXP|2AART|367VULN|5MLV|8DMG|9RCR|aCDMG
44	43142 11314	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|2AART|367VULN|4RCVC|5MLV|8DMG|9RCR|aCDMG
45	53131 31314	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|2AART|357VULN|46CGEN|8DMG|9RCR|aCDMG
46	53142 11314	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1DUST|2AART|367VULN|4RCVC|5MLV|8DMG|9RCR|aCDMG
47	53122 11314	   	171.93	DCR|3VULN|1AART|1DMG|1CDMG	14DUST|2AART|367VULN|5MLV|8DMG|9RCR|aCDMG
48	53134 11314	   	171.93	DCR|3VULN|1AART|1DMG|1CDMG	15DUST|2AART|367VULN|4CGEN|8DMG|9RCR|aCDMG
49	61323 36632	   	171.92	DCR|3VULN|2AART|1CDMG|1ZMB	17aVULN|2ERES|3ZMB|4CDMG|5CANHEL|68AART|9RCR
50	13112 45133	   	171.76	DCR|3VULN|1AART|3CDMG|1DUR	18aFEWX|2AART|38aVULN|4BEXP|5DUR|68aCDMG|7DMSP|8aBPWR|9RCR
51	43132 42133	   	171.76	DCR|3VULN|1AART|3CDMG|1DUR	18aBEXP|2AART|38aVULN|47FEWX|5DUR|68aCDMG|8aBPWR|9RCR
52	43132 45133	   	171.76	DCR|3VULN|1AART|3CDMG|1DUR	18aBEXP|2AART|38aVULN|4FEWX|5DUR|68aCDMG|7DMSP|8aBPWR|9RCR
53	13112 25133	   	171.76	DCR|3VULN|1AART|3CDMG|1DUR	18aFEWX|2AART|38aVULN|4BEXP|5DUR|6RCVC|78aCDMG|8aBPWR|9RCR
54	13112 55133	   	171.76	DCR|3VULN|1AART|3CDMG|1DUR	18aFEWX|2AART|38aVULN|46BEXP|5DUR|78aCDMG|8aBPWR|9RCR
55	43132 25133	   	171.76	DCR|3VULN|1AART|3CDMG|1DUR	18aBEXP|2AART|38aVULN|4FEWX|5DUR|6RCVC|78aCDMG|8aBPWR|9RCR
56	43563 13212	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	1BEXP|2AART|3RCVC|48DMG|56VULN|7MLV|9RCR|aZMB
57	64316 11323	   	171.41	DCR|3VULN|1AART|2CDMG|2DUR	18aVULN|2RCVC|3aCDMG|4BEXP|5FEWX|6aDUR|7RCR|9AART|aBPWR
58	13132 25131	   	171.30	DCR|2AART|2VULN|1CDMG|2DUR|1ZMB	18FEWX|26AART|38VULN|4LHND|5CDMG|78DUR|8BPWR|9RCR|aZMB
59	32116 42311	 * 	171.25	DCR|3VULN|2DMG|1FLTHEA|1ASPD	1BELT|27LIT|3ASPD|4DMSP|57DMG|67aVULN|7BPWR|8RCR|9FLTHEA
60	32426 42311	   	171.25	DCR|3VULN|2DMG|1FLTHEA|1ASPD	1BELT|27LIT|3RCVC|4ASPD|57DMG|67aVULN|7BPWR|8RCR|9FLTHEA
61	13311 35526	 * 	170.94	DCR|1AART|1DMG|1VULN|2FLTHEA|2DUR|1ZMB	1FEWX|2AART|3RPLT|46FLTHEA|56DUR|6BPWR|7DMG|8RCR|9ZMB|aVULN
62	65326 33423	   	170.87	DCR|4VULN|2DMG|1ZMB	1789VULN|29DMG|3ZMB|4MBVNT|5LIT|69LHND|9BPWR|aRCR
63	65326 13423	   	170.67	DCR|4VULN|2DMG|1ZMB	1789VULN|29DMG|3ZMB|4MBVNT|5LIT|69DUST|9BPWR|aRCR
64	53131 11412	   	170.36	DCR|4VULN|1AART|1ZMB|1ASPD	1DUST|2AART|3567VULN|4CGEN|8ASPD|9RCR|aZMB
65	43126 21314	 * 	170.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2AART|3VULN|4RPLT|5RCR|6CGEN|7CDMG|89DMG|aZMB
66	53131 11355	   	170.08	DCR|4VULN|1AART|1DMG	1DUST|2AART|3567VULN|49CGEN|8DMG|aRCR
67	22136 62612	   	169.82	DCR|2VULN|2DMG|1AART|1ZMB	18CGEN|26RCVC|3LHND|48DMG|5AART|78VULN|8BPWR|9RCR|aZMB
68	13136 25131	   	169.68	DCR|3VULN|1AART|2CDMG|1ZMB	18FEWX|2AART|358VULN|45LHND|58BPWR|6LWND|78CDMG|9RCR|aZMB
69	13146 31312	   	169.58	DCR|3VULN|1AART|1DMG|1ZMB	15FEWX|2AART|357VULN|4RCVC|5BPWR|6CGEN|8DMG|9RCR|aZMB
70	13142 11312	   	169.48	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2AART|367VULN|4RCVC|5MLV|8DMG|9RCR|aZMB
71	43112 11312	   	169.48	DCR|3VULN|1AART|1DMG|1ZMB	14BEXP|2AART|367VULN|5MLV|8DMG|9RCR|aZMB
72	43142 11312	   	169.48	DCR|3VULN|1AART|1DMG|1ZMB	1BEXP|2AART|367VULN|4RCVC|5MLV|8DMG|9RCR|aZMB
73	35135 12421	 * 	169.44	ACR|2VULN|2AART|1DMG|1CDMG	1BELT|2RMIN|3CDMG|4RCR|56VULN|7TLV|8aAART|9DMG
74	35135 13421	   	169.44	ACR|2VULN|2AART|1DMG|1CDMG	1BELT|2RMIN|3CDMG|4RCR|56VULN|7ERES|8aAART|9DMG
75	43563 11212	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1BEXP|2AART|3RCVC|4DMG|567VULN|8ERES|9RCR|aZMB
76	53131 31312	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2AART|357VULN|46CGEN|8DMG|9RCR|aZMB
77	53142 11312	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2AART|367VULN|4RCVC|5MLV|8DMG|9RCR|aZMB
78	34344 56244	 * 	169.33	ACR|3VULN|1AART|2CDMG|2DUR	1BELT|27aVULN|3MBVNT|4LHND|5RCR|6aDUR|8aCDMG|9AART|aBPWR
79	53122 11312	   	169.28	DCR|3VULN|1AART|1DMG|1ZMB	14DUST|2AART|367VULN|5MLV|8DMG|9RCR|aZMB
80	53134 11312	   	169.28	DCR|3VULN|1AART|1DMG|1ZMB	15DUST|2AART|367VULN|4CGEN|8DMG|9RCR|aZMB
81	53563 11212	   	169.28	DCR|3VULN|1AART|1DMG|1ZMB	1DUST|2AART|3RCVC|4DMG|567VULN|8ERES|9RCR|aZMB
82	14333 62612	   	169.12	DCR|2VULN|2DMG|1AART|1ZMB	18FEWX|2RCVC|3TLV|48DMG|5DMSP|6AART|78VULN|8BPWR|9RCR|aZMB
83	13113 35133	   	168.52	DCR|3VULN|1AART|3DUR|1CDMG	18aFEWX|2AART|38aVULN|4BEXP|5DMSP|6CDMG|78aDUR|8aBPWR|9RCR
84	13132 55133	   	168.52	DCR|3VULN|1AART|3DUR|1CDMG	18aFEWX|2AART|38aVULN|46LHND|5CDMG|78aDUR|8aBPWR|9RCR
85	13134 35133	   	168.52	DCR|3VULN|1AART|3DUR|1CDMG	18aFEWX|2AART|38aVULN|45LHND|6CDMG|78aDUR|8aBPWR|9RCR
86	13143 35133	   	168.52	DCR|3VULN|1AART|3DUR|1CDMG	18aFEWX|2AART|38aVULN|4RCVC|5LWND|6CDMG|78aDUR|8aBPWR|9RCR
87	13144 35133	   	168.52	DCR|3VULN|1AART|3DUR|1CDMG	18aFEWX|2AART|38aVULN|4RCVC|5LHND|6CDMG|78aDUR|8aBPWR|9RCR
88	43131 35133	   	168.52	DCR|3VULN|1AART|3DUR|1CDMG	18aBEXP|2AART|38aVULN|45FEWX|6CDMG|78aDUR|8aBPWR|9RCR
89	43133 35133	   	168.52	DCR|3VULN|1AART|3DUR|1CDMG	18aBEXP|2AART|38aVULN|4FEWX|5DMSP|6CDMG|78aDUR|8aBPWR|9RCR
90	43143 35133	   	168.52	DCR|3VULN|1AART|3DUR|1CDMG	18aBEXP|2AART|38aVULN|4RCVC|5LWND|6CDMG|78aDUR|8aBPWR|9RCR
91	43122 65113	   	168.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18BEXP|2AART|3aVULN|4RPLT|5DUR|6CDMG|7RCR|9DMG
92	16332 31321	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2BEXP|3CDMG|48VULN|5DMG|6MLV|7RCR|9AART|aZMB
93	16332 51321	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2BEXP|3CDMG|48VULN|5DMG|6CGEN|7RCR|9AART|aZMB
94	14532 43312	   	167.82	DCR|2VULN|2DMG|1AART|1ZMB	1FEWX|2RCVC|34DMG|57VULN|6CGEN|8AART|9RCR|aZMB
95	15632 43312	   	167.82	DCR|2VULN|2DMG|1AART|1ZMB	13FEWX|24DMG|57VULN|6CGEN|8AART|9RCR|aZMB
96	55341 23211	   	167.74	DCR|2VULN|2DMG|3ZMB|1ASPD	1DUST|24DMG|347ZMB|4BPWR|5aVULN|6ASPD|8LHND|9RCR
97	62366 11312	   	167.68	DCR|3VULN|1AART|1DMG|1ZMB	167VULN|2LHND|3RCVC|4MLV|5AART|8DMG|9RCR|aZMB
98	62626 11312	   	167.68	DCR|3VULN|1AART|1DMG|1ZMB	167VULN|2LHND|34CGEN|5AART|8DMG|9RCR|aZMB
99	13132 65313	 * 	167.59	DCR|2VULN|1AART|1DMG|2CDMG	1FEWX|2AART|3aVULN|4LHND|58CDMG|6RPLT|7RCR|9DMG
100	55341 32222	 * 	167.36	DCR|3DMG|2VULN|2ZMB|1ASPD	1DUST|249DMG|34ZMB|4BPWR|57VULN|6ERES|8ASPD|aRCR
101	65323 41443	 * 	167.01	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	1aVULN|2DMG|3aZMB|4MBVNT|5LHND|6FEWX|7AART|8aDUR|9RCR|aBPWR
102	65324 41443	   	167.01	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	1aVULN|2DMG|3aZMB|4MBVNT|5LWND|6FEWX|7AART|8aDUR|9RCR|aBPWR
103	65323 11443	   	166.91	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	1aVULN|2DMG|3aZMB|4MBVNT|5LHND|6DUST|7AART|8aDUR|9RCR|aBPWR
104	65324 11443	   	166.91	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	1aVULN|2DMG|3aZMB|4MBVNT|5LWND|6DUST|7AART|8aDUR|9RCR|aBPWR
105	61323 36132	   	166.78	DCR|3VULN|1AART|2CDMG|1ZMB	17aVULN|2ERES|3ZMB|48CDMG|5CANHEL|6AART|9RCR
106	65321 51141	   	166.37	DCR|3DMG|2VULN|1ZMB	19VULN|279DMG|3ZMB|4MBVNT|5MLV|6RCR|89CGEN|9BPWR|aLIT
107	65321 51142	   	166.37	DCR|3DMG|2VULN|1ZMB	19VULN|279DMG|3ZMB|4MBVNT|5MLV|6RCR|89CGEN|9BPWR|aBEXP
108	65321 51144	   	166.37	DCR|3DMG|2VULN|1ZMB	19VULN|279DMG|3ZMB|4MBVNT|5MLV|6RCR|89CGEN|9BPWR|aRMIN
109	53131 11413	   	166.30	DCR|4VULN|1AART|1ASPD|1DUR	1DUST|2AART|3567VULN|4CGEN|8ASPD|9RCR|aDUR
110	43126 21312	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|2AART|3VULN|4RPLT|5RCR|6CGEN|7CDMG|89DMG|aDUR
111	43126 61312	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|2AART|3VULN|4RPLT|5RCR|6CDMG|7CGEN|89DMG|aDUR
112	65321 51244	   	166.17	DCR|3DMG|2VULN|1ZMB	19VULN|27aDMG|3ZMB|4MBVNT|5MLV|6RCR|8BEXP
113	13112 44131	   	166.16	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18FEWX|2AART|38VULN|4BEXP|57DUR|68CDMG|8BPWR|9RCR|aZMB
114	43132 44131	   	166.16	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	18BEXP|2AART|38VULN|4FEWX|57DUR|68CDMG|8BPWR|9RCR|aZMB
115	43126 63212	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|2AART|3VULN|4RPLT|5RCR|6CDMG|7TLV|89DMG|aDUR
116	53131 11614	   	166.07	DCR|4VULN|1AART|1CDMG	1DUST|2AART|3567VULN|4CGEN|8RMIN|9RCR|aCDMG
117	63151 46321	   	166.05	DCR|2VULN|2DMG|1AART|2DUR	18VULN|26DUR|3RPLT|4MBVNT|56DMG|6BPWR|7CGEN|9AART|aRCR
118	34374 21426	 * 	166.02	DCR|2VULN|2DMG|2CDMG|2ASPD	1BELT|2aVULN|3MBVNT|46ASPD|5RMIN|7aCDMG|8aDMG|9RCR|aBPWR
119	53131 11214	   	165.97	DCR|4VULN|1AART|1CDMG	1DUST|2AART|3567VULN|4CGEN|8ERES|9RCR|aCDMG
120	63151 45321	   	165.95	DCR|2VULN|2DMG|1AART|2DUR	18VULN|26DUR|3RPLT|4MBVNT|56DMG|6BPWR|7ERES|9AART|aRCR
121	43152 32116	   	165.92	DCR|4VULN|1AART|1CDMG|1SELL	16BEXP|2AART|356aVULN|4SELL|6BPWR|7ERES|8CDMG|9RCR
122	43152 33116	   	165.92	DCR|4VULN|1AART|1CDMG|1SELL	16BEXP|2AART|356aVULN|4SELL|6BPWR|7TLV|8CDMG|9RCR
123	22136 62613	   	165.75	DCR|2VULN|2DMG|1AART|1DUR	18CGEN|26RCVC|3LHND|48DMG|5AART|78VULN|8BPWR|9RCR|aDUR
124	34231 14622	   	165.74	DCR|3VULN|1AART|2CDMG|1ZMB|1SELL	1BELT|257VULN|37FEWX|4SELL|67CDMG|7BPWR|8AART|9RCR|aZMB
125	53152 32116	   	165.72	DCR|4VULN|1AART|1CDMG|1SELL	16DUST|2AART|356aVULN|4SELL|6BPWR|7ERES|8CDMG|9RCR
126	53152 33116	   	165.72	DCR|4VULN|1AART|1CDMG|1SELL	16DUST|2AART|356aVULN|4SELL|6BPWR|7TLV|8CDMG|9RCR
127	13141 31133	   	165.62	DCR|3VULN|1AART|2CDMG|1DUR	1aFEWX|2AART|36aVULN|4RCVC|56CDMG|6aBPWR|7DUR|8aLWND|9RCR
128	13141 31333	   	165.62	DCR|3VULN|1AART|2CDMG|1DUR	1aFEWX|2AART|36aVULN|4RCVC|56CDMG|6aBPWR|7DUR|8aLHND|9RCR
129	43111 31133	   	165.62	DCR|3VULN|1AART|2CDMG|1DUR	14aBEXP|2AART|36aVULN|56CDMG|6aBPWR|7DUR|8aLWND|9RCR
130	43111 31333	   	165.62	DCR|3VULN|1AART|2CDMG|1DUR	14aBEXP|2AART|36aVULN|56CDMG|6aBPWR|7DUR|8aLHND|9RCR
131	43141 31133	   	165.62	DCR|3VULN|1AART|2CDMG|1DUR	1aBEXP|2AART|36aVULN|4RCVC|56CDMG|6aBPWR|7DUR|8aLWND|9RCR
132	43141 31333	   	165.62	DCR|3VULN|1AART|2CDMG|1DUR	1aBEXP|2AART|36aVULN|4RCVC|56CDMG|6aBPWR|7DUR|8aLHND|9RCR
133	13146 31313	   	165.52	DCR|3VULN|1AART|1DMG|1DUR	15FEWX|2AART|357VULN|4RCVC|5BPWR|6CGEN|8DMG|9RCR|aDUR
134	13142 11415	   	165.42	DCR|3VULN|1AART|1DMG|1ASPD	1FEWX|2AART|367VULN|4RCVC|5MLV|8ASPD|9RCR|aDMG
135	43112 11415	   	165.42	DCR|3VULN|1AART|1DMG|1ASPD	14BEXP|2AART|367VULN|5MLV|8ASPD|9RCR|aDMG
136	43563 11213	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2AART|3RCVC|4DMG|567VULN|8ERES|9RCR|aDUR
137	53131 31313	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1DUST|2AART|357VULN|46CGEN|8DMG|9RCR|aDUR
138	53131 31415	   	165.32	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|2AART|357VULN|46CGEN|8ASPD|9RCR|aDMG
139	53134 11313	   	165.22	DCR|3VULN|1AART|1DMG|1DUR	15DUST|2AART|367VULN|4CGEN|8DMG|9RCR|aDUR
140	53563 11213	   	165.22	DCR|3VULN|1AART|1DMG|1DUR	1DUST|2AART|3RCVC|4DMG|567VULN|8ERES|9RCR|aDUR
141	53122 11415	   	165.22	DCR|3VULN|1AART|1DMG|1ASPD	14DUST|2AART|367VULN|5MLV|8ASPD|9RCR|aDMG
142	66326 11323	   	165.10	DCR|3VULN|1AART|1CDMG|2DUR	18aVULN|2aBEXP|3RCVC|4CDMG|5FEWX|6aDUR|7RCR|9AART|aBPWR
143	14333 62613	   	165.05	DCR|2VULN|2DMG|1AART|1DUR	18FEWX|2RCVC|3TLV|48DMG|5DMSP|6AART|78VULN|8BPWR|9RCR|aDUR
144	35135 12423	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2RMIN|3CDMG|4RCR|56VULN|7TLV|8AART|9DMG|aDUR
145	35135 13423	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2RMIN|3CDMG|4RCR|56VULN|7ERES|8AART|9DMG|aDUR
146	13113 25133	   	164.82	DCR|3VULN|1AART|3CDMG	18aFEWX|2AART|38aVULN|4BEXP|5DMSP|6LWND|78aCDMG|8aBPWR|9RCR
147	13114 25133	   	164.82	DCR|3VULN|1AART|3CDMG	18aFEWX|2AART|38aVULN|4BEXP|5LHND|6RCVC|78aCDMG|8aBPWR|9RCR
148	13114 46133	   	164.82	DCR|3VULN|1AART|3CDMG	18aFEWX|2AART|38aVULN|4BEXP|57LHND|68aCDMG|8aBPWR|9RCR
149	13114 55133	   	164.82	DCR|3VULN|1AART|3CDMG	18aFEWX|2AART|38aVULN|46BEXP|5LHND|78aCDMG|8aBPWR|9RCR
150	13131 25133	   	164.82	DCR|3VULN|1AART|3CDMG	18aFEWX|2AART|38aVULN|4LHND|5BEXP|6RCVC|78aCDMG|8aBPWR|9RCR
151	13131 46133	   	164.82	DCR|3VULN|1AART|3CDMG	18aFEWX|2AART|38aVULN|47LHND|5BEXP|68aCDMG|8aBPWR|9RCR
152	13131 55133	   	164.82	DCR|3VULN|1AART|3CDMG	18aFEWX|2AART|38aVULN|4LHND|56BEXP|78aCDMG|8aBPWR|9RCR
153	13134 25133	   	164.82	DCR|3VULN|1AART|3CDMG	18aFEWX|2AART|38aVULN|45LHND|6LWND|78aCDMG|8aBPWR|9RCR
154	13143 25133	   	164.82	DCR|3VULN|1AART|3CDMG	18aFEWX|2AART|38aVULN|4RCVC|5LWND|6LHND|78aCDMG|8aBPWR|9RCR
155	13144 25133	   	164.82	DCR|3VULN|1AART|3CDMG	18aFEWX|2AART|38aVULN|4RCVC|5LHND|6LWND|78aCDMG|8aBPWR|9RCR
156	43131 25133	   	164.82	DCR|3VULN|1AART|3CDMG	18aBEXP|2AART|38aVULN|45FEWX|6LWND|78aCDMG|8aBPWR|9RCR
157	43133 25133	   	164.82	DCR|3VULN|1AART|3CDMG	18aBEXP|2AART|38aVULN|4FEWX|5DMSP|6LWND|78aCDMG|8aBPWR|9RCR
158	43134 25133	   	164.82	DCR|3VULN|1AART|3CDMG	18aBEXP|2AART|38aVULN|4FEWX|5LHND|6RCVC|78aCDMG|8aBPWR|9RCR
159	43134 42133	   	164.82	DCR|3VULN|1AART|3CDMG	18aBEXP|2AART|38aVULN|47FEWX|5LHND|68aCDMG|8aBPWR|9RCR
160	43143 25133	   	164.82	DCR|3VULN|1AART|3CDMG	18aBEXP|2AART|38aVULN|4RCVC|5LWND|6LHND|78aCDMG|8aBPWR|9RCR
161	66151 42321	   	164.82	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|26BEXP|3RPLT|4MBVNT|56DMG|6BPWR|7ZMB|9AART|aRCR
162	13136 35132	   	164.60	DCR|3VULN|1AART|1CDMG|2DUR	18FEWX|2AART|358VULN|45LHND|58BPWR|6CDMG|78DUR|9RCR|aRCVC
163	13136 35136	   	164.60	DCR|3VULN|1AART|1CDMG|2DUR	18FEWX|2AART|358VULN|45LHND|58BPWR|6CDMG|78DUR|9RCR|aBEXP
164	13136 35233	   	164.60	DCR|3VULN|1AART|1CDMG|2DUR	1aFEWX|2AART|35aVULN|45LHND|5aBPWR|6CDMG|7aDUR|8RCVC|9RCR
165	13311 35521	 * 	164.52	DCR|1AART|1DMG|2FLTHEA|1CDMG|2DUR|1ZMB	1FEWX|2AART|3RPLT|46FLTHEA|56DUR|6BPWR|7DMG|8RCR|9ZMB|aCDMG
166	13136 35134	   	164.50	DCR|3VULN|1AART|1CDMG|2DUR	18FEWX|2AART|358VULN|45LHND|58BPWR|6CDMG|78DUR|9RCR|aCANHEL
