0	Index      	 *	Score 	Summary	Detail	
1	11123 63123	 * 	216.73	ACR|4VULN|3DMG|1CDMG|2DUR	1349VULN|2RCR|5RCVC|679DMG|89DUR|9BPWR|aCDMG
114	11143 35116	   	194.88	ACR|4VULN|3DMG	1357VULN|2RCR|4RMIN|679DMG|7BPWR|8DUR|aRPLT
115	11122 33111	   	194.78	ACR|4VULN|3DMG	134aVULN|2RCR|5CGEN|679DMG|8DUR
116	11143 35112	   	194.78	ACR|4VULN|3DMG	1357VULN|2RCR|4RMIN|679DMG|7BPWR|8DUR|aTLV
117	11155 33111	   	194.78	ACR|4VULN|3DMG	135aVULN|2RCR|4CGEN|679DMG|8DUR
118	14132 43845	   	194.44	ACR|3VULN|2DMG|1AART|2ZMB	17aVULN|2aZMB|3RCR|4MBVNT|5LIT|6LHND|8aDMG|9AART|aBPWR
119	14133 52333	   	194.40	ACR|2VULN|2DMG|3ZMB|1CDMG|2DUR	17VULN|267ZMB|3RCR|4MBVNT|57DUR|7BPWR|8CDMG|9aDMG
120	11332 14156	   	194.23	ACR|2VULN|2DMG|1AART|2ASPD|1CDMG	19VULN|2RCR|3BEXP|49ASPD|59DMG|67RPLT|8AART|9BPWR|aCDMG
121	31132 16156	   	194.23	ACR|2VULN|2DMG|1AART|2ASPD|1CDMG	19BEXP|2RCR|37VULN|49ASPD|59DMG|6RPLT|8AART|9BPWR|aCDMG
122	11131 25612	   	194.23	ACR|3VULN|1AART|1DMG|1CDMG	139VULN|2RCR|4MLV|5AART|6DUR|7ASPD|8DMG|aCDMG
123	11151 25612	   	194.23	ACR|3VULN|1AART|1DMG|1CDMG	139VULN|2RCR|4CGEN|5AART|6DUR|7ASPD|8DMG|aCDMG
124	11352 31525	   	194.22	ACR|3DMG|2VULN|1AART|2DUR	17VULN|2RCR|3BEXP|4RPLT|57DUR|67aDMG|7BPWR|8ERES|9AART
125	11131 21662	 * 	194.08	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	13VULN|2RCR|4MLV|57AART|6DUR|8CDMG|9DMG|aZMB
126	14134 58112	   	193.99	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	19aVULN|2ZMB|3RCR|4MBVNT|5DMG|6DUR|7CDMG|8AART
127	14321 62361	   	193.79	ACR|3VULN|3DMG|1CDMG|1ZMB	178VULN|2ZMB|37FEWX|4RCR|5RMIN|679DMG|7BPWR|aCDMG
128	14322 62361	   	193.69	ACR|3VULN|3DMG|1CDMG|1ZMB	178VULN|2ZMB|37FEWX|4RCR|579DMG|6NUKE|7BPWR|aCDMG
129	14153 26323	   	193.33	ACR|3VULN|3DMG|2ZMB	157VULN|27ZMB|3RCR|47aDMG|6BELT|7BPWR|8ASPD|9FEWX
130	14153 26112	   	193.33	ACR|3VULN|3DMG|2ZMB	157VULN|27ZMB|3RCR|478DMG|6BELT|7BPWR|9CGEN|aDUR
131	14153 26131	   	193.33	ACR|3VULN|3DMG|2ZMB	157VULN|27ZMB|3RCR|478DMG|6BELT|7BPWR|9DUR|aLWND
132	14153 26122	   	193.23	ACR|3VULN|3DMG|2ZMB	157VULN|27ZMB|3RCR|478DMG|6BELT|7BPWR|9ERES|aDUR
133	14153 26132	   	193.23	ACR|3VULN|3DMG|2ZMB	157VULN|27ZMB|3RCR|478DMG|6BELT|7BPWR|9DUR|aAIRHEL
134	14134 72373	   	193.13	ACR|3VULN|3DMG|2ZMB	178VULN|27ZMB|3RCR|4MBVNT|579DMG|6NUKE|7BPWR|aASPD
135	14153 13332	   	193.12	ACR|4VULN|2DMG|2DUR|1ZMB	159aVULN|2ZMB|3RCR|49DMG|6ERES|7CGEN|89DUR|9BPWR
136	13343 62611	   	193.09	ACR|4VULN|2DMG|1AART	1279VULN|3BEXP|4RCR|57DUST|67DMG|7BPWR|8AART|aRCVC
137	12224 32225	   	193.04	ACR|3VULN|2DMG|1AART|2ASPD	19aVULN|2FEWX|3aASPD|4RCR|5AART|6TLV|7LSRHEA|8aDMG|aBPWR
138	14153 51332	   	193.02	ACR|4VULN|2DMG|2DUR|1ZMB	159aVULN|2ZMB|3RCR|49DMG|6TLV|7ERES|89DUR|9BPWR
139	11126 35114	   	192.98	ACR|3VULN|3DMG|1ZMB	134VULN|2RCR|5ZMB|679DMG|8DUR|aRCVC
140	14134 16161	   	192.92	ACR|2VULN|2DMG|3ZMB|1AART	19VULN|269ZMB|3RCR|4MBVNT|59DMG|7RPLT|8AART|9BPWR|aLWND
141	14134 16162	   	192.92	ACR|2VULN|2DMG|3ZMB|1AART	19VULN|269ZMB|3RCR|4MBVNT|59DMG|7RPLT|8AART|9BPWR|aLHND
142	14114 32225	   	192.89	ACR|3VULN|2DMG|1AART|1ZMB	19aVULN|2ZMB|3RCR|4aFEWX|5AART|6TLV|7LSRHEA|8aDMG|aBPWR
143	11143 35123	   	192.87	ACR|4VULN|2DMG|1CDMG	1357VULN|2RCR|4RMIN|67DMG|7BPWR|8DUR|9FEWX|aCDMG
144	11143 35143	   	192.87	ACR|4VULN|2DMG|1CDMG	1357VULN|2RCR|4RMIN|67DMG|7BPWR|8DUR|9LWND|aCDMG
145	14134 16164	   	192.82	ACR|2VULN|2DMG|3ZMB|1AART	19VULN|269ZMB|3RCR|4MBVNT|59DMG|7RPLT|8AART|9BPWR|aERES
146	11143 35153	   	192.77	ACR|4VULN|2DMG|1CDMG	1357VULN|2RCR|4RMIN|67DMG|7BPWR|8DUR|9DUST|aCDMG
147	11552 23233	   	192.70	ACR|4VULN|1DMG|2CDMG|1ZMB	1789VULN|2RCR|39CGEN|4DMG|5ZMB|69CDMG|9BPWR|aASPD
148	14622 61332	   	192.70	DCR|4VULN|2DMG|2DUR|1ZMB	149aVULN|2ZMB|39DMG|5CGEN|6RCR|7ERES|89DUR|9BPWR
149	14633 61332	   	192.70	DCR|4VULN|2DMG|2DUR|1ZMB	159aVULN|2ZMB|39DMG|4MLV|6RCR|7ERES|89DUR|9BPWR
150	14153 13333	   	192.67	ACR|3VULN|2DMG|1CDMG|2DUR|1ZMB	159VULN|2ZMB|3RCR|49DMG|6ERES|7CGEN|89DUR|9BPWR|aCDMG
151	34123 62611	   	192.59	ACR|3VULN|2DMG|1AART|1ZMB	17BEXP|2ZMB|3RCR|4RMIN|579VULN|67DMG|7BPWR|8AART|aRCVC
152	14153 51333	   	192.57	ACR|3VULN|2DMG|1CDMG|2DUR|1ZMB	159VULN|2ZMB|3RCR|49DMG|6TLV|7ERES|89DUR|9BPWR|aCDMG
153	13241 22253	   	192.56	DCR|3VULN|2DMG|1AART|2ASPD	129VULN|39ASPD|4BEXP|5AART|6DUR|7BELT|89DMG|9BPWR|aRCR
154	11123 63532	   	192.48	ACR|3VULN|2DMG|1FLTHEA|1ZMB	134VULN|2RCR|5RCVC|67DMG|8ZMB|9ASPD|aFLTHEA
155	11126 35411	   	192.29	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|5ZMB|67DMG|8LIT|9BEXP|aAART
156	14622 61333	   	192.25	DCR|3VULN|2DMG|1CDMG|2DUR|1ZMB	149VULN|2ZMB|39DMG|5CGEN|6RCR|7ERES|89DUR|9BPWR|aCDMG
157	14633 61333	   	192.25	DCR|3VULN|2DMG|1CDMG|2DUR|1ZMB	159VULN|2ZMB|39DMG|4MLV|6RCR|7ERES|89DUR|9BPWR|aCDMG
158	14222 46111	   	192.17	ACR|3VULN|3DMG|2DUR|1ZMB	17aVULN|2ZMB|36DUR|4RCR|589DMG
159	11143 36323	 * 	192.10	ACR|4VULN|2DMG|2CDMG|1SELL	1359VULN|2RCR|4RMIN|69DMG|7SELL|89CDMG|9BPWR|aBEXP
160	11143 36325	 * 	192.10	ACR|4VULN|2DMG|2CDMG|1SELL	1359VULN|2RCR|4RMIN|69DMG|7SELL|89CDMG|9BPWR|aLHND
161	11143 35122	   	192.05	ACR|5VULN|2DMG	1357aVULN|2RCR|4RMIN|67DMG|7BPWR|8DUR|9FEWX
162	11143 35142	   	192.05	ACR|5VULN|2DMG	1357aVULN|2RCR|4RMIN|67DMG|7BPWR|8DUR|9LWND
163	11143 35324	   	192.05	ACR|5VULN|2DMG	13578VULN|2RCR|4RMIN|67DMG|7BPWR|9DMSP|aDUR
164	11143 35343	   	192.05	ACR|5VULN|2DMG	13578VULN|2RCR|4RMIN|67DMG|7BPWR|9DUR|aLIT
165	11363 62312	   	192.05	ACR|5VULN|2DMG	14789VULN|2RCR|34BEXP|47BPWR|57DUST|67DMG|aDUR
166	11463 62312	   	192.05	ACR|5VULN|2DMG	14789VULN|2RCR|34FEWX|47BPWR|57DUST|67DMG|aDUR
167	11143 36321	 * 	192.00	ACR|4VULN|2DMG|2CDMG|1SELL	1359VULN|2RCR|4RMIN|69DMG|7SELL|89CDMG|9BPWR|aDUST
168	11143 36326	 * 	192.00	ACR|4VULN|2DMG|2CDMG|1SELL	1359VULN|2RCR|4RMIN|69DMG|7SELL|89CDMG|9BPWR|aLSRREG
169	11122 33354	   	191.95	ACR|5VULN|2DMG	1348aVULN|2RCR|5CGEN|67DMG|9DUR
170	11143 35152	   	191.95	ACR|5VULN|2DMG	1357aVULN|2RCR|4RMIN|67DMG|7BPWR|8DUR|9DUST
171	11143 35342	   	191.95	ACR|5VULN|2DMG	13578VULN|2RCR|4RMIN|67DMG|7BPWR|9DUR|aBASHEA
172	11143 36324	 * 	191.86	ACR|4VULN|2DMG|2CDMG|2SELL	1359VULN|2RCR|4RMIN|69DMG|7aSELL|89CDMG|9BPWR
173	13416 13323	   	191.86	DCR|4VULN|1AART|1DMG	1278VULN|3CGEN|4ASPD|5AART|6RCR|9DMG|aDUR
174	11552 23531	 * 	191.80	ACR|4VULN|3CDMG|1DMG|1ZMB	179aVULN|2RCR|39CGEN|4DMG|5ZMB|689CDMG|9BPWR
175	13343 62613	   	191.79	ACR|4VULN|2DMG|1AART	1279VULN|3BEXP|4RCR|57DUST|67DMG|7BPWR|8AART|aLHND
