0	Index      	 *	Score 	Summary	Detail	
1	62215 23633	 * 	180.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8ZMB|9ASPD|aVULN
83	12136 32516	   	164.26	DCR|2VULN|2DMG|1CDMG|1ZMB	1DMSP|2BELT|34DMG|5CDMG|6RCR|79VULN|8FEWX|aZMB
84	32631 22265	 * 	164.23	ACR|2AART|2VULN|1CDMG|1FLTHEA	1LIT|23AART|4LEGI|5RCR|6RPLT|7FLTHEA|89VULN|aCDMG
85	12136 32122	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1DMSP|2BELT|34DMG|5CDMG|6RCR|7aVULN|8ZMB|9ERES
86	32121 21226	   	164.16	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2aAART|3DMSP|4VULN|5RCR|6RPLT|7DMG|8ZMB|9CDMG
87	32621 21221	   	164.16	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9CDMG|aRMIN
88	32621 21633	   	164.16	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8CDMG|9MLV|aZMB
89	32621 21225	   	164.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9CDMG|aDUST
90	32621 21663	   	164.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8CDMG|9ERES|aZMB
91	32621 26353	   	164.03	ACR|2AART|2VULN|1DMG|1DUR	1LIT|23AART|4aVULN|5RCR|6RPLT|7CGEN|8DMG|9DUR
92	62215 23163	   	163.98	DCR|2DMG|1AART|1VULN|1CDMG	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8BEXP|9RCVC|aVULN
93	32621 21553	   	163.93	ACR|2AART|2VULN|1DMG|1DUR	1LIT|23AART|4aVULN|5RCR|6RPLT|7DMG|8TLV|9DUR
94	62215 23151	   	163.68	DCR|2DMG|1AART|1VULN|1CDMG	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8BEXP|9VULN|aRCVC
95	33423 62112	   	163.54	ACR|3VULN|1AART|1DMG|1ASPD	16LIT|2LWND|3CGEN|467VULN|5RCR|6BPWR|8ASPD|9DMG|aAART
96	32321 61316	   	163.48	DCR|3DMG|1AART|1VULN	19LIT|2AART|3FEWX|49aDMG|5VULN|6LWND|7RCR|89MLV|9BPWR
97	33423 22112	   	163.44	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2LWND|3CGEN|467VULN|5RCR|8ASPD|9DMG|aAART
98	32121 15143	   	163.33	ACR|2VULN|2DMG|1AART	1aLIT|2AART|3DMSP|4aVULN|5RCR|6FEWX|7LEGI|8LWND|9aDMG|aBPWR
99	32121 15243	   	163.33	ACR|2VULN|2DMG|1AART	1aLIT|2AART|3DMSP|4aVULN|5RCR|6FEWX|7LEGI|8LHND|9aDMG|aBPWR
100	32121 15443	   	163.33	ACR|2VULN|2DMG|1AART	1aLIT|2AART|3DMSP|4aVULN|5RCR|6FEWX|7LEGI|8BEXP|9aDMG|aBPWR
101	32321 61516	   	163.28	DCR|3DMG|1AART|1VULN	19LIT|2AART|3FEWX|49aDMG|5VULN|6LWND|7RCR|89ERES|9BPWR
102	53214 13236	   	163.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3LHND|4DMSP|5RCR|6aVULN|7AART|8DMG|9DUR
103	32121 45143	   	163.23	ACR|2VULN|2DMG|1AART	1aLIT|2AART|3DMSP|4aVULN|5RCR|6DUST|7LEGI|8LWND|9aDMG|aBPWR
104	32121 45243	   	163.23	ACR|2VULN|2DMG|1AART	1aLIT|2AART|3DMSP|4aVULN|5RCR|6DUST|7LEGI|8LHND|9aDMG|aBPWR
105	31225 23355	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2DUST|3ERES|46VULN|5DMG|7RCR|8CDMG|9DUR|aAART
106	12126 32611	   	163.18	DCR|2VULN|1AART|1DMG|1CDMG	1aDMSP|2BELT|3DMG|4RCVC|5CDMG|6RCR|79VULN|8AART
107	12126 32612	   	163.18	DCR|2VULN|1AART|1DMG|1CDMG	1DMSP|2aBELT|3DMG|4RCVC|5CDMG|6RCR|79VULN|8AART
108	12126 32613	   	163.18	DCR|2VULN|1AART|1DMG|1CDMG	1DMSP|2BELT|3DMG|4RCVC|5CDMG|6RCR|79VULN|8AART|aLHND
109	12126 32614	   	163.18	DCR|2VULN|1AART|1DMG|1CDMG	1DMSP|2BELT|3DMG|4RCVC|5CDMG|6RCR|79VULN|8AART|aLWND
110	12126 32615	   	163.18	DCR|2VULN|1AART|1DMG|1CDMG	1DMSP|2BELT|3DMG|4RCVC|5CDMG|6RCR|79VULN|8AART|aMGNLIT
111	12126 32663	   	163.18	DCR|2VULN|1AART|1DMG|1CDMG	1DMSP|2BELT|3DMG|4RCVC|5CDMG|6RCR|7aVULN|8AART|9LIT
112	12126 32616	   	163.08	DCR|2VULN|1AART|1DMG|1CDMG	1DMSP|2BELT|3DMG|4RCVC|5CDMG|6RCR|79VULN|8AART|aDUST
113	33425 32332	   	163.02	DCR|3VULN|1AART|1DMG|1ASPD	1LIT|2LWND|3CGEN|479VULN|5DMG|6ASPD|8RCR|aAART
114	32621 21335	 * 	162.97	ACR|3AART|2DMG|1VULN	1LIT|23aAART|4VULN|5RCR|6RPLT|78DMG|9RCVC
115	33225 32332	   	162.92	DCR|3VULN|1AART|1DMG|1ASPD	1LIT|2LWND|3ERES|479VULN|5DMG|6ASPD|8RCR|aAART
116	32621 21252	 * 	162.74	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9aDUR
117	12114 24323	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMSP|2BELT|3DMG|4aVULN|5DUST|6ASPD|7AART|8RCR|9CDMG
118	53133 83117	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3DMG|4LWND|5MBVNT|6aVULN|7AART|8RCR|9DUR
119	34131 21663	 * 	162.71	DCR|3VULN|1AART|2ZMB|1DUR	128LIT|28BPWR|3BASHEA|48ZMB|578VULN|6RCR|9DUR|aAART
120	53224 13226	   	162.61	ACR|2VULN|1AART|1DMG|2CDMG	1BEXP|24CDMG|3LHND|5RCR|6aVULN|7AART|8DMG|9FEWX
121	53124 13153	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3DMG|4ERES|5RCR|6aVULN|7LIT|8AART|9DUR
122	12126 32464	   	162.48	DCR|2VULN|1AART|1DMG|1CDMG	1DMSP|2BELT|3DMG|4RCVC|5CDMG|6RCR|7aVULN|8MBVNT|9AART
123	62215 23133	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8BEXP|9RMIN|aVULN
124	62215 23152	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8BEXP|9VULN|aLIT
125	62215 23236	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8LWND|9RMIN|aVULN
126	62215 23251	   	162.38	DCR|2DMG|1AART|1VULN|1CDMG	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8LWND|9VULN|aBELT
127	62215 23121	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8BEXP|9LSRHEA|aVULN
128	62215 23221	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8LWND|9LSRHEA|aVULN
129	62215 23253	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8LWND|9VULN|aDUST
130	11413 11356	   	162.26	DCR|3VULN|1AART|1ZMB|1ASPD	1DMSP|2BEXP|3ASPD|4AART|5BASICY|6RCR|7ZMB|89aVULN
131	33141 21532	   	162.23	ACR|2VULN|2DMG|1AART	13aLIT|29LWND|4AART|5RCR|6RPLT|7aDMG|8aVULN|aBPWR
132	12136 34521	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	1DMSP|2BELT|348DMG|5CDMG|6RCR|7ERES|9ZMB|aVULN
133	12136 35521	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	1DMSP|2BELT|348DMG|5CDMG|6RCR|7TLV|9ZMB|aVULN
134	11311 56322	   	162.18	DCR|3VULN|1AART|2CDMG	1DMSP|259BEXP|3RMIN|4AART|69CDMG|7RCR|89aVULN|9BPWR
135	53526 22113	   	161.97	DCR|4VULN|1AART|1CDMG	1BEXP|2CDMG|3BELT|4689VULN|5AART|7MLV|aRCR
136	32621 52311	   	161.78	ACR|2AART|2VULN|1CDMG|1ZMB	16LIT|23AART|46VULN|5RCR|6BPWR|7FEWX|8RMIN|9ZMB|aCDMG
137	32621 53311	   	161.78	ACR|2AART|2VULN|1CDMG|1ZMB	16LIT|23AART|46VULN|5RCR|6BPWR|7BEXP|8RMIN|9ZMB|aCDMG
138	32621 65111	   	161.78	ACR|2AART|2VULN|1CDMG|1ZMB	17LIT|23AART|47VULN|5RCR|67MLV|7BPWR|8DUST|9ZMB|aCDMG
139	53153 73324	   	161.71	DCR|3DMG|2VULN|1CDMG	1aBEXP|2CDMG|36aDMG|4DUST|5MBVNT|7LIT|8aVULN|9RCR|aBPWR
140	32621 51311	   	161.68	ACR|2AART|2VULN|1CDMG|1ZMB	16LIT|23AART|46VULN|5RCR|6BPWR|7DUST|8RMIN|9ZMB|aCDMG
141	32621 52111	   	161.68	ACR|2AART|2VULN|1CDMG|1ZMB	16LIT|23AART|46VULN|5RCR|6BPWR|7FEWX|8ERES|9ZMB|aCDMG
142	32621 52611	   	161.68	ACR|2AART|2VULN|1CDMG|1ZMB	16LIT|23AART|46VULN|5RCR|6BPWR|7FEWX|8TLV|9ZMB|aCDMG
143	32621 53111	   	161.68	ACR|2AART|2VULN|1CDMG|1ZMB	16LIT|23AART|46VULN|5RCR|6BPWR|7BEXP|8ERES|9ZMB|aCDMG
144	32621 53611	   	161.68	ACR|2AART|2VULN|1CDMG|1ZMB	16LIT|23AART|46VULN|5RCR|6BPWR|7BEXP|8TLV|9ZMB|aCDMG
145	32621 63611	   	161.68	ACR|2AART|2VULN|1CDMG|1ZMB	1LIT|23AART|48VULN|5RCR|6MLV|7FEWX|9ZMB|aCDMG
146	12136 32651	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1aDMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8AART|9RCVC
147	12136 32652	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2aBELT|34DMG|5CDMG|6RCR|7VULN|8AART|9RCVC
148	12136 32653	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2BELT|34DMG|5CDMG|6RCR|7VULN|8AART|9RCVC|aLHND
149	22125 32324	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2CGEN|3LIT|47VULN|5DMG|6ASPD|8RCR|9AART|aCDMG
150	22365 32324	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2CGEN|37VULN|4LIT|5DMG|6ASPD|8RCR|9AART|aCDMG
151	26125 32324	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2MLV|3LIT|47VULN|5DMG|6ASPD|8RCR|9AART|aCDMG
152	33425 32324	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2LWND|3CGEN|47VULN|5DMG|6ASPD|8RCR|9AART|aCDMG
153	32621 51111	   	161.58	ACR|2AART|2VULN|1CDMG|1ZMB	16LIT|23AART|46VULN|5RCR|6BPWR|7DUST|8ERES|9ZMB|aCDMG
154	25225 32324	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2LIT|3ERES|47VULN|5DMG|6ASPD|8RCR|9AART|aCDMG
155	33225 32324	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2LWND|3ERES|47VULN|5DMG|6ASPD|8RCR|9AART|aCDMG
156	41125 32324	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2BEXP|3LIT|47VULN|5DMG|6ASPD|8RCR|9AART|aCDMG
157	53124 14312	   	161.51	ACR|2VULN|1AART|1DMG|2CDMG	178BEXP|28CDMG|3DMG|4ERES|5RCR|68VULN|8BPWR|9AART|aMLV
158	32121 21362	   	161.50	ACR|3DMG|1AART|1VULN	1aLIT|2AART|3DMSP|4VULN|5RCR|6RPLT|78aDMG|9aLWND|aBPWR
159	32262 52233	   	161.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2AART|39VULN|4BELT|5DUR|6RCR|7CANHEL|8ZMB|aCDMG
160	31225 23626	   	161.41	DCR|2VULN|2DMG|1AART	1LIT|2DUST|3ERES|46VULN|5aDMG|7RCR|8AART|9FEWX
161	53124 14313	   	161.41	ACR|2VULN|1AART|1DMG|2CDMG	178BEXP|28CDMG|3DMG|4aERES|5RCR|68VULN|8BPWR|9AART
162	32322 31152	   	161.38	DCR|2DMG|1AART|1VULN|1CDMG	1LIT|2AART|36FEWX|46DMG|5BELT|6BPWR|7RCR|8LHND|9CDMG|aVULN
163	32322 31252	   	161.38	DCR|2DMG|1AART|1VULN|1CDMG	1LIT|2AART|36FEWX|46DMG|5BELT|6BPWR|7RCR|8LWND|9CDMG|aVULN
