0	Index      	 *	Score 	Summary	Detail	
1	66253 13312	 * 	193.12	DCR|3VULN|3DMG|2CDMG|1DUR	1LHND|25CDMG|345DMG|5BPWR|67aVULN|8RCR|9DUR
70	12875 21213	 * 	171.39	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1LWND|2MBVNT|35CDMG|45DMG|5BPWR|6BEXP|7ZMB|8RCR|9VULN|aAART
71	12875 12213	   	171.29	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	1LWND|2MBVNT|35CDMG|45DMG|5BPWR|6ZMB|7DUST|8RCR|9VULN|aAART
72	12627 23241	   	170.88	ACR|3DMG|1AART|1VULN|1DUR|1ASPD	1LWND|2MBVNT|346DMG|5RCR|7ASPD|8DUR|9AART|aVULN
73	12237 13272	 * 	170.85	ACR|3VULN|1AART|1DMG|1CDMG	17LWND|2MBVNT|367VULN|47MLV|5RCR|7BPWR|8CDMG|9AART|aDMG
74	12227 13272	   	170.75	ACR|3VULN|1AART|1DMG|1CDMG	17LWND|2MBVNT|367VULN|4RMIN|5RCR|7BPWR|8CDMG|9AART|aDMG
75	12477 13272	   	170.75	ACR|3VULN|1AART|1DMG|1CDMG	17LWND|2MBVNT|3RMIN|467VULN|5RCR|7BPWR|8CDMG|9AART|aDMG
76	12213 43376	   	170.68	DCR|4VULN|1AART|1DMG	1LWND|2MBVNT|367aVULN|4DMG|5RPLT|8RCR|9AART
77	12277 13272	   	170.65	ACR|3VULN|1AART|1DMG|1CDMG	17LWND|2MBVNT|367VULN|47TLV|5RCR|7BPWR|8CDMG|9AART|aDMG
78	23161 25123	 * 	170.63	DCR|3ZMB|1AART|1DMG|1VULN|1CDMG|1SELL	125ZMB|2BPWR|3SELL|4AART|6BEXP|7RCR|8DMG|9CDMG|aVULN
79	66253 13321	   	170.53	DCR|3DMG|2VULN|2CDMG	1LHND|25CDMG|345DMG|5BPWR|67VULN|8RCR|9LWND|aLIT
80	12726 54431	 * 	170.45	DCR|2DMG|2AART|1VULN|1DUR|1ASPD	1LWND|2MBVNT|3ASPD|48DMG|5VULN|6aAART|7RCR|9DUR
81	12726 54134	 * 	170.45	DCR|2VULN|2AART|1DMG|1DUR|1ASPD	1LWND|2MBVNT|3ASPD|4DMG|5aVULN|68AART|7RCR|9DUR
82	66253 13323	   	170.43	DCR|3DMG|2VULN|2CDMG	1LHND|25CDMG|345DMG|5BPWR|67VULN|8RCR|9LWND|aMBVNT
83	12223 82264	   	170.43	DCR|3VULN|2DMG|2CDMG	1LWND|2MBVNT|36aVULN|4RMIN|56CDMG|6BPWR|79DMG|8RCR
84	12473 82264	   	170.43	DCR|3VULN|2DMG|2CDMG	1LWND|2MBVNT|3RMIN|46aVULN|56CDMG|6BPWR|79DMG|8RCR
85	26211 26413	 * 	170.42	ACR|3DMG|3ZMB|3CDMG	18aZMB|28aCDMG|3BELT|4RCR|5LIT|6LWND|78aDMG|8aBPWR|9RMIN
86	26211 36413	   	170.42	ACR|3DMG|3ZMB|3CDMG	18aZMB|28aCDMG|3BELT|4RCR|5LIT|6LHND|78aDMG|8aBPWR|9RMIN
87	12572 81141	   	170.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2MBVNT|3LIT|4VULN|57DMG|6RCR|8ZMB|9AART|aCDMG
88	12572 84141	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2MBVNT|3LIT|47VULN|5DMG|6RCR|8ZMB|9AART|aCDMG
89	23161 25133	 * 	170.26	DCR|3DMG|3ZMB|1AART|1SELL	125ZMB|2aBPWR|3SELL|4AART|6aBEXP|7RCR|89aDMG
90	12726 54122	 * 	170.12	DCR|2VULN|2AART|1DMG|2ASPD	1LWND|2MBVNT|3aASPD|4DMG|59VULN|68AART|7RCR
91	11326 32313	   	170.04	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2CGEN|37DMG|4LHND|5RCR|6aVULN|8ZMB|9AART
92	13126 32113	   	170.04	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2ZMB|3MLV|4LHND|5RCR|6aVULN|78DMG|9AART
93	14536 32313	   	170.04	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2LHND|37DMG|4CGEN|5RCR|6aVULN|8ZMB|9AART
94	61336 32313	   	170.04	ACR|2VULN|2DMG|1AART|1ZMB	1LHND|2CGEN|37DMG|4LWND|5RCR|6aVULN|8ZMB|9AART
95	63136 32113	   	170.04	ACR|2VULN|2DMG|1AART|1ZMB	1LHND|2ZMB|3MLV|4LWND|5RCR|6aVULN|78DMG|9AART
96	12572 82244	   	169.85	DCR|2VULN|2DMG|1AART|1DUR	17LWND|2MBVNT|3LIT|47VULN|57DMG|6RCR|7BPWR|8CGEN|9DUR|aAART
97	12572 82333	   	169.85	DCR|2VULN|2DMG|1AART|1DUR	17LWND|2MBVNT|3LIT|47VULN|57DMG|6RCR|7BPWR|8FEWX|9DUR|aAART
98	12572 82413	   	169.85	DCR|2VULN|2DMG|1AART|1DUR	17LWND|2MBVNT|3LIT|47VULN|57DMG|6RCR|7BPWR|8DUR|9LHND|aAART
99	13222 33433	   	169.82	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2ZMB|367VULN|4DMG|5DUR|8LIT|9AART|aRCR
100	12726 54423	   	169.65	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|2MBVNT|3ASPD|48DMG|59VULN|6AART|7RCR|aCGEN
101	12652 13373	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	15LWND|2MBVNT|35DMG|4RPLT|5BPWR|67VULN|8RCR|9AART|aZMB
102	12726 54413	   	169.55	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|2MBVNT|3ASPD|48DMG|5aVULN|6AART|7RCR|9TLV
103	12726 54424	   	169.55	DCR|2VULN|2DMG|1AART|1ASPD	1LWND|2MBVNT|3ASPD|48DMG|59VULN|6AART|7RCR|aLEGI
104	12227 22323	   	169.34	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2MBVNT|39VULN|4RMIN|5RCR|67DMG|8ZMB|aAART
105	12477 22323	   	169.34	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2MBVNT|3RMIN|49VULN|5RCR|67DMG|8ZMB|aAART
106	13266 22523	   	169.34	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|2ZMB|39VULN|4DUST|5RCR|67DMG|8RMIN|aAART
107	26213 44323	 * 	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|3BELT|4RCR|56VULN|7CGEN|8ASPD|9aDMG
108	14625 33111	   	169.10	DCR|4VULN|2DMG|1ASPD	1LWND|2LHND|3ASPD|48DMG|567aVULN|9RCR
109	13324 41222	 * 	169.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	13LWND|2ZMB|4RCR|56DMG|7RCVC|8AART|9CDMG|aVULN
110	13524 41222	   	169.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LWND|2ZMB|3DMSP|4RCR|56DMG|7RCVC|8AART|9CDMG|aVULN
111	13221 41242	   	169.02	DCR|2VULN|2DMG|1AART|1ZMB	15LWND|2ZMB|39VULN|46DMG|7BELT|8RCR|aAART
112	13234 41242	   	169.02	DCR|2VULN|2DMG|1AART|1ZMB	1LWND|2ZMB|39VULN|4RCVC|56DMG|7BELT|8RCR|aAART
113	63222 41242	   	169.02	DCR|2VULN|2DMG|1AART|1ZMB	15LHND|2ZMB|39VULN|46DMG|7BELT|8RCR|aAART
114	63225 41212	   	169.02	DCR|2VULN|2DMG|1AART|1ZMB	19LHND|2ZMB|35VULN|46DMG|7BELT|8RCR|aAART
115	12572 82321	   	169.01	DCR|3VULN|2DMG|1CDMG	17LWND|2MBVNT|3LIT|47aVULN|57DMG|6RCR|7BPWR|8FEWX|9CDMG
116	12725 21443	   	168.75	DCR|3VULN|2DMG|1CDMG|1ASPD	18LWND|2MBVNT|3ASPD|48DMG|5CDMG|6LIT|78aVULN|8BPWR|9RCR
117	62725 21443	   	168.75	DCR|3VULN|2DMG|1CDMG|1ASPD	18LHND|2MBVNT|3ASPD|48DMG|5CDMG|6LIT|78aVULN|8BPWR|9RCR
118	23321 22231	 * 	168.62	ACR|3VULN|3ZMB|1AART	129ZMB|29BPWR|3RCVC|4RCR|59aVULN|679MLV|8AART
119	26211 16422	 * 	168.59	ACR|2DMG|3ZMB|1VULN|2CDMG	189ZMB|28CDMG|3BELT|4RCR|5LIT|6BEXP|78DMG|8BPWR|aVULN
120	26211 26422	   	168.59	ACR|2DMG|3ZMB|1VULN|2CDMG	189ZMB|28CDMG|3BELT|4RCR|5LIT|6LWND|78DMG|8BPWR|aVULN
121	26211 36422	   	168.59	ACR|2DMG|3ZMB|1VULN|2CDMG	189ZMB|28CDMG|3BELT|4RCR|5LIT|6LHND|78DMG|8BPWR|aVULN
122	13324 63141	   	168.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	13LWND|2ZMB|4RCR|5DMG|6LIT|7CDMG|8aVULN|9AART
123	13266 13623	 * 	168.48	ACR|4VULN|1AART|1ZMB|1DUR	17LWND|2ZMB|3679VULN|47DUST|5RCR|7BPWR|8DUR|aAART
124	13326 41262	   	168.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	13LWND|2ZMB|4RCR|5ERES|6aDMG|7VULN|8CDMG|9AART
125	25242 16312	 * 	168.30	DCR|3VULN|3ZMB|2CDMG|1DUR	167ZMB|25FEWX|37aVULN|47CDMG|7BPWR|8RCR|9DUR
126	13224 53262	 * 	168.21	DCR|2VULN|2DMG|2ASPD|1CDMG|1ZMB	1LWND|2ZMB|36VULN|49DMG|5CDMG|78ASPD|aRCR
127	23321 35536	 * 	168.14	ACR|3VULN|2DMG|2ZMB	12ZMB|2BPWR|3RCVC|4RCR|57aVULN|6BEXP|89DMG
128	23321 15536	   	168.04	ACR|3VULN|2DMG|2ZMB	12ZMB|2BPWR|3RCVC|4RCR|57aVULN|6DUST|89DMG
129	23164 61131	 * 	167.94	DCR|3AART|2DMG|2ZMB|1CDMG|1SELL	12ZMB|2BPWR|3SELL|45aAART|69DMG|7CDMG|8RCR
130	23264 61131	 * 	167.94	DCR|3AART|2DMG|2ZMB|1CDMG|1SELL	12ZMB|2BPWR|3CDMG|45aAART|69DMG|7SELL|8RCR
131	13324 63162	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	13LWND|2ZMB|4RCR|5DMG|6LIT|7CDMG|89VULN|aAART
132	26211 12142	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3BELT|4RCR|5LIT|6BEXP|78VULN|9DMG|aAART
133	26211 52142	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3BELT|4RCR|5LIT|6FEWX|78VULN|9DMG|aAART
134	26212 43142	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3BELT|4RCR|5BEXP|68VULN|7LIT|9DMG|aAART
135	62423 37436	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2MBVNT|3BASICY|4ZMB|5AART|6CDMG|7aVULN|8RCR|9DMG
136	62463 37431	   	167.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|2MBVNT|3BASICY|49DMG|5AART|6CDMG|7VULN|8RCR|aZMB
137	12775 12243	   	167.85	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1LWND|2MBVNT|3ASPD|46VULN|5CDMG|7DMG|8RCR|9DUR|aAART
138	26213 43242	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3BELT|4RCR|56VULN|7LIT|8DUST|9DMG|aAART
139	26213 62242	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CDMG|3BELT|4RCR|57VULN|6LIT|8DUST|9DMG|aAART
140	12215 11478	   	167.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2MBVNT|36VULN|4DMG|5CDMG|7ZMB|8ASPD|9AART|aRCR
141	12253 12478	   	167.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2MBVNT|36VULN|4ZMB|5CDMG|7DMG|8ASPD|9AART|aRCR
142	62627 44234	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	1LHND|2MBVNT|34DMG|5RCR|6AART|7aVULN|8MLV|9DUR
143	62627 44434	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	1LHND|2MBVNT|34DMG|5RCR|6AART|7aVULN|8RMIN|9DUR
144	62627 44222	   	167.67	ACR|2VULN|2DMG|1AART|1ASPD	1LHND|2MBVNT|34DMG|5RCR|6AART|79VULN|8MLV|aASPD
145	62627 44422	   	167.67	ACR|2VULN|2DMG|1AART|1ASPD	1LHND|2MBVNT|34DMG|5RCR|6AART|79VULN|8RMIN|aASPD
146	12227 26123	   	167.64	ACR|2VULN|2AART|1DMG|1FLTHEA	1LWND|2MBVNT|39VULN|4RMIN|5RCR|6DMG|78AART|aFLTHEA
147	12477 26123	   	167.64	ACR|2VULN|2AART|1DMG|1FLTHEA	1LWND|2MBVNT|3RMIN|49VULN|5RCR|6DMG|78AART|aFLTHEA
148	12213 43373	   	167.58	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2MBVNT|367VULN|4DMG|5RPLT|8RCR|9AART|aZMB
149	12673 43373	   	167.58	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2MBVNT|3DMG|467VULN|5RPLT|8RCR|9AART|aZMB
150	62627 44124	   	167.57	ACR|2VULN|2DMG|1AART|1DUR	1LHND|2MBVNT|34DMG|5RCR|6AART|7aVULN|8DUR|9TLV
151	62627 44133	   	167.57	ACR|2VULN|2DMG|1AART|1DUR	1LHND|2MBVNT|34DMG|5RCR|6AART|7aVULN|8DUR|9DUST
152	12775 12214	   	167.47	DCR|4VULN|1DMG|1CDMG|1ASPD	1LWND|2MBVNT|3ASPD|469aVULN|5CDMG|7DMG|8RCR
153	12627 41633	   	167.40	ACR|3DMG|1AART|1VULN|1ZMB	1LWND|2MBVNT|348DMG|5RCR|6BELT|7ZMB|9VULN|aAART
154	12227 18323	   	167.40	ACR|3VULN|1AART|1DMG|1ZMB	1LWND|2MBVNT|369VULN|4RMIN|5RCR|7DMG|8ZMB|aAART
155	12477 18323	   	167.40	ACR|3VULN|1AART|1DMG|1ZMB	1LWND|2MBVNT|3RMIN|469VULN|5RCR|7DMG|8ZMB|aAART
156	12223 82243	 * 	167.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1LWND|2MBVNT|36VULN|4RMIN|56CDMG|6BPWR|7DMG|8RCR|9DUR|aAART
157	12458 82243	   	167.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1LWND|2MBVNT|3RMIN|46CDMG|56VULN|6BPWR|7DMG|8RCR|9DUR|aAART
158	12473 82243	   	167.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1LWND|2MBVNT|3RMIN|46VULN|56CDMG|6BPWR|7DMG|8RCR|9DUR|aAART
159	26213 33233	   	167.24	ACR|2VULN|1AART|2ZMB|2ASPD|1CDMG	19ZMB|2CDMG|3BELT|4RCR|59VULN|69ASPD|7AART|8RPLT|9BPWR|aRMIN
160	26213 33235	   	167.24	ACR|2VULN|1AART|2ZMB|2ASPD|1CDMG	19ZMB|2CDMG|3BELT|4RCR|59VULN|69ASPD|7AART|8RPLT|9BPWR|aLWND
161	26216 23611	   	167.22	ACR|2VULN|3ZMB|1AART|1CDMG	18aZMB|2CDMG|3BELT|4RCR|5RMIN|6aVULN|7AART|9aMLV|aBPWR
162	26216 23621	   	167.22	ACR|2VULN|3ZMB|1AART|1CDMG	18aZMB|2CDMG|3BELT|4RCR|5RMIN|6aVULN|7AART|9aCGEN|aBPWR
163	13266 25323	   	167.20	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1LWND|2ZMB|39VULN|4DUST|5RCR|6DMG|7AART|8RCVC|aFLTHEA
