0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63331 64322	8	 * 	290.36	橙3易伤3时间2伤害1等级	135时间236易伤36序列升级46伤害7敌人爆炸8核9雷电a等级
59	63331 61412	6	   	271.50	橙3易伤3伤害3时间	135时间236易伤36序列升级469伤害7最后敌人8核a低血量敌人
60	63331 61413	6	   	271.50	橙3易伤3伤害3时间	135时间236易伤36序列升级469伤害7最后敌人8核a金币生成
61	63331 62412	7	   	271.50	橙3易伤3伤害3时间	135时间236易伤36序列升级469伤害7基地爆炸8核a低血量敌人
62	63331 62413	7	   	271.50	橙3易伤3伤害3时间	135时间236易伤36序列升级469伤害7基地爆炸8核a金币生成
63	63331 64312	8	   	271.50	橙3易伤3伤害3时间	135时间236易伤36序列升级469伤害7敌人爆炸8核a低血量敌人
64	63331 64313	8	   	271.50	橙3易伤3伤害3时间	135时间236易伤36序列升级469伤害7敌人爆炸8核a金币生成
65	63331 64313	10	   	271.50	橙3易伤3伤害3时间	135时间236易伤36序列升级46a伤害7敌人爆炸8核9立即金币
66	63331 64321	9	   	271.50	橙3易伤3伤害3时间	135时间236易伤36序列升级46a伤害7敌人爆炸8核9平台
67	63332 14412	6	   	271.50	橙3易伤3伤害3时间	137时间237易伤37序列升级479伤害5立即金币6挖青8核a低血量敌人
68	63332 14413	6	   	271.50	橙3易伤3伤害3时间	137时间237易伤37序列升级479伤害5立即金币6挖青8核a金币生成
69	63331 61411	6	   	271.40	橙3易伤3伤害3时间	135时间236易伤36序列升级469伤害7最后敌人8核a挖尘
70	63331 62411	7	   	271.40	橙3易伤3伤害3时间	135时间236易伤36序列升级469伤害7基地爆炸8核a挖尘
71	63331 63412	7	   	271.40	橙3易伤3伤害3时间	135时间236易伤36序列升级469伤害7挖尘8核a矿等
72	63331 64311	8	   	271.40	橙3易伤3伤害3时间	135时间236易伤36序列升级469伤害7敌人爆炸8核a挖尘
73	63332 14411	6	   	271.40	橙3易伤3伤害3时间	137时间237易伤37序列升级479伤害5立即金币6挖青8核a挖尘
74	63331 63411	7	   	271.30	橙3易伤3伤害3时间	135时间236易伤36序列升级469伤害7a挖尘8核
75	63331 63413	7	   	271.30	橙3易伤3伤害3时间	135时间236易伤36序列升级469伤害7挖尘8核a赏金邻近
76	63351 14322	4	   	271.14	橙4易伤2等级2时间	13时间2367易伤3序列升级48立即金币5a等级9核
77	63352 14322	5	   	271.14	橙4易伤2等级2时间	13时间2367易伤3序列升级48立即金币5a等级9核
78	63352 24322	6	   	271.14	橙4易伤2等级2时间	13时间2367易伤3序列升级48立即金币5a等级9核
79	63331 21425	7	   	270.80	橙3易伤3时间2伤害2雷电	135时间23a易伤3a序列升级4a伤害6金币生成7矿等8核9a雷电
80	63331 13425	5	   	270.70	橙3易伤3时间2伤害2雷电	135时间23a易伤3a序列升级4a伤害6掉矿7金币生成8核9a雷电
81	63331 22425	7	   	270.70	橙3易伤3时间2伤害2雷电	135时间23a易伤3a序列升级4a伤害6金币生成7掉矿8核9a雷电
82	63331 22625	8	   	270.70	橙3易伤3时间2伤害2雷电	135时间23a易伤3a序列升级4a伤害6金币生成7掉矿8核9a雷电
83	63361 13522	3	 * 	270.47	橙5易伤2时间1等级	13时间23468易伤3序列升级5等级7敌人爆炸9核a额外掉落
84	63361 13523	3	   	270.47	橙5易伤2时间1等级	13时间23468易伤3序列升级5等级7敌人爆炸9核a基地爆炸
85	63361 14222	3	   	270.47	橙5易伤2时间1等级	13时间23467易伤3序列升级5等级8敌人爆炸9核a额外掉落
86	63361 14223	3	   	270.47	橙5易伤2时间1等级	13时间23467易伤3序列升级5等级8敌人爆炸9核a基地爆炸
87	63361 13521	3	   	270.37	橙5易伤2时间1等级	13时间23468易伤3序列升级5等级7敌人爆炸9核a掉矿
88	63361 14221	3	   	270.37	橙5易伤2时间1等级	13时间23467易伤3序列升级5等级8敌人爆炸9核a掉矿
89	61136 21323	5	   	270.05	橙3易伤2等级2时间1伤害	18时间2立即金币367易伤4伤害5a等级9核
90	63436 21323	5	   	270.05	橙3易伤2等级2时间1伤害	18时间267易伤3双倍矿4伤害5a等级9核
91	63331 61613	9	   	269.40	橙3易伤3时间2伤害1暴击	135时间236易伤36序列升级46伤害7矿等8核9掉矿a暴击
92	63325 21523	5	   	268.27	橙4易伤2时间1等级2攻速	13时间2367易伤3序列升级4金币生成58攻速9核a等级
93	63315 21523	5	   	268.17	橙4易伤2时间1等级2攻速	13时间2367易伤3序列升级4掉矿58攻速9核a等级
94	63315 61323	7	   	268.17	橙4易伤2时间1等级2攻速	13时间2378易伤3序列升级4掉矿56攻速9核a等级
95	63315 61323	6	   	268.17	橙4易伤2时间1等级2攻速	13时间2378易伤3序列升级4掉矿56攻速9核a等级
96	63331 33426	7	   	267.52	橙4易伤3时间1伤害	135时间237a易伤3序列升级4伤害6基地爆炸8核9雷电
97	63335 21315	5	   	267.52	橙4易伤3时间1伤害	138时间2367易伤3序列升级4伤害5攻速9基地爆炸a核
98	63331 14326	4	   	267.52	橙4易伤3时间1伤害	138时间2367易伤3序列升级4伤害5双倍矿9雷电a核
99	63331 33435	7	   	267.52	橙4易伤3时间1伤害	135时间2379易伤3序列升级4伤害6基地爆炸8核a雷电
100	63332 14326	5	   	267.52	橙4易伤3时间1伤害	138时间2367易伤3序列升级4伤害5立即金币9雷电a核
101	63331 13426	7	   	267.42	橙4易伤3时间1伤害	135时间237a易伤3序列升级4伤害6挖尘8核9雷电
102	63331 13435	7	   	267.42	橙4易伤3时间1伤害	135时间2379易伤3序列升级4伤害6挖尘8核a雷电
103	63335 21513	5	   	267.42	橙4易伤3时间1伤害	13a时间2367易伤3序列升级4伤害5攻速8挖尘9核
104	13332 61523	8	 * 	267.25	橙4易伤2伤害1等级	13敌人爆炸2378易伤3序列升级45伤害6攻速9核a等级
105	63336 62211	9	   	266.92	橙2易伤3时间2伤害1等级1全技能	137时间23易伤3序列升级48伤害5等级6全技能9敌人爆炸a核
106	63336 62231	9	   	266.92	橙2易伤3时间2伤害1等级1全技能	137时间23易伤3序列升级48伤害5等级6全技能9低血量敌人a核
107	63336 62211	8	   	266.82	橙2易伤3时间2伤害1等级1全技能	137时间23易伤3序列升级48伤害5等级6全技能9挖尘a核
108	63336 62311	7	   	266.82	橙2易伤3时间2伤害1等级1全技能	137时间23易伤3序列升级48伤害5等级6全技能9挖尘a核
109	53223 23341	6	 * 	266.77	橙3易伤2等级2伤害1全技能	169最后敌人279易伤3低血量敌人4全技能56等级69序列升级89伤害a核
110	13335 21314	5	   	265.91	橙4易伤1等级1伤害1时间	13敌人爆炸2367易伤3序列升级4伤害5攻速8时间9核a等级
111	53335 21314	5	   	265.91	橙4易伤1等级1伤害1时间	13最后敌人2367易伤3序列升级4伤害5攻速8时间9核a等级
112	63326 21112	5	   	265.77	橙4易伤2时间1等级1暴击	13时间2367易伤3序列升级4金币生成5等级8暴击9基地爆炸a核
113	63326 21122	5	   	265.77	橙4易伤2时间1等级1暴击	13时间2367易伤3序列升级4金币生成5等级8暴击9低血量敌人a核
114	63326 51112	7	   	265.77	橙4易伤2时间1等级1暴击	13时间2367易伤3序列升级4金币生成5等级8暴击9基地爆炸a核
115	63326 51112	6	   	265.77	橙4易伤2时间1等级1暴击	13时间2367易伤3序列升级4金币生成5等级8暴击9基地爆炸a核
116	63326 51122	7	   	265.77	橙4易伤2时间1等级1暴击	13时间2367易伤3序列升级4金币生成5等级8暴击9低血量敌人a核
117	63326 51122	6	   	265.77	橙4易伤2时间1等级1暴击	13时间2367易伤3序列升级4金币生成5等级8暴击9低血量敌人a核
118	63352 21322	7	   	265.77	橙4易伤2时间1等级1暴击	13时间2368易伤3序列升级4立即金币5等级7基地爆炸9暴击a核
119	63361 15112	3	   	265.77	橙4易伤2时间1等级1暴击	13时间2346易伤3序列升级5等级7暴击8金币生成9基地爆炸a核
120	63361 15122	3	   	265.77	橙4易伤2时间1等级1暴击	13时间2346易伤3序列升级5等级7暴击8金币生成9低血量敌人a核
121	63361 16112	3	   	265.77	橙4易伤2时间1等级1暴击	13时间2346易伤3序列升级5等级7金币生成8暴击9基地爆炸a核
122	63361 16122	3	   	265.77	橙4易伤2时间1等级1暴击	13时间2346易伤3序列升级5等级7金币生成8暴击9低血量敌人a核
123	63332 24422	6	   	265.76	橙2易伤3时间2伤害1等级	137时间23易伤37序列升级47伤害5立即金币67敌人爆炸8核9雷电a等级
124	63316 21115	5	   	265.67	橙4易伤2时间1等级1暴击	13时间2367易伤3序列升级4掉矿5等级8暴击9基地爆炸a核
125	63316 21125	5	   	265.67	橙4易伤2时间1等级1暴击	13时间2367易伤3序列升级4掉矿5等级8暴击9低血量敌人a核
126	63326 21162	5	   	265.67	橙4易伤2时间1等级1暴击	13时间2367易伤3序列升级4金币生成5等级8暴击9挖尘a核
127	63326 21222	5	   	265.67	橙4易伤2时间1等级1暴击	13时间2367易伤3序列升级4金币生成5等级8掉矿9暴击a核
128	63326 51222	6	   	265.67	橙4易伤2时间1等级1暴击	13时间2367易伤3序列升级4金币生成5等级8掉矿9暴击a核
129	63326 51222	7	   	265.67	橙4易伤2时间1等级1暴击	13时间2367易伤3序列升级4金币生成5等级8掉矿9暴击a核
130	63361 16222	3	   	265.67	橙4易伤2时间1等级1暴击	13时间2346易伤3序列升级5等级7金币生成8掉矿9暴击a核
131	63331 62612	10	 * 	265.64	4易伤3伤害2等级3时间	135时间236a易伤36a序列升级46a伤害7基地爆炸8雷电9a等级
132	63331 63612	10	   	265.54	4易伤3伤害2等级3时间	135时间236a易伤36a序列升级46a伤害7挖尘8雷电9a等级
133	63331 61411	7	   	265.41	橙3易伤3时间2伤害1全技能	135时间236易伤36序列升级46伤害7矿等8全技能9挖尘a核
134	63352 23362	7	   	265.35	橙4易伤3时间1等级	138时间2369易伤3序列升级4立即金币5等级7矿等a核
135	61263 14332	10	   	265.04	橙3易伤2等级2时间2雷电	17时间2立即金币39雷电47等级567易伤7序列升级8金币生成a核
136	63336 26232	5	   	264.69	橙3易伤2时间1等级1伤害1暴击	13时间236易伤3序列升级4伤害5等级7暴击8立即金币9掉矿a核
137	61211 36632	1	   	264.59	橙3易伤2时间1等级1伤害1暴击	12时间2序列升级3暴击4等级578易伤6伤害9掉矿a核
138	63211 36632	1	   	264.59	橙3易伤2时间1等级1伤害1暴击	12时间3暴击4等级578易伤6伤害9掉矿a核
139	63336 62132	6	 * 	264.37	橙2易伤2时间1等级1伤害2暴击1全技能	13时间23易伤3序列升级4伤害5等级6全技能7攻速8a暴击9核
140	63333 51325	8	   	264.33	橙5易伤2时间1伤害	13时间2367a易伤3序列升级4伤害58金币生成9核
141	61136 21326	5	   	264.26	橙3易伤3时间1等级1伤害	18a时间2立即金币367易伤4伤害5等级9核
142	63331 14225	4	   	264.23	橙5易伤2时间1伤害	13时间2367a易伤3序列升级4伤害5双倍矿8掉矿9核
143	63332 14225	5	   	264.23	橙5易伤2时间1伤害	13时间2367a易伤3序列升级4伤害5立即金币8掉矿9核
144	63332 51325	7	   	264.23	橙5易伤2时间1伤害	13时间2378a易伤3序列升级4伤害5立即金币6掉矿9核
145	63332 51325	6	   	264.23	橙5易伤2时间1伤害	13时间2378a易伤3序列升级4伤害5立即金币6掉矿9核
146	13361 14125	3	   	264.19	橙5易伤1等级1时间	13敌人爆炸23467易伤3序列升级5等级8时间9核a雷电
147	63331 61335	10	   	264.15	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7矿等8策反9攻速a核
148	63331 64323	9	   	264.15	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7敌人爆炸8核9平台a攻速
149	63331 61421	6	   	264.15	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7最后敌人8核9雷电a敌人爆炸
150	63331 61611	8	   	264.15	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7矿等8核9雷电a低血量敌人
151	63331 62421	7	   	264.15	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7基地爆炸8核9雷电a敌人爆炸
152	63331 64321	8	   	264.15	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7a敌人爆炸8核9雷电
153	63331 64331	10	   	264.15	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7a敌人爆炸8核9攻速
154	63331 64331	9	   	264.15	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7敌人爆炸8核9攻速a金币生成
155	63331 64332	9	   	264.15	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7敌人爆炸8核9攻速a低血量敌人
156	63331 64333	9	   	264.15	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7敌人爆炸8核9攻速a立即金币
157	63332 14421	6	   	264.15	橙3易伤3时间2伤害	137时间237易伤37序列升级47伤害5立即金币6挖青8核9雷电a敌人爆炸
158	63331 63421	7	   	264.05	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7挖尘8核9雷电a敌人爆炸
159	63331 33415	7	   	264.05	橙3易伤3时间2伤害	135时间237易伤3序列升级49伤害6基地爆炸8核a雷电
160	63331 33426	6	   	264.05	橙3易伤3时间2伤害	135时间23a易伤3序列升级47伤害6基地爆炸8核9雷电
161	63331 33435	6	   	264.05	橙3易伤3时间2伤害	135时间239易伤3序列升级47伤害6基地爆炸8核a雷电
162	63331 61422	6	   	264.05	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7最后敌人8核9雷电a赏金塔
163	63331 61423	6	   	264.05	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7最后敌人8核9雷电a挖尘
164	63331 61612	9	   	264.05	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7矿等8核9掉矿a雷电
165	63331 61612	8	   	264.05	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7矿等8核9雷电a挖青
166	63331 62422	7	   	264.05	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7基地爆炸8核9雷电a赏金塔
167	63331 62423	7	   	264.05	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7基地爆炸8核9雷电a挖尘
168	63332 14422	6	   	264.05	橙3易伤3时间2伤害	137时间237易伤37序列升级47伤害5立即金币6挖青8核9雷电a赏金塔
169	63332 14423	6	   	264.05	橙3易伤3时间2伤害	137时间237易伤37序列升级47伤害5立即金币6挖青8核9雷电a挖尘
170	63332 65121	10	   	264.05	橙3易伤3时间2伤害	139时间23a易伤3序列升级48伤害5立即金币6攻速7核
171	63335 21213	6	   	264.05	橙3易伤3时间2伤害	13a时间237易伤3序列升级48伤害5攻速6敌人爆炸9核
172	63335 23213	5	   	264.05	橙3易伤3时间2伤害	13a时间236易伤3序列升级48伤害5攻速7基地爆炸9核
173	63335 25113	8	   	264.05	橙3易伤3时间2伤害	13a时间237易伤3序列升级48伤害5攻速6敌人爆炸9核
174	63335 25213	7	   	264.05	橙3易伤3时间2伤害	13a时间237易伤3序列升级48伤害5攻速6敌人爆炸9核
175	63335 61213	5	   	264.05	橙3易伤3时间2伤害	13a时间237易伤3序列升级48伤害5攻速6基地爆炸9核
176	13334 31131	9	   	264.00	橙3易伤2伤害1等级1时间1全技能	137敌人爆炸237易伤37序列升级47伤害5立即金币6全技能8时间9等级a核
177	63331 13415	7	   	263.95	橙3易伤3时间2伤害	135时间237易伤3序列升级49伤害6挖尘8核a雷电
178	63331 13435	6	   	263.95	橙3易伤3时间2伤害	135时间239易伤3序列升级47伤害6挖尘8核a雷电
179	63331 63422	7	   	263.95	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7挖尘8核9雷电a赏金塔
180	63331 63423	7	   	263.95	橙3易伤3时间2伤害	135时间236易伤36序列升级46伤害7a挖尘8核9雷电
181	63333 23435	4	   	263.95	橙3易伤3时间2伤害	136时间239易伤36序列升级47伤害56挖尘8核a雷电
182	63331 13426	6	   	263.95	橙3易伤3时间2伤害	135时间23a易伤3序列升级47伤害6挖尘8核9雷电
183	63333 23426	4	   	263.95	橙3易伤3时间2伤害	136时间23a易伤36序列升级47伤害56挖尘8核9雷电
184	63335 31213	5	   	263.95	橙3易伤3时间2伤害	13a时间237易伤3序列升级48伤害5攻速6挖尘9核
185	63331 61613	8	   	263.91	橙3易伤3时间2伤害1卖塔	135时间236易伤36序列升级46伤害7矿等8核9雷电a卖塔
186	53331 23436	5	   	263.67	橙4易伤2伤害2时间	136最后敌人239a易伤36序列升级47伤害56时间8核
187	63323 23155	8	   	263.51	橙3易伤2等级3时间	138时间238易伤38序列升级4金币生成5基地爆炸6平台78等级9矿等a核
188	63323 23165	9	   	263.51	橙3易伤2等级3时间	138时间238易伤38序列升级4金币生成5基地爆炸6平台78等级9随机矿a核
189	63323 23135	8	   	263.41	橙3易伤2等级3时间1核弹	138时间238易伤38序列升级4金币生成5基地爆炸6平台78等级9核弹a核
190	63351 22343	4	   	263.41	橙3易伤2等级3时间	139时间239易伤39序列升级4立即金币59等级6赏金邻近7额外掉落8平台a核
191	63352 22343	5	   	263.41	橙3易伤2等级3时间	139时间239易伤39序列升级4立即金币59等级6赏金邻近7额外掉落8平台a核
192	63321 31352	7	   	263.31	橙3易伤2等级3时间	138时间237易伤3序列升级4金币生成5立即金币69等级a核
193	63321 31352	6	   	263.31	橙3易伤2等级3时间	138时间237易伤3序列升级4金币生成5立即金币69等级a核
194	63352 22352	7	   	263.31	橙3易伤2等级3时间	138时间236易伤3序列升级4立即金币59等级7金币生成a核
195	63311 31452	6	   	263.21	橙3易伤2等级3时间	138时间237易伤3序列升级4掉矿5立即金币69等级a核
196	63311 31452	7	   	263.21	橙3易伤2等级3时间	138时间237易伤3序列升级4掉矿5立即金币69等级a核
197	63336 42313	5	 * 	262.80	橙2易伤2等级2伤害2时间1卖塔	13时间23易伤3序列升级4a伤害57等级6平台8卖塔9核
198	53332 14322	5	   	262.64	橙4易伤2伤害1时间1暴击	13最后敌人2367易伤3序列升级45伤害8时间9暴击a核
199	53332 24322	6	   	262.64	橙4易伤2伤害1时间1暴击	13最后敌人2367易伤3序列升级45伤害8时间9暴击a核
200	63232 61522	5	   	262.54	橙4易伤2伤害1时间1暴击	1时间2678易伤3低血量敌人45伤害9暴击a核
201	13332 61314	6	   	262.45	橙3易伤2伤害1等级1时间	13敌人爆炸237易伤3序列升级45伤害6攻速8时间9核a等级
202	13332 61314	7	   	262.45	橙3易伤2伤害1等级1时间	13敌人爆炸237易伤3序列升级45伤害6攻速8时间9核a等级
203	53332 61314	6	   	262.45	橙3易伤2伤害1等级1时间	13最后敌人237易伤3序列升级45伤害6攻速8时间9核a等级
204	53332 61314	7	   	262.45	橙3易伤2伤害1等级1时间	13最后敌人237易伤3序列升级45伤害6攻速8时间9核a等级
205	63332 62622	10	   	262.07	橙2易伤2等级2时间1伤害	13时间23易伤3序列升级4伤害5立即金币6攻速7雷电8核9a等级
206	63335 21511	5	   	262.03	橙4易伤2时间1伤害2攻速	13时间2367易伤3序列升级4伤害5a攻速8挖尘9核
207	13361 15351	3	   	261.59	橙5易伤1等级1暴击	13敌人爆炸2346a易伤3序列升级5等级7暴击8雷电9核
208	13335 62341	7	   	260.69	橙3易伤2伤害2时间1全技能	139敌人爆炸239易伤39序列升级48伤害5攻速6全技能79时间a核
209	63325 51323	8	   	260.43	橙4易伤2时间1等级	13时间2367易伤3序列升级48金币生成5攻速9核a等级
