0	Index      	Bounty	 *	Score 	Summary	Detail	
1	46132 31341	6	 * 	291.33	橙3易伤2等级3暴击3雷电1时间1全技能	17a雷电2时间357暴击4全技能67a易伤7a序列升级8a等级9核
68	32326 35122	10	   	272.46	橙3易伤3伤害2等级	19挖尘289伤害3敌人爆炸457易伤69等级9序列升级a核
69	32541 35122	10	   	272.46	橙3易伤3伤害2等级	19挖尘289伤害347易伤5基地爆炸69等级9序列升级a核
70	12412 25332	7	   	272.23	紫4易伤2等级3时间1伤害	148时间2伤害3核58等级6789易伤8序列升级a最后敌人
71	12412 25334	7	   	272.23	紫4易伤2等级3时间1伤害	148时间2伤害3核58等级6789易伤8序列升级a敌人爆炸
72	12412 23345	7	   	272.13	紫4易伤3等级3时间1伤害	148时间2伤害3核578等级689a易伤8序列升级
73	13432 64211	6	 * 	271.99	橙4易伤2时间1等级2暴击	18时间25挖尘348a易伤68暴击7核8序列升级9等级
74	32121 32611	2	   	271.55	橙4易伤3伤害2雷电	1挖尘246伤害3456易伤46序列升级79雷电8攻速a核
75	32521 32611	3	   	271.55	橙4易伤3伤害2雷电	1挖尘246伤害3456易伤46序列升级79雷电8攻速a核
76	32621 32611	1	   	271.55	橙4易伤3伤害2雷电	1挖尘2456易伤346伤害46序列升级79雷电8攻速a核
77	36621 32611	2	   	271.55	橙4易伤3伤害2雷电	1挖尘2456易伤346伤害46序列升级79雷电8攻速a核
78	16521 23341	7	 * 	271.52	橙3易伤3等级3时间	157时间269易伤37掉矿457等级57序列升级8核a雷电
79	13422 62632	9	 * 	271.40	橙3易伤3伤害3时间	19a时间2挖尘39a易伤4掉矿5基地爆炸6核7双倍物品89a伤害9a序列升级
80	21214 18854	4	   	271.30	橙3易伤3伤害3时间	138掉矿2加一389序列升级479易伤589时间689伤害a核
81	21215 13854	6	   	271.30	橙3易伤3伤害3时间	138掉矿2加一389序列升级459易伤689时间789伤害a核
82	12351 44211	6	 * 	271.20	橙3易伤2时间1等级1伤害2暴击	18时间2伤害3随机矿4立即金币58暴击68a易伤7核8序列升级9等级
83	16313 66111	3	   	270.90	橙3易伤3时间2伤害2雷电	137时间27a易伤4a敌人爆炸5金币生成67雷电7a序列升级8核9a伤害
84	16321 66111	5	   	270.90	橙3易伤3时间2伤害2雷电	137时间27a易伤4a最后敌人5矿等67雷电7a序列升级8核9a伤害
85	16323 66111	4	   	270.90	橙3易伤3时间2伤害2雷电	137时间27a易伤4a最后敌人5金币生成67雷电7a序列升级8核9a伤害
86	16331 66111	5	   	270.90	橙3易伤3时间2伤害2雷电	137时间27a易伤4a低血量敌人5矿等67雷电7a序列升级8核9a伤害
87	16333 66111	4	   	270.90	橙3易伤3时间2伤害2雷电	137时间27a易伤4a低血量敌人5金币生成67雷电7a序列升级8核9a伤害
88	16311 66111	3	   	270.80	橙3易伤3时间2伤害2雷电	137时间27a易伤4a敌人爆炸5掉矿67雷电7a序列升级8核9a伤害
89	16321 66111	4	   	270.80	橙3易伤3时间2伤害2雷电	137时间27a易伤4a最后敌人5掉矿67雷电7a序列升级8核9a伤害
90	16331 66111	4	   	270.80	橙3易伤3时间2伤害2雷电	137时间27a易伤4a低血量敌人5掉矿67雷电7a序列升级8核9a伤害
91	16311 56111	6	   	270.70	橙3易伤3时间2伤害2雷电	137时间27a易伤4a挖尘5矿等67雷电7a序列升级8核9a伤害
92	32121 32532	2	   	270.35	橙4易伤3伤害1暴击	1挖尘246伤害3456易伤46序列升级7雷电8核9策反a暴击
93	32521 32532	3	   	270.35	橙4易伤3伤害1暴击	1挖尘246伤害3456易伤46序列升级7雷电8核9策反a暴击
94	32621 32532	1	   	270.35	橙4易伤3伤害1暴击	1挖尘2456易伤346伤害46序列升级7雷电8核9策反a暴击
95	36621 32532	2	   	270.35	橙4易伤3伤害1暴击	1挖尘2456易伤346伤害46序列升级7雷电8核9策反a暴击
96	16432 13411	3	   	270.32	橙5易伤2时间1等级1卖塔	14时间2346a易伤46序列升级56基地爆炸7卖塔8核9等级
97	16453 23311	5	 * 	270.25	橙3易伤2等级2时间1伤害	18时间238易伤4额外掉落5金币生成6低血量敌人78等级8序列升级9伤害a核
98	32121 32522	2	   	270.25	橙4易伤3伤害1暴击	1挖尘246伤害3456易伤46序列升级7雷电8核9赏金邻近a暴击
99	32521 32522	3	   	270.25	橙4易伤3伤害1暴击	1挖尘246伤害3456易伤46序列升级7雷电8核9赏金邻近a暴击
100	32621 32522	1	   	270.25	橙4易伤3伤害1暴击	1挖尘2456易伤346伤害46序列升级7雷电8核9赏金邻近a暴击
101	36621 32522	2	   	270.25	橙4易伤3伤害1暴击	1挖尘2456易伤346伤害46序列升级7雷电8核9赏金邻近a暴击
102	51113 23321	2	   	270.15	橙3易伤2等级2时间1伤害	1额外掉落28时间358易伤4伤害6低血量敌人78等级8序列升级9掉矿a核
103	21621 24342	7	   	269.83	橙4易伤2等级1伤害1全技能	1掉矿2加一3569易伤45等级5序列升级7全技能8核a伤害
104	21621 28742	8	   	269.83	橙4易伤2等级1伤害1全技能	1掉矿2加一3569易伤45等级5序列升级7核8全技能a伤害
105	32262 25122	10	   	269.69	橙3易伤3伤害1等级1时间	19挖尘289伤害3立即金币4时间5等级679易伤9序列升级a核
106	13165 12411	1	   	269.33	橙5易伤1等级1时间1暴击	1时间26挖尘3456a易伤6序列升级7暴击8核9等级
107	13165 12411	2	   	269.33	橙5易伤1等级1时间1暴击	1时间26挖尘3456a易伤6序列升级7暴击8核9等级
108	13435 12411	4	   	269.33	橙5易伤1等级1时间1暴击	1时间26挖尘3456a易伤6序列升级7暴击8核9等级
109	12412 26321	6	   	268.77	紫3易伤3等级3时间2伤害	148时间2a伤害3核58a等级68a易伤7立即金币8a序列升级9赏金塔
110	12412 25421	7	   	268.67	紫3易伤2等级3时间2伤害	148时间2a伤害3核5a等级67a易伤9赏金塔a序列升级
111	16521 33322	8	   	268.67	橙2易伤2等级2时间1伤害1暴击1全技能	15时间29易伤3掉矿45等级5序列升级6全技能7核8暴击a伤害
112	21621 28138	9	   	268.47	橙4易伤2等级1伤害	1掉矿2加一356a易伤45等级5序列升级7核8伤害9攻速
113	12146 23332	7	   	268.43	橙3易伤2伤害2时间2攻速1全技能	17时间2a伤害3全技能47攻速579易伤6立即金币7序列升级8核
114	12146 63332	7	   	268.43	橙3易伤2伤害2时间2攻速1全技能	17时间2a伤害3全技能47攻速579易伤6双倍矿7序列升级8核
115	32121 42311	2	   	268.30	橙3易伤3伤害1等级2雷电	1挖尘246伤害345易伤4序列升级79雷电8等级a核
116	32521 42311	3	   	268.30	橙3易伤3伤害1等级2雷电	1挖尘246伤害345易伤4序列升级79雷电8等级a核
117	32621 42311	1	   	268.30	橙3易伤3伤害1等级2雷电	1挖尘245易伤346伤害4序列升级79雷电8等级a核
118	36621 42311	2	   	268.30	橙3易伤3伤害1等级2雷电	1挖尘245易伤346伤害4序列升级79雷电8等级a核
119	16521 33333	10	 * 	268.25	橙2易伤3等级3时间2暴击1全技能	159时间2a易伤3掉矿45a等级5a序列升级6全技能7核8a暴击
120	12441 22321	3	 * 	268.14	紫2易伤3伤害2等级3时间	149时间24a伤害3核4a序列升级5a易伤6敌人爆炸7雷电8a等级
121	21621 24828	10	 * 	268.11	橙5易伤3等级1全技能	19掉矿2加一35689易伤459等级59序列升级7全技能a核
122	16433 41221	3	   	268.05	橙3易伤2等级2时间1全技能	14时间234易伤4序列升级5全技能67等级8攻速9最后敌人a核
123	16433 41231	3	   	268.05	橙3易伤2等级2时间1全技能	14时间234易伤4序列升级5全技能67等级8攻速9基地爆炸a核
124	12441 52321	3	   	268.04	紫2易伤3伤害2等级3时间	149时间24a伤害3核4a序列升级5a易伤6挖尘7雷电8a等级
125	16131 12516	10	   	267.39	橙3易伤2时间1等级1伤害2攻速	1a时间27a易伤3平台4随机矿5等级6伤害8核9a攻速a序列升级
126	12541 32335	4	   	267.33	橙5易伤2伤害1时间	1时间26伤害34568易伤6序列升级7基地爆炸9敌人爆炸a核
127	32516 35331	8	   	267.06	橙4易伤1等级1伤害1时间1全技能	1挖尘2伤害3579易伤4时间6等级8全技能a核
128	32121 42514	2	   	266.38	橙3易伤3伤害2时间	1挖尘246伤害345易伤4序列升级7雷电8核9a时间
129	12526 37322	9	   	265.99	橙3易伤2时间1等级1伤害2雷电	17时间2伤害378易伤4平台5加一67雷电7序列升级9核a等级
130	14412 25331	7	   	265.82	紫4易伤2等级3时间1暴击	148时间2策反3核58等级6789易伤8序列升级a暴击
131	32365 12412	1	   	265.67	橙4易伤2时间1等级1暴击	1挖尘2456易伤36时间6序列升级7暴击8核9等级a敌人爆炸
132	32365 12413	1	   	265.67	橙4易伤2时间1等级1暴击	1挖尘2456易伤36时间6序列升级7暴击8核9等级a平台
133	36335 12412	4	   	265.67	橙4易伤2时间1等级1暴击	1挖尘2456易伤36时间6序列升级7暴击8核9等级a敌人爆炸
134	36335 12413	4	   	265.67	橙4易伤2时间1等级1暴击	1挖尘2456易伤36时间6序列升级7暴击8核9等级a平台
135	16315 12411	4	   	265.57	橙4易伤2时间1等级1暴击	13时间256a易伤46挖尘6序列升级7暴击8核9等级
136	13165 32411	2	   	265.57	橙4易伤2时间1等级1暴击	16时间2挖尘345a易伤7暴击8核9等级
137	13165 32411	1	   	265.57	橙4易伤2时间1等级1暴击	16时间2挖尘345a易伤7暴击8核9等级
138	13435 32411	4	   	265.57	橙4易伤2时间1等级1暴击	16时间2挖尘345a易伤7暴击8核9等级
139	32325 12411	1	   	265.57	橙4易伤2时间1等级1暴击	14挖尘256a易伤36时间6序列升级7暴击8核9等级
140	32365 32411	1	   	265.57	橙4易伤2时间1等级1暴击	1挖尘245a易伤36时间7暴击8核9等级
141	36325 12411	3	   	265.57	橙4易伤2时间1等级1暴击	14挖尘256a易伤36时间6序列升级7暴击8核9等级
142	36325 12411	2	   	265.57	橙4易伤2时间1等级1暴击	14挖尘256a易伤36时间6序列升级7暴击8核9等级
143	36332 12411	5	   	265.57	橙4易伤2时间1等级1暴击	15挖尘246a易伤36时间6序列升级7暴击8核9等级
144	36335 32411	4	   	265.57	橙4易伤2时间1等级1暴击	1挖尘245a易伤36时间7暴击8核9等级
145	13646 33331	8	   	265.03	橙3易伤2等级1伤害1时间1全技能	1时间2挖尘3伤害459易伤67等级8全技能a核
146	21621 28181	8	   	265.03	橙3易伤2等级1伤害1时间1全技能	1掉矿2加一356易伤45等级5序列升级7核8伤害9全技能a时间
147	32516 33331	8	   	265.03	橙3易伤2等级1伤害1时间1全技能	1挖尘2伤害359易伤4时间67等级8全技能a核
148	12412 25361	7	   	264.83	紫3易伤2等级3时间1伤害1暴击	148时间2伤害3核58等级678易伤8序列升级9立即金币a暴击
149	12412 26331	6	   	264.83	紫3易伤2等级3时间1伤害1暴击	148时间2伤害3核58等级689易伤7立即金币8序列升级a暴击
150	32121 35332	2	   	264.64	橙4易伤3伤害1时间	1挖尘246伤害3456易伤46序列升级7额外掉落8时间9核a低血量敌人
151	32121 35334	2	   	264.64	橙4易伤3伤害1时间	1挖尘246伤害3456易伤46序列升级7额外掉落8时间9核a立即金币
152	32121 35336	2	   	264.64	橙4易伤3伤害1时间	1挖尘246伤害3456易伤46序列升级7额外掉落8时间9核a策反
153	32521 35332	3	   	264.64	橙4易伤3伤害1时间	1挖尘246伤害3456易伤46序列升级7额外掉落8时间9核a低血量敌人
154	32521 35334	3	   	264.64	橙4易伤3伤害1时间	1挖尘246伤害3456易伤46序列升级7额外掉落8时间9核a立即金币
155	32521 35336	3	   	264.64	橙4易伤3伤害1时间	1挖尘246伤害3456易伤46序列升级7额外掉落8时间9核a策反
156	32621 35332	1	   	264.64	橙4易伤3伤害1时间	1挖尘2456易伤346伤害46序列升级7额外掉落8时间9核a低血量敌人
157	32621 35334	1	   	264.64	橙4易伤3伤害1时间	1挖尘2456易伤346伤害46序列升级7额外掉落8时间9核a立即金币
158	32621 35336	1	   	264.64	橙4易伤3伤害1时间	1挖尘2456易伤346伤害46序列升级7额外掉落8时间9核a策反
159	36621 35332	2	   	264.64	橙4易伤3伤害1时间	1挖尘2456易伤346伤害46序列升级7额外掉落8时间9核a低血量敌人
160	36331 15122	10	   	264.54	橙4易伤3伤害1时间	19挖尘2469易伤3时间5矿等789伤害9序列升级a核
161	36336 15122	10	   	264.54	橙4易伤3伤害1时间	19挖尘2469易伤3时间5金币生成789伤害9序列升级a核
162	36326 15122	10	   	264.44	橙4易伤3伤害1时间	19挖尘2569易伤3时间4掉矿789伤害9序列升级a核
163	36334 15122	10	   	264.44	橙4易伤3伤害1时间	19挖尘2469易伤3时间5掉矿789伤害9序列升级a核
164	16332 21156	3	   	264.43	橙3易伤3时间1伤害1全技能	134时间249易伤4序列升级5全技能6攻速7伤害8雷电a核
165	16113 31245	10	 * 	264.36	橙3易伤3时间1等级2暴击	189时间259易伤3平台4等级6策反79暴击9序列升级a核
166	16432 23215	3	 * 	264.36	橙3易伤3时间1等级1伤害	149时间234易伤4序列升级5基地爆炸6矿等7伤害8等级a核
167	12336 26111	1	   	264.35	橙3易伤3时间2伤害	157时间27a易伤3a金币生成4雷电67最后敌人7a序列升级8核9a伤害
168	12336 66111	1	   	264.35	橙3易伤3时间2伤害	157时间27a易伤3a金币生成4雷电67敌人爆炸7a序列升级8核9a伤害
169	16323 56111	6	   	264.35	橙3易伤3时间2伤害	137时间27a易伤4a最后敌人5雷电67金币生成7a序列升级8核9a伤害
170	16333 56111	6	   	264.35	橙3易伤3时间2伤害	137时间27a易伤4a低血量敌人5雷电67金币生成7a序列升级8核9a伤害
171	16336 26111	2	   	264.35	橙3易伤3时间2伤害	157时间27a易伤3a金币生成4雷电67最后敌人7a序列升级8核9a伤害
172	12336 16111	1	   	264.15	橙3易伤3时间2伤害	157时间27a易伤3a金币生成4雷电67挖尘7a序列升级8核9a伤害
173	16323 36111	6	   	264.15	橙3易伤3时间2伤害	137时间27a易伤4a最后敌人5雷电67掉矿7a序列升级8核9a伤害
174	16333 36111	6	   	264.15	橙3易伤3时间2伤害	137时间27a易伤4a低血量敌人5雷电67掉矿7a序列升级8核9a伤害
175	16336 16111	2	   	264.15	橙3易伤3时间2伤害	157时间27a易伤3a金币生成4雷电67挖尘7a序列升级8核9a伤害
176	32221 35126	10	   	264.12	橙2易伤3伤害2等级1时间	17a挖尘27a伤害3立即金币4平台57等级6核7a序列升级8时间9a易伤
177	16335 61111	3	   	264.05	橙3易伤3时间2伤害	134时间24a易伤4a序列升级5a掉矿6雷电7敌人爆炸8核9a伤害
178	16335 63111	3	   	264.05	橙3易伤3时间2伤害	134时间24a易伤4a序列升级5a掉矿6雷电7低血量敌人8核9a伤害
179	32262 23122	10	   	264.02	橙2易伤3伤害2等级1时间	19挖尘289伤害3立即金币4时间57等级69易伤9序列升级a核
180	21621 68133	9	   	263.67	橙3易伤2等级1伤害1时间	1掉矿2加一35a易伤45等级5序列升级6攻速7核8伤害9时间
181	16113 43162	5	   	263.31	橙3易伤2等级3时间	16a时间25a易伤3平台4a等级7挖青8额外掉落9核a序列升级
182	32121 32411	2	   	263.25	橙4易伤3伤害2雷电	1挖尘246伤害3456易伤46序列升级79雷电8金币生成a核
183	32121 32542	2	   	263.25	橙4易伤3伤害2雷电	1挖尘246伤害3456易伤46序列升级79雷电8核a最后敌人
184	32121 32543	2	   	263.25	橙4易伤3伤害2雷电	1挖尘246伤害3456易伤46序列升级79雷电8核a低血量敌人
185	32121 32546	2	   	263.25	橙4易伤3伤害2雷电	1挖尘246伤害3456易伤46序列升级79雷电8核a金币生成
186	32521 32411	3	   	263.25	橙4易伤3伤害2雷电	1挖尘246伤害3456易伤46序列升级79雷电8金币生成a核
187	32521 32542	3	   	263.25	橙4易伤3伤害2雷电	1挖尘246伤害3456易伤46序列升级79雷电8核a最后敌人
188	32521 32543	3	   	263.25	橙4易伤3伤害2雷电	1挖尘246伤害3456易伤46序列升级79雷电8核a低血量敌人
189	32621 32411	1	   	263.25	橙4易伤3伤害2雷电	1挖尘2456易伤346伤害46序列升级79雷电8金币生成a核
190	32621 32542	1	   	263.25	橙4易伤3伤害2雷电	1挖尘2456易伤346伤害46序列升级79雷电8核a最后敌人
191	32621 32543	1	   	263.25	橙4易伤3伤害2雷电	1挖尘2456易伤346伤害46序列升级79雷电8核a低血量敌人
192	36621 32411	2	   	263.25	橙4易伤3伤害2雷电	1挖尘2456易伤346伤害46序列升级79雷电8金币生成a核
193	16521 23342	7	   	263.21	橙3易伤3等级3时间	157时间269易伤37掉矿457等级57序列升级8核a低血量敌人
194	32121 32544	2	   	263.15	橙4易伤3伤害2雷电	1a挖尘246伤害3456易伤46序列升级79雷电8核
195	16521 23343	7	   	263.11	橙3易伤3等级3时间	157时间269易伤37掉矿457等级57序列升级8核a赏金塔
196	12233 23321	3	 * 	263.05	橙2易伤2等级2伤害2时间	18时间28伤害3额外掉落45易伤6低血量敌人78等级8序列升级9掉矿a核
197	51111 23321	2	   	263.05	橙2易伤2等级2伤害2时间	1额外掉落28时间38易伤46伤害5低血量敌人78等级8序列升级9掉矿a核
198	51533 23321	3	   	263.05	橙2易伤2等级2伤害2时间	1额外掉落28时间38伤害45易伤6低血量敌人78等级8序列升级9掉矿a核
199	54233 23321	1	   	263.05	橙2易伤2等级2伤害2时间	1额外掉落28伤害38时间45易伤6低血量敌人78等级8序列升级9掉矿a核
200	51631 23321	3	   	263.05	橙2易伤2等级2伤害2时间	1额外掉落28时间38等级47易伤5低血量敌人68伤害8序列升级9掉矿a核
201	13612 23145	10	   	262.85	橙2易伤2等级2伤害2时间	14时间2挖尘38伤害57等级69易伤a核
202	21621 24312	7	   	262.43	橙3易伤2等级1伤害1暴击1全技能	1掉矿2加一356易伤45等级5序列升级7全技能8核9暴击a伤害
203	21621 28712	8	   	262.43	橙3易伤2等级1伤害1暴击1全技能	1掉矿2加一356易伤45等级5序列升级7核8全技能9暴击a伤害
204	21621 25841	8	   	262.06	橙4易伤2等级1暴击	1掉矿2加一356a易伤45等级5序列升级7攻速8核9暴击
205	21621 43131	9	   	262.06	橙4易伤2等级1暴击	1掉矿2加一358a易伤45等级5序列升级6暴击7攻速9核
206	21621 44361	8	   	262.06	橙4易伤2等级1暴击	1掉矿2加一359a易伤45等级5序列升级6暴击7核8攻速
207	21621 44815	9	   	262.06	橙4易伤2等级1暴击	1掉矿2加一358a易伤45等级5序列升级6暴击7核9雷电
208	21621 68141	7	   	262.06	橙4易伤2等级1暴击	1掉矿2加一358a易伤45等级5序列升级6攻速7核9暴击
209	24221 15163	1	   	262.01	橙2易伤2等级2伤害1时间1暴击	18掉矿2平台38等级4暴击5a易伤68伤害7核8序列升级9时间
210	16433 11131	3	   	261.78	橙4易伤2时间1等级1全技能	14时间2349易伤4序列升级5全技能6矿等7等级8敌人爆炸a核
211	16433 43131	3	   	261.78	橙4易伤2时间1等级1全技能	14时间2349易伤4序列升级5全技能6等级7矿等8敌人爆炸a核
212	32121 42525	2	   	261.65	橙3易伤3伤害1等级	1挖尘246伤害345易伤4序列升级7雷电8核9赏金邻近a等级
