0	Index      	 *	Score 	Summary	Detail	
1	31253 32563	 * 	296.56	DCR|4VULN|1TLV|1DMG|1ASPD|1CDMG	1BEXP|2458VULN|3CDMG|6ASPD|7RCR|9TLV|aDMG
17	33255 22335	   	288.07	DCR|3VULN|2TLV|1AEBURN|1CDMG	1BEXP|2LHND|3CDMG|46aVULN|58TLV|7RCR|9AEBURN
18	53166 13212	 * 	286.25	ACR|DCR|2VULN|1TLV|1AART	1AART|2CANTOX|37RCR|4FRZFST|58VULN|6LIT|9AME|aTLV
19	53166 13221	   	286.25	ACR|DCR|2VULN|1TLV|1AART	1AART|2CANTOX|37RCR|4FRZFST|58VULN|6LIT|9FEWX|aTLV
20	62115 23612	 * 	285.52	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG	1RCVC|28RCR|37BEXP|4DMG|5AEFBLL|6ERES|9VULN|aTLV
21	22361 16612	 * 	285.32	ACR|DCR|1TLV|1VULN|1DMG|1AEPOI	1AEFRZ|2ERES|3DMG|4AEPOI|58RCR|6AEWIND|7BEXP|9VULN|aTLV
22	22361 36612	   	285.32	ACR|DCR|1TLV|1VULN|1AEPOI|1DMG	1AEFRZ|26ERES|3DMG|4AEPOI|58RCR|7BEXP|9VULN|aTLV
23	11253 32263	   	283.34	DCR|4VULN|1TLV|1ASPD|1CDMG	1DUST|2458VULN|3CDMG|6ZMB|7RCR|9TLV|aASPD
24	62111 23612	 * 	283.04	ACR|DCR|1TLV|1VULN|2DMG	1RCVC|28RCR|37BEXP|45DMG|6ERES|9VULN|aTLV
25	11213 51155	 * 	282.81	DCR|4VULN|1TLV|1AEFBLL|1CDMG	1DUST|256aVULN|3CDMG|4LHND|7AEFBLL|8TLV|9RCR
26	11253 41113	   	282.43	DCR|3VULN|1TLV|1AEFBLL|1CDMG|1AART	1DUST|245VULN|3CDMG|6DUR|7AEFBLL|8TLV|9AART|aRCR
27	11253 44113	   	282.43	DCR|3VULN|1TLV|1AEBURN|1CDMG|1AART	1DUST|245VULN|3CDMG|6DUR|7AEBURN|8TLV|9AART|aRCR
28	11253 32663	   	282.35	DCR|3VULN|1TLV|1AEFBLL|1ASPD|1CDMG	1DUST|245VULN|3CDMG|6ZMB|7RCR|8AEFBLL|9TLV|aASPD
29	31266 21125	   	281.93	DCR|3VULN|1TLV|1AEFBLL|1DMG|1CDMG	1BEXP|26aVULN|3CDMG|4DMG|5AAC|7AEFBLL|8TLV|9RCR
30	31253 32163	 * 	281.83	DCR|3VULN|1TLV|1DMG|2CDMG|1ASPD	1BEXP|245VULN|38CDMG|6ASPD|7RCR|9TLV|aDMG
31	53561 33331	 * 	280.89	DCR|2TLV|2VULN|1AEFBLL|1DMG|1AART	1AART|2CANTOX|3aVULN|4DMG|5AEFBLL|6aTLV|7RCR|8LIT|9aMLV|aBPWR
32	53561 33311	   	280.69	DCR|2TLV|2VULN|1AEFBLL|1DMG|1AART	1AART|2CANTOX|3aVULN|4DMG|5AEFBLL|6aTLV|7RCR|8LIT|9aERES|aBPWR
33	31253 32261	 * 	279.85	DCR|DCR|3VULN|1ASPD|1CDMG|1AART	1BEXP|245VULN|3CDMG|6ASPD|7aRCR|8BLASTR|9AART
34	31262 34114	   	279.81	DCR|3VULN|1TLV|1DMG|1CDMG|1AART	1BEXP|259VULN|3CDMG|4DMG|6RAT|7RCR|8TLV|aAART
35	11262 34114	   	279.71	DCR|3VULN|1TLV|1DMG|1CDMG|1AART	1DUST|259VULN|3CDMG|4DMG|6RAT|7RCR|8TLV|aAART
36	53621 23423	 * 	279.60	DCR|DCR|1TLV|1VULN|1CDMG|1AART	1AART|2CANTOX|3DUR|4CDMG|5ERES|68RCR|7LIT|9VULN|aTLV
37	31262 23433	 * 	279.55	DCR|2TLV|2VULN|1DMG|2CDMG	18BEXP|25VULN|38CDMG|4DMG|6DUR|78TLV|8BPWR|9LHND|aRCR
38	31211 15516	 * 	279.10	DCR|DCR|1TLV|1VULN|1DMG|1CDMG	1BEXP|2VULN|3CDMG|4LHND|5DMG|6TLV|7LEGI|8AAC|9aRCR
39	11253 32463	   	278.36	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|245VULN|3CDMG|6ZMB|7RCR|8DUR|9TLV|aDMG
40	11256 23432	   	277.66	DCR|3VULN|2TLV|1CDMG	18DUST|248VULN|3CDMG|5RMIN|6DUR|78TLV|8BPWR|9LHND|aRCR
41	23552 23224	 * 	277.02	ACR|2TLV|2VULN|1AEBURN|1ASPD|2RAT	1AEFRZ|2FEWX|3RCR|4aVULN|5aTLV|6LHND|7aRAT|8ASPD|9AEBURN|aBPWR
42	31215 22362	 * 	277.02	DCR|3TLV|2VULN|1DMG|1CDMG	1BEXP|26VULN|3CDMG|4LHND|589TLV|7RCR|aDMG
43	33255 22362	   	277.02	DCR|3TLV|2VULN|1DMG|1CDMG	1BEXP|2LHND|3CDMG|46VULN|589TLV|7RCR|aDMG
44	11215 22362	   	276.92	DCR|3TLV|2VULN|1DMG|1CDMG	1DUST|26VULN|3CDMG|4LHND|589TLV|7RCR|aDMG
45	11215 22365	 * 	276.92	DCR|3TLV|2VULN|1AEBURN|1CDMG	1DUST|26VULN|3CDMG|4LHND|589TLV|7RCR|aAEBURN
46	13255 22362	   	276.92	DCR|3TLV|2VULN|1DMG|1CDMG	1DUST|2LHND|3CDMG|46VULN|589TLV|7RCR|aDMG
47	11266 33343	   	276.82	DCR|2TLV|2VULN|1DMG|1CDMG|2RAT	1DUST|2aVULN|3CDMG|4DMG|59TLV|67RAT|8RCR
48	21231 25123	 * 	276.82	DCR|2TLV|2VULN|3DUR|1DMG	1aAEFRZ|2AETHUN|3DMG|458DUR|6aTLV|7RCR|9aVULN|aBPWR
49	31253 32561	   	276.50	DCR|4VULN|1TLV|1ASPD|1CDMG	1BEXP|2458VULN|3CDMG|6ASPD|7RCR|9TLV|aLWND
50	61111 21153	 * 	276.46	DCR|DCR|1TLV|1VULN|1AEBURN|1AART	15RCVC|2AART|3FEWX|4DLOT|69RCR|7VULN|8TLV|aAEBURN
51	61311 21153	   	276.46	DCR|DCR|1TLV|1VULN|1AEBURN|1AART	15RCVC|2AART|3LHND|4DLOT|69RCR|7VULN|8TLV|aAEBURN
52	31253 32562	   	276.40	DCR|4VULN|1TLV|1ASPD|1CDMG	1BEXP|2458VULN|3CDMG|6ASPD|7RCR|9TLV|aSNIHEL
53	11262 36343	   	275.64	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|25aVULN|3CDMG|4DMG|6RAT|7ZMB|8RCR|9TLV
54	31253 32661	   	275.51	DCR|3VULN|1TLV|1AEFBLL|1ASPD|1CDMG	1BEXP|245VULN|3CDMG|6ASPD|7RCR|8AEFBLL|9TLV|aLWND
55	31262 42225	   	275.51	DCR|3VULN|1TLV|1DMG|1ASPD|1CDMG	17BEXP|25aVULN|3CDMG|4DMG|6TLV|8ASPD|9RCR
56	31253 32662	   	275.41	DCR|3VULN|1TLV|1AEFBLL|1ASPD|1CDMG	1BEXP|245VULN|3CDMG|6ASPD|7RCR|8AEFBLL|9TLV|aSNIHEL
57	11266 33313	   	275.31	DCR|3VULN|1TLV|1DMG|1CDMG|2RAT	1DUST|29aVULN|3CDMG|4DMG|5TLV|67RAT|8RCR
58	11253 22263	   	275.31	DCR|3VULN|1TLV|1AEFBLL|1CDMG|1ASPD	1DUST|245VULN|3CDMG|6ERES|7RCR|8AEFBLL|9TLV|aASPD
59	31262 34123	   	275.12	DCR|3VULN|1TLV|1DMG|2CDMG	1BEXP|25aVULN|39CDMG|4DMG|6RAT|7RCR|8TLV
60	11262 34123	   	275.02	DCR|3VULN|1TLV|1DMG|2CDMG	1DUST|25aVULN|39CDMG|4DMG|6RAT|7RCR|8TLV
61	31253 32463	   	274.77	DCR|3VULN|1TLV|1ASPD|1CDMG	1BEXP|245VULN|3CDMG|6ASPD|7RCR|8DUR|9TLV|aNUKE
62	31161 51163	 * 	274.62	ACR|3VULN|2TLV|1AEPOI	18BEXP|258VULN|3LWND|4RCR|6aTLV|78MLV|8BPWR|9AEPOI
63	31161 23653	 * 	274.52	ACR|3VULN|1TLV|2ASPD|1DMG	19BEXP|259VULN|3LWND|4RCR|6RCVC|7DMG|89ASPD|9BPWR|aTLV
64	31262 13153	   	273.04	DCR|2TLV|2VULN|1DMG|1CDMG	1BEXP|25VULN|3CDMG|4DMG|6FEWX|79TLV|8DUR|aRCR
65	11253 32266	   	272.98	DCR|4VULN|1TLV|1CDMG|2ZMB	1DUST|2458VULN|3CDMG|6aZMB|7RCR|9TLV
66	56215 12223	   	272.77	ACR|3VULN|1TLV|1DMG|1CDMG|1AART	1AART|2DMG|36aVULN|4CDMG|5RCR|7MBVNT|8AAC|9TLV
67	11253 11113	   	272.77	DCR|3VULN|1TLV|1AEFBLL|1CDMG|1AART	1DUST|245VULN|3CDMG|6BEXP|7AEFBLL|8TLV|9AART|aRCR
68	11253 14113	   	272.77	DCR|3VULN|1TLV|1AEBURN|1CDMG|1AART	1DUST|245VULN|3CDMG|6BEXP|7AEBURN|8TLV|9AART|aRCR
69	31253 61113	   	272.77	DCR|3VULN|1TLV|1AEFBLL|1CDMG|1AART	1BEXP|245VULN|3CDMG|6DUST|7AEFBLL|8TLV|9AART|aRCR
70	31253 64113	   	272.77	DCR|3VULN|1TLV|1AEBURN|1CDMG|1AART	1BEXP|245VULN|3CDMG|6DUST|7AEBURN|8TLV|9AART|aRCR
71	31253 32462	   	272.05	DCR|3VULN|1TLV|1ASPD|1CDMG	1BEXP|245VULN|3CDMG|6ASPD|7RCR|8DUR|9TLV|aRAT
72	31211 22323	   	271.52	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|269VULN|3CDMG|4LHND|5DMG|7RCR|8TLV|aNUKE
73	33251 22323	   	271.52	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2LHND|3CDMG|469VULN|5DMG|7RCR|8TLV|aNUKE
74	11211 22323	   	271.42	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|269VULN|3CDMG|4LHND|5DMG|7RCR|8TLV|aNUKE
75	11253 41151	   	271.42	DCR|3VULN|1TLV|1AEFBLL|1CDMG	1DUST|245VULN|3CDMG|6DUR|7AEFBLL|8TLV|9RCR|aLHND
76	11253 41153	   	271.42	DCR|3VULN|1TLV|1AEFBLL|1CDMG	1DUST|245VULN|3CDMG|6DUR|7AEFBLL|8TLV|9RCR|aBEXP
77	13251 22323	   	271.42	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|2LHND|3CDMG|469VULN|5DMG|7RCR|8TLV|aNUKE
78	11253 41152	   	271.32	DCR|3VULN|1TLV|1AEFBLL|1CDMG|1MSE	1DUST|245VULN|3CDMG|6DUR|7AEFBLL|8TLV|9RCR|aMSE
79	62223 61341	 * 	271.05	ACR|DCR|2TLV|2ASPD|1AART	16RCVC|29RCR|38MSLREG|4AART|58ASPD|78TLV|8BPWR|aAME
80	62223 61342	   	271.05	ACR|DCR|2TLV|2ASPD|1AART	16RCVC|29RCR|38MSLREG|4AART|58ASPD|78TLV|8BPWR|aLIT
81	62223 61343	   	271.05	ACR|DCR|2TLV|2ASPD|1AART	16RCVC|29RCR|38MSLREG|4AART|58ASPD|78TLV|8BPWR|aLHND
82	31262 41221	   	270.88	DCR|2VULN|1TLV|1AEFBLL|1DMG|1ASPD|1CDMG	1BEXP|25VULN|3CDMG|4DMG|6TLV|7AEFBLL|8ASPD|9RCR|aLHND
83	31262 41223	   	270.88	DCR|2VULN|1TLV|1AEFBLL|1DMG|1ASPD|1CDMG	1aBEXP|25VULN|3CDMG|4DMG|6TLV|7AEFBLL|8ASPD|9RCR
84	31262 41224	   	270.88	DCR|2VULN|1TLV|1AEFBLL|1DMG|1ASPD|1CDMG	1BEXP|25VULN|3CDMG|4DMG|6TLV|7AEFBLL|8ASPD|9RCR|aVENTOX
85	31262 44221	 * 	270.88	DCR|2VULN|1TLV|1DMG|1AEBURN|1ASPD|1CDMG	1BEXP|25VULN|3CDMG|4DMG|6TLV|7AEBURN|8ASPD|9RCR|aLHND
86	31262 44223	   	270.88	DCR|2VULN|1TLV|1DMG|1AEBURN|1ASPD|1CDMG	1aBEXP|25VULN|3CDMG|4DMG|6TLV|7AEBURN|8ASPD|9RCR
87	11262 41221	   	270.78	DCR|2VULN|1TLV|1AEFBLL|1DMG|1ASPD|1CDMG	1DUST|25VULN|3CDMG|4DMG|6TLV|7AEFBLL|8ASPD|9RCR|aLHND
88	11262 41223	   	270.78	DCR|2VULN|1TLV|1AEFBLL|1DMG|1ASPD|1CDMG	1DUST|25VULN|3CDMG|4DMG|6TLV|7AEFBLL|8ASPD|9RCR|aBEXP
89	11262 41224	   	270.78	DCR|2VULN|1TLV|1AEFBLL|1DMG|1ASPD|1CDMG	1DUST|25VULN|3CDMG|4DMG|6TLV|7AEFBLL|8ASPD|9RCR|aVENTOX
90	11262 44221	   	270.78	DCR|2VULN|1TLV|1DMG|1AEBURN|1ASPD|1CDMG	1DUST|25VULN|3CDMG|4DMG|6TLV|7AEBURN|8ASPD|9RCR|aLHND
91	11262 44223	   	270.78	DCR|2VULN|1TLV|1DMG|1AEBURN|1ASPD|1CDMG	1DUST|25VULN|3CDMG|4DMG|6TLV|7AEBURN|8ASPD|9RCR|aBEXP
92	11266 51221	   	270.78	DCR|2VULN|1TLV|1AEFBLL|1DMG|1ASPD|1CDMG	1DUST|26VULN|3CDMG|4DMG|5TLV|7AEFBLL|8ASPD|9RCR|aLHND
93	11266 51223	   	270.78	DCR|2VULN|1TLV|1AEFBLL|1DMG|1ASPD|1CDMG	1DUST|26VULN|3CDMG|4DMG|5TLV|7AEFBLL|8ASPD|9RCR|aBEXP
94	31262 41222	   	270.78	DCR|2VULN|1TLV|1AEFBLL|1DMG|1ASPD|1CDMG|1MSE	1BEXP|25VULN|3CDMG|4DMG|6TLV|7AEFBLL|8ASPD|9RCR|aMSE
95	31262 41226	   	270.78	DCR|2VULN|1TLV|1AEFBLL|1DMG|1CDMG|1ASPD	1BEXP|25VULN|3CDMG|4DMG|6TLV|7AEFBLL|8ASPD|9RCR|aERES
96	31262 44222	   	270.78	DCR|2VULN|1TLV|1DMG|1AEBURN|1ASPD|1CDMG|1MSE	1BEXP|25VULN|3CDMG|4DMG|6TLV|7AEBURN|8ASPD|9RCR|aMSE
97	11266 33315	   	270.68	DCR|2VULN|1TLV|1AEFBLL|1DMG|1CDMG|2RAT	1DUST|29VULN|3CDMG|4DMG|5TLV|67RAT|8RCR|aAEFBLL
98	11266 33316	   	270.68	DCR|2VULN|1TLV|1DMG|1AEPOI|1CDMG|2RAT	1DUST|29VULN|3CDMG|4DMG|5TLV|67RAT|8RCR|aAEPOI
99	11262 41222	   	270.68	DCR|2VULN|1TLV|1AEFBLL|1DMG|1ASPD|1CDMG|1MSE	1DUST|25VULN|3CDMG|4DMG|6TLV|7AEFBLL|8ASPD|9RCR|aMSE
100	11262 41226	   	270.68	DCR|2VULN|1TLV|1AEFBLL|1DMG|1CDMG|1ASPD	1DUST|25VULN|3CDMG|4DMG|6TLV|7AEFBLL|8ASPD|9RCR|aERES
101	11262 44222	   	270.68	DCR|2VULN|1TLV|1DMG|1AEBURN|1ASPD|1CDMG|1MSE	1DUST|25VULN|3CDMG|4DMG|6TLV|7AEBURN|8ASPD|9RCR|aMSE
102	11266 51222	   	270.68	DCR|2VULN|1TLV|1AEFBLL|1DMG|1ASPD|1CDMG|1MSE	1DUST|26VULN|3CDMG|4DMG|5TLV|7AEFBLL|8ASPD|9RCR|aMSE
103	31262 34125	 * 	270.49	DCR|2VULN|1TLV|1AEFBLL|1DMG|2CDMG	1BEXP|25VULN|39CDMG|4DMG|6RAT|7RCR|8TLV|aAEFBLL
104	31262 34126	 * 	270.49	DCR|2VULN|1TLV|1DMG|1AEPOI|2CDMG	1BEXP|25VULN|39CDMG|4DMG|6RAT|7RCR|8TLV|aAEPOI
105	11262 34125	   	270.39	DCR|2VULN|1TLV|1AEFBLL|1DMG|2CDMG	1DUST|25VULN|39CDMG|4DMG|6RAT|7RCR|8TLV|aAEFBLL
106	11262 34126	   	270.39	DCR|2VULN|1TLV|1DMG|1AEPOI|2CDMG	1DUST|25VULN|39CDMG|4DMG|6RAT|7RCR|8TLV|aAEPOI
107	31262 34141	   	270.31	DCR|2TLV|2VULN|1DMG|1CDMG	1BEXP|25VULN|3CDMG|4DMG|6RAT|7RCR|89TLV|aLHND
108	31262 34142	   	270.31	DCR|2TLV|2VULN|1DMG|1CDMG	1BEXP|25VULN|3CDMG|4DMG|6RAT|7RCR|89TLV|aLWND
109	11262 34141	   	270.21	DCR|2TLV|2VULN|1DMG|1CDMG	1DUST|25VULN|3CDMG|4DMG|6RAT|7RCR|89TLV|aLHND
110	11262 34142	   	270.21	DCR|2TLV|2VULN|1DMG|1CDMG	1DUST|25VULN|3CDMG|4DMG|6RAT|7RCR|89TLV|aLWND
111	11266 31343	   	270.21	DCR|2TLV|2VULN|1DMG|1CDMG	1DUST|2aVULN|3CDMG|4DMG|59TLV|6RAT|7RCVC|8RCR
112	31261 23433	   	269.89	DCR|2TLV|2VULN|1DMG|2CDMG	18BEXP|26VULN|38CDMG|4DMG|5LWND|78TLV|8BPWR|9LHND|aRCR
113	31262 13433	   	269.89	DCR|2TLV|2VULN|1DMG|2CDMG	18BEXP|25VULN|38CDMG|4DMG|6FEWX|78TLV|8BPWR|9LHND|aRCR
114	11253 32261	   	269.69	DCR|4VULN|1TLV|1CDMG	1DUST|2458VULN|3CDMG|6ZMB|7RCR|9TLV|aLWND
115	11253 32264	   	269.69	DCR|4VULN|1TLV|1CDMG	1DUST|2458VULN|3CDMG|6ZMB|7RCR|9TLV|aRMIN
116	31215 12263	 * 	269.61	DCR|2TLV|2VULN|2ASPD|1CDMG	1BEXP|29VULN|3CDMG|4LHND|59TLV|6AME|7RMIN|89ASPD|9BPWR|aRCR
117	11253 32262	   	269.59	DCR|4VULN|1TLV|1CDMG	1DUST|2458VULN|3CDMG|6ZMB|7RCR|9TLV|aSNIHEL
118	11253 32265	   	269.59	DCR|4VULN|1TLV|1CDMG	1DUST|2458VULN|3CDMG|6ZMB|7RCR|9TLV|aMSLREG
119	23435 21125	   	269.16	DCR|4VULN|1TLV|1AEFBLL	1AEFRZ|2FEWX|346aVULN|5RPLT|7AEFBLL|8TLV|9RCR
120	23453 21125	   	269.16	DCR|4VULN|1TLV|1AEFBLL	1AEFRZ|2FEWX|356aVULN|4RPLT|7AEFBLL|8TLV|9RCR
121	11246 35131	   	269.05	DCR|2TLV|2VULN|2DUR|1CDMG	1DUST|29VULN|3CDMG|4CGEN|59TLV|6RAT|7RCR|89DUR|9BPWR|aFEWX
122	11626 35131	   	269.05	DCR|2TLV|2VULN|2DUR|1CDMG	1DUST|29VULN|3CGEN|4CDMG|59TLV|6RAT|7RCR|89DUR|9BPWR|aFEWX
123	11246 35132	   	268.95	DCR|2TLV|2VULN|2DUR|1CDMG	1aDUST|29VULN|3CDMG|4CGEN|59TLV|6RAT|7RCR|89DUR|9BPWR
124	11626 35132	   	268.95	DCR|2TLV|2VULN|2DUR|1CDMG	1aDUST|29VULN|3CGEN|4CDMG|59TLV|6RAT|7RCR|89DUR|9BPWR
125	31211 22322	   	268.80	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|269VULN|3CDMG|4LHND|5DMG|7RCR|8TLV|aRAT
126	33251 22322	   	268.80	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2LHND|3CDMG|469VULN|5DMG|7RCR|8TLV|aRAT
127	31161 53324	 * 	268.80	ACR|3VULN|1TLV|2AEBURN|2RAT	1BEXP|25aVULN|3LWND|4RCR|6TLV|7aRAT|8ZMB|9aAEBURN|aBPWR
128	31262 34111	   	268.80	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|259VULN|3CDMG|4DMG|6RAT|7RCR|8TLV|aLHND
129	31262 34112	   	268.80	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|259VULN|3CDMG|4DMG|6RAT|7RCR|8TLV|aLWND
130	31262 34133	   	268.80	DCR|3VULN|1TLV|1DMG|1CDMG	19BEXP|25aVULN|3CDMG|4DMG|6RAT|7RCR|8TLV
131	31262 34163	   	268.80	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|25aVULN|3CDMG|4DMG|6RAT|7RCR|8TLV|9AME
132	11211 22322	   	268.70	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|269VULN|3CDMG|4LHND|5DMG|7RCR|8TLV|aRAT
133	11253 32363	   	268.70	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|245VULN|3CDMG|6ZMB|7RCR|8LHND|9TLV|aDMG
134	11253 32661	   	268.70	DCR|3VULN|1TLV|1AEFBLL|1CDMG	1DUST|245VULN|3CDMG|6ZMB|7RCR|8AEFBLL|9TLV|aLWND
135	11253 36121	   	268.70	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|245VULN|3CDMG|6ZMB|7DMG|8TLV|9RCR|aLHND
136	11253 36123	   	268.70	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|245VULN|3CDMG|6ZMB|7DMG|8TLV|9RCR|aBEXP
137	11253 36124	   	268.70	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|245VULN|3CDMG|6ZMB|7DMG|8TLV|9RCR|aVENTOX
138	11262 34111	   	268.70	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|259VULN|3CDMG|4DMG|6RAT|7RCR|8TLV|aLHND
139	11262 34112	   	268.70	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|259VULN|3CDMG|4DMG|6RAT|7RCR|8TLV|aLWND
140	11262 34133	   	268.70	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|25aVULN|3CDMG|4DMG|6RAT|7RCR|8TLV|9BEXP
141	11262 34163	   	268.70	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|25aVULN|3CDMG|4DMG|6RAT|7RCR|8TLV|9AME
142	11266 31313	   	268.70	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|29aVULN|3CDMG|4DMG|5TLV|6RAT|7RCVC|8RCR
143	13251 22322	   	268.70	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|2LHND|3CDMG|469VULN|5DMG|7RCR|8TLV|aRAT
144	31253 32166	   	268.70	DCR|3VULN|1TLV|2CDMG|1ASPD	1BEXP|245VULN|38CDMG|6ASPD|7RCR|9TLV|aZMB
145	31264 34113	   	268.70	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|29aVULN|3CDMG|4DMG|5AEWIND|6RAT|7RCR|8TLV
146	11161 53324	   	268.70	ACR|3VULN|1TLV|2AEBURN|2RAT	1DUST|25aVULN|3LWND|4RCR|6TLV|7aRAT|8ZMB|9aAEBURN|aBPWR
147	11262 32343	   	268.70	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|25aVULN|3CDMG|4DMG|6RAT|7CGEN|8RCR|9TLV
148	56215 13233	   	268.66	ACR|2VULN|1TLV|1DMG|1ASPD|1CDMG|1AART	1AART|2DMG|36VULN|4CDMG|5RCR|7RAT|8LEGI|9ASPD|aTLV
149	11253 22265	   	268.60	DCR|3VULN|1TLV|1AEFBLL|1CDMG	1DUST|245VULN|3CDMG|6ERES|7RCR|8AEFBLL|9TLV|aFLTARM
150	11253 22266	   	268.60	DCR|3VULN|1TLV|1AEFBLL|1CDMG	1DUST|245VULN|3CDMG|6ERES|7RCR|8AEFBLL|9TLV|aZMB
151	11253 32662	   	268.60	DCR|3VULN|1TLV|1AEFBLL|1CDMG	1DUST|245VULN|3CDMG|6ZMB|7RCR|8AEFBLL|9TLV|aSNIHEL
152	11253 36122	   	268.60	DCR|3VULN|1TLV|1DMG|1CDMG|1MSE	1DUST|245VULN|3CDMG|6ZMB|7DMG|8TLV|9RCR|aMSE
153	11253 36126	   	268.60	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|245VULN|3CDMG|6ZMB|7DMG|8TLV|9RCR|aERES
154	11262 35343	   	268.60	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|25aVULN|3CDMG|4DMG|6RAT|7ERES|8RCR|9TLV
155	11264 34113	   	268.60	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|29aVULN|3CDMG|4DMG|5AEWIND|6RAT|7RCR|8TLV
156	11265 34113	   	268.60	DCR|3VULN|1TLV|1DMG|1CDMG	15DUST|29aVULN|3CDMG|4DMG|6RAT|7RCR|8TLV
157	11215 25262	   	268.10	DCR|3VULN|2TLV|1CDMG	1DUST|269VULN|3CDMG|4LHND|59TLV|7CGEN|89FEWX|9BPWR|aRCR
158	11242 42362	   	268.10	DCR|3VULN|2TLV|1CDMG	1DUST|259VULN|3CDMG|4CGEN|69TLV|7BEXP|89LWND|9BPWR|aRCR
