0	Index      	 *	Score 	Summary	Detail	
1	13416 53222	 * 	228.12	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|23aVULN|3BPWR|4ASPD|5DMG|6CDMG|7RMIN|8RCR|9ZMB
75	13415 15313	   	208.01	DCR|2VULN|2AART|1ASPD|1DMG|1ZMB	1aAART|23VULN|3BPWR|4ASPD|5TLV|6CGEN|7DMG|8ZMB|9RCR
76	14211 21526	   	207.98	DCR|2VULN|2AART|1ASPD|1DMG|1DUR	1aAART|2LHND|34VULN|5TSLFST|6ASPD|7DUR|8RCR|9DMG
77	12211 26526	   	207.98	DCR|2VULN|2AART|1ASPD|1DMG|1DUR	1aAART|2DUR|34VULN|5TSLFST|6ASPD|7LWND|8RCR|9DMG
78	14213 32536	   	207.88	DCR|3VULN|2AART|1NUKE|1ZMB	16AART|2LHND|345VULN|7ZMB|8RCR|9RMIN|aNUKE
79	14213 32552	   	207.88	DCR|3VULN|2AART|1ASPD|1ZMB	16AART|2LHND|345VULN|7ZMB|8RCR|9LIT|aASPD
80	13415 52212	   	207.85	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB|1MSE	1AART|239VULN|3BPWR|4ASPD|5TLV|6CDMG|7ZMB|8RCR|aMSE
81	13411 36315	   	207.85	DCR|3VULN|2AART|1ASPD|1DUR	19AART|23aVULN|3BPWR|4ASPD|5DUR|6BEXP|7RCR|8SPLJET
82	21223 52215	   	207.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1MLV|23DMG|4AART|5LWND|6CDMG|7ZMB|8RCR|9aVULN
83	21225 32215	   	207.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1MLV|23DMG|4AART|5CDMG|6LHND|7ZMB|8RCR|9aVULN
84	41223 52215	   	207.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AME|23DMG|4AART|5LWND|6CDMG|7ZMB|8RCR|9aVULN
85	41225 32215	   	207.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1AME|23DMG|4AART|5CDMG|6LHND|7ZMB|8RCR|9aVULN
86	21221 65215	   	207.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1MLV|23DMG|4AART|5ZMB|6CDMG|7BEXP|8RCR|9aVULN
87	14213 32526	   	207.78	DCR|3VULN|2AART|1NUKE|1ZMB	16AART|2LHND|345VULN|7ZMB|8RCR|9TLV|aNUKE
88	13412 16315	   	207.75	DCR|3VULN|2AART|1ASPD|1DUR	19AART|23aVULN|3BPWR|4ASPD|5DUST|6DUR|7RCR|8SPLJET
89	12211 13115	   	207.75	DCR|3VULN|2AART|1DMG|1DUR	19AART|2DUR|34aVULN|5TSLFST|6FEWX|7RCR|8DMG
90	12213 46533	   	207.75	DCR|3VULN|2AART|1MDPS|1ASPD|1DUR	1aAART|2DUR|345VULN|6MDPS|7RCR|8ASPD|9LWND
91	21221 62215	   	207.71	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1MLV|23DMG|4AART|5ZMB|6CDMG|7LEGI|8RCR|9aVULN
92	14236 42212	   	207.68	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2LHND|39VULN|46DMG|5DLOT|7RCR|8CDMG|aDUR
93	14231 35532	   	207.36	DCR|3VULN|2DMG|1AART|1DUR	1AART|2LHND|356VULN|47DMG|8RCR|9RMIN|aDUR
94	14231 35522	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	1AART|2LHND|356VULN|47DMG|8RCR|9TLV|aDUR
95	14211 13634	 * 	207.25	DCR|3VULN|1AART|2CDMG|1DMG	1AART|29LHND|349VULN|5TSLFST|6FEWX|7RCR|89CDMG|9BPWR|aDMG
96	14611 62232	 * 	206.74	DCR|3AART|2DMG|1VULN|1CDMG|1DUR	15aAART|2LHND|37DMG|4CDMG|6VULN|8RCR|9DUR
97	13524 36321	   	206.60	DCR|2VULN|1MDPS|2DMG|1AART|1ASPD	1AART|26VULN|3RCVC|4MDPS|56DMG|6BPWR|7RCR|8SPLJET|9ASPD|aAME
98	13524 36323	   	206.60	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD	1AART|26VULN|3RCVC|4MDPS|56DMG|6BPWR|7RCR|8SPLJET|9ASPD|aFEWX
99	12212 52213	 * 	206.59	DCR|3VULN|1AART|3DUR|1CDMG|1ZMB	1AART|25aDUR|349VULN|6CDMG|7ZMB|8RCR
100	12213 52233	   	206.59	DCR|3VULN|1AART|3DUR|1CDMG|1ZMB	1AART|29aDUR|345VULN|6CDMG|7ZMB|8RCR
101	12263 52213	   	206.59	DCR|3VULN|1AART|3DUR|1CDMG|1ZMB	1AART|24aDUR|359VULN|6CDMG|7ZMB|8RCR
102	13524 36322	   	206.50	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD	1AART|26VULN|3RCVC|4MDPS|56DMG|6BPWR|7RCR|8SPLJET|9ASPD|aMBVNT
103	14611 22215	   	206.30	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	15AART|2LHND|3DMG|4CDMG|6CGEN|7ZMB|8RCR|9aVULN
104	13412 35312	   	206.21	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	1AART|236VULN|3BPWR|4ASPD|5DUST|7DMG|8CGEN|9RCR|aAAC
105	13412 35512	   	206.21	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	1AART|236VULN|3BPWR|4ASPD|5DUST|7DMG|8AME|9RCR|aAAC
106	12611 62214	   	206.11	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2DUR|37DMG|4CDMG|5DMSP|69VULN|8RCR|aRCVC
107	13411 36325	 * 	206.00	DCR|3VULN|2ASPD|1AART|1DUR	1AART|23aVULN|3BPWR|49ASPD|5DUR|6BEXP|7RCR|8SPLJET
108	13412 16325	   	205.90	DCR|3VULN|2ASPD|1AART|1DUR	1AART|23aVULN|3BPWR|49ASPD|5DUST|6DUR|7RCR|8SPLJET
109	12611 62211	   	205.78	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2DUR|37DMG|4CDMG|5DMSP|69VULN|8RCR|aSNIFST
110	12611 62215	   	205.78	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2DUR|37DMG|4CDMG|5DMSP|69VULN|8RCR|aLIT
111	12615 62211	   	205.78	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2DUR|37DMG|4CDMG|5AELBLL|69VULN|8RCR|aSNIFST
112	12213 43163	   	205.75	DCR|3VULN|2AART|1MDPS|1ASPD|1DUR	1aAART|2DUR|345VULN|6MDPS|7LWND|8RCR|9ASPD
113	12214 52163	   	205.75	DCR|3VULN|2AART|1MDPS|1ASPD|1DUR	1aAART|2DUR|347VULN|5LHND|6MDPS|8RCR|9ASPD
114	13426 32163	   	205.75	DCR|3VULN|2AART|1MDPS|1ASPD|1DUR	1aAART|237VULN|3BPWR|4MDPS|5DUR|6LHND|8RCR|9ASPD
115	14212 52163	   	205.75	DCR|3VULN|2AART|1MDPS|1ASPD|1DUR	1aAART|2LHND|347VULN|5DUR|6MDPS|8RCR|9ASPD
116	14231 35511	   	205.73	DCR|3VULN|2DMG|1AART|1AAC	1AART|2LHND|356VULN|47DMG|8RCR|9AAC|aCGEN
117	14231 35512	   	205.73	DCR|3VULN|2DMG|1AART|1AAC|1DUR	1AART|2LHND|356VULN|47DMG|8RCR|9AAC|aDUR
118	14231 35513	   	205.73	DCR|3VULN|2DMG|1AART|1AAC	1AART|2LHND|356VULN|47DMG|8RCR|9AAC|aRCVC
119	15611 62213	   	205.68	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2DUST|37DMG|4CDMG|5DMSP|69VULN|8RCR|aDUR
120	12611 62212	   	205.68	DCR|2VULN|2DMG|1AART|1CDMG|1DUR|1MSE	1AART|2DUR|37DMG|4CDMG|5DMSP|69VULN|8RCR|aMSE
121	12611 62216	   	205.68	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|2DUR|37DMG|4CDMG|5DMSP|69VULN|8RCR|aDUST
122	12615 62212	   	205.68	DCR|2VULN|2DMG|1AART|1CDMG|1DUR|1MSE	1AART|2DUR|37DMG|4CDMG|5AELBLL|69VULN|8RCR|aMSE
123	15211 21515	   	205.65	DCR|3VULN|2AART|1ASPD|1DUR	19AART|2DUST|34aVULN|5TSLFST|6ASPD|7DUR|8RCR
124	21241 13613	   	205.22	DCR|2AART|2DMG|1VULN|1ASPD|1ZMB	1MLV|23DMG|4VULN|5TLV|6ZMB|7ASPD|8aAART|9RCR
125	41241 13613	   	205.22	DCR|2AART|2DMG|1VULN|1ASPD|1ZMB	1AME|23DMG|4VULN|5TLV|6ZMB|7ASPD|8aAART|9RCR
126	11611 43212	   	204.91	DCR|2AART|2DMG|1VULN|1ASPD|1AAC|1DUR	15AART|2CGEN|36DMG|4ASPD|7VULN|8DUR|9RCR|aAAC
127	13411 36143	 * 	204.62	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|23VULN|3BPWR|4ASPD|5DUR|6BEXP|7RCR|8ERES|9CDMG|aSPLARM
128	13423 56121	 * 	204.61	DCR|3VULN|3AART|1MDPS|1DMG	159AART|23aVULN|3BPWR|4MDPS|6DMG|7RCR|8ERES
129	13412 16143	   	204.52	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|23VULN|3BPWR|4ASPD|5DUST|6DUR|7RCR|8ERES|9CDMG|aSPLARM
130	14611 63213	   	204.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	15AART|27LHND|3DMG|4CDMG|69VULN|8RCR|aDUR
131	11311 32665	   	204.20	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	15AART|2CGEN|3aVULN|4CDMG|6DUST|7DMG|8ZMB|9RCR
132	14213 52214	   	204.17	DCR|4VULN|1AART|1CDMG|1ZMB	1AART|2LHND|3459VULN|6CDMG|7ZMB|8RCR|aRCVC
133	13311 32665	   	204.10	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	15AART|2aVULN|3ERES|4CDMG|6DUST|7DMG|8ZMB|9RCR
134	13443 52211	   	204.07	DCR|3VULN|2AART|1CDMG|1ZMB	14AART|239VULN|3BPWR|5LWND|6CDMG|7ZMB|8RCR|aSNIFST
135	14213 32551	   	204.07	DCR|3VULN|2AART|1CDMG|1ZMB	16AART|2LHND|345VULN|7ZMB|8RCR|9LIT|aCDMG
136	14213 52223	   	204.07	DCR|3VULN|2AART|1CDMG|1ZMB	1aAART|2LHND|345VULN|6CDMG|7ZMB|8RCR|9RPLT
137	15213 53214	   	204.07	DCR|4VULN|1AART|1CDMG|1ZMB	1AART|2DUST|3459VULN|6CDMG|7ZMB|8RCR|aRCVC
138	13443 52212	   	203.97	DCR|3VULN|2AART|1CDMG|1ZMB|1MSE	14AART|239VULN|3BPWR|5LWND|6CDMG|7ZMB|8RCR|aMSE
139	15213 53242	   	203.97	DCR|3VULN|2AART|1CDMG|1ZMB	1aAART|2DUST|345VULN|6CDMG|7ZMB|8RCR|9LWND
140	15213 53252	   	203.97	DCR|3VULN|2AART|1CDMG|1ZMB	1aAART|2DUST|345VULN|6CDMG|7ZMB|8RCR|9LHND
141	11611 64211	   	203.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	15AART|2CGEN|3DMG|4ASPD|6CDMG|7DUR|8RCR|9VULN|aLHND
142	11611 64212	   	203.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	15AART|2aCGEN|3DMG|4ASPD|6CDMG|7DUR|8RCR|9VULN
143	11611 64232	   	203.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	15AART|29CGEN|3DMG|4ASPD|6CDMG|7DUR|8RCR|aVULN
144	11611 65213	   	203.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	15AART|2CGEN|3DMG|4ASPD|6CDMG|7BEXP|8RCR|9VULN|aDUR
145	13216 53235	   	203.95	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1aAART|2VULN|3AELBLL|4ASPD|5DMG|6CDMG|7RMIN|8RCR|9DUR
146	13423 16433	 * 	203.94	DCR|3VULN|2AART|1MDPS|1CDMG|1DUR	15AART|236VULN|3BPWR|4MDPS|7RCR|8CGEN|9CDMG|aDUR
147	11611 62213	   	203.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	15AART|2CGEN|3DMG|4ASPD|6CDMG|7LEGI|8RCR|9VULN|aDUR
148	14213 52211	   	203.84	DCR|4VULN|1AART|1CDMG|1ZMB	1AART|2LHND|3459VULN|6CDMG|7ZMB|8RCR|aSNIFST
149	14213 52215	   	203.84	DCR|4VULN|1AART|1CDMG|1ZMB	1AART|2LHND|3459VULN|6CDMG|7ZMB|8RCR|aLIT
150	15211 21525	   	203.80	DCR|3VULN|2ASPD|1AART|1DUR	1AART|2DUST|34aVULN|5TSLFST|69ASPD|7DUR|8RCR
151	14213 52212	   	203.74	DCR|4VULN|1AART|1CDMG|1ZMB|1MSE	1AART|2LHND|3459VULN|6CDMG|7ZMB|8RCR|aMSE
152	14213 52216	   	203.74	DCR|4VULN|1AART|1CDMG|1ZMB	1AART|2LHND|3459VULN|6CDMG|7ZMB|8RCR|aDUST
153	15213 53211	   	203.74	DCR|4VULN|1AART|1CDMG|1ZMB	1AART|2DUST|3459VULN|6CDMG|7ZMB|8RCR|aSNIFST
154	15213 53215	   	203.74	DCR|4VULN|1AART|1CDMG|1ZMB	1AART|2DUST|3459VULN|6CDMG|7ZMB|8RCR|aLIT
155	15213 53212	   	203.64	DCR|4VULN|1AART|1CDMG|1ZMB|1MSE	1AART|2DUST|3459VULN|6CDMG|7ZMB|8RCR|aMSE
156	15213 53216	   	203.64	DCR|4VULN|1AART|1CDMG|1ZMB	1AART|2aDUST|3459VULN|6CDMG|7ZMB|8RCR
157	15213 53236	   	203.63	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	1AART|2DUST|345VULN|6aCDMG|7ZMB|8RCR|9DUR
158	31262 41341	 * 	203.59	DCR|3DMG|2VULN|1CDMG|1ZMB	1ERES|239DMG|4BEXP|5CDMG|6RCR|7ZMB|8aVULN
159	21223 52212	   	203.50	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1MLV|23DMG|4aAART|5LWND|6CDMG|7ZMB|8RCR|9VULN
160	21225 32212	   	203.50	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1MLV|23DMG|4aAART|5CDMG|6LHND|7ZMB|8RCR|9VULN
161	41223 52212	   	203.50	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1AME|23DMG|4aAART|5LWND|6CDMG|7ZMB|8RCR|9VULN
