0	Index      	 *	Score 	Summary	Detail	
1	12332 33222	 * 	260.67	紫橙3易伤1矿等1卖塔	18低血量敌人2卖塔38雷电4随机矿57核689易伤8序列升级a矿等
38	22312 33561	 * 	245.22	紫橙2易伤1矿等1卖塔	16易伤2卖塔3雷电4矿等59核7时间8挖青a立即金币
39	22312 33566	 * 	245.22	紫橙2易伤1矿等1卖塔	16易伤2卖塔3a雷电4矿等59核7时间8挖青
40	22312 33664	 * 	245.22	紫橙2易伤1矿等1卖塔	16易伤2卖塔3雷电4矿等59核7时间8敌人爆炸a激光对愈
41	22312 33665	 * 	245.22	紫橙2易伤1矿等1卖塔1策反	16易伤2卖塔3雷电4矿等59核7时间8敌人爆炸a策反
42	22312 34561	 * 	245.22	紫橙2易伤1矿等1卖塔	16易伤2卖塔3雷电4矿等59核7敌人爆炸8挖青a时间
43	22316 21625	 * 	245.20	橙3易伤2矿等1伤害1卖塔	167易伤2卖塔3雷电47矿等57等级7序列升级8伤害9时间a核
44	22312 22561	 * 	245.12	紫橙2易伤1矿等1卖塔	17易伤2卖塔3雷电4矿等59核6挖尘8挖青a时间
45	22312 33562	 * 	245.12	紫橙2易伤1矿等2卖塔	16易伤2a卖塔3雷电4矿等59核7时间8挖青
46	22312 33564	 * 	245.12	紫橙2易伤1矿等1卖塔	16易伤2卖塔3雷电4矿等59核7时间8挖青a激光对愈
47	22312 33565	 * 	245.12	紫橙2易伤1矿等1卖塔1策反	16易伤2卖塔3雷电4矿等59核7时间8挖青a策反
48	22312 36561	 * 	245.12	紫橙2易伤1矿等1卖塔	16易伤2卖塔3雷电4矿等59核7挖尘8挖青a时间
49	12312 33215	 * 	244.61	紫橙1易伤2矿等1伤害1卖塔	1低血量敌人2卖塔3雷电4a矿等57核6易伤8最后敌人9伤害
50	62312 33315	 * 	244.61	紫橙1易伤2矿等1伤害1卖塔	1最后敌人2卖塔3雷电4a矿等57核6易伤8基地爆炸9伤害
51	22312 23215	 * 	244.51	紫橙1易伤2矿等1伤害1卖塔	1易伤2卖塔3雷电4a矿等57核6挖尘8最后敌人9伤害
52	12312 33515	 * 	244.36	紫橙1易伤2矿等1伤害2卖塔	1低血量敌人28卖塔3雷电4a矿等57核6易伤9伤害
53	62312 33515	 * 	244.36	紫橙1易伤2矿等1伤害2卖塔	1最后敌人28卖塔3雷电4a矿等57核6易伤9伤害
54	22312 23515	 * 	244.26	紫橙1易伤2矿等1伤害2卖塔	1易伤28卖塔3雷电4a矿等57核6挖尘9伤害
55	31312 14661	 * 	244.00	紫橙1易伤2暴击1矿等2时间	16暴击2a时间3雷电4矿等59核7敌人爆炸8易伤
56	31312 16661	   	243.90	紫橙1易伤2暴击1矿等2时间	16暴击2a时间3雷电4矿等59核7挖尘8易伤
57	31312 22661	   	243.90	紫橙1易伤2暴击1矿等2时间	18暴击2a时间3雷电4矿等59核6挖尘7易伤
58	21331 64124	   	243.46	橙橙1易伤1攻速1平台	1易伤2挖青3挖尘4攻速5平台6a核7喷火对黄8掉矿9赏金邻近
59	12332 33221	 * 	243.14	紫橙3易伤1卖塔	18a低血量敌人2卖塔38雷电4随机矿57核689易伤8序列升级
60	12332 33223	 * 	243.14	紫橙3易伤1卖塔	18低血量敌人2卖塔38a雷电4随机矿57核689易伤8序列升级
61	62332 33221	 * 	243.14	紫橙3易伤1卖塔	18最后敌人2卖塔38雷电4随机矿57核689易伤8序列升级a低血量敌人
62	62332 33222	 * 	243.14	紫橙3易伤1卖塔	18最后敌人2卖塔38雷电4随机矿57核689易伤8序列升级a赏金塔
63	12332 33224	 * 	243.04	紫橙3易伤1卖塔	18低血量敌人2卖塔38雷电4随机矿57核689易伤8序列升级a挖尘
64	12332 33225	 * 	243.04	紫橙3易伤1卖塔	18低血量敌人2卖塔38雷电4随机矿57核689易伤8序列升级a双倍秒伤
65	12332 33226	 * 	243.04	紫橙3易伤1卖塔	18低血量敌人2卖塔38雷电4随机矿57核689易伤8序列升级a技能点
66	62332 33224	 * 	243.04	紫橙3易伤1卖塔	18最后敌人2卖塔38雷电4随机矿57核689易伤8序列升级a挖尘
67	62332 33225	 * 	243.04	紫橙3易伤1卖塔	18最后敌人2卖塔38雷电4随机矿57核689易伤8序列升级a双倍秒伤
68	62332 33226	 * 	243.04	紫橙3易伤1卖塔	18最后敌人2卖塔38雷电4随机矿57核689易伤8序列升级a技能点
69	22332 23221	 * 	242.94	紫橙3易伤1卖塔	189易伤2卖塔38雷电4随机矿57核68挖尘8序列升级a低血量敌人
70	22332 23222	 * 	242.94	紫橙3易伤1卖塔	189易伤2卖塔38雷电4随机矿57核68挖尘8序列升级a赏金塔
71	22332 23224	 * 	242.84	紫橙3易伤1卖塔1挖怪	189易伤2卖塔38雷电4随机矿57核68挖尘8序列升级a挖怪
72	22332 23225	 * 	242.84	紫橙3易伤1卖塔	189易伤2卖塔38雷电4随机矿57核68挖尘8序列升级a双倍秒伤
73	22332 23226	 * 	242.84	紫橙3易伤1卖塔	189易伤2卖塔38雷电4随机矿57核68挖尘8序列升级a技能点
74	31312 22561	 * 	242.59	紫橙1易伤3时间1矿等1暴击	1暴击28a时间3雷电4矿等59核6挖尘7易伤
75	32548 31418	   	242.06	橙橙1易伤1暴击1卖塔	1暴击2导弹对毒3加一4卖塔5立即金币68核7技能9时间a易伤
76	23255 53321	   	242.05	橙4易伤2时间1攻速1全技能	1789易伤27导弹对黄37时间4全技能5随机矿6核7序列升级a攻速
77	22312 16521	   	241.66	紫橙1易伤1矿等1暴击1全技能1平台1卖塔1策反	1易伤2卖塔3雷电4矿等5a核6暴击7全技能8策反9平台
78	22433 63341	   	241.35	橙3易伤2矿等2时间1平台1卖塔	169易伤2卖塔3敌人爆炸4平台59矿等7核89时间9序列升级a雷电
79	22433 63343	   	241.35	橙3易伤2矿等2时间1平台1卖塔	169易伤2卖塔3a敌人爆炸4平台59矿等7核89时间9序列升级
80	22352 33563	 * 	241.33	紫橙2易伤1攻速1卖塔	16易伤2卖塔3雷电4等级59核7时间8挖青a攻速
81	22433 63342	   	241.25	橙3易伤2矿等2时间1平台1卖塔	169易伤2卖塔3敌人爆炸4平台59矿等7核89时间9序列升级a掉矿
82	25133 33365	 * 	240.51	橙橙1易伤1伤害	1易伤2低血量敌人3敌人爆炸46雷电5立即金币7a核8加一9伤害
83	16334 34135	 * 	239.59	紫橙2易伤1伤害	12低血量敌人3雷电4伤害5a核6加一79易伤8挖青
84	23345 53333	   	239.55	橙3易伤3矿等	19a易伤2导弹对黄39a敌人爆炸4时间5低血量敌人69a矿等7核8赏金邻近9a序列升级
85	23364 53333	   	239.55	橙3易伤3矿等	19a易伤2导弹对黄39a敌人爆炸4低血量敌人5时间69a矿等7核8赏金邻近9a序列升级
86	21144 53333	   	239.45	橙3易伤3矿等	19a易伤2挖青39a敌人爆炸4毒液对黄5时间69a矿等7核8赏金邻近9a序列升级
87	22332 23261	   	239.44	紫橙2易伤1伤害1卖塔	18易伤2卖塔38雷电4随机矿57核689挖尘8序列升级a伤害
88	13152 43325	 * 	239.37	橙2易伤2伤害2矿等	1低血量敌人2a机枪对壮36易伤4时间5a矿等7核8等级9a伤害a序列升级
89	23362 43522	   	238.82	橙3易伤2伤害1矿等	168易伤2导弹对黄3敌人爆炸4低血量敌人5矿等7核9a伤害
90	21142 43522	   	238.72	橙3易伤2伤害1矿等	168易伤2挖青3敌人爆炸4毒液对黄5矿等7核9a伤害
91	21342 43325	   	238.72	橙3易伤2伤害1矿等	16a易伤2挖青3挖尘4a毒液对黄5矿等7核8等级9a伤害a序列升级
92	21342 43522	   	238.62	橙3易伤2伤害1矿等	168易伤2挖青3挖尘4毒液对黄5矿等7核9a伤害
93	21142 56222	   	237.68	橙橙1易伤1矿等	1易伤2挖青3敌人爆炸4毒液对黄5矿等6电塔对甲7最后敌人8电塔对黄9a核
94	25342 52222	   	237.68	橙橙1易伤1矿等	1易伤2低血量敌人3挖尘4毒液对黄5矿等6电塔对甲7敌人爆炸8电塔对黄9a核
95	31312 22562	   	237.58	紫橙1易伤1矿等2时间1暴击	1暴击28时间3雷电4矿等59核6挖尘7易伤a赏金塔
96	31312 22563	   	237.58	紫橙1易伤1矿等2时间1暴击	1暴击28时间3雷电4矿等59核6挖尘7易伤a双倍矿
97	31312 22566	   	237.58	紫橙1易伤1矿等2时间1暴击	1暴击28时间3a雷电4矿等59核6挖尘7易伤
98	21342 52222	   	237.58	橙橙1易伤1矿等	1易伤2挖青3挖尘4毒液对黄5矿等6电塔对甲7敌人爆炸8电塔对黄9a核
99	21342 56222	   	237.58	橙橙1易伤1矿等	1易伤2挖青3挖尘4毒液对黄5矿等6电塔对甲7最后敌人8电塔对黄9a核
100	31312 22461	   	237.48	紫橙1易伤1矿等2时间1暴击	1暴击2a时间3雷电4矿等59核68挖尘7易伤
101	31312 22564	   	237.48	紫橙1易伤1矿等2时间1暴击	1暴击28时间3雷电4矿等59核6挖尘7易伤a激光对愈
102	31312 22565	   	237.48	紫橙1易伤1矿等2时间1暴击1策反	1暴击28时间3雷电4矿等59核6挖尘7易伤a策反
103	31312 25661	   	237.48	紫橙1易伤1矿等2时间1暴击	1暴击2a时间3雷电4矿等59核67挖尘8易伤
104	31312 14662	   	237.45	紫橙1易伤2暴击1矿等	16暴击2时间3雷电4矿等59核7敌人爆炸8易伤a赏金塔
105	31312 14663	   	237.45	紫橙1易伤2暴击1矿等	16暴击2时间3雷电4矿等59核7敌人爆炸8易伤a双倍矿
106	31312 16662	   	237.35	紫橙1易伤2暴击1矿等	16暴击2时间3雷电4矿等59核7挖尘8易伤a赏金塔
107	31312 16663	   	237.35	紫橙1易伤2暴击1矿等	16暴击2时间3雷电4矿等59核7挖尘8易伤a双倍矿
108	31312 22662	   	237.35	紫橙1易伤2暴击1矿等	18暴击2时间3雷电4矿等59核6挖尘7易伤a赏金塔
109	31312 22663	   	237.35	紫橙1易伤2暴击1矿等	18暴击2时间3雷电4矿等59核6挖尘7易伤a双倍矿
110	31312 22666	   	237.35	紫橙1易伤2暴击1矿等	18暴击2时间3a雷电4矿等59核6挖尘7易伤
111	22332 33563	   	237.35	紫橙2易伤1全技能1卖塔	16易伤2卖塔3雷电4随机矿59核7时间8挖青a全技能
112	31312 22664	   	237.25	紫橙1易伤2暴击1矿等	18暴击2时间3雷电4矿等59核6挖尘7易伤a激光对愈
113	31312 22665	   	237.25	紫橙1易伤2暴击1矿等1策反	18暴击2时间3雷电4矿等59核6挖尘7易伤a策反
114	62312 33221	 * 	237.01	紫橙2易伤1矿等1卖塔	18最后敌人2卖塔3雷电4矿等57核69易伤a低血量敌人
115	62312 33222	 * 	237.01	紫橙2易伤1矿等1卖塔	18最后敌人2卖塔3雷电4矿等57核69易伤a赏金塔
116	62352 33226	 * 	237.01	紫橙2易伤1矿等1卖塔	18最后敌人2卖塔3雷电4等级57核69易伤a矿等
117	12312 33366	 * 	236.91	紫橙2易伤1矿等1卖塔	1低血量敌人2卖塔3雷电4矿等57核6a易伤8掉矿9技能
118	12312 33435	 * 	236.91	紫橙2易伤1矿等1卖塔	1低血量敌人2卖塔3雷电4矿等57核6a易伤8喷火对黄9随机矿
119	22312 23461	 * 	236.91	紫橙2易伤1矿等1卖塔	19易伤2卖塔39雷电4矿等57核6挖尘89喷火对黄9序列升级a敌人爆炸
120	22312 23462	 * 	236.91	紫橙2易伤1矿等1卖塔	19易伤2卖塔39雷电4矿等57核6挖尘89喷火对黄9序列升级a赏金塔
121	22312 23465	 * 	236.91	紫橙2易伤1矿等1卖塔	19易伤2卖塔39雷电4矿等57核6挖尘89喷火对黄9序列升级a额外掉落
122	22312 34562	 * 	236.91	紫橙2易伤1矿等1卖塔	16易伤2卖塔3雷电4矿等59核7a敌人爆炸8挖青
123	22332 23263	 * 	236.91	紫橙2易伤1矿等1卖塔	18易伤2卖塔38雷电4随机矿57核689挖尘8序列升级a矿等
124	62312 33224	 * 	236.91	紫橙2易伤1矿等1卖塔	18最后敌人2卖塔3雷电4矿等57核69易伤a挖尘
125	62312 33225	 * 	236.91	紫橙2易伤1矿等1卖塔	18最后敌人2卖塔3雷电4矿等57核69易伤a双倍秒伤
126	62312 33226	 * 	236.91	紫橙2易伤1矿等1卖塔	18最后敌人2卖塔3雷电4矿等57核69易伤a技能点
127	62312 33435	 * 	236.91	紫橙2易伤1矿等1卖塔	1最后敌人2卖塔3雷电4矿等57核6a易伤8喷火对黄9随机矿
128	12312 33115	 * 	236.81	紫橙2易伤1矿等1卖塔	1低血量敌人2卖塔3雷电4矿等57核6a易伤8技能点9双倍秒伤
129	12312 33315	 * 	236.81	紫橙2易伤1矿等1卖塔	1低血量敌人2卖塔3雷电4矿等57核6a易伤8掉矿9双倍秒伤
130	12312 33461	 * 	236.81	紫橙2易伤1矿等1卖塔	1低血量敌人2卖塔3雷电4矿等57核6a易伤8喷火对黄9双倍秒伤
131	22312 22562	 * 	236.81	紫橙2易伤1矿等1卖塔	17易伤2卖塔3雷电4矿等59核6挖尘8挖青a敌人爆炸
132	22312 22566	 * 	236.81	紫橙2易伤1矿等1卖塔	17易伤2卖塔3a雷电4矿等59核6挖尘8挖青
133	22312 23466	 * 	236.81	紫橙2易伤1矿等1卖塔	19易伤2卖塔39雷电4矿等57核6挖尘89喷火对黄9序列升级a导弹对绿
134	22312 34563	 * 	236.81	紫橙2易伤1矿等1卖塔	16易伤2卖塔3雷电4矿等59核7敌人爆炸8挖青a挖尘
135	22312 36562	 * 	236.81	紫橙2易伤1矿等1卖塔	16易伤2卖塔3雷电4矿等59核7挖尘8挖青a敌人爆炸
136	62312 33115	 * 	236.81	紫橙2易伤1矿等1卖塔	1最后敌人2卖塔3雷电4矿等57核6a易伤8技能点9双倍秒伤
137	62312 33461	 * 	236.81	紫橙2易伤1矿等1卖塔	1最后敌人2卖塔3雷电4矿等57核6a易伤8喷火对黄9双倍秒伤
138	23352 25511	 * 	236.79	橙2易伤3伤害1攻速1平台	14易伤2导弹对黄3敌人爆炸57a伤害6攻速8核9平台
139	23352 45322	   	236.79	橙2易伤3伤害1暴击1平台	14易伤2导弹对黄3敌人爆炸59a伤害6暴击7平台8核
140	22312 22563	 * 	236.71	紫橙2易伤1矿等1卖塔	17易伤2卖塔3雷电4矿等59核6挖尘8挖青a技能点
141	22312 22564	 * 	236.71	紫橙2易伤1矿等1卖塔	17易伤2卖塔3雷电4矿等59核6挖尘8挖青a激光对愈
142	22312 22565	 * 	236.71	紫橙2易伤1矿等1卖塔1策反	17易伤2卖塔3雷电4矿等59核6挖尘8挖青a策反
143	22312 36563	 * 	236.71	紫橙2易伤1矿等1卖塔	16易伤2卖塔3雷电4矿等59核7挖尘8挖青a技能点
144	31141 34323	 * 	235.95	橙2伤害1易伤2暴击1矿等2时间1攻速	14暴击24时间3额外掉落4序列升级5易伤6a伤害7矿等8攻速9核
145	22352 33661	   	234.33	紫橙2易伤2时间1卖塔	16易伤2卖塔3雷电4等级59核7a时间8敌人爆炸
146	22332 33561	   	234.23	紫橙2易伤2时间1卖塔	16易伤2卖塔3雷电4随机矿59核7a时间8挖青
147	22312 23455	 * 	234.00	紫橙1易伤2矿等1全技能1卖塔	1易伤2卖塔3雷电4a矿等57核6挖尘8喷火对黄9全技能
148	16352 62212	   	234.00	橙橙1易伤1攻速	12低血量敌人3雷电4加一5激光减费6攻速7技能8a核9易伤
149	32548 31428	   	233.76	橙橙1易伤1暴击1卖塔	1暴击2导弹对毒3加一4卖塔5立即金币68核7技能9低血量敌人a易伤
150	32548 31438	   	233.66	橙橙1易伤1暴击1卖塔	1暴击2导弹对毒3加一4卖塔5立即金币68核7技能9核弹a易伤
151	12323 52212	   	233.61	橙橙1易伤1暴击1策反1卖塔	1低血量敌人2卖塔3雷电4核弹5策反6暴击7技能8a核9易伤
152	22323 52262	   	233.61	橙橙1易伤1暴击1策反1卖塔	1易伤2卖塔3雷电4核弹5策反6暴击7技能8a核9最后敌人
153	62323 52212	   	233.61	橙橙1易伤1暴击1策反1卖塔	1最后敌人2卖塔3雷电4核弹5策反6暴击7技能8a核9易伤
154	23633 22425	   	233.43	橙2易伤2伤害1矿等1平台	1a易伤2a导弹对黄3平台4时间5矿等6a伤害7技能8核9赏金塔a序列升级
155	21515 53323	   	233.41	橙4易伤1伤害1全技能	1789易伤2挖青37基础对冰4全技能5随机矿6核7序列升级a伤害
156	23415 53323	   	233.41	橙4易伤1伤害1全技能	1789易伤27导弹对黄3挖青4全技能5随机矿6核7序列升级a伤害
157	22322 12154	   	233.32	紫橙1易伤1伤害1暴击1卖塔	1易伤2卖塔3雷电4核弹5a核6暴击7低血量敌人8时间9伤害
158	22322 14154	   	233.32	紫橙1易伤1伤害1暴击1卖塔	1易伤2卖塔3雷电4核弹5a核6暴击7敌人爆炸8时间9伤害
159	22332 23212	   	233.13	紫橙2易伤1暴击1卖塔	18易伤2卖塔38雷电4随机矿57核68挖尘8序列升级9金币生成a暴击
160	31121 52532	   	232.89	橙3易伤1矿等1暴击1全技能	1暴击2时间3额外掉落4立即金币578易伤6全技能9核a矿等
161	22332 23252	   	232.88	紫橙2易伤1暴击1策反1卖塔	18易伤2卖塔38雷电4随机矿57核68挖尘8序列升级9策反a暴击
162	12312 33145	 * 	232.75	紫橙1易伤2矿等1卖塔	1低血量敌人2卖塔3雷电4a矿等57核6易伤8技能点9时间
163	12312 33345	 * 	232.75	紫橙1易伤2矿等1卖塔	1低血量敌人2卖塔3雷电4a矿等57核6易伤8掉矿9时间
164	12312 33451	 * 	232.75	紫橙1易伤2矿等1卖塔	1低血量敌人2卖塔3雷电4a矿等57核6易伤8喷火对黄9时间
165	62312 33145	 * 	232.75	紫橙1易伤2矿等1卖塔	1最后敌人2卖塔3雷电4a矿等57核6易伤8技能点9时间
166	62312 33451	 * 	232.75	紫橙1易伤2矿等1卖塔	1最后敌人2卖塔3雷电4a矿等57核6易伤8喷火对黄9时间
167	34221 13231	 * 	231.30	紫橙1易伤2攻速1暴击	1暴击2寒冰对甲3挖尘48核57攻速6立即金币9易伤a金币生成
168	34221 13233	   	231.30	紫橙1易伤2攻速1暴击	1暴击2寒冰对甲3挖尘48核57攻速6立即金币9易伤a基地爆炸
169	34221 13234	   	231.30	紫橙1易伤2攻速1暴击	1暴击2寒冰对甲3挖尘48核57攻速6立即金币9易伤a等级
170	34221 13235	   	231.30	紫橙1易伤2攻速1暴击	1暴击2寒冰对甲3挖尘48核57攻速6立即金币9易伤a双倍矿
171	32221 13231	   	231.20	紫橙1易伤2攻速1暴击	1暴击2导弹对毒3挖尘48核57攻速6立即金币9易伤a金币生成
172	32221 13233	   	231.20	紫橙1易伤2攻速1暴击	1暴击2导弹对毒3挖尘48核57攻速6立即金币9易伤a基地爆炸
173	32221 13234	   	231.20	紫橙1易伤2攻速1暴击	1暴击2导弹对毒3挖尘48核57攻速6立即金币9易伤a等级
174	32221 13235	   	231.20	紫橙1易伤2攻速1暴击	1暴击2导弹对毒3挖尘48核57攻速6立即金币9易伤a双倍矿
175	34221 13232	   	231.20	紫橙1易伤2攻速1暴击	1暴击2寒冰对甲3挖尘48核57攻速6立即金币9易伤a双倍秒伤
176	34221 13245	   	231.20	紫橙1易伤2攻速1暴击	1暴击2寒冰对甲3挖尘48核57攻速6立即金币9防空对愈a易伤
177	32221 13232	   	231.10	紫橙1易伤2攻速1暴击	1暴击2导弹对毒3挖尘48核57攻速6立即金币9易伤a双倍秒伤
178	32221 13245	   	231.10	紫橙1易伤2攻速1暴击	1暴击2导弹对毒3挖尘48核57攻速6立即金币9防空对愈a易伤
179	31312 22462	   	230.93	紫橙1易伤1矿等1暴击	1暴击2时间3雷电4矿等59核68挖尘7易伤a赏金塔
180	31312 22463	   	230.93	紫橙1易伤1矿等1暴击	1暴击2时间3雷电4矿等59核68挖尘7易伤a双倍矿
181	31312 22466	   	230.93	紫橙1易伤1矿等1暴击	1暴击2时间3a雷电4矿等59核68挖尘7易伤
182	31312 25662	   	230.93	紫橙1易伤1矿等1暴击	1暴击2时间3雷电4矿等59核67挖尘8易伤a赏金塔
183	31312 25663	   	230.93	紫橙1易伤1矿等1暴击	1暴击2时间3雷电4矿等59核67挖尘8易伤a双倍矿
184	22433 63622	 * 	230.84	橙4易伤1矿等1平台1卖塔	169a易伤2卖塔38敌人爆炸4平台5矿等7核
185	31312 22464	   	230.83	紫橙1易伤1矿等1暴击	1暴击2时间3雷电4矿等59核68挖尘7易伤a激光对愈
186	31312 22465	   	230.83	紫橙1易伤1矿等1暴击1策反	1暴击2时间3雷电4矿等59核68挖尘7易伤a策反
187	21363 64111	   	230.80	橙3易伤1伤害1攻速1暴击	149易伤2挖青35挖尘6攻速7暴击8伤害a核
188	23352 25512	   	230.80	橙2易伤2伤害1攻速1全技能1平台	14易伤2导弹对黄3敌人爆炸57伤害6攻速8核9平台a全技能
189	22312 43563	   	230.79	紫橙1易伤1矿等1攻速1卖塔	1易伤2卖塔36雷电4矿等59核7时间8挖青a攻速
