0	Index      	 *	Score 	Summary	Detail	
1	55346 43113	 * 	224.28	DCR|2VULN|2DMG|2ASPD|1AART|1AAC	1AART|29ASPD|3MBVNT|4DUST|5RMIN|69DMG|7RCR|89VULN|9BPWR|aAAC
23	55344 13145	 * 	209.88	DCR|2VULN|2AART|1ASPD|1DMG|1DUR	15AART|2ASPD|3MBVNT|4DUST|6DUR|7RCR|8aVULN|9DMG
24	55344 13111	   	209.48	DCR|2VULN|2AART|2ASPD|2DUR	15AART|29ASPD|3MBVNT|4DUST|69DUR|7RCR|89VULN|9BPWR|aLHND
25	55344 13112	   	209.48	DCR|2VULN|2AART|2ASPD|2DUR	15AART|29ASPD|3MBVNT|4DUST|69DUR|7RCR|89VULN|9BPWR|aDMSP
26	55344 13116	   	209.48	DCR|2VULN|2AART|2ASPD|2DUR	15AART|29ASPD|3MBVNT|4DUST|69DUR|7RCR|89VULN|9BPWR|aBEXP
27	55344 13117	   	209.48	DCR|2VULN|2AART|2ASPD|2DUR	15AART|29ASPD|3MBVNT|4DUST|69DUR|7RCR|89VULN|9BPWR|aLWND
28	55344 13114	   	209.38	DCR|2VULN|2AART|2ASPD|2DUR	15AART|29ASPD|3MBVNT|4aDUST|69DUR|7RCR|89VULN|9BPWR
29	55344 13115	   	209.38	DCR|2VULN|2AART|2ASPD|2DUR	15AART|29ASPD|3MBVNT|4DUST|69DUR|7RCR|89VULN|9BPWR|aERES
30	51263 33313	 * 	209.25	DCR|3VULN|1MDPS|1AART|2CDMG|1ASPD	1AART|278VULN|37CDMG|4MDPS|579CGEN|6RCR|7BPWR|aASPD
31	55344 23118	   	208.86	DCR|3ASPD|2VULN|2AART	15AART|29aASPD|3MBVNT|4DUST|69FEWX|7RCR|89VULN|9BPWR
32	13253 42611	 * 	208.71	DCR|3VULN|2DMG|1AART|2ZMB	1BEXP|24ZMB|348VULN|4BPWR|59DMG|6AART|7DMSP|aRCR
33	33253 42611	   	208.71	DCR|3VULN|2DMG|1AART|2ZMB	1FEWX|24ZMB|348VULN|4BPWR|59DMG|6AART|7DMSP|aRCR
34	33134 33453	   	208.29	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1FEWX|2ZMB|3ASPD|4aVULN|5CDMG|6LIT|7DMG|8AART|9RCR
35	31252 11343	   	208.13	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	14FEWX|2RMIN|348VULN|4BPWR|5CDMG|6DUR|7RCR|9AART|aASPD
36	12263 11612	   	208.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1BEXP|2CDMG|3CGEN|45aVULN|6DUR|7RCR|8ASPD|9AART
37	63122 26312	   	207.96	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB|1DUR	1DUR|2ZMB|3ASPD|46CDMG|5aVULN|7RCR|8LWND|9AART
38	63122 26512	   	207.96	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB|1DUR	1DUR|2ZMB|3ASPD|46CDMG|5aVULN|7RCR|8BEXP|9AART
39	12463 11612	   	207.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1BEXP|2CDMG|3ERES|45aVULN|6DUR|7RCR|8ASPD|9AART
40	13113 43562	 * 	207.29	DCR|3ASPD|1VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2ZMB|358ASPD|4DUR|6AART|7RCR|9CDMG|aVULN
41	33113 43562	   	207.29	DCR|3ASPD|1VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|358ASPD|4DUR|6AART|7RCR|9CDMG|aVULN
42	13253 42511	 * 	206.95	DCR|2VULN|2AART|2DMG|2ZMB	1BEXP|24ZMB|34VULN|4BPWR|59DMG|68AART|7DMSP|aRCR
43	33253 42511	   	206.95	DCR|2VULN|2AART|2DMG|2ZMB	1FEWX|24ZMB|34VULN|4BPWR|59DMG|68AART|7DMSP|aRCR
44	55345 13113	   	206.60	DCR|2VULN|2ASPD|1AART|1DMG|1AAC	1AART|29ASPD|3MBVNT|49DUST|5DMG|6AME|7RCR|89VULN|9BPWR|aAAC
45	51261 26333	 * 	206.41	DCR|2VULN|1MDPS|2ASPD|1AART|2CDMG|1AAC	1AART|28VULN|38CDMG|4MDPS|5BELT|68ASPD|7RCVC|8BPWR|9RCR|aAAC
46	55332 13118	   	206.33	DCR|3ASPD|2VULN|1AART|2DUR|1AAC	1AART|29aASPD|3MBVNT|4CGEN|5AAC|69DUR|7RCR|89VULN|9BPWR
47	65153 32141	   	206.24	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1DUR|2AART|3DMSP|4ZMB|5MBVNT|6RCR|78VULN|9ASPD|aDMG
48	65153 32412	   	206.24	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1DUR|2AART|3DMSP|4ZMB|5MBVNT|6RCR|79VULN|8DMG|aASPD
49	65153 32413	 * 	206.24	DCR|2VULN|1AART|1DMG|1NUKE|1ZMB|1DUR	1DUR|2AART|3DMSP|4ZMB|5MBVNT|6RCR|79VULN|8DMG|aNUKE
50	55341 13118	   	206.23	DCR|3ASPD|2VULN|1AART|2DUR	1AART|29aASPD|3MBVNT|45DUST|69DUR|7RCR|89VULN|9BPWR
51	55344 13142	 * 	205.75	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	15AART|2ASPD|3MBVNT|4DUST|6DUR|7RCR|8VULN|9DMG|aCDMG
52	55131 33322	 * 	205.53	DCR|3VULN|1AART|1ASPD|1DMG	1AART|2ASPD|38aVULN|4CGEN|5RPLT|6RCR|7DMG|9RMIN
53	55131 33342	   	205.53	DCR|3VULN|1AART|1ASPD|1DMG	1AART|2ASPD|38aVULN|4CGEN|5RPLT|6RCR|7DMG|9MLV
54	55131 33363	   	205.53	DCR|3VULN|1AART|1ASPD|1DMG	1AART|2ASPD|38aVULN|4CGEN|5RPLT|6RCR|7DMG|9LIT
55	55121 33142	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1AART|2ASPD|39aVULN|4ERES|5RPLT|6RCR|7DMG|8CGEN
56	55121 33312	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1AART|2ASPD|38aVULN|4ERES|5RPLT|6RCR|7DMG|9CGEN
57	55121 33342	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1AART|2ASPD|38aVULN|4ERES|5RPLT|6RCR|7DMG|9MLV
58	55131 33142	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1AART|2ASPD|39aVULN|4CGEN|5RPLT|6RCR|7DMG|8ERES
59	55331 13113	   	205.37	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49CGEN|5ZMB|6DUR|7RCR|89VULN|9BPWR|aAAC
60	55351 13113	   	205.37	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49MLV|5ZMB|6DUR|7RCR|89VULN|9BPWR|aAAC
61	55131 33315	   	205.29	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2ASPD|38VULN|49CGEN|5RPLT|6RCR|7aDMG
62	55121 33322	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2ASPD|38VULN|4ERES|5RPLT|6RCR|79DMG|aAME
63	55121 33326	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2ASPD|38VULN|4ERES|5RPLT|6RCR|79DMG|aBEXP
64	55321 13113	   	205.17	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49ERES|5ZMB|6DUR|7RCR|89VULN|9BPWR|aAAC
65	55121 33321	   	205.09	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2ASPD|38VULN|4aERES|5RPLT|6RCR|79DMG
66	55121 33324	   	205.09	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2ASPD|38VULN|4ERES|5RPLT|6RCR|79DMG|aMBVNT
67	51263 33322	 * 	205.03	DCR|4VULN|1MDPS|1AART|2CDMG	1AART|278aVULN|37CDMG|4MDPS|57CGEN|6RCR|7BPWR|9RMIN
68	51263 33342	   	205.03	DCR|4VULN|1MDPS|1AART|2CDMG	1AART|278aVULN|37CDMG|4MDPS|57CGEN|6RCR|7BPWR|9MLV
69	51263 33363	   	205.03	DCR|4VULN|1MDPS|1AART|2CDMG	1AART|278aVULN|37CDMG|4MDPS|57CGEN|6RCR|7BPWR|9LIT
70	51263 33142	   	204.93	DCR|4VULN|1MDPS|1AART|2CDMG	1AART|279aVULN|37CDMG|4MDPS|57CGEN|6RCR|7BPWR|8ERES
71	15354 32113	 * 	204.61	ACR|2VULN|2DMG|1AART|1ASPD|1AAC|1ZMB|1DUR	19BEXP|2AART|3RCR|4ZMB|59DMG|6DUR|7ASPD|89VULN|9BPWR|aAAC
72	35354 32113	   	204.61	ACR|2VULN|2DMG|1AART|1ASPD|1AAC|1ZMB|1DUR	19FEWX|2AART|3RCR|4ZMB|59DMG|6DUR|7ASPD|89VULN|9BPWR|aAAC
73	55321 13144	   	204.14	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1AART|2ASPD|3MBVNT|4ERES|5ZMB|6DUR|7RCR|8aVULN|9DMG
74	55131 34131	   	203.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2ASPD|38VULN|4CGEN|5RPLT|6RCR|7CDMG|9RMIN|aDMG
75	55121 34131	   	203.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2ASPD|38VULN|4ERES|5RPLT|6RCR|7CDMG|9RMIN|aDMG
76	65153 32411	   	203.77	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|2AART|3DMSP|4ZMB|5MBVNT|6RCR|79VULN|8aDMG
77	55121 32222	   	203.58	DCR|2VULN|2AART|1ASPD|1DMG	18AART|2ASPD|3aVULN|4ERES|5RPLT|6RCR|7TLV|9DMG
78	35314 63323	 * 	203.55	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG|1DUR	1FEWX|2AART|3RCR|4DUR|58VULN|6CDMG|79DMG|aASPD
79	61131 44211	   	203.38	DCR|2VULN|2DMG|2ASPD|2DUR	14DUR|2RMIN|34ASPD|4BPWR|58DMG|6MLV|7aVULN|9RCR
80	15352 31511	 * 	203.30	ACR|3VULN|2ASPD|1AART|1CDMG|2ZMB	1BEXP|2AART|3RCR|46ZMB|56aVULN|6BPWR|78ASPD|9CDMG
81	35352 31511	   	203.30	ACR|3VULN|2ASPD|1AART|1CDMG|2ZMB	1FEWX|2AART|3RCR|46ZMB|56aVULN|6BPWR|78ASPD|9CDMG
82	55331 23118	   	203.22	DCR|3ASPD|2VULN|1AART|1ZMB	1AART|29aASPD|3MBVNT|49CGEN|5ZMB|6FEWX|7RCR|89VULN|9BPWR
83	12536 63113	   	203.08	DCR|2VULN|2ASPD|1AART|1CDMG|1AAC	19BEXP|2CDMG|3AART|4RMIN|5RPLT|69ASPD|7RCR|89VULN|9BPWR|aAAC
84	32536 63113	   	203.08	DCR|2VULN|2ASPD|1AART|1CDMG|1AAC	19FEWX|2CDMG|3AART|4RMIN|5RPLT|69ASPD|7RCR|89VULN|9BPWR|aAAC
85	55344 23113	   	202.71	DCR|2VULN|2AART|2ASPD|1AAC	15AART|29ASPD|3MBVNT|4DUST|69FEWX|7RCR|89VULN|9BPWR|aAAC
86	55344 83113	   	202.71	DCR|2VULN|2AART|2ASPD|1AAC	15AART|29ASPD|3MBVNT|4DUST|69BEXP|7RCR|89VULN|9BPWR|aAAC
87	65153 32432	   	202.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3DMSP|4ZMB|5MBVNT|6RCR|7aVULN|8DMG|9CDMG
88	55131 33313	   	201.92	DCR|2VULN|2ASPD|1AART|1DMG	1AART|2aASPD|38VULN|49CGEN|5RPLT|6RCR|7DMG
89	51264 23122	 * 	201.68	DCR|2VULN|1MDPS|2DMG|1AART|1CDMG|1DUR	1AART|27VULN|3CDMG|4MDPS|57DMG|67DUST|7BPWR|8CGEN|9DUR|aRCR
90	52345 32118	   	201.62	DCR|2VULN|2ASPD|1AART|1DMG	1AART|29TLV|3MBVNT|49DUST|5DMG|6RCR|7aASPD|89VULN|9BPWR
91	51263 32142	   	201.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	1AART|29aVULN|3CDMG|4MDPS|5CGEN|6RCR|7ASPD|8RCVC
92	51263 32242	   	201.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	1AART|29aVULN|3CDMG|4MDPS|58CGEN|6RCR|7ASPD
93	51263 35313	   	201.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	1AART|278VULN|3CDMG|4MDPS|59CGEN|6RCR|aASPD
94	55344 23145	   	201.58	DCR|2VULN|2AART|1ASPD|1DMG	15AART|2ASPD|3MBVNT|4DUST|6FEWX|7RCR|8aVULN|9DMG
95	55131 31362	 * 	201.55	DCR|3VULN|2AART|1ASPD	19AART|2ASPD|38aVULN|4CGEN|5RPLT|6RCR|7LHND
96	35352 33622	 * 	201.53	ACR|3VULN|3ZMB|1AART|1ASPD|1CDMG	1FEWX|2AART|3RCR|467ZMB|568VULN|6BPWR|9ASPD|aCDMG
97	55121 31362	   	201.45	DCR|3VULN|2AART|1ASPD	19AART|2ASPD|38aVULN|4ERES|5RPLT|6RCR|7LHND
98	55131 31342	 * 	201.32	DCR|4VULN|1AART|1ASPD	1AART|2ASPD|389aVULN|4CGEN|5RPLT|6RCR|7LHND
99	51521 33324	   	201.28	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1AART|28VULN|3AAC|4ERES|5RPLT|6RCR|79DMG|aCDMG
100	55121 31342	   	201.22	DCR|4VULN|1AART|1ASPD	1AART|2ASPD|389aVULN|4ERES|5RPLT|6RCR|7LHND
101	65352 31111	 * 	201.10	ACR|3VULN|1AART|1ASPD|1DMG|2ZMB|1DUR	1DUR|2AART|3RCR|46ZMB|569VULN|6BPWR|7ASPD|8DUST|aDMG
102	63234 32241	   	200.74	DCR|2VULN|1MDPS|2ASPD|2DUR|1ZMB|1SELL	19DUR|2ZMB|39VULN|4LIT|5LHND|6RCR|7SELL|89ASPD|9BPWR|aMDPS
103	55121 33225	   	200.46	DCR|3DMG|1VULN|1AART|1ASPD	1AART|2ASPD|3VULN|4ERES|5RPLT|6RCR|79aDMG|8DMSP
104	55363 32114	   	200.46	DCR|2VULN|2ASPD|1AART|3DUR	1AART|29ASPD|3MBVNT|459DUR|6RCR|7LEGI|89VULN|9BPWR|aLWND
105	35233 16363	 * 	200.45	DCR|3ASPD|2AART|2DMG	1aFEWX|27AART|3DUST|4RPLT|59aASPD|6aDMG|8RCR|aBPWR
106	13133 42651	   	200.27	DCR|2VULN|2AART|2ASPD|1ZMB	1BEXP|2ZMB|35ASPD|48VULN|69AART|7DMSP|aRCR
107	33133 42651	   	200.27	DCR|2VULN|2AART|2ASPD|1ZMB	1FEWX|2ZMB|35ASPD|48VULN|69AART|7DMSP|aRCR
108	55331 13142	   	200.11	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AART|2ASPD|3MBVNT|4CGEN|5ZMB|6DUR|7RCR|8VULN|9DMG|aCDMG
109	55351 13142	   	200.11	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AART|2ASPD|3MBVNT|4MLV|5ZMB|6DUR|7RCR|8VULN|9DMG|aCDMG
110	55341 13113	   	200.08	DCR|2VULN|2ASPD|1AART|2DUR|1AAC	1AART|29ASPD|3MBVNT|45DUST|69DUR|7RCR|89VULN|9BPWR|aAAC
111	33533 52513	 * 	200.06	DCR|2VULN|2ASPD|3ZMB|1AART	19FEWX|267ZMB|3AME|49VULN|59ASPD|8AART|9BPWR|aRCR
112	64332 32251	   	200.04	DCR|2VULN|2DMG|2ASPD|1DUR	1DUR|29DUST|3CGEN|4LIT|59DMG|6aVULN|79ASPD|8RCR|9BPWR
113	66332 32251	   	200.04	DCR|2VULN|2DMG|2ASPD|1DUR	1DUR|29ERES|3LWND|4LIT|59DMG|6aVULN|79ASPD|8RCR|9BPWR
114	55321 13142	   	200.01	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AART|2ASPD|3MBVNT|4ERES|5ZMB|6DUR|7RCR|8VULN|9DMG|aCDMG
115	55131 34122	 * 	199.96	DCR|2VULN|2AART|1ASPD|1CDMG	1aAART|2ASPD|38VULN|4CGEN|5RPLT|6RCR|7CDMG|9LWND
116	55121 34122	   	199.86	DCR|2VULN|2AART|1ASPD|1CDMG	1aAART|2ASPD|38VULN|4ERES|5RPLT|6RCR|7CDMG|9LWND
117	55322 23117	   	199.82	DCR|2VULN|2ASPD|1AART|1DMG|1AAC	1AART|29ASPD|3MBVNT|4ERES|5AAC|69FEWX|7RCR|89VULN|9BPWR|aDMG
118	55345 13111	   	199.82	DCR|2VULN|2ASPD|1AART|1DMG	1AART|29ASPD|3MBVNT|49DUST|5DMG|6AME|7RCR|89VULN|9BPWR|aLHND
119	55345 13112	   	199.82	DCR|2VULN|2ASPD|1AART|1DMG	1AART|29ASPD|3MBVNT|49DUST|5DMG|6AME|7RCR|89VULN|9BPWR|aDMSP
120	13253 24363	 * 	199.78	DCR|2VULN|3ZMB|1ASPD|1DMG|2DUR	19BEXP|249ZMB|34VULN|49BPWR|5DMG|6RPLT|79DUR|8RCR|aASPD
121	33253 24363	   	199.78	DCR|2VULN|3ZMB|1ASPD|1DMG|2DUR	19FEWX|249ZMB|34VULN|49BPWR|5DMG|6RPLT|79DUR|8RCR|aASPD
122	63253 23363	   	199.78	DCR|2VULN|3ZMB|1ASPD|1DMG|2DUR	19DUR|249ZMB|34VULN|49BPWR|5DMG|6RPLT|79FEWX|8RCR|aASPD
123	51263 32335	   	199.72	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD|1DUR	1AART|29VULN|39CDMG|4MDPS|5CGEN|6RCR|7ASPD|89FEWX|9BPWR|aDUR
124	55345 13114	   	199.72	DCR|2VULN|2ASPD|1AART|1DMG	1AART|29ASPD|3MBVNT|49aDUST|5DMG|6AME|7RCR|89VULN|9BPWR
125	12263 21612	   	199.72	DCR|3VULN|1AART|1ASPD|1CDMG	1BEXP|2CDMG|3CGEN|45aVULN|6LHND|7RCR|8ASPD|9AART
126	35233 16342	   	199.68	DCR|2VULN|2AART|1ASPD|1DMG	1FEWX|27AART|3DUST|4RPLT|5ASPD|6DMG|8RCR|9aVULN
127	13134 26312	   	199.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1BEXP|2ZMB|3ASPD|4aVULN|56CDMG|7RCR|8LWND|9AART
128	33134 26312	   	199.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1FEWX|2ZMB|3ASPD|4aVULN|56CDMG|7RCR|8LWND|9AART
129	33134 26512	   	199.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1FEWX|2ZMB|3ASPD|4aVULN|56CDMG|7RCR|8BEXP|9AART
130	51261 26331	   	199.64	DCR|2VULN|1MDPS|2ASPD|1AART|2CDMG	1AART|28VULN|38CDMG|4MDPS|5BELT|68ASPD|7RCVC|8BPWR|9RCR|aFEWX
131	51261 26332	   	199.64	DCR|2VULN|1MDPS|2ASPD|1AART|2CDMG	1AART|28VULN|38CDMG|4MDPS|5BELT|68ASPD|7RCVC|8BPWR|9RCR|aLWND
132	12463 21612	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1BEXP|2CDMG|3ERES|45aVULN|6LHND|7RCR|8ASPD|9AART
133	55332 13113	 * 	199.58	DCR|2VULN|2ASPD|2AAC|1AART|2DUR	1AART|29ASPD|3MBVNT|4CGEN|5aAAC|69DUR|7RCR|89VULN|9BPWR
134	55352 13113	   	199.58	DCR|2VULN|2ASPD|2AAC|1AART|2DUR	1AART|29ASPD|3MBVNT|4MLV|5aAAC|69DUR|7RCR|89VULN|9BPWR
135	63253 21363	   	199.58	DCR|2VULN|3ZMB|1ASPD|1DMG|2DUR	19DUR|249ZMB|34VULN|49BPWR|5DMG|6RPLT|79DUST|8RCR|aASPD
136	13134 26612	   	199.55	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1BEXP|2ZMB|3ASPD|4aVULN|56CDMG|7RCR|8DUST|9AART
137	51263 33331	   	199.52	DCR|3VULN|1MDPS|1AART|2CDMG|1ZMB	1AART|278VULN|37CDMG|4MDPS|57CGEN|6RCR|7BPWR|9LHND|aZMB
138	51263 33351	   	199.52	DCR|3VULN|1MDPS|1AART|2CDMG|1ZMB	1AART|278VULN|37CDMG|4MDPS|57CGEN|6RCR|7BPWR|9FEWX|aZMB
139	51263 33611	   	199.52	DCR|3VULN|1MDPS|1AART|2CDMG|1ZMB	1AART|279VULN|37CDMG|4MDPS|57CGEN|6RCR|7BPWR|8FEWX|aZMB
140	55322 13113	   	199.48	DCR|2VULN|2ASPD|2AAC|1AART|2DUR	1AART|29ASPD|3MBVNT|4ERES|5aAAC|69DUR|7RCR|89VULN|9BPWR
141	35333 14113	 * 	198.85	ACR|2VULN|2ASPD|1AART|1DMG|1CDMG|1AAC	19FEWX|2AART|3RCR|4RPLT|59ASPD|6DMG|7CDMG|89VULN|9BPWR|aAAC
142	55331 13111	   	198.60	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49CGEN|5ZMB|6DUR|7RCR|89VULN|9BPWR|aLHND
143	55331 13112	   	198.60	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49CGEN|5ZMB|6DUR|7RCR|89VULN|9BPWR|aDMSP
144	55331 13116	   	198.60	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49CGEN|5ZMB|6DUR|7RCR|89VULN|9BPWR|aBEXP
145	55331 13117	   	198.60	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49CGEN|5ZMB|6DUR|7RCR|89VULN|9BPWR|aLWND
146	55351 13111	   	198.60	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49MLV|5ZMB|6DUR|7RCR|89VULN|9BPWR|aLHND
147	55351 13112	   	198.60	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49MLV|5ZMB|6DUR|7RCR|89VULN|9BPWR|aDMSP
148	13113 43414	   	198.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1BEXP|2ZMB|35ASPD|4DUR|6AART|7RCR|8LWND|9aVULN
149	33113 43414	   	198.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1FEWX|2ZMB|35ASPD|4DUR|6AART|7RCR|8LWND|9aVULN
150	33113 43614	   	198.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1FEWX|2ZMB|35ASPD|4DUR|6AART|7RCR|8BEXP|9aVULN
151	55331 13114	   	198.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49CGEN|5ZMB|6DUR|7RCR|89VULN|9BPWR|aDUST
152	55331 13115	   	198.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49CGEN|5ZMB|6DUR|7RCR|89VULN|9BPWR|aERES
153	55351 13114	   	198.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1AART|29ASPD|3MBVNT|49MLV|5ZMB|6DUR|7RCR|89VULN|9BPWR|aDUST
