0	Index      	 *	Score 	Summary	Detail	
1	52433 53312	 * 	205.52	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG|2DUR	189VULN|2RCVC|38ZMB|4CDMG|5DMG|6RCR|78DUR|8BPWR|aAART
63	11451 11262	   	187.46	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	13DUR|23aVULN|3BPWR|4DMG|5AART|6LIT|7RCR|8MLV|9CDMG
64	11451 11122	   	187.36	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	13DUR|23aVULN|3BPWR|4DMG|5AART|6LIT|7RCR|8CDMG|9ERES
65	11423 32516	 * 	186.91	DCR|3VULN|3DMG|3DUR|1ASPD	137DUR|237VULN|37BPWR|4CGEN|5DUST|67aDMG|8ASPD|9RCR
66	31223 23556	   	186.86	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	1BEXP|249VULN|34DUR|4BPWR|5DMG|6AART|7RCR|8LHND|aCDMG
67	11453 23233	   	186.66	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	13DUR|239VULN|3BPWR|4DMG|5DUST|6AART|7RCR|8DLOT|aCDMG
68	31333 21166	   	186.46	DCR|3VULN|3DMG|1ZMB|1ASPD	1BEXP|29aVULN|3ZMB|458DMG|6ASPD|7RCR
69	53333 21166	   	186.46	DCR|3VULN|3DMG|1ZMB|1ASPD	19aVULN|2FEWX|3ZMB|458DMG|6ASPD|7RCR
70	23211 24324	   	186.41	DCR|4VULN|1AART|1FLTHEA|1ZMB|1DUR	1DLOT|2347VULN|4BPWR|5DUR|6RCR|8ZMB|9FLTHEA|aAART
71	52433 53311	   	186.14	DCR|3VULN|1DMG|3DUR|2ZMB|1CDMG	189VULN|2RCVC|38ZMB|4CDMG|5DMG|6RCR|78aDUR|8BPWR
72	52221 52222	   	185.59	ACR|3VULN|2DMG|1AART	169VULN|2RCVC|3RCR|4CGEN|5AART|79ERES|89DMG|9BPWR|aRMIN
73	52221 52223	   	185.59	ACR|3VULN|2DMG|1AART	169VULN|2RCVC|3RCR|4CGEN|5AART|79ERES|89DMG|9BPWR|aFEWX
74	52221 52224	   	185.59	ACR|3VULN|2DMG|1AART	169VULN|2RCVC|3RCR|4CGEN|5AART|79ERES|89DMG|9BPWR|aLHND
75	52221 52225	   	185.59	ACR|3VULN|2DMG|1AART	169VULN|2RCVC|3RCR|4CGEN|5AART|79ERES|89DMG|9BPWR|aBEXP
76	52221 52226	   	185.59	ACR|3VULN|2DMG|1AART	169VULN|2RCVC|3RCR|4CGEN|5AART|79ERES|89DMG|9BPWR|aLIT
77	52221 52221	   	185.49	ACR|3VULN|2DMG|1AART	169VULN|2RCVC|3RCR|4CGEN|5AART|79ERES|89DMG|9BPWR|aTLV
78	11416 32512	 * 	185.45	DCR|4VULN|2DMG|3DUR|1ASPD	137DUR|237aVULN|37BPWR|4BEXP|5CGEN|67DMG|8ASPD|9RCR
79	11422 32512	   	185.45	DCR|4VULN|2DMG|3DUR|1ASPD	137DUR|237aVULN|37BPWR|4CGEN|5BEXP|67DMG|8ASPD|9RCR
80	11424 32512	   	185.45	DCR|4VULN|2DMG|3DUR|1ASPD	137DUR|237aVULN|37BPWR|4CGEN|5FEWX|67DMG|8ASPD|9RCR
81	11426 32212	   	185.45	DCR|4VULN|2DMG|3DUR|1ASPD	137DUR|237aVULN|37BPWR|4CGEN|5LHND|67DMG|8ASPD|9RCR
82	43233 15431	   	185.43	DCR|3DMG|1AART|1VULN|1CDMG|1ZMB	157DMG|2ZMB|3RMIN|4CDMG|6RCR|8AIRHEA|9VULN|aAART
83	11423 32512	   	185.35	DCR|4VULN|2DMG|3DUR|1ASPD	137DUR|237aVULN|37BPWR|4CGEN|5DUST|67DMG|8ASPD|9RCR
84	11143 25123	   	185.27	DCR|3VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|278VULN|3RMIN|4ZMB|5DMG|6AART|9FLTHEA|aRCR
85	52215 62332	 * 	185.23	ACR|4VULN|3CDMG|3DUR|1ASPD	1789VULN|2RCVC|3RCR|4BEXP|589DUR|689CDMG|89BPWR|aASPD
86	52251 62332	   	185.13	ACR|4VULN|3CDMG|3DUR|1ASPD	1789VULN|2RCVC|3RCR|489DUR|5LEGI|689CDMG|89BPWR|aASPD
87	52213 25153	   	184.99	ACR|3VULN|2DMG|1AART	178VULN|2RCVC|3RCR|4BEXP|5aDMG|6AART|9RPLT
88	11451 11512	   	184.82	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	13DUR|23aVULN|3BPWR|4DMG|5AART|6LIT|7RCR|8LWND|9ZMB
89	41333 12634	   	184.77	DCR|3VULN|3DMG|1CDMG	159DMG|249BEXP|3CDMG|6RCR|7MLV|89aVULN|9BPWR
90	42261 21233	   	184.72	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1aDMG|2RCVC|3AART|4MLV|5DUR|6RCR|7ZMB|8CDMG|9VULN
91	11451 11612	   	184.72	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	13DUR|23aVULN|3BPWR|4DMG|5AART|6LIT|7RCR|8DUST|9ZMB
92	52253 35333	 * 	184.65	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2RCVC|3RCR|4DUR|59aDMG|6ZMB|7AART|8ERES
93	42221 31462	   	184.33	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	145DMG|2RCVC|3AART|6ZMB|7RCR|8LIT|9DUR|aVULN
94	42221 31532	   	184.33	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9DUR|aLIT
95	42221 31533	   	184.33	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9DUR|aDMSP
96	42221 31536	   	184.33	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9DUR|aCGEN
97	42221 31541	   	184.33	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9ASPD|aRPLT
98	42221 31542	   	184.33	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9ASPD|aLIT
99	42221 31543	   	184.33	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9ASPD|aDMSP
100	11451 23313	   	184.25	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	13DUR|23VULN|3BPWR|4aDMG|5AART|6ZMB|7DUST|8RCR|9BEXP
101	11451 23353	   	184.25	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	13DUR|23VULN|3BPWR|4aDMG|5AART|6ZMB|7DUST|8RCR|9LHND
102	42221 31535	   	184.23	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9DUR|aERES
103	51231 22622	   	184.21	DCR|3VULN|3DMG|1CDMG|1DUR	167VULN|2TLV|37DUST|467DMG|5LEGI|67BPWR|8CDMG|9RCR|aDUR
104	11451 23331	   	184.15	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	13DUR|23VULN|3BPWR|4aDMG|5AART|6ZMB|7DUST|8RCR|9AIRHEL
105	11453 23312	   	184.12	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	13DUR|23aVULN|3BPWR|4DMG|5DUST|6AART|7RCR|8LIT|9ZMB
106	41333 33631	 * 	184.03	DCR|3DMG|2VULN|2CDMG|1ZMB	159DMG|249BEXP|3aCDMG|6ZMB|7RCR|89VULN|9BPWR
107	43233 12633	   	183.97	DCR|3DMG|2VULN|2ZMB|1CDMG	159DMG|29ZMB|3RMIN|4CDMG|6RCR|7MLV|89VULN|9BPWR|aLIT
108	43233 12635	   	183.97	DCR|3DMG|2VULN|2ZMB|1CDMG	159DMG|29ZMB|3RMIN|4CDMG|6RCR|7MLV|89VULN|9BPWR|aLHND
109	52261 24212	   	183.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	17VULN|2RCVC|3RCR|4DMG|5AART|6ZMB|8ASPD|9MLV|aCDMG
110	52261 24221	   	183.94	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD	17VULN|2RCVC|3RCR|4DMG|5AART|6ZMB|8ASPD|9FLTHEA|aLWND
111	52261 24223	   	183.94	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD	17VULN|2RCVC|3RCR|4DMG|5AART|6ZMB|8ASPD|9FLTHEA|aRMIN
112	55533 13332	   	183.93	DCR|3VULN|2DMG|2CDMG|1ZMB	169VULN|2ZMB|3DMSP|49CDMG|59DMG|7RCR|8MBVNT|9BPWR|aRPLT
113	55533 13333	   	183.93	DCR|3VULN|2DMG|2CDMG|1ZMB	169VULN|2ZMB|3DMSP|49CDMG|59DMG|7RCR|8MBVNT|9BPWR|aCGEN
114	55533 13334	   	183.93	DCR|3VULN|2DMG|2CDMG|1ZMB	169VULN|2ZMB|3DMSP|49CDMG|59DMG|7RCR|8MBVNT|9BPWR|aBEXP
115	43233 12634	   	183.87	DCR|3DMG|2VULN|2ZMB|1CDMG	159DMG|29ZMB|3RMIN|4CDMG|6RCR|7MLV|89VULN|9BPWR|aNUKE
116	43233 12636	   	183.87	DCR|3DMG|2VULN|2ZMB|1CDMG	159DMG|29ZMB|3RMIN|4CDMG|6RCR|7MLV|89VULN|9BPWR|aDUST
117	46233 33631	   	183.73	DCR|3DMG|2VULN|2CDMG|1ZMB	159DMG|239DUST|4aCDMG|6ZMB|7RCR|89VULN|9BPWR
118	52261 34122	   	183.73	ACR|3VULN|1AART|1DMG|1FLTHEA	18aVULN|27RCVC|3RCR|4DMG|5AART|6BEXP|9FLTHEA
119	52433 52332	   	183.52	DCR|3VULN|3ZMB|1DMG|1CDMG	189VULN|2RCVC|389ZMB|4CDMG|5DMG|6RCR|789DUST|89BPWR|aRMIN
120	52433 52333	   	183.52	DCR|3VULN|3ZMB|1DMG|1CDMG	189VULN|2RCVC|389ZMB|4CDMG|5DMG|6RCR|789DUST|89BPWR|aBEXP
121	23632 12424	   	183.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1DLOT|2aVULN|3aDMG|4ASPD|5BELT|6AART|7RCR|8CDMG|9aBEXP|aBPWR
122	31223 64115	 * 	183.50	DCR|3VULN|2DMG|1AART|2DUR	1BEXP|247VULN|34DUR|4BPWR|58DMG|6DUST|9RCR|aAART
123	42221 35521	   	183.38	DCR|3DMG|1AART|1VULN|2ZMB|1DUR	145DMG|2RCVC|3AART|6aZMB|7DUR|8VULN|9RCR
124	11526 32131	   	183.30	DCR|4VULN|2DMG|2DUR|1ZMB	17DUR|2478VULN|34BEXP|47BPWR|5CGEN|67DMG|9ZMB|aRCR
125	31226 32131	   	183.30	DCR|4VULN|2DMG|2DUR|1ZMB	17BEXP|2478VULN|34DUR|47BPWR|5CGEN|67DMG|9ZMB|aRCR
126	52433 52331	   	183.27	DCR|3VULN|3ZMB|1DMG|1CDMG|1SELL	189VULN|2RCVC|389ZMB|4CDMG|5DMG|6RCR|789DUST|89BPWR|aSELL
127	52213 24122	   	183.13	ACR|3VULN|1AART|1DMG|1FLTHEA	18aVULN|27RCVC|3RCR|4BEXP|5DMG|6AART|9FLTHEA
128	52262 24122	   	183.13	ACR|3VULN|1AART|1DMG|1FLTHEA	18aVULN|27RCVC|3RCR|4DMG|5BEXP|6AART|9FLTHEA
129	23632 11134	 * 	183.11	DCR|2VULN|2DMG|2AART|2ASPD	1DLOT|2aVULN|3aDMG|4aASPD|5BELT|68AART|7RPLT|9RCR|aBPWR
130	11453 35313	   	183.05	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	13DUR|23VULN|3BPWR|4aDMG|5DUST|6ZMB|7AART|8RCR|9BEXP
131	52263 24122	   	183.03	ACR|3VULN|1AART|1DMG|1FLTHEA	18aVULN|27RCVC|3RCR|4DMG|5DUST|6AART|9FLTHEA
132	11453 35331	   	182.95	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	13DUR|23VULN|3BPWR|4aDMG|5DUST|6ZMB|7AART|8RCR|9AIRHEL
133	11643 21433	   	182.82	DCR|3DMG|1AART|1VULN|2DUR|1ZMB	16DUR|2VULN|3ERES|4ZMB|59aDMG|7RCR|8AART
134	11451 33313	   	182.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	13DUR|23VULN|3BPWR|4DMG|5AART|6BEXP|7RCR|8LIT|9ZMB|aCDMG
135	52433 13622	   	182.70	DCR|3VULN|2DMG|1CDMG|1ZMB	168VULN|29RCVC|3ZMB|4CDMG|5aDMG|7RCR
136	23134 23625	 * 	182.67	DCR|3VULN|1AART|2CDMG|2ZMB|1ASPD	1DLOT|259VULN|3RMIN|4ASPD|6RCR|79CDMG|89ZMB|9BPWR|aAART
137	11451 63123	   	182.67	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|238VULN|3BPWR|4DMG|5AART|6RCVC|7DUST|9FLTHEA|aRCR
138	11451 13353	   	182.56	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	13DUR|238VULN|3BPWR|4DMG|5AART|6LIT|7ERES|9RCR|aCDMG
139	11451 34123	   	182.47	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|238VULN|3BPWR|4DMG|5AART|6BEXP|7RCVC|9FLTHEA|aRCR
140	23211 24224	   	182.35	DCR|4VULN|1AART|1FLTHEA|1ASPD|1DUR	1DLOT|2347VULN|4BPWR|5DUR|6RCR|8ASPD|9FLTHEA|aAART
141	42263 24121	   	182.33	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2RCVC|3AART|4MLV|57aVULN|6RCR|8DUST|9CDMG
142	52433 53313	   	182.22	DCR|3VULN|1DMG|2ZMB|1CDMG|2DUR	189VULN|2RCVC|38ZMB|4CDMG|5DMG|6RCR|78DUR|8BPWR|aERES
143	11451 23334	   	182.22	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	13DUR|23aVULN|3BPWR|4DMG|5AART|6ZMB|7DUST|8RCR|9AIRHEL
144	11413 23313	   	182.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	13DUR|23VULN|3BPWR|4BEXP|5DMG|6AART|7RCR|8LIT|9ZMB|aCDMG
145	11452 23313	   	182.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	13DUR|23VULN|3BPWR|4DMG|5BEXP|6AART|7RCR|8LIT|9ZMB|aCDMG
146	31223 23313	   	182.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1BEXP|24VULN|34DUR|4BPWR|5DMG|6AART|7RCR|8LIT|9ZMB|aCDMG
147	11453 23126	   	182.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	13DUR|23VULN|3BPWR|4DMG|5DUST|6AART|7RCR|8MLV|9ZMB|aCDMG
148	43533 31242	   	182.09	DCR|3DMG|1AART|1VULN|2ZMB|1CDMG	157DMG|26ZMB|3TLV|4CDMG|8VULN|9RCR|aAART
149	31461 53123	   	182.03	DCR|4VULN|1AART|1DMG|1FLTHEA	13BEXP|2368VULN|3BPWR|4DMG|5AART|7DUST|9FLTHEA|aRCR
150	43233 14235	   	181.93	DCR|2DMG|2AART|1VULN|1CDMG|1ZMB	15DMG|2ZMB|3RMIN|4CDMG|6RCR|7DMSP|8VULN|9aAART
151	23211 25881	   	181.87	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|234VULN|4BPWR|5DUR|6RCR|7MBVNT|8CDMG|9AART|aDMG
152	11413 24123	   	181.87	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|238VULN|3BPWR|4BEXP|5DMG|6AART|7RCVC|9FLTHEA|aRCR
153	11452 24123	   	181.87	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|238VULN|3BPWR|4DMG|5BEXP|6AART|7RCVC|9FLTHEA|aRCR
154	31223 24123	   	181.87	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	1BEXP|248VULN|34DUR|4BPWR|5DMG|6AART|7RCVC|9FLTHEA|aRCR
155	23211 23225	 * 	181.86	DCR|4VULN|1AART|2ZMB|2DUR|1SELL	1DLOT|2349VULN|49BPWR|59DUR|6RCR|7SELL|89ZMB|aAART
156	11453 24123	   	181.77	DCR|3VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|238VULN|3BPWR|4DMG|5DUST|6AART|7RCVC|9FLTHEA|aRCR
157	42263 21153	   	181.72	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|2RCVC|3AART|4MLV|58VULN|6RCR|7ZMB|9RPLT
