0	Index      	 *	Score 	Summary	Detail	
1	11214 15263	 * 	196.66	DCR|3VULN|2DMG|1AART|2ASPD|1DUR	178VULN|2AART|3ERES|4RPLT|57DMG|67ASPD|7BPWR|9RCR|aDUR
19	12132 56244	 * 	179.57	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	18aVULN|2CDMG|3DUR|4MBVNT|5DMG|6LHND|7RCR|9AART
20	12213 36561	   	179.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	157VULN|2CDMG|34RCVC|6AART|8RCR|9DUR|aDMG
21	35522 26322	 * 	177.37	DCR|3VULN|2DMG|3ASPD|1DUR	157ASPD|2LIT|37DMG|457VULN|57BPWR|6NUKE|8RCR|9DUR|aSNIHEL
22	35522 26323	   	177.37	DCR|3VULN|2DMG|3ASPD|1DUR	157ASPD|2LIT|37DMG|457VULN|57BPWR|6NUKE|8RCR|9DUR|aDUST
23	12132 34544	   	177.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	17aVULN|2CDMG|3DUR|4MBVNT|5DMG|6BEXP|8RCR|9AART
24	36522 26322	 * 	176.67	DCR|2VULN|2DMG|3ASPD|2ZMB|1DUR	157ASPD|27ZMB|3LIT|45VULN|57BPWR|67DMG|8RCR|9DUR|aSNIHEL
25	36522 26323	   	176.67	DCR|2VULN|2DMG|3ASPD|2ZMB|1DUR	157ASPD|27ZMB|3LIT|45VULN|57BPWR|67DMG|8RCR|9DUR|aDUST
26	15132 36215	 * 	176.56	DCR|2VULN|2DMG|1AART|3DUR	19VULN|2ERES|39DMG|4LHND|5CGEN|6AART|79aDUR|8RCR|9BPWR
27	14122 54121	 * 	176.37	DCR|3VULN|3DMG|2ZMB	169VULN|24CGEN|349DMG|49BPWR|5TLV|7LIT|89ZMB|aRCR
28	11214 63263	   	176.32	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	178VULN|2AART|3ERES|4RPLT|5DMG|6ZMB|9RCR|aDUR
29	15123 52321	   	176.27	DCR|3VULN|3DMG|2ZMB	168VULN|24ERES|348DMG|48BPWR|5RMIN|78ZMB|9LIT|aRCR
30	15122 54121	   	176.17	DCR|3VULN|3DMG|2ZMB	169VULN|24ERES|349DMG|49BPWR|5TLV|7LIT|89ZMB|aRCR
31	15132 32211	   	176.17	DCR|3DMG|2VULN|1AART	19VULN|2ERES|39aDMG|4LHND|5CGEN|6AART|79BEXP|8RCR|9BPWR
32	15132 35211	   	176.17	DCR|3DMG|2VULN|1AART	19VULN|2ERES|39aDMG|4LHND|5CGEN|6AART|79LWND|8RCR|9BPWR
33	15132 35215	   	176.17	DCR|3VULN|2DMG|1AART	19aVULN|2ERES|39DMG|4LHND|5CGEN|6AART|79LWND|8RCR|9BPWR
34	11216 13461	   	175.86	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	17VULN|2AART|3ERES|4RPLT|5ZMB|6ASPD|89DMG|aRCR
35	11661 33262	   	175.70	DCR|3VULN|2AART|2DUR|1ZMB	19aVULN|24AART|39DUR|5LWND|6ZMB|79FEWX|8RCR|9BPWR
36	11621 33611	   	175.41	DCR|3VULN|1AART|1DMG|2DUR	169VULN|2AART|3aDUR|4BELT|5DUST|7RCR|8DMG
37	11211 15636	   	175.30	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	157VULN|2AART|37ERES|4RPLT|67DUR|7BPWR|8CDMG|9RCR|aZMB
38	11211 15252	 * 	175.18	DCR|5VULN|1AART|2DUR	15789VULN|2AART|37ERES|4RPLT|67DUR|7BPWR|aRCR
39	11621 33513	   	175.16	DCR|4VULN|1AART|1ZMB|1DUR	169aVULN|2AART|3DUR|4BELT|5DUST|7RCR|8ZMB
40	11621 33463	 * 	175.15	DCR|3VULN|2AART|1CDMG|1DUR	16aVULN|29AART|3DUR|4BELT|5DUST|7RCR|8CDMG
41	12131 56413	   	175.12	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	19VULN|29CDMG|3DUR|4MBVNT|5CGEN|6LEGI|7RCR|89DMG|9BPWR|aZMB
42	11463 31331	   	174.55	DCR|2VULN|2DMG|1AART|1ASPD	17VULN|2AART|3BEXP|4MLV|5ASPD|6RCR|8LHND|9aDMG
43	11214 13463	   	174.19	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	17VULN|2AART|3ERES|4RPLT|58DMG|6ASPD|9RCR|aDUR
44	11214 16263	   	174.19	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18VULN|2AART|3ERES|4RPLT|57DMG|6ASPD|9RCR|aDUR
45	42224 12412	   	174.19	ACR|3VULN|2DMG|1AART	1RPLT|29BEXP|379VULN|4FEWX|5RCR|6ERES|89DMG|9BPWR|aAART
46	13224 12412	   	174.19	ACR|3VULN|2DMG|1AART	179VULN|29BEXP|3FEWX|4RPLT|5RCR|6ERES|89DMG|9BPWR|aAART
47	13324 12412	   	174.09	ACR|3VULN|2DMG|1AART	179VULN|29BEXP|3DUST|4RPLT|5RCR|6ERES|89DMG|9BPWR|aAART
48	41224 12412	   	173.99	ACR|3VULN|2DMG|1AART	1RPLT|29DUST|379VULN|4FEWX|5RCR|6ERES|89DMG|9BPWR|aAART
49	11216 13211	   	173.92	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	178VULN|2AART|3ERES|4RPLT|5ZMB|6ASPD|9DMG|aRCR
50	11216 13451	   	173.92	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	179VULN|2AART|3ERES|4RPLT|5ZMB|6ASPD|8DMG|aRCR
51	11132 52266	   	173.87	DCR|3VULN|2DMG|1AART	169VULN|2AART|349LIT|5BEXP|7FEWX|89DMG|9BPWR|aRCR
52	11132 53266	   	173.87	DCR|3VULN|2DMG|1AART	169VULN|2AART|349LIT|5BEXP|7LHND|89DMG|9BPWR|aRCR
53	11216 15263	   	173.86	DCR|3VULN|1AART|2ZMB|2ASPD|1DUR	178VULN|2AART|3ERES|4RPLT|57ZMB|67ASPD|7BPWR|9RCR|aDUR
54	13533 42235	   	173.56	DCR|2VULN|2DMG|1AART|2ASPD	1aVULN|2BEXP|3aASPD|4FEWX|5RMIN|6MLV|7AART|8RCR|9aDMG|aBPWR
55	12266 51212	 * 	173.12	DCR|2AART|2VULN|1DMG|1CDMG	18VULN|2CDMG|3RCVC|4DUST|5aAART|6RCR|7ERES|9DMG
56	35522 33622	 * 	173.11	DCR|2VULN|2DMG|2ASPD|1CDMG|1ZMB	15ASPD|2LIT|39DMG|45VULN|5BPWR|6CGEN|7ZMB|8RCR|aCDMG
57	15132 36212	   	172.75	DCR|2VULN|2DMG|1AART|2DUR	19VULN|2ERES|39DMG|4LHND|5CGEN|6AART|79DUR|8RCR|9BPWR|aBEXP
58	15132 36214	   	172.75	DCR|2VULN|2DMG|1AART|2DUR	19VULN|2ERES|39DMG|4LHND|5CGEN|6AART|79DUR|8RCR|9BPWR|aLWND
59	12266 51211	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2CDMG|3RCVC|4DUST|5AART|6RCR|7ERES|9DMG|aZMB
60	15132 36213	   	172.65	DCR|2VULN|2DMG|1AART|2DUR	19VULN|2aERES|39DMG|4LHND|5CGEN|6AART|79DUR|8RCR|9BPWR
61	11325 33513	   	172.61	DCR|3VULN|2AART|1ZMB|1DUR	19aVULN|25AART|3LHND|4BELT|6DUR|7RCR|8ZMB
62	12213 36551	 * 	172.58	DCR|4VULN|1AART|2CDMG	1579VULN|29CDMG|34RCVC|6AART|8RCR|9BPWR|aLWND
63	12213 36552	   	172.58	DCR|4VULN|1AART|2CDMG	1579VULN|29CDMG|34RCVC|6AART|8RCR|9BPWR|aFEWX
64	14122 52521	   	172.52	DCR|3VULN|3DMG|1ZMB	169VULN|24CGEN|349DMG|49BPWR|5TLV|7ZMB|89LIT|aRCR
65	12132 21544	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1aVULN|2CDMG|3DUR|4MBVNT|5DMG|6ZMB|7MLV|8RCR|9AART
66	14632 42136	   	172.45	ACR|3VULN|1AART|1DMG|1CDMG	178VULN|2CGEN|3LIT|4MBVNT|5RCR|6AART|9DMG|aCDMG
67	12132 27544	   	172.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1aVULN|2CDMG|3DUR|4MBVNT|5DMG|6ZMB|7ERES|8RCR|9AART
68	15122 52521	   	172.32	DCR|3VULN|3DMG|1ZMB	169VULN|24ERES|349DMG|49BPWR|5TLV|7ZMB|89LIT|aRCR
69	11214 13263	   	172.26	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	178VULN|2AART|3ERES|4RPLT|5DMG|6ASPD|9RCR|aDUR
70	12213 36531	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	157VULN|2CDMG|34RCVC|6AART|8RCR|9BEXP|aDMG
71	12238 43618	   	171.93	DCR|3VULN|1AART|1DMG|1CDMG	15aVULN|2CDMG|3RCVC|4MBVNT|6AART|7ERES|8RCR|9DMG
72	32452 52122	   	171.64	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DLOT|3RCR|4AART|57aVULN|6LIT|8DMG|9CANHEL
73	32452 52132	   	171.64	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DLOT|3RCR|4AART|57aVULN|6LIT|8DMG|9VENICY
74	11214 15341	   	171.56	DCR|2VULN|2DMG|1AART|2ASPD	17VULN|2AART|3ERES|4RPLT|57DMG|67ASPD|7BPWR|8DUST|9LIT|aRCR
75	22452 33226	 * 	171.54	ACR|3VULN|1AART|2CDMG|1DUR	1ERES|2DLOT|3RCR|4AART|58aVULN|67CDMG|9DUR
76	11154 12335	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16VULN|2AART|3LIT|4TLV|5RCR|78DUR|9DMG|aCDMG
77	12322 51241	   	171.39	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	17VULN|26CDMG|3DMG|4LIT|5BELT|8RCR|9ZMB|aAART
78	11325 33611	   	171.31	DCR|2AART|2VULN|1DMG|2DUR	19VULN|25AART|3LHND|4BELT|6aDUR|7RCR|8DMG
79	15113 84472	   	171.27	DCR|3VULN|2DMG|1AART	168VULN|2ERES|38DMG|48LWND|5MBVNT|7RPLT|8BPWR|9RCR|aAART
80	12325 35631	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2CDMG|3DMG|4LIT|5FEWX|6RCR|7BEXP|8AART|aZMB
81	12132 56248	   	170.85	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	18VULN|2CDMG|3DUR|4MBVNT|5DMG|6LHND|7RCR|9AART|aASPD
82	11623 13611	   	170.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	19VULN|2AART|3aDUR|4BELT|5ERES|6ZMB|7RCR|8DMG
83	12324 12416	 * 	170.75	DCR|2VULN|2DMG|3CDMG|2DUR	1aVULN|268CDMG|3aDMG|4LIT|5ERES|7aDUR|9RCR|aBPWR
84	35522 26311	   	170.53	DCR|3VULN|2DMG|3ASPD	157ASPD|2LIT|37DMG|457VULN|57BPWR|6NUKE|8RCR|9RMIN|aRPLT
85	35522 26312	   	170.53	DCR|3VULN|2DMG|3ASPD	157ASPD|2LIT|37DMG|457VULN|57BPWR|6NUKE|8RCR|9RMIN|aLHND
86	35522 26313	   	170.53	DCR|3VULN|2DMG|3ASPD	157ASPD|2LIT|37DMG|457VULN|57BPWR|6NUKE|8RCR|9RMIN|aLWND
87	35522 26332	   	170.43	DCR|3VULN|2DMG|3ASPD	157ASPD|2LIT|37DMG|457VULN|57BPWR|6NUKE|8RCR|9BEXP|aSNIHEL
88	35522 26333	   	170.43	DCR|3VULN|2DMG|3ASPD	157ASPD|2LIT|37DMG|457VULN|57BPWR|6NUKE|8RCR|9BEXP|aDUST
89	12323 26626	   	170.38	DCR|3VULN|2DMG|2CDMG|1SELL	16aVULN|2aCDMG|39DMG|4LIT|5aLWND|7SELL|8RCR|aBPWR
90	11622 13613	   	170.22	DCR|3VULN|1AART|1DMG|1DUR	19aVULN|2AART|3DUR|4BELT|56FEWX|7RCR|8DMG
91	11126 23124	 * 	170.16	DCR|3VULN|1AART|2ASPD|1CDMG|1DUR	167VULN|2AART|3LIT|47AIRHEA|57ASPD|7BPWR|8CDMG|9DUR|aRCR
92	11321 33611	   	170.12	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2AART|3LHND|4BELT|5DUST|7RCR|8DMG|aDUR
93	11321 33612	   	170.12	DCR|3VULN|1AART|1DMG|1ASPD	169VULN|2AART|3LHND|4BELT|5DUST|7RCR|8DMG|aASPD
94	11621 33136	   	170.12	DCR|3VULN|1AART|1DMG|1DUR	16aVULN|2AART|3DUR|4BELT|5DUST|7RCR|8RPLT|9DMG
95	11621 33614	   	170.12	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2AART|3DUR|4BELT|5DUST|7RCR|8DMG|aBEXP
96	11621 33615	   	170.12	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2AART|3DUR|4BELT|5DUST|7RCR|8DMG|aFEWX
97	11621 33616	   	170.12	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2AART|3DUR|4BELT|5DUST|7RCR|8DMG|aCGEN
98	11621 33433	   	170.02	DCR|3VULN|1AART|2CDMG|1DUR	16aVULN|2AART|3DUR|4BELT|5DUST|7RCR|89CDMG
99	11621 33612	   	170.02	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2AART|3DUR|4BELT|5DUST|7RCR|8DMG|aERES
100	11621 33633	   	170.02	DCR|3VULN|1AART|1DMG|1DUR	16aVULN|2AART|3DUR|4BELT|59DUST|7RCR|8DMG
101	11621 53613	   	170.02	DCR|3VULN|1AART|1DMG|1DUR	19aVULN|2AART|3DUR|4BELT|56DUST|7RCR|8DMG
102	11211 13636	   	169.91	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	157VULN|2AART|3ERES|4RPLT|6DUR|8CDMG|9RCR|aZMB
103	36522 26311	   	169.83	DCR|2VULN|2DMG|3ASPD|2ZMB	157ASPD|27ZMB|3LIT|45VULN|57BPWR|67DMG|8RCR|9RMIN|aRPLT
104	36522 26312	   	169.83	DCR|2VULN|2DMG|3ASPD|2ZMB	157ASPD|27ZMB|3LIT|45VULN|57BPWR|67DMG|8RCR|9RMIN|aLHND
105	36522 26313	   	169.83	DCR|2VULN|2DMG|3ASPD|2ZMB	157ASPD|27ZMB|3LIT|45VULN|57BPWR|67DMG|8RCR|9RMIN|aLWND
106	11211 13252	   	169.79	DCR|5VULN|1AART|1DUR	15789VULN|2AART|3ERES|4RPLT|6DUR|aRCR
107	36522 26332	   	169.73	DCR|2VULN|2DMG|3ASPD|2ZMB	157ASPD|27ZMB|3LIT|45VULN|57BPWR|67DMG|8RCR|9BEXP|aSNIHEL
108	36522 26333	   	169.73	DCR|2VULN|2DMG|3ASPD|2ZMB	157ASPD|27ZMB|3LIT|45VULN|57BPWR|67DMG|8RCR|9BEXP|aDUST
109	12238 44771	   	169.63	DCR|3VULN|1AART|1DMG|1CDMG	15aVULN|2CDMG|3RCVC|4MBVNT|6AART|7DMSP|8DMG|9RCR
110	11214 63261	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	178VULN|2AART|3ERES|4RPLT|5DMG|6ZMB|9RCR|aBEXP
111	11214 63262	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	178VULN|2AART|3ERES|4RPLT|5DMG|6ZMB|9RCR|aCGEN
112	22452 33631	 * 	169.36	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ERES|2DLOT|3RCR|4AART|5VULN|67CDMG|8ZMB|9DMG|aASPD
113	11433 31411	   	169.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19VULN|2AART|3BEXP|49CGEN|5ASPD|6RCR|7TLV|89DUR|9BPWR|aDMG
114	12132 56844	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1aVULN|2CDMG|38DUR|4MBVNT|5DMG|6LHND|7RCR|9AART
115	13424 12413	   	168.93	ACR|3VULN|2DMG|1ZMB|1DUR	179VULN|29BEXP|3DUR|4RPLT|5RCR|6ERES|89DMG|9BPWR|aZMB
116	11216 15411	   	168.83	DCR|2VULN|1AART|1DMG|2ZMB|2ASPD	17VULN|2AART|39ERES|4RPLT|57ZMB|67ASPD|7BPWR|8DMG|aRCR
117	12362 45332	 * 	168.73	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1VULN|26CDMG|3DMG|4DUR|5ASPD|7RCVC|8RCR|9aAART
118	11421 32261	   	168.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	19VULN|2AART|39BEXP|4RCVC|5LWND|6ZMB|79DUR|8RCR|9BPWR|aDMG
119	11364 36211	   	168.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	19VULN|2AART|3LHND|49MLV|5ERES|6ZMB|79DUR|8RCR|9BPWR|aDMG
120	11434 36211	   	168.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	19VULN|2AART|3BEXP|49CGEN|5ERES|6ZMB|79DUR|8RCR|9BPWR|aDMG
121	11464 32211	   	168.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	19VULN|2AART|3BEXP|49MLV|5ERES|6ZMB|79DUR|8RCR|9BPWR|aDMG
122	11132 32166	   	168.51	DCR|3VULN|1AART|1DMG|2DUR	189VULN|2AART|349LIT|5BEXP|6DMG|79DUR|9BPWR|aRCR
123	11222 32211	   	168.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	19VULN|2AART|3ERES|49MLV|5DUST|6ZMB|79DUR|8RCR|9BPWR|aDMG
124	12132 34548	   	168.45	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	17VULN|2CDMG|3DUR|4MBVNT|5DMG|6BEXP|8RCR|9AART|aASPD
125	13616 33613	   	168.42	DCR|3VULN|1AART|1DMG|1DUR	19aVULN|24BEXP|3BELT|5AART|6DUR|7RCR|8DMG
126	12362 45331	   	168.28	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	1VULN|26CDMG|3DMG|4DUR|5ASPD|7RCVC|8RCR|9AART|aZMB
127	11421 32264	 * 	168.27	DCR|3VULN|1AART|3DUR|1ZMB	19aVULN|2AART|39aBEXP|4RCVC|5LWND|6ZMB|79aDUR|8RCR|9aBPWR
128	14632 42436	 * 	168.24	ACR|2VULN|2AART|1DMG|1CDMG	17VULN|2CGEN|3LIT|4MBVNT|5RCR|68AART|9DMG|aCDMG
129	55333 31342	   	168.21	DCR|2AART|2VULN|1DMG|2DUR	1SNIHEL|2BELT|35AART|47DUR|6aVULN|8RCR|9DMG
130	65333 31342	   	168.21	DCR|2AART|2VULN|1DMG|2DUR	1LSRHEA|2BELT|35AART|47DUR|6aVULN|8RCR|9DMG
131	11154 12132	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	168VULN|2AART|3LIT|4TLV|5RCR|7DUR|9DMG|aMGNSTR
132	11154 12133	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	168VULN|2AART|3LIT|4TLV|5RCR|7DUR|9DMG|aLHND
133	11154 12134	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	168VULN|2AART|3LIT|4TLV|5RCR|7DUR|9DMG|aFEWX
134	32211 31334	   	168.12	DCR|2VULN|2DMG|2ZMB|2ASPD	1aASPD|2DLOT|37VULN|4aZMB|5LWND|6RCR|8LHND|9aDMG|aBPWR
135	11621 33131	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2AART|3DUR|4BELT|5DUST|7RCR|8RPLT|9DMG|aCDMG
136	11154 12136	   	168.04	ACR|3VULN|1AART|1DMG|1DUR	168VULN|2AART|3LIT|4TLV|5RCR|7DUR|9DMG|aERES
137	12135 36423	 * 	168.02	DCR|3VULN|1AART|3DUR|1CDMG	179VULN|2CDMG|37aDUR|4MBVNT|57TLV|6AART|7BPWR|8RCR
138	35522 26112	   	167.93	DCR|3VULN|2DMG|3ASPD	157ASPD|2LIT|37DMG|457VULN|57BPWR|6NUKE|8LEGI|9RCR|aSNIHEL
139	35522 26113	   	167.93	DCR|3VULN|2DMG|3ASPD	157ASPD|2LIT|37DMG|457VULN|57BPWR|6NUKE|8LEGI|9RCR|aDUST
140	32452 36322	   	167.89	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2DLOT|3RCR|48AART|5VULN|6MLV|7DUR|9DMG|aZMB
141	12132 34532	   	167.85	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	17VULN|2CDMG|3DUR|4MBVNT|5DMG|6BEXP|8RCR|9ASPD|aAART
142	12132 74544	   	167.83	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1aVULN|26CDMG|3DUR|4MBVNT|5DMG|7BEXP|8RCR|9AART
143	12132 75544	   	167.83	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1aVULN|26CDMG|3DUR|4MBVNT|5DMG|7LHND|8RCR|9AART
144	11342 33251	   	167.82	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2AART|3LHND|4DUR|5RMIN|7FEWX|8RCR|aDMG
145	11362 33251	   	167.82	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2AART|3LHND|4MLV|5DUR|7FEWX|8RCR|aDMG
146	22452 26322	   	167.79	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ERES|2DLOT|3RCR|48AART|5VULN|6ASPD|7DUR|9DMG|aZMB
147	32452 16322	   	167.79	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2DLOT|3RCR|48AART|5VULN|6ERES|7DUR|9DMG|aZMB
148	12133 56532	   	167.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	16VULN|2CDMG|3DUR|4MBVNT|5DUST|7ASPD|8RCR|9DMG|aAART
149	12238 43612	   	167.72	DCR|2VULN|2AART|1DMG|1CDMG	15VULN|2CDMG|3RCVC|4MBVNT|6aAART|7ERES|8RCR|9DMG
150	11242 36251	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2AART|3ERES|4FEWX|5DUR|7LHND|8RCR|aDMG
151	11243 32251	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2AART|3ERES|4FEWX|5LHND|7DUR|8RCR|aDMG
152	11341 33251	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2AART|3LHND|4DUR|5TLV|7FEWX|8RCR|aDMG
153	11652 33251	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2AART|3DUR|4FEWX|5RMIN|7DUST|8RCR|aDMG
154	11242 33251	   	167.62	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2AART|3ERES|4FEWX|5DUR|7DUST|8RCR|aDMG
155	11651 33251	   	167.62	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2AART|3DUR|4FEWX|5TLV|7DUST|8RCR|aDMG
156	11632 34282	   	167.52	DCR|3VULN|1AART|1DMG|1DUR	169VULN|2AART|3DUR|4BASICY|5DUST|7MBVNT|8RCR|aDMG
157	15132 32215	   	167.45	DCR|2VULN|2DMG|1AART|1DUR	19VULN|2ERES|39DMG|4LHND|5CGEN|6AART|79BEXP|8RCR|9BPWR|aDUR
158	15132 35216	   	167.45	DCR|2VULN|2DMG|1AART|1DUR	19VULN|2ERES|39DMG|4LHND|5CGEN|6AART|79LWND|8RCR|9BPWR|aDUR
159	32452 53122	   	167.43	ACR|2AART|2VULN|1DMG|1ASPD	1ASPD|2DLOT|3RCR|47AART|5aVULN|6LIT|8DMG|9CANHEL
160	32452 53132	   	167.43	ACR|2AART|2VULN|1DMG|1ASPD	1ASPD|2DLOT|3RCR|47AART|5aVULN|6LIT|8DMG|9VENICY
161	11342 33254	   	167.35	DCR|4VULN|1AART|2DUR	169aVULN|2AART|3LHND|4aDUR|5RMIN|7aFEWX|8RCR|aBPWR
162	12238 43611	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15VULN|2CDMG|3RCVC|4MBVNT|6AART|7ERES|8RCR|9DMG|aZMB
163	11214 13461	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	17VULN|2AART|3ERES|4RPLT|58DMG|6ASPD|9RCR|aBEXP
164	11214 13462	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	17VULN|2AART|3ERES|4RPLT|58DMG|6ASPD|9RCR|aCGEN
