0	Index      	 *	Score 	Summary	Detail	
1	62112 21215	 * 	198.77	DCR|3DMG|2AART|2VULN|1CDMG	1CDMG|24AART|356DMG|79VULN|8RPLT|aRCR
22	25351 14132	 * 	185.17	DCR|2AART|2VULN|1DMG|1CDMG|1FLTHEA	1MLV|2CDMG|38VULN|49AART|5DMG|6CGEN|7RCR|aFLTHEA
23	25351 24132	   	185.07	DCR|2AART|2VULN|1DMG|1CDMG|1FLTHEA	1MLV|2CDMG|38VULN|49AART|5DMG|6TLV|7RCR|aFLTHEA
24	25351 34132	   	185.07	DCR|2AART|2VULN|1DMG|1FLTHEA|1CDMG	1MLV|2CDMG|38VULN|49AART|5DMG|6ERES|7RCR|aFLTHEA
25	62116 24113	   	184.96	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	1CDMG|24AART|3DMG|5aDUR|6LHND|7RCR|89VULN
26	44335 23212	   	184.77	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ZMB|2RCR|3ASPD|4aDMG|59VULN|6CGEN|7BEXP|8AART
27	16131 52212	   	184.67	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|2RCR|3RMIN|4ZMB|5ERES|6aDMG|79VULN|8AART
28	44335 12212	   	184.67	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1ZMB|2RCR|3ASPD|4aDMG|59VULN|6FEWX|7ERES|8AART
29	62261 14113	   	184.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1CDMG|2AART|3ZMB|4aDUR|5DMG|6CGEN|7RCR|89VULN
30	62261 24113	   	184.41	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1CDMG|2AART|3ZMB|4aDUR|5DMG|6TLV|7RCR|89VULN
31	62261 34113	   	184.41	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1CDMG|2AART|3ZMB|4aDUR|5DMG|6ERES|7RCR|89VULN
32	16213 64331	 * 	184.34	ACR|2VULN|1DMG|2FLTHEA|2ASPD|1CDMG|2DUR	19DUR|2RCR|35ASPD|49FLTHEA|6DUST|7DMG|89VULN|9BPWR|aCDMG
33	62161 62111	 * 	183.76	4VULN|3DMG|1AART|2CDMG|1DUR|1ASPD	18CDMG|2AART|358DMG|4DUR|6ASPD|789aVULN|8BPWR
34	62112 14531	   	183.63	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1CDMG|24AART|35DMG|6LEGI|7RCR|8ZMB|9VULN|aLWND
35	62112 14532	   	183.63	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1CDMG|24AART|35DMG|6LEGI|7RCR|8ZMB|9VULN|aCGEN
36	61423 25212	 * 	183.61	DCR|3VULN|2DMG|3CDMG|1ASPD	123CDMG|237BPWR|47aVULN|57DMG|67FEWX|8RCR|9ASPD
37	44131 12631	 * 	183.47	ACR|2DMG|3ZMB|1AART|2CDMG|1DUR	148ZMB|2RCR|3BEXP|5BELT|68CDMG|78DMG|8BPWR|9DUR|aAART
38	11342 65213	   	183.44	ACR|4VULN|1AART|1DMG|1DUR	1DUR|2FEWX|3RCR|469aVULN|5ERES|7DMG|8AART
39	61423 32212	   	183.41	DCR|3VULN|2DMG|3CDMG|1ASPD	123CDMG|237BPWR|47aVULN|57DMG|67DUST|8RCR|9ASPD
40	13342 65213	   	183.34	ACR|4VULN|1AART|1DMG|1DUR	1DUR|2DUST|3RCR|469aVULN|5ERES|7DMG|8AART
41	16112 32336	   	183.23	ACR|2VULN|2DMG|3DUR|1FLTHEA|1ZMB	179DUR|2RCR|3RMIN|4FLTHEA|5LEGI|69DMG|89VULN|9BPWR|aZMB
42	21415 31133	   	183.21	ACR|3VULN|3DMG|1DUR|1ASPD	19aMLV|29aDMG|3DUR|4RCR|5RMIN|6RPLT|7ASPD|89aVULN|9aBPWR
43	62112 14236	 * 	183.21	DCR|3AART|2DMG|1VULN|2CDMG	18CDMG|249AART|35DMG|6LEGI|7RCR|aVULN
44	62161 35231	   	183.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|2AART|35DMG|4DUR|6TLV|7MBVNT|8RCR|9aVULN
45	44433 31144	 * 	183.15	ACR|2VULN|2DMG|3ZMB|2DUR	146ZMB|2RCR|3MBVNT|5aVULN|7aDMG|8RMIN|9aDUR|aBPWR
46	62122 12356	   	183.11	DCR|2AART|2VULN|2DMG|1CDMG	1CDMG|28AART|35DMG|4CGEN|67VULN|9DMSP|aRCR
47	44335 23213	   	182.84	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2RCR|3ASPD|4DMG|59aVULN|6CGEN|7BEXP|8AART
48	16131 52213	   	182.74	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2RCR|3RMIN|4ZMB|5ERES|6DMG|79aVULN|8AART
49	44335 12213	   	182.74	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2RCR|3ASPD|4DMG|59aVULN|6FEWX|7ERES|8AART
50	62112 54131	   	181.77	DCR|3DMG|2AART|2CDMG|1DUR	1aCDMG|24AART|35aDMG|6BEXP|7RCR|8DUR|9aCGEN|aBPWR
51	21413 16133	   	181.57	ACR|3VULN|3DMG|2DUR	19aMLV|29aDMG|37DUR|4RCR|5LHND|6RPLT|89aVULN|9aBPWR
52	62112 21235	   	181.18	DCR|3DMG|2AART|1VULN|1CDMG	1CDMG|24AART|356DMG|7VULN|8RPLT|9LIT|aRCR
53	62262 22631	 * 	181.09	ACR|2VULN|1AART|2CDMG|2ZMB|2ASPD|1DUR	18CDMG|2AART|38ZMB|4DUR|5RCR|6BEXP|78ASPD|8BPWR|9aVULN
54	62262 25131	 * 	181.09	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG|1DUR	1CDMG|2AART|38ZMB|4DUR|5RCR|6BEXP|7DMG|9aVULN
55	12345 41211	 * 	180.97	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2BEXP|3RCR|49aVULN|5ZMB|6CDMG|7ASPD|8AART
56	16215 21325	 * 	180.97	ACR|2DMG|1AART|2FLTHEA|1CDMG|2DUR|1ASPD	19DUR|2RCR|3ASPD|49FLTHEA|5CDMG|67FEWX|89DMG|9BPWR|aAART
57	62132 32111	   	180.88	4VULN|3DMG|1AART|2CDMG|1ZMB	18CDMG|2AART|358DMG|4ZMB|6LHND|789aVULN|8BPWR
58	62132 42111	   	180.88	4VULN|3DMG|1AART|2CDMG|1ZMB	18CDMG|2AART|358DMG|4ZMB|6BEXP|789aVULN|8BPWR
59	62132 62111	   	180.88	4VULN|3DMG|1AART|2CDMG|1ZMB	18CDMG|2AART|358DMG|4ZMB|6LWND|789aVULN|8BPWR
60	16261 52212	   	180.61	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1DUR|2RCR|3ASPD|4CGEN|5ERES|6aDMG|79VULN|8AART
61	16241 52212	   	180.51	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1DUR|2RCR|3ASPD|4TLV|5ERES|6aDMG|79VULN|8AART
62	62211 25226	 * 	180.38	DCR|2AART|2DMG|1VULN|2ZMB|1CDMG	1CDMG|24AART|39ZMB|5RCVC|67DMG|8VULN|aRCR
63	44411 34331	   	180.35	ACR|2VULN|1DMG|2FLTHEA|2ZMB|1CDMG|1DUR	19ZMB|2RCR|3MBVNT|49FLTHEA|5DUR|6DMG|7RCVC|89VULN|9BPWR|aCDMG
64	44131 12633	 * 	180.33	ACR|2DMG|3ZMB|1VULN|2CDMG|1DUR	148ZMB|2RCR|3BEXP|5BELT|68CDMG|78DMG|8BPWR|9DUR|aVULN
65	62162 13316	   	180.06	DCR|2AART|2DMG|1VULN|1CDMG|2DUR	1CDMG|2aAART|36DMG|47DUR|5SNIHEL|8VULN|9RCR
66	24411 52212	   	179.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1MLV|2ZMB|3DUR|4RCR|5ERES|6aDMG|79VULN|8AART
67	33415 52212	   	179.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1RMIN|2ERES|3DUR|4RCR|5ZMB|6aDMG|79VULN|8AART
68	41461 22212	   	179.87	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1ZMB|2aDMG|3DUR|4RCR|5ERES|6CGEN|79VULN|8AART
69	62163 24113	 * 	179.82	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	15CDMG|2AART|3DMG|4aDUR|6LHND|7RCR|89VULN
70	43311 52212	   	179.77	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1ZMB|2DUR|3TLV|4RCR|5ERES|6aDMG|79VULN|8AART
71	62116 24111	   	179.66	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|24AART|3DMG|5DUR|6LHND|7RCR|89VULN|aLIT
72	62116 24112	   	179.66	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|24AART|3DMG|5DUR|6LHND|7RCR|89VULN|aFEWX
73	62112 14325	   	179.46	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	1CDMG|24AART|35DMG|6LEGI|7RCR|8ERES|9ASPD|aVULN
74	62112 14334	   	179.46	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1CDMG|24AART|35DMG|6LEGI|7RCR|8ERES|9VULN|aDUR
75	62214 24113	   	179.32	DCR|3VULN|2AART|1CDMG|1ZMB	1CDMG|24AART|3ZMB|5FEWX|6LHND|7RCR|89aVULN
76	62114 24213	 * 	179.24	DCR|2AART|2VULN|1DMG|2CDMG	1aCDMG|24AART|3DMG|5aFEWX|6LHND|7RCR|8BEXP|9aVULN|aBPWR
77	62114 24313	   	179.24	DCR|2AART|2VULN|1DMG|2CDMG	1aCDMG|24AART|3DMG|5aFEWX|6LHND|7RCR|8LWND|9aVULN|aBPWR
78	62131 14113	   	179.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|3DMG|4ZMB|5LHND|6CGEN|7RCR|89VULN|aDUR
79	62222 24113	   	179.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|3ZMB|4CGEN|5DMG|6LHND|7RCR|89VULN|aDUR
80	62432 24113	   	179.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|3MLV|4ZMB|5DMG|6LHND|7RCR|89VULN|aDUR
81	62261 14111	   	179.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|3ZMB|4DUR|5DMG|6CGEN|7RCR|89VULN|aLIT
82	62261 14112	   	179.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|3ZMB|4DUR|5DMG|6CGEN|7RCR|89VULN|aFEWX
83	16212 32336	 * 	179.19	ACR|2VULN|1DMG|3DUR|2ASPD|1FLTHEA|1ZMB	179DUR|2RCR|39ASPD|4FLTHEA|5LEGI|6DMG|89VULN|9BPWR|aZMB
84	62261 24111	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|3ZMB|4DUR|5DMG|6TLV|7RCR|89VULN|aLIT
85	62261 24112	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|3ZMB|4DUR|5DMG|6TLV|7RCR|89VULN|aFEWX
86	62261 34111	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|3ZMB|4DUR|5DMG|6ERES|7RCR|89VULN|aLIT
87	62261 34112	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|3ZMB|4DUR|5DMG|6ERES|7RCR|89VULN|aFEWX
88	62131 24113	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|3DMG|4ZMB|5LHND|6TLV|7RCR|89VULN|aDUR
89	62131 34113	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|3DMG|4ZMB|5LHND|6ERES|7RCR|89VULN|aDUR
90	62332 24113	   	179.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|3ERES|4ZMB|5DMG|6LHND|7RCR|89VULN|aDUR
91	62211 25336	   	179.06	DCR|3DMG|2AART|1CDMG|1ZMB|1ASPD	1CDMG|24AART|3ZMB|5RCVC|679DMG|8ASPD|aRCR
92	62112 35341	   	179.06	DCR|3DMG|2AART|1CDMG|1ZMB|1ASPD	1CDMG|24AART|357DMG|6ASPD|8ZMB|9LIT|aRCR
93	62112 54213	   	179.04	DCR|2AART|2DMG|1VULN|2CDMG	18CDMG|24AART|35DMG|6BEXP|7RCR|9RMIN|aVULN
94	16216 32336	   	179.00	ACR|2VULN|1DMG|2FLTHEA|3DUR|1ZMB|1ASPD	179DUR|2RCR|3ASPD|49FLTHEA|5FEWX|6DMG|89VULN|9BPWR|aZMB
95	62112 14225	   	178.94	DCR|2AART|2DMG|1VULN|2CDMG	18CDMG|24AART|35DMG|6LEGI|7RCR|9FEWX|aVULN
96	44411 32332	   	178.93	ACR|2VULN|1DMG|2FLTHEA|2ZMB|2DUR|1ASPD	19ZMB|2RCR|3MBVNT|49FLTHEA|57DUR|6DMG|89VULN|9BPWR|aASPD
97	16351 52212	   	178.87	ACR|2VULN|2DMG|1AART|2DUR	14DUR|2RCR|34DUST|4BPWR|5ERES|6aDMG|79VULN|8AART
98	16261 52213	   	178.68	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2RCR|3ASPD|4CGEN|5ERES|6DMG|79aVULN|8AART
99	16241 52213	   	178.58	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2RCR|3ASPD|4TLV|5ERES|6DMG|79aVULN|8AART
100	16214 22413	 * 	178.57	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2RCR|3ASPD|4FLTHEA|5AART|6FEWX|7aVULN|8LIT|9DMG
101	16214 32413	   	178.57	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2RCR|3ASPD|4FLTHEA|5AART|6BEXP|7aVULN|8LIT|9DMG
102	16112 32335	   	178.54	ACR|2VULN|2DMG|2FLTHEA|3DUR	179DUR|2RCR|3RMIN|4aFLTHEA|5LEGI|69DMG|89VULN|9BPWR
103	62112 25116	   	178.53	DCR|3DMG|2AART|2CDMG|1ZMB	18CDMG|24AART|356DMG|78CGEN|8BPWR|9ZMB|aRCR
104	62112 24216	   	178.43	DCR|3DMG|2AART|2CDMG|1ZMB	18CDMG|24AART|356DMG|7RMIN|9ZMB|aRCR
105	24411 52213	   	177.94	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2ZMB|3DUR|4RCR|5ERES|6DMG|79aVULN|8AART
106	33415 52213	   	177.94	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1RMIN|2ERES|3DUR|4RCR|5ZMB|6DMG|79aVULN|8AART
107	41461 22213	   	177.94	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DMG|3DUR|4RCR|5ERES|6CGEN|79aVULN|8AART
108	16113 31342	   	177.87	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD|1DUR	1DUR|2RCR|3RMIN|4FLTHEA|5ASPD|6AART|7aVULN|8AIRHEA|9DMG
109	16113 31346	 * 	177.87	ACR|2DMG|1AART|1VULN|1FLTHEA|1ASPD|1DUR	1DUR|2RCR|3RMIN|4FLTHEA|5ASPD|6AART|7VULN|8AIRHEA|9aDMG
110	43311 52213	   	177.84	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3TLV|4RCR|5ERES|6DMG|79aVULN|8AART
111	25351 14133	   	177.84	DCR|2AART|2VULN|1DMG|2CDMG	1MLV|2aCDMG|38VULN|49AART|5DMG|6CGEN|7RCR
112	25351 24133	   	177.74	DCR|2AART|2VULN|1DMG|2CDMG	1MLV|2aCDMG|38VULN|49AART|5DMG|6TLV|7RCR
113	25351 34133	   	177.74	DCR|2AART|2VULN|2CDMG|1DMG	1MLV|2aCDMG|38VULN|49AART|5DMG|6ERES|7RCR
114	64434 42312	 * 	177.58	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1CDMG|2RPLT|3MBVNT|4RCR|59VULN|68AART|7ASPD|aDMG
115	41511 26333	 * 	177.41	DCR|3DMG|3ZMB|1VULN|1CDMG	169ZMB|236DMG|4RMIN|5BELT|6BPWR|7RCR|8VULN|aCDMG
116	62161 24133	 * 	177.33	DCR|2DMG|1AART|1VULN|3DUR|1CDMG	1CDMG|2AART|35DMG|49aDUR|6LHND|7RCR|8VULN
117	62116 35231	   	177.06	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|24AART|3DMG|5DUR|6TLV|7MBVNT|8RCR|9aVULN
118	16213 64332	 * 	177.00	ACR|2VULN|3ASPD|1DMG|2FLTHEA|2DUR	19DUR|2RCR|35aASPD|49FLTHEA|6DUST|7DMG|89VULN|9BPWR
119	16351 52213	   	176.93	ACR|3VULN|1AART|1DMG|2DUR	14DUR|2RCR|34DUST|4BPWR|5ERES|6DMG|79aVULN|8AART
120	62112 54333	   	176.90	DCR|3AART|2DMG|1VULN|1CDMG	1CDMG|24aAART|35DMG|6BEXP|7RCR|8ERES|9VULN
121	62432 61231	   	176.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|3MLV|4ZMB|5DMG|6ASPD|7FEWX|8RCR|9aVULN
122	62112 14333	   	176.80	DCR|3AART|2DMG|1VULN|1CDMG	1CDMG|24aAART|35DMG|6LEGI|7RCR|8ERES|9VULN
123	63612 53211	 * 	176.71	DCR|4VULN|1AART|1CDMG|1DUR	1CDMG|2LHND|379aVULN|4DUR|5FEWX|6RCR|8AART
124	61423 25231	 * 	176.67	DCR|3DMG|2VULN|3CDMG	123CDMG|237BPWR|47VULN|57aDMG|67FEWX|8RCR|9LWND
125	11351 52212	   	176.67	ACR|2VULN|2DMG|1AART|2DUR	14DUR|24FEWX|3RCR|4BPWR|5ERES|6aDMG|79VULN|8AART
126	12351 52212	   	176.67	ACR|2VULN|2DMG|1AART|2DUR	14DUR|24BEXP|3RCR|4BPWR|5ERES|6aDMG|79VULN|8AART
127	62135 11513	   	176.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2AART|3DMG|4ZMB|5NUKE|6DUST|79VULN|8RCR|aDUR
128	61423 32231	   	176.47	DCR|3DMG|2VULN|3CDMG	123CDMG|237BPWR|47VULN|57aDMG|67DUST|8RCR|9LWND
129	61423 32242	   	176.47	DCR|3VULN|2DMG|3CDMG	123CDMG|237BPWR|47aVULN|57DMG|67DUST|8RCR|9CGEN
130	61423 32252	   	176.47	DCR|3VULN|2DMG|3CDMG	123CDMG|237BPWR|47aVULN|57DMG|67DUST|8RCR|9RMIN
131	61423 32261	   	176.47	DCR|3DMG|2VULN|3CDMG	123CDMG|237BPWR|47VULN|57aDMG|67DUST|8RCR|9FEWX
132	13351 52212	   	176.47	ACR|2VULN|2DMG|1AART|2DUR	14DUR|24DUST|3RCR|4BPWR|5ERES|6aDMG|79VULN|8AART
133	12346 63212	   	176.38	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2BEXP|3RCR|469VULN|5MLV|7ASPD|8AART|aDMG
134	21413 14133	   	176.28	ACR|3VULN|3DMG|1DUR	19aMLV|29aDMG|3DUR|4RCR|5LHND|6RPLT|7DMSP|89aVULN|9aBPWR
135	62213 24113	   	175.90	DCR|2AART|2VULN|1CDMG|2DUR|1ZMB	1CDMG|24AART|3ZMB|5aDUR|6LHND|7RCR|89VULN
136	16231 54322	 * 	175.38	ACR|2DMG|1VULN|2ASPD|1CDMG|2DUR|1ZMB	17DUR|2RCR|37ASPD|4ZMB|5ERES|67DMG|7BPWR|8VULN|9CDMG|aRCVC
137	16231 54323	   	175.38	ACR|2DMG|1VULN|2ASPD|1CDMG|2DUR|1ZMB	17DUR|2RCR|37ASPD|4ZMB|5ERES|67DMG|7BPWR|8VULN|9CDMG|aBEXP
138	16213 44331	   	175.28	ACR|2VULN|1DMG|2ASPD|1FLTHEA|2DUR|1ZMB	19DUR|2RCR|35ASPD|4FLTHEA|68VULN|7DMG|aZMB
139	16231 54321	   	175.13	ACR|2DMG|1VULN|2ASPD|1CDMG|2DUR|1ZMB|1SELL	17DUR|2RCR|37ASPD|4ZMB|5ERES|67DMG|7BPWR|8VULN|9CDMG|aSELL
140	61423 25213	   	174.89	DCR|2VULN|2DMG|3CDMG|1DUR|1ASPD	123CDMG|237BPWR|47VULN|57DMG|67FEWX|8RCR|9ASPD|aDUR
141	62112 54113	   	174.87	DCR|3AART|2DMG|1CDMG|1ZMB|1DUR	1CDMG|249AART|35DMG|6BEXP|7RCR|8DUR|aZMB
142	11351 52213	   	174.73	ACR|3VULN|1AART|1DMG|2DUR	14DUR|24FEWX|3RCR|4BPWR|5ERES|6DMG|79aVULN|8AART
143	12351 52213	   	174.73	ACR|3VULN|1AART|1DMG|2DUR	14DUR|24BEXP|3RCR|4BPWR|5ERES|6DMG|79aVULN|8AART
144	61423 32213	   	174.69	DCR|2VULN|2DMG|3CDMG|1DUR|1ASPD	123CDMG|237BPWR|47VULN|57DMG|67DUST|8RCR|9ASPD|aDUR
145	16214 24133	 * 	174.64	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1DUR|2RCR|3ASPD|4FLTHEA|5AART|6FEWX|7CDMG|8BELT|9VULN|aDMG
146	16214 34133	   	174.64	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1DUR|2RCR|3ASPD|4FLTHEA|5AART|6BEXP|7CDMG|8BELT|9VULN|aDMG
147	13351 52213	   	174.53	ACR|3VULN|1AART|1DMG|2DUR	14DUR|24DUST|3RCR|4BPWR|5ERES|6DMG|79aVULN|8AART
148	62163 24111	   	174.53	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	15CDMG|2AART|3DMG|4DUR|6LHND|7RCR|89VULN|aLIT
149	62163 24112	   	174.53	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	15CDMG|2AART|3DMG|4DUR|6LHND|7RCR|89VULN|aFEWX
150	16212 32335	 * 	174.50	ACR|2VULN|2FLTHEA|1DMG|3DUR|2ASPD	179DUR|2RCR|39ASPD|4aFLTHEA|5LEGI|6DMG|89VULN|9BPWR
151	62112 25126	   	174.47	DCR|3DMG|2AART|2CDMG|1ASPD	18CDMG|24AART|356DMG|78CGEN|8BPWR|9ASPD|aRCR
152	62112 12515	   	174.37	DCR|3DMG|2AART|2CDMG|1DUR	17CDMG|24AART|357DMG|6LEGI|7BPWR|8BELT|9DUR|aRCR
153	62112 24226	   	174.37	DCR|3DMG|2AART|2CDMG|1ASPD	18CDMG|24AART|356DMG|7RMIN|9ASPD|aRCR
154	16511 21161	   	174.33	ACR|3VULN|2DMG|3DUR	179DUR|2RCR|39aVULN|4LWND|5BEXP|6RPLT|89DMG|9BPWR
155	16511 22261	   	174.33	ACR|3VULN|2DMG|3DUR	189DUR|2RCR|39aVULN|4LWND|5BEXP|6RPLT|79DMG|9BPWR
156	16513 21161	   	174.33	ACR|3VULN|2DMG|3DUR	179DUR|2RCR|39aVULN|4LWND|5FEWX|6RPLT|89DMG|9BPWR
157	16513 22261	   	174.33	ACR|3VULN|2DMG|3DUR	189DUR|2RCR|39aVULN|4LWND|5FEWX|6RPLT|79DMG|9BPWR
158	16521 21161	   	174.33	ACR|3VULN|2DMG|3DUR	179DUR|2RCR|39aVULN|4LHND|5BEXP|6RPLT|89DMG|9BPWR
159	16521 22261	   	174.33	ACR|3VULN|2DMG|3DUR	189DUR|2RCR|39aVULN|4LHND|5BEXP|6RPLT|79DMG|9BPWR
160	16523 21161	   	174.33	ACR|3VULN|2DMG|3DUR	179DUR|2RCR|39aVULN|4LHND|5FEWX|6RPLT|89DMG|9BPWR
161	16523 22261	   	174.33	ACR|3VULN|2DMG|3DUR	189DUR|2RCR|39aVULN|4LHND|5FEWX|6RPLT|79DMG|9BPWR
