0	Index      	 *	Score 	Summary	Detail	
1	51136 21112	 * 	204.03	DCR|4VULN|3DMG|2ZMB|2ASPD	17ZMB|24ASPD|347DMG|47BPWR|5679VULN|8BASICY|aRCR
49	56231 24212	   	185.37	ACR|3DMG|2VULN|2ZMB|2DUR	17ZMB|2RCR|3BEXP|457DMG|67DUR|7BPWR|8aVULN|9RMIN
50	11534 21621	   	184.87	DCR|3VULN|2DMG|1AART|1ZMB	17LWND|267VULN|3DMSP|47DMG|5RCVC|7BPWR|8RCR|9ZMB|aAART
51	61162 33632	   	184.53	DCR|5VULN|2DMG|1DUR	1245aVULN|3aDMG|6FEWX|7DUR|8RCR|9aLIT|aBPWR
52	61163 23632	   	184.43	DCR|5VULN|2DMG|1DUR	1246aVULN|3aDMG|5DUST|7DUR|8RCR|9aLIT|aBPWR
53	61432 32133	   	183.77	DCR|4VULN|2DMG|1AART	1257VULN|3RMIN|47DMG|67LHND|7BPWR|8MLV|9AART|aRCR
54	61432 32633	   	183.77	DCR|4VULN|2DMG|1AART	1257VULN|3RMIN|47DMG|67LHND|7BPWR|8CGEN|9AART|aRCR
55	52311 43116	 * 	183.62	DCR|2VULN|2DMG|1AART|2ZMB|1CDMG	19ZMB|26ERES|39MGNLIT|4CDMG|56DMG|69BPWR|7AART|89VULN|aRCR
56	51161 21126	   	183.59	DCR|3VULN|2DMG|3ZMB|1ASPD	17aZMB|2ASPD|37DMG|467VULN|5DMSP|7BPWR|8LWND|9RCR
57	51162 21122	 * 	182.98	DCR|3VULN|2DMG|3ASPD|2ZMB	17ZMB|25aASPD|37DMG|467VULN|7BPWR|8LWND|9RCR
58	11134 21625	   	182.71	DCR|4VULN|2DMG|1ZMB|1DUR	17LWND|2367VULN|47DMG|5RCVC|7BPWR|8RCR|9ZMB|aDUR
59	21131 21626	   	182.71	DCR|4VULN|2DMG|1ZMB|1DUR	17FEWX|2367VULN|47DMG|5DMSP|7BPWR|8RCR|9DUR|aZMB
60	61111 21626	   	182.71	DCR|4VULN|2DMG|1ZMB|1DUR	1267VULN|37DMG|47FEWX|5DMSP|7BPWR|8RCR|9DUR|aZMB
61	61231 21626	   	182.71	DCR|4VULN|2DMG|1ZMB|1DUR	1267VULN|37FEWX|47DMG|5DMSP|7BPWR|8RCR|9DUR|aZMB
62	31131 21626	   	182.51	DCR|4VULN|2DMG|1ZMB|1DUR	17DUST|2367VULN|47DMG|5DMSP|7BPWR|8RCR|9DUR|aZMB
63	11131 25525	   	182.42	DCR|4VULN|1AART|1DMG|1DUR	1LWND|239aVULN|4DMG|5AART|6NUKE|7RCR|8DUR
64	11132 55325	   	181.92	DCR|4VULN|1AART|1DMG|1ASPD	1LWND|239aVULN|4DMG|5ASPD|6AART|7RCR|8FEWX
65	61162 25311	   	181.83	DCR|5VULN|2DMG|1ASPD	1245aVULN|38DMG|6ERES|7ASPD|9RCR
66	11132 55125	   	181.82	DCR|4VULN|1AART|1DMG|1ASPD	1LWND|239aVULN|4DMG|5ASPD|6AART|7RCR|8DUST
67	56231 24233	   	181.33	ACR|3DMG|1VULN|2ZMB|1CDMG|2DUR	17ZMB|2RCR|3BEXP|457DMG|67DUR|7BPWR|8VULN|9BASICY|aCDMG
68	11134 25621	   	181.18	DCR|4VULN|1AART|1DMG|1ZMB	1LWND|2367VULN|4DMG|5RCVC|8RCR|9ZMB|aAART
69	51136 21422	   	181.16	4VULN|3DMG|1AART|2ZMB|2ASPD|1DUR	17ZMB|24ASPD|347DMG|47BPWR|5678VULN|9AART|aDUR
70	61132 32615	   	180.61	DCR|3VULN|2DMG|1AART|1ASPD	125VULN|34DMG|6FEWX|7LWND|8RCR|9ASPD|aAART
71	61132 33626	   	180.61	DCR|3VULN|2DMG|1AART|1DUR	125VULN|34DMG|6FEWX|7DUR|8RCR|9LHND|aAART
72	61133 23626	   	180.51	DCR|3VULN|2DMG|1AART|1DUR	126VULN|34DMG|5DUST|7DUR|8RCR|9LHND|aAART
73	61133 22615	   	180.51	DCR|3VULN|2DMG|1AART|1ASPD	126VULN|34DMG|5DUST|7LWND|8RCR|9ASPD|aAART
74	11134 21636	   	180.42	DCR|4VULN|3DMG	17LWND|2367VULN|47aDMG|5RCVC|7BPWR|8RCR|9BEXP
75	61134 11431	 * 	179.97	DCR|3VULN|3DMG|3DUR	127VULN|347DMG|567DUR|7BPWR|8RPLT|9RCR|aFEWX
76	61134 11432	   	179.97	DCR|3VULN|3DMG|3DUR	127VULN|347DMG|567DUR|7BPWR|8RPLT|9RCR|aLHND
77	61134 11433	   	179.97	DCR|3VULN|3DMG|3DUR	127VULN|347DMG|567DUR|7BPWR|8RPLT|9RCR|aRMIN
78	51161 26313	   	179.66	DCR|3VULN|2DMG|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|38DMG|467VULN|5DMSP|9RCR|aCDMG
79	11132 55215	 * 	179.27	DCR|3VULN|2AART|1DMG|1ASPD	1LWND|23aVULN|4DMG|5ASPD|69AART|7RCR|8LHND
80	11132 55623	   	179.27	DCR|3VULN|2AART|1DMG|1ASPD	18LWND|23aVULN|4DMG|5ASPD|69AART|7RCR
81	56113 21222	 * 	179.05	ACR|3DMG|1AART|1VULN|2ZMB	17ZMB|2RCR|37ERES|4CANSTR|5BEXP|678DMG|7BPWR|9AART|aVULN
82	56115 21222	   	179.05	ACR|3DMG|1AART|1VULN|2ZMB	17ZMB|2RCR|37ERES|4CANSTR|5FEWX|678DMG|7BPWR|9AART|aVULN
83	56152 21222	   	179.05	ACR|3DMG|1AART|1VULN|2ZMB	17ZMB|2RCR|37ERES|4FEWX|5LSRHEA|678DMG|7BPWR|9AART|aVULN
84	51136 22222	   	179.03	DCR|3VULN|2DMG|3ASPD|1ZMB	1ZMB|24aASPD|34DMG|4BPWR|568VULN|7LWND|9RCR
85	51136 26122	   	179.03	DCR|3VULN|2DMG|3ASPD|1ZMB	1ZMB|24aASPD|34DMG|4BPWR|567VULN|8LWND|9RCR
86	11134 21642	   	178.64	DCR|4VULN|2DMG|1DUR|1ASPD	17LWND|2367VULN|47DMG|5RCVC|7BPWR|8RCR|9DUR|aASPD
87	21131 21622	   	178.64	DCR|4VULN|2DMG|1DUR|1ASPD	17FEWX|2367VULN|47DMG|5DMSP|7BPWR|8RCR|9DUR|aASPD
88	61111 21622	   	178.64	DCR|4VULN|2DMG|1DUR|1ASPD	1267VULN|37DMG|47FEWX|5DMSP|7BPWR|8RCR|9DUR|aASPD
89	61231 21622	   	178.64	DCR|4VULN|2DMG|1DUR|1ASPD	1267VULN|37FEWX|47DMG|5DMSP|7BPWR|8RCR|9DUR|aASPD
90	31131 21622	   	178.44	DCR|4VULN|2DMG|1DUR|1ASPD	17DUST|2367VULN|47DMG|5DMSP|7BPWR|8RCR|9DUR|aASPD
91	61132 15622	   	178.44	DCR|4VULN|2DMG|1ASPD|1DUR	1257VULN|34DMG|6LHND|8RCR|9DUR|aASPD
92	61132 35622	   	178.44	DCR|4VULN|2DMG|1ASPD|1DUR	1257VULN|34DMG|6FEWX|8RCR|9DUR|aASPD
93	61631 21622	   	178.44	DCR|4VULN|2DMG|1DUR|1ASPD	1267VULN|37DUST|47DMG|5DMSP|7BPWR|8RCR|9DUR|aASPD
94	61132 33652	   	178.44	DCR|4VULN|2DMG|1ASPD|1DUR	1259VULN|34DMG|6FEWX|7DUR|8RCR|aASPD
95	61133 23652	   	178.34	DCR|4VULN|2DMG|1ASPD|1DUR	1269VULN|34DMG|5DUST|7DUR|8RCR|aASPD
96	61133 25622	   	178.34	DCR|4VULN|2DMG|1ASPD|1DUR	1267VULN|34DMG|5DUST|8RCR|9DUR|aASPD
97	61311 31151	 * 	178.34	DCR|3VULN|1AART|1DMG|2CDMG	128VULN|3LSRHEA|46CDMG|5DMG|7RCR|9RPLT|aAART
98	61311 31142	   	178.24	DCR|3VULN|1AART|2CDMG|1DMG	128VULN|3LSRHEA|46CDMG|5DMG|7RCR|9ERES|aAART
99	61313 36331	 * 	178.19	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	12aVULN|3LSRHEA|4CDMG|5RCR|6DUR|7LWND|8AART|9DMG
100	56333 41213	   	178.07	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	19ZMB|2RCR|3CGEN|49DMG|5CDMG|67LIT|89VULN|9BPWR|aDUR
101	56133 41213	   	177.97	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	19ZMB|2RCR|3ERES|49DMG|5CDMG|67LIT|89VULN|9BPWR|aDUR
102	61132 63211	   	177.82	DCR|4VULN|3DMG	1256VULN|346DMG|6BPWR|7DLOT|8BEXP|9RCR|aLIT
103	61132 63212	   	177.82	DCR|4VULN|3DMG	1256VULN|346DMG|6BPWR|7DLOT|8BEXP|9RCR|aRPLT
104	61132 63215	   	177.82	DCR|4VULN|3DMG	1256VULN|346DMG|6BPWR|7DLOT|8BEXP|9RCR|aFEWX
105	61132 63611	   	177.82	DCR|4VULN|3DMG	1256VULN|346DMG|6BPWR|7DLOT|8LWND|9RCR|aLIT
106	61132 63612	   	177.82	DCR|4VULN|3DMG	1256VULN|346DMG|6BPWR|7DLOT|8LWND|9RCR|aRPLT
107	51136 21153	 * 	177.60	4VULN|3DMG|3ZMB|2ASPD|1CDMG	179ZMB|24ASPD|347DMG|479BPWR|5679VULN|89BASICY|aCDMG
108	11134 21612	   	177.59	DCR|5VULN|2DMG	179LWND|2367aVULN|47DMG|5RCVC|7BPWR|8RCR
109	61124 21612	   	177.59	DCR|5VULN|2DMG	1267aVULN|37DMG|479LWND|5RCVC|7BPWR|8RCR
110	51136 21316	 * 	177.40	4VULN|3DMG|3ZMB|3ASPD|1DUR	178ZMB|248ASPD|347DMG|478BPWR|5678VULN|9RMIN|aDUR
111	51136 21342	   	177.40	4VULN|3DMG|3ZMB|3ASPD|1DUR	178ZMB|248ASPD|347DMG|478BPWR|5678VULN|9DUR|aLWND
112	51136 21343	   	177.30	4VULN|3DMG|3ZMB|3ASPD|1DUR	178ZMB|248ASPD|347DMG|478BPWR|5678VULN|9DUR|aTLV
113	11141 12345	   	177.27	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|236VULN|4ASPD|5AART|7LHND|8CDMG|9RCR|aDMG
114	11132 55235	 * 	177.26	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD	1LWND|23VULN|4DMG|5ASPD|6aAART|7RCR|8LHND|9CDMG
115	55132 23311	   	177.02	DCR|4VULN|2DMG|2ZMB	17ZMB|2CGEN|34DMG|568aVULN|9RCR
116	11131 53634	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1LWND|239VULN|4DMG|5AART|6RPLT|7DUR|8RCR|aZMB
117	11131 53651	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1LWND|23aVULN|4DMG|5AART|6RPLT|7DUR|8RCR|9ZMB
118	65231 63123	   	176.86	DCR|2VULN|2DMG|2AART|1ZMB	16VULN|2ZMB|3BEXP|45DMG|7FEWX|89AART|aRCR
119	51161 21122	   	176.67	DCR|3VULN|2DMG|2ZMB|2ASPD	17ZMB|2aASPD|37DMG|467VULN|5DMSP|7BPWR|8LWND|9RCR
120	51162 21123	   	176.67	DCR|3VULN|2DMG|2ZMB|2ASPD	17ZMB|25ASPD|37DMG|467VULN|7BPWR|8LWND|9RCR|aFEWX
121	51162 21124	   	176.67	DCR|3VULN|2DMG|2ZMB|2ASPD	17ZMB|25ASPD|37DMG|467VULN|7BPWR|8LWND|9RCR|aBEXP
122	11131 12344	   	176.64	DCR|3VULN|1AART|1DMG|2CDMG	1LWND|236VULN|4DMG|5AART|7LHND|8aCDMG|9RCR
123	11131 14344	   	176.64	DCR|3VULN|1AART|1DMG|2CDMG	1LWND|236VULN|4DMG|5AART|7FEWX|8aCDMG|9RCR
124	61121 12344	   	176.64	DCR|3VULN|1AART|1DMG|2CDMG	126VULN|3DMG|4LWND|5AART|7LHND|8aCDMG|9RCR
125	51136 22226	   	176.57	DCR|3VULN|2DMG|2ZMB|2ASPD	1aZMB|24ASPD|34DMG|4BPWR|568VULN|7LWND|9RCR
126	51162 21121	   	176.57	DCR|3VULN|2DMG|2ZMB|2ASPD	17ZMB|25ASPD|37DMG|467VULN|7BPWR|8LWND|9RCR|aERES
127	51131 36512	   	176.53	DCR|3VULN|2DMG|3ASPD|1ZMB	1ZMB|245ASPD|34DMG|4BPWR|6SNIHEL|789VULN|aRCR
128	61131 13333	   	176.41	DCR|3VULN|2DMG|1AART|1ASPD	128VULN|34DMG|5ASPD|6DMSP|7CGEN|9AART|aRCR
129	61161 16233	   	176.41	DCR|3VULN|2DMG|1AART|1ASPD	124VULN|37DMG|5ASPD|6DMSP|8MLV|9AART|aRCR
130	11141 31434	 * 	176.28	DCR|2VULN|2DMG|1AART|3ASPD	19LWND|23VULN|479ASPD|5AART|6RMIN|89DMG|9BPWR|aRCR
131	61132 25533	   	176.21	DCR|3VULN|2DMG|1AART|1ASPD	125VULN|34DMG|68ERES|7ASPD|9AART|aRCR
132	11141 21434	   	176.18	DCR|2VULN|2DMG|1AART|3ASPD	19LWND|23VULN|479ASPD|5AART|6NUKE|89DMG|9BPWR|aRCR
133	61113 25342	   	176.02	DCR|4VULN|2DMG|1CDMG	127aVULN|37DMG|4FEWX|5CDMG|67LHND|7BPWR|8RMIN|9RCR
134	61361 16121	   	175.87	DCR|3VULN|2DMG|1AART	125VULN|3LSRHEA|48DMG|6RMIN|7RCR|9DUST|aAART
135	11134 21622	   	175.77	DCR|4VULN|2DMG|1ZMB	17LWND|2367VULN|47DMG|5RCVC|7BPWR|8RCR|9ZMB|aLHND
136	11134 21623	   	175.77	DCR|4VULN|2DMG|1ZMB	17LWND|2367VULN|47DMG|5RCVC|7BPWR|8RCR|9ZMB|aCGEN
137	11134 21624	   	175.77	DCR|4VULN|2DMG|1ZMB	17LWND|2367VULN|47DMG|5RCVC|7BPWR|8RCR|9ZMB|aRPLT
138	11134 21626	   	175.77	DCR|4VULN|2DMG|1ZMB	17LWND|2367VULN|47DMG|5RCVC|7BPWR|8RCR|9ZMB|aFEWX
139	21131 21616	   	175.77	DCR|4VULN|2DMG|1ZMB	17FEWX|2367VULN|47DMG|5DMSP|7BPWR|8RCR|9LWND|aZMB
140	61111 21616	   	175.77	DCR|4VULN|2DMG|1ZMB	1267VULN|37DMG|47FEWX|5DMSP|7BPWR|8RCR|9LWND|aZMB
141	61124 21622	   	175.77	DCR|4VULN|2DMG|1ZMB	1267VULN|37DMG|47LWND|5RCVC|7BPWR|8RCR|9ZMB|aLHND
142	61124 21623	   	175.77	DCR|4VULN|2DMG|1ZMB	1267VULN|37DMG|47LWND|5RCVC|7BPWR|8RCR|9ZMB|aCGEN
143	61231 21616	   	175.77	DCR|4VULN|2DMG|1ZMB	1267VULN|37FEWX|47DMG|5DMSP|7BPWR|8RCR|9LWND|aZMB
144	61311 11115	 * 	175.76	DCR|5VULN|1DMG|1CDMG	12689VULN|3LSRHEA|4CDMG|5DMG|7RCR|aLWND
145	61311 11116	   	175.76	DCR|5VULN|1DMG|1CDMG	12689VULN|3LSRHEA|4CDMG|5DMG|7RCR|aMLV
146	11122 51434	   	175.68	DCR|2VULN|2DMG|1AART|3ASPD	19LWND|23VULN|4RMIN|579ASPD|6AART|89DMG|9BPWR|aRCR
147	61311 11111	   	175.66	DCR|5VULN|1DMG|1CDMG	12689VULN|3LSRHEA|4CDMG|5DMG|7RCR|aDUST
148	61311 11112	   	175.66	DCR|5VULN|1DMG|1CDMG	12689VULN|3LSRHEA|4CDMG|5DMG|7RCR|aERES
149	51133 82445	 * 	175.63	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG|1ZMB	1ZMB|24ASPD|34DMG|4BPWR|5MBVNT|6CDMG|7AART|8VULN|9CGEN|aRCR
150	61132 11524	   	175.62	DCR|4VULN|3DMG	1257VULN|347DMG|679LHND|7BPWR|8FEWX|aRCR
151	31131 21616	   	175.57	DCR|4VULN|2DMG|1ZMB	17DUST|2367VULN|47DMG|5DMSP|7BPWR|8RCR|9LWND|aZMB
152	61132 11624	   	175.52	DCR|4VULN|3DMG	1257VULN|347DMG|679LHND|7BPWR|8LEGI|aRCR
153	11131 25325	   	175.48	DCR|4VULN|1AART|1DMG	1LWND|239aVULN|4DMG|5AART|6NUKE|7RCR|8FEWX
154	11131 25425	   	175.48	DCR|4VULN|1AART|1DMG	1LWND|239aVULN|4DMG|5AART|6NUKE|7RCR|8BEXP
155	61121 25325	   	175.48	DCR|4VULN|1AART|1DMG	129aVULN|3DMG|4LWND|5AART|6NUKE|7RCR|8FEWX
156	61132 11144	   	175.42	DCR|4VULN|3DMG	1257VULN|347DMG|67LHND|7BPWR|8BASICY|9DLOT|aRCR
157	61132 11254	   	175.42	DCR|4VULN|3DMG	1257VULN|347DMG|67LHND|7BPWR|8TLV|9ERES|aRCR
158	61132 31144	   	175.42	DCR|4VULN|3DMG	1257VULN|347DMG|67FEWX|7BPWR|8BASICY|9DLOT|aRCR
159	61132 31254	   	175.42	DCR|4VULN|3DMG	1257VULN|347DMG|67FEWX|7BPWR|8TLV|9ERES|aRCR
160	61133 21624	   	175.42	DCR|4VULN|3DMG	1267VULN|347DMG|57DUST|7BPWR|89LHND|aRCR
161	11131 25125	   	175.38	DCR|4VULN|1AART|1DMG	1LWND|239aVULN|4DMG|5AART|6NUKE|7RCR|8DUST
162	61121 25125	   	175.38	DCR|4VULN|1AART|1DMG	129aVULN|3DMG|4LWND|5AART|6NUKE|7RCR|8DUST
163	61141 12163	   	175.32	DCR|4VULN|1AART|1DMG|1DUR	1268VULN|3DMG|47LHND|5AART|9DUR|aRCR
164	61132 63325	   	175.22	DCR|4VULN|3DMG	1256VULN|346DMG|6BPWR|7DLOT|8MBVNT|9DUST|aRCR
165	61133 21144	   	175.22	DCR|4VULN|3DMG	1267VULN|347DMG|57DUST|7BPWR|8BASICY|9DLOT|aRCR
166	61133 21254	   	175.22	DCR|4VULN|3DMG	1267VULN|347DMG|57DUST|7BPWR|8TLV|9ERES|aRCR
167	11134 21152	   	175.19	DCR|5VULN|2DMG	178LWND|2367aVULN|47DMG|5RCVC|7BPWR|9RCR
168	61124 21152	   	175.19	DCR|5VULN|2DMG	1267aVULN|37DMG|478LWND|5RCVC|7BPWR|9RCR
169	21136 23123	   	174.93	DCR|3VULN|2AART|1DMG|1ZMB	1FEWX|236VULN|4DMG|5BEXP|7ZMB|89AART|aRCR
170	21151 23123	   	174.93	DCR|3VULN|2AART|1DMG|1ZMB	1FEWX|236VULN|4BEXP|5DMG|7ZMB|89AART|aRCR
171	61116 23123	   	174.93	DCR|3VULN|2AART|1DMG|1ZMB	126VULN|3DMG|4FEWX|5BEXP|7ZMB|89AART|aRCR
172	61236 23123	   	174.93	DCR|3VULN|2AART|1DMG|1ZMB	126VULN|3FEWX|4DMG|5BEXP|7ZMB|89AART|aRCR
173	61251 23123	   	174.93	DCR|3VULN|2AART|1DMG|1ZMB	126VULN|3FEWX|4BEXP|5DMG|7ZMB|89AART|aRCR
174	51133 22145	   	174.93	DCR|2DMG|1AART|1VULN|1CDMG|2ASPD|1ZMB	1ZMB|24ASPD|34DMG|4BPWR|5MBVNT|6VULN|7ERES|8AART|9CDMG|aRCR
175	61162 23353	   	174.89	DCR|5VULN|2DMG	12458VULN|3aDMG|6ERES|7CGEN|9RCR
176	11144 21621	 * 	174.87	DCR|4VULN|1AART|2ASPD|1ZMB	17LWND|2367VULN|47ASPD|5RCVC|7BPWR|8RCR|9ZMB|aAART
177	61132 25316	   	174.77	DCR|3VULN|3DMG|2ASPD	125VULN|348DMG|6ERES|79ASPD|aRCR
178	11132 55521	   	174.76	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1LWND|239VULN|4DMG|5ASPD|6AART|7RCR|8DUR|aRPLT
179	61432 23163	   	174.72	DCR|4VULN|1AART|1DMG|1DUR	1257VULN|3RMIN|4DMG|6AART|8CGEN|9DUR|aRCR
180	11142 25621	   	174.67	DCR|4VULN|1AART|2ASPD|1ZMB	1LWND|2367VULN|45ASPD|8RCR|9ZMB|aAART
181	11132 55522	   	174.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1LWND|239VULN|4DMG|5ASPD|6AART|7RCR|8DUR|aMBVNT
182	11132 55523	   	174.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1LWND|239VULN|4DMG|5ASPD|6AART|7RCR|8DUR|aDUST
