0	Index      	 *	Score 	Summary	Detail	
1	32221 55611	 * 	197.98	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	1BELT|2ZMB|3AART|48DMG|5aVULN|6RCR|79CDMG
68	11432 22235	 * 	178.69	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1ERES|2DUR|3RCR|4ZMB|59VULN|6SELL|7AART|8CDMG|aDMG
69	25432 22235	 * 	178.69	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DUR|2ERES|3RCR|4ZMB|59VULN|6SELL|7AART|8CDMG|aDMG
70	32221 66312	   	178.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4DMG|56VULN|7RCR|8ASPD|9RMIN|aCDMG
71	32221 66332	   	178.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4DMG|56VULN|7RCR|8ASPD|9CGEN|aCDMG
72	32225 22616	   	178.34	DCR|2DMG|3ZMB|1AART|1CDMG|1ASPD	1BELT|278ZMB|3AART|4aDMG|5CDMG|6RCR|9ASPD
73	32222 16432	 * 	178.33	DCR|2AART|2VULN|1DMG|1FLTHEA|1ZMB	1BELT|2ZMB|36AART|4DMG|5CGEN|7aVULN|8FLTHEA|9RCR
74	31221 63343	   	178.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BELT|2ASPD|3AART|48DMG|56VULN|7CDMG|9MLV|aRCR
75	32221 66612	   	177.99	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|56VULN|7RCR|89CDMG|aBEXP
76	16313 12226	   	177.95	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1ERES|2AART|37DUR|4CDMG|5DMG|6ASPD|8RCR|9aVULN
77	32225 22141	   	177.93	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1BELT|27ZMB|3AART|49DMG|5CDMG|6RCR|8LHND|aVULN
78	32225 22441	   	177.93	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1BELT|27ZMB|3AART|49DMG|5CDMG|6RCR|8BEXP|aVULN
79	32221 53322	   	177.93	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1BELT|29ZMB|3AART|4DMG|58VULN|6RCR|7CGEN|aCDMG
80	31221 63313	   	177.90	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BELT|2ASPD|3AART|48DMG|56VULN|7CDMG|9TLV|aRCR
81	31221 63323	   	177.90	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1BELT|2ASPD|3AART|48DMG|56VULN|7CDMG|9ERES|aRCR
82	32221 51322	   	177.83	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1BELT|29ZMB|3AART|4DMG|58VULN|6RCR|7ERES|aCDMG
83	36214 22111	   	177.65	ACR|3DMG|1VULN|2CDMG|2ZMB|1ASPD	1BELT|27CDMG|3LIT|4RCR|578DMG|67ZMB|7BPWR|9ASPD|aVULN
84	31261 14232	   	176.79	DCR|3VULN|2AART|1CDMG|1ASPD|1DUR	1BELT|2ASPD|34AART|5CDMG|678VULN|9RCR|aDUR
85	32225 23642	   	176.51	DCR|3DMG|1AART|1CDMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|489DMG|5CDMG|6RCR|7LEGI|aASPD
86	31223 54611	   	176.33	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1BELT|2ASPD|3AART|4DMG|5RCVC|6RCR|7aVULN|89CDMG
87	32221 25116	   	176.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4aDMG|5VULN|6FEWX|7CDMG|8RCR|9ASPD
88	32221 36116	   	176.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4aDMG|5VULN|6CDMG|7LWND|8RCR|9ASPD
89	32221 45116	   	176.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1BELT|2ZMB|3AART|4aDMG|5VULN|6LHND|7CDMG|8RCR|9ASPD
90	31261 14231	   	176.17	DCR|3VULN|2AART|2CDMG|1ASPD	1BELT|2ASPD|34AART|5aCDMG|678VULN|9RCR
91	36214 25233	 * 	176.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BELT|2CDMG|3LIT|4RCR|5DMG|6ZMB|7aVULN|8AART|9DUR
92	16663 33232	   	175.97	DCR|3VULN|2DMG|1AART	17aERES|2AART|3RCVC|457VULN|67DMG|7BPWR|8LHND|9RCR
93	16663 33332	   	175.97	DCR|3VULN|2DMG|1AART	17aERES|2AART|3RCVC|457VULN|67DMG|7BPWR|8LWND|9RCR
94	32225 21142	 * 	175.83	DCR|2AART|2DMG|2CDMG|2ZMB	1BELT|28ZMB|3aAART|48DMG|58CDMG|6RCR|7RPLT|8BPWR|9LIT
95	16663 33231	   	175.82	DCR|3VULN|2DMG|1AART|1SELL	17ERES|2AART|3RCVC|457VULN|67DMG|7BPWR|8LHND|9RCR|aSELL
96	16663 33331	   	175.82	DCR|3VULN|2DMG|1AART|1SELL	17ERES|2AART|3RCVC|457VULN|67DMG|7BPWR|8LWND|9RCR|aSELL
97	31221 62534	   	175.82	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2ASPD|3AART|4DMG|568VULN|7RCVC|9RCR|aZMB
98	13222 31641	   	175.76	DCR|2VULN|2DMG|2AART	128ERES|39VULN|45DMG|6RCR|7aAART
99	31225 21131	 * 	175.63	DCR|2DMG|1AART|3CDMG|3ASPD	1BELT|28aASPD|3AART|48DMG|58aCDMG|6RCR|7RPLT|8aBPWR|9aCGEN
100	14352 31133	   	175.52	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|25DMG|3DMSP|4aVULN|6RCR|7AART|8ZMB|9LIT
101	14352 31151	   	175.52	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|25DMG|3DMSP|49VULN|6RCR|7AART|8ZMB|aBELT
102	14352 31152	   	175.52	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|25DMG|3DMSP|49VULN|6RCR|7AART|8ZMB|aLHND
103	22251 11431	   	175.46	DCR|2VULN|2DMG|1AART|3DUR	12aDUR|3FEWX|4AART|5aVULN|6aDMG|78RMIN|9RCR|aBPWR
104	13222 31133	   	175.42	DCR|2VULN|2DMG|1AART|1ZMB	12ERES|3aVULN|45DMG|6RCR|7AART|8ZMB|9LIT
105	13222 31151	   	175.42	DCR|2VULN|2DMG|1AART|1ZMB	12ERES|39VULN|45DMG|6RCR|7AART|8ZMB|aBELT
106	13222 31152	   	175.42	DCR|2VULN|2DMG|1AART|1ZMB	12ERES|39VULN|45DMG|6RCR|7AART|8ZMB|aLHND
107	13242 31145	   	175.42	DCR|2VULN|2DMG|1AART|1ZMB	12ERES|34VULN|5aDMG|6RCR|7AART|8ZMB|9LHND
108	22151 11431	   	175.36	DCR|2VULN|2DMG|1AART|3DUR	12aDUR|3DUST|4AART|5aVULN|6aDMG|78RMIN|9RCR|aBPWR
109	24453 22131	   	175.33	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	18DUR|2RMIN|3RCR|48ZMB|58DMG|6AART|7BELT|8BPWR|9VULN|aCGEN
110	24453 22132	   	175.33	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	18DUR|2RMIN|3RCR|48ZMB|58DMG|6AART|7BELT|8BPWR|9VULN|aLHND
111	13222 31155	   	175.32	DCR|2VULN|2DMG|1AART|1ZMB	12aERES|39VULN|45DMG|6RCR|7AART|8ZMB
112	13222 31156	   	175.32	DCR|2VULN|2DMG|1AART|1ZMB	12ERES|39VULN|45DMG|6RCR|7AART|8ZMB|aTLV
113	22151 11331	   	175.26	DCR|2VULN|2DMG|1AART|3DUR	12aDUR|38DUST|4AART|5aVULN|6aDMG|7RMIN|9RCR|aBPWR
114	22151 41631	   	175.26	DCR|2VULN|2DMG|1AART|3DUR	12aDUR|36DUST|4AART|5aVULN|7RMIN|8aDMG|9RCR|aBPWR
115	22155 51331	   	175.26	DCR|2VULN|2DMG|1AART|3DUR	12aDUR|38DUST|4AART|5aDMG|6aVULN|7RMIN|9RCR|aBPWR
116	24453 22133	   	175.23	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	18DUR|2RMIN|3RCR|48ZMB|58DMG|6AART|7BELT|8BPWR|9VULN|aDLOT
117	31225 22424	   	174.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BELT|2ASPD|39AART|4DMG|5CDMG|6RCR|7ZMB|8LHND|aVULN
118	31225 23624	   	174.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BELT|2ASPD|39AART|4DMG|5CDMG|6RCR|7LHND|8ZMB|aVULN
119	32221 33243	   	174.84	DCR|2VULN|1AART|2CDMG|1DMG|2ZMB	1BELT|28ZMB|3AART|4DMG|58VULN|68CDMG|7DMSP|8BPWR|9MLV|aRCR
120	32221 33213	   	174.74	DCR|2VULN|1AART|2CDMG|1DMG|2ZMB	1BELT|28ZMB|3AART|4DMG|58VULN|68CDMG|7DMSP|8BPWR|9TLV|aRCR
121	32221 33223	   	174.74	DCR|2VULN|1AART|2CDMG|1DMG|2ZMB	1BELT|28ZMB|3AART|4DMG|58VULN|68CDMG|7DMSP|8BPWR|9ERES|aRCR
122	31225 21142	 * 	174.52	DCR|2AART|2DMG|2CDMG|2ASPD	1BELT|28ASPD|3aAART|48DMG|58CDMG|6RCR|7RPLT|8BPWR|9LIT
123	31222 16432	   	174.26	DCR|2AART|2VULN|1DMG|1FLTHEA|1ASPD	1BELT|2ASPD|36AART|4DMG|5CGEN|7aVULN|8FLTHEA|9RCR
124	31221 66322	   	174.23	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1BELT|28ASPD|3AART|4DMG|56VULN|7RCR|9FEWX|aCDMG
125	31221 66352	   	174.23	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1BELT|28ASPD|3AART|4DMG|56VULN|7RCR|9MLV|aCDMG
126	31221 66362	   	174.23	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1BELT|28ASPD|3AART|4DMG|56VULN|7RCR|9BEXP|aCDMG
127	25432 52332	   	174.16	ACR|2VULN|2DMG|2ZMB|2DUR|1ASPD	19DUR|2ERES|3RCR|49ZMB|58VULN|6LIT|79DMG|9BPWR|aASPD
128	32221 53352	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|58VULN|6RCR|79CGEN|aCDMG
129	32221 55132	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|59VULN|6RCR|7CDMG|8RMIN|aCGEN
130	32221 55342	   	174.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|49DMG|5VULN|6RCR|7CDMG|8RCVC|aBEXP
131	32221 55351	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|5aVULN|6RCR|7CDMG|8RCVC|9DMSP
132	32221 55532	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|59VULN|6RCR|7CDMG|8MLV|aCGEN
133	32225 21636	   	174.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|5CDMG|6RCR|7RPLT|8aVULN|9LIT
134	32225 26341	   	174.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|49DMG|5CDMG|6RCR|7LWND|8RCVC|aVULN
135	32225 26631	   	174.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|48DMG|5CDMG|6RCR|7LWND|9VULN|aMLV
136	32221 55131	   	173.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|59VULN|6RCR|7CDMG|8RMIN|aDUST
137	32221 55136	   	173.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|59VULN|6RCR|7CDMG|8RMIN|aERES
138	32221 55334	   	173.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|5aVULN|6RCR|7CDMG|8RCVC|9TLV
139	32221 55335	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|4aDMG|5VULN|6RCR|7CDMG|8RCVC|9TLV
140	32221 55531	   	173.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2ZMB|3AART|4DMG|59VULN|6RCR|7CDMG|8MLV|aDUST
141	32221 55621	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|48DMG|5VULN|6RCR|7CDMG|9DLOT|aRMIN
142	32221 55622	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aBELT|2ZMB|3AART|48DMG|5VULN|6RCR|7CDMG|9DLOT
143	32221 55623	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|48DMG|5VULN|6RCR|7CDMG|9DLOT|aLHND
144	32221 55632	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|48DMG|5VULN|6RCR|7CDMG|9TLV|aCGEN
145	32225 23341	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|49DMG|5CDMG|6RCR|7LEGI|8RCVC|aVULN
146	32225 23631	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|48DMG|5CDMG|6RCR|7LEGI|9VULN|aMLV
147	32225 23636	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|48DMG|5CDMG|6RCR|7LEGI|9VULN|aDMSP
148	32225 23651	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|48DMG|5CDMG|6RCR|7LEGI|9DMSP|aVULN
149	32225 24241	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|49DMG|5CDMG|6RCR|7MLV|8NUKE|aVULN
150	32225 24341	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|49DMG|5CDMG|6RCR|7MLV|8ERES|aVULN
151	32225 26632	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|48DMG|5CDMG|6RCR|7LWND|9VULN|aDUST
152	32225 26633	   	173.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|48DMG|5CDMG|6RCR|7LWND|9VULN|aVENICY
153	31221 66612	   	173.93	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1BELT|2ASPD|3AART|4DMG|56VULN|7RCR|89CDMG|aBEXP
154	32261 14233	   	173.92	DCR|3VULN|2AART|1CDMG|1ZMB	1BELT|2ZMB|34AART|5CDMG|678VULN|9RCR|aRMIN
155	32261 14234	   	173.92	DCR|3VULN|2AART|1CDMG|1ZMB	1BELT|2ZMB|34AART|5CDMG|678VULN|9RCR|aCGEN
156	32221 55631	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|48DMG|5VULN|6RCR|7CDMG|9TLV|aDUST
157	32225 23632	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|48DMG|5CDMG|6RCR|7LEGI|9VULN|aDUST
158	32225 23633	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|48DMG|5CDMG|6RCR|7LEGI|9VULN|aVENICY
159	32225 25241	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|49DMG|5CDMG|6RCR|7TLV|8NUKE|aVULN
160	32225 25341	   	173.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2ZMB|3AART|49DMG|5CDMG|6RCR|7TLV|8ERES|aVULN
161	13242 31641	   	173.83	DCR|3VULN|2AART|1DMG	128ERES|349VULN|5DMG|6RCR|7aAART
