0	Index      	 *	Score 	Summary	Detail	
1	63411 22423	 * 	211.57	ACR|3VULN|2DMG|3ZMB|1AART	19aZMB|2RCR|3aDMG|469ERES|5RMIN|7AART|89aVULN|9aBPWR
20	22631 25116	   	191.13	DCR|4VULN|1AART|1DMG|1CDMG	1459VULN|2AART|35MLV|5BPWR|6CDMG|7RCR|8CGEN|aDMG
21	22252 33121	   	190.97	DCR|4VULN|2AART|2CDMG|1DUR	1478VULN|2aAART|34CDMG|4BPWR|5LWND|6DUR|9RCR
22	32335 32443	   	190.27	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD|1DUR|1SELL	1SELL|2ASPD|3RCR|47VULN|5ZMB|6AART|89DMG|aDUR
23	22253 26226	 * 	190.19	DCR|3VULN|2AART|1DMG|2CDMG	148VULN|27AART|34CDMG|48BPWR|58MLV|68CGEN|9RCR|aDMG
24	12226 54121	   	189.99	DCR|3VULN|2AART|1DMG|2CDMG	1LHND|2aAART|36CDMG|468VULN|5RMIN|6BPWR|7DMG|9RCR
25	22253 14121	   	189.99	DCR|3VULN|2AART|1DMG|2CDMG	148VULN|2aAART|34CDMG|4BPWR|5MLV|6BEXP|7DMG|9RCR
26	22253 34121	   	189.99	DCR|3VULN|2AART|1DMG|2CDMG	148VULN|2aAART|34CDMG|4BPWR|5MLV|6FEWX|7DMG|9RCR
27	22226 11511	 * 	189.95	DCR|5VULN|1AART|2CDMG|1DUR	14567VULN|2AART|35CDMG|5BPWR|8DUR|9CGEN|aRCR
28	22226 63326	   	189.89	DCR|3VULN|2AART|1DMG|2CDMG	145VULN|2aAART|35CDMG|5BPWR|6BASHEA|7DMG|8RCVC|9RCR
29	22226 11521	   	189.85	DCR|5VULN|1AART|2CDMG|1DUR	14567VULN|2AART|35CDMG|5BPWR|8DUR|9ERES|aRCR
30	22333 13526	 * 	189.72	DCR|3VULN|2DMG|1AART|1CDMG	147VULN|2AART|38CGEN|5aDMG|6CDMG|9RCR
31	22253 14126	   	189.55	DCR|3VULN|1AART|2CDMG|1DMG|1ZMB	148VULN|2AART|34CDMG|4BPWR|5MLV|6BEXP|7DMG|9RCR|aZMB
32	22253 34126	   	189.55	DCR|3VULN|1AART|2CDMG|1DMG|1ZMB	148VULN|2AART|34CDMG|4BPWR|5MLV|6FEWX|7DMG|9RCR|aZMB
33	22253 63126	   	189.55	DCR|3VULN|1AART|2CDMG|1DMG|1ZMB	147VULN|2AART|34CDMG|4BPWR|5MLV|6DMG|8LWND|9RCR|aZMB
34	22631 25313	   	189.01	DCR|4VULN|1AART|1CDMG|1ZMB|1DUR	1459VULN|2AART|35MLV|5BPWR|6CDMG|7RCR|8ZMB|aDUR
35	63132 64152	   	188.73	ACR|2VULN|2DMG|1AART|2ZMB|1ASPD	19ZMB|2RCR|36RPLT|49VULN|5MBVNT|79DMG|8AART|9BPWR|aASPD
36	63132 64154	   	188.73	ACR|2VULN|2DMG|1AART|2ZMB|1DUR	19ZMB|2RCR|36RPLT|49VULN|5MBVNT|79DMG|8AART|9BPWR|aDUR
37	22631 25241	   	188.48	DCR|3VULN|2AART|1DMG|1CDMG	145VULN|2aAART|35MLV|5BPWR|6CDMG|7RCR|8FEWX|9DMG
38	22411 43152	 * 	188.01	DCR|3DMG|2VULN|1AART|1DUR	18VULN|2AART|38LIT|489DMG|5RMIN|6BELT|7RCR|8BPWR|aDUR
39	22333 42134	   	187.32	DCR|3VULN|2DMG|1AART|1CDMG	147VULN|2AART|3CGEN|59DMG|6BELT|8CDMG|aRCR
40	22633 42134	   	187.32	DCR|3VULN|2DMG|1AART|1CDMG	147VULN|2AART|3MLV|59DMG|6BELT|8CDMG|aRCR
41	22222 33361	   	186.95	DCR|4VULN|2AART|1CDMG|1DUR	1479VULN|2aAART|3CDMG|5LWND|6DUR|8RCR
42	22223 23226	   	186.43	DCR|4VULN|1AART|1DMG|1CDMG	1478VULN|2AART|3CDMG|58MLV|68CGEN|8BPWR|9RCR|aDMG
43	22252 12361	   	186.43	DCR|4VULN|2AART|2CDMG	1479VULN|2aAART|34CDMG|4BPWR|5LWND|6BEXP|8RCR
44	22252 42361	   	186.43	DCR|4VULN|2AART|2CDMG	1479VULN|2aAART|34CDMG|4BPWR|5LWND|6FEWX|8RCR
45	22221 11226	   	186.13	DCR|4VULN|1AART|1DMG|1CDMG	1467VULN|2AART|3CDMG|5RCVC|8LEGI|9RCR|aDMG
46	22221 11326	   	186.13	DCR|4VULN|1AART|1DMG|1CDMG	1467VULN|2AART|3CDMG|5RCVC|8DUST|9RCR|aDMG
47	63132 15424	   	185.99	ACR|3VULN|2AART|2ZMB|2ASPD	1aZMB|2RCR|3RPLT|49aVULN|5MBVNT|68AART|7aASPD|aBPWR
48	63164 15424	   	185.99	ACR|3VULN|2AART|2ZMB|2ASPD	1aZMB|2RCR|3RPLT|4MBVNT|59aVULN|68AART|7aASPD|aBPWR
49	22252 12366	   	185.98	DCR|4VULN|1AART|2CDMG|1ZMB	1479VULN|2AART|34CDMG|4BPWR|5LWND|6BEXP|8RCR|aZMB
50	22252 23316	   	185.98	DCR|4VULN|1AART|2CDMG|1ZMB	1479VULN|2AART|34CDMG|4BPWR|5LWND|6DMSP|8RCR|aZMB
51	22252 63316	   	185.98	DCR|4VULN|1AART|2CDMG|1ZMB	1479VULN|2AART|34CDMG|4BPWR|56LWND|8RCR|aZMB
52	22212 54421	   	185.51	DCR|2AART|2VULN|2DMG|1CDMG	16VULN|2aAART|3CDMG|4TLV|56FEWX|6BPWR|78DMG|9RCR
53	22223 14421	   	185.51	DCR|2AART|2VULN|2DMG|1CDMG	14VULN|2aAART|3CDMG|5MLV|6BEXP|78DMG|9RCR
54	22223 34421	   	185.51	DCR|2AART|2VULN|2DMG|1CDMG	14VULN|2aAART|3CDMG|5MLV|6FEWX|78DMG|9RCR
55	22333 16526	   	185.51	DCR|2AART|2VULN|2DMG|1CDMG	14VULN|27AART|38CGEN|5aDMG|6CDMG|9RCR
56	22252 54121	   	185.48	DCR|3VULN|1AART|1DMG|2CDMG|1DUR	148VULN|2AART|34CDMG|4BPWR|5LWND|6MLV|7DMG|9RCR|aDUR
57	22253 14125	   	185.48	DCR|3VULN|1AART|1DMG|2CDMG|1DUR	148VULN|2AART|34CDMG|4BPWR|5MLV|6BEXP|7DMG|9RCR|aDUR
58	22253 34125	   	185.48	DCR|3VULN|1AART|1DMG|2CDMG|1DUR	148VULN|2AART|34CDMG|4BPWR|5MLV|6FEWX|7DMG|9RCR|aDUR
59	22253 63121	   	185.48	DCR|3VULN|1AART|1DMG|2CDMG|1DUR	147VULN|2AART|34CDMG|4BPWR|5MLV|6DMG|8LWND|9RCR|aDUR
60	22226 63325	   	185.38	DCR|3VULN|1AART|1DMG|2CDMG|1DUR	145VULN|2AART|35CDMG|5BPWR|6BASHEA|7DMG|8RCVC|9RCR|aDUR
61	22226 11451	   	185.31	DCR|5VULN|1AART|2CDMG	14567VULN|2AART|35CDMG|5BPWR|8MBVNT|9RCR|aRCVC
62	22226 11453	   	185.31	DCR|5VULN|1AART|2CDMG	14567VULN|2AART|35CDMG|5BPWR|8MBVNT|9RCR|aLWND
63	22226 11452	   	185.21	DCR|5VULN|1AART|2CDMG	14567VULN|2AART|35CDMG|5BPWR|8MBVNT|9RCR|aERES
64	22226 11454	   	185.21	DCR|5VULN|1AART|2CDMG	14567VULN|2AART|35CDMG|5BPWR|8MBVNT|9RCR|aTLV
65	22223 14426	   	185.07	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	14VULN|2AART|3CDMG|5MLV|6BEXP|78DMG|9RCR|aZMB
66	22223 34426	   	185.07	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	14VULN|2AART|3CDMG|5MLV|6FEWX|78DMG|9RCR|aZMB
67	52335 26332	 * 	184.98	ACR|2VULN|1AART|1DMG|2CDMG|2DUR|1ASPD	19DUR|2AART|3CGEN|49VULN|5RCR|6BEXP|7DMG|89CDMG|9BPWR|aASPD
68	52335 16332	   	184.88	ACR|2VULN|1AART|1DMG|2CDMG|2DUR|1ASPD	19DUR|2AART|3CGEN|49VULN|5RCR|6DUST|7DMG|89CDMG|9BPWR|aASPD
69	25631 22121	 * 	184.81	DCR|3VULN|2AART|2ZMB|1CDMG|1DUR	145VULN|25ZMB|3aAART|5BPWR|6CDMG|7DUR|8CGEN|9RCR
70	25633 21433	   	184.69	DCR|2VULN|2DMG|1AART|1ZMB|1DUR|1ASPD	14VULN|2ZMB|3AART|5aDMG|6DUR|7LIT|8ASPD|9RCR
71	22256 42333	 * 	184.68	DCR|3VULN|1AART|3CDMG|1DMG	145VULN|2AART|345CDMG|45BPWR|6LHND|7aLIT|8DMG|9RCR
72	22256 42331	   	184.58	DCR|3VULN|1AART|3CDMG|1DMG	145VULN|2AART|345CDMG|45BPWR|6LHND|7LIT|8DMG|9RCR|aLEGI
73	22256 42332	   	184.58	DCR|3VULN|1AART|3CDMG|1DMG	145VULN|2AART|345CDMG|45BPWR|6LHND|7LIT|8DMG|9RCR|aERES
74	12224 63121	   	184.55	DCR|4VULN|2AART|1CDMG|1DUR	1LHND|2aAART|3CDMG|4678VULN|5DUR|9RCR
75	22222 33121	   	184.55	DCR|4VULN|2AART|1CDMG|1DUR	1478VULN|2aAART|3CDMG|5LWND|6DUR|9RCR
76	22226 12121	   	184.03	DCR|4VULN|2AART|2CDMG	1456VULN|2aAART|35CDMG|5BPWR|7BEXP|8LWND|9RCR
77	22226 43121	   	184.03	DCR|4VULN|2AART|2CDMG	1457VULN|2aAART|35CDMG|5BPWR|6FEWX|8LWND|9RCR
78	22252 12121	   	184.03	DCR|4VULN|2AART|2CDMG	1478VULN|2aAART|34CDMG|4BPWR|5LWND|6BEXP|9RCR
79	22252 42121	   	184.03	DCR|4VULN|2AART|2CDMG	1478VULN|2aAART|34CDMG|4BPWR|5LWND|6FEWX|9RCR
80	22331 43324	   	183.93	DCR|4VULN|1AART|1DMG|1CDMG	1456VULN|2AART|35CGEN|5BPWR|7BELT|8DMG|9CDMG|aRCR
81	22226 12621	   	183.93	DCR|4VULN|2AART|2CDMG	1456VULN|2aAART|35CDMG|5BPWR|7BEXP|8DUST|9RCR
82	22226 16121	   	183.93	DCR|4VULN|2AART|2CDMG	1456VULN|2aAART|35CDMG|5BPWR|7DUST|8LWND|9RCR
83	22226 33621	   	183.93	DCR|4VULN|2AART|2CDMG	1457VULN|2aAART|35CDMG|5BPWR|6LHND|8DUST|9RCR
84	22226 43621	   	183.93	DCR|4VULN|2AART|2CDMG	1457VULN|2aAART|35CDMG|5BPWR|6FEWX|8DUST|9RCR
85	22226 53121	   	183.93	DCR|4VULN|2AART|2CDMG	1457VULN|2aAART|35CDMG|5BPWR|6DUST|8LWND|9RCR
86	25633 32411	 * 	183.82	DCR|2AART|2VULN|2DMG|2ZMB	14VULN|26ZMB|38AART|56DMG|6BPWR|7BELT|9RMIN|aRCR
87	32335 32422	 * 	183.80	ACR|2VULN|2AART|1DMG|2ASPD|1ZMB|1SELL	1SELL|29ASPD|3RCR|47VULN|5ZMB|6aAART|8DMG
88	22223 26226	   	183.78	DCR|3VULN|2AART|1DMG|1CDMG	148VULN|27AART|3CDMG|58MLV|68CGEN|8BPWR|9RCR|aDMG
89	22226 12126	   	183.58	DCR|4VULN|1AART|2CDMG|1ZMB	1456VULN|2AART|35CDMG|5BPWR|7BEXP|8LWND|9RCR|aZMB
90	22226 21426	   	183.58	DCR|4VULN|1AART|2CDMG|1ZMB	1457VULN|2AART|35CDMG|5BPWR|6DMSP|8LWND|9RCR|aZMB
91	22226 43126	   	183.58	DCR|4VULN|1AART|2CDMG|1ZMB	1457VULN|2AART|35CDMG|5BPWR|6FEWX|8LWND|9RCR|aZMB
92	22251 11426	   	183.58	DCR|4VULN|1AART|2CDMG|1ZMB	1467VULN|2AART|34CDMG|4BPWR|5RCVC|8LWND|9RCR|aZMB
93	22252 12126	   	183.58	DCR|4VULN|1AART|2CDMG|1ZMB	1478VULN|2AART|34CDMG|4BPWR|5LWND|6BEXP|9RCR|aZMB
94	22252 42126	   	183.58	DCR|4VULN|1AART|2CDMG|1ZMB	1478VULN|2AART|34CDMG|4BPWR|5LWND|6FEWX|9RCR|aZMB
95	22212 54121	   	183.58	DCR|3VULN|2AART|1DMG|1CDMG	168VULN|2aAART|3CDMG|4TLV|56FEWX|6BPWR|7DMG|9RCR
96	22215 54121	   	183.58	DCR|3VULN|2AART|1DMG|1CDMG	168VULN|2aAART|3CDMG|4TLV|56BEXP|6BPWR|7DMG|9RCR
97	22223 14121	   	183.58	DCR|3VULN|2AART|1DMG|1CDMG	148VULN|2aAART|3CDMG|5MLV|6BEXP|7DMG|9RCR
98	22223 34121	   	183.58	DCR|3VULN|2AART|1DMG|1CDMG	148VULN|2aAART|3CDMG|5MLV|6FEWX|7DMG|9RCR
99	22252 36361	 * 	183.54	DCR|3VULN|3AART|2CDMG|1DUR	149VULN|27aAART|34CDMG|4BPWR|5LWND|6DUR|8RCR
100	22226 12626	   	183.48	DCR|4VULN|1AART|2CDMG|1ZMB	1456VULN|2AART|35CDMG|5BPWR|7BEXP|8DUST|9RCR|aZMB
101	22226 16126	   	183.48	DCR|4VULN|1AART|2CDMG|1ZMB	1456VULN|2AART|35CDMG|5BPWR|7DUST|8LWND|9RCR|aZMB
102	22226 21323	   	183.48	DCR|4VULN|1AART|2CDMG|1ZMB	1457VULN|2AART|35CDMG|5BPWR|6DMSP|8DUST|9RCR|aZMB
103	22226 33626	   	183.48	DCR|4VULN|1AART|2CDMG|1ZMB	1457VULN|2AART|35CDMG|5BPWR|6LHND|8DUST|9RCR|aZMB
104	22226 53126	   	183.48	DCR|4VULN|1AART|2CDMG|1ZMB	1457VULN|2AART|35CDMG|5BPWR|6DUST|8LWND|9RCR|aZMB
105	22251 11323	   	183.48	DCR|4VULN|1AART|2CDMG|1ZMB	1467VULN|2AART|34CDMG|4BPWR|5RCVC|8DUST|9RCR|aZMB
106	22221 63426	   	183.48	DCR|3VULN|2AART|1DMG|1CDMG	148VULN|2aAART|3CDMG|5RCVC|6BASHEA|7DMG|9RCR
107	63433 11116	   	183.45	ACR|2VULN|2DMG|3ZMB|2DUR	18aZMB|2RCR|38DMG|4aVULN|5LWND|6RPLT|78LIT|8aBPWR|9aDUR
108	22252 26316	   	183.33	DCR|3VULN|2AART|2CDMG|1ZMB	149VULN|27AART|34CDMG|4BPWR|5LWND|6DMSP|8RCR|aZMB
109	22631 21126	   	183.23	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	145VULN|2AART|35MLV|5BPWR|6CDMG|7DMG|8LWND|9RCR|aZMB
110	32335 32441	   	183.23	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD|1SELL	1SELL|2ASPD|3RCR|47VULN|5ZMB|6AART|89DMG|aDUST
111	63223 54222	   	183.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RCR|3DUST|4AART|5BEXP|6DMG|79VULN|8CDMG|aASPD
112	22333 13126	   	183.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	147VULN|2AART|3CGEN|5DMG|6CDMG|8LWND|9RCR|aZMB
113	22633 13126	   	183.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	147VULN|2AART|3MLV|5DMG|6CDMG|8LWND|9RCR|aZMB
114	22212 54126	   	183.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	168VULN|2AART|3CDMG|4TLV|56FEWX|6BPWR|7DMG|9RCR|aZMB
115	22213 54126	   	183.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	168VULN|2AART|3CDMG|4TLV|56LHND|6BPWR|7DMG|9RCR|aZMB
116	22222 54126	   	183.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	148VULN|2AART|3CDMG|5LWND|6MLV|7DMG|9RCR|aZMB
117	22223 14126	   	183.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	148VULN|2AART|3CDMG|5MLV|6BEXP|7DMG|9RCR|aZMB
118	22223 34126	   	183.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	148VULN|2AART|3CDMG|5MLV|6FEWX|7DMG|9RCR|aZMB
119	22223 63126	   	183.13	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	147VULN|2AART|3CDMG|5MLV|6DMG|8LWND|9RCR|aZMB
120	22226 11211	   	183.01	DCR|5VULN|1AART|2CDMG	14567VULN|2AART|35CDMG|5BPWR|8LWND|9CGEN|aRCR
121	22333 45113	   	183.01	DCR|3VULN|2DMG|1AART|1ASPD	148VULN|2AART|3CGEN|5aDMG|6BELT|7ASPD|9RCR
122	22226 11111	   	182.91	DCR|5VULN|1AART|2CDMG	14567VULN|2AART|35CDMG|5BPWR|8DUST|9CGEN|aRCR
123	22226 11221	   	182.91	DCR|5VULN|1AART|2CDMG	14567VULN|2AART|35CDMG|5BPWR|8LWND|9ERES|aRCR
124	22226 11438	   	182.91	DCR|5VULN|1AART|2CDMG	14567VULN|2AART|35CDMG|5BPWR|8MBVNT|9BELT|aRCR
125	22226 11121	   	182.81	DCR|5VULN|1AART|2CDMG	14567VULN|2AART|35CDMG|5BPWR|8DUST|9ERES|aRCR
126	25633 21432	   	182.76	DCR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	14aVULN|2ZMB|3AART|5DMG|6DUR|7LIT|8ASPD|9RCR
127	32335 32113	 * 	182.37	ACR|4VULN|1AART|1ZMB|1ASPD|1DUR|1SELL	1SELL|2ASPD|3RCR|4789VULN|5ZMB|6AART|aDUR
128	63411 22413	   	182.19	ACR|2VULN|2DMG|1AART|2ZMB	1aZMB|2RCR|3aDMG|469ERES|5RMIN|7AART|8aVULN|aBPWR
129	63411 22623	   	182.19	ACR|2VULN|2DMG|1AART|2ZMB	1aZMB|2RCR|3aDMG|468ERES|5RMIN|7AART|9aVULN|aBPWR
130	22631 25315	   	182.07	DCR|4VULN|1AART|1CDMG|1ZMB	1459VULN|2AART|35MLV|5BPWR|6CDMG|7RCR|8ZMB|aLWND
131	22631 25312	   	181.97	DCR|4VULN|1AART|1CDMG|1ZMB	1459VULN|2AART|35MLV|5BPWR|6CDMG|7RCR|8ZMB|aDUST
132	63131 11255	   	181.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2RCR|3RPLT|47VULN|5DUR|6AART|8ERES|9CDMG|aDMG
133	61211 62214	   	181.93	ACR|2DMG|2VULN|1AART|2ZMB|1DUR	1aZMB|2aDMG|3DUR|4ERES|5RCR|6aVULN|7AART|8NUKE|9LEGI|aBPWR
134	22252 33362	   	181.92	DCR|4VULN|1AART|2CDMG|1DUR	1479VULN|2AART|34CDMG|4BPWR|5LWND|6DUR|8RCR|aRMIN
135	22252 33364	   	181.92	DCR|4VULN|1AART|2CDMG|1DUR	1479VULN|2AART|34CDMG|4BPWR|5LWND|6DUR|8RCR|aLIT
136	22252 33365	   	181.92	DCR|4VULN|1AART|2CDMG|1DUR	1479VULN|2AART|34CDMG|4BPWR|5LWND|6DUR|8RCR|aRCVC
137	22252 12365	   	181.92	DCR|4VULN|1AART|2CDMG|1DUR	1479VULN|2AART|34CDMG|4BPWR|5LWND|6BEXP|8RCR|aDUR
138	22252 23313	   	181.92	DCR|4VULN|1AART|2CDMG|1DUR	1479VULN|2AART|34CDMG|4BPWR|5LWND|6DMSP|8RCR|aDUR
139	22252 63313	   	181.92	DCR|4VULN|1AART|2CDMG|1DUR	1479VULN|2AART|34CDMG|4BPWR|56LWND|8RCR|aDUR
140	22252 33363	   	181.82	DCR|4VULN|1AART|2CDMG|1DUR	1479VULN|2AART|34CDMG|4BPWR|5LWND|6DUR|8RCR|aDUST
141	63132 64151	   	181.79	ACR|2VULN|2DMG|1AART|2ZMB	19ZMB|2RCR|36RPLT|49VULN|5MBVNT|79DMG|8AART|9BPWR|aLWND
142	63132 64153	   	181.79	ACR|2VULN|2DMG|1AART|2ZMB	19ZMB|2RCR|36aRPLT|49VULN|5MBVNT|79DMG|8AART|9BPWR
