0	Index      	 *	Score 	Summary	Detail	
1	23314 61126	 * 	241.85	DCR|3VULN|2DMG|2ASPD|1AART|1DUR	14aVULN|2aDMG|3LHND|5AART|6DUR|7RMIN|8RCR|9aASPD|aBPWR
21	26314 33341	 * 	221.68	DCR|3VULN|1AART|1ASPD|1NUKE|1CDMG	148VULN|2ASPD|3LHND|5AART|6RCR|7CDMG|9NUKE|aBEXP
22	26314 33342	   	221.68	DCR|3VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	148VULN|2ASPD|3LHND|5AART|6RCR|7CDMG|9NUKE|aDUR
23	26314 33343	 * 	221.68	DCR|4VULN|1AART|1ASPD|1NUKE|1CDMG	148aVULN|2ASPD|3LHND|5AART|6RCR|7CDMG|9NUKE
24	26314 32632	 * 	221.61	DCR|3VULN|2AART|1ASPD|1DMG	147VULN|2ASPD|3LHND|5aAART|6RCR|8AME|9DMG
25	22522 51322	 * 	221.60	DCR|3VULN|3ASPD|1MDPS|1DMG|3DUR	18aVULN|28aDUR|3ERES|4MDPS|5MBVNT|6DMG|78aASPD|8aBPWR|9RCR
26	23514 33341	   	221.58	DCR|3VULN|1AART|1DMG|1NUKE|1CDMG	148VULN|2DMG|3LEGI|5AART|6RCR|7CDMG|9NUKE|aBEXP
27	23514 33342	   	221.58	DCR|3VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	148VULN|2DMG|3LEGI|5AART|6RCR|7CDMG|9NUKE|aDUR
28	23514 33343	   	221.58	DCR|4VULN|1AART|1DMG|1NUKE|1CDMG	148aVULN|2DMG|3LEGI|5AART|6RCR|7CDMG|9NUKE
29	23354 33341	 * 	221.44	DCR|2VULN|2DMG|1AART|1NUKE|1CDMG	18VULN|24DMG|3LHND|5AART|6RCR|7CDMG|9NUKE|aBEXP
30	23354 33342	   	221.44	DCR|2VULN|2DMG|1AART|1NUKE|1CDMG|1DUR	18VULN|24DMG|3LHND|5AART|6RCR|7CDMG|9NUKE|aDUR
31	23354 33343	 * 	221.44	DCR|3VULN|2DMG|1AART|1NUKE|1CDMG	18aVULN|24DMG|3LHND|5AART|6RCR|7CDMG|9NUKE
32	23314 33316	 * 	220.55	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	148VULN|2DMG|3LHND|5AART|6RCR|7CDMG|9MLV|aMDPS
33	23314 33366	   	220.55	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	148VULN|2DMG|3LHND|5AART|6RCR|7CDMG|9CGEN|aMDPS
34	26314 33316	 * 	220.55	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	148VULN|2ASPD|3LHND|5AART|6RCR|7CDMG|9MLV|aMDPS
35	23514 33316	   	220.45	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	148VULN|2DMG|3LEGI|5AART|6RCR|7CDMG|9MLV|aMDPS
36	23354 33316	 * 	220.30	DCR|2VULN|2DMG|1MDPS|1AART|1CDMG	18VULN|24DMG|3LHND|5AART|6RCR|7CDMG|9MLV|aMDPS
37	23514 31226	   	219.65	DCR|3VULN|2ASPD|1AART|1DMG	14aVULN|2DMG|3LEGI|5AART|6RCR|7RMIN|8aDUST|9aASPD|aBPWR
38	23354 32334	   	219.31	DCR|3VULN|2DMG|1AART|1CDMG	17aVULN|24DMG|3LHND|5AART|6RCR|8RPLT|9CDMG
39	23354 33313	   	219.31	DCR|3VULN|2DMG|1AART|1CDMG	18aVULN|24DMG|3LHND|5AART|6RCR|7CDMG|9MLV
40	23354 33324	   	219.31	DCR|3VULN|2DMG|1AART|1CDMG	18aVULN|24DMG|3LHND|5AART|6RCR|7CDMG|9RPLT
41	23354 33363	   	219.31	DCR|3VULN|2DMG|1AART|1CDMG	18aVULN|24DMG|3LHND|5AART|6RCR|7CDMG|9CGEN
42	23314 33223	   	219.21	DCR|3VULN|2DMG|1AART|1CDMG	14aVULN|29DMG|3LHND|5AART|6RCR|7CDMG|8DUST
43	23354 33253	   	219.21	DCR|3VULN|2DMG|1AART|1CDMG	19aVULN|24DMG|3LHND|5AART|6RCR|7CDMG|8DUST
44	23554 33313	   	219.21	DCR|3VULN|2DMG|1AART|1CDMG	18aVULN|24DMG|3LEGI|5AART|6RCR|7CDMG|9MLV
45	22335 33451	   	219.19	DCR|2VULN|2ASPD|1AART|2CDMG|2DUR	19VULN|23DUR|4AART|59ASPD|6RCR|79CDMG|8DLOT|9BPWR|aBELT
46	23514 33223	   	219.11	DCR|3VULN|2DMG|1AART|1CDMG	14aVULN|29DMG|3LEGI|5AART|6RCR|7CDMG|8DUST
47	22335 33453	   	219.09	DCR|2VULN|2ASPD|1AART|2CDMG|2DUR	19VULN|23DUR|4AART|59ASPD|6RCR|79CDMG|8DLOT|9BPWR|aLEGI
48	23354 32323	 * 	218.91	DCR|4VULN|2DMG|1AART	179aVULN|24DMG|3LHND|5AART|6RCR|8RPLT
49	23354 32631	 * 	218.71	DCR|3VULN|3DMG|1AART	17aVULN|249DMG|3LHND|5AART|6RCR|8AME
50	23516 11343	   	218.00	DCR|3VULN|2DMG|2ASPD|1ZMB	147VULN|27DMG|3LEGI|57ASPD|6DMSP|7BPWR|8ZMB|9RCR|aBEXP
51	23516 11341	   	217.90	DCR|3VULN|2DMG|2ASPD|1ZMB|1MSE	147VULN|27DMG|3LEGI|57ASPD|6DMSP|7BPWR|8ZMB|9RCR|aMSE
52	23516 11342	   	217.90	DCR|3VULN|2DMG|2ASPD|1ZMB	147VULN|27DMG|3LEGI|57ASPD|6DMSP|7BPWR|8ZMB|9RCR|aBASFIG
53	22132 11322	 * 	217.89	DCR|3VULN|3ASPD|1MDPS|3DUR|1CDMG	18aVULN|28aDUR|3CDMG|4MDPS|5RPLT|6ERES|78aASPD|8aBPWR|9RCR
54	22132 31322	   	217.89	DCR|3VULN|3ASPD|1MDPS|3DUR|1CDMG	18aVULN|28aDUR|3CDMG|4MDPS|5RPLT|6TLV|78aASPD|8aBPWR|9RCR
55	23316 33324	 * 	217.84	DCR|2VULN|2AART|1ASPD|1DMG|1NUKE	14VULN|2DMG|3LHND|5ASPD|6LIT|78AART|9RCR|aNUKE
56	23516 33324	   	217.74	DCR|2VULN|2AART|1ASPD|1DMG|1NUKE	14VULN|2DMG|3LEGI|5ASPD|6LIT|78AART|9RCR|aNUKE
57	22161 46331	 * 	217.59	DCR|1SPLARM|1VULN|1AART|1DMG|3DUR|1CDMG|1ZMB	1VULN|267DUR|3CDMG|4SPLARM|5AART|8RCR|9ZMB|aDMG
58	23314 32334	   	217.57	DCR|4VULN|1AART|1DMG|1CDMG	147aVULN|2DMG|3LHND|5AART|6RCR|8RPLT|9CDMG
59	23314 33313	   	217.57	DCR|4VULN|1AART|1DMG|1CDMG	148aVULN|2DMG|3LHND|5AART|6RCR|7CDMG|9MLV
60	23314 33324	   	217.57	DCR|4VULN|1AART|1DMG|1CDMG	148aVULN|2DMG|3LHND|5AART|6RCR|7CDMG|9RPLT
61	23314 33356	   	217.57	DCR|4VULN|1AART|1DMG|1CDMG	148aVULN|2DMG|3LHND|5AART|6RCR|7CDMG|9AELBLL
62	23314 33363	   	217.57	DCR|4VULN|1AART|1DMG|1CDMG	148aVULN|2DMG|3LHND|5AART|6RCR|7CDMG|9CGEN
63	26314 32334	   	217.57	DCR|4VULN|1AART|1ASPD|1CDMG	147aVULN|2ASPD|3LHND|5AART|6RCR|8RPLT|9CDMG
64	26314 33313	   	217.57	DCR|4VULN|1AART|1ASPD|1CDMG	148aVULN|2ASPD|3LHND|5AART|6RCR|7CDMG|9MLV
65	26314 33324	   	217.57	DCR|4VULN|1AART|1ASPD|1CDMG	148aVULN|2ASPD|3LHND|5AART|6RCR|7CDMG|9RPLT
66	26314 33363	   	217.57	DCR|4VULN|1AART|1ASPD|1CDMG	148aVULN|2ASPD|3LHND|5AART|6RCR|7CDMG|9CGEN
67	23314 33253	   	217.47	DCR|4VULN|1AART|1DMG|1CDMG	149aVULN|2DMG|3LHND|5AART|6RCR|7CDMG|8DUST
68	23514 33313	   	217.47	DCR|4VULN|1AART|1DMG|1CDMG	148aVULN|2DMG|3LEGI|5AART|6RCR|7CDMG|9MLV
69	23514 33324	   	217.47	DCR|4VULN|1AART|1DMG|1CDMG	148aVULN|2DMG|3LEGI|5AART|6RCR|7CDMG|9RPLT
70	23514 33363	   	217.47	DCR|4VULN|1AART|1DMG|1CDMG	148aVULN|2DMG|3LEGI|5AART|6RCR|7CDMG|9CGEN
71	26314 33253	   	217.47	DCR|4VULN|1AART|1ASPD|1CDMG	149aVULN|2ASPD|3LHND|5AART|6RCR|7CDMG|8DUST
72	26514 33313	   	217.47	DCR|4VULN|1AART|1ASPD|1CDMG	148aVULN|2ASPD|3LEGI|5AART|6RCR|7CDMG|9MLV
73	22335 33226	   	217.40	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1aVULN|23DUR|4AART|5ASPD|6RCR|7CDMG|8DUST|9DMG
74	22335 33341	   	217.40	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|2DUR	18VULN|23DUR|4AART|5ASPD|6RCR|7CDMG|9NUKE|aBEXP
75	22335 33342	 * 	217.40	DCR|2VULN|1AART|1ASPD|1NUKE|3DUR|1CDMG	18VULN|23aDUR|4AART|5ASPD|6RCR|7CDMG|9NUKE
76	22335 33343	 * 	217.40	DCR|2VULN|1AART|2CDMG|1ASPD|1NUKE|2DUR	18VULN|23DUR|4AART|5ASPD|6RCR|7aCDMG|9NUKE
77	22335 33344	   	217.40	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|2DUR	18VULN|23DUR|4AART|5ASPD|6RCR|7CDMG|9NUKE|aMBVNT
78	22335 33345	   	217.40	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|2DUR	18VULN|23DUR|4AART|5ASPD|6RCR|7CDMG|9NUKE|aBELT
79	22335 33346	   	217.40	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|2DUR|1ZMB	18VULN|23DUR|4AART|5ASPD|6RCR|7CDMG|9NUKE|aZMB
80	23514 33253	   	217.37	DCR|4VULN|1AART|1DMG|1CDMG	149aVULN|2DMG|3LEGI|5AART|6RCR|7CDMG|8DUST
81	22161 51123	   	217.34	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5AART|6LHND|7RMIN|8RCR|aASPD
82	22161 53123	   	217.34	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5AART|6LHND|7CGEN|8RCR|aASPD
83	22162 31623	   	217.34	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5DMG|6AART|7FEWX|8RCR|aRPLT
84	22162 31625	   	217.34	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5DMG|6AART|7FEWX|8RCR|aMLV
85	22162 31626	   	217.34	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5DMG|6AART|7FEWX|8RCR|aLHND
86	22162 31643	   	217.34	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2DUR|3CDMG|4SPLARM|5DMG|6AART|7FEWX|8RCR|9MLV
87	22162 32622	   	217.34	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5DMG|6AART|7LHND|8RCR|aDMSP
88	22162 32625	   	217.34	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5DMG|6AART|7LHND|8RCR|aMLV
89	22162 32626	   	217.34	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5DMG|6AART|7aLHND|8RCR
90	22162 33622	   	217.34	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5DMG|6AART|7LWND|8RCR|aDMSP
91	22162 33625	   	217.34	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5DMG|6AART|7LWND|8RCR|aMLV
92	22162 33626	   	217.34	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5DMG|6AART|7LWND|8RCR|aLHND
93	22161 32123	   	217.24	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5AART|6TLV|7LHND|8RCR|aASPD
94	22161 33123	   	217.24	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5AART|6TLV|7LWND|8RCR|aASPD
95	22161 52123	   	217.24	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5AART|6LHND|7ERES|8RCR|aASPD
96	22161 54123	   	217.24	DCR|1SPLARM|2VULN|1AART|1ASPD|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5AART|6LHND|7TLV|8RCR|aASPD
97	22162 31622	   	217.24	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5DMG|6AART|7FEWX|8RCR|aLEGI
98	22162 31624	   	217.24	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5DMG|6AART|7FEWX|8RCR|aDUST
99	22162 32624	   	217.24	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5DMG|6AART|7LHND|8RCR|aDUST
100	22162 33624	   	217.24	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2DUR|3CDMG|4SPLARM|5DMG|6AART|7LWND|8RCR|aDUST
101	23354 33223	 * 	217.03	DCR|3DMG|2VULN|1AART|1CDMG	1aVULN|249DMG|3LHND|5AART|6RCR|7CDMG|8DUST
102	23554 33223	   	216.93	DCR|3DMG|2VULN|1AART|1CDMG	1aVULN|249DMG|3LEGI|5AART|6RCR|7CDMG|8DUST
103	23314 34161	 * 	216.76	DCR|2VULN|1MDPS|1AART|1DMG|1NUKE|1CDMG|1ZMB	14VULN|2DMG|3LHND|5AART|6RCR|7ZMB|8MDPS|9CDMG|aNUKE
104	23354 33221	 * 	216.71	DCR|3DMG|1AART|1VULN|1ASPD|1CDMG	1VULN|249DMG|3LHND|5AART|6RCR|7CDMG|8DUST|aASPD
105	23554 33221	   	216.61	DCR|3DMG|1AART|1VULN|1ASPD|1CDMG	1VULN|249DMG|3LEGI|5AART|6RCR|7CDMG|8DUST|aASPD
106	22335 33316	   	216.26	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|2DUR	18VULN|23DUR|4AART|5ASPD|6RCR|7CDMG|9MLV|aMDPS
107	22335 33366	   	216.26	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|2DUR	18VULN|23DUR|4AART|5ASPD|6RCR|7CDMG|9CGEN|aMDPS
108	23314 33452	 * 	216.02	DCR|3VULN|1AART|2CDMG|1DMG|1AAC	149VULN|2DMG|39LHND|5AART|6RCR|79CDMG|8DLOT|9BPWR|aAAC
109	23314 34523	   	215.87	DCR|3VULN|1AART|1ASPD|1DMG|1ZMB	14aVULN|2DMG|3LHND|5AART|6RCR|7ZMB|8BEXP|9ASPD
110	23314 34223	   	215.77	DCR|3VULN|1AART|1ASPD|1DMG|1ZMB	14aVULN|2DMG|3LHND|5AART|6RCR|7ZMB|8DUST|9ASPD
111	23514 34223	   	215.67	DCR|3VULN|1AART|1ASPD|1DMG|1ZMB	14aVULN|2DMG|3LEGI|5AART|6RCR|7ZMB|8DUST|9ASPD
112	23316 33321	   	215.61	DCR|3VULN|2AART|1ASPD|1DMG	14aVULN|2DMG|3LHND|5ASPD|6LIT|78AART|9RCR
113	23314 32323	 * 	215.58	DCR|5VULN|1AART|1DMG	1479aVULN|2DMG|3LHND|5AART|6RCR|8RPLT
114	26314 32323	 * 	215.58	DCR|5VULN|1AART|1ASPD	1479aVULN|2ASPD|3LHND|5AART|6RCR|8RPLT
115	23354 34223	   	215.52	DCR|2VULN|2DMG|1AART|1ASPD|1ZMB	1aVULN|24DMG|3LHND|5AART|6RCR|7ZMB|8DUST|9ASPD
116	23516 33321	   	215.51	DCR|3VULN|2AART|1ASPD|1DMG	14aVULN|2DMG|3LEGI|5ASPD|6LIT|78AART|9RCR
117	23316 33326	 * 	215.36	DCR|2VULN|2AART|2DMG|1ASPD	14VULN|2aDMG|3LHND|5ASPD|6LIT|78AART|9RCR
118	23356 33321	   	215.36	DCR|2VULN|2AART|2DMG|1ASPD	1aVULN|24DMG|3LHND|5ASPD|6LIT|78AART|9RCR
119	22335 33324	   	215.27	DCR|3VULN|1AART|1ASPD|1CDMG|2DUR	18aVULN|23DUR|4AART|5ASPD|6RCR|7CDMG|9RPLT
120	22335 33356	   	215.27	DCR|3VULN|1AART|1ASPD|1CDMG|2DUR	18aVULN|23DUR|4AART|5ASPD|6RCR|7CDMG|9AELBLL
121	23314 33543	   	215.27	DCR|3VULN|1AART|1DMG|1CDMG|2ZMB	14aVULN|2DMG|3LHND|5AART|6RCR|7CDMG|89ZMB
122	23516 33326	   	215.26	DCR|2VULN|2AART|2DMG|1ASPD	14VULN|2aDMG|3LEGI|5ASPD|6LIT|78AART|9RCR
123	23556 33321	   	215.26	DCR|2VULN|2AART|2DMG|1ASPD	1aVULN|24DMG|3LEGI|5ASPD|6LIT|78AART|9RCR
124	22335 33253	   	215.17	DCR|3VULN|1AART|1ASPD|1CDMG|2DUR	19aVULN|23DUR|4AART|5ASPD|6RCR|7CDMG|8DUST
125	23356 33324	 * 	215.05	DCR|2AART|2DMG|1VULN|1ASPD|1NUKE	1VULN|24DMG|3LHND|5ASPD|6LIT|78AART|9RCR|aNUKE
126	22332 54126	 * 	214.49	DCR|3VULN|2ASPD|1AART|3DUR	17aVULN|23aDUR|4AART|5BEXP|6LHND|8RCR|9aASPD|aBPWR
127	26314 32631	   	213.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	147VULN|2ASPD|3LHND|5AART|6RCR|8AME|9DMG|aDUR
128	23514 32234	   	213.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	147VULN|2DMG|3LEGI|5AART|6RCR|8LHND|9DUR|aASPD
129	22162 31611	 * 	213.04	DCR|1SPLARM|2AART|1VULN|1DMG|1CDMG|1DUR	1VULN|2DUR|3CDMG|4SPLARM|5DMG|6aAART|7FEWX|8RCR|9LIT
130	22162 32611	   	213.04	DCR|1SPLARM|2AART|1VULN|1DMG|1CDMG|1DUR	1VULN|2DUR|3CDMG|4SPLARM|5DMG|6aAART|7LHND|8RCR|9LIT
131	22162 33611	   	213.04	DCR|1SPLARM|2AART|1VULN|1DMG|1CDMG|1DUR	1VULN|2DUR|3CDMG|4SPLARM|5DMG|6aAART|7LWND|8RCR|9LIT
132	22332 52126	 * 	212.74	DCR|2VULN|2AART|2ASPD|3DUR	1aVULN|23aDUR|47AART|5BEXP|6LHND|8RCR|9aASPD|aBPWR
133	23314 34224	   	212.15	DCR|2VULN|2ASPD|1AART|1DMG|1ZMB	14VULN|2DMG|3LHND|5AART|6RCR|7ZMB|8DUST|9aASPD
134	23314 33351	   	212.05	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	148VULN|2DMG|3LHND|5AART|6RCR|7CDMG|9AELBLL|aZMB
135	23314 33516	   	212.05	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	14aVULN|2DMG|3LHND|5AART|6RCR|7CDMG|8ZMB|9FEWX
136	23314 33523	   	212.05	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	14aVULN|2DMG|39LHND|5AART|6RCR|7CDMG|8ZMB
137	23314 33533	   	212.05	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	14aVULN|2DMG|3LHND|5AART|6RCR|7CDMG|8ZMB|9CGEN
138	26314 33351	   	212.05	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	148VULN|2ASPD|3LHND|5AART|6RCR|7CDMG|9AELBLL|aZMB
139	26314 33523	   	212.05	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	14aVULN|2ASPD|39LHND|5AART|6RCR|7CDMG|8ZMB
140	26314 33533	   	212.05	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	14aVULN|2ASPD|3LHND|5AART|6RCR|7CDMG|8ZMB|9CGEN
141	23314 33143	   	211.95	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	14aVULN|2DMG|3LHND|5AART|6RCR|7CDMG|8ERES|9ZMB
142	23514 33351	   	211.95	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	148VULN|2DMG|3LEGI|5AART|6RCR|7CDMG|9AELBLL|aZMB
143	23514 33523	   	211.95	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	14aVULN|2DMG|3LEGI|5AART|6RCR|7CDMG|8ZMB|9LHND
144	26314 33143	   	211.95	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB	14aVULN|2ASPD|3LHND|5AART|6RCR|7CDMG|8ERES|9ZMB
145	23514 33143	   	211.85	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	14aVULN|2DMG|3LEGI|5AART|6RCR|7CDMG|8ERES|9ZMB
146	23514 33533	   	211.85	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	14aVULN|2DMG|3LEGI|5AART|6RCR|7CDMG|8ZMB|9ERES
