0	Index      	 *	Score 	Summary	Detail	
1	14245 32333	 * 	227.32	DCR|1SPLARM|2VULN|2DMG|1ASPD|1CDMG|1DUR	14VULN|24DMG|3RMIN|4BPWR|5CDMG|6LIT|7DUR|8SPLARM|9ASPD|aRCR
30	14524 31313	   	209.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1aVULN|23DMG|4AART|5CGEN|6ZMB|7RCR|8CDMG|9AELBLL
31	24523 31316	   	209.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1BEXP|23DMG|4AART|5MLV|6ZMB|7RCR|8CDMG|9aVULN
32	24522 31316	   	209.71	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1BEXP|23DMG|4AART|5ERES|6ZMB|7RCR|8CDMG|9aVULN
33	14265 32333	   	209.63	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG|1DUR	14VULN|2DMG|3RMIN|5CDMG|6LIT|7DUR|8SPLARM|9ASPD|aRCR
34	14322 11424	   	209.29	DCR|3VULN|2DMG|1AART|1ZMB	13aVULN|27DMG|4AART|5ERES|6LHND|8RCR|9ZMB
35	24313 12424	   	209.29	DCR|3VULN|2DMG|1AART|1ZMB	1BEXP|26DMG|37aVULN|4AART|5ERES|8RCR|9ZMB
36	14324 31316	 * 	208.30	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	13VULN|2DMG|4aAART|5CGEN|6ZMB|7RCR|8CDMG|9AELBLL
37	14324 31321	   	208.30	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	13VULN|2DMG|4aAART|5CGEN|6ZMB|7RCR|8CDMG|9MLV
38	14326 12412	 * 	208.26	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	13VULN|2DMG|4AART|5LIT|6RCVC|7DUR|8RCR|9CDMG|aNUKE
39	14322 31316	   	208.20	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	13VULN|2DMG|4aAART|5ERES|6ZMB|7RCR|8CDMG|9AELBLL
40	14322 31321	   	208.20	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	13VULN|2DMG|4aAART|5ERES|6ZMB|7RCR|8CDMG|9MLV
41	14322 31346	   	208.20	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	13VULN|2DMG|4aAART|5ERES|6ZMB|7RCR|8CDMG|9RCVC
42	14324 31336	   	208.20	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	13VULN|2DMG|4aAART|5CGEN|6ZMB|7RCR|8CDMG|9DUST
43	14322 31336	   	208.10	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	13VULN|2DMG|4aAART|5ERES|6ZMB|7RCR|8CDMG|9DUST
44	14325 26213	   	207.98	DCR|2VULN|2AART|1ASPD|1DMG|1DUR	13VULN|2DMG|49AART|5DUR|6LWND|7DUST|8RCR|aASPD
45	14322 12424	   	207.55	DCR|4VULN|1AART|1DMG|1ZMB	137aVULN|2DMG|4AART|5ERES|6LHND|8RCR|9ZMB
46	14111 63612	   	207.38	DCR|2VULN|2DMG|2ASPD|2ZMB	18VULN|2aDMG|3MLV|4LHND|5aASPD|6ERES|7RCR|9aZMB|aBPWR
47	14322 11451	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	139VULN|27DMG|4AART|5ERES|6LHND|8RCR|aDUR
48	24313 12451	   	207.26	DCR|3VULN|2DMG|1AART|1DUR	1BEXP|26DMG|379VULN|4AART|5ERES|8RCR|aDUR
49	14513 32241	 * 	207.19	DCR|4VULN|2DMG|1ASPD	1579VULN|23DMG|4FEWX|6ASPD|8RCVC|aRCR
50	14241 12236	   	205.60	DCR|3DMG|2VULN|1ASPD|1ZMB	14VULN|249DMG|3RMIN|4BPWR|5SPLJET|6ASPD|7RCR|8FEWX|aZMB
51	14241 12336	   	205.60	DCR|3DMG|2VULN|1ASPD|1ZMB	14VULN|249DMG|3RMIN|4BPWR|5SPLJET|6ASPD|7RCR|8BEXP|aZMB
52	14513 32141	 * 	205.56	DCR|3VULN|2DMG|2ASPD	157VULN|23DMG|4FEWX|69ASPD|8LHND|aRCR
53	14322 12451	   	205.52	DCR|4VULN|1AART|1DMG|1DUR	1379VULN|2DMG|4AART|5ERES|6LHND|8RCR|aDUR
54	14524 31321	 * 	205.50	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1VULN|23DMG|4aAART|5CGEN|6ZMB|7RCR|8CDMG|9MLV
55	14522 31316	   	205.40	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1VULN|23DMG|4aAART|5ERES|6ZMB|7RCR|8CDMG|9AELBLL
56	14522 31321	   	205.40	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1VULN|23DMG|4aAART|5ERES|6ZMB|7RCR|8CDMG|9MLV
57	14522 31336	   	205.30	DCR|2AART|2DMG|1VULN|1CDMG|1ZMB	1VULN|23DMG|4aAART|5ERES|6ZMB|7RCR|8CDMG|9DUST
58	14321 12562	 * 	205.05	DCR|3VULN|1MDPS|1AART|2CDMG|1DMG	13aVULN|2DMG|4AART|59CDMG|6BELT|7MDPS|8RCR
59	24311 62113	 * 	204.97	DCR|2AART|1VULN|2CDMG|1ASPD|1DMG	1BEXP|2DMG|3VULN|4aAART|58CDMG|6MSLREG|7RCR|9ASPD
60	14321 22422	   	204.05	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	136VULN|2DMG|4AART|5CDMG|7LIT|8MLV|9ZMB|aRCR
61	14321 22415	   	204.03	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	136VULN|2DMG|4AART|5CDMG|7LIT|8MLV|9RCR|aDUR
62	31225 23244	 * 	203.84	DCR|3VULN|1MDPS|2DMG|1NUKE|1CDMG|1DUR	1MDPS|27LIT|3NUKE|47DMG|57aVULN|6RCR|7BPWR|8CDMG|9DUR
63	15212 65233	 * 	203.83	DCR|3VULN|1AART|1DMG|3DUR|1SELL	179VULN|2SELL|347DUR|57DUST|6RCR|7BPWR|8AART|aDMG
64	15212 65333	 * 	203.83	DCR|3VULN|1AART|1DMG|3DUR|1SELL	178VULN|2SELL|347DUR|57DUST|6RCR|7BPWR|9AART|aDMG
65	14313 32141	 * 	203.82	DCR|4VULN|2ASPD|1DMG	1357VULN|2DMG|4FEWX|69ASPD|8LHND|aRCR
66	14521 22422	   	203.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16VULN|23DMG|4AART|5CDMG|7LIT|8MLV|9ZMB|aRCR
67	14241 12234	   	203.57	DCR|3DMG|2VULN|1ASPD|1DUR	14VULN|249DMG|3RMIN|4BPWR|5SPLJET|6ASPD|7RCR|8FEWX|aDUR
68	14241 12334	   	203.57	DCR|3DMG|2VULN|1ASPD|1DUR	14VULN|249DMG|3RMIN|4BPWR|5SPLJET|6ASPD|7RCR|8BEXP|aDUR
69	14261 12125	   	203.53	DCR|3VULN|1AART|1ASPD|1DMG	14aVULN|2DMG|3RMIN|5SPLJET|6ASPD|7RCR|8LIT|9AART
70	14161 12125	   	203.43	DCR|3VULN|1AART|1ASPD|1DMG	14aVULN|2DMG|3MLV|5AIRARM|6ASPD|7RCR|8LIT|9AART
71	14331 12125	   	203.43	DCR|3VULN|1AART|1ASPD|1DMG	13aVULN|2DMG|4AME|5AIRARM|6ASPD|7RCR|8LIT|9AART
72	14241 12126	   	203.39	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|24DMG|3RMIN|4BPWR|5SPLJET|6ASPD|7RCR|8LIT|9AART|aFEWX
73	14141 12125	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	1aVULN|24DMG|34MLV|4BPWR|5AIRARM|6ASPD|7RCR|8LIT|9AART
74	14241 12121	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|24DMG|3RMIN|4BPWR|5SPLJET|6ASPD|7RCR|8LIT|9AART|aTLV
75	14241 12123	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|24DMG|3RMIN|4BPWR|5SPLJET|6ASPD|7RCR|8LIT|9AART|aLEGI
76	14261 12122	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2aDMG|3RMIN|5SPLJET|6ASPD|7RCR|8LIT|9AART
77	12124 52113	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	1aVULN|2CGEN|3aBASFIG|46BEXP|5ASPD|7RCR|8AART|9aDMG|aBPWR
78	12164 62113	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	1aVULN|26CGEN|3aBASFIG|4FEWX|5ASPD|7RCR|8AART|9aDMG|aBPWR
79	14161 12122	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2aDMG|3MLV|5AIRARM|6ASPD|7RCR|8LIT|9AART
80	14331 12122	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	13VULN|2aDMG|4AME|5AIRARM|6ASPD|7RCR|8LIT|9AART
81	14331 12552	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	13VULN|2aDMG|4AME|5AIRARM|6ASPD|7RCR|8CGEN|9AART
82	14346 12122	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	13VULN|2aDMG|4AIRARM|5AME|6ASPD|7RCR|8LIT|9AART
83	14531 12125	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	1aVULN|23DMG|4AME|5AIRARM|6ASPD|7RCR|8LIT|9AART
84	33415 23621	 * 	202.99	DCR|2VULN|1MDPS|2DMG|1AART|1ASPD	1MDPS|2aDMG|3aERES|46TLV|5ASPD|7RCR|8aVULN|9AART|aBPWR
85	14522 11531	 * 	202.98	DCR|3DMG|1VULN|1AART|1CDMG|1ZMB	1VULN|237DMG|4AART|5ERES|6LHND|8RCR|9CDMG|aZMB
86	24313 11541	   	202.98	DCR|3DMG|1VULN|1AART|1CDMG|1ZMB	1BEXP|267DMG|3VULN|4AART|5ERES|8RCR|9CDMG|aZMB
87	14321 52334	   	202.89	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	13VULN|2DMG|4AART|5CDMG|6SPLREG|7CGEN|8RCVC|9ASPD|aRCR
88	14111 23412	 * 	202.75	DCR|3DMG|2ASPD|1VULN|2ZMB	1VULN|28aDMG|3MLV|4LHND|5aASPD|6CGEN|7RCR|9aZMB|aBPWR
89	14111 56212	   	202.65	DCR|3DMG|2ASPD|1VULN|2ZMB	1VULN|26aDMG|3MLV|4LHND|5aASPD|7RCR|8TLV|9aZMB|aBPWR
90	14111 63412	   	202.65	DCR|3DMG|2ASPD|1VULN|2ZMB	1VULN|28aDMG|3MLV|4LHND|5aASPD|6ERES|7RCR|9aZMB|aBPWR
91	14324 31251	   	202.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	139VULN|2DMG|4AART|5CGEN|6ZMB|7RCR|8AME|aDUR
92	14322 31251	   	202.01	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	139VULN|2DMG|4AART|5ERES|6ZMB|7RCR|8AME|aDUR
93	14322 31451	   	202.01	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	139VULN|2DMG|4AART|5ERES|6ZMB|7RCR|8MLV|aDUR
94	14522 31251	   	201.77	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	19VULN|23DMG|4AART|5ERES|6ZMB|7RCR|8AME|aDUR
95	14331 12553	   	201.68	DCR|2VULN|2AART|1ASPD|1DMG	13VULN|2DMG|4AME|5AIRARM|6ASPD|7RCR|8CGEN|9aAART
96	14322 12462	   	201.43	DCR|3VULN|1AART|1ASPD|1DMG	137VULN|2DMG|4AART|5ERES|6LHND|8RCR|9ASPD|aDMSP
97	24313 22453	   	201.43	DCR|3VULN|1AART|1ASPD|1DMG	16BEXP|2DMG|379VULN|4AART|5ERES|8RCR|aASPD
98	31225 23524	 * 	201.38	DCR|2VULN|1MDPS|2DMG|1AART|1NUKE|1CDMG	1MDPS|27LIT|3NUKE|47DMG|57VULN|6RCR|7BPWR|8MBVNT|9CDMG|aAART
99	14322 12461	   	201.33	DCR|3VULN|1AART|1ASPD|1DMG	137VULN|2DMG|4AART|5ERES|6LHND|8RCR|9ASPD|aLEGI
100	14322 12463	   	201.33	DCR|3VULN|1AART|1ASPD|1DMG|1MSE	137VULN|2DMG|4AART|5ERES|6LHND|8RCR|9ASPD|aMSE
101	14243 35311	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|24DMG|3RMIN|4BPWR|5aERES|6ASPD|7BELT|8RCR|9AART
102	14322 11462	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	13VULN|27DMG|4AART|5ERES|6LHND|8RCR|9ASPD|aDMSP
103	24313 12461	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	1BEXP|26DMG|37VULN|4AART|5ERES|8RCR|9ASPD|aLHND
104	24313 12463	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	1BEXP|26DMG|37VULN|4AART|5ERES|8RCR|9ASPD|aMULARM
105	24313 21453	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	16BEXP|27DMG|39VULN|4AART|5ERES|8RCR|aASPD
106	14322 11461	   	201.09	DCR|2VULN|2DMG|1AART|1ASPD	13VULN|27DMG|4AART|5ERES|6LHND|8RCR|9ASPD|aLEGI
107	14322 11463	   	201.09	DCR|2VULN|2DMG|1AART|1ASPD|1MSE	13VULN|27DMG|4AART|5ERES|6LHND|8RCR|9ASPD|aMSE
108	24313 12462	   	201.09	DCR|2VULN|2DMG|1AART|1ASPD	1BEXP|26DMG|37VULN|4AART|5ERES|8RCR|9ASPD|aDUST
109	14525 31112	 * 	201.09	DCR|3DMG|2VULN|1AART|1NUKE|1DUR	18VULN|237DMG|4AART|5DUR|6NUKE|9LHND|aRCR
110	14525 31122	   	201.09	DCR|3DMG|2VULN|1AART|1NUKE|1DUR	18VULN|237DMG|4AART|5DUR|6NUKE|9BEXP|aRCR
111	14324 31363	   	200.53	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2DMG|4AART|5CGEN|6ZMB|7RCR|8CDMG|9LHND|aDUR
112	14322 31363	   	200.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2DMG|4AART|5ERES|6ZMB|7RCR|8CDMG|9LHND|aDUR
113	41111 53621	   	200.02	DCR|2VULN|2ASPD|1AART|1DMG	1ERES|2aFEWX|3MLV|4LHND|5aASPD|6DMG|7RCR|8aVULN|9AART|aBPWR
114	23411 21663	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|2LWND|3DMG|4AART|5CDMG|6aVULN|7FEWX|8RCR|9ASPD
115	23411 22663	   	199.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|2LWND|3DMG|4AART|5CDMG|6aVULN|7LHND|8RCR|9ASPD
116	14261 12124	   	199.92	DCR|2VULN|2ASPD|1AART|1DMG	14VULN|2DMG|3RMIN|5SPLJET|6aASPD|7RCR|8LIT|9AART
117	14263 35312	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	14VULN|2DMG|3RMIN|5ERES|6ASPD|7BELT|8RCR|9AART|aCDMG
118	14161 12124	   	199.82	DCR|2VULN|2ASPD|1AART|1DMG	14VULN|2DMG|3MLV|5AIRARM|6aASPD|7RCR|8LIT|9AART
119	14331 12124	   	199.82	DCR|2VULN|2ASPD|1AART|1DMG	13VULN|2DMG|4AME|5AIRARM|6aASPD|7RCR|8LIT|9AART
120	14263 35313	   	199.68	DCR|2VULN|2AART|1ASPD|1DMG	14VULN|2DMG|3RMIN|5ERES|6ASPD|7BELT|8RCR|9aAART
121	14324 31315	   	199.65	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	13VULN|2DMG|4AART|5CGEN|6ZMB|7RCR|8aCDMG|9AELBLL
122	14324 31322	   	199.65	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	13VULN|2DMG|4AART|5CGEN|6ZMB|7RCR|8aCDMG|9MLV
123	14322 31315	   	199.55	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	13VULN|2DMG|4AART|5ERES|6ZMB|7RCR|8aCDMG|9AELBLL
124	14322 31322	   	199.55	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	13VULN|2DMG|4AART|5ERES|6ZMB|7RCR|8aCDMG|9MLV
125	14322 31345	   	199.55	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	13VULN|2DMG|4AART|5ERES|6ZMB|7RCR|8aCDMG|9RCVC
126	14324 31335	   	199.55	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	13VULN|2DMG|4AART|5CGEN|6ZMB|7RCR|8aCDMG|9DUST
127	14322 31335	   	199.45	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	13VULN|2DMG|4AART|5ERES|6ZMB|7RCR|8aCDMG|9DUST
128	14322 31356	   	199.45	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	13VULN|2DMG|4AART|5ERES|6ZMB|7RCR|8aCDMG|9TSLARM
129	24311 62216	   	199.38	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|2aDMG|39VULN|4AART|5CDMG|6MSLREG|7RCR|8LWND
130	24311 62316	   	199.38	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|2aDMG|39VULN|4AART|5CDMG|6MSLREG|7RCR|8FEWX
131	14322 11414	   	198.96	DCR|3VULN|2DMG|1AART	13aVULN|27DMG|4AART|5ERES|6LHND|8RCR|9CGEN
132	24313 12414	   	198.96	DCR|3VULN|2DMG|1AART	1BEXP|26DMG|37aVULN|4AART|5ERES|8RCR|9CGEN
133	14322 11434	   	198.86	DCR|3VULN|2DMG|1AART	13aVULN|27DMG|4AART|5ERES|6LHND|8RCR|9TLV
134	14322 11452	   	198.86	DCR|3VULN|2DMG|1AART	139VULN|27DMG|4AART|5aERES|6LHND|8RCR
135	24313 12434	   	198.86	DCR|3VULN|2DMG|1AART	1BEXP|26DMG|37aVULN|4AART|5ERES|8RCR|9TLV
136	24313 12452	   	198.86	DCR|3VULN|2DMG|1AART	1BEXP|26DMG|379VULN|4AART|5aERES|8RCR
137	14141 12122	   	198.56	DCR|3DMG|1AART|1VULN|1ASPD	1VULN|24aDMG|34MLV|4BPWR|5AIRARM|6ASPD|7RCR|8LIT|9AART
138	14531 12122	   	198.46	DCR|3DMG|1VULN|1AART|1ASPD	1VULN|23aDMG|4AME|5AIRARM|6ASPD|7RCR|8LIT|9AART
139	14241 16113	   	198.17	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	14VULN|24DMG|3RMIN|4BPWR|5SPLJET|6ASPD|7DUR|8LIT|9CDMG|aRCR
140	14522 31363	   	197.63	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB|1DUR	1VULN|23DMG|4AART|5ERES|6ZMB|7RCR|8CDMG|9LHND|aDUR
141	14321 12512	   	197.62	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	13aVULN|2DMG|4AART|5CDMG|69BELT|7MDPS|8RCR
142	14321 12563	   	197.55	DCR|2VULN|1MDPS|1AART|2CDMG|1DMG|1ZMB	13VULN|2DMG|4AART|59CDMG|6BELT|7MDPS|8RCR|aZMB
143	24311 62613	   	197.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	18BEXP|2DMG|3VULN|4aAART|5CDMG|6MSLREG|7RCR|9ASPD
144	14322 12413	 * 	197.45	DCR|3VULN|2AART|1DMG	137VULN|2DMG|4aAART|5ERES|6LHND|8RCR|9CGEN
145	14335 35233	   	197.38	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|2aDMG|4AME|5CDMG|6LIT|7BASFIG|8RCR|9AART
146	14521 12512	   	197.38	DCR|2VULN|2DMG|1MDPS|1AART|1CDMG	1aVULN|23DMG|4AART|5CDMG|69BELT|7MDPS|8RCR
147	14322 12433	   	197.35	DCR|3VULN|2AART|1DMG	137VULN|2DMG|4aAART|5ERES|6LHND|8RCR|9TLV
148	14261 12236	   	197.34	DCR|3VULN|2DMG|1ASPD	14aVULN|29DMG|3RMIN|5SPLJET|6ASPD|7RCR|8FEWX
149	14261 12336	   	197.34	DCR|3VULN|2DMG|1ASPD	14aVULN|29DMG|3RMIN|5SPLJET|6ASPD|7RCR|8BEXP
150	14261 12633	   	197.34	DCR|3VULN|2DMG|1ASPD	14aVULN|29DMG|3RMIN|5SPLJET|6ASPD|7RCR|8LHND
