0	Index      	 *	Score 	Summary	Detail	
1	62311 33616	 * 	227.34	DCR|4VULN|2DMG|1ASPD|1CDMG	1DUST|2CDMG|359aVULN|47DMG|6ASPD|8RCR
16	33313 24145	   	215.90	DCR|2VULN|2AART|2CDMG|1DMG|1DUR	17VULN|2LIT|37BEXP|47CDMG|58AART|6RCR|7BPWR|9DUR|aDMG
17	31125 24213	 * 	215.68	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	125VULN|2BPWR|3CGEN|4CDMG|6DMG|7MBVNT|8ASPD|9RCR|aAART
18	31325 26213	 * 	215.68	DCR|3VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	125VULN|2BPWR|3NUKE|4CDMG|6DMG|7BEXP|8ASPD|9RCR|aAART
19	31525 24213	   	215.58	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	125VULN|2BPWR|3ERES|4CDMG|6DMG|7MBVNT|8ASPD|9RCR|aAART
20	31211 32113	 * 	215.38	DCR|4VULN|1AART|1ASPD|1DMG	1258VULN|2BPWR|3RPLT|4DMG|6ASPD|7CGEN|9RCR|aAART
21	31211 34113	   	215.28	DCR|4VULN|1AART|1ASPD|1DMG	1258VULN|2BPWR|3RPLT|4DMG|6ASPD|7TLV|9RCR|aAART
22	31211 35113	   	215.28	DCR|4VULN|1AART|1ASPD|1DMG	1258VULN|2BPWR|3RPLT|4DMG|6ASPD|7ERES|9RCR|aAART
23	31662 31316	 * 	214.71	DCR|3VULN|2DMG|2CDMG|2DUR	12aVULN|2aBPWR|3BELT|4aCDMG|56DUR|7RCR|8CGEN|9aDMG
24	34162 31316	   	214.71	DCR|3VULN|2DMG|2CDMG|2DUR	13aVULN|2BELT|4aCDMG|56DUR|7RCR|8CGEN|9aDMG|aBPWR
25	62331 33616	   	214.38	DCR|3VULN|2DMG|1ASPD|1CDMG	1DUST|2CDMG|39aVULN|4RCVC|5ASPD|67DMG|8RCR
26	31211 12113	 * 	212.91	DCR|4VULN|2DMG|1AART	1258VULN|2BPWR|3RPLT|47DMG|6LWND|9RCR|aAART
27	31211 42113	   	212.91	DCR|4VULN|2DMG|1AART	1258VULN|2BPWR|3RPLT|47DMG|6FEWX|9RCR|aAART
28	31212 12113	   	212.91	DCR|4VULN|2DMG|1AART	1268VULN|2BPWR|3RPLT|47DMG|5LHND|9RCR|aAART
29	31213 12113	   	212.91	DCR|4VULN|2DMG|1AART	1268VULN|2BPWR|3RPLT|47DMG|5BEXP|9RCR|aAART
30	62331 33613	   	212.20	DCR|3DMG|2VULN|1ASPD|1CDMG	1DUST|2CDMG|39VULN|4RCVC|5ASPD|67aDMG|8RCR
31	62334 33613	   	212.20	DCR|3DMG|2VULN|1ASPD|1CDMG	1DUST|2CDMG|39VULN|4RCVC|57aDMG|6ASPD|8RCR
32	33113 24126	   	212.17	DCR|2VULN|2AART|2CDMG|2DUR|1ZMB	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9RCVC|aZMB
33	52134 32116	   	212.07	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1ASPD|2AART|3LHND|4DUR|5CGEN|6DMG|79VULN|8RCR|aNUKE
34	53314 32116	   	211.97	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1ASPD|2DUR|3LWND|4ERES|5AART|6DMG|79VULN|8RCR|aNUKE
35	33324 25114	   	211.70	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	19VULN|2LIT|39BEXP|4CANSTR|5DUR|69DMG|7RCR|8AART|9BPWR|aASPD
36	62311 33611	   	211.49	DCR|3VULN|2DMG|1ASPD|1CDMG	1DUST|2CDMG|359VULN|47DMG|6ASPD|8RCR|aFEWX
37	62311 33612	   	211.49	DCR|3VULN|2DMG|1ASPD|1CDMG	1DUST|2CDMG|359VULN|47DMG|6ASPD|8RCR|aBEXP
38	62311 31613	   	211.39	DCR|3VULN|2DMG|1ASPD|1CDMG	17DUST|2CDMG|359VULN|4aDMG|6ASPD|8RCR
39	62311 33623	   	211.25	DCR|3VULN|2DMG|1ASPD|1CDMG|1SELL	1DUST|2CDMG|35aVULN|47DMG|6ASPD|8RCR|9SELL
40	31244 22523	   	211.07	DCR|4VULN|1AART|1DMG|2DUR	1269VULN|29BPWR|3RPLT|4AART|59AELBLL|79DUR|8RCR|aDMG
41	63311 33616	   	210.85	DCR|4VULN|2DMG|1ASPD|1SELL	1DUST|2SELL|359aVULN|47DMG|6ASPD|8RCR
42	63311 33613	   	210.65	DCR|3VULN|3DMG|1ASPD|1SELL	1DUST|2SELL|359VULN|47aDMG|6ASPD|8RCR
43	33113 24111	   	210.34	DCR|2VULN|2AART|1MDPS|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9MDPS|aDMSP
44	33113 24112	   	210.34	DCR|2VULN|2AART|1MDPS|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9MDPS|aRMIN
45	33113 24113	   	210.34	DCR|2VULN|2AART|1MDPS|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9MDPS|aTLV
46	33113 24114	   	210.34	DCR|2VULN|2AART|1MDPS|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9MDPS|aLHND
47	33113 24115	 * 	210.34	DCR|3AART|2VULN|1MDPS|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58aAART|6RCR|7BPWR|9MDPS
48	33113 24144	   	210.30	DCR|2VULN|2AART|2CDMG|3DUR	17VULN|2LIT|379DUR|47CDMG|58AART|6RCR|7BPWR|aRMIN
49	62311 31616	   	209.65	DCR|4VULN|1ASPD|1DMG|1CDMG	17DUST|2CDMG|359aVULN|4DMG|6ASPD|8RCR
50	31125 24212	   	209.49	DCR|3VULN|2DMG|1ASPD|1CDMG	125VULN|2BPWR|3CGEN|4CDMG|6aDMG|7MBVNT|8ASPD|9RCR
51	31325 26212	 * 	209.49	DCR|3VULN|2DMG|1ASPD|1NUKE|1CDMG	125VULN|2BPWR|3NUKE|4CDMG|6aDMG|7BEXP|8ASPD|9RCR
52	31525 24212	   	209.39	DCR|3VULN|2DMG|1ASPD|1CDMG	125VULN|2BPWR|3ERES|4CDMG|6aDMG|7MBVNT|8ASPD|9RCR
53	52135 11116	   	209.28	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ASPD|2AART|3LHND|4DUR|5RMIN|69VULN|7ZMB|8RCR|aDMG
54	62361 33613	   	209.21	DCR|3DMG|2VULN|1ASPD|1CDMG	14DUST|2CDMG|39VULN|5ASPD|67aDMG|8RCR
55	31211 32112	   	209.19	DCR|4VULN|2DMG|1ASPD	1258VULN|2BPWR|3RPLT|4aDMG|6ASPD|7CGEN|9RCR
56	52521 23111	 * 	209.14	DCR|4VULN|2ASPD|1AART	14ASPD|2AART|3689VULN|5CGEN|7RCVC|aRCR
57	31211 34112	   	209.09	DCR|4VULN|2DMG|1ASPD	1258VULN|2BPWR|3RPLT|4aDMG|6ASPD|7TLV|9RCR
58	31211 35112	   	209.09	DCR|4VULN|2DMG|1ASPD	1258VULN|2BPWR|3RPLT|4aDMG|6ASPD|7ERES|9RCR
59	31662 31231	 * 	209.06	DCR|4VULN|1AART|1CDMG|2DUR	1289VULN|2BPWR|3BELT|4CDMG|56DUR|7RCR|aAART
60	34162 31231	   	209.06	DCR|4VULN|1AART|1CDMG|2DUR	1389VULN|2BELT|4CDMG|56DUR|7RCR|aAART
61	31211 32512	   	209.00	DCR|3VULN|3DMG|1ASPD	125VULN|2BPWR|3RPLT|48aDMG|6ASPD|7CGEN|9RCR
62	31216 52112	   	209.00	DCR|3VULN|3DMG|1ASPD	128VULN|2BPWR|3RPLT|46aDMG|5ASPD|7CGEN|9RCR
63	31256 52112	   	209.00	DCR|3VULN|3DMG|1ASPD	128VULN|2BPWR|3RPLT|4CGEN|5ASPD|67aDMG|9RCR
64	31211 34512	   	208.90	DCR|3VULN|3DMG|1ASPD	125VULN|2BPWR|3RPLT|48aDMG|6ASPD|7TLV|9RCR
65	31211 35512	   	208.90	DCR|3VULN|3DMG|1ASPD	125VULN|2BPWR|3RPLT|48aDMG|6ASPD|7ERES|9RCR
66	31216 54112	   	208.90	DCR|3VULN|3DMG|1ASPD	128VULN|2BPWR|3RPLT|46aDMG|5ASPD|7TLV|9RCR
67	31216 55112	   	208.90	DCR|3VULN|3DMG|1ASPD	128VULN|2BPWR|3RPLT|46aDMG|5ASPD|7ERES|9RCR
68	31216 62112	   	208.90	DCR|3VULN|3DMG|1ASPD	128VULN|2BPWR|3RPLT|47aDMG|5ASPD|6ERES|9RCR
69	56211 12112	   	208.90	DCR|3VULN|3DMG|1ASPD	1ASPD|2TLV|3RPLT|47aDMG|568VULN|9RCR
70	31151 18346	 * 	208.38	DCR|3VULN|1MDPS|2ASPD|1DMG	129VULN|29BPWR|39CGEN|4MBVNT|5SPLREG|6DMG|79ASPD|8RCR|aMDPS
71	33313 25145	   	208.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	17VULN|2LIT|3BEXP|4CDMG|58AART|6RCR|9DUR|aDMG
72	52521 21236	   	208.02	DCR|3VULN|2ASPD|1AART|1ZMB	14ASPD|2AART|36aVULN|5CGEN|7RCR|8MULARM|9ZMB
73	33113 24541	   	207.89	DCR|3VULN|1AART|2CDMG|3DUR	17aVULN|2LIT|379DUR|47CDMG|5AART|6RCR|7BPWR|8DMSP
74	62311 33651	   	207.88	DCR|2VULN|2DMG|2ASPD|1CDMG	1DUST|2CDMG|35VULN|47DMG|69ASPD|8RCR|aFEWX
75	62311 33652	   	207.88	DCR|2VULN|2DMG|2ASPD|1CDMG	1DUST|2CDMG|35VULN|47DMG|69ASPD|8RCR|aBEXP
76	62311 31653	   	207.78	DCR|2VULN|2DMG|2ASPD|1CDMG	17DUST|2CDMG|35VULN|4aDMG|69ASPD|8RCR
77	33313 24155	   	207.49	DCR|2VULN|2AART|2CDMG|1DMG	17VULN|2LIT|37BEXP|47CDMG|58AART|6RCR|7BPWR|9LEGI|aDMG
78	31211 52513	   	207.39	DCR|3VULN|2DMG|1AART|1ZMB	125VULN|2BPWR|3RPLT|48DMG|6ZMB|7CGEN|9RCR|aAART
79	31211 33164	   	207.39	DCR|4VULN|2DMG|1ASPD	1259VULN|29BPWR|3RPLT|49DMG|6ASPD|7FEWX|89LHND|aRCR
80	31212 34364	   	207.39	DCR|4VULN|2DMG|1ASPD	1279VULN|29BPWR|3RPLT|49DMG|5LHND|6ASPD|89BEXP|aRCR
81	31213 34164	   	207.39	DCR|4VULN|2DMG|1ASPD	1279VULN|29BPWR|3RPLT|49DMG|5BEXP|6ASPD|89LHND|aRCR
82	31151 18343	   	207.32	DCR|3VULN|2ASPD|1DMG|1DUR	129VULN|29BPWR|39CGEN|4MBVNT|5SPLREG|6DMG|79ASPD|8RCR|aDUR
83	31211 54513	   	207.29	DCR|3VULN|2DMG|1AART|1ZMB	125VULN|2BPWR|3RPLT|48DMG|6ZMB|7TLV|9RCR|aAART
84	31211 55513	   	207.29	DCR|3VULN|2DMG|1AART|1ZMB	125VULN|2BPWR|3RPLT|48DMG|6ZMB|7ERES|9RCR|aAART
85	31211 31164	   	207.29	DCR|4VULN|2DMG|1ASPD	1259VULN|29BPWR|3RPLT|49DMG|6ASPD|7DUST|89LHND|aRCR
86	31211 33364	   	207.19	DCR|4VULN|2DMG|1ASPD	1259VULN|29BPWR|3RPLT|49DMG|6ASPD|7FEWX|89DUST|aRCR
87	31213 34364	   	207.19	DCR|4VULN|2DMG|1ASPD	1279VULN|29BPWR|3RPLT|49DMG|5BEXP|6ASPD|89DUST|aRCR
88	62333 36613	   	207.12	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2CDMG|359VULN|4RCVC|6ZMB|7ASPD|8RCR|aDMG
89	63311 33653	   	207.04	DCR|3DMG|2VULN|2ASPD|1SELL	1DUST|2SELL|35VULN|47aDMG|69ASPD|8RCR
90	33113 24131	   	206.34	DCR|3AART|2VULN|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58aAART|6RCR|7BPWR|9AME
91	33464 31331	 * 	206.33	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	16VULN|2LIT|3FEWX|4RPLT|56ASPD|6BPWR|7AART|8RCR|9DUR|aDMG
92	33313 24116	   	206.25	DCR|2VULN|2AART|1MDPS|2CDMG|1DMG	17VULN|2LIT|37BEXP|47CDMG|58AART|6RCR|7BPWR|9MDPS|aDMG
93	33413 24116	   	206.25	DCR|2VULN|2AART|1MDPS|2CDMG|1DMG	17VULN|2LIT|37FEWX|47CDMG|58AART|6RCR|7BPWR|9MDPS|aDMG
94	33113 24133	   	206.13	DCR|2VULN|2AART|2CDMG|3DUR	17VULN|2LIT|37aDUR|47CDMG|58AART|6RCR|7BPWR|9AME
95	33113 24142	   	206.13	DCR|2VULN|2AART|2CDMG|3DUR	17VULN|2LIT|379DUR|47CDMG|58AART|6RCR|7BPWR|aLHND
96	62331 33653	   	206.04	DCR|3DMG|2ASPD|1VULN|1CDMG	1DUST|2CDMG|3VULN|4RCVC|59ASPD|67aDMG|8RCR
97	33113 24146	   	206.03	DCR|2VULN|2AART|2CDMG|3DUR|1SELL	17VULN|2LIT|379DUR|47CDMG|58AART|6RCR|7BPWR|aSELL
98	33113 24121	   	206.00	DCR|2VULN|2AART|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9RCVC|aRMIN
99	31163 32156	   	205.91	DCR|3VULN|2DMG|1ASPD|1ZMB	12aVULN|2aBPWR|3CGEN|4aDMG|5ASPD|6RCVC|7ZMB|8aLWND|9RCR
100	31114 33164	   	205.85	DCR|4VULN|1ASPD|1DMG|1CDMG	1267VULN|2BPWR|3CGEN|4LIT|5ASPD|8DMG|9CDMG|aRCR
101	31211 52113	   	205.65	DCR|4VULN|1AART|1DMG|1ZMB	1258VULN|2BPWR|3RPLT|4DMG|6ZMB|7CGEN|9RCR|aAART
102	31244 22533	   	205.62	DCR|4VULN|1AART|1DMG|1DUR	1269VULN|2BPWR|3RPLT|4AART|5AELBLL|7DUR|8RCR|aDMG
103	31211 54113	   	205.55	DCR|4VULN|1AART|1DMG|1ZMB	1258VULN|2BPWR|3RPLT|4DMG|6ZMB|7TLV|9RCR|aAART
104	31211 55113	   	205.55	DCR|4VULN|1AART|1DMG|1ZMB	1258VULN|2BPWR|3RPLT|4DMG|6ZMB|7ERES|9RCR|aAART
105	31662 31233	   	205.34	DCR|4VULN|1DMG|1CDMG|2DUR	1289VULN|2BPWR|3BELT|4CDMG|56DUR|7RCR|aDMG
106	34162 31233	   	205.34	DCR|4VULN|1DMG|1CDMG|2DUR	1389VULN|2BELT|4CDMG|56DUR|7RCR|aDMG
107	33463 31331	 * 	205.29	DCR|3DMG|2VULN|1AART|1DUR	16VULN|2LIT|3FEWX|4RPLT|56aDMG|6BPWR|7AART|8RCR|9DUR
108	33113 24335	   	204.99	DCR|2VULN|1AART|2CDMG|1DMG|2DUR|1AAC|1ZMB	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8ZMB|9AAC|aDMG
109	33113 24425	   	204.87	DCR|2VULN|1AART|2CDMG|1DMG|2DUR	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|89DUST|aDMG
110	31211 12112	 * 	204.78	DCR|4VULN|3DMG	1258VULN|2BPWR|3RPLT|47aDMG|6LWND|9RCR
111	31211 42112	   	204.78	DCR|4VULN|3DMG	1258VULN|2BPWR|3RPLT|47aDMG|6FEWX|9RCR
112	31212 12112	   	204.78	DCR|4VULN|3DMG	1268VULN|2BPWR|3RPLT|47aDMG|5LHND|9RCR
113	31213 12112	   	204.78	DCR|4VULN|3DMG	1268VULN|2BPWR|3RPLT|47aDMG|5BEXP|9RCR
114	33113 24361	   	204.60	DCR|2VULN|1MDPS|1AART|2CDMG|1DMG|2DUR|1ZMB	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8ZMB|9MDPS|aDMG
115	33113 24363	   	204.60	DCR|2VULN|1MDPS|1AART|2CDMG|2DUR|1ZMB	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8ZMB|9MDPS|aFEWX
116	33113 24365	   	204.60	DCR|2VULN|1MDPS|2CDMG|1AART|2DUR|1ZMB	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8ZMB|9MDPS|aLHND
117	33113 24366	   	204.60	DCR|2VULN|1MDPS|1AART|2CDMG|2DUR|1ZMB	17VULN|2LIT|37DUR|47CDMG|5AART|6RCR|7BPWR|8ZMB|9MDPS|aDUST
118	62311 33636	   	203.89	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	1DUST|2CDMG|35VULN|47DMG|6ASPD|8RCR|9ERES|aZMB
119	33113 25146	   	203.78	DCR|2VULN|2AART|1CDMG|2DUR|1ZMB	17VULN|2LIT|39DUR|4CDMG|58AART|6RCR|aZMB
120	31211 32516	   	203.68	DCR|3VULN|2DMG|1ASPD|1ZMB	125VULN|2BPWR|3RPLT|48DMG|6ASPD|7CGEN|9RCR|aZMB
121	31216 52116	   	203.68	DCR|3VULN|2DMG|1ASPD|1ZMB	128VULN|2BPWR|3RPLT|46DMG|5ASPD|7CGEN|9RCR|aZMB
122	31211 34516	   	203.58	DCR|3VULN|2DMG|1ASPD|1ZMB	125VULN|2BPWR|3RPLT|48DMG|6ASPD|7TLV|9RCR|aZMB
123	31211 35516	   	203.58	DCR|3VULN|2DMG|1ASPD|1ZMB	125VULN|2BPWR|3RPLT|48DMG|6ASPD|7ERES|9RCR|aZMB
124	31216 62116	   	203.58	DCR|3VULN|2DMG|1ASPD|1ZMB	128VULN|2BPWR|3RPLT|47DMG|5ASPD|6ERES|9RCR|aZMB
125	56211 12116	   	203.58	DCR|3VULN|2DMG|1ASPD|1ZMB	1ASPD|2TLV|3RPLT|47DMG|568VULN|9RCR|aZMB
126	31212 25631	   	203.32	DCR|3VULN|2DMG|2CDMG	12aVULN|2aBPWR|3RPLT|47DMG|5aLHND|6RMIN|8RCR|9aCDMG
127	52335 33622	 * 	203.19	DCR|3VULN|1SPLARM|1AART|1ASPD|1DUR	1ASPD|2AART|3LIT|4RCVC|5SPLARM|6DUR|789VULN|aRCR
128	62311 33642	 * 	203.02	DCR|2VULN|1MDPS|2DMG|1ASPD|1CDMG	1DUST|2CDMG|35VULN|47DMG|6ASPD|8RCR|9LHND|aMDPS
129	62311 33662	   	203.02	DCR|2VULN|1MDPS|2DMG|1ASPD|1CDMG	1DUST|2CDMG|35VULN|47DMG|6ASPD|8RCR|9FEWX|aMDPS
130	33313 24146	 * 	202.89	DCR|2VULN|2AART|3CDMG|1DUR	17VULN|2LIT|37BEXP|47aCDMG|58AART|6RCR|7BPWR|9DUR
131	33313 26452	 * 	202.47	DCR|2VULN|2ASPD|1AART|1CDMG	1aVULN|2aLIT|3BEXP|4CDMG|5AART|6RCR|7RMIN|8aASPD|9BELT|aBPWR
132	31231 32113	   	202.42	DCR|3VULN|1AART|1ASPD|1DMG	128VULN|2BPWR|3RPLT|4RCVC|5ASPD|6DMG|7CGEN|9RCR|aAART
133	31234 32113	   	202.42	DCR|3VULN|1AART|1ASPD|1DMG	128VULN|2BPWR|3RPLT|4RCVC|5DMG|6ASPD|7CGEN|9RCR|aAART
134	52532 31116	   	202.34	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ASPD|2AART|39VULN|4DUR|5LWND|6CGEN|7ZMB|8RCR|aDMG
135	31231 34113	   	202.32	DCR|3VULN|1AART|1ASPD|1DMG	128VULN|2BPWR|3RPLT|4RCVC|5ASPD|6DMG|7TLV|9RCR|aAART
136	31231 35113	   	202.32	DCR|3VULN|1AART|1ASPD|1DMG	128VULN|2BPWR|3RPLT|4RCVC|5ASPD|6DMG|7ERES|9RCR|aAART
137	31234 34113	   	202.32	DCR|3VULN|1AART|1ASPD|1DMG	128VULN|2BPWR|3RPLT|4RCVC|5DMG|6ASPD|7TLV|9RCR|aAART
138	31234 35113	   	202.32	DCR|3VULN|1AART|1ASPD|1DMG	128VULN|2BPWR|3RPLT|4RCVC|5DMG|6ASPD|7ERES|9RCR|aAART
139	31125 24217	   	202.24	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB	125VULN|2BPWR|3CGEN|4CDMG|6DMG|7MBVNT|8ASPD|9RCR|aZMB
140	31325 26216	   	202.24	DCR|3VULN|1ASPD|1DMG|1NUKE|1CDMG|1ZMB	125VULN|2BPWR|3NUKE|4CDMG|6DMG|7BEXP|8ASPD|9RCR|aZMB
141	33313 24334	   	202.18	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	17VULN|2LIT|37BEXP|47CDMG|5AART|6RCR|7BPWR|8ZMB|9DMG|aRCVC
142	31231 32513	   	202.17	DCR|2VULN|2DMG|1AART|1ASPD	12VULN|2BPWR|3RPLT|4RCVC|5ASPD|68DMG|7CGEN|9RCR|aAART
143	31234 32513	   	202.17	DCR|2VULN|2DMG|1AART|1ASPD	12VULN|2BPWR|3RPLT|4RCVC|58DMG|6ASPD|7CGEN|9RCR|aAART
144	33116 62532	 * 	202.11	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1VULN|2LIT|3DUR|4CDMG|5MDPS|6RCR|7ZMB|8DMG|9ASPD|aAART
145	31231 34513	   	202.07	DCR|2VULN|2DMG|1AART|1ASPD	12VULN|2BPWR|3RPLT|4RCVC|5ASPD|68DMG|7TLV|9RCR|aAART
146	31231 35513	   	202.07	DCR|2VULN|2DMG|1AART|1ASPD	12VULN|2BPWR|3RPLT|4RCVC|5ASPD|68DMG|7ERES|9RCR|aAART
147	31234 34513	   	202.07	DCR|2VULN|2DMG|1AART|1ASPD	12VULN|2BPWR|3RPLT|4RCVC|58DMG|6ASPD|7TLV|9RCR|aAART
148	31234 35513	   	202.07	DCR|2VULN|2DMG|1AART|1ASPD	12VULN|2BPWR|3RPLT|4RCVC|58DMG|6ASPD|7ERES|9RCR|aAART
149	42315 21342	   	201.97	DCR|2VULN|2DMG|1MDPS|1ASPD|1CDMG|1DUR	1FEWX|2CDMG|39VULN|4aDMG|5MDPS|6ASPD|7DUR|8RCR
150	36252 36113	 * 	201.96	DCR|3VULN|2DMG|1MDPS|1CDMG|1ZMB	19aVULN|2MDPS|3BEXP|49DMG|5ZMB|6CDMG|79CGEN|8RCR|9BPWR
151	34235 31533	 * 	201.96	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB|1DUR	15VULN|2BELT|3ZMB|48CDMG|6AART|7ASPD|9DUR|aRCR
152	34252 31533	   	201.96	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB|1DUR	14VULN|2BELT|3ZMB|58CDMG|6AART|7ASPD|9DUR|aRCR
153	31211 32116	   	201.94	DCR|4VULN|1ASPD|1DMG|1ZMB	1258VULN|2BPWR|3RPLT|4DMG|6ASPD|7CGEN|9RCR|aZMB
154	53235 31513	   	201.93	DCR|3VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1ASPD|2DUR|3BELT|4CDMG|589VULN|6AART|7NUKE|aRCR
155	62315 21342	   	201.87	DCR|2VULN|1MDPS|2DMG|1ASPD|1CDMG|1DUR	1DUST|2CDMG|39VULN|4aDMG|5MDPS|6ASPD|7DUR|8RCR
156	52521 21114	   	201.85	DCR|3VULN|2ASPD|1AART	14ASPD|2AART|36aVULN|59CGEN|7RCR|8RMIN
157	52521 21216	   	201.85	DCR|3VULN|2ASPD|1AART	14ASPD|2AART|36aVULN|5CGEN|7RCR|8MULARM|9RMIN
158	31666 33132	   	201.85	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG	12VULN|2BPWR|3BELT|4CDMG|5ASPD|6AART|7RCR|8RPLT|9ERES|aNUKE
159	34166 33132	   	201.85	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG	13VULN|2BELT|4CDMG|5ASPD|6AART|7RCR|8RPLT|9ERES|aNUKE
160	33313 24331	   	201.85	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	17VULN|2aLIT|37BEXP|47CDMG|5AART|6RCR|7BPWR|8ZMB|9DMG
161	33313 24332	   	201.85	DCR|2VULN|2CDMG|1AART|1DMG|1ZMB	17VULN|2LIT|37BEXP|47CDMG|5AART|6RCR|7BPWR|8ZMB|9DMG|aLHND
162	31211 34116	   	201.84	DCR|4VULN|1ASPD|1DMG|1ZMB	1258VULN|2BPWR|3RPLT|4DMG|6ASPD|7TLV|9RCR|aZMB
163	31211 35116	   	201.84	DCR|4VULN|1ASPD|1DMG|1ZMB	1258VULN|2BPWR|3RPLT|4DMG|6ASPD|7ERES|9RCR|aZMB
164	33113 24122	   	201.83	DCR|2VULN|2AART|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9RCVC|aFEWX
165	33113 24123	   	201.83	DCR|2VULN|2AART|2CDMG|2DUR	17VULN|2LIT|37DUR|47CDMG|58AART|6RCR|7BPWR|9RCVC|aCGEN
