0	Index      	 *	Score 	Summary	Detail	
1	46132 32163	 * 	226.06	DCR|3VULN|2ASPD|1AART|1DMG|1DUR	1DMG|29aVULN|3DUR|48ASPD|5AART|6BELT|7RCR
43	43513 13342	 * 	210.87	ACR|2SPLARM|3DMG|2VULN|1ASPD|1ZMB|1DUR	15aDMG|2ASPD|3RCR|4aVULN|6DUR|7ZMB|8RCVC|9aSPLARM|aBPWR
44	24434 41316	   	209.87	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4DMG|5AART|6VULN|7LWND|8RCR|9ASPD|aNUKE
45	24434 45316	   	209.77	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4DMG|5AART|6VULN|7DUST|8RCR|9ASPD|aNUKE
46	33522 14831	   	209.76	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|24VULN|3MBVNT|5AART|6CDMG|7RCVC|8RCR|9ASPD|aDMG
47	21617 33311	   	209.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1MBVNT|2DUR|3RPLT|456VULN|7AART|8RCR|9ASPD|aDMG
48	28417 33311	   	209.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1MBVNT|2RPLT|3DUR|456VULN|7AART|8RCR|9ASPD|aDMG
49	46132 42311	   	209.47	DCR|2VULN|2ASPD|1AART|1DMG|2DUR	1DMG|2aVULN|38DUR|46ASPD|5AART|7LIT|9RCR
50	43511 23342	 * 	209.44	ACR|2SPLARM|2VULN|2DMG|2ASPD|1ZMB|1DUR	1aDMG|26ASPD|3RCR|4aVULN|5DUR|7ZMB|8RCVC|9aSPLARM|aBPWR
51	24134 35561	 * 	209.28	DCR|2DMG|2ASPD|1VULN|1AART|1CDMG	1MBVNT|2CDMG|3RMIN|4aDMG|5AART|68ASPD|7VULN|9RCR
52	24334 35561	   	209.28	DCR|2DMG|2ASPD|1VULN|1AART|1CDMG	1MBVNT|2CDMG|3AME|4aDMG|5AART|68ASPD|7VULN|9RCR
53	62261 22162	 * 	208.99	DCR|3VULN|2DMG|1MDPS|1ASPD|2DUR	1MDPS|29DUR|3AME|49aVULN|5ASPD|6LWND|79DMG|8RCR|9BPWR
54	46132 32113	   	208.23	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	1DMG|2aVULN|3DUR|48ASPD|5AART|6BELT|7RCR|9RMIN
55	46132 32161	   	208.23	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	1DMG|29VULN|3DUR|48ASPD|5AART|6BELT|7RCR|aRPLT
56	23246 13364	   	208.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|2LWND|3DUR|4ASPD|5DMG|6CDMG|7AART|8RCR|9aVULN
57	46132 32123	   	208.13	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	1DMG|2aVULN|3DUR|48ASPD|5AART|6BELT|7RCR|9TLV
58	46132 32162	   	208.13	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	1DMG|29VULN|3DUR|48ASPD|5AART|6BELT|7RCR|aERES
59	22632 53153	   	208.13	DCR|2VULN|2ASPD|1AART|1DMG|1DUR	1MBVNT|2RMIN|38VULN|46ASPD|5AART|7RCR|9DMG|aDUR
60	24434 46161	   	208.09	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4DMG|5AART|68VULN|7ERES|9RCR|aASPD
61	24443 41265	   	207.99	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4MLV|57DMG|6RCR|8aVULN|9ASPD
62	24443 41325	   	207.99	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4MLV|57DMG|6RCR|8ASPD|9aVULN
63	24434 41361	   	207.95	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4DMG|5AART|69aVULN|7LWND|8RCR
64	24431 41265	   	207.89	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|47DMG|5TLV|6RCR|8aVULN|9ASPD
65	24431 41325	   	207.89	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|47DMG|5TLV|6RCR|8ASPD|9aVULN
66	24434 45361	   	207.85	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4DMG|5AART|69aVULN|7DUST|8RCR
67	23246 13363	   	207.84	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1MBVNT|2LWND|3DUR|4ASPD|5DMG|6CDMG|7AART|8RCR|9VULN|aNUKE
68	24334 43316	   	207.84	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1MBVNT|2CDMG|3AME|4DMG|5AART|6VULN|7DUR|8RCR|9ASPD|aNUKE
69	33522 14836	   	207.53	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|24aVULN|3MBVNT|5AART|6CDMG|7RCVC|8RCR|9ASPD
70	43613 33315	   	207.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	15DMG|2ASPD|3DUST|47VULN|6LIT|8AART|9RCR|aDUR
71	24434 41311	   	207.39	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4aDMG|5AART|6VULN|7LWND|8RCR|9ASPD
72	43121 33226	   	207.38	DCR|2DMG|2ASPD|1VULN|1AART|1CDMG	17DMG|26ASPD|3MLV|4VULN|5CDMG|8RPLT|9AART|aRCR
73	43421 33226	   	207.38	DCR|2DMG|2ASPD|1VULN|1AART|1CDMG	17DMG|26ASPD|3AME|4VULN|5CDMG|8RPLT|9AART|aRCR
74	24435 34725	 * 	207.36	DCR|2DMG|2ASPD|1VULN|2CDMG|1ZMB	1MBVNT|29CDMG|3ZMB|49DMG|5CGEN|6DUST|7RCR|89ASPD|9BPWR|aVULN
75	24434 45311	   	207.29	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4aDMG|5AART|6VULN|7DUST|8RCR|9ASPD
76	43512 11133	 * 	207.28	ACR|3ASPD|2VULN|1MDPS|1AART|1DMG	1DMG|279ASPD|3RCR|48VULN|5AART|6MBVNT|aMDPS
77	22632 53125	 * 	206.76	DCR|2VULN|2ASPD|1AART|1NUKE	1MBVNT|2RMIN|38VULN|46ASPD|5AART|7RCR|9SPLREG|aNUKE
78	46632 11133	   	206.75	DCR|3ASPD|2VULN|1AART|1DMG	1DMG|28VULN|3FEWX|479ASPD|5AART|6MBVNT|aRCR
79	43612 11133	   	206.65	DCR|3ASPD|2VULN|1AART|1DMG	1DMG|279ASPD|3DUST|48VULN|5AART|6MBVNT|aRCR
80	22615 43447	   	206.43	DCR|3ASPD|2VULN|1AART|2ZMB	1MBVNT|2RMIN|3aVULN|4AART|5AELBLL|6aZMB|7RCR|89aASPD|aBPWR
81	43511 32161	   	206.41	ACR|3VULN|1SPLARM|2DMG|1ASPD|1ZMB|1DUR	19DMG|2ASPD|3RCR|469VULN|5DUR|7SPLARM|89AME|9BPWR|aZMB
82	33521 44747	 * 	206.21	DCR|2VULN|1AART|1ASPD|1DMG|3DUR	15aDUR|24VULN|3MBVNT|6RCR|7AART|8DMG|9ASPD
83	33125 33633	   	206.01	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1SELL	1DUR|24VULN|3CGEN|5ASPD|6CDMG|7DMG|8SELL|9RCR|aAART
84	43311 43633	   	206.01	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR|1SELL	1DMG|2ASPD|3CGEN|4DUR|5CDMG|67VULN|8SELL|9RCR|aAART
85	33235 44753	 * 	206.01	DCR|3DMG|1VULN|1AART|1ASPD|2DUR	13DUR|2VULN|4ASPD|5MBVNT|689DMG|7AART|aRCR
86	24413 53727	   	205.94	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1SELL	1MBVNT|2CDMG|3ZMB|4ASPD|5DMG|67VULN|8SELL|9AART|aRCR
87	24334 43361	   	205.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2CDMG|3AME|4DMG|5AART|69aVULN|7DUR|8RCR
88	21617 33312	   	205.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|2DUR|3RPLT|456VULN|7AART|8RCR|9ASPD|aCDMG
89	28417 33312	   	205.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|2RPLT|3DUR|456VULN|7AART|8RCR|9ASPD|aCDMG
90	24434 41317	   	205.88	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4DMG|5aAART|6VULN|7LWND|8RCR|9ASPD
91	33521 44125	   	205.86	DCR|3VULN|1AART|1DMG|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9SPLREG|aDMG
92	33521 44127	   	205.86	DCR|3VULN|1AART|1ASPD|2DUR	15DUR|248VULN|3MBVNT|6RCR|7AART|9SPLREG|aASPD
93	24434 46166	   	205.85	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4DMG|5AART|68aVULN|7ERES|9RCR
94	22631 13346	   	205.84	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1MBVNT|2RMIN|3VULN|4ASPD|5DUR|6CDMG|7AART|8DMG|9RCR|aNUKE
95	22637 43346	   	205.84	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1MBVNT|2RMIN|3VULN|4ASPD|5CDMG|6DUR|7AART|8DMG|9RCR|aNUKE
96	22632 13346	   	205.84	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1MBVNT|2RMIN|3VULN|4ASPD|5AART|6CDMG|7DUR|8DMG|9RCR|aNUKE
97	24334 37146	   	205.84	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1MBVNT|2CDMG|3AME|4DMG|5AART|6ASPD|7DUR|8VULN|9RCR|aNUKE
98	24434 45317	   	205.78	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4DMG|5aAART|6VULN|7DUST|8RCR|9ASPD
99	24443 41214	 * 	205.76	DCR|3VULN|2DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4MLV|57DMG|6RCR|89aVULN
100	24431 41214	   	205.66	DCR|3VULN|2DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|47DMG|5TLV|6RCR|89aVULN
101	22633 17314	   	205.55	DCR|3VULN|2DMG|1ASPD|1DUR	1MBVNT|2RMIN|36aVULN|4ASPD|59DMG|7RCR|8DUR
102	24434 86461	   	205.39	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|46DMG|5AART|7VULN|8AME|9RCR|aASPD
103	24334 43311	   	205.36	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|2CDMG|3AME|4aDMG|5AART|6VULN|7DUR|8RCR|9ASPD
104	46151 33331	   	205.35	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	1DMG|26aVULN|39DUR|4RPLT|5ZMB|7AART|8RCR
105	24434 88161	   	205.29	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|46DMG|5AART|7ERES|8VULN|9RCR|aASPD
106	33575 13311	   	205.26	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1DUR|2VULN|3MBVNT|4aDMG|5AAC|6CDMG|7AART|8RCR|9ASPD
107	43215 33471	   	205.26	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1aDMG|2ASPD|3ERES|4DUR|5MBVNT|6AART|7VULN|8RCR|9CDMG
108	46132 13471	   	205.26	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1aDMG|2VULN|3DUR|4ASPD|5AART|6MBVNT|7ERES|8RCR|9CDMG
109	22617 48411	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2RMIN|37VULN|4AART|5RPLT|6RCR|8aDMG|9ASPD
110	43132 36361	 * 	204.76	DCR|3ASPD|2VULN|2DMG	19DMG|269ASPD|34MLV|5LIT|79VULN|8RCR|9BPWR|aDUST
111	43132 36362	   	204.76	DCR|3ASPD|2VULN|2DMG|1MSE	19DMG|269ASPD|34MLV|5LIT|79VULN|8RCR|9BPWR|aMSE
112	43132 36363	   	204.76	DCR|3ASPD|2VULN|2DMG	19DMG|269ASPD|34MLV|5LIT|79VULN|8RCR|9BPWR|aERES
113	43512 11145	 * 	204.58	ACR|1SPLARM|2VULN|2ASPD|1AART|1DMG	1DMG|27ASPD|3RCR|48VULN|5AART|6MBVNT|9DUST|aSPLARM
114	28134 13781	   	204.52	DCR|2VULN|2DMG|1MDPS|1ASPD|2DUR	1MBVNT|2RPLT|3RMIN|48DMG|58DUR|6RCR|78VULN|8BPWR|9ASPD|aMDPS
115	43513 12162	   	204.23	ACR|1SPLARM|3DMG|2VULN|1ASPD|1ZMB|1DUR	159DMG|2ASPD|3RCR|49VULN|6DUR|7SPLARM|89AME|9BPWR|aZMB
116	24561 34363	 * 	204.12	DCR|3DMG|2AART|2CDMG|2DUR	1MBVNT|2aCDMG|3LWND|46AART|5aDUR|78aDMG|9RCR|aBPWR
117	46132 32151	   	204.10	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2VULN|3DUR|48ASPD|5AART|6BELT|7RCR|9CDMG|aFEWX
118	46132 32152	   	204.10	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2VULN|3DUR|48ASPD|5AART|6BELT|7RCR|9CDMG|aDMSP
119	43533 43132	 * 	204.07	ACR|3DMG|1VULN|1AART|1ASPD|1CDMG|2DUR	159DMG|2ASPD|3RCR|4CDMG|6aDUR|7AART|8VULN
120	33521 44133	 * 	203.97	DCR|3VULN|1AART|1ASPD|3DUR	15aDUR|248VULN|3MBVNT|6RCR|7AART|9ASPD
121	33521 44153	 * 	203.97	DCR|3VULN|1AART|1DMG|3DUR	15aDUR|248VULN|3MBVNT|6RCR|7AART|9DMG
122	33521 44231	   	203.97	DCR|3VULN|1AART|1ASPD|3DUR	158DUR|24aVULN|3MBVNT|6RCR|7AART|9ASPD
123	33521 44733	   	203.97	DCR|3VULN|1AART|1DMG|3DUR	15aDUR|249VULN|3MBVNT|6RCR|7AART|8DMG
124	33522 18531	   	203.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|24aVULN|3MBVNT|5AART|6CDMG|7CGEN|8ASPD|9RCR
125	21617 33313	   	203.90	DCR|3VULN|2ASPD|1AART|1DUR	1MBVNT|2DUR|3RPLT|456VULN|7AART|8RCR|9aASPD
126	28417 33313	   	203.90	DCR|3VULN|2ASPD|1AART|1DUR	1MBVNT|2RPLT|3DUR|456VULN|7AART|8RCR|9aASPD
127	22617 48413	   	203.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2RMIN|37VULN|4AART|5RPLT|6RCR|8DMG|9ASPD|aCDMG
128	24334 43317	   	203.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1MBVNT|2CDMG|3AME|4DMG|5aAART|6VULN|7DUR|8RCR|9ASPD
129	43511 13251	 * 	203.80	ACR|3VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2ASPD|3RCR|49aVULN|5DUR|6CDMG|7AART|8BEXP
130	45321 14331	   	203.72	DCR|3DMG|3CDMG|1VULN|1ASPD	179DMG|259CDMG|3CGEN|4ASPD|69AELBLL|8RCR|9BPWR|aVULN
131	33522 13871	   	203.67	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR|1ZMB	17DUR|24VULN|3MBVNT|5AART|6CDMG|8RCR|9ZMB|aASPD
132	24434 43331	   	203.67	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1MBVNT|2CDMG|3ZMB|4DMG|5AART|6aVULN|79DUR|8RCR
133	33521 33871	   	203.67	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR|1ZMB	15DUR|24VULN|3MBVNT|6CDMG|7AART|8RCR|9ZMB|aASPD
134	43511 26133	   	203.63	ACR|3ASPD|2VULN|1AART|1DMG|1AAC|1DUR	1DMG|269ASPD|3RCR|48VULN|5DUR|7AART|aAAC
135	24443 41224	   	203.59	DCR|3DMG|2VULN|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4MLV|579DMG|6RCR|8aVULN
136	24431 41224	   	203.49	DCR|3DMG|2VULN|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|479DMG|5TLV|6RCR|8aVULN
137	43612 31351	   	203.47	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|2ASPD|3DUST|49aVULN|5AART|6RCVC|7RPLT|8RCR
138	46631 13131	   	203.46	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1aDMG|2VULN|3FEWX|4ASPD|5DUR|6CDMG|7AART|8RMIN|9RCR
139	22631 13341	   	203.36	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|2RMIN|3VULN|4ASPD|5DUR|6CDMG|7AART|8aDMG|9RCR
140	22637 43341	   	203.36	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|2RMIN|3VULN|4ASPD|5CDMG|6DUR|7AART|8aDMG|9RCR
141	46631 13331	   	203.36	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1aDMG|2VULN|3FEWX|4ASPD|5DUR|6CDMG|7AART|8AAC|9RCR
142	24334 37366	   	203.36	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|2CDMG|3AME|48DMG|5AART|6ASPD|7DUR|9RCR|aVULN
143	22632 13341	   	203.36	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|2RMIN|3VULN|4ASPD|5AART|6CDMG|7DUR|8aDMG|9RCR
144	24334 37141	   	203.36	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|2CDMG|3AME|4aDMG|5AART|6ASPD|7DUR|8VULN|9RCR
145	33576 13141	   	203.36	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2VULN|3MBVNT|4aDMG|5ASPD|6CDMG|7AART|8RMIN|9RCR
146	24413 62161	 * 	203.36	DCR|2DMG|2ASPD|1AART|2CDMG|1AAC|1ZMB	1MBVNT|28CDMG|3ZMB|48ASPD|58DMG|6RPLT|7AAC|8BPWR|9RCR|aAART
147	24413 62164	   	203.36	DCR|2DMG|2ASPD|1VULN|2CDMG|1AAC|1ZMB	1MBVNT|28CDMG|3ZMB|48ASPD|58DMG|6RPLT|7AAC|8BPWR|9RCR|aVULN
148	22617 43416	 * 	203.36	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE	1MBVNT|2RMIN|3VULN|47AART|5RPLT|6RCR|8DMG|9ASPD|aNUKE
149	24434 43314	   	203.35	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR|1ZMB	1MBVNT|2CDMG|3ZMB|4DMG|5AART|6VULN|7aDUR|8RCR|9ASPD
150	43511 14321	 * 	203.29	ACR|4VULN|2CDMG|1ASPD|1DMG|1DUR	1DMG|2ASPD|3RCR|4789VULN|5DUR|6aCDMG
151	43311 41633	   	203.22	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG|1DUR|1SELL	17DMG|2ASPD|3CGEN|4DUR|5CDMG|6VULN|8SELL|9RCR|aAART
