0	Index      	 *	Score 	Summary	Detail	
1	33512 22364	 * 	217.03	DCR|3DMG|2VULN|1AART|1CDMG	1BELT|29TLV|39VULN|459DMG|6RCR|7LEGI|8AART|9BPWR|aCDMG
78	31123 21133	   	192.17	DCR|2VULN|2DMG|1AART	1BELT|23VULN|48DMG|5RMIN|6RCR|7LWND|9AART|aLIT
79	31123 21134	   	192.17	DCR|2VULN|2DMG|1AART	1BELT|23VULN|48DMG|5RMIN|6RCR|7LWND|9AART|aFEWX
80	31123 21136	   	192.17	DCR|2VULN|2DMG|1AART	1BELT|23VULN|48DMG|5RMIN|6RCR|7LWND|9AART|aBEXP
81	31123 22132	   	192.17	DCR|2VULN|2DMG|1AART	1BELT|23VULN|48DMG|5RMIN|6RCR|7LHND|9AART|aAELBLL
82	31123 22133	   	192.17	DCR|2VULN|2DMG|1AART	1BELT|23VULN|48DMG|5RMIN|6RCR|7LHND|9AART|aLIT
83	31123 22134	   	192.17	DCR|2VULN|2DMG|1AART	1BELT|23VULN|48DMG|5RMIN|6RCR|7LHND|9AART|aFEWX
84	31123 22136	   	192.17	DCR|2VULN|2DMG|1AART	1BELT|23VULN|48DMG|5RMIN|6RCR|7LHND|9AART|aBEXP
85	31123 21131	   	192.07	DCR|2VULN|2DMG|1AART	1BELT|23VULN|48DMG|5RMIN|6RCR|7LWND|9AART|aERES
86	31123 22131	   	192.07	DCR|2VULN|2DMG|1AART	1BELT|23VULN|48DMG|5RMIN|6RCR|7LHND|9AART|aERES
87	33413 22132	   	191.97	DCR|2VULN|2DMG|1AART	1BELT|239TLV|49VULN|5RMIN|6RCR|7LEGI|89DMG|9BPWR|aAART
88	11122 44522	   	191.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|2DMG|38aVULN|4ERES|5CDMG|6LHND|7ASPD|9RCR
89	11162 14522	   	191.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|2DMG|38aVULN|4MLV|5CDMG|6LEGI|7ASPD|9RCR
90	51132 14522	   	191.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1MLV|2DMG|38aVULN|4CGEN|5CDMG|6LEGI|7ASPD|9RCR
91	41133 51325	 * 	191.82	DCR|2MDPS|2VULN|2AART|1ASPD|1DUR	14MDPS|2DUR|39AART|5RPLT|6RCR|78VULN|aASPD
92	11122 14522	   	191.81	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|2DMG|38aVULN|4ERES|5CDMG|6LEGI|7ASPD|9RCR
93	51122 14522	   	191.81	DCR|3VULN|1ASPD|1DMG|1CDMG	1MLV|2DMG|38aVULN|4ERES|5CDMG|6LEGI|7ASPD|9RCR
94	31311 63642	 * 	191.69	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1AAC	1BELT|2VULN|3AAC|4DMG|5AME|6AART|7aASPD|8CDMG|9RCR
95	31313 12263	   	191.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1BELT|2VULN|3AAC|4DMG|5LWND|6ASPD|7CDMG|89AART|aRCR
96	11233 31642	 * 	191.33	DCR|2DMG|2ASPD|1AART|1VULN	147CGEN|25DMG|37LWND|67ASPD|7BPWR|8AART|9VULN|aRCR
97	31112 63245	 * 	191.06	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1BELT|23VULN|4BEXP|5DMG|6AART|7ASPD|8LHND|9RCR|aMDPS
98	31132 63245	   	191.06	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1BELT|23VULN|4FEWX|5DMG|6AART|7ASPD|8LHND|9RCR|aMDPS
99	31312 25146	 * 	190.96	DCR|3DMG|2VULN|1MDPS|1ASPD|1AAC	1BELT|27VULN|3AAC|458DMG|6MDPS|9RCR|aASPD
100	31123 23642	   	190.83	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|23VULN|4DMG|5RMIN|6RCR|7LIT|8RPLT|9AART|aCDMG
101	31123 21326	 * 	190.65	DCR|2VULN|2AART|1DMG	1BELT|23VULN|4DMG|5RMIN|6RCR|7LWND|8aAART|9LIT
102	31123 22324	   	190.65	DCR|2VULN|2AART|1DMG	1BELT|23VULN|4DMG|5RMIN|6RCR|7LHND|8aAART|9RPLT
103	31123 22356	   	190.65	DCR|2VULN|2AART|1DMG	1BELT|23VULN|4DMG|5RMIN|6RCR|7LHND|8aAART|9LIT
104	66213 22421	 * 	190.61	DCR|3VULN|2ASPD|1ZMB	1RPLT|28aVULN|3LHND|48CGEN|58ASPD|6RCR|7RMIN|8BPWR|9ZMB
105	66233 22421	   	190.61	DCR|3VULN|2ASPD|1ZMB	1RPLT|28aVULN|3LHND|48AME|58ASPD|6RCR|7RMIN|8BPWR|9ZMB
106	33512 22163	   	190.55	DCR|3DMG|2VULN|2ZMB	1BELT|2aTLV|3aVULN|458DMG|6RCR|7LEGI|9aZMB|aBPWR
107	21153 24622	 * 	190.52	ACR|3DMG|1AART|1VULN|1ASPD|1CDMG	1LHND|2BEXP|3RCR|459DMG|6CDMG|7ASPD|8VULN|aAART
108	31663 36233	   	190.39	DCR|2VULN|2DMG|1CDMG|2DUR	1BELT|29VULN|3LHND|49DMG|5RMIN|6CDMG|7MLV|89DUR|9BPWR|aRCR
109	31154 23126	   	189.95	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR|1SELL	1BELT|23VULN|4SELL|5FEWX|6DUR|7RCR|8ASPD|9CDMG|aAART
110	31156 23126	   	189.95	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR|1SELL	1BELT|23VULN|4SELL|5BEXP|6DUR|7RCR|8ASPD|9CDMG|aAART
111	41133 51326	 * 	189.59	DCR|2MDPS|3VULN|2AART|1DUR	14MDPS|2DUR|39AART|5RPLT|6RCR|78aVULN
112	31434 33124	   	189.32	DCR|2VULN|1AART|2CDMG|1ASPD	1BELT|25VULN|3FEWX|4LWND|69CDMG|7RCR|8ASPD|aAART
113	31634 33124	   	189.32	DCR|2VULN|1AART|2CDMG|1ASPD	1BELT|25VULN|3LHND|4LWND|69CDMG|7RCR|8ASPD|aAART
114	34134 33124	   	189.32	DCR|2VULN|1AART|2CDMG|1ASPD	1BELT|2FEWX|35VULN|4LWND|69CDMG|7RCR|8ASPD|aAART
115	33512 23563	   	189.30	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1BELT|2TLV|3VULN|45DMG|6RCR|7CDMG|8LIT|9AART|aDUR
116	33512 26363	   	189.22	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1BELT|2TLV|3VULN|45DMG|6RCR|7RCVC|8CDMG|9ASPD|aZMB
117	33513 33434	 * 	189.22	DCR|2VULN|1AART|2CDMG|1DMG|1AAC	1BELT|29TLV|39VULN|4DMG|5LWND|69CDMG|7RCR|8AAC|9BPWR|aAART
118	31663 33334	   	189.03	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|29VULN|39LHND|4DMG|5RMIN|6CDMG|7RCR|89AME|9BPWR|aAART
119	31112 63643	   	188.98	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1BELT|23VULN|4BEXP|5DMG|6AART|7ASPD|8CDMG|9AAC|aRCR
120	31122 63643	   	188.88	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1BELT|23VULN|4DMG|5DUST|6AART|7ASPD|8CDMG|9AAC|aRCR
121	31663 33234	   	188.83	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|29VULN|39LHND|4DMG|5RMIN|6CDMG|7RCR|89TLV|9BPWR|aAART
122	33512 21366	   	188.80	DCR|3DMG|1AART|1VULN|1DUR	1BELT|29TLV|3VULN|459DMG|6RCR|79LWND|8AART|9BPWR|aDUR
123	31123 25133	   	188.69	DCR|3VULN|1ASPD|1DMG	1BELT|239VULN|4DMG|5RMIN|6RCR|79TLV|89FEWX|9BPWR|aASPD
124	31123 25134	   	188.69	DCR|3VULN|1DMG|1NUKE	1BELT|239VULN|4DMG|5RMIN|6RCR|79TLV|89FEWX|9BPWR|aNUKE
125	31123 25234	   	188.69	DCR|3VULN|1DMG|1NUKE	1BELT|239VULN|4DMG|5RMIN|6RCR|79TLV|89LWND|9BPWR|aNUKE
126	33515 33163	 * 	188.68	DCR|1SPLARM|1VULN|1AART|1ASPD|1DMG|1CDMG	1BELT|2TLV|3VULN|4DMG|5BEXP|6CDMG|7RCR|8ASPD|9SPLARM|aAART
127	31123 25153	   	188.59	DCR|3VULN|1ASPD|1DMG	1BELT|239VULN|4DMG|5RMIN|6RCR|7TLV|8FEWX|aASPD
128	31123 25154	   	188.59	DCR|3VULN|1DMG|1NUKE	1BELT|239VULN|4DMG|5RMIN|6RCR|7TLV|8FEWX|aNUKE
129	31123 25254	   	188.59	DCR|3VULN|1DMG|1NUKE	1BELT|239VULN|4DMG|5RMIN|6RCR|7TLV|8LWND|aNUKE
130	31126 16213	   	188.54	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1BELT|23VULN|4DMG|5RPLT|6RCVC|7CDMG|8RCR|9ZMB|aASPD
131	31126 16214	   	188.54	DCR|2VULN|1DMG|1NUKE|1CDMG|1ZMB	1BELT|23VULN|4DMG|5RPLT|6RCVC|7CDMG|8RCR|9ZMB|aNUKE
132	31146 13224	   	188.54	DCR|2VULN|1ASPD|1NUKE|1CDMG|1ZMB	1BELT|23VULN|4ZMB|5RPLT|6RCVC|7CDMG|8RCR|9ASPD|aNUKE
133	31123 24513	   	188.45	DCR|3VULN|1ASPD|1DMG|1SELL	1BELT|239VULN|4DMG|5RMIN|6RCR|7SNIFST|8SELL|aASPD
134	31123 21124	   	188.45	DCR|2VULN|2DMG|1NUKE	1BELT|23VULN|48DMG|5RMIN|6RCR|7LWND|9AME|aNUKE
135	31123 21154	   	188.45	DCR|2VULN|2DMG|1NUKE	1BELT|23VULN|48DMG|5RMIN|6RCR|7LWND|9MLV|aNUKE
136	31123 22124	   	188.45	DCR|2VULN|2DMG|1NUKE	1BELT|23VULN|48DMG|5RMIN|6RCR|7LHND|9AME|aNUKE
137	31123 22154	   	188.45	DCR|2VULN|2DMG|1NUKE	1BELT|23VULN|48DMG|5RMIN|6RCR|7LHND|9MLV|aNUKE
138	31123 21164	   	188.35	DCR|2VULN|2DMG|1NUKE	1BELT|23VULN|48DMG|5RMIN|6RCR|7LWND|9ERES|aNUKE
139	31123 22164	   	188.35	DCR|2VULN|2DMG|1NUKE	1BELT|23VULN|48DMG|5RMIN|6RCR|7LHND|9ERES|aNUKE
140	33413 22131	   	188.25	DCR|2VULN|2DMG|1ASPD	1BELT|239TLV|49VULN|5RMIN|6RCR|7LEGI|89DMG|9BPWR|aASPD
141	31141 14314	   	187.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1BELT|239VULN|4ZMB|5LIT|6ASPD|7DUST|8RCR|aDMG
142	11152 44121	   	187.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1CGEN|2DMG|39VULN|4DUST|5MULFIG|6ASPD|7DUR|8AART|aRCR
143	33512 24251	 * 	187.76	DCR|2AART|2DMG|1VULN	1BELT|2TLV|3VULN|45DMG|6RCR|7SPLREG|8MLV|9aAART
144	33512 23413	   	187.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1BELT|2TLV|3VULN|45DMG|6RCR|7CDMG|8CGEN|9ASPD|aZMB
145	31125 64122	   	187.53	DCR|2VULN|2DMG|1AART|1DUR	1BELT|23VULN|47DMG|5LWND|6AART|8DUR|9RCR|aAELBLL
146	31125 64123	   	187.53	DCR|2VULN|2DMG|1AART|1DUR	1BELT|23VULN|47DMG|5aLWND|6AART|8DUR|9RCR
147	31112 64226	   	187.53	DCR|2VULN|2DMG|1AART|1DUR	1BELT|23VULN|4BEXP|57DMG|6AART|8LWND|9RCR|aDUR
148	33512 23363	   	187.51	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1BELT|28TLV|3VULN|45DMG|6RCR|7CDMG|9ASPD|aZMB
149	33512 25363	   	187.51	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1BELT|27TLV|3VULN|45DMG|6RCR|8CDMG|9ASPD|aZMB
150	11155 23332	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2DMG|3aVULN|4DUST|5RPLT|6RCR|7AART|8CANSTR|9ASPD
151	66312 23332	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG	1RPLT|2aVULN|3DUST|4CGEN|5DMG|6RCR|7AART|8CANSTR|9ASPD
152	66332 23332	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG	1RPLT|2aVULN|3DUST|4AME|5DMG|6RCR|7AART|8CANSTR|9ASPD
153	66362 23332	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG	1RPLT|2aVULN|3DUST|4MLV|5DMG|6RCR|7AART|8CANSTR|9ASPD
154	31125 64121	   	187.43	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1BELT|23VULN|47DMG|5LWND|6AART|8DUR|9RCR|aSELL
155	31134 35114	 * 	187.27	ACR|4VULN|1AART|1DMG|1CDMG	1BELT|2389VULN|4FEWX|5RCR|6CDMG|7AART|aDMG
156	31663 33163	   	187.26	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1BELT|2VULN|3LHND|4DMG|5RMIN|6CDMG|7RCR|8aASPD|9DUR
157	11155 23335	 * 	187.18	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE	1CGEN|2DMG|3VULN|4DUST|5RPLT|6RCR|7AART|8CANSTR|9ASPD|aNUKE
158	66312 23335	   	187.18	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE	1RPLT|2VULN|3DUST|4CGEN|5DMG|6RCR|7AART|8CANSTR|9ASPD|aNUKE
159	66332 23335	   	187.18	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE	1RPLT|2VULN|3DUST|4AME|5DMG|6RCR|7AART|8CANSTR|9ASPD|aNUKE
160	31126 25531	 * 	187.13	DCR|4VULN|2DMG	1BELT|2379VULN|47DMG|5RPLT|67ERES|7BPWR|8LIT|aRCR
