0	Index      	 *	Score 	Summary	Detail	
1	33321 14155	 * 	231.49	ACR|1SPLARM|2VULN|2DMG|1MDPS|1AART|1CDMG|1ZMB	12VULN|35DMG|4RCR|6ZMB|7CDMG|8AART|9MDPS|aSPLARM
60	33325 14111	   	213.87	ACR|5VULN|1AART|1DMG|1CDMG|1ZMB	1259aVULN|3DMG|4RCR|6ZMB|7CDMG|8AART
61	33321 21614	 * 	213.65	ACR|3VULN|2DMG|1MDPS|1AART|1ASPD	127VULN|35DMG|4RCR|6ASPD|8AART|9FEWX|aMDPS
62	33321 21624	   	213.65	ACR|3VULN|2DMG|1MDPS|1AART|1ASPD	127VULN|35DMG|4RCR|6ASPD|8AART|9BEXP|aMDPS
63	33321 21654	   	213.65	ACR|3VULN|1MDPS|2DMG|1AART|1ASPD	127VULN|35DMG|4RCR|6ASPD|8AART|9LHND|aMDPS
64	33361 14241	 * 	213.62	DCR|2VULN|2DMG|1ASPD|1CDMG|2ZMB|1DUR	12VULN|35DMG|4DUR|6aZMB|7CDMG|8ASPD|9RCR
65	33321 21641	 * 	213.55	ACR|3VULN|2DMG|1MDPS|1AART|1ASPD|1CDMG	127VULN|35DMG|4RCR|6ASPD|8AART|9MDPS|aCDMG
66	33321 21642	 * 	213.55	ACR|4VULN|2DMG|1MDPS|1AART|1ASPD	127aVULN|35DMG|4RCR|6ASPD|8AART|9MDPS
67	33321 21643	   	213.55	ACR|3VULN|2DMG|1MDPS|1AART|1ASPD	127VULN|35DMG|4RCR|6ASPD|8AART|9MDPS|aMBVNT
68	33321 21644	   	213.55	ACR|3VULN|2DMG|1MDPS|1AART|1ASPD	127VULN|35DMG|4RCR|6ASPD|8AART|9MDPS|aFEWX
69	33321 21645	   	213.55	ACR|3VULN|2DMG|1MDPS|1AART|1ASPD	127VULN|35DMG|4RCR|6ASPD|8AART|9MDPS|aAME
70	33321 21646	   	213.55	ACR|3VULN|2DMG|1MDPS|1AART|1ASPD	127VULN|35DMG|4RCR|6ASPD|8AART|9MDPS|aTLV
71	33361 51124	   	213.02	DCR|3VULN|3DMG|2DUR|1ZMB	128VULN|356DMG|48DUR|78BEXP|8BPWR|9RCR|aZMB
72	33325 11615	   	212.51	ACR|4VULN|1SPLARM|1AART|1DMG|1ZMB	1257VULN|3DMG|4RCR|6ZMB|8AART|9FEWX|aSPLARM
73	33325 11625	   	212.51	ACR|4VULN|1SPLARM|1AART|1DMG|1ZMB	1257VULN|3DMG|4RCR|6ZMB|8AART|9BEXP|aSPLARM
74	33521 11615	   	212.51	ACR|4VULN|1SPLARM|1AART|1DMG|1ZMB	1267VULN|3ZMB|4RCR|5DMG|8AART|9FEWX|aSPLARM
75	33521 11625	   	212.51	ACR|4VULN|1SPLARM|1AART|1DMG|1ZMB	1267VULN|3ZMB|4RCR|5DMG|8AART|9BEXP|aSPLARM
76	33321 22161	 * 	212.40	ACR|3VULN|2DMG|1MDPS|2ASPD|1DUR	128VULN|35DMG|4RCR|68ASPD|78DUST|8BPWR|9DUR|aMDPS
77	33354 24113	 * 	212.38	DCR|4VULN|2ASPD|1DMG	129aVULN|3DMG|4aAELBLL|5RCVC|6aASPD|7RCR|8LEGI|aBPWR
78	33313 53553	   	212.32	DCR|2VULN|2DMG|2ASPD|2DUR	12VULN|3aDMG|4ERES|5SPLREG|6aDUR|7LWND|8RCR|9aASPD|aBPWR
79	33352 24512	 * 	211.95	DCR|3VULN|2ASPD|1AART|1DMG	128VULN|3DMG|48AELBLL|58ASPD|6AART|7BELT|8BPWR|9LIT|aRCR
80	33325 21614	   	211.91	ACR|4VULN|1MDPS|1AART|1ASPD|1DMG	1257VULN|3DMG|4RCR|6ASPD|8AART|9FEWX|aMDPS
81	33325 21624	   	211.91	ACR|4VULN|1MDPS|1AART|1ASPD|1DMG	1257VULN|3DMG|4RCR|6ASPD|8AART|9BEXP|aMDPS
82	33321 24146	   	211.89	ACR|2VULN|2DMG|1AART|1ASPD|1CDMG|1ZMB|1DUR	12VULN|35DMG|4RCR|6ASPD|7CDMG|8AART|9ZMB|aDUR
83	33325 25163	   	211.87	ACR|5VULN|3ASPD|1DMG	1258aVULN|3DMG|4RCR|68aASPD|78aLWND|8aBPWR|9RCVC
84	33321 24131	   	211.83	ACR|3VULN|2DMG|1AART|1ASPD|1CDMG	12aVULN|35DMG|4RCR|6ASPD|7CDMG|8AART|9RCVC
85	33325 21641	 * 	211.81	ACR|4VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1257VULN|3DMG|4RCR|6ASPD|8AART|9MDPS|aCDMG
86	33325 21642	 * 	211.81	ACR|5VULN|1MDPS|1AART|1ASPD|1DMG	1257aVULN|3DMG|4RCR|6ASPD|8AART|9MDPS
87	33325 21643	   	211.81	ACR|4VULN|1MDPS|1AART|1ASPD|1DMG	1257VULN|3DMG|4RCR|6ASPD|8AART|9MDPS|aMBVNT
88	33521 15114	 * 	211.69	ACR|5VULN|2DMG|1NUKE|1ZMB	12689VULN|3ZMB|4RCR|58DMG|78LWND|8BPWR|aNUKE
89	33222 32351	 * 	211.57	DCR|4VULN|1AART|1DMG|1CDMG	1238VULN|4VENFST|5LWND|6CDMG|7AART|9RCR|aDMG
90	33232 42351	   	211.57	DCR|4VULN|1AART|1DMG|1CDMG	1238VULN|4CDMG|5MULFIG|6LWND|7AART|9RCR|aDMG
91	33232 52351	   	211.57	DCR|4VULN|1AART|1DMG|1CDMG	1238VULN|4CDMG|5MULFIG|6LHND|7AART|9RCR|aDMG
92	33232 53551	   	211.57	DCR|4VULN|1AART|1DMG|1CDMG	1237VULN|4CDMG|5MULFIG|6LHND|8AART|9RCR|aDMG
93	33521 12114	   	211.49	ACR|5VULN|2DMG|1NUKE|1ZMB	12689VULN|3ZMB|4RCR|58DMG|78DUST|8BPWR|aNUKE
94	31441 14111	   	211.34	ACR|4VULN|1AART|1ASPD|1DMG|1CDMG	169aVULN|2ASPD|3RCR|4DMSP|5DMG|7CDMG|8AART
95	26542 21113	 * 	211.22	ACR|4VULN|3ASPD|3DUR	1RCR|2DMSP|3RMIN|4RCVC|58aDUR|68aASPD|789aVULN|8aBPWR
96	31513 26323	 * 	211.20	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	14VULN|2ASPD|3CGEN|5SPLREG|6DMG|7DUR|8AART|9CDMG|aRCR
97	33321 21613	   	211.08	ACR|3VULN|2DMG|1AART|1ASPD|1CDMG	127VULN|35DMG|4RCR|6ASPD|8AART|9FEWX|aCDMG
98	33321 21623	   	211.08	ACR|3VULN|2DMG|1AART|1ASPD|1CDMG	127VULN|35DMG|4RCR|6ASPD|8AART|9BEXP|aCDMG
99	33321 21653	   	211.08	ACR|3VULN|2DMG|1AART|1ASPD|1CDMG	127VULN|35DMG|4RCR|6ASPD|8AART|9LHND|aCDMG
100	33321 24112	   	211.08	ACR|3VULN|2DMG|1AART|1ASPD|1CDMG	129VULN|35DMG|4RCR|6ASPD|7CDMG|8AART|aDMSP
101	33321 24113	   	211.08	ACR|3VULN|2DMG|1AART|1ASPD|1CDMG	129VULN|35DMG|4RCR|6ASPD|7CDMG|8AART|aBEXP
102	33321 24114	   	211.08	ACR|3VULN|2DMG|1AART|1ASPD|1CDMG	129VULN|35DMG|4RCR|6ASPD|7CDMG|8AART|aLHND
103	33321 24115	   	211.08	ACR|3VULN|2DMG|1AART|1ASPD|1CDMG	129VULN|35DMG|4RCR|6ASPD|7CDMG|8AART|aMLV
104	35321 24111	   	211.08	ACR|3VULN|2DMG|1AART|1ASPD|1CDMG	19aVULN|2AELBLL|35DMG|4RCR|6ASPD|7CDMG|8AART
105	33321 24116	   	210.98	ACR|3VULN|2DMG|1AART|1ASPD|1CDMG	129VULN|35DMG|4RCR|6ASPD|7CDMG|8AART|aTLV
106	33325 25113	   	210.91	ACR|5VULN|3ASPD|1DMG	12589VULN|3DMG|4RCR|68aASPD|78LWND|8BPWR
107	15125 31422	   	210.86	DCR|2VULN|2AART|1ASPD|1DMG|1ZMB	1LIT|23VULN|4ASPD|57AART|6DMG|8RCR|9RCVC|aZMB
108	33321 21662	   	210.68	ACR|4VULN|2DMG|1AART|1ASPD	1279VULN|35DMG|4RCR|6ASPD|8AART|aBEXP
109	33321 21665	   	210.68	ACR|4VULN|2DMG|1AART|1ASPD	1279VULN|35DMG|4RCR|6ASPD|8AART|aMLV
110	33325 22161	 * 	210.66	ACR|4VULN|1MDPS|2ASPD|1DMG|1DUR	1258VULN|3DMG|4RCR|68ASPD|78DUST|8BPWR|9DUR|aMDPS
111	33321 21663	   	210.58	ACR|4VULN|2DMG|1AART|1ASPD|1MSE	1279VULN|35DMG|4RCR|6ASPD|8AART|aMSE
112	33321 21664	   	210.58	ACR|4VULN|2DMG|1AART|1ASPD	1279VULN|35DMG|4RCR|6ASPD|8AART|aDUST
113	35321 21661	   	210.48	ACR|3VULN|3DMG|1AART|1ASPD	179VULN|2AELBLL|35aDMG|4RCR|6ASPD|8AART
114	33361 14243	   	210.40	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB|1DUR	12VULN|35DMG|4DUR|6ZMB|7CDMG|8ASPD|9RCR|aCGEN
115	33321 11113	   	210.40	ACR|5VULN|3DMG|2ZMB	1279aVULN|35aDMG|4RCR|6aZMB|8LEGI|aBPWR
116	33361 14242	   	210.30	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB|1DUR	12VULN|35DMG|4DUR|6ZMB|7CDMG|8ASPD|9RCR|aERES
117	33325 24131	   	210.09	ACR|4VULN|1AART|1ASPD|1DMG|1CDMG	125aVULN|3DMG|4RCR|6ASPD|7CDMG|8AART|9RCVC
118	23431 21116	   	210.00	ACR|4VULN|2DMG|2ASPD	1RCR|28DUST|35DMG|4RCVC|68ASPD|789aVULN|8BPWR
119	33332 56511	   	209.93	DCR|3VULN|2DMG|2ASPD	127VULN|37DMG|4FEWX|5MULFIG|67ASPD|7BPWR|8LIT|9RMIN|aRCR
120	33233 21611	 * 	209.57	DCR|4VULN|1AART|1ASPD|1CDMG	1237VULN|4CDMG|5RPLT|6ASPD|8AART|9FEWX|aRCR
121	33233 21621	   	209.57	DCR|4VULN|1AART|1ASPD|1CDMG	1237VULN|4CDMG|5RPLT|6ASPD|8AART|9BEXP|aRCR
122	33233 21651	   	209.57	DCR|4VULN|1AART|1ASPD|1CDMG	1237VULN|4CDMG|5RPLT|6ASPD|8AART|9LHND|aRCR
123	33233 51611	   	209.57	DCR|4VULN|1AART|1DMG|1CDMG	1237VULN|4CDMG|5RPLT|6DMG|8AART|9FEWX|aRCR
124	33233 51621	   	209.57	DCR|4VULN|1AART|1DMG|1CDMG	1237VULN|4CDMG|5RPLT|6DMG|8AART|9BEXP|aRCR
125	33233 51651	   	209.57	DCR|4VULN|1AART|1DMG|1CDMG	1237VULN|4CDMG|5RPLT|6DMG|8AART|9LHND|aRCR
126	33252 14632	 * 	209.47	DCR|3VULN|3ZMB|1AART|1ASPD	123VULN|46aZMB|5ASPD|7RCR|8AART|9LIT
127	33325 21613	   	209.34	ACR|4VULN|1AART|1ASPD|1DMG|1CDMG	1257VULN|3DMG|4RCR|6ASPD|8AART|9FEWX|aCDMG
128	33325 21623	   	209.34	ACR|4VULN|1AART|1ASPD|1DMG|1CDMG	1257VULN|3DMG|4RCR|6ASPD|8AART|9BEXP|aCDMG
129	33325 21653	   	209.34	ACR|4VULN|1AART|1ASPD|1DMG|1CDMG	1257VULN|3DMG|4RCR|6ASPD|8AART|9LHND|aCDMG
130	33325 24112	   	209.34	ACR|4VULN|1AART|1ASPD|1DMG|1CDMG	1259VULN|3DMG|4RCR|6ASPD|7CDMG|8AART|aDMSP
131	33325 24113	   	209.34	ACR|4VULN|1AART|1ASPD|1DMG|1CDMG	1259VULN|3DMG|4RCR|6ASPD|7CDMG|8AART|aBEXP
132	33325 24114	   	209.34	ACR|4VULN|1AART|1ASPD|1DMG|1CDMG	1259VULN|3DMG|4RCR|6ASPD|7CDMG|8AART|aLHND
133	33325 24115	   	209.34	ACR|4VULN|1AART|1ASPD|1DMG|1CDMG	1259VULN|3DMG|4RCR|6ASPD|7CDMG|8AART|aMLV
134	35325 24111	   	209.34	ACR|4VULN|1AART|1ASPD|1DMG|1CDMG	159aVULN|2AELBLL|3DMG|4RCR|6ASPD|7CDMG|8AART
135	33325 24116	   	209.24	ACR|4VULN|1AART|1ASPD|1DMG|1CDMG	1259VULN|3DMG|4RCR|6ASPD|7CDMG|8AART|aTLV
136	33321 25674	 * 	209.15	ACR|3VULN|2DMG|2ASPD|1AART	12aVULN|35DMG|4RCR|6aASPD|7aLWND|8MBVNT|9AART|aBPWR
137	33323 41661	   	209.09	ACR|4VULN|1AART|1ASPD|1DMG|1CDMG|1SELL	1279VULN|3DMG|4RCR|5CDMG|6SELL|8AART|aASPD
138	33321 26214	   	209.05	ACR|3VULN|2DMG|2ASPD|1AART	128VULN|35DMG|4RCR|69ASPD|7LIT|aAART
139	33143 16236	   	208.81	DCR|3VULN|2DMG|1AART|2SPLREG	127VULN|3LWND|4BELT|57DMG|67SPLREG|7BPWR|8AART|9BEXP|aRCR
140	33325 25111	   	208.32	ACR|5VULN|2ASPD|1DMG|1ZMB	12589VULN|3DMG|4RCR|68ASPD|78LWND|8BPWR|aZMB
141	33521 15163	   	208.23	ACR|5VULN|3DMG|1ZMB	1268aVULN|3ZMB|4RCR|58aDMG|78aLWND|8aBPWR|9RCVC
142	33363 51351	 * 	208.17	DCR|3VULN|2DMG|1CDMG|1ZMB|1DUR	126VULN|38DMG|4DUR|5CDMG|7LHND|9RCR|aZMB
143	33325 22111	   	208.12	ACR|5VULN|2ASPD|1DMG|1ZMB	12589VULN|3DMG|4RCR|68ASPD|78DUST|8BPWR|aZMB
144	33321 22113	   	207.89	ACR|4VULN|2DMG|2ASPD|1AAC	1289VULN|35DMG|4RCR|68ASPD|78DUST|8BPWR|aAAC
145	33252 41211	   	207.77	DCR|3VULN|1AART|1ASPD|1DMG|1ZMB	123VULN|4ZMB|5ASPD|6AART|7ERES|8DMG|9FEWX|aRCR
146	33252 41221	   	207.77	DCR|3VULN|1AART|1ASPD|1DMG|1ZMB	123VULN|4ZMB|5ASPD|6AART|7ERES|8DMG|9BEXP|aRCR
147	33252 41251	   	207.77	DCR|3VULN|1AART|1ASPD|1DMG|1ZMB	123VULN|4ZMB|5ASPD|6AART|7ERES|8DMG|9LHND|aRCR
148	33252 46211	   	207.77	DCR|3VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	123VULN|4ZMB|5ASPD|6AART|7AAC|8DMG|9FEWX|aRCR
149	33252 46221	   	207.77	DCR|3VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	123VULN|4ZMB|5ASPD|6AART|7AAC|8DMG|9BEXP|aRCR
150	33316 13661	   	207.77	DCR|3VULN|1AART|1ASPD|1DMG|1ZMB	125VULN|3DMG|4ERES|6ZMB|7LHND|8AART|9ASPD|aRCR
151	33321 15113	 * 	207.50	ACR|5VULN|2DMG|3ZMB	1289aVULN|35DMG|4RCR|68aZMB|78aLWND|8aBPWR
152	33523 55113	   	207.48	ACR|5VULN|3DMG|1ZMB	1289aVULN|3ZMB|4RCR|5DMSP|68aDMG|78aLWND|8aBPWR
153	33325 21661	   	207.35	ACR|5VULN|1AART|1ASPD|1DMG	12579VULN|3DMG|4RCR|6ASPD|8AART|aRPLT
154	33325 26214	 * 	207.31	ACR|4VULN|2ASPD|1AART|1DMG	1258VULN|3DMG|4RCR|69ASPD|7LIT|aAART
155	33325 21663	   	207.25	ACR|5VULN|1AART|1ASPD|1DMG	12579VULN|3DMG|4RCR|6ASPD|8AART|aDUST
156	33331 15412	   	207.21	DCR|3DMG|2VULN|1AART|1ZMB	12VULN|359DMG|4FEWX|6ZMB|7LWND|8RCR|aAART
157	33363 51353	 * 	207.20	DCR|3VULN|1MDPS|2DMG|1CDMG|1DUR	126VULN|38DMG|4DUR|5CDMG|7LHND|9RCR|aMDPS
158	33525 14113	   	207.20	ACR|5VULN|2DMG|3ZMB	1259aVULN|36aZMB|4RCR|7aDMG|8LEGI|aBPWR
159	33325 24261	   	207.19	ACR|3VULN|3ASPD|1DMG|1CDMG|1ZMB	125VULN|3DMG|4RCR|689ASPD|7CDMG|aZMB
160	33332 36553	   	207.18	DCR|4VULN|3DMG	127aVULN|37aDMG|49FEWX|5MULFIG|67aCGEN|7aBPWR|8RCR
161	33332 36561	   	207.18	DCR|4VULN|3DMG	1279VULN|379DMG|4FEWX|5MULFIG|679CGEN|79BPWR|8RCR|aMLV
162	33332 36562	   	207.18	DCR|4VULN|3DMG	1279VULN|379DMG|4FEWX|5MULFIG|679CGEN|79BPWR|8RCR|aLHND
163	33332 36563	   	207.18	DCR|4VULN|3DMG	1279VULN|379DMG|4FEWX|5MULFIG|679CGEN|79BPWR|8RCR|aLWND
164	33235 33636	 * 	207.14	DCR|4VULN|1AART|2CDMG|1DUR	123aVULN|45CDMG|6ERES|7AART|8DUR|9RCR
165	33321 24261	   	206.95	ACR|3ASPD|2VULN|2DMG|1CDMG|1ZMB	12VULN|35DMG|4RCR|689ASPD|7CDMG|aZMB
166	33321 51151	 * 	206.77	ACR|3VULN|3DMG|1AART|1CDMG	128VULN|356DMG|4RCR|78BEXP|8BPWR|9CDMG|aAART
167	33321 51451	   	206.67	ACR|3VULN|3DMG|1AART|1CDMG	128VULN|356DMG|4RCR|7BEXP|9CDMG|aAART
168	33321 54221	   	206.57	ACR|3VULN|3DMG|1AART|1CDMG	127VULN|356DMG|4RCR|8CDMG|9DUST|aAART
169	33325 54221	   	206.57	ACR|3VULN|3DMG|1AART|1CDMG	125VULN|367DMG|4RCR|8CDMG|9DUST|aAART
170	31441 26113	   	206.56	ACR|4VULN|3DMG|1ASPD	189aVULN|2ASPD|3RCR|4DMSP|58aDMG|68aFEWX|7RCVC|8aBPWR
171	33321 22166	   	206.50	ACR|3VULN|3ASPD|2DMG|1DUR	128VULN|35DMG|4RCR|68aASPD|78DUST|8BPWR|9DUR
172	33525 22161	   	206.30	ACR|3VULN|1MDPS|1AART|1ASPD|1DMG|1ZMB	125VULN|3ZMB|4RCR|6AART|7DMG|8ERES|9ASPD|aMDPS
173	33325 25115	   	206.29	ACR|5VULN|2ASPD|1DMG|1DUR	12589VULN|3DMG|4RCR|68ASPD|78LWND|8BPWR|aDUR
174	33252 34163	   	206.17	DCR|4VULN|2ASPD|2ZMB	123aVULN|4aZMB|5aASPD|69RCVC|7RCR|8LEGI|aBPWR
175	35321 21615	   	206.14	ACR|1SPLARM|2VULN|2DMG|1AART|1ASPD	17VULN|2AELBLL|35DMG|4RCR|6ASPD|8AART|9FEWX|aSPLARM
