0	Index      	 *	Score 	Summary	Detail	
1	32246 21315	 * 	239.20	DCR|5VULN|3DMG|1ASPD	13457VULN|24aDMG|4BPWR|6ASPD|8DMSP|9RCR
20	31632 21233	   	223.53	DCR|3VULN|2DMG|1AART|1ASPD|1DUR	135VULN|2RPLT|35BPWR|45DMG|6BELT|7ASPD|8AART|9DUR|aRCR
21	32226 21315	   	223.45	DCR|5VULN|2DMG|1ASPD	13457VULN|2aDMG|6ASPD|8DMSP|9RCR
22	32246 21312	   	223.45	DCR|5VULN|2DMG|1ASPD	13457VULN|24DMG|4BPWR|6ASPD|8DMSP|9RCR|aTSLARM
23	32246 23513	   	222.95	DCR|4VULN|3DMG|1ASPD	1345VULN|248DMG|4BPWR|6ASPD|7AME|9DMSP|aRCR
24	32246 21253	   	222.88	DCR|5VULN|2DMG|1ASPD|1AAC|1DUR	13457VULN|24DMG|4BPWR|6ASPD|8DUR|9AAC|aRCR
25	32153 82613	 * 	222.21	DCR|3DMG|3ASPD|2VULN	19VULN|289DMG|3TLV|4MBVNT|5DUST|69aASPD|7RCR|9BPWR
26	32226 11341	   	221.55	DCR|5VULN|2DMG|1ASPD	13456VULN|26DMG|6BPWR|7BEXP|8LHND|9ASPD|aRCR
27	32226 15341	   	221.55	DCR|5VULN|2DMG|1ASPD	13456VULN|26DMG|6BPWR|7FEWX|8LHND|9ASPD|aRCR
28	32226 16141	   	221.55	DCR|5VULN|2DMG|1ASPD	13456VULN|26DMG|6BPWR|7LWND|8FEWX|9ASPD|aRCR
29	32241 24341	   	221.55	DCR|5VULN|2DMG|1ASPD	13478VULN|24DMG|4BPWR|5BEXP|6LWND|9ASPD|aRCR
30	32241 61341	   	221.55	DCR|5VULN|2DMG|1ASPD	13468VULN|24DMG|4BPWR|5BEXP|7LHND|9ASPD|aRCR
31	32246 21121	   	221.55	DCR|5VULN|2DMG|1ASPD	13457VULN|24DMG|4BPWR|6ASPD|8LHND|9FEWX|aRCR
32	32223 56352	 * 	221.38	DCR|4VULN|1AART|1ASPD|1DMG	1348VULN|2DMG|5CGEN|6RCR|7MLV|9AART|aASPD
33	32226 15531	   	220.13	DCR|5VULN|2DMG|1ZMB|1DUR	13456VULN|26DMG|6BPWR|7FEWX|8ZMB|9DUR|aRCR
34	22222 16624	   	220.12	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD	1FEWX|27DMG|36VULN|4LIT|5ASPD|8RCR|9AART|aMDPS
35	32322 15624	   	220.12	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD	16VULN|27DMG|3BEXP|4LIT|5ASPD|8RCR|9AART|aMDPS
36	32243 56323	   	219.96	DCR|4VULN|1SPLARM|2DMG|1AAC	1348VULN|24DMG|4BPWR|5CGEN|6RCR|7MLV|9SPLARM|aAAC
37	32243 54232	 * 	219.35	DCR|3VULN|3DMG|1CDMG|1DUR|1SELL	134VULN|248DMG|4BPWR|5CGEN|6RCR|7SELL|9CDMG|aDUR
38	32226 11364	   	219.14	DCR|5VULN|3DMG	13456VULN|26aDMG|6BPWR|7BEXP|8LHND|9RCR
39	22222 16625	   	219.12	DCR|3VULN|2DMG|1AART|1ASPD	1FEWX|27DMG|36aVULN|4LIT|5ASPD|8RCR|9AART
40	32322 15625	   	219.12	DCR|3VULN|2DMG|1AART|1ASPD	16aVULN|27DMG|3BEXP|4LIT|5ASPD|8RCR|9AART
41	32243 53631	   	219.01	DCR|4VULN|2DMG|1AART	134aVULN|24DMG|4BPWR|5CGEN|6RCR|7LWND|8BEXP|9AART
42	32153 82314	   	218.59	DCR|2VULN|2DMG|2ASPD|1AART	19VULN|29DMG|3TLV|4MBVNT|5DUST|69ASPD|7RCR|8RCVC|9BPWR|aAART
43	32243 56332	   	217.79	DCR|5VULN|2DMG|1DUR	13489VULN|24DMG|4BPWR|5CGEN|6RCR|7MLV|aDUR
44	32223 56353	 * 	217.57	DCR|4VULN|1AART|1DMG|1CDMG	1348VULN|2DMG|5CGEN|6RCR|7MLV|9AART|aCDMG
45	32153 82514	   	217.31	DCR|2VULN|2DMG|2ASPD|1AART	19VULN|29DMG|3TLV|4MBVNT|58DUST|69ASPD|7RCR|9BPWR|aAART
46	32522 14521	 * 	217.12	DCR|3VULN|2DMG|1MDPS|1AART|1ASPD	14aVULN|24DMG|3MDPS|4BPWR|5DMSP|6ASPD|7CGEN|8AART|9RCR
47	32522 16521	   	217.12	DCR|3VULN|2DMG|1MDPS|1AART|1ASPD	14aVULN|24DMG|3MDPS|4BPWR|5DMSP|6ASPD|7AME|8AART|9RCR
48	32522 13521	   	217.02	DCR|3VULN|2DMG|1MDPS|1AART|1ASPD	14aVULN|24DMG|3MDPS|4BPWR|5DMSP|6ASPD|7ERES|8AART|9RCR
49	32243 52122	   	216.90	DCR|4VULN|2DMG|1ASPD	1348VULN|24DMG|4BPWR|5CGEN|6RCR|7RCVC|9ASPD|aBEXP
50	32243 52123	   	216.90	DCR|4VULN|2DMG|1ASPD	1348VULN|24DMG|4BPWR|5CGEN|6RCR|7RCVC|9ASPD|aAME
51	32243 52124	   	216.80	DCR|4VULN|2DMG|1ASPD	1348VULN|24DMG|4BPWR|5CGEN|6RCR|7RCVC|9ASPD|aDUST
52	32243 52125	   	216.80	DCR|4VULN|2DMG|1ASPD	1348VULN|24DMG|4BPWR|5CGEN|6RCR|7RCVC|9ASPD|aMBVNT
53	32243 52126	   	216.80	DCR|4VULN|2DMG|1ASPD|1MSE	1348VULN|24DMG|4BPWR|5CGEN|6RCR|7RCVC|9ASPD|aMSE
54	32243 55333	   	216.71	DCR|3VULN|2DMG|1AART|2DUR	134VULN|24DMG|4BPWR|5CGEN|6RCR|7aDUR|8LWND|9AART
55	35226 21315	   	216.20	DCR|5VULN|1ASPD|1DMG|1ZMB	13457VULN|2ZMB|6ASPD|8DMSP|9RCR|aDMG
56	32223 56331	   	215.58	DCR|5VULN|1AART|1DMG	13489VULN|2DMG|5CGEN|6RCR|7MLV|aAART
57	32221 65125	   	215.38	DCR|4VULN|1AART|1ASPD|1DMG	1346VULN|2DMG|5BEXP|7AART|8LHND|9RCR|aASPD
58	32243 56312	   	215.29	DCR|4VULN|2DMG|1ASPD	1348VULN|24DMG|4BPWR|5aCGEN|6RCR|7MLV|9ASPD
59	32223 46521	 * 	215.28	DCR|4VULN|1MDPS|1AART|1ASPD|1DMG	134aVULN|2DMG|5CGEN|6MDPS|7ASPD|8AART|9RCR
60	31632 21253	   	215.22	DCR|3VULN|2DMG|1AART|1ASPD	135VULN|2RPLT|35BPWR|45DMG|69BELT|7ASPD|8AART|aRCR
61	32243 56311	   	215.19	DCR|4VULN|2DMG|1ASPD	1348VULN|24DMG|4BPWR|5CGEN|6RCR|7MLV|9ASPD|aDUST
62	32243 56313	   	215.19	DCR|4VULN|2DMG|1ASPD	1348VULN|24DMG|4BPWR|5CGEN|6RCR|7MLV|9ASPD|aMSLREG
63	31632 11418	 * 	214.71	DCR|3VULN|3DMG|1AART	135VULN|2RPLT|35BPWR|459DMG|6MBVNT|7BEXP|8RCR|aAART
64	31632 16418	   	214.61	DCR|3VULN|3DMG|1AART	135VULN|2RPLT|35BPWR|459DMG|6MBVNT|7DUST|8RCR|aAART
65	32153 62814	   	214.51	DCR|3VULN|2DMG|1AART|2ZMB	189VULN|29DMG|3TLV|4MBVNT|5DUST|69ZMB|7RCR|9BPWR|aAART
66	33554 33514	 * 	214.08	DCR|2VULN|2DMG|1AART|3DUR|1CDMG	17VULN|237DUR|4MBVNT|57DMG|6LEGI|7BPWR|8AART|9RCR|aCDMG
67	22222 51236	   	213.81	DCR|2VULN|2DMG|2ASPD|2DUR|1ZMB	1FEWX|2aDMG|38VULN|4LIT|5aASPD|6ZMB|7aDUR|9RCR|aBPWR
68	32243 56111	   	213.66	DCR|3VULN|2DMG|2ASPD	134VULN|24DMG|4BPWR|5CGEN|6RCR|7MLV|8aASPD|9BEXP
69	32243 56131	   	213.66	DCR|3VULN|2DMG|2ASPD	134VULN|24DMG|4BPWR|5CGEN|6RCR|7MLV|8aASPD|9LHND
70	32522 13534	 * 	213.26	DCR|2VULN|2AART|2DMG|1MDPS|1ASPD	14VULN|24DMG|3MDPS|4BPWR|5DMSP|6ASPD|7ERES|89AART|aRCR
71	32243 52115	 * 	213.08	DCR|4VULN|2DMG|1CDMG	1348VULN|24DMG|4BPWR|5CGEN|6RCR|7RCVC|9MLV|aCDMG
72	32241 65121	   	213.01	DCR|4VULN|2DMG|1AART	1346VULN|24DMG|4BPWR|5BEXP|7AART|8LHND|9RCR|aLWND
73	32241 65122	   	213.01	DCR|4VULN|2DMG|1AART	1346VULN|24DMG|4BPWR|5BEXP|7AART|8LHND|9RCR|aAME
74	32241 65123	   	213.01	DCR|4VULN|2DMG|1AART	1346VULN|24DMG|4BPWR|5BEXP|7AART|8LHND|9RCR|aCGEN
75	32226 21221	   	212.17	DCR|5VULN|1ASPD|1DMG|1DUR	13457VULN|2DMG|6ASPD|8DUR|9FEWX|aRCR
76	32226 21231	   	212.17	DCR|5VULN|1ASPD|1DMG|1DUR	13457VULN|2DMG|6ASPD|8DUR|9LHND|aRCR
77	32226 21243	   	212.17	DCR|5VULN|1ASPD|1DMG|1DUR	13457VULN|2DMG|6ASPD|8DUR|9AME|aRCR
78	32223 56325	 * 	212.13	DCR|4VULN|1SPLARM|1ASPD|1DMG	1348VULN|2DMG|5CGEN|6RCR|7MLV|9SPLARM|aASPD
79	25322 22236	   	212.03	DCR|3VULN|2ASPD|1DMG|2ZMB|1DUR	1FEWX|2aZMB|3DUR|4LIT|5aASPD|6DMG|78aVULN|9RCR|aBPWR
80	32226 11521	   	211.82	DCR|5VULN|2DMG|1ZMB	13456VULN|26DMG|6BPWR|7BEXP|8ZMB|9FEWX|aRCR
81	32226 11531	   	211.82	DCR|5VULN|2DMG|1ZMB	13456VULN|26DMG|6BPWR|7BEXP|8ZMB|9LHND|aRCR
82	32226 11543	   	211.82	DCR|5VULN|2DMG|1ZMB	13456VULN|26DMG|6BPWR|7BEXP|8ZMB|9AME|aRCR
83	32226 16521	   	211.82	DCR|5VULN|2DMG|1ZMB	13456VULN|26DMG|6BPWR|7LWND|8ZMB|9FEWX|aRCR
84	32226 16531	   	211.82	DCR|5VULN|2DMG|1ZMB	13456VULN|26DMG|6BPWR|7LWND|8ZMB|9LHND|aRCR
85	31632 21351	 * 	211.69	DCR|3VULN|2DMG|1ASPD|1CDMG	135VULN|2RPLT|35BPWR|45DMG|6BELT|7ASPD|8RCR|9LIT|aCDMG
86	32226 15233	   	211.55	DCR|5VULN|2DMG|1DUR|1SELL	13456VULN|26DMG|6BPWR|7FEWX|8SELL|9RCR|aDUR
87	32243 53633	   	211.46	DCR|3VULN|2DMG|1AART|1DUR	134VULN|24DMG|4BPWR|5CGEN|6RCR|7LWND|8BEXP|9AART|aDUR
88	32243 55332	   	211.46	DCR|3VULN|2DMG|1AART|1DUR	134VULN|24DMG|4BPWR|5CGEN|6RCR|7DUR|8LWND|9AART|aRPLT
89	32153 82811	   	211.46	DCR|3VULN|2DMG|2ASPD	189VULN|29DMG|3TLV|4MBVNT|5DUST|69ASPD|7RCR|9BPWR|aRMIN
90	32153 82812	   	211.46	DCR|3VULN|2DMG|2ASPD	189VULN|29DMG|3TLV|4MBVNT|5DUST|69ASPD|7RCR|9BPWR|aBEXP
91	32153 82813	   	211.46	DCR|3VULN|2DMG|2ASPD	189VULN|29DMG|3TLV|4MBVNT|5DUST|69ASPD|7RCR|9BPWR|aCGEN
92	31632 21342	   	211.29	DCR|4VULN|2DMG|1ASPD	135aVULN|2RPLT|35BPWR|45DMG|6BELT|7ASPD|8RCR|9CGEN
93	32153 82316	 * 	211.06	DCR|2VULN|2DMG|2ASPD|1CDMG	19VULN|29DMG|3TLV|4MBVNT|5DUST|69ASPD|7RCR|8RCVC|9BPWR|aCDMG
94	32243 54233	 * 	211.04	DCR|3VULN|3DMG|1CDMG|1SELL	134VULN|248DMG|4BPWR|5CGEN|6RCR|7SELL|9CDMG|aRMIN
95	32243 54231	 * 	210.94	DCR|3VULN|3DMG|1CDMG|1SELL	134VULN|248DMG|4BPWR|5CGEN|6RCR|7SELL|9CDMG|aDUST
96	32226 13221	   	209.79	DCR|5VULN|2DMG|1DUR	13456VULN|26DMG|6BPWR|7CGEN|8DUR|9FEWX|aRCR
97	32226 13231	   	209.79	DCR|5VULN|2DMG|1DUR	13456VULN|26DMG|6BPWR|7CGEN|8DUR|9LHND|aRCR
98	32226 14221	   	209.79	DCR|5VULN|2DMG|1DUR	13456VULN|26DMG|6BPWR|7RMIN|8DUR|9FEWX|aRCR
99	32226 14231	   	209.79	DCR|5VULN|2DMG|1DUR	13456VULN|26DMG|6BPWR|7RMIN|8DUR|9LHND|aRCR
100	32226 15431	   	209.79	DCR|5VULN|2DMG|1DUR	13456VULN|26DMG|6BPWR|7FEWX|8AME|9DUR|aRCR
101	32243 25121	   	209.79	DCR|5VULN|2DMG|1DUR	13468VULN|24DMG|4BPWR|5CGEN|7DUR|9FEWX|aRCR
102	32243 25131	   	209.79	DCR|5VULN|2DMG|1DUR	13468VULN|24DMG|4BPWR|5CGEN|7DUR|9LHND|aRCR
103	32243 21221	   	209.79	DCR|5VULN|2DMG|1DUR	13467VULN|24DMG|4BPWR|5CGEN|8DUR|9FEWX|aRCR
104	32243 21231	   	209.79	DCR|5VULN|2DMG|1DUR	13467VULN|24DMG|4BPWR|5CGEN|8DUR|9LHND|aRCR
105	32246 31221	   	209.79	DCR|5VULN|2DMG|1DUR	13457VULN|24DMG|4BPWR|6CGEN|8DUR|9FEWX|aRCR
106	32246 31231	   	209.79	DCR|5VULN|2DMG|1DUR	13457VULN|24DMG|4BPWR|6CGEN|8DUR|9LHND|aRCR
107	32246 35121	   	209.79	DCR|5VULN|2DMG|1DUR	13458VULN|24DMG|4BPWR|6CGEN|7DUR|9FEWX|aRCR
108	32246 35131	   	209.79	DCR|5VULN|2DMG|1DUR	13458VULN|24DMG|4BPWR|6CGEN|7DUR|9LHND|aRCR
109	32246 63221	   	209.79	DCR|5VULN|2DMG|1DUR	13456VULN|24DMG|4BPWR|7CGEN|8DUR|9FEWX|aRCR
110	32246 63231	   	209.79	DCR|5VULN|2DMG|1DUR	13456VULN|24DMG|4BPWR|7CGEN|8DUR|9LHND|aRCR
111	32243 56211	   	209.78	DCR|3VULN|2DMG|1ASPD|1ZMB	134VULN|24DMG|4BPWR|5CGEN|6RCR|7MLV|8ZMB|9BEXP|aASPD
112	32243 56231	   	209.78	DCR|3VULN|2DMG|1ASPD|1ZMB	134VULN|24DMG|4BPWR|5CGEN|6RCR|7MLV|8ZMB|9LHND|aASPD
113	32243 56321	   	209.75	DCR|4VULN|1SPLARM|2DMG	1348VULN|24DMG|4BPWR|5CGEN|6RCR|7MLV|9SPLARM|aAME
114	32226 12221	   	209.69	DCR|5VULN|2DMG|1DUR	13456VULN|26DMG|6BPWR|7ERES|8DUR|9FEWX|aRCR
115	32226 12231	   	209.69	DCR|5VULN|2DMG|1DUR	13456VULN|26DMG|6BPWR|7ERES|8DUR|9LHND|aRCR
116	32245 62131	 * 	209.69	DCR|5VULN|2DMG|1NUKE|1DUR	13468VULN|24DMG|4BPWR|5FEWX|7NUKE|9DUR|aRCR
117	32246 41221	   	209.69	DCR|5VULN|2DMG|1DUR	13457VULN|24DMG|4BPWR|6ERES|8DUR|9FEWX|aRCR
118	32246 41231	   	209.69	DCR|5VULN|2DMG|1DUR	13457VULN|24DMG|4BPWR|6ERES|8DUR|9LHND|aRCR
119	32246 62221	   	209.69	DCR|5VULN|2DMG|1DUR	13456VULN|24DMG|4BPWR|7ERES|8DUR|9FEWX|aRCR
120	32246 62231	   	209.69	DCR|5VULN|2DMG|1DUR	13456VULN|24DMG|4BPWR|7ERES|8DUR|9LHND|aRCR
121	32243 51531	   	209.68	DCR|3VULN|2DMG|1ASPD|1ZMB	134VULN|24DMG|4BPWR|5CGEN|6RCR|7FEWX|8ZMB|9TLV|aASPD
122	32223 56324	   	209.65	DCR|4VULN|1SPLARM|2DMG	1348VULN|2aDMG|5CGEN|6RCR|7MLV|9SPLARM
123	32223 55331	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	134aVULN|2DMG|5CGEN|6RCR|7DUR|8LWND|9AART
124	32223 56351	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	1348VULN|2DMG|5CGEN|6RCR|7MLV|9AART|aDUR
125	22222 16623	   	209.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1FEWX|27DMG|36VULN|4LIT|5ASPD|8RCR|9AART|aDUR
126	32322 15623	   	209.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	16VULN|27DMG|3BEXP|4LIT|5ASPD|8RCR|9AART|aDUR
127	32243 56333	   	209.39	DCR|5VULN|2DMG|1SELL	13489VULN|24DMG|4BPWR|5CGEN|6RCR|7MLV|aSELL
128	32243 52321	   	209.36	DCR|3VULN|2DMG|1ASPD|1DUR	134VULN|24DMG|4BPWR|58CGEN|6RCR|7RCVC|9ASPD|aDUR
129	32243 52521	   	209.36	DCR|3VULN|2DMG|1ASPD|1DUR	134VULN|24DMG|4BPWR|5CGEN|6RCR|7RCVC|8AELBLL|9ASPD|aDUR
130	32153 82611	   	209.28	DCR|3DMG|2VULN|2ASPD	19VULN|289DMG|3TLV|4MBVNT|5DUST|69ASPD|7RCR|9BPWR|aLHND
