0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35241 33433	10	 * 	278.50	橙4易伤2时间2等级1伤害1核弹	1立即金币2569易伤3伤害4核弹79等级89时间9序列升级a核
38	35243 13511	6	   	265.54	橙2易伤3伤害2时间1暴击1核弹1全技能	1立即金币28易伤358伤害4核弹68时间7全技能8序列升级9暴击a核
39	35261 12111	8	   	265.27	橙3易伤3时间1伤害1等级	1立即金币256易伤3伤害489时间7核a等级
40	31231 12131	7	   	264.93	橙5易伤2伤害	1立即金币29敌人爆炸39伤害45689易伤7核9序列升级a矿等
41	31231 12132	7	   	264.93	橙5易伤2伤害	1立即金币29a敌人爆炸39伤害45689易伤7核9序列升级
42	31231 12133	7	   	264.93	橙5易伤2伤害	1立即金币29敌人爆炸39伤害45689易伤7核9序列升级a基地爆炸
43	35221 12131	7	   	264.93	橙5易伤2伤害	1立即金币25689易伤39伤害49敌人爆炸7核9序列升级a矿等
44	35221 12132	7	   	264.93	橙5易伤2伤害	1立即金币25689易伤39伤害49a敌人爆炸7核9序列升级
45	35221 12133	7	   	264.93	橙5易伤2伤害	1立即金币25689易伤39伤害49敌人爆炸7核9序列升级a基地爆炸
46	31231 12136	7	   	264.83	橙5易伤2伤害	1立即金币29敌人爆炸39伤害45689易伤7核9序列升级a掉矿
47	35221 12136	7	   	264.83	橙5易伤2伤害	1立即金币25689易伤39伤害49敌人爆炸7核9序列升级a掉矿
48	35211 12131	7	   	264.73	橙5易伤2伤害	1立即金币25689易伤39伤害49挖尘7核9序列升级a矿等
49	35211 12132	7	   	264.73	橙5易伤2伤害	1立即金币25689易伤39伤害49挖尘7核9序列升级a敌人爆炸
50	35211 12133	7	   	264.73	橙5易伤2伤害	1立即金币25689易伤39伤害49挖尘7核9序列升级a低血量敌人
51	35211 12134	7	   	264.73	橙5易伤2伤害	1立即金币25689易伤39伤害49挖尘7核9序列升级a基地爆炸
52	35211 12136	7	   	264.63	橙5易伤2伤害	1立即金币25689易伤39伤害49挖尘7核9序列升级a掉矿
53	35261 12315	10	   	264.52	橙4易伤1伤害1时间1攻速1全技能	1立即金币2568易伤3伤害4时间7核9攻速a全技能
54	65231 12132	8	 * 	264.33	橙4易伤2时间3暴击1卖塔	1卖塔29a暴击3基地爆炸4569易伤7核89时间9序列升级
55	65531 12132	8	 * 	264.33	橙4易伤2时间3暴击1卖塔	1卖塔29a暴击3敌人爆炸4569易伤7核89时间9序列升级
56	35261 12161	7	   	263.39	橙5易伤1伤害1时间	1立即金币25689易伤3伤害4时间7核a矿等
57	35261 12162	7	   	263.39	橙5易伤1伤害1时间	1立即金币25689易伤3伤害4时间7核a敌人爆炸
58	35261 12163	7	   	263.39	橙5易伤1伤害1时间	1立即金币25689易伤3伤害4时间7核a低血量敌人
59	35261 12336	10	   	263.39	橙5易伤1伤害1时间	1立即金币2568a易伤3伤害4时间7核9矿等
60	35261 12361	8	   	263.39	橙5易伤1伤害1时间	1立即金币25689易伤3伤害4时间7核a矿等
61	35261 12362	8	   	263.39	橙5易伤1伤害1时间	1立即金币25689易伤3伤害4时间7核a敌人爆炸
62	35261 12363	8	   	263.39	橙5易伤1伤害1时间	1立即金币25689易伤3伤害4时间7核a低血量敌人
63	26361 62232	7	   	263.23	橙4易伤2时间1暴击1攻速	19最后敌人2攻速3双倍矿49时间5689易伤7核9序列升级a暴击
64	35261 12352	10	   	263.16	橙4易伤1伤害1时间1攻速	1立即金币2568易伤3伤害4时间7核9雷电a攻速
65	35241 11622	10	   	263.14	橙3易伤2伤害2时间1核弹1全技能	1立即金币258易伤38伤害4核弹68时间7全技能8序列升级9金币生成a核
66	35241 11612	10	   	263.04	橙3易伤2伤害2时间1核弹1全技能	1立即金币258易伤38伤害4核弹68时间7全技能8序列升级9掉矿a核
67	54262 11211	7	   	262.08	橙3易伤1伤害1时间1等级2雷电1全技能	1全技能2等级35雷电457易伤5序列升级6低血量敌人8核9伤害a时间
68	54262 21211	7	   	262.08	橙3易伤1伤害1等级1时间2雷电1全技能	1全技能2等级35雷电457易伤5序列升级6敌人爆炸8核9伤害a时间
69	24513 62221	2	   	261.81	橙3易伤3伤害1暴击1全技能	189最后敌人2暴击3赏金邻近489伤害5全技能689易伤7核89序列升级a基地爆炸
70	24513 62222	2	   	261.81	橙3易伤3伤害1暴击1全技能	189最后敌人2暴击3赏金邻近489伤害5全技能689易伤7核89序列升级a立即金币
71	24513 62223	2	   	261.81	橙3易伤3伤害1暴击1全技能	189最后敌人2暴击3赏金邻近489伤害5全技能689易伤7核89序列升级a敌人爆炸
72	31231 12631	8	   	261.64	橙4易伤2伤害1等级	1立即金币289敌人爆炸39伤害4569易伤7核9序列升级a等级
73	35221 12631	8	   	261.64	橙4易伤2伤害1等级	1立即金币2569易伤39伤害489敌人爆炸7核9序列升级a等级
74	31232 12131	7	   	261.64	橙4易伤2伤害1等级	1立即金币259敌人爆炸39伤害4689易伤7核9序列升级a等级
75	35222 12131	7	   	261.64	橙4易伤2伤害1等级	1立即金币2689易伤39伤害459敌人爆炸7核9序列升级a等级
76	12421 26132	10	   	261.61	橙3易伤2时间1伤害1等级1全技能	1挖尘2等级39a易伤45时间6伤害7全技能8核
77	52342 35221	9	 * 	261.46	橙4易伤3时间1全技能	1全技能28敌人爆炸358a易伤478时间6核8序列升级9基地爆炸
78	52342 35231	9	   	261.46	橙4易伤3时间1全技能	1全技能28敌人爆炸358a易伤478时间6核8序列升级9最后敌人
79	55342 33221	9	   	261.46	橙4易伤3时间1全技能	1全技能28最后敌人358a易伤478时间6核8序列升级9基地爆炸
80	55342 33233	10	   	261.46	橙4易伤3时间1全技能	1全技能289最后敌人358a易伤478时间6核8a序列升级
81	35211 16241	8	   	261.44	橙4易伤2伤害1等级	1立即金币2567易伤37伤害47挖尘7序列升级8额外掉落9核a等级
82	35261 12141	7	   	261.44	橙4易伤2伤害1时间	1立即金币2568易伤39伤害4时间7核a最后敌人
83	35261 12341	8	   	261.44	橙4易伤2伤害1时间	1立即金币2568易伤39伤害4时间7核a最后敌人
84	52342 35211	9	   	261.36	橙4易伤3时间1全技能	1全技能28敌人爆炸358a易伤478时间6核8序列升级9挖尘
85	52342 35222	8	   	261.36	橙4易伤3时间1全技能	1全技能28敌人爆炸358a易伤478时间6核8序列升级9赏金塔
86	55342 33211	9	   	261.36	橙4易伤3时间1全技能	1全技能28最后敌人358a易伤478时间6核8序列升级9挖尘
87	55342 33222	8	   	261.36	橙4易伤3时间1全技能	1全技能28最后敌人358a易伤478时间6核8序列升级9赏金塔
88	35215 12131	7	   	261.34	橙4易伤2伤害1等级	1立即金币2689易伤39伤害459挖尘7核9序列升级a等级
89	35261 12143	7	   	261.34	橙4易伤2伤害1时间	1立即金币2568易伤39伤害4时间7核a赏金邻近
90	35261 12343	8	   	261.34	橙4易伤2伤害1时间	1立即金币2568易伤39伤害4时间7核a赏金邻近
91	21315 12653	10	   	261.24	橙4易伤3伤害	148最后敌人239低血量敌人589伤害689a易伤7核89序列升级
92	31231 12142	7	   	260.84	橙4易伤3伤害	1立即金币2敌人爆炸39a伤害4568易伤7核
93	35221 12142	7	   	260.84	橙4易伤3伤害	1立即金币2568易伤39a伤害4敌人爆炸7核
94	35245 12132	7	   	260.84	橙4易伤3伤害1核弹	1立即金币2689易伤39a伤害4核弹5随机矿7核9序列升级
95	35232 24231	10	   	260.79	橙5易伤1伤害1暴击	1立即金币2569a易伤3伤害4暴击7核8最后敌人
96	35232 24334	8	   	260.79	橙5易伤1伤害1暴击	1立即金币2569a易伤3伤害4暴击7核8金币生成
97	35232 24431	10	   	260.79	橙5易伤1伤害1暴击	1立即金币2569a易伤3伤害4暴击7核8基地爆炸
98	35211 12142	7	   	260.74	橙4易伤3伤害	1立即金币2568易伤39a伤害4挖尘7核
99	54262 13331	8	   	260.41	橙3易伤2时间2等级2雷电1全技能	1全技能29等级35雷电459易伤59序列升级6低血量敌人7挖尘89时间a核
100	54262 23331	8	   	260.41	橙3易伤2时间2等级2雷电1全技能	1全技能29等级35雷电459易伤59序列升级6敌人爆炸7挖尘89时间a核
101	21331 36254	1	   	260.15	橙4易伤2伤害2雷电	1a最后敌人25雷电3赏金塔469a易伤7a伤害8核a序列升级
102	35261 12132	7	   	260.10	橙4易伤1伤害1等级1时间	1立即金币2568易伤3伤害4时间7核9等级a低血量敌人
103	35261 12133	7	   	260.10	橙4易伤1伤害1等级1时间	1立即金币2568易伤3伤害4时间7核9等级a敌人爆炸
104	35261 12134	7	   	260.10	橙4易伤1伤害1等级1时间	1a立即金币2568易伤3伤害4时间7核9等级
105	35261 12332	8	   	260.10	橙4易伤1伤害1等级1时间	1立即金币2568易伤3伤害4时间7核9等级a低血量敌人
106	35261 12333	8	   	260.10	橙4易伤1伤害1等级1时间	1立即金币2568易伤3伤害4时间7核9等级a敌人爆炸
107	35261 12334	8	   	260.10	橙4易伤1伤害1等级1时间	1a立即金币2568易伤3伤害4时间7核9等级
108	26161 62232	8	 * 	260.03	橙3易伤3时间2攻速1全技能	19最后敌人23攻速489时间569易伤7核9序列升级a全技能
109	26161 62231	7	   	259.79	橙4易伤2时间2攻速	19最后敌人23攻速49时间5689易伤7核9序列升级a低血量敌人
110	26161 62233	7	   	259.79	橙4易伤2时间2攻速	19最后敌人23攻速49时间5689易伤7核9序列升级a平台
111	22423 24422	8	 * 	259.21	橙2易伤2伤害2攻速1等级1时间1全技能	17最后敌人2等级37易伤4时间5a伤害67攻速7序列升级8全技能9核
112	52353 24448	1	   	259.14	橙3易伤2等级1伤害1时间1全技能	1全技能25a易伤35等级4加一5序列升级6伤害7核8时间9雷电
113	52353 24474	1	   	259.14	橙3易伤2等级1伤害1时间1全技能	1全技能259易伤35等级4加一5序列升级6伤害7核8时间a雷电
114	16421 12132	8	   	258.94	橙4易伤2时间1攻速1全技能	149挖尘2攻速3569易伤7核89时间9序列升级a全技能
115	35261 42232	8	   	258.88	橙3易伤3时间1伤害1全技能	1立即金币259易伤3伤害489时间69最后敌人7核9序列升级a全技能
116	26361 12632	8	   	258.88	橙3易伤3时间2攻速	189最后敌人26攻速3双倍矿489时间589易伤7核89序列升级a雷电
117	31231 12155	7	   	258.84	橙4易伤2伤害1暴击	1立即金币2敌人爆炸3a伤害4568易伤7核9暴击
118	31231 12635	7	   	258.84	橙4易伤2伤害1暴击	1立即金币2敌人爆炸3a伤害4569易伤7核8暴击
119	35221 12155	7	   	258.84	橙4易伤2伤害1暴击	1立即金币2568易伤3a伤害4敌人爆炸7核9暴击
120	35221 12635	7	   	258.84	橙4易伤2伤害1暴击	1立即金币2569易伤3a伤害4敌人爆炸7核8暴击
121	35232 24335	7	   	258.84	橙4易伤2伤害1暴击	1立即金币2569易伤3a伤害4暴击7核8敌人爆炸
122	35232 24622	9	   	258.84	橙4易伤2伤害1暴击	18立即金币2569易伤3a伤害4暴击7核
123	35211 12155	7	   	258.74	橙4易伤2伤害1暴击	1立即金币2568易伤3a伤害4挖尘7核9暴击
124	35211 12635	7	   	258.74	橙4易伤2伤害1暴击	1立即金币2569易伤3a伤害4挖尘7核8暴击
125	35232 24235	7	   	258.74	橙4易伤2伤害1暴击	1立即金币2569易伤3a伤害4暴击7核8挖尘
126	35261 12351	9	   	258.71	橙4易伤1伤害1时间2雷电	1立即金币2568易伤3伤害4时间7核9a雷电
127	26161 62231	8	   	258.68	橙3易伤3时间2攻速	19最后敌人23攻速489时间569易伤7核9序列升级a雷电
128	31231 12131	8	   	258.64	橙4易伤2时间1伤害	1立即金币29敌人爆炸3伤害4569易伤7核89时间9序列升级a低血量敌人
129	31231 12133	8	   	258.64	橙4易伤2时间1伤害	1立即金币29敌人爆炸3伤害4569易伤7核89时间9序列升级a平台
130	31231 12134	8	   	258.64	橙4易伤2时间1伤害	1立即金币29敌人爆炸3伤害4569易伤7核89时间9序列升级a基地爆炸
131	31231 12135	8	   	258.64	橙4易伤2时间1伤害	1立即金币29敌人爆炸3伤害4569易伤7核89时间9序列升级a最后敌人
132	35221 12131	8	   	258.64	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49敌人爆炸7核89时间9序列升级a低血量敌人
133	35221 12133	8	   	258.64	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49敌人爆炸7核89时间9序列升级a平台
134	35221 12134	8	   	258.64	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49敌人爆炸7核89时间9序列升级a基地爆炸
135	35221 12135	8	   	258.64	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49敌人爆炸7核89时间9序列升级a最后敌人
136	35261 12431	8	   	258.64	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49时间7核89最后敌人9序列升级a低血量敌人
137	35261 12433	8	   	258.64	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49时间7核89最后敌人9序列升级a平台
138	35261 12531	7	   	258.64	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49时间7核89最后敌人9序列升级a低血量敌人
139	35261 12533	7	   	258.64	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49时间7核89最后敌人9序列升级a平台
140	35261 12631	8	   	258.64	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49时间7核89敌人爆炸9序列升级a低血量敌人
141	35261 12633	8	   	258.64	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49时间7核89敌人爆炸9序列升级a平台
142	35261 42231	7	   	258.64	橙4易伤2时间1伤害	1立即金币2589易伤3伤害49时间69最后敌人7核9序列升级a低血量敌人
143	35261 42233	7	   	258.64	橙4易伤2时间1伤害	1立即金币2589易伤3伤害49时间69最后敌人7核9序列升级a平台
144	31231 12136	8	   	258.54	橙4易伤2时间1伤害	1立即金币29敌人爆炸3伤害4569易伤7核89时间9序列升级a挖尘
145	31323 42854	2	   	258.54	橙4易伤2时间1伤害	1立即金币29敌人爆炸3加一4569易伤79时间8核9序列升级a伤害
146	35221 12136	8	   	258.54	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49敌人爆炸7核89时间9序列升级a挖尘
147	35324 14854	1	   	258.54	橙4易伤2时间1伤害	1立即金币2479易伤3加一59时间69敌人爆炸8核9序列升级a伤害
148	35324 14854	2	   	258.54	橙4易伤2时间1伤害	1立即金币2479易伤3加一59时间69敌人爆炸8核9序列升级a伤害
149	36323 42854	1	   	258.54	橙4易伤2时间1伤害	1立即金币29敌人爆炸3加一4569易伤79时间8核9序列升级a伤害
150	35211 12131	8	   	258.44	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49挖尘7核89时间9序列升级a低血量敌人
151	35211 12133	8	   	258.44	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49挖尘7核89时间9序列升级a平台
152	35211 12134	8	   	258.44	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49挖尘7核89时间9序列升级a基地爆炸
153	35211 12135	8	   	258.44	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49挖尘7核89时间9序列升级a最后敌人
154	35261 12111	7	   	258.44	橙4易伤2时间1伤害	1立即金币2568易伤3伤害49时间7核a最后敌人
155	35261 12114	7	   	258.44	橙4易伤2时间1伤害	1立即金币2568易伤3伤害49时间7核a基地爆炸
156	35261 12115	7	   	258.44	橙4易伤2时间1伤害	1立即金币2568易伤3伤害49时间7核a平台
157	35261 12136	10	   	258.44	橙4易伤2时间1伤害	1立即金币256a易伤3伤害48时间7核9矿等
158	35261 12161	8	   	258.44	橙4易伤2时间1伤害	1立即金币2569易伤3伤害48时间7核a最后敌人
159	35261 12311	8	   	258.44	橙4易伤2时间1伤害	1立即金币2568易伤3伤害49时间7核a最后敌人
160	35261 12314	8	   	258.44	橙4易伤2时间1伤害	1立即金币2568易伤3伤害49时间7核a基地爆炸
161	35261 12315	8	   	258.44	橙4易伤2时间1伤害	1立即金币2568易伤3伤害49时间7核a平台
162	35261 12335	10	   	258.44	橙4易伤2时间1伤害	1立即金币2568易伤3伤害4a时间7核9矿等
163	35261 12531	8	   	258.44	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49时间7核89挖尘9序列升级a低血量敌人
164	35261 12533	8	   	258.44	橙4易伤2时间1伤害	1立即金币2569易伤3伤害49时间7核89挖尘9序列升级a平台
165	35241 16333	10	   	258.34	橙4易伤2时间1伤害1核弹	1立即金币2589易伤3伤害4核弹69时间79掉矿9序列升级a核
166	35261 12113	7	   	258.34	橙4易伤2时间1伤害	1立即金币2568易伤3伤害49时间7核a赏金邻近
167	35261 12116	7	   	258.34	橙4易伤2时间1伤害	1立即金币2568易伤3伤害49时间7核a挖尘
168	35261 12163	8	   	258.34	橙4易伤2时间1伤害	1立即金币2569易伤3伤害48时间7核a赏金邻近
169	35261 12313	8	   	258.34	橙4易伤2时间1伤害	1立即金币2568易伤3伤害49时间7核a赏金邻近
170	35261 12316	8	   	258.34	橙4易伤2时间1伤害	1立即金币2568易伤3伤害49时间7核a挖尘
171	65231 12131	8	 * 	258.29	橙4易伤2时间2暴击1卖塔	1卖塔29暴击3基地爆炸4569易伤7核89时间9序列升级a低血量敌人
172	65231 12133	8	 * 	258.29	橙4易伤2时间2暴击1卖塔	1卖塔29暴击3基地爆炸4569易伤7核89时间9序列升级a矿等
173	65231 12134	8	 * 	258.29	橙4易伤2时间2暴击1卖塔	1卖塔29暴击3a基地爆炸4569易伤7核89时间9序列升级
174	65231 12135	8	 * 	258.29	橙4易伤2时间2暴击1卖塔	1卖塔29暴击3基地爆炸4569易伤7核89时间9序列升级a平台
175	65531 12131	8	 * 	258.29	橙4易伤2时间2暴击1卖塔	1卖塔29暴击3敌人爆炸4569易伤7核89时间9序列升级a低血量敌人
176	65531 12133	8	 * 	258.29	橙4易伤2时间2暴击1卖塔	1卖塔29暴击3敌人爆炸4569易伤7核89时间9序列升级a矿等
177	65231 12136	8	 * 	258.19	橙4易伤2时间2暴击1卖塔	1卖塔29暴击3基地爆炸4569易伤7核89时间9序列升级a挖尘
178	52342 35213	8	   	258.13	橙3易伤3时间1攻速1全技能	1全技能28敌人爆炸358易伤478时间6核8序列升级9攻速a雷电
179	55342 33213	8	   	258.13	橙3易伤3时间1攻速1全技能	1全技能28最后敌人358易伤478时间6核8序列升级9攻速a雷电
180	31323 42857	2	 * 	258.01	橙5易伤2时间	1立即金币29敌人爆炸3加一4569a易伤79时间8核9序列升级
181	16421 12132	7	 * 	257.85	橙5易伤2攻速1全技能	149挖尘29攻速35689易伤7核9序列升级a全技能
182	16421 12131	7	 * 	257.71	橙5易伤3攻速	149挖尘29a攻速35689易伤7核9序列升级
183	16421 12131	8	   	257.58	橙4易伤2时间1攻速	149挖尘2攻速3569易伤7核89时间9序列升级a雷电
184	35261 42231	8	   	257.53	橙3易伤3时间1伤害	1立即金币259易伤3伤害489时间69最后敌人7核9序列升级a雷电
185	35261 12631	7	   	257.50	橙4易伤1伤害1时间1暴击	1立即金币2569易伤3伤害4时间7核8暴击a低血量敌人
186	35261 12632	7	   	257.50	橙4易伤1伤害1时间1暴击	1立即金币2569易伤3伤害4时间7核8暴击a敌人爆炸
187	31231 12112	7	   	257.50	橙4易伤1伤害1时间1暴击	1立即金币2敌人爆炸3伤害4568易伤7核9时间a暴击
188	31231 12152	10	   	257.50	橙4易伤1伤害1时间1暴击	1立即金币2敌人爆炸3伤害456a易伤7核8时间9暴击
189	35221 12112	7	   	257.50	橙4易伤1伤害1时间1暴击	1立即金币2568易伤3伤害4敌人爆炸7核9时间a暴击
190	35221 12152	10	   	257.50	橙4易伤1伤害1时间1暴击	1立即金币256a易伤3伤害4敌人爆炸7核8时间9暴击
191	35232 14511	10	   	257.50	橙4易伤1伤害1等级1暴击	1立即金币2578易伤3伤害4暴击6基地爆炸9等级a核
192	35232 24233	10	   	257.50	橙4易伤1伤害1时间1暴击	1立即金币2569易伤3伤害4暴击7核8最后敌人a时间
193	35232 24623	10	   	257.50	橙4易伤1伤害1时间1暴击	18立即金币2569易伤3伤害4暴击7核a时间
194	35261 12151	7	   	257.50	橙4易伤1伤害1时间1暴击	1立即金币2568易伤3伤害4时间7核9暴击a低血量敌人
195	35261 12152	7	   	257.50	橙4易伤1伤害1时间1暴击	1立即金币2568易伤3伤害4时间7核9暴击a敌人爆炸
196	35261 12342	9	   	257.50	橙4易伤1伤害1时间1暴击	1立即金币2568易伤3伤害4时间7核9基地爆炸a暴击
197	35261 12351	8	   	257.50	橙4易伤1伤害1时间1暴击	1立即金币2568易伤3伤害4时间7核9暴击a低血量敌人
198	35261 12352	8	   	257.50	橙4易伤1伤害1时间1暴击	1立即金币2568易伤3伤害4时间7核9暴击a敌人爆炸
199	35261 12432	9	   	257.50	橙4易伤1伤害1时间1暴击	1立即金币2569易伤3伤害4时间7核8最后敌人a暴击
200	35261 12221	7	   	257.40	橙4易伤1伤害1时间1暴击	1立即金币256a易伤3伤害4时间7核8赏金邻近9暴击
201	35261 12321	7	   	257.40	橙4易伤1伤害1时间1暴击	1立即金币256a易伤3伤害4时间7核8赏金塔9暴击
202	35261 12621	7	   	257.40	橙4易伤1伤害1时间1暴击	1立即金币256a易伤3伤害4时间7核8暴击9赏金邻近
203	35261 12633	7	   	257.40	橙4易伤1伤害1时间1暴击	1立即金币2569易伤3伤害4时间7核8暴击a挖尘
204	35211 12112	7	   	257.40	橙4易伤1伤害1时间1暴击	1立即金币2568易伤3伤害4挖尘7核9时间a暴击
205	35211 12152	10	   	257.40	橙4易伤1伤害1时间1暴击	1立即金币256a易伤3伤害4挖尘7核8时间9暴击
206	35232 26361	10	   	257.40	橙4易伤1伤害1时间1暴击	1立即金币2569易伤3伤害4暴击7掉矿8时间a核
207	35261 12122	7	   	257.40	橙4易伤1伤害1时间1暴击	1立即金币2568易伤3伤害4时间7核9挖尘a暴击
208	35261 12153	7	   	257.40	橙4易伤1伤害1时间1暴击	1立即金币2568易伤3伤害4时间7核9暴击a挖尘
209	35261 12322	8	   	257.40	橙4易伤1伤害1时间1暴击	1立即金币2568易伤3伤害4时间7核9挖尘a暴击
210	35261 12353	8	   	257.40	橙4易伤1伤害1时间1暴击	1立即金币2568易伤3伤害4时间7核9暴击a挖尘
211	35261 12115	8	   	257.33	橙3易伤3时间1伤害	1立即金币256易伤3伤害489时间7核a雷电
212	35261 12152	9	   	257.33	橙3易伤3时间1伤害	1立即金币256易伤3伤害48a时间7核9雷电
213	12333 24462	4	 * 	256.81	紫3易伤3伤害2时间2等级	137挖尘2a等级4核57时间67a伤害7a序列升级89a易伤
214	35261 12115	10	   	256.46	橙3易伤2时间1伤害1攻速1全技能	1立即金币256易伤3伤害48时间7核9攻速a全技能
215	52342 33222	10	   	256.01	橙4易伤2时间2全技能	17全技能28敌人爆炸358a易伤48时间6核8序列升级9基地爆炸
216	52342 33235	10	   	256.01	橙4易伤2时间2全技能	17全技能289敌人爆炸358a易伤48时间6核8序列升级
217	52342 33241	9	   	256.01	橙4易伤2时间2全技能	17全技能28敌人爆炸358a易伤48时间6核8序列升级9金币生成
