0	Index      	Bounty	 *	Score 	Summary	Detail	
1	51132 24511	1	 * 	287.16	橙4易伤3伤害1时间1全技能	178伤害2额外掉落3全技能4578易伤678基地爆炸78序列升级9核a时间
23	52522 31612	8	   	264.86	橙3易伤2伤害1时间2雷电1攻速	18伤害2敌人爆炸348易伤5时间6低血量敌人78雷电8序列升级9攻速a核
24	52523 21612	8	   	264.86	橙3易伤2伤害1时间2雷电1攻速	18伤害2敌人爆炸348易伤5最后敌人6时间78雷电8序列升级9攻速a核
25	51521 21612	8	   	264.76	橙3易伤2伤害1时间2雷电1攻速	18伤害2最后敌人348易伤5挖尘6时间78雷电8序列升级9攻速a核
26	61522 13462	9	 * 	264.17	橙3易伤2时间2等级1伤害	17等级2最后敌人347易伤57时间6加一7序列升级8伤害9雷电a核
27	61522 13472	8	   	264.17	橙3易伤2时间2等级1伤害	17等级2最后敌人347易伤57时间6加一7序列升级8伤害9雷电a核
28	23525 32522	6	   	263.39	橙5易伤1伤害1时间	1时间27金币生成3469a易伤5伤害8核
29	23525 33522	7	   	263.39	橙5易伤1伤害1时间	1时间27金币生成3469a易伤5伤害8核
30	23525 34323	6	   	263.39	橙5易伤1伤害1时间	1时间2金币生成34689易伤5伤害7核a矿等
31	23525 34322	6	   	263.29	橙5易伤1伤害1时间	1时间2金币生成34689易伤5伤害7核a掉矿
32	62322 12215	1	   	262.11	橙3易伤1伤害1等级1时间1暴击1攻速	1等级27a易伤3暴击4低血量敌人5时间6攻速8核9伤害
33	25432 22215	2	   	262.11	橙3易伤1伤害1等级1时间1暴击1攻速	1时间27a易伤3暴击4攻速5等级6低血量敌人8核9伤害
34	22341 65444	1	   	261.79	橙3易伤2伤害2时间	1a时间2敌人爆炸3加一48a易伤5最后敌人6雷电7a伤害9核a序列升级
35	12263 53212	1	   	261.74	橙4易伤2伤害1等级	1a矿等256a易伤36基地爆炸4平台6a序列升级7等级8核9a伤害
36	51521 26344	5	   	261.69	橙3易伤2伤害2时间	1a伤害2最后敌人34a易伤5挖尘6雷电7加一8a时间9核a序列升级
37	35215 31532	5	   	261.54	橙4易伤2伤害1时间	1基地爆炸269a易伤3时间48最后敌人56伤害6序列升级7核
38	42263 53212	1	   	261.54	橙4易伤2伤害1等级	1a掉矿256a易伤36基地爆炸4平台6a序列升级7等级8核9a伤害
39	23525 31521	7	   	261.44	橙4易伤2伤害1时间	1时间2金币生成3469易伤57伤害8核a最后敌人
40	23525 31523	7	   	261.34	橙4易伤2伤害1时间	1时间2金币生成3469易伤57伤害8核a赏金邻近
41	21632 43363	9	 * 	261.11	橙2易伤3时间2伤害2攻速	178时间2矿等37伤害4敌人爆炸5a易伤67攻速7序列升级9核
42	21622 43363	9	   	261.01	橙2易伤3时间2伤害2攻速	178时间2矿等37伤害4挖尘5a易伤67攻速7序列升级9核
43	22441 15831	9	   	260.36	橙3易伤3时间1等级2雷电	19a时间29a最后敌人3加一4等级57雷电69a易伤8核9a序列升级
44	25262 31142	8	   	260.23	橙3易伤3时间1伤害1攻速	135时间267易伤467策反67序列升级8伤害9攻速a核
45	25242 11831	9	   	260.16	橙3易伤3时间1等级2雷电	139时间29a易伤4低血量敌人5等级6加一79雷电8核9序列升级
46	25242 11834	10	   	260.16	橙3易伤3时间1等级2雷电	139时间29a易伤4低血量敌人5等级6加一79雷电8核9序列升级
47	21525 34323	6	   	260.10	橙4易伤1伤害1等级1时间	1时间2矿等3468易伤5伤害7核9金币生成a等级
48	61522 13722	7	 * 	260.03	橙3易伤3时间2等级1攻速	17等级2最后敌人347易伤57a时间6加一7序列升级8核9攻速
49	62522 13371	9	   	260.03	橙3易伤3时间2等级1攻速	17等级2敌人爆炸347易伤578时间6加一7序列升级9核a攻速
50	62522 13374	10	   	260.03	橙3易伤3时间2等级1攻速	17等级2敌人爆炸347易伤578时间6加一7序列升级9核a攻速
51	62522 13722	7	   	260.03	橙3易伤3时间2等级1攻速	17等级2敌人爆炸347易伤57a时间6加一7序列升级8核9攻速
52	21525 34313	6	   	260.00	橙4易伤1伤害1等级1时间	1时间2矿等3468易伤5伤害7核9掉矿a等级
53	23525 34313	6	   	260.00	橙4易伤1伤害1等级1时间	1时间2金币生成3468易伤5伤害7核9掉矿a等级
54	25542 13113	9	 * 	259.43	紫4易伤3时间2等级1伤害	147时间279a易伤3核57等级6加一7序列升级8伤害
55	25542 13113	10	   	259.43	紫4易伤3时间2等级1伤害	147时间279a易伤3核57等级6加一7序列升级8伤害
56	62322 35125	1	   	259.11	橙3易伤2时间2等级1暴击1全技能	1a等级27a易伤3暴击4低血量敌人5a时间6全技能8加一9核a序列升级
57	25222 43531	9	   	258.96	橙3易伤3时间1等级1暴击	137时间27a易伤4挖尘5等级67基地爆炸7序列升级8核9暴击
58	52242 31132	1	   	258.54	橙4易伤2时间1伤害	1伤害269a易伤3基地爆炸48时间56最后敌人6序列升级7核
59	51245 31132	2	   	258.54	橙4易伤2时间1伤害	1伤害26最后敌人3基地爆炸48时间569a易伤6序列升级7核
60	53145 31132	3	   	258.54	橙4易伤2时间1伤害	1伤害26基地爆炸3最后敌人48时间569a易伤6序列升级7核
61	53345 31132	2	   	258.54	橙4易伤2时间1伤害	1伤害26基地爆炸3低血量敌人48时间569a易伤6序列升级7核
62	23525 33521	6	   	258.44	橙4易伤2时间1伤害	17时间2金币生成3469易伤5伤害8核a最后敌人
63	51145 31132	2	   	258.44	橙4易伤2时间1伤害	1伤害26最后敌人3挖尘48时间569a易伤6序列升级7核
64	51225 61132	4	   	258.44	橙4易伤2时间1伤害	1伤害2最后敌人3敌人爆炸459a易伤68时间7核
65	51521 11132	4	   	258.44	橙4易伤2时间1伤害	1伤害2最后敌人349a易伤58时间6基地爆炸7核
66	51522 11132	5	   	258.44	橙4易伤2时间1伤害	1伤害2最后敌人349a易伤58时间6基地爆炸7核
67	51522 31132	6	   	258.44	橙4易伤2时间1伤害	1伤害2最后敌人349a易伤58时间6敌人爆炸7核
68	51525 31132	4	   	258.44	橙4易伤2时间1伤害	1伤害2最后敌人349a易伤5低血量敌人68时间7核
69	51525 31132	3	   	258.44	橙4易伤2时间1伤害	1伤害2最后敌人359a易伤4低血量敌人68时间7核
70	52125 61132	4	   	258.44	橙4易伤2时间1伤害	1伤害2敌人爆炸3最后敌人459a易伤68时间7核
71	52142 31132	1	   	258.44	橙4易伤2时间1伤害	1伤害269a易伤3挖尘48时间56最后敌人6序列升级7核
72	52245 21132	1	   	258.44	橙4易伤2时间1伤害	1伤害259a易伤3基地爆炸48时间6敌人爆炸7核
73	52245 31132	1	   	258.44	橙4易伤2时间1伤害	1伤害259a易伤3基地爆炸48时间6低血量敌人7核
74	52522 11132	5	   	258.44	橙4易伤2时间1伤害	1伤害2敌人爆炸349a易伤58时间6基地爆炸7核
75	52522 31132	6	   	258.44	橙4易伤2时间1伤害	1伤害2敌人爆炸349a易伤58时间6低血量敌人7核
76	52523 21132	6	   	258.44	橙4易伤2时间1伤害	1伤害2敌人爆炸349a易伤5最后敌人68时间7核
77	52523 61132	5	   	258.44	橙4易伤2时间1伤害	1伤害2敌人爆炸349a易伤5最后敌人68时间7核
78	53125 61132	4	   	258.44	橙4易伤2时间1伤害	1伤害2基地爆炸3最后敌人459a易伤68时间7核
79	61522 13731	7	   	258.44	橙4易伤2时间2等级	17等级2最后敌人3479易伤57时间6加一7序列升级8核a金币生成
80	61522 13734	7	   	258.44	橙4易伤2时间2等级	17等级2最后敌人3479易伤57时间6加一7序列升级8核a矿等
81	62522 13731	7	   	258.44	橙4易伤2时间2等级	17等级2敌人爆炸3479易伤57时间6加一7序列升级8核a金币生成
82	62522 13734	7	   	258.44	橙4易伤2时间2等级	17等级2敌人爆炸3479易伤57时间6加一7序列升级8核a矿等
83	21525 34322	6	   	258.44	橙4易伤2时间1伤害	1a时间2矿等3468易伤5伤害7核9金币生成
84	22461 14313	2	 * 	258.44	橙4易伤2时间2暴击	17时间2最后敌人37暴击4579易伤6赏金邻近7序列升级8随机矿a核
85	23525 33523	6	   	258.34	橙4易伤2时间1伤害	17时间2金币生成3469易伤5伤害8核a赏金邻近
86	51521 21132	6	   	258.34	橙4易伤2时间1伤害	1伤害2最后敌人349a易伤5挖尘68时间7核
87	51521 61132	5	   	258.34	橙4易伤2时间1伤害	1伤害2最后敌人349a易伤5挖尘68时间7核
88	52115 61132	1	   	258.34	橙4易伤2时间1伤害	1伤害259a易伤3挖尘4基地爆炸68时间7核
89	52125 61132	1	   	258.34	橙4易伤2时间1伤害	1伤害259a易伤3挖尘4低血量敌人68时间7核
90	52145 11132	1	   	258.34	橙4易伤2时间1伤害	1伤害259a易伤3挖尘48时间6基地爆炸7核
91	52521 61132	5	   	258.34	橙4易伤2时间1伤害	1伤害2敌人爆炸349a易伤5挖尘68时间7核
92	52526 21132	6	   	258.34	橙4易伤2时间1伤害	1伤害2敌人爆炸349a易伤5挖青68时间7核
93	61522 13217	9	   	258.34	橙4易伤2时间2等级	17等级2最后敌人3479易伤57时间6加一7序列升级8掉矿a核
94	61522 13347	9	   	258.34	橙4易伤2时间2等级	17等级2最后敌人3478易伤57时间6加一7序列升级9掉矿a核
95	61522 13714	7	   	258.34	橙4易伤2时间2等级	17等级2最后敌人347a易伤57时间6加一7序列升级8核9掉矿
96	21525 34312	6	   	258.34	橙4易伤2时间1伤害	1a时间2矿等3468易伤5伤害7核9掉矿
97	23525 34312	6	   	258.34	橙4易伤2时间1伤害	1a时间2金币生成3468易伤5伤害7核9掉矿
98	61522 13733	7	   	258.19	橙4易伤2时间2等级1卖塔	17等级2最后敌人3479易伤57时间6加一7序列升级8核a卖塔
99	62522 13733	7	   	258.19	橙4易伤2时间2等级1卖塔	17等级2敌人爆炸3479易伤57时间6加一7序列升级8核a卖塔
100	23533 34325	6	   	258.11	橙5易伤2时间	1a时间2a金币生成3689a易伤4随机矿5立即金币7核a序列升级
101	21522 64322	6	   	257.91	橙5易伤2时间	15时间2矿等3489a易伤6金币生成7核
102	23522 34322	6	   	257.91	橙5易伤2时间	15时间2金币生成3489a易伤6矿等7核
103	23522 44322	6	   	257.81	橙5易伤2时间1核弹	15时间2金币生成3489a易伤6核弹7核
104	51532 21151	6	   	257.78	橙2易伤2伤害2时间1等级2雷电	1a伤害2最后敌人3a易伤4随机矿5等级68时间7核9a雷电a序列升级
105	52532 21151	6	   	257.78	橙2易伤2伤害2时间1等级2雷电	1a伤害2敌人爆炸3a易伤4随机矿5等级68时间7核9a雷电a序列升级
106	25412 82222	3	   	257.68	橙2易伤2伤害2时间1等级2雷电	17时间27易伤3加一49雷电5敌人爆炸67伤害7序列升级8等级a核
107	22462 53211	1	   	257.54	橙2易伤3伤害1等级1时间1暴击	1时间26敌人爆炸3暴击4a易伤569伤害6序列升级7等级8核
108	22441 13831	9	   	257.53	橙3易伤3时间2等级	19a时间29a最后敌人3加一47等级5雷电69a易伤8核9a序列升级
109	21525 34331	6	   	257.50	橙4易伤1伤害1时间1暴击	1时间2矿等3468易伤5伤害7核9基地爆炸a暴击
110	35412 53213	2	   	257.44	橙2易伤3伤害1等级1时间1暴击	1基地爆炸26易伤3暴击4时间569伤害6序列升级7等级8核a赏金邻近
111	35412 52313	2	   	257.44	橙2易伤3伤害1等级1时间1暴击	1基地爆炸26易伤3暴击4时间569伤害6序列升级7挖青8等级a核
