0	Index      	 *	Score 	Summary	Detail	
1	31463 47743	 * 	221.60	ACR|2BASARM|2DMG|1ASPD|1VULN	1MBVNT|28DUR|3RMIN|4RCR|5MDPS|68DMG|78BASARM|8BPWR|9ASPD|aVULN
70	64321 34123	   	196.49	ACR|3VULN|2DMG|1BEXP|1CDMG	149VULN|2MDPS|3RCR|57DMG|6BEXP|8ERES|aCDMG
71	64321 34223	   	196.49	ACR|3VULN|2DMG|1BEXP|1CDMG	148VULN|2MDPS|3RCR|57DMG|6BEXP|9TLV|aCDMG
72	32761 44414	   	196.46	ACR|1BASARM|1VULN|1DMG|1AART|1BEXP	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|6VULN|7LHND|8BASARM|9MDPS|aAART
73	32761 23414	   	196.36	ACR|1BASARM|1VULN|1DMG|1BEXP|1AART	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|6DUST|7VULN|8BASARM|9MDPS|aAART
74	32761 41414	   	196.36	ACR|1BASARM|1VULN|1DMG|1BEXP|1AART	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|6VULN|7DUST|8BASARM|9MDPS|aAART
75	21621 42631	   	196.34	ACR|1BASARM|2BEXP|1DMG|1CDMG	1ERES|2DUR|38BEXP|4RCR|5DMG|6DMSP|7AEMAG|9BASARM|aCDMG
76	31461 87141	   	196.34	ACR|1BASARM|2BEXP|1DMG|1CDMG	1MBVNT|2DUR|3RMIN|4RCR|5DMG|6MDPS|7BASARM|89BEXP|aCDMG
77	31463 47141	   	196.34	ACR|1BASARM|2BEXP|1DMG|1CDMG	1MBVNT|2DUR|3RMIN|4RCR|5MDPS|6DMG|7BASARM|89BEXP|aCDMG
78	31463 47612	 * 	196.34	ACR|1BASARM|2BASICY|1DMG|1CDMG	1MBVNT|2DUR|3RMIN|4RCR|5MDPS|6DMG|7BASARM|8aBASICY|9CDMG
79	64321 43233	   	196.31	ACR|4VULN|3DMG	1469VULN|2MDPS|3RCR|56aDMG|6BPWR|7AME|8MLV
80	31463 47261	   	196.23	ACR|1BASARM|1ASPD|1DMG|1CDMG|1AAC	1MBVNT|2DUR|3RMIN|4RCR|5MDPS|6DMG|7BASARM|8ASPD|9AAC|aCDMG
81	32761 23464	   	196.22	ACR|1BASARM|1VULN|1DMG|1BEXP|1AART|1SELL	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|6DUST|7VULN|8BASARM|9SELL|aAART
82	32761 41464	   	196.22	ACR|1BASARM|1VULN|1DMG|1BEXP|1AART|1SELL	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|6VULN|7DUST|8BASARM|9SELL|aAART
83	64321 24233	   	196.21	ACR|4VULN|3DMG	1489VULN|2MDPS|3RCR|57aDMG|6LEGI
84	22121 52635	 * 	195.89	ACR|1BASARM|3BEXP|1DMG	1ERES|28aBEXP|3LEGI|4RCR|5DMG|6RCVC|7AEMAG|9BASARM
85	64322 31135	   	195.78	ACR|3VULN|1DMG|1CDMG|1BEXP|1AART	145VULN|2MDPS|3RCR|6LSRICY|7CDMG|8BEXP|9AART|aDMG
86	32761 44451	   	195.26	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|6VULN|7LHND|8BASARM|9DUR|aCDMG
87	64335 12213	   	195.21	ACR|2VULN|2DMG|1ASPD|1AART	1aVULN|2MDPS|3RCR|4aTLV|5AART|6ZMB|7AAC|8ASPD|9aDMG|aBPWR
88	31361 44441	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2DUR|3AME|4RCR|5DMG|6VULN|7LHND|8BASARM|9BEXP|aCDMG
89	31661 41441	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2DUR|3MLV|4RCR|5DMG|6VULN|7DUST|8BASARM|9BEXP|aCDMG
90	32161 44441	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2CGEN|3LEGI|4RCR|5DMG|6VULN|7LHND|8BASARM|9BEXP|aCDMG
91	32461 33441	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2CGEN|3DUST|4RCR|5DMG|6DUR|7VULN|8BASARM|9BEXP|aCDMG
92	32661 23441	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2CGEN|3LHND|4RCR|5DMG|6DUST|7VULN|8BASARM|9BEXP|aCDMG
93	32661 41441	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2CGEN|3LHND|4RCR|5DMG|6VULN|7DUST|8BASARM|9BEXP|aCDMG
94	32661 44441	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2CGEN|3LHND|4RCR|5DMG|6VULN|7LEGI|8BASARM|9BEXP|aCDMG
95	32761 23451	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|6DUST|7VULN|8BASARM|9DUR|aCDMG
96	32761 41451	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|6VULN|7DUST|8BASARM|9DUR|aCDMG
97	32761 44431	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|6VULN|7LHND|8BASARM|9DUST|aCDMG
98	35461 33441	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2DUST|3CGEN|4RCR|5DMG|6DUR|7VULN|8BASARM|9BEXP|aCDMG
99	38161 48441	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2MLV|3LEGI|4RCR|5DMG|6VULN|7DUR|8BASARM|9BEXP|aCDMG
100	38661 41441	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2MLV|3LHND|4RCR|5DMG|6VULN|7DUST|8BASARM|9BEXP|aCDMG
101	38761 41423	   	195.16	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2MLV|3BEXP|4RCR|5DMG|6VULN|7DUST|8BASARM|9LIT|aCDMG
102	32761 42343	   	195.13	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6VULN|78FEWX|aBASARM
103	32761 44441	   	195.13	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6VULN|7LHND|8BASARM|aFEWX
104	32761 44445	   	195.13	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6VULN|7LHND|8BASARM|aRPLT
105	32761 44447	   	195.13	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6VULN|7LHND|8BASARM|aDUR
106	32761 44448	   	195.13	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6VULN|7aLHND|8BASARM
107	32761 44453	   	195.13	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|3aBEXP|4RCR|5DMG|6VULN|7LHND|8BASARM|9DUR
108	32761 45143	   	195.13	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|27CGEN|39BEXP|4RCR|5DMG|6VULN|8FEWX|aBASARM
109	32761 45333	   	195.13	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|27CGEN|38BEXP|4RCR|5DMG|6VULN|9FEWX|aBASARM
110	34461 42143	   	195.13	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|27FEWX|3CGEN|4RCR|5DMG|6VULN|89BEXP|aBASARM
111	34461 45143	   	195.13	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2FEWX|37CGEN|4RCR|5DMG|6VULN|89BEXP|aBASARM
112	31361 41441	   	195.06	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2DUR|3AME|4RCR|5DMG|6VULN|7DUST|8BASARM|9BEXP|aCDMG
113	32161 23441	   	195.06	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2CGEN|3LEGI|4RCR|5DMG|6DUST|7VULN|8BASARM|9BEXP|aCDMG
114	32161 41441	   	195.06	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2CGEN|3LEGI|4RCR|5DMG|6VULN|7DUST|8BASARM|9BEXP|aCDMG
115	38161 41441	   	195.06	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1MBVNT|2MLV|3LEGI|4RCR|5DMG|6VULN|7DUST|8BASARM|9BEXP|aCDMG
116	31361 44443	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2DUR|3AME|4RCR|5DMG|6VULN|7LHND|8BASARM|9aBEXP
117	32161 44443	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|3LEGI|4RCR|5DMG|6VULN|7LHND|8BASARM|9aBEXP
118	32661 44443	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|3LHND|4RCR|5DMG|6VULN|7LEGI|8BASARM|9aBEXP
119	32761 23423	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|3aBEXP|4RCR|5DMG|6DUST|7VULN|8BASARM|9LIT
120	32761 23441	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6DUST|7VULN|8BASARM|aFEWX
121	32761 23443	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6DUST|7VULN|8BASARM|aDUR
122	32761 23445	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6DUST|7VULN|8BASARM|aRPLT
123	32761 23448	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6DUST|7VULN|8BASARM|aLHND
124	32761 41423	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|3aBEXP|4RCR|5DMG|6VULN|7DUST|8BASARM|9LIT
125	32761 41441	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6VULN|7DUST|8BASARM|aFEWX
126	32761 41443	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6VULN|7DUST|8BASARM|aDUR
127	32761 41445	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6VULN|7DUST|8BASARM|aRPLT
128	32761 41448	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6VULN|7DUST|8BASARM|aLHND
129	32761 44417	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|3aBEXP|4RCR|5DMG|6VULN|7LHND|8BASARM|9MDPS
130	32761 44442	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6VULN|7LHND|8BASARM|aDUST
131	32761 44443	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6VULN|7LHND|8BASARM|aERES
132	38161 48443	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2MLV|3LEGI|4RCR|5DMG|6VULN|7DUR|8BASARM|9aBEXP
133	38761 41441	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2MLV|39BEXP|4RCR|5DMG|6VULN|7DUST|8BASARM|aFEWX
134	38761 41443	   	195.03	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2MLV|39BEXP|4RCR|5DMG|6VULN|7DUST|8BASARM|aDUR
135	31361 41446	   	194.93	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2DUR|3AME|4RCR|5DMG|6VULN|7DUST|8BASARM|9aBEXP
136	32761 23417	   	194.93	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|3aBEXP|4RCR|5DMG|6DUST|7VULN|8BASARM|9MDPS
137	32761 23442	   	194.93	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6aDUST|7VULN|8BASARM
138	32761 23444	   	194.93	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6DUST|7VULN|8BASARM|aERES
139	32761 41417	   	194.93	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|3aBEXP|4RCR|5DMG|6VULN|7DUST|8BASARM|9MDPS
140	32761 41442	   	194.93	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6VULN|7aDUST|8BASARM
141	32761 41444	   	194.93	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2CGEN|39BEXP|4RCR|5DMG|6VULN|7DUST|8BASARM|aERES
142	38761 41442	   	194.93	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2MLV|39BEXP|4RCR|5DMG|6VULN|7aDUST|8BASARM
143	38761 41444	   	194.93	ACR|1BASARM|2BEXP|1VULN|1DMG	1MBVNT|2MLV|39BEXP|4RCR|5DMG|6VULN|7DUST|8BASARM|aERES
144	32761 44461	   	194.88	ACR|1BASARM|2BEXP|1VULN|1DMG|1SELL	1MBVNT|2CGEN|3aBEXP|4RCR|5DMG|6VULN|7LHND|8BASARM|9SELL
145	64321 43123	   	194.31	ACR|4VULN|2DMG|1CDMG	1469VULN|2MDPS|3RCR|56DMG|6BPWR|7AME|8FEWX|aCDMG
146	38761 44223	   	194.28	ACR|2VULN|2DMG|2BEXP|1CDMG	1MBVNT|29MLV|38BEXP|4RCR|59DMG|69VULN|7RPLT|9BPWR|aCDMG
147	31463 47611	 * 	194.23	ACR|1BASARM|1DMG|2CDMG|1BASICY	1MBVNT|2DUR|3RMIN|4RCR|5MDPS|6DMG|7BASARM|8BASICY|9aCDMG
148	31463 47146	   	193.96	ACR|1BASARM|3BEXP|1DMG	1MBVNT|2DUR|3RMIN|4RCR|5MDPS|6DMG|7BASARM|89aBEXP
149	64312 15213	   	193.59	ACR|3VULN|1BASARM|1ASPD	158VULN|2MDPS|3RCR|45DUR|5BPWR|6ASPD|7CGEN|9DMSP|aBASARM
150	64323 33223	   	192.55	ACR|4VULN|1BASARM|1BEXP	1489VULN|2MDPS|3RCR|5CGEN|6BEXP|7ZMB|aBASARM
151	32761 42253	   	192.39	ACR|1BASARM|2VULN|1DMG|1BEXP	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|68VULN|7FEWX|9RCVC|aBASARM
152	34461 48153	   	192.39	ACR|2VULN|1BASARM|1DMG|1BEXP	1MBVNT|2FEWX|3CGEN|4RCR|5DMG|67VULN|8BEXP|9RCVC|aBASARM
153	32761 23253	   	192.29	ACR|1BASARM|2VULN|1DMG|1BEXP	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|6DUST|78VULN|9RCVC|aBASARM
154	32161 48153	   	192.29	ACR|2VULN|1BASARM|1DMG|1BEXP	1MBVNT|2CGEN|3LEGI|4RCR|5DMG|67VULN|8BEXP|9RCVC|aBASARM
155	32761 41253	   	192.29	ACR|1BASARM|2VULN|1DMG|1BEXP	1MBVNT|2CGEN|3BEXP|4RCR|5DMG|68VULN|7DUST|9RCVC|aBASARM
