0	Index      	 *	Score 	Summary	Detail	
1	12212 32626	 * 	228.66	ACR|3ASPD|2VULN|2BEXP|1DMG|1AAC	18VULN|26BEXP|38LHND|4RCR|5AAC|789ASPD|8BPWR|aDMG
15	12112 32643	 * 	216.56	ACR|3VULN|3BEXP|2ASPD|1CDMG	189VULN|268BEXP|3FEWX|4RCR|5ZMB|78ASPD|8BPWR|aCDMG
16	12215 32643	   	216.56	ACR|3VULN|3BEXP|2ASPD|1CDMG	189VULN|268BEXP|3LHND|4RCR|5ZMB|78ASPD|8BPWR|aCDMG
17	12315 32643	   	216.56	ACR|3VULN|3BEXP|2ASPD|1CDMG	189VULN|268BEXP|3DUR|4RCR|5ZMB|78ASPD|8BPWR|aCDMG
18	24132 22633	   	216.52	ACR|1BASARM|2BEXP|1ASPD|1VULN|1CDMG|1AAC	17BEXP|2LEGI|3FEWX|4CDMG|5RCR|6AAC|8BASARM|9VULN|aASPD
19	24332 22633	   	216.52	ACR|1BASARM|2BEXP|1ASPD|1VULN|1CDMG|1AAC	17BEXP|2LEGI|3DUR|4CDMG|5RCR|6AAC|8BASARM|9VULN|aASPD
20	12312 26625	 * 	216.30	ACR|1VULN|2BEXP|1ASPD|1DMG|1BASICY|1AART|1AAC	1VULN|28BEXP|3DUR|4RCR|5AAC|6BASICY|7DMG|9ASPD|aAART
21	12212 32643	   	215.86	ACR|2VULN|3BEXP|2ASPD|1CDMG|1AAC	18VULN|269BEXP|38LHND|4RCR|5AAC|78ASPD|8BPWR|aCDMG
22	12312 32643	   	215.86	ACR|2VULN|3BEXP|2ASPD|1CDMG|1AAC	18VULN|269BEXP|38DUR|4RCR|5AAC|78ASPD|8BPWR|aCDMG
23	21132 32633	 * 	215.72	ACR|1BASARM|2BEXP|1ASPD|2CDMG|1VULN	17BEXP|2DUST|37FEWX|47CDMG|5RCR|6RMIN|7BPWR|8BASARM|9VULN|aASPD
24	21332 32633	   	215.72	ACR|1BASARM|2BEXP|1ASPD|2CDMG|1VULN	17BEXP|2DUST|37DUR|47CDMG|5RCR|6RMIN|7BPWR|8BASARM|9VULN|aASPD
25	12312 62621	 * 	214.44	ACR|3ASPD|2VULN|2BEXP|2AAC	18VULN|2aBEXP|38DUR|4RCR|56AAC|789ASPD|8BPWR
26	12115 65333	 * 	213.24	ACR|2BASARM|1VULN|2BEXP|1ASPD	1VULN|2aBEXP|3FEWX|4RCR|5BELT|6LIT|78BASARM|9ASPD
27	12214 22621	   	212.36	ACR|3ASPD|2VULN|3BEXP	18VULN|28aBEXP|3LHND|4RCR|5RCVC|6CGEN|789ASPD|8BPWR
28	12314 22621	   	212.36	ACR|3ASPD|2VULN|3BEXP	18VULN|28aBEXP|3DUR|4RCR|5RCVC|6CGEN|789ASPD|8BPWR
29	12132 35436	 * 	211.96	ACR|1BASARM|2ASPD|1VULN|1BEXP|1CDMG	1VULN|2BEXP|3FEWX|4CDMG|5RCR|6CGEN|78ASPD|9DUST|aBASARM
30	12332 35436	   	211.96	ACR|1BASARM|2ASPD|1VULN|1BEXP|1CDMG	1VULN|2BEXP|3DUR|4CDMG|5RCR|6CGEN|78ASPD|9DUST|aBASARM
31	12112 24453	 * 	211.95	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP|1AAC|1SELL	1VULN|2BEXP|3FEWX|4RCR|5ZMB|6BASICY|7SELL|8BASARM|9ASPD|aAAC
32	12212 24451	 * 	211.95	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP|1AAC|1SELL	1VULN|2BEXP|3LHND|4RCR|5AAC|6BASICY|7SELL|8BASARM|9ASPD|aLWND
33	12312 24451	 * 	211.95	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP|1AAC|1SELL	1VULN|2BEXP|3DUR|4RCR|5AAC|6BASICY|7SELL|8BASARM|9ASPD|aLWND
34	12212 32561	 * 	211.89	ACR|1VULN|2BEXP|1ASPD|1DMG|1AART|1CDMG|1AAC	1VULN|26BEXP|3LHND|4RCR|5AAC|7ASPD|8CDMG|9AART|aDMG
35	12212 32522	 * 	211.83	ACR|2ASPD|1VULN|2BEXP|1BASICY|1CDMG|1AAC	1VULN|26BEXP|3LHND|4RCR|5AAC|7aASPD|8CDMG|9BASICY
36	12312 32522	   	211.83	ACR|2ASPD|1VULN|2BEXP|1BASICY|1CDMG|1AAC	1VULN|26BEXP|3DUR|4RCR|5AAC|7aASPD|8CDMG|9BASICY
37	12212 24452	 * 	211.70	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP|1AAC|2SELL	1VULN|2BEXP|3LHND|4RCR|5AAC|6BASICY|7aSELL|8BASARM|9ASPD
38	12312 24452	 * 	211.70	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP|1AAC|2SELL	1VULN|2BEXP|3DUR|4RCR|5AAC|6BASICY|7aSELL|8BASARM|9ASPD
39	12212 32633	   	210.91	ACR|2VULN|2ASPD|2BEXP|1DMG|1AAC	18VULN|26BEXP|38LHND|4RCR|5AAC|78ASPD|8BPWR|9AME|aDMG
40	12312 32633	   	210.91	ACR|2VULN|2ASPD|2BEXP|1DMG|1AAC	18VULN|26BEXP|38DUR|4RCR|5AAC|78ASPD|8BPWR|9AME|aDMG
41	12232 25461	 * 	210.64	ACR|2ASPD|1VULN|1DMG|1AART|1CDMG|1BEXP|1AAC	1VULN|2BEXP|3LHND|4CDMG|5RCR|6AAC|78ASPD|9AART|aDMG
42	22432 42611	 * 	210.57	ACR|3DMG|3BEXP|1ASPD|1AART	124BEXP|3LEGI|5RCR|679DMG|7BPWR|8AART|aASPD
43	31633 14412	 * 	210.37	ACR|1BASARM|1DMG|1AART|1VULN|1BEXP	1ERES|2MLV|3RCR|4BEXP|5AART|6LIT|7BASARM|8DUR|9DMG|aVULN
44	31633 14512	   	210.37	ACR|1BASARM|1DMG|1AART|1VULN|1BEXP	1ERES|2MLV|3RCR|4BEXP|5AART|6LIT|7BASARM|8LHND|9DMG|aVULN
45	12115 65223	 * 	209.93	ACR|1BASARM|3BEXP|1VULN|1DMG	1VULN|29aBEXP|3FEWX|4RCR|5BELT|6LIT|7BASARM|8DMG
46	12112 26222	 * 	209.74	ACR|2DMG|1VULN|1ASPD|1BASICY|1CDMG|1BEXP	1VULN|2BEXP|3FEWX|4RCR|5ZMB|6BASICY|79DMG|8CDMG|aASPD
47	12112 26233	   	209.74	ACR|2DMG|1VULN|1ASPD|1BASICY|1CDMG|1BEXP	1VULN|2BEXP|3FEWX|4RCR|5ZMB|6BASICY|7aDMG|8CDMG|9ASPD
48	12312 55212	 * 	209.68	ACR|1BASARM|1VULN|1ASPD|1AART|1BEXP|1AAC	1VULN|2BEXP|3DUR|4RCR|5AAC|6ERES|7ASPD|8LIT|9AART|aBASARM
49	12313 22621	   	209.56	ACR|3ASPD|2VULN|3BEXP	18VULN|28aBEXP|35DUR|4RCR|6CGEN|789ASPD|8BPWR
50	12315 42621	   	209.56	ACR|3ASPD|2VULN|3BEXP	18VULN|28aBEXP|36DUR|4RCR|5ZMB|789ASPD|8BPWR
51	12132 25422	 * 	208.64	ACR|3ASPD|1VULN|1BASICY|1BEXP|1CDMG|1AAC	1VULN|2BEXP|3FEWX|4CDMG|5RCR|6AAC|78aASPD|9BASICY
52	12232 25422	   	208.64	ACR|3ASPD|1VULN|1BASICY|1BEXP|1CDMG|1AAC	1VULN|2BEXP|3LHND|4CDMG|5RCR|6AAC|78aASPD|9BASICY
53	12332 25422	   	208.64	ACR|3ASPD|1VULN|1BASICY|1BEXP|1CDMG|1AAC	1VULN|2BEXP|3DUR|4CDMG|5RCR|6AAC|78aASPD|9BASICY
54	12332 35256	   	208.31	ACR|1BASARM|1VULN|2BEXP|1ASPD|1CDMG	1VULN|29BEXP|3DUR|4CDMG|5RCR|6CGEN|7ASPD|8FEWX|aBASARM
55	21132 22633	   	208.31	ACR|1BASARM|2BEXP|1ASPD|1VULN|1CDMG	17BEXP|27DUST|3FEWX|4CDMG|5RCR|67ZMB|7BPWR|8BASARM|9VULN|aASPD
56	21332 22633	   	208.31	ACR|1BASARM|2BEXP|1ASPD|1VULN|1CDMG	17BEXP|27DUST|3DUR|4CDMG|5RCR|67ZMB|7BPWR|8BASARM|9VULN|aASPD
57	12112 32644	   	208.21	ACR|3VULN|3BEXP|2ASPD|1AAC	189VULN|268BEXP|3FEWX|4RCR|5ZMB|78ASPD|8BPWR|aAAC
58	12212 32645	   	208.21	ACR|3VULN|3BEXP|2ASPD|1AAC	18aVULN|269BEXP|38LHND|4RCR|5AAC|78ASPD|8BPWR
59	12312 32645	   	208.21	ACR|3VULN|3BEXP|2ASPD|1AAC	18aVULN|269BEXP|38DUR|4RCR|5AAC|78ASPD|8BPWR
60	11632 31356	   	208.21	ACR|1BASARM|1VULN|2BEXP|1ASPD|1CDMG	1VULN|2DUST|37BEXP|4CDMG|5RCR|6CGEN|8ASPD|9LHND|aBASARM
61	12132 32336	   	208.21	ACR|1BASARM|1VULN|2BEXP|1ASPD|1CDMG	1VULN|27BEXP|3FEWX|4CDMG|5RCR|6CGEN|8ASPD|9DUST|aBASARM
62	12332 32336	   	208.21	ACR|1BASARM|1VULN|2BEXP|1ASPD|1CDMG	1VULN|27BEXP|3DUR|4CDMG|5RCR|6CGEN|8ASPD|9DUST|aBASARM
63	21132 21633	   	208.21	ACR|1BASARM|2BEXP|1ASPD|1VULN|1CDMG	17BEXP|2DUST|3FEWX|4CDMG|5RCR|6ZMB|8BASARM|9VULN|aASPD
64	21132 31633	   	208.21	ACR|1BASARM|2BEXP|1ASPD|1VULN|1CDMG	17BEXP|2DUST|3FEWX|4CDMG|5RCR|6RMIN|8BASARM|9VULN|aASPD
65	21332 21633	   	208.21	ACR|1BASARM|2BEXP|1ASPD|1VULN|1CDMG	17BEXP|2DUST|3DUR|4CDMG|5RCR|6ZMB|8BASARM|9VULN|aASPD
66	21332 31633	   	208.21	ACR|1BASARM|2BEXP|1ASPD|1VULN|1CDMG	17BEXP|2DUST|3DUR|4CDMG|5RCR|6RMIN|8BASARM|9VULN|aASPD
67	12214 22651	   	208.10	ACR|3VULN|2ASPD|2BEXP|1CDMG	18aVULN|28BEXP|3LHND|4RCR|5RCVC|6CGEN|78ASPD|8BPWR|9CDMG
68	12314 22651	   	208.10	ACR|3VULN|2ASPD|2BEXP|1CDMG	18aVULN|28BEXP|3DUR|4RCR|5RCVC|6CGEN|78ASPD|8BPWR|9CDMG
69	12212 32644	 * 	208.05	ACR|2VULN|3BEXP|2ASPD|2AAC	18VULN|269BEXP|38LHND|4RCR|5aAAC|78ASPD|8BPWR
70	12312 32644	   	208.05	ACR|2VULN|3BEXP|2ASPD|2AAC	18VULN|269BEXP|38DUR|4RCR|5aAAC|78ASPD|8BPWR
71	12312 62641	   	208.05	ACR|2VULN|3BEXP|2ASPD|2AAC	18VULN|29aBEXP|38DUR|4RCR|56AAC|78ASPD|8BPWR
72	12112 26625	   	207.99	ACR|1VULN|2BEXP|1ASPD|1DMG|1BASICY|1AART	1VULN|28BEXP|3FEWX|4RCR|5ZMB|6BASICY|7DMG|9ASPD|aAART
73	31633 14221	 * 	207.96	ACR|1BASARM|2AART|1DMG|1BEXP	19ERES|2MLV|3RCR|4BEXP|58AART|6LIT|7BASARM|aDMG
74	12212 32623	   	207.90	ACR|3ASPD|2VULN|2BEXP|1AAC	18VULN|26BEXP|38LHND|4RCR|5AAC|789ASPD|8BPWR|aRCVC
75	12312 32623	   	207.90	ACR|3ASPD|2VULN|2BEXP|1AAC	18VULN|26BEXP|38DUR|4RCR|5AAC|789ASPD|8BPWR|aRCVC
76	12212 32654	   	207.59	ACR|2VULN|2ASPD|2BEXP|1AART|1AAC	18VULN|26BEXP|389LHND|4RCR|5AAC|78ASPD|8BPWR|aAART
77	12312 32611	   	207.59	ACR|2VULN|2ASPD|2BEXP|1AART|1AAC	18VULN|26BEXP|38DUR|4RCR|5AAC|78ASPD|8BPWR|9FEWX|aAART
78	12111 22655	   	207.55	ACR|2VULN|3BEXP|2ASPD|1CDMG	18VULN|28aBEXP|35FEWX|4RCR|6CGEN|78ASPD|8BPWR|9CDMG
79	12313 22655	   	207.55	ACR|2VULN|3BEXP|2ASPD|1CDMG	18VULN|28aBEXP|35DUR|4RCR|6CGEN|78ASPD|8BPWR|9CDMG
80	12112 32632	   	207.55	ACR|2VULN|3BEXP|2ASPD|1CDMG	18VULN|268BEXP|3FEWX|4RCR|5ZMB|78ASPD|8BPWR|9LWND|aCDMG
81	12215 32632	   	207.55	ACR|2VULN|3BEXP|2ASPD|1CDMG	18VULN|268BEXP|3LHND|4RCR|5ZMB|78ASPD|8BPWR|9LWND|aCDMG
82	12315 32632	   	207.55	ACR|2VULN|3BEXP|2ASPD|1CDMG	18VULN|268BEXP|3DUR|4RCR|5ZMB|78ASPD|8BPWR|9LWND|aCDMG
83	12212 24426	 * 	207.53	ACR|1BASARM|1VULN|1BASICY|1AART|1BEXP|1AAC|1SELL	1VULN|2BEXP|3LHND|4RCR|5AAC|6BASICY|7SELL|8BASARM|9FEWX|aAART
84	12312 32661	   	207.49	ACR|2VULN|2ASPD|2BEXP|1AART|1AAC	18VULN|26BEXP|38DUR|4RCR|5AAC|78ASPD|8BPWR|9MBVNT|aAART
85	31633 14411	 * 	207.44	ACR|1BASARM|2BEXP|1DMG|1AART	1ERES|2MLV|3RCR|4aBEXP|5AART|6LIT|7BASARM|8DUR|9DMG
86	31633 14511	   	207.44	ACR|1BASARM|2BEXP|1DMG|1AART	1ERES|2MLV|3RCR|4aBEXP|5AART|6LIT|7BASARM|8LHND|9DMG
87	23132 22656	   	206.82	ACR|1BASARM|3BEXP|1VULN|1CDMG|1AAC	179BEXP|2LHND|3FEWX|4CDMG|5RCR|6AAC|8BASARM|aVULN
88	12312 26222	 * 	206.78	ACR|1VULN|2CDMG|1ASPD|1DMG|1BASICY|1BEXP|1AAC	1VULN|2BEXP|3DUR|4RCR|5AAC|6BASICY|7DMG|89CDMG|aASPD
89	12232 25561	 * 	206.68	ACR|2VULN|1ASPD|1DMG|1AART|1CDMG|1BEXP|1AAC	18VULN|2BEXP|3LHND|4CDMG|5RCR|6AAC|7ASPD|9AART|aDMG
90	11612 26222	   	206.68	ACR|1VULN|2CDMG|1ASPD|1DMG|1BASICY|1BEXP|1AAC	1VULN|2DUST|3BEXP|4RCR|5AAC|6BASICY|7DMG|89CDMG|aASPD
91	31633 14211	 * 	206.66	ACR|1BASARM|2AART|1VULN|1BEXP	1ERES|2MLV|3RCR|4BEXP|58AART|6LIT|7BASARM|9MDPS|aVULN
92	31633 14225	   	206.66	ACR|1BASARM|2AART|1VULN|1BEXP	19ERES|2MLV|3RCR|4BEXP|58AART|6LIT|7BASARM|aVULN
93	12212 32622	   	206.60	ACR|3ASPD|2VULN|2BEXP|1AAC	18VULN|26BEXP|38LHND|4RCR|5AAC|789ASPD|8BPWR|aRPLT
94	12212 32625	   	206.60	ACR|3ASPD|2VULN|2BEXP|1AAC	18VULN|26BEXP|38aLHND|4RCR|5AAC|789ASPD|8BPWR
95	12312 32622	   	206.60	ACR|3ASPD|2VULN|2BEXP|1AAC	18VULN|26BEXP|38DUR|4RCR|5AAC|789ASPD|8BPWR|aRPLT
96	12312 32625	   	206.60	ACR|3ASPD|2VULN|2BEXP|1AAC	18VULN|26BEXP|38DUR|4RCR|5AAC|789ASPD|8BPWR|aLHND
97	12212 32624	   	206.50	ACR|3ASPD|2VULN|2BEXP|1AAC	18VULN|26BEXP|38LHND|4RCR|5AAC|789ASPD|8BPWR|aERES
98	12312 32624	   	206.50	ACR|3ASPD|2VULN|2BEXP|1AAC	18VULN|26BEXP|38DUR|4RCR|5AAC|789ASPD|8BPWR|aERES
99	21132 32323	 * 	206.26	ACR|1BASARM|2BEXP|1DMG|2CDMG|1AAC	17BEXP|2DUST|37FEWX|47CDMG|5RCR|6RMIN|7BPWR|8AAC|9BASARM|aDMG
100	11212 24453	 * 	206.04	ACR|1BASARM|1VULN|1ASPD|1BASICY|2AAC|1SELL	1VULN|2DUST|3LHND|4RCR|5aAAC|6BASICY|7SELL|8BASARM|9ASPD
101	11312 24453	 * 	206.04	ACR|1BASARM|1VULN|1ASPD|1BASICY|2AAC|1SELL	1VULN|2DUST|3DUR|4RCR|5aAAC|6BASICY|7SELL|8BASARM|9ASPD
102	11312 62653	 * 	205.91	ACR|2VULN|2ASPD|1DMG|2AAC|1CDMG	18VULN|2DUST|38DUR|4RCR|56AAC|78ASPD|8BPWR|9CDMG|aDMG
103	12212 24433	 * 	205.72	ACR|1BASARM|1VULN|2BEXP|1BASICY|1AAC|1SELL	1VULN|2aBEXP|3LHND|4RCR|5AAC|6BASICY|7SELL|8BASARM|9LIT
104	12312 24433	 * 	205.72	ACR|1BASARM|1VULN|2BEXP|1BASICY|1AAC|1SELL	1VULN|2aBEXP|3DUR|4RCR|5AAC|6BASICY|7SELL|8BASARM|9LIT
105	23132 22655	   	205.70	ACR|1BASARM|3BEXP|1AART|1CDMG|1AAC	179BEXP|2LHND|3FEWX|4CDMG|5RCR|6AAC|8BASARM|aAART
106	21313 26344	   	205.66	ACR|1BASARM|2AART|1BASICY|1BEXP	1BEXP|2DUST|3DUR|4RCR|57AART|6MLV|8BASICY|9RCVC|aBASARM
107	11611 35336	   	205.59	ACR|1BASARM|1VULN|1ASPD|2CDMG|1BEXP	1VULN|2DUST|3BEXP|4RCR|5FEWX|6ERES|7ASPD|89CDMG|aBASARM
108	11613 35336	   	205.59	ACR|1BASARM|1VULN|2CDMG|1ASPD|1BEXP	1VULN|2DUST|3BEXP|4RCR|5DUR|6ERES|7ASPD|89CDMG|aBASARM
109	12214 22634	   	205.50	ACR|2VULN|2ASPD|2BEXP|1DMG	18VULN|28BEXP|3LHND|4RCR|5RCVC|6CGEN|78ASPD|8BPWR|9MLV|aDMG
110	12314 22634	   	205.50	ACR|2VULN|2ASPD|2BEXP|1DMG	18VULN|28BEXP|3DUR|4RCR|5RCVC|6CGEN|78ASPD|8BPWR|9MLV|aDMG
111	12111 22651	   	205.29	ACR|3VULN|2ASPD|2BEXP|1CDMG	18aVULN|28BEXP|35FEWX|4RCR|6CGEN|78ASPD|8BPWR|9CDMG
112	12313 22651	   	205.29	ACR|3VULN|2ASPD|2BEXP|1CDMG	18aVULN|28BEXP|35DUR|4RCR|6CGEN|78ASPD|8BPWR|9CDMG
113	12132 35536	   	205.00	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	18VULN|2BEXP|3FEWX|4CDMG|5RCR|6CGEN|7ASPD|9DUST|aBASARM
114	12332 35536	   	205.00	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	18VULN|2BEXP|3DUR|4CDMG|5RCR|6CGEN|7ASPD|9DUST|aBASARM
115	12212 32526	 * 	204.87	ACR|2VULN|2BEXP|1ASPD|1BASICY|1CDMG|1AAC	1aVULN|26BEXP|3LHND|4RCR|5AAC|7ASPD|8CDMG|9BASICY
116	12312 62522	 * 	204.83	ACR|2ASPD|1VULN|1BASICY|2AAC|1BEXP|1CDMG	1VULN|2BEXP|3DUR|4RCR|56AAC|7aASPD|8CDMG|9BASICY
117	12132 25522	 * 	204.62	ACR|2VULN|2ASPD|1BASICY|1BEXP|1CDMG|1AAC	18VULN|2BEXP|3FEWX|4CDMG|5RCR|6AAC|7aASPD|9BASICY
118	12232 25426	   	204.62	ACR|2VULN|2ASPD|1BASICY|1BEXP|1CDMG|1AAC	1aVULN|2BEXP|3LHND|4CDMG|5RCR|6AAC|78ASPD|9BASICY
119	12232 25522	   	204.62	ACR|2VULN|2ASPD|1BASICY|1BEXP|1CDMG|1AAC	18VULN|2BEXP|3LHND|4CDMG|5RCR|6AAC|7aASPD|9BASICY
120	12332 25522	   	204.62	ACR|2VULN|2ASPD|1BASICY|1BEXP|1CDMG|1AAC	18VULN|2BEXP|3DUR|4CDMG|5RCR|6AAC|7aASPD|9BASICY
121	12212 32612	   	204.59	ACR|2VULN|2ASPD|2BEXP|1CDMG|1AAC	18VULN|26BEXP|38LHND|4RCR|5AAC|78ASPD|8BPWR|9FEWX|aCDMG
122	12212 32632	   	204.49	ACR|2VULN|2ASPD|2BEXP|1CDMG|1AAC	18VULN|26BEXP|38LHND|4RCR|5AAC|78ASPD|8BPWR|9AME|aCDMG
123	12312 32632	   	204.49	ACR|2VULN|2ASPD|2BEXP|1CDMG|1AAC	18VULN|26BEXP|38DUR|4RCR|5AAC|78ASPD|8BPWR|9AME|aCDMG
124	21313 26364	   	203.96	ACR|1BASARM|2AART|1BASICY|1BEXP	1BEXP|29DUST|3DUR|4RCR|57AART|6MLV|8BASICY|aBASARM
125	12312 62633	   	203.91	ACR|2VULN|2ASPD|1DMG|2AAC|1BEXP	18VULN|2BEXP|38DUR|4RCR|56AAC|78ASPD|8BPWR|9AME|aDMG
126	12112 24451	 * 	203.64	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP|1SELL	1VULN|2BEXP|3FEWX|4RCR|5ZMB|6BASICY|7SELL|8BASARM|9ASPD|aLWND
127	12112 24436	 * 	203.54	ACR|1BASARM|1VULN|1DMG|1BASICY|1BEXP|1SELL	1VULN|2BEXP|3FEWX|4RCR|5ZMB|6BASICY|7SELL|8BASARM|9FLTFST|aDMG
128	12112 32522	   	203.52	ACR|2ASPD|1VULN|2BEXP|1BASICY|1CDMG	1VULN|26BEXP|3FEWX|4RCR|5ZMB|7aASPD|8CDMG|9BASICY
129	12215 32522	   	203.52	ACR|2ASPD|1VULN|2BEXP|1BASICY|1CDMG	1VULN|26BEXP|3LHND|4RCR|5ZMB|7aASPD|8CDMG|9BASICY
130	12315 32522	   	203.52	ACR|2ASPD|1VULN|2BEXP|1BASICY|1CDMG	1VULN|26BEXP|3DUR|4RCR|5ZMB|7aASPD|8CDMG|9BASICY
131	12112 24452	 * 	203.40	ACR|1BASARM|1VULN|1ASPD|1BASICY|1BEXP|2SELL	1VULN|2BEXP|3FEWX|4RCR|5ZMB|6BASICY|7aSELL|8BASARM|9ASPD
132	12232 13521	 * 	203.10	ACR|2AART|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1VULN|2BEXP|3LHND|4CDMG|5RCR|69AART|7ERES|8DMG|aASPD
133	21232 22625	   	202.97	ACR|1BASARM|2BEXP|2CDMG|1VULN|1AAC	17BEXP|2DUST|37LHND|47CDMG|5RCR|6AAC|7BPWR|8BASARM|9LWND|aVULN
134	21232 22632	   	202.97	ACR|1BASARM|2BEXP|2CDMG|1VULN|1AAC	17BEXP|2DUST|37aLHND|47CDMG|5RCR|6AAC|7BPWR|8BASARM|9VULN
135	21232 22633	   	202.97	ACR|1BASARM|2BEXP|2CDMG|1VULN|1AAC	17BEXP|2DUST|37LHND|47CDMG|5RCR|6AAC|7BPWR|8BASARM|9VULN|aCGEN
136	21232 22634	   	202.97	ACR|1BASARM|2BEXP|2CDMG|1VULN|1AAC	17BEXP|2DUST|37LHND|47CDMG|5RCR|6AAC|7BPWR|8BASARM|9VULN|aLWND
137	21232 22635	   	202.97	ACR|1BASARM|2BEXP|2CDMG|1VULN|1AAC	17BEXP|2DUST|37LHND|47CDMG|5RCR|6AAC|7BPWR|8BASARM|9VULN|aMLV
138	21232 22636	   	202.97	ACR|1BASARM|2BEXP|2CDMG|1VULN|1AAC	17BEXP|2DUST|37LHND|47CDMG|5RCR|6AAC|7BPWR|8BASARM|9VULN|aRPLT
139	21232 22631	   	202.87	ACR|1BASARM|2BEXP|2CDMG|1VULN|1AAC	17BEXP|2DUST|37LHND|47CDMG|5RCR|6AAC|7BPWR|8BASARM|9VULN|aERES
140	21232 22646	   	202.87	ACR|1BASARM|2BEXP|2CDMG|1VULN|1AAC	17BEXP|2DUST|37LHND|47CDMG|5RCR|6AAC|7BPWR|8BASARM|9ERES|aVULN
141	24232 22615	   	202.77	ACR|1BASARM|2BEXP|2CDMG|1VULN|1AAC	17BEXP|2LEGI|3LHND|49CDMG|5RCR|6AAC|8BASARM|aVULN
142	12313 22634	   	202.70	ACR|2VULN|2ASPD|2BEXP|1DMG	18VULN|28BEXP|35DUR|4RCR|6CGEN|78ASPD|8BPWR|9MLV|aDMG
143	31633 14231	 * 	202.68	ACR|2BASARM|2AART|1BEXP	1aERES|2aMLV|3RCR|4BEXP|58AART|6LIT|7aBASARM|9RPLT|aBPWR
144	12111 22624	   	202.60	ACR|2VULN|2ASPD|2BEXP|1DMG	18VULN|28BEXP|35FEWX|4RCR|6CGEN|78ASPD|8BPWR|9NUKE|aDMG
145	12315 42633	   	202.60	ACR|2VULN|2ASPD|2BEXP|1DMG	18VULN|28BEXP|36DUR|4RCR|5ZMB|78ASPD|8BPWR|9AME|aDMG
146	31623 61241	   	202.42	ACR|1BASARM|2AART|1VULN|1AAC	1ERES|2MLV|3RCR|4LWND|57AART|6VULN|8LHND|9BASARM|aAAC
147	21313 21334	   	202.34	ACR|1BASARM|2BEXP|1BASICY|1AART	19BEXP|2DUST|3DUR|4RCR|5AART|6MLV|7AEMAG|8BASICY|aBASARM
