0	Index      	Bounty	 *	Score 	Summary	Detail	
1	26124 42211	3	 * 	280.74	橙3易伤2伤害2时间1等级1攻速	1平台2a时间3a伤害4等级5攻速69a易伤7加一8核a序列升级
29	33133 54335	9	   	259.63	橙2易伤2伤害2时间1暴击1攻速	1策反2最后敌人3a伤害4a时间5暴击6a易伤7核8雷电9攻速a序列升级
30	52432 11153	6	   	259.17	橙3易伤1伤害1时间1等级1暴击1卖塔	1卖塔26a易伤3时间4伤害5暴击7雷电8核9等级
31	52432 12153	7	   	259.17	橙3易伤1伤害1时间1等级1暴击1卖塔	1卖塔26a易伤3时间4伤害5暴击7雷电8核9等级
32	52232 46121	5	   	259.06	橙3易伤2时间1伤害1暴击1全技能1卖塔	1卖塔278易伤37低血量敌人4伤害5暴击67时间7序列升级9全技能a核
33	52432 36121	5	   	259.06	橙3易伤2时间1伤害1暴击1全技能1卖塔	1卖塔278易伤37时间4伤害5暴击67低血量敌人7序列升级9全技能a核
34	15312 13533	1	 * 	258.74	橙4易伤2时间2等级	134敌人爆炸2348易伤348序列升级58等级6核78基地爆炸9a时间
35	16312 13533	2	   	258.74	橙4易伤2时间2等级	134敌人爆炸2348易伤348序列升级58等级6核78基地爆炸9a时间
36	15322 42113	1	   	258.64	橙4易伤2时间1伤害	137敌人爆炸2347易伤37序列升级5赏金塔67时间8低血量敌人9伤害a核
37	16322 42113	2	   	258.64	橙4易伤2时间1伤害	137敌人爆炸2347易伤37序列升级5赏金塔67时间8低血量敌人9伤害a核
38	15312 16533	1	   	258.54	橙4易伤2时间2等级	134敌人爆炸2348易伤348序列升级58等级6核78挖尘9a时间
39	16312 16533	2	   	258.54	橙4易伤2时间2等级	134敌人爆炸2348易伤348序列升级58等级6核78挖尘9a时间
40	26133 81481	8	   	258.48	橙2易伤3伤害2时间1等级	1平台2a时间38a伤害4加一5等级6策反7a易伤9核a序列升级
41	33133 54141	9	   	256.57	橙2易伤2伤害2时间1等级1暴击	1策反2最后敌人3a伤害4a时间5暴击6a易伤7核8基地爆炸9等级a序列升级
42	33133 54241	9	   	256.57	橙2易伤2伤害2时间1等级1暴击	1策反2最后敌人3a伤害4a时间5暴击6a易伤7核8敌人爆炸9等级a序列升级
43	26126 21124	3	   	256.37	橙2易伤2伤害2时间1等级1暴击	1平台29时间35伤害4等级6暴击7a易伤8核
44	52336 23621	5	   	256.37	橙2易伤2伤害2攻速1等级1暴击1全技能1卖塔	1卖塔28易伤3基地爆炸48伤害5等级6暴击78攻速8序列升级9全技能a核
45	52432 23621	5	   	256.37	橙2易伤2伤害2攻速1时间1暴击1全技能1卖塔	1卖塔28易伤3时间48伤害5暴击6金币生成78攻速8序列升级9全技能a核
46	16136 12224	3	   	256.21	橙3易伤3时间1等级1攻速1核弹	1敌人爆炸245易伤359时间5序列升级6核弹7等级8攻速a核
47	16136 32224	3	   	256.21	橙3易伤3时间1等级1攻速	1敌人爆炸245易伤359时间5序列升级6掉矿7等级8攻速a核
48	26133 81281	7	   	256.05	橙2易伤3时间2伤害1等级	1平台29a时间3a伤害4加一5等级6策反7a易伤8核a序列升级
49	16255 22132	5	 * 	255.97	橙4易伤1伤害2暴击	1敌人爆炸2456易伤34暴击4序列升级7核8最后敌人9雷电a伤害
50	26133 21422	3	   	255.78	橙2易伤3伤害2时间1暴击	1平台25时间357伤害4赏金邻近5序列升级69易伤8核a暴击
51	26143 21422	3	   	255.78	橙2易伤3伤害2时间1暴击	1平台25时间357伤害4赏金塔5序列升级69易伤8核a暴击
52	52453 11313	5	 * 	255.68	橙2易伤3时间2等级1伤害1暴击1卖塔	1卖塔24易伤346时间46序列升级56等级7伤害8双倍矿9暴击a核
53	26133 22662	3	   	255.55	橙2易伤3伤害3时间	1平台258时间358伤害4赏金邻近58序列升级68易伤7额外掉落9核a敌人爆炸
54	52516 31212	10	 * 	255.51	橙3易伤2时间1伤害2暴击1卖塔	1卖塔245易伤34暴击4序列升级6a时间7加一8伤害9核
55	26133 22663	3	   	255.45	橙2易伤3伤害3时间	1平台258时间358伤害4赏金邻近58序列升级68易伤7额外掉落9核a掉矿
56	16255 22131	5	 * 	255.45	橙5易伤2暴击	1敌人爆炸2456a易伤34暴击4序列升级7核8最后敌人9雷电
57	26133 21421	3	   	255.35	橙2易伤3伤害3时间	1平台25a时间357伤害4赏金邻近5序列升级69易伤8核
58	26143 21421	3	   	255.35	橙2易伤3伤害3时间	1平台25a时间357伤害4赏金塔5序列升级69易伤8核
59	12154 21511	3	   	255.15	橙3易伤2伤害1等级1时间	14敌人爆炸2随机矿34伤害4序列升级5等级678易伤9时间a核
60	23143 53633	7	 * 	255.12	橙3易伤3时间3暴击1卖塔	1平台2卖塔378易伤4敌人爆炸578时间678暴击78序列升级9低血量敌人a核
61	15312 13313	1	   	255.02	橙4易伤2时间1等级	134敌人爆炸234a易伤34a序列升级5等级6核79a基地爆炸8a时间
62	15312 13351	1	   	255.02	橙4易伤2时间1等级	134敌人爆炸2349易伤349序列升级5等级6核79基地爆炸89时间a最后敌人
63	15312 13352	1	   	255.02	橙4易伤2时间1等级	134敌人爆炸2349易伤349序列升级5等级6核79基地爆炸89时间a双倍矿
64	15312 14353	1	   	255.02	橙4易伤2时间1等级	134敌人爆炸234a易伤34a序列升级5等级6核7a最后敌人8立即金币9a时间
65	16312 13313	2	   	255.02	橙4易伤2时间1等级	134敌人爆炸234a易伤34a序列升级5等级6核79a基地爆炸8a时间
66	16312 13351	2	   	255.02	橙4易伤2时间1等级	134敌人爆炸2349易伤349序列升级5等级6核79基地爆炸89时间a最后敌人
67	16312 13352	2	   	255.02	橙4易伤2时间1等级	134敌人爆炸2349易伤349序列升级5等级6核79基地爆炸89时间a双倍矿
68	16312 14353	2	   	255.02	橙4易伤2时间1等级	134敌人爆炸234a易伤34a序列升级5等级6核7a最后敌人8立即金币9a时间
69	15312 13355	1	   	254.92	橙4易伤2时间1等级	134敌人爆炸2349易伤349序列升级5等级6核79基地爆炸89时间a挖尘
70	15312 13356	1	   	254.92	橙4易伤2时间1等级	134敌人爆炸2349易伤349序列升级5等级6核79基地爆炸89时间a加一
71	16312 13355	2	   	254.92	橙4易伤2时间1等级	134敌人爆炸2349易伤349序列升级5等级6核79基地爆炸89时间a挖尘
72	16312 13356	2	   	254.92	橙4易伤2时间1等级	134敌人爆炸2349易伤349序列升级5等级6核79基地爆炸89时间a加一
73	15612 13351	1	   	254.92	橙4易伤2时间1等级	134敌人爆炸249a易伤49序列升级5等级6核79基地爆炸89时间
74	16512 13351	3	   	254.92	橙4易伤2时间1等级	134敌人爆炸249a易伤49序列升级5等级6核79基地爆炸89时间
75	16612 13351	2	   	254.92	橙4易伤2时间1等级	134敌人爆炸249a易伤49序列升级5等级6核79基地爆炸89时间
76	52453 22121	8	   	254.90	橙3易伤2时间1等级1暴击1全技能2卖塔	16卖塔247易伤34时间4序列升级5等级8暴击9全技能a核
77	16253 32342	10	   	254.86	橙4易伤2暴击1等级1攻速	1敌人爆炸2478易伤34暴击4序列升级5等级6低血量敌人9核a攻速
78	15312 16351	1	   	254.82	橙4易伤2时间1等级	134敌人爆炸2349易伤349序列升级5等级6核79挖尘89时间a最后敌人
79	15312 16352	1	   	254.82	橙4易伤2时间1等级	134敌人爆炸2349易伤349序列升级5等级6核79挖尘89时间a双倍矿
80	16312 16351	2	   	254.82	橙4易伤2时间1等级	134敌人爆炸2349易伤349序列升级5等级6核79挖尘89时间a最后敌人
81	16312 16352	2	   	254.82	橙4易伤2时间1等级	134敌人爆炸2349易伤349序列升级5等级6核79挖尘89时间a双倍矿
82	21436 23621	7	 * 	254.75	橙3易伤3伤害1时间1核弹	1平台278策反378伤害4核弹578易伤6核78序列升级9敌人爆炸a时间
83	21436 23633	7	   	254.75	橙3易伤3伤害1时间1核弹	1平台278策反378伤害4核弹578易伤6核78序列升级9立即金币a时间
84	15312 16333	1	   	254.72	橙4易伤2时间1等级	134敌人爆炸234a易伤34a序列升级5等级6核79a挖尘8a时间
85	16136 52131	3	   	254.72	橙4易伤2时间1等级	1敌人爆炸2458易伤35时间5序列升级6矿等7等级9随机矿a核
86	16312 16333	2	   	254.72	橙4易伤2时间1等级	134敌人爆炸234a易伤34a序列升级5等级6核79a挖尘8a时间
87	52453 12313	10	   	254.63	橙3易伤3时间1等级1全技能1卖塔	1卖塔248易伤347时间4序列升级5等级6全技能9挖尘a核
88	16136 11151	3	   	254.62	橙4易伤2时间1等级1核弹	1敌人爆炸2457易伤35时间5序列升级6核弹8随机矿9等级a核
89	16136 31151	3	   	254.62	橙4易伤2时间1等级	1敌人爆炸2457易伤35时间5序列升级6掉矿8随机矿9等级a核
90	16136 32131	3	   	254.62	橙4易伤2时间1等级	1敌人爆炸2458易伤35时间5序列升级6掉矿7等级9随机矿a核
91	16253 22223	4	 * 	253.91	橙4易伤3暴击1伤害	17敌人爆炸247a易伤346暴击47序列升级57基地爆炸8伤害9核
92	26124 42231	3	   	253.83	橙2易伤2伤害2时间1等级1攻速	1平台2a时间3a伤害4等级5攻速6a易伤7加一8核9双倍矿a序列升级
93	16255 22223	4	   	253.71	橙4易伤3暴击1伤害	17敌人爆炸247a易伤346暴击47序列升级57挖尘8伤害9核
94	26132 81211	7	   	253.48	橙3易伤2伤害2时间	1平台2a时间3a伤害4加一5金币生成6策反79a易伤8核a序列升级
95	26113 31552	4	   	253.48	橙3易伤2伤害2时间	1平台25时间35伤害4立即金币5序列升级67a易伤8额外掉落9核
96	33152 32262	3	   	253.46	橙3易伤3伤害2雷电	179策反24最后敌人347伤害479序列升级5赏金塔679易伤89雷电a核
97	26137 63413	7	   	253.38	橙3易伤2伤害2时间	1平台27时间37伤害4加一567易伤7序列升级8赏金邻近9额外掉落a核
98	26137 63423	7	   	253.38	橙3易伤2伤害2时间	1平台27时间37伤害4加一567易伤7序列升级8赏金邻近9低血量敌人a核
99	26137 63432	7	   	253.38	橙3易伤2伤害2时间	1平台27时间37伤害4加一567易伤7序列升级8赏金邻近9金币生成a核
100	33133 52613	8	   	252.65	橙3易伤2伤害1时间1暴击	19策反2最后敌人39伤害4时间5暴击679易伤8额外掉落9序列升级a核
101	26135 21732	7	   	252.49	橙2易伤2伤害2时间1等级1全技能	1平台28时间38伤害4加一5立即金币6核78易伤8序列升级9全技能a等级
102	31213 53163	10	 * 	252.25	橙3易伤2时间2暴击1等级	124策反247序列升级347易伤57时间67暴击8敌人爆炸9等级a核
103	31213 53651	9	   	252.25	橙3易伤2时间2暴击1等级	124策反247序列升级347易伤57时间67暴击8金币生成9核a等级
104	21436 23632	7	   	252.15	橙3易伤3伤害1暴击1核弹	1平台278策反378伤害4核弹578易伤6核78序列升级9立即金币a暴击
105	23155 32121	7	   	252.15	橙4易伤1等级2雷电1暴击1卖塔	1平台2卖塔357a易伤45雷电5序列升级6等级8核9暴击
106	51155 32121	7	   	252.15	橙4易伤1等级2雷电1暴击1卖塔	1卖塔2平台357a易伤45雷电5序列升级6等级8核9暴击
107	12152 52151	5	   	252.05	橙3易伤2时间1伤害1等级	1敌人爆炸2随机矿3伤害478易伤56时间9等级a核
108	15322 42143	1	   	251.80	橙4易伤3时间	137敌人爆炸2347易伤37序列升级5赏金塔679时间8低血量敌人a核
109	15322 42343	1	   	251.80	橙4易伤3时间	137敌人爆炸2347易伤37序列升级5赏金塔678时间9最后敌人a核
110	16322 42143	2	   	251.80	橙4易伤3时间	137敌人爆炸2347易伤37序列升级5赏金塔679时间8低血量敌人a核
111	16322 42343	2	   	251.80	橙4易伤3时间	137敌人爆炸2347易伤37序列升级5赏金塔678时间9最后敌人a核
112	16133 31316	3	   	251.70	橙4易伤3时间	1敌人爆炸2468易伤369时间5平台6序列升级7金币生成a核
113	16133 36216	3	   	251.70	橙4易伤3时间	1敌人爆炸2467易伤369时间5平台6序列升级8矿等a核
114	52422 22312	3	   	251.68	橙4易伤2时间1暴击1卖塔	1卖塔2679易伤37时间47掉矿5赏金邻近7序列升级8核a暴击
115	52452 31312	4	   	251.68	橙4易伤2时间1暴击1卖塔	1卖塔2469易伤34时间4序列升级5掉矿7赏金塔8核a暴击
116	52452 31312	5	   	251.68	橙4易伤2时间1暴击1卖塔	1卖塔2469易伤34时间4序列升级5掉矿7赏金塔8核a暴击
117	52462 22312	4	   	251.68	橙4易伤2时间1暴击1卖塔	1卖塔2679易伤37时间47掉矿5赏金邻近7序列升级8核a暴击
118	52622 22312	2	   	251.68	橙4易伤2时间1暴击1卖塔	1卖塔2679易伤37时间47掉矿5赏金邻近7序列升级8核a暴击
119	55622 22312	1	   	251.68	橙4易伤2时间1暴击1卖塔	1卖塔2679易伤37时间47掉矿5赏金邻近7序列升级8核a暴击
120	15326 11532	1	   	251.63	橙5易伤1时间1核弹	13敌人爆炸23478易伤3序列升级5时间6核弹9雷电a核
121	16326 11532	2	   	251.63	橙5易伤1时间1核弹	13敌人爆炸23478易伤3序列升级5时间6核弹9雷电a核
122	16136 31225	3	   	251.50	橙4易伤3时间	1敌人爆炸2457易伤359时间5序列升级6掉矿8加一a核
123	15326 33151	1	   	251.04	橙4易伤1等级1时间1攻速	13敌人爆炸2348易伤3序列升级5时间6掉矿7攻速9等级a核
124	16326 33151	2	   	251.04	橙4易伤1等级1时间1攻速	13敌人爆炸2348易伤3序列升级5时间6掉矿7攻速9等级a核
