0	Index      	 *	Score 	Summary	Detail	
1	21432 53214	 * 	218.45	DCR|2VULN|1AART|2CDMG|1DMG|3DUR|1ZMB	13aDUR|2AART|4LIT|5aCDMG|6DMG|7RCR|8ZMB|9aVULN|aBPWR
36	21432 53432	   	205.45	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR|1ZMB	13DUR|2AART|4LIT|5CDMG|6DMG|7RCR|8VULN|9ASPD|aZMB
37	21532 12111	   	205.06	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2aAART|3SPLREG|4ZMB|5BASFIG|6RCR|7CDMG|8VULN|9DMG
38	21532 12251	   	205.06	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2aAART|3SPLREG|4ZMB|5BASFIG|6RCR|7CDMG|8ASPD|9VULN
39	21535 12111	   	205.06	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2aAART|3SPLREG|4ZMB|5TSLFST|6RCR|7CDMG|8VULN|9DMG
40	21535 12251	   	205.06	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2aAART|3SPLREG|4ZMB|5TSLFST|6RCR|7CDMG|8ASPD|9VULN
41	62661 31221	 * 	204.71	DCR|2VULN|2ASPD|2CDMG|1DMG	18CDMG|23VULN|4RCVC|5LHND|6RCR|79ASPD|aDMG
42	25213 65212	 * 	203.92	DCR|2VULN|2DMG|1ASPD|2DUR|1ZMB	19DUR|2FEWX|39DMG|4ASPD|5DMSP|6ZMB|7RCR|89VULN|9BPWR|aRCVC
43	62134 26313	   	203.77	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR|1ZMB	1CDMG|2aVULN|3ZMB|4LWND|5AART|67DUR|8RCR|9ASPD
44	21262 14326	 * 	203.62	ACR|2VULN|2AART|2ASPD|2CDMG|1DUR	1DUR|2aAART|3RCR|47ASPD|58VULN|69CDMG
45	25213 65213	   	203.59	DCR|2VULN|2DMG|1ASPD|2DUR|1ZMB	19DUR|2FEWX|39DMG|4ASPD|5DMSP|6ZMB|7RCR|89VULN|9BPWR|aRPLT
46	25213 65211	   	203.49	DCR|2VULN|2DMG|1ASPD|2DUR|1ZMB	19DUR|2FEWX|39DMG|4ASPD|5DMSP|6ZMB|7RCR|89VULN|9BPWR|aDUST
47	26111 33636	 * 	203.49	DCR|2VULN|2DMG|1MDPS|1ASPD|2DUR|1ZMB	19DUR|2ZMB|39LHND|4ASPD|5aVULN|6MDPS|7RCR|89DMG|9BPWR
48	33242 43633	   	203.41	DCR|3DMG|2VULN|1AART|1ZMB	1BELT|29VULN|369DMG|4ZMB|5CGEN|7AART|89LIT|9BPWR|aRCR
49	33243 53633	   	203.41	DCR|3DMG|2VULN|1AART|1ZMB	1BELT|29VULN|359DMG|4ZMB|6CGEN|7AART|89LIT|9BPWR|aRCR
50	21113 23112	 * 	202.70	DCR|2AART|2DMG|1ASPD|1CDMG|1DUR	1DUR|26AART|3RMIN|4CDMG|5ASPD|7CGEN|8aDMG|9RCR
51	21113 55312	   	202.70	DCR|2AART|2DMG|1ASPD|1CDMG|1DUR	1DUR|28AART|3RMIN|4CDMG|5ASPD|6AME|7aDMG|9RCR
52	21113 22112	   	202.60	DCR|2AART|2DMG|1ASPD|1CDMG|1DUR	1DUR|26AART|3RMIN|4CDMG|5ASPD|7ERES|8aDMG|9RCR
53	21113 65312	   	202.60	DCR|2AART|2DMG|1ASPD|1CDMG|1DUR	1DUR|28AART|3RMIN|4CDMG|5ASPD|6TLV|7aDMG|9RCR
54	26431 25213	   	202.41	DCR|2VULN|2DMG|1ASPD|2ZMB|1DUR	1DUR|29ZMB|3RMIN|4AME|5DUST|69DMG|7ASPD|89VULN|9BPWR|aRCR
55	11211 33445	 * 	202.18	DCR|3VULN|1MDPS|2ASPD|1DMG|1DUR	1LWND|2DUR|3DMG|4aASPD|589VULN|6MDPS|7RCR
56	23211 33445	   	202.18	DCR|3VULN|1MDPS|2ASPD|1DMG|1DUR	1DUR|2LWND|3DMG|4aASPD|589VULN|6MDPS|7RCR
57	21142 23355	 * 	201.40	DCR|2VULN|2ASPD|1AART|3DUR	178DUR|2AART|3RMIN|4aASPD|5aVULN|6aDUST|9RCR|aBPWR
58	62412 42323	   	201.24	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|27aVULN|3RMIN|4SNIFST|5DUR|6ZMB|8AART|9RCR
59	26515 33312	   	201.03	DCR|2AART|1VULN|1ASPD|1DMG|2DUR|1ZMB|1SELL	15DUR|2ZMB|3ASPD|4SELL|6VULN|78AART|9RCR|aDMG
60	21113 13112	 * 	200.84	DCR|2DMG|2ASPD|1AART|1CDMG|1DUR	1DUR|2AART|3RMIN|4CDMG|56ASPD|7CGEN|8aDMG|9RCR
61	21113 12112	   	200.74	DCR|2DMG|2ASPD|1AART|1CDMG|1DUR	1DUR|2AART|3RMIN|4CDMG|56ASPD|7ERES|8aDMG|9RCR
62	21113 46112	   	200.74	DCR|2DMG|2ASPD|1AART|1CDMG|1DUR	1DUR|2AART|3RMIN|4CDMG|57ASPD|6ERES|8aDMG|9RCR
63	21144 26112	   	200.74	DCR|2DMG|2ASPD|1AART|1CDMG|1DUR	1DUR|2AART|3RMIN|46ASPD|56ERES|6BPWR|7CDMG|8aDMG|9RCR
64	62632 14111	 * 	200.71	DCR|3DMG|2VULN|1MDPS|1CDMG	1CDMG|23VULN|468DMG|5VENFST|7RCR|9RPLT|aMDPS
65	51113 21212	   	200.58	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	17FEWX|26AART|3RMIN|4CDMG|5ASPD|8VULN|9RCR|aDMG
66	51113 21216	   	200.58	DCR|2AART|1VULN|1ASPD|1NUKE|1CDMG	17FEWX|26AART|3RMIN|4CDMG|5ASPD|8VULN|9RCR|aNUKE
67	51116 25112	   	200.58	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	15FEWX|26AART|3RMIN|4CDMG|7VULN|8DMG|9RCR|aASPD
68	11252 16324	   	200.55	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|2DUR	1LWND|27DUR|3DMG|4AART|5VULN|69CDMG|8RCR|aASPD
69	23252 16324	   	200.55	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|2DUR	17DUR|2LWND|3DMG|4AART|5VULN|69CDMG|8RCR|aASPD
70	21621 35531	   	200.17	DCR|3VULN|1AART|1DMG|3DUR|1AAC	157DUR|2AART|379VULN|47MLV|6AAC|7BPWR|8RCR|aDMG
71	21262 14336	 * 	200.08	ACR|2VULN|2ASPD|1AART|1NUKE|1CDMG|1DUR	1DUR|2AART|3RCR|47ASPD|58VULN|6CDMG|9ERES|aNUKE
72	61653 32212	   	199.93	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	12CDMG|3DMG|4DUR|5RCVC|6RMIN|7AART|8VULN|9RCR|aASPD
73	61133 32212	   	199.93	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	12CDMG|3DUR|4DMG|5RCVC|6RMIN|7AART|8VULN|9RCR|aASPD
74	61133 32216	 * 	199.93	DCR|1VULN|1AART|2CDMG|1DMG|1NUKE|1DUR	12CDMG|3DUR|4DMG|5RCVC|6RMIN|7AART|8VULN|9RCR|aNUKE
75	62636 43212	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|23VULN|4DMG|5MBVNT|6AART|7LWND|8RCR|9ASPD|aBEXP
76	62636 43214	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|23VULN|4DMG|5MBVNT|6AART|7LWND|8RCR|9ASPD|aDMSP
77	62636 43211	   	199.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|23VULN|4DMG|5MBVNT|6AART|7LWND|8RCR|9ASPD|aERES
78	62112 42353	   	199.74	DCR|2VULN|1AART|1ASPD|1CDMG|2ZMB|1DUR	1CDMG|2aVULN|36ZMB|4SNIFST|5DUR|7ASPD|8AART|9RCR
79	62632 14113	   	199.66	DCR|3DMG|2VULN|1CDMG|1DUR	1CDMG|23VULN|468DMG|5VENFST|7RCR|9RPLT|aDUR
80	62632 14133	   	199.66	DCR|3DMG|2VULN|1CDMG|1DUR	1CDMG|23VULN|468DMG|5VENFST|7RCR|9DUR|aLHND
81	33143 33214	 * 	199.65	DCR|3VULN|2DMG|1ASPD|1DUR	1BELT|236VULN|4DUR|58DMG|7ASPD|9LHND|aRCR
82	33143 33234	   	199.65	DCR|3VULN|2DMG|1ASPD|1DUR	1BELT|236VULN|4DUR|58DMG|7ASPD|9LWND|aRCR
83	33143 33245	   	199.65	DCR|3VULN|2DMG|1ASPD|1DUR	1BELT|236VULN|4DUR|58DMG|7ASPD|9LIT|aRCR
84	33143 33254	   	199.65	DCR|3VULN|2DMG|1ASPD|1DUR	1BELT|236VULN|4DUR|58DMG|7ASPD|9FEWX|aRCR
85	62632 14131	   	199.56	DCR|3DMG|2VULN|1CDMG|1DUR	1CDMG|23VULN|468DMG|5VENFST|7RCR|9DUR|aERES
86	21113 16312	 * 	199.33	DCR|2AART|2ASPD|1DMG|1CDMG|1DUR	1DUR|28AART|3RMIN|4CDMG|56ASPD|7LWND|9RCR|aDMG
87	33161 43623	 * 	199.29	DCR|2VULN|2DMG|1AART|1ASPD	1BELT|23VULN|4AME|5LHND|68DMG|7AART|9RCR|aASPD
88	33111 43623	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD	1BELT|23VULN|4TLV|5LHND|68DMG|7AART|9RCR|aASPD
89	26516 33312	   	199.01	DCR|2AART|1VULN|1ASPD|1DMG|2ZMB|1DUR|1SELL	1DUR|25ZMB|3ASPD|4SELL|6VULN|78AART|9RCR|aDMG
90	21534 12242	 * 	198.91	DCR|1MDPS|2ASPD|1VULN|1AART|2DUR|2SPLREG|1AAC|1ZMB	1aDUR|2AART|3aSPLREG|4ZMB|5MDPS|6RCR|7VULN|8aASPD|9AAC|aBPWR
91	62632 14122	   	198.78	DCR|3DMG|2VULN|2CDMG	1aCDMG|23VULN|468DMG|5VENFST|7RCR|9BEXP
92	51113 11212	   	198.73	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	17FEWX|2AART|3RMIN|4CDMG|56ASPD|8VULN|9RCR|aDMG
93	51113 11216	   	198.73	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG	17FEWX|2AART|3RMIN|4CDMG|56ASPD|8VULN|9RCR|aNUKE
94	62232 14142	   	198.68	DCR|3DMG|2VULN|2CDMG	13CDMG|2aVULN|468DMG|5VENFST|7RCR|9ERES
95	62232 14161	   	198.68	DCR|3DMG|2VULN|2CDMG	13CDMG|29VULN|468DMG|5VENFST|7RCR|aDUST
96	62232 14163	   	198.68	DCR|3DMG|2VULN|2CDMG|1MSE	13CDMG|29VULN|468DMG|5VENFST|7RCR|aMSE
97	62232 14116	 * 	198.46	DCR|3DMG|1VULN|2CDMG|1ASPD	13CDMG|2VULN|468DMG|5VENFST|7RCR|9RPLT|aASPD
98	33244 11331	 * 	198.33	DCR|1SPLARM|2VULN|1ASPD|1DMG|2DUR|1ZMB	1BELT|2aVULN|3DMG|4ZMB|5SPLARM|67DUR|8RCR|9ASPD
99	11662 14332	 * 	198.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1LWND|2DUR|3AART|47ASPD|58VULN|6CDMG|9ERES|aRCR
100	21362 14342	   	198.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1DUR|2AART|3LEGI|47ASPD|58VULN|6CDMG|9CGEN|aRCR
101	21362 14362	   	198.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1DUR|2AART|3LEGI|47ASPD|58VULN|6CDMG|9AME|aRCR
102	23662 14332	   	198.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1DUR|2LWND|3AART|47ASPD|58VULN|6CDMG|9ERES|aRCR
103	11211 13425	   	198.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2DUR|3DMG|4ASPD|579VULN|6DMSP|8CDMG|aRCR
104	23211 13425	   	198.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2LWND|3DMG|4ASPD|579VULN|6DMSP|8CDMG|aRCR
105	26111 33616	   	198.30	DCR|3VULN|1MDPS|1ASPD|1DMG|1ZMB|1DUR	1DUR|2ZMB|3LHND|4ASPD|59aVULN|6MDPS|7RCR|8DMG
106	21362 14332	   	198.21	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1DUR|2AART|3LEGI|47ASPD|58VULN|6CDMG|9ERES|aRCR
107	21262 14313	 * 	197.95	ACR|3VULN|2ASPD|1AART|1CDMG|1DUR	1DUR|2AART|3RCR|47ASPD|58aVULN|6CDMG|9LIT
108	62633 31363	   	197.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|23VULN|4DMG|5BEXP|6MLV|7ASPD|8LWND|9RCR|aAART
109	33143 33354	 * 	197.91	DCR|4VULN|1ASPD|1DMG|1DUR	1BELT|2369VULN|4DUR|5DMG|7ASPD|8LWND|aRCR
110	62636 43241	   	197.38	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|23VULN|4aDMG|5MBVNT|6AART|7LWND|8RCR|9LHND
111	26521 33631	 * 	197.33	DCR|2DMG|1MDPS|2ASPD|1VULN|2DUR|1ZMB	19DUR|2ZMB|39ASPD|4LWND|5VULN|6MDPS|7RCR|89DMG|9BPWR|aAME
112	26521 33632	   	197.33	DCR|2DMG|1MDPS|2ASPD|1VULN|2DUR|1ZMB	19DUR|2ZMB|39ASPD|4LWND|5VULN|6MDPS|7RCR|89DMG|9BPWR|aLHND
113	61132 54233	   	197.30	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	12CDMG|3DUR|4DMG|5MLV|6LWND|7RCR|8VULN|9ASPD|aAART
114	21532 13452	   	197.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7ASPD|89VULN|aRMIN
115	21532 15112	   	197.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|78VULN|9DMG|aRMIN
116	21532 15252	   	197.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|79VULN|8ASPD|aRMIN
117	21535 15112	   	197.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5TSLFST|6RCR|78VULN|9DMG|aRMIN
118	26521 33633	   	197.23	DCR|1MDPS|2DMG|2ASPD|1VULN|2DUR|1ZMB	19DUR|2ZMB|39ASPD|4LWND|5VULN|6MDPS|7RCR|89DMG|9BPWR|aDUST
119	21532 13426	   	196.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7ASPD|8VULN|9RMIN|aDMG
120	21532 15226	   	196.96	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7VULN|8ASPD|9RMIN|aDMG
121	33151 43324	   	196.95	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BELT|23VULN|4RMIN|5LHND|6DMG|7AART|8DUR|9RCR|aASPD
122	21312 35364	   	196.88	DCR|2VULN|2DMG|1AART|2DUR	1aDUR|2AART|3LEGI|4MLV|5aVULN|6CGEN|7RCR|8AME|9aDMG|aBPWR
123	62163 21224	 * 	196.56	DCR|2VULN|2ASPD|3CDMG|2ZMB	158CDMG|2aVULN|3aZMB|4FEWX|6AME|7aASPD|9RCR|aBPWR
124	11252 16326	   	196.56	DCR|2AART|1VULN|2CDMG|1DMG|2DUR	1LWND|27DUR|3DMG|4aAART|5VULN|69CDMG|8RCR
125	23252 16326	   	196.56	DCR|2AART|1VULN|2CDMG|1DMG|2DUR	17DUR|2LWND|3DMG|4aAART|5VULN|69CDMG|8RCR
126	62112 62351	   	196.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1CDMG|26VULN|3ZMB|4SNIFST|5DUR|7ASPD|8AART|9RCR|aBEXP
127	62112 62352	   	196.53	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1CDMG|26VULN|3ZMB|4SNIFST|5DUR|7ASPD|8AART|9RCR|aFEWX
128	11252 61623	   	196.35	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	1LWND|2DUR|3DMG|47AART|58VULN|6ZMB|9RCR|aFEWX
129	23252 61623	   	196.35	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	1DUR|2LWND|3DMG|47AART|58VULN|6ZMB|9RCR|aFEWX
130	21113 24211	   	196.26	DCR|2AART|1VULN|2CDMG|1ASPD|1DUR	1DUR|26AART|3RMIN|47CDMG|5ASPD|8VULN|9RCR|aLHND
131	21113 24214	   	196.26	DCR|2AART|1VULN|2CDMG|1ASPD|1DUR	1DUR|26AART|3RMIN|47CDMG|5ASPD|8VULN|9RCR|aLWND
132	11252 61621	   	196.25	DCR|2VULN|2AART|1DMG|1ZMB|1DUR|1MSE	1LWND|2DUR|3DMG|47AART|58VULN|6ZMB|9RCR|aMSE
133	21362 61623	   	196.25	DCR|2VULN|2AART|1ASPD|1ZMB|1DUR	1DUR|27AART|3LEGI|4ASPD|58VULN|6ZMB|9RCR|aFEWX
134	23252 61621	   	196.25	DCR|2VULN|2AART|1DMG|1ZMB|1DUR|1MSE	1DUR|2LWND|3DMG|47AART|58VULN|6ZMB|9RCR|aMSE
135	21113 24213	   	196.16	DCR|2AART|1VULN|2CDMG|1ASPD|1DUR	1DUR|26AART|3RMIN|47CDMG|5ASPD|8VULN|9RCR|aTLV
136	21113 24215	   	196.16	DCR|2AART|1VULN|2CDMG|1ASPD|1DUR	1DUR|26AART|3RMIN|47CDMG|5ASPD|8VULN|9RCR|aDUST
137	21362 61621	   	196.15	DCR|2VULN|2AART|1ASPD|1ZMB|1DUR|1MSE	1DUR|27AART|3LEGI|4ASPD|58VULN|6ZMB|9RCR|aMSE
138	21563 16113	   	195.92	DCR|1VULN|1AART|1DMG|3DUR|1CDMG|2SPLREG	145DUR|2AART|34SPLREG|4BPWR|6DMG|7VULN|8RCR|9RMIN|aCDMG
139	61133 41216	   	195.76	DCR|1AART|1VULN|2CDMG|1DMG|1NUKE|1DUR	12CDMG|3DUR|4DMG|5RCVC|6AART|7CGEN|8VULN|9RCR|aNUKE
140	61133 52216	   	195.76	DCR|1AART|1VULN|2CDMG|1DMG|1NUKE|1DUR	12CDMG|3DUR|4DMG|5RCVC|6CGEN|7AART|8VULN|9RCR|aNUKE
141	23252 16335	 * 	195.70	DCR|2DMG|1AART|1VULN|3DUR|1CDMG	17aDUR|2LWND|3aDMG|4AART|5VULN|6CDMG|8RCR|9aERES|aBPWR
142	61133 12212	   	195.66	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1AAC|1DUR	12CDMG|3DUR|4DMG|5RCVC|6AAC|7AART|8VULN|9RCR|aASPD
143	61133 12216	   	195.66	DCR|1VULN|1AART|2CDMG|1DMG|1NUKE|1AAC|1DUR	12CDMG|3DUR|4DMG|5RCVC|6AAC|7AART|8VULN|9RCR|aNUKE
144	61133 45312	   	195.66	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1AAC|1DUR	12CDMG|3DUR|4DMG|5RCVC|6AART|7VULN|8AAC|9RCR|aASPD
145	61133 62216	   	195.66	DCR|1VULN|1AART|2CDMG|1DMG|1NUKE|1DUR	12CDMG|3DUR|4DMG|5RCVC|6TLV|7AART|8VULN|9RCR|aNUKE
146	61653 12212	   	195.66	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1AAC|1DUR	12CDMG|3DMG|4DUR|5RCVC|6AAC|7AART|8VULN|9RCR|aASPD
147	62111 62353	   	195.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	1aCDMG|26VULN|3ZMB|4SNIFST|5BEXP|7ASPD|8AART|9RCR
148	21112 55312	   	195.45	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUR|28AART|3RMIN|4CDMG|5ZMB|6AME|7DMG|9RCR|aASPD
149	21112 55316	 * 	195.45	DCR|2AART|1DMG|1NUKE|1CDMG|1ZMB|1DUR	1DUR|28AART|3RMIN|4CDMG|5ZMB|6AME|7DMG|9RCR|aNUKE
150	21112 14312	   	195.35	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUR|28AART|3RMIN|4CDMG|5ZMB|6ASPD|7ERES|9RCR|aDMG
151	21112 14316	   	195.35	DCR|2AART|1ASPD|1NUKE|1CDMG|1ZMB|1DUR	1DUR|28AART|3RMIN|4CDMG|5ZMB|6ASPD|7ERES|9RCR|aNUKE
152	21112 36312	   	195.35	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUR|28AART|3RMIN|4CDMG|5ZMB|6ERES|7ASPD|9RCR|aDMG
153	21112 36316	   	195.35	DCR|2AART|1ASPD|1NUKE|1CDMG|1ZMB|1DUR	1DUR|28AART|3RMIN|4CDMG|5ZMB|6ERES|7ASPD|9RCR|aNUKE
154	21112 65312	   	195.35	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUR|28AART|3RMIN|4CDMG|5ZMB|6TLV|7DMG|9RCR|aASPD
