0	Index      	 *	Score 	Summary	Detail	
1	16511 31431	 * 	205.96	ACR|3VULN|3BEXP|2ASPD	1aLWND|28ASPD|3RCR|4NUKE|59aBEXP|67aVULN|aBPWR
36	26521 33212	 * 	190.84	ACR|2VULN|1ASPD|1DMG|1BASICY|1BEXP	1DUR|2ASPD|3RCR|4FEWX|58VULN|6RPLT|7BEXP|9BASICY|aDMG
37	16511 31612	   	190.65	ACR|2VULN|2ASPD|1DMG|1BEXP	1LWND|2aASPD|3RCR|4NUKE|5BEXP|67VULN|8DMG|9CGEN
38	16511 31632	   	190.65	ACR|2VULN|2ASPD|1DMG|1BEXP	1LWND|2aASPD|3RCR|4NUKE|5BEXP|67VULN|8DMG|9MLV
39	16523 63221	   	190.64	ACR|1BASARM|2ASPD|1BEXP	1LWND|29ASPD|3RCR|478FEWX|5BEXP|6ZMB|aBASARM
40	26511 21131	   	190.55	ACR|3VULN|2BEXP|1ASPD|1CDMG	1DUR|2ASPD|3RCR|4NUKE|5aBEXP|679VULN|8CDMG
41	16511 31143	   	190.55	ACR|3VULN|2BEXP|1ASPD|1CDMG	1LWND|2ASPD|3RCR|4NUKE|59BEXP|67aVULN|8CDMG
42	16511 31141	   	190.37	ACR|2VULN|3BEXP|1ASPD|1CDMG	1LWND|2ASPD|3RCR|4NUKE|59aBEXP|67VULN|8CDMG
43	26511 21141	   	190.37	ACR|2VULN|3BEXP|1ASPD|1CDMG	1DUR|2ASPD|3RCR|4NUKE|59aBEXP|67VULN|8CDMG
44	25522 21244	   	190.34	ACR|1BASARM|2DMG|1BEXP	1DUR|2ERES|3RCR|4VENICY|5LIT|6BEXP|7MBVNT|89DMG|aBASARM
45	26523 25321	   	189.42	ACR|2BEXP|1VULN|1ASPD|1DMG|1AART	1DUR|2ASPD|3RCR|4FEWX|5aBEXP|6LHND|7VULN|8AART|9DMG
46	25513 23421	 * 	189.26	ACR|3VULN|2ASPD|1DMG	1DUR|27ERES|3RCR|4DMG|568VULN|9aASPD
47	26511 21611	   	189.06	ACR|2VULN|1ASPD|1DMG|1BEXP|1AART	1DUR|2ASPD|3RCR|4NUKE|5BEXP|67VULN|8DMG|9CGEN|aAART
48	26511 21631	   	189.06	ACR|2VULN|1ASPD|1DMG|1BEXP|1AART	1DUR|2ASPD|3RCR|4NUKE|5BEXP|67VULN|8DMG|9MLV|aAART
49	32355 11228	   	189.04	ACR|3VULN|2BEXP|1ASPD|1AART	1AART|28DUR|3RPLT|4RCR|58BEXP|6MBVNT|78aVULN|8BPWR|9ASPD
50	15512 63311	   	188.64	ACR|3VULN|1DMG|1ASPD|1AART	15LWND|2ERES|3RCR|4DMG|6AART|78aVULN|9ASPD
51	25513 26121	   	188.64	ACR|3VULN|1ASPD|1DMG|1AART	1DUR|2ERES|3RCR|4DMG|568VULN|7ASPD|9FEWX|aAART
52	26523 33532	 * 	188.57	ACR|3BEXP|2ASPD|1DMG	18DUR|2aASPD|3RCR|48FEWX|578BEXP|6RPLT|8BPWR|9DMG
53	26513 12151	   	188.49	ACR|3ASPD|2VULN|1CDMG	1DUR|267ASPD|3RCR|4NUKE|5ERES|89VULN|aCDMG
54	26523 33232	   	188.37	ACR|3BEXP|2ASPD|1DMG	1DUR|2aASPD|3RCR|4FEWX|578BEXP|6RPLT|9DMG
55	26523 33236	 * 	188.37	ACR|3BEXP|2DMG|1ASPD	1DUR|2ASPD|3RCR|4FEWX|578BEXP|6RPLT|9aDMG
56	26511 14111	   	187.79	ACR|1BASARM|2BEXP|1ASPD	169DUR|2ASPD|3RCR|4NUKE|57BEXP|8FEWX|aBASARM
57	26511 14311	   	187.79	ACR|1BASARM|2BEXP|1ASPD	169DUR|2ASPD|3RCR|4NUKE|57BEXP|8LHND|aBASARM
58	26511 14211	   	187.69	ACR|1BASARM|2BEXP|1ASPD	169DUR|2ASPD|3RCR|4NUKE|57BEXP|8DUST|aBASARM
59	25522 22223	 * 	187.69	ACR|1BASARM|2BEXP|1DMG	1DUR|2ERES|3RCR|4VENICY|5LIT|6aBEXP|7LWND|8DMG|9BASARM
60	26511 22311	   	187.66	ACR|3ASPD|1VULN|1CDMG|1BEXP	1DUR|28aASPD|3RCR|4NUKE|5BEXP|6VULN|7CDMG|9LIT
61	26511 26111	   	187.66	ACR|3ASPD|1VULN|1CDMG|1BEXP	1DUR|27aASPD|3RCR|4NUKE|5BEXP|6VULN|8CDMG|9LIT
62	25531 26111	   	187.66	ACR|3ASPD|1VULN|1CDMG|1BEXP	1DUR|2ERES|3RCR|47aASPD|5BEXP|6VULN|8CDMG|9LIT
63	25522 21221	   	187.59	ACR|1BASARM|2BEXP|1DMG	1DUR|2ERES|3RCR|4VENICY|5LIT|6aBEXP|7MBVNT|8DMG|9BASARM
64	25522 25221	   	187.59	ACR|1BASARM|2BEXP|1DMG	1DUR|2ERES|3RCR|4VENICY|5LIT|6aBEXP|7DUST|8DMG|9BASARM
65	34531 23611	 * 	187.22	DCR|2BASARM|2ASPD|2CDMG|1AART	1AART|29ASPD|39ERES|4CGEN|57CDMG|6RCVC|89BASARM|9BPWR|aRCR
66	16511 31113	   	186.72	ACR|2VULN|1ASPD|1DMG|1BEXP|1CDMG	1LWND|2ASPD|3RCR|4NUKE|5BEXP|67VULN|8CDMG|9LIT|aDMG
67	16511 31621	   	186.72	ACR|2VULN|1ASPD|1DMG|1BEXP|1CDMG	1LWND|2ASPD|3RCR|4NUKE|5BEXP|67VULN|8DMG|9CDMG|aRMIN
68	16511 31623	   	186.72	ACR|2VULN|1ASPD|1DMG|1CDMG|1BEXP	1LWND|2ASPD|3RCR|4NUKE|5BEXP|67VULN|8DMG|9CDMG|aDUR
69	25513 24111	   	186.72	ACR|2VULN|1ASPD|1DMG|1CDMG|1BEXP	1DUR|2ERES|3RCR|4DMG|56VULN|7BEXP|8CDMG|9LIT|aASPD
70	25533 24113	   	186.72	ACR|2VULN|1ASPD|1DMG|1CDMG|1BEXP	1DUR|2ERES|3RCR|4ASPD|56VULN|7BEXP|8CDMG|9LIT|aDMG
71	26511 21113	   	186.72	ACR|2VULN|1ASPD|1DMG|1BEXP|1CDMG	1DUR|2ASPD|3RCR|4NUKE|5BEXP|67VULN|8CDMG|9LIT|aDMG
72	26511 21621	   	186.72	ACR|2VULN|1ASPD|1DMG|1BEXP|1CDMG	1DUR|2ASPD|3RCR|4NUKE|5BEXP|67VULN|8DMG|9CDMG|aRMIN
73	26511 21623	   	186.72	ACR|2VULN|1ASPD|1DMG|1CDMG|1BEXP	1aDUR|2ASPD|3RCR|4NUKE|5BEXP|67VULN|8DMG|9CDMG
74	66511 31113	   	186.72	ACR|2VULN|1ASPD|1DMG|1BEXP|1CDMG	1LHND|2ASPD|3RCR|4NUKE|5BEXP|67VULN|8CDMG|9LIT|aDMG
75	16541 11131	   	186.69	ACR|2VULN|2ASPD|1AART|1BEXP	14LWND|26ASPD|3RCR|5LHND|78VULN|9BEXP|aAART
76	16543 11131	   	186.69	ACR|2VULN|2ASPD|1AART|1BEXP	14LWND|26ASPD|3RCR|5DUR|78VULN|9BEXP|aAART
77	16523 25332	   	186.61	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1LWND|2ASPD|3RCR|4FEWX|5BEXP|6LHND|7ZMB|8CDMG|9SNITOX|aBASARM
78	26511 26221	   	186.59	ACR|2VULN|2ASPD|1AART|1BEXP	1DUR|27ASPD|3RCR|4NUKE|5BEXP|69VULN|8FEWX|aAART
79	16531 11131	   	186.59	ACR|2VULN|2ASPD|1AART|1BEXP	1LWND|26ASPD|3RCR|4AEMAG|5LHND|78VULN|9BEXP|aAART
80	16533 11131	   	186.59	ACR|2VULN|2ASPD|1AART|1BEXP	1LWND|26ASPD|3RCR|4AEMAG|5DUR|78VULN|9BEXP|aAART
81	26531 11131	   	186.59	ACR|2VULN|2ASPD|1AART|1BEXP	1DUR|26ASPD|3RCR|4AEMAG|5LHND|78VULN|9BEXP|aAART
82	26561 21232	   	186.51	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1DUR|2ASPD|3RCR|4CDMG|5FEWX|6RMIN|7DUST|8BEXP|9SNITOX|aBASARM
83	26511 21422	   	186.49	ACR|2VULN|2ASPD|1BEXP|1AART	1DUR|28ASPD|3RCR|4NUKE|5BEXP|67VULN|9AIRHEL|aAART
84	26534 11131	   	186.49	ACR|2VULN|2ASPD|1AART|1BEXP	1DUR|26ASPD|3RCR|4AEMAG|5LEGI|78VULN|9BEXP|aAART
85	15523 52321	   	186.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1LWND|2ERES|3RCR|4VENICY|5CDMG|6TLV|7CGEN|8BASARM|9BEXP|aDMG
86	25531 26121	   	186.30	ACR|2ASPD|2BEXP|1VULN|1CDMG	1DUR|2ERES|3RCR|47ASPD|5aBEXP|6VULN|8CDMG|9RCVC
87	16522 21214	   	186.26	ACR|3VULN|2ASPD|1AART	19LWND|29ASPD|3RCR|4FEWX|5MSLREG|69aVULN|7LEGI|8AART|9BPWR
88	16513 31432	   	186.24	ACR|3ASPD|2VULN|1BEXP	1LWND|28aASPD|3RCR|4NUKE|5FEWX|67VULN|9BEXP
89	26511 21431	   	186.14	ACR|3ASPD|2VULN|1BEXP	1DUR|28aASPD|3RCR|4NUKE|5BEXP|67VULN|9MDPS
90	16531 16133	 * 	185.80	ACR|2ASPD|2AART|1VULN|1BEXP	1LWND|26ASPD|3RCR|4AEMAG|5LHND|7aAART|8BEXP|9VULN
91	26511 22321	   	185.55	ACR|2ASPD|2BEXP|1VULN|1CDMG	19DUR|28ASPD|3RCR|4NUKE|5aBEXP|6VULN|7CDMG
92	26511 22342	   	185.55	ACR|2ASPD|2BEXP|1VULN|1CDMG	1aDUR|28ASPD|3RCR|4NUKE|59BEXP|6VULN|7CDMG
93	26511 22343	   	185.55	ACR|2ASPD|2BEXP|1VULN|1CDMG	1DUR|28ASPD|3RCR|4NUKE|59BEXP|6VULN|7CDMG|aBELT
94	26511 26121	   	185.55	ACR|2ASPD|2BEXP|1VULN|1CDMG	19DUR|27ASPD|3RCR|4NUKE|5aBEXP|6VULN|8CDMG
95	25511 26311	   	185.43	ACR|2ASPD|1VULN|1DMG|1BEXP|1AAC	1DUR|2ERES|3RCR|4DMG|5BEXP|6VULN|7aASPD|8LHND|9AAC
96	15511 16111	   	185.43	ACR|2ASPD|1VULN|1DMG|1BEXP|1AAC	1LWND|2ERES|3RCR|4DMG|5BEXP|6DUR|7aASPD|8VULN|9AAC
97	32356 11425	 * 	185.34	ACR|3VULN|1BASARM|1AART	1AART|2DUR|3RPLT|4RCR|579VULN|6MBVNT|8ERES|aBASARM
98	25533 26233	   	185.21	ACR|2VULN|2ASPD|1DMG|1AAC	1DUR|2ERES|3RCR|47ASPD|56VULN|8DUST|9AAC|aDMG
99	33516 63233	   	185.05	ACR|1BASARM|1VULN|1BEXP|1AART|1CDMG	1AART|2CGEN|3VULN|4MDPS|5RCR|6BEXP|7BASARM|8TLV|9ZMB|aCDMG
100	16531 11151	   	185.05	ACR|3VULN|3ASPD	1aLWND|26aASPD|3RCR|4AEMAG|5LHND|78aVULN|9NUKE|aBPWR
101	16533 11151	   	185.05	ACR|3VULN|3ASPD	1aLWND|26aASPD|3RCR|4AEMAG|5DUR|78aVULN|9NUKE|aBPWR
102	26531 11151	   	185.05	ACR|3VULN|3ASPD	1aDUR|26aASPD|3RCR|4AEMAG|5LHND|78aVULN|9NUKE|aBPWR
103	33516 63331	 * 	185.03	ACR|1BASARM|1VULN|2BEXP|1AART	1AART|2CGEN|3VULN|4MDPS|5RCR|6aBEXP|7BASARM|8RPLT|9BELT
104	66511 31331	   	185.00	ACR|3VULN|3BEXP|1ASPD	18aLHND|2ASPD|3RCR|4NUKE|59aBEXP|67aVULN|aBPWR
105	31516 63331	   	184.93	ACR|1BASARM|1VULN|2BEXP|1AART	1AART|2ERES|3VULN|4MDPS|5RCR|6aBEXP|7BASARM|8RPLT|9BELT
106	15531 11236	   	184.44	ACR|2VULN|2ASPD|1BEXP|1CDMG	19LWND|2ERES|3RCR|49ASPD|5BEXP|6DUR|79VULN|8BELT|9BPWR|aCDMG
107	26521 33261	   	184.34	ACR|2VULN|2ASPD|1BEXP|1CDMG	1DUR|2aASPD|3RCR|4FEWX|58VULN|6RPLT|7BEXP|9CDMG
108	16511 31111	   	184.24	ACR|2VULN|2ASPD|1BEXP|1CDMG	1LWND|2aASPD|3RCR|4NUKE|5BEXP|67VULN|8CDMG|9LIT
109	25533 24111	   	184.24	ACR|2VULN|2ASPD|1CDMG|1BEXP	1DUR|2ERES|3RCR|4aASPD|56VULN|7BEXP|8CDMG|9LIT
110	26511 21111	   	184.24	ACR|2VULN|2ASPD|1CDMG|1BEXP	1DUR|2aASPD|3RCR|4NUKE|5BEXP|67VULN|8CDMG|9LIT
111	26511 22312	   	184.24	ACR|2VULN|2ASPD|1CDMG|1BEXP	1DUR|28ASPD|3RCR|4NUKE|5BEXP|6aVULN|7CDMG|9LIT
112	26511 22332	   	184.24	ACR|2VULN|2ASPD|1BEXP|1CDMG	1aDUR|28ASPD|3RCR|4NUKE|5BEXP|69VULN|7CDMG
113	26511 22333	   	184.24	ACR|2VULN|2ASPD|1BEXP|1CDMG	1DUR|28ASPD|3RCR|4NUKE|5BEXP|69VULN|7CDMG|aBELT
114	26511 26112	   	184.24	ACR|2VULN|2ASPD|1CDMG|1BEXP	1DUR|27ASPD|3RCR|4NUKE|5BEXP|6aVULN|8CDMG|9LIT
115	26511 26132	   	184.24	ACR|2VULN|2ASPD|1BEXP|1CDMG	1aDUR|27ASPD|3RCR|4NUKE|5BEXP|69VULN|8CDMG
116	26511 26133	   	184.24	ACR|2VULN|2ASPD|1BEXP|1CDMG	1DUR|27ASPD|3RCR|4NUKE|5BEXP|69VULN|8CDMG|aBELT
117	66511 31111	   	184.24	ACR|2VULN|2ASPD|1CDMG|1BEXP	1LHND|2aASPD|3RCR|4NUKE|5BEXP|67VULN|8CDMG|9LIT
118	25531 26112	   	184.24	ACR|2VULN|2ASPD|1CDMG|1BEXP	1DUR|2ERES|3RCR|47ASPD|5BEXP|6aVULN|8CDMG|9LIT
119	26511 21433	   	184.14	ACR|2VULN|2ASPD|1CDMG|1BEXP	1DUR|28ASPD|3RCR|4NUKE|5BEXP|67VULN|9MDPS|aCDMG
120	26511 22334	   	184.14	ACR|2VULN|2ASPD|1CDMG|1BEXP	1DUR|28ASPD|3RCR|4NUKE|5BEXP|69VULN|7CDMG|aMSLREG
121	26511 22335	   	184.14	ACR|2VULN|2ASPD|1BEXP|1CDMG	1DUR|28ASPD|3RCR|4NUKE|5BEXP|69VULN|7CDMG|aSNIFST
122	26516 22331	   	184.14	ACR|2VULN|2ASPD|1BEXP|1CDMG	1DUR|28ASPD|3RCR|4NUKE|5DUST|69VULN|7CDMG|aBEXP
123	34216 31331	   	183.55	ACR|2ASPD|1VULN|1DMG|1AART|1BEXP	1AART|27ASPD|37FEWX|4MDPS|5RCR|67DUR|7BPWR|8DMG|9VULN|aBEXP
124	34416 23212	   	183.55	ACR|2ASPD|1VULN|1DMG|1AART|1BEXP	1AART|27ASPD|37DUR|4MDPS|5RCR|67LIT|7BPWR|8VULN|9BEXP|aDMG
125	22216 33412	   	183.23	ACR|1VULN|2BEXP|1ASPD|1DMG|1BASICY	1DUR|2FEWX|3VULN|4ASPD|5RCR|6RPLT|78BEXP|9BASICY|aDMG
126	15531 21612	 * 	183.13	ACR|3ASPD|2BEXP|1AAC	1aLWND|2ERES|3RCR|48aASPD|5aBEXP|6RCVC|7RMIN|9AAC|aBPWR
127	16511 31362	   	183.04	ACR|2VULN|2ASPD|2BEXP	1LWND|2aASPD|3RCR|4NUKE|59BEXP|67VULN|8LHND
128	16511 31432	   	183.04	ACR|2VULN|2ASPD|2BEXP	1LWND|28ASPD|3RCR|4NUKE|59BEXP|67VULN|aMLV
129	26523 31531	   	183.00	ACR|2BEXP|1VULN|1ASPD|1AART|1CDMG	1DUR|2ASPD|3RCR|4FEWX|5aBEXP|6RPLT|7CDMG|8AART|9VULN
130	26521 36212	   	182.98	ACR|2ASPD|2DMG|1VULN	18DUR|28ASPD|3RCR|4FEWX|5VULN|6RPLT|78DMG|8BPWR|9CGEN|aRCVC
131	33516 63111	   	182.97	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2CGEN|38VULN|4MDPS|5RCR|6BEXP|7BASARM|9LWND|aRCVC
132	33516 33411	   	182.97	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2CGEN|39VULN|4MDPS|5RCR|6DUR|7BASARM|8BEXP|aRCVC
133	25513 22413	 * 	182.94	ACR|3VULN|2DMG|1CDMG	1DUR|2ERES|3RCR|48DMG|569VULN|7LIT|aCDMG
134	16511 31433	   	182.94	ACR|2VULN|2ASPD|2BEXP	1LWND|28ASPD|3RCR|4NUKE|59BEXP|67VULN|aMDPS
135	26511 21423	   	182.94	ACR|2VULN|2ASPD|2BEXP	1DUR|28ASPD|3RCR|4NUKE|5aBEXP|67VULN|9AIRHEL
136	26523 25323	   	182.88	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART|1AAC	1DUR|2ASPD|3RCR|4FEWX|5BEXP|6LHND|7VULN|8AART|9DMG|aAAC
137	31516 63111	   	182.87	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2ERES|38VULN|4MDPS|5RCR|6BEXP|7BASARM|9LWND|aRCVC
138	31516 33411	   	182.87	ACR|2VULN|1BASARM|1BEXP|1AART	1AART|2ERES|39VULN|4MDPS|5RCR|6DUR|7BASARM|8BEXP|aRCVC
139	36616 33311	   	182.87	ACR|2VULN|1BASARM|1BEXP|1AART	1AART|2AME|39VULN|4MDPS|5RCR|6DUR|7BASARM|8BEXP|aRCVC
140	26521 36211	   	182.65	ACR|2ASPD|2DMG|1VULN	18DUR|28ASPD|3RCR|4FEWX|5VULN|6RPLT|78DMG|8BPWR|9CGEN|aLHND
141	16511 31114	   	182.65	ACR|2VULN|1ASPD|1AART|1BEXP|1CDMG	1LWND|2ASPD|3RCR|4NUKE|5BEXP|67VULN|8CDMG|9LIT|aAART
142	33516 63113	   	182.65	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2CGEN|38VULN|4MDPS|5RCR|6BEXP|7BASARM|9LWND|aDUR
143	33516 63122	   	182.65	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2CGEN|38VULN|4MDPS|5RCR|6BEXP|7BASARM|9DMSP|aFEWX
144	33516 63131	   	182.65	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2CGEN|38VULN|4MDPS|5RCR|6BEXP|7BASARM|9FEWX|aDUR
145	33516 33116	   	182.65	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2CGEN|38VULN|4MDPS|5RCR|6DUR|7BASARM|9LWND|aBEXP
146	33516 33136	   	182.65	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2CGEN|38VULN|4MDPS|5RCR|6DUR|7BASARM|9FEWX|aBEXP
147	33516 33413	   	182.65	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2CGEN|39VULN|4MDPS|5RCR|6aDUR|7BASARM|8BEXP
148	26521 36222	   	182.55	ACR|2ASPD|2DMG|1VULN	18DUR|28ASPD|3RCR|4FEWX|5VULN|6RPLT|78DMG|8BPWR|9MDPS|aLIT
149	26521 36231	   	182.55	ACR|2ASPD|2DMG|1VULN	18DUR|28ASPD|3RCR|4FEWX|5VULN|6RPLT|78DMG|8BPWR|9SPLARM|aVENTOX
150	31516 63113	   	182.55	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2ERES|38VULN|4MDPS|5RCR|6BEXP|7BASARM|9LWND|aDUR
151	31516 63122	   	182.55	ACR|2VULN|1BASARM|1BEXP|1AART	1AART|2ERES|38VULN|4MDPS|5RCR|6BEXP|7BASARM|9DMSP|aFEWX
152	31516 63131	   	182.55	ACR|2VULN|1BASARM|1BEXP|1AART	1AART|2ERES|38VULN|4MDPS|5RCR|6BEXP|7BASARM|9FEWX|aDUR
153	33516 63112	   	182.55	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2CGEN|38VULN|4MDPS|5RCR|6BEXP|7BASARM|9LWND|aTLV
154	33516 63121	   	182.55	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2CGEN|38VULN|4MDPS|5RCR|6BEXP|7BASARM|9DMSP|aAME
155	33516 63132	   	182.55	ACR|2VULN|1BASARM|1BEXP|1AART	1AART|2CGEN|38VULN|4MDPS|5RCR|6BEXP|7BASARM|9FEWX|aERES
156	31516 33413	   	182.55	ACR|2VULN|1BASARM|1BEXP|1AART	1AART|2ERES|39VULN|4MDPS|5RCR|6aDUR|7BASARM|8BEXP
157	33516 33412	   	182.55	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2CGEN|39VULN|4MDPS|5RCR|6DUR|7BASARM|8BEXP|aTLV
158	36616 33313	   	182.55	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2AME|39VULN|4MDPS|5RCR|6aDUR|7BASARM|8BEXP
159	26521 36221	   	182.45	ACR|2ASPD|2DMG|1VULN	18DUR|28ASPD|3RCR|4FEWX|5VULN|6RPLT|78DMG|8BPWR|9MDPS|aDUST
160	26521 36232	   	182.45	ACR|2ASPD|2DMG|1VULN	18DUR|28ASPD|3RCR|4FEWX|5VULN|6RPLT|78DMG|8BPWR|9SPLARM|aVENFST
161	31516 63112	   	182.45	ACR|2VULN|1BASARM|1AART|1BEXP	1AART|2ERES|38VULN|4MDPS|5RCR|6BEXP|7BASARM|9LWND|aTLV
