0	Index      	 *	Score 	Summary	Detail	
1	23613 32241	 * 	202.39	DCR|2VULN|1AART|1DMG|3DUR|1CDMG|1AAC	123DUR|4DMG|5aVULN|6RCR|7AAC|8AART|9CDMG
15	22233 33264	 * 	188.31	ACR|3VULN|2DMG|1MDPS|1AART|2DUR	18DUR|2MDPS|3ERES|4RCR|578VULN|68DMG|8BPWR|9LWND|aAART
16	23613 16522	 * 	188.30	DCR|2VULN|2DMG|3DUR|1CDMG	123DUR|49DMG|59VULN|6BEXP|7CDMG|89MSLFST|9BPWR|aRCR
17	54111 43232	 * 	187.96	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2RCR|3FEWX|4CDMG|5ASPD|6DUR|7aVULN|8LHND|9AART
18	54211 63232	   	187.96	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2RCR|3DUR|4CDMG|5ASPD|6FEWX|7aVULN|8LHND|9AART
19	54111 42231	   	187.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2RCR|3FEWX|4CDMG|5ASPD|6DUR|7AIRARM|8aVULN|9AART
20	54111 43331	   	187.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2RCR|3FEWX|4CDMG|5ASPD|6DUR|7aVULN|8MSLREG|9AART
21	54211 23316	   	187.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2RCR|3DUR|4CDMG|5ASPD|6LIT|7ERES|8AART|9aVULN
22	54211 62231	   	187.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2RCR|3DUR|4CDMG|5ASPD|6FEWX|7AIRARM|8aVULN|9AART
23	54211 63331	   	187.86	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2RCR|3DUR|4CDMG|5ASPD|6FEWX|7aVULN|8MSLREG|9AART
24	54311 42231	   	187.76	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2RCR|3DUST|4CDMG|5ASPD|6DUR|7AIRARM|8aVULN|9AART
25	54311 43331	   	187.76	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DMG|2RCR|3DUST|4CDMG|5ASPD|6DUR|7aVULN|8MSLREG|9AART
26	34413 26221	 * 	187.56	ACR|3VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB	1ERES|2RCR|3MDPS|45aVULN|6ZMB|7CDMG|8AART|9DMG
27	52343 12353	 * 	186.91	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	17DMG|25ERES|3DUST|4AART|6DUR|8VULN|9RCR|aASPD
28	16333 34224	   	186.80	ACR|3VULN|3DMG|1MDPS|1ASPD	18CGEN|2MDPS|3LWND|4RCR|589VULN|678DMG|8BPWR|aASPD
29	54522 32121	 * 	186.79	ACR|3VULN|3DMG|1CDMG	145DMG|2RCR|345TLV|45BPWR|6RCVC|7CDMG|89aVULN
30	33333 34224	   	186.60	ACR|3VULN|3DMG|1MDPS|1ASPD	18ERES|2MDPS|3LWND|4RCR|589VULN|678DMG|8BPWR|aASPD
31	33433 34224	   	186.60	ACR|3VULN|3DMG|1MDPS|1ASPD	18ERES|2MDPS|3BEXP|4RCR|589VULN|678DMG|8BPWR|aASPD
32	33533 34224	   	186.60	ACR|3VULN|3DMG|1MDPS|1ASPD	18ERES|2MDPS|3FEWX|4RCR|589VULN|678DMG|8BPWR|aASPD
33	33633 34224	   	186.60	ACR|3VULN|3DMG|1MDPS|1ASPD	18ERES|2MDPS|3LHND|4RCR|589VULN|678DMG|8BPWR|aASPD
34	23613 34326	   	186.24	DCR|2VULN|1AART|1DMG|3DUR	123DUR|4DMG|59VULN|6RCR|7FEWX|8MLV|aAART
35	22253 14152	 * 	185.69	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	1DUR|2MDPS|3ERES|4DMG|5aAART|6RPLT|7RCR|8VULN|9CDMG
36	33116 15334	 * 	185.50	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1ERES|2MDPS|38VULN|4AELBLL|5CGEN|6ASPD|7RCR|9AART|aDMG
37	32542 41211	 * 	185.50	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	12ERES|34AART|5DMG|6VULN|7RPLT|8ASPD|9RCR|aDUR
38	32542 33353	   	185.50	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	12ERES|34AART|5DMG|6LHND|7DUR|8VULN|9RCR|aASPD
39	54211 26322	 * 	185.17	ACR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	18DMG|2RCR|3DUR|4CDMG|5ASPD|6LIT|7AART|9VULN|aMLV
40	54211 26321	   	185.07	ACR|2DMG|1AART|1VULN|1ASPD|1CDMG|1DUR|1MSE	18DMG|2RCR|3DUR|4CDMG|5ASPD|6LIT|7AART|9VULN|aMSE
41	54211 26323	   	185.07	ACR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	18DMG|2RCR|3DUR|4CDMG|5ASPD|6LIT|7AART|9VULN|aTLV
42	54132 32225	 * 	184.57	ACR|2VULN|2DMG|1AART|2CDMG|1SELL	1aDMG|2RCR|3FEWX|46RCVC|5SELL|7aVULN|8AART|9aCDMG|aBPWR
43	21211 15331	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|25FEWX|3BEXP|48VULN|6ASPD|7RCR|9AART|aZMB
44	21215 15331	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1DUR|2FEWX|3BEXP|48VULN|5DMSP|6ASPD|7RCR|9AART|aZMB
45	53262 14333	   	183.86	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1DUR	1DMG|2AAC|3AME|4VULN|5ASPD|6ZMB|7RCR|8DUR|9AART|aMLV
46	54211 26222	 * 	183.66	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2RCR|3DUR|4CDMG|5ASPD|6LIT|78AART|9VULN|aMLV
47	54211 23315	   	183.56	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2RCR|3DUR|4CDMG|5ASPD|6LIT|7ERES|8aAART|9VULN
48	54211 26221	   	183.56	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR|1MSE	1DMG|2RCR|3DUR|4CDMG|5ASPD|6LIT|78AART|9VULN|aMSE
49	54211 26223	   	183.56	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1DMG|2RCR|3DUR|4CDMG|5ASPD|6LIT|78AART|9VULN|aTLV
50	63321 23261	 * 	183.51	DCR|3VULN|2DMG|1AAC|1ZMB	1RCVC|2aERES|3ZMB|4RMIN|5AAC|68aVULN|7aDMG|9RCR|aBPWR
51	32321 23261	   	183.41	DCR|3VULN|2DMG|1AAC|1ZMB	12aERES|3ZMB|4RMIN|5AAC|68aVULN|7aDMG|9RCR|aBPWR
52	44211 15332	   	183.37	DCR|3VULN|1AART|1ASPD	1LEGI|248VULN|3BEXP|5FEWX|6ASPD|7RCR|9AART|aLHND
53	44211 15333	   	183.37	DCR|3VULN|1AART|1ASPD	1LEGI|248VULN|3BEXP|5FEWX|6ASPD|7RCR|9AART|aLIT
54	16113 15334	   	183.37	DCR|3VULN|1MDPS|1AART|1DMG	1CGEN|2MDPS|358VULN|4AELBLL|6BEXP|7RCR|9AART|aDMG
55	16113 35334	   	183.37	DCR|3VULN|1MDPS|1AART|1DMG	1CGEN|2MDPS|358VULN|4AELBLL|6FEWX|7RCR|9AART|aDMG
56	33113 15334	   	183.27	DCR|3VULN|1MDPS|1AART|1DMG	1ERES|2MDPS|358VULN|4AELBLL|6BEXP|7RCR|9AART|aDMG
57	33113 35334	   	183.27	DCR|3VULN|1MDPS|1AART|1DMG	1ERES|2MDPS|358VULN|4AELBLL|6FEWX|7RCR|9AART|aDMG
58	23613 36521	   	183.25	DCR|2DMG|1VULN|2CDMG|3DUR	123DUR|49DMG|5VULN|6RCR|79CDMG|89MSLFST|9BPWR|aERES
59	23613 36523	   	183.25	DCR|2DMG|1VULN|2CDMG|3DUR	123DUR|49DMG|5VULN|6RCR|79CDMG|89MSLFST|9BPWR|aDUST
60	33413 25334	   	183.17	DCR|3VULN|1MDPS|1AART|1DMG	16ERES|2MDPS|3BEXP|458VULN|7RCR|9AART|aDMG
61	33513 25334	   	183.17	DCR|3VULN|1MDPS|1AART|1DMG	16ERES|2MDPS|3FEWX|458VULN|7RCR|9AART|aDMG
62	22213 25366	 * 	183.09	DCR|5VULN|1MDPS|2DUR	19DUR|2MDPS|369ERES|4589aVULN|7RCR|9BPWR
63	21411 16134	 * 	183.03	DCR|2DMG|1AART|1ASPD|1CDMG|2DUR	17DUR|2FEWX|37DMG|4CDMG|5ASPD|67BEXP|7BPWR|8DUST|9AART|aRCR
64	33633 34253	   	182.99	ACR|3DMG|2VULN|1MDPS|2ASPD	18ERES|2MDPS|3LHND|4RCR|58VULN|678DMG|8BPWR|9aASPD
65	52342 53132	 * 	182.63	DCR|3DMG|1VULN|1AART|1ZMB	169DMG|2ERES|3DUST|4AART|5ZMB|7LIT|8VULN|aRCR
66	23613 33224	 * 	182.53	DCR|2VULN|1ASPD|1DMG|3DUR	123DUR|4DMG|59VULN|6RCR|7AME|8RCVC|aASPD
67	23613 33524	   	182.53	DCR|2VULN|1ASPD|1DMG|3DUR	123DUR|4DMG|59VULN|6RCR|78AME|aASPD
68	23613 34352	   	182.53	DCR|2VULN|1ASPD|1DMG|3DUR	123DUR|4DMG|5aVULN|6RCR|7FEWX|8MLV|9ASPD
69	23613 34423	   	182.53	DCR|2VULN|1ASPD|1DMG|3DUR	123DUR|4DMG|59VULN|6RCR|7FEWX|8CGEN|aASPD
70	23613 31224	   	182.43	DCR|2VULN|1ASPD|1DMG|3DUR	123DUR|4DMG|59VULN|6RCR|7TLV|8RCVC|aASPD
71	22233 34251	   	182.42	ACR|3DMG|2VULN|1MDPS|1ASPD|2DUR	18DUR|2MDPS|3ERES|4RCR|58VULN|678DMG|8BPWR|9ASPD|aLWND
72	22233 34252	   	182.42	ACR|3DMG|2VULN|1MDPS|1ASPD|2DUR	18DUR|2MDPS|3ERES|4RCR|58VULN|678DMG|8BPWR|9ASPD|aRCVC
73	22233 34256	   	182.42	ACR|3DMG|2VULN|1MDPS|1ASPD|2DUR	18DUR|2MDPS|3ERES|4RCR|58VULN|678DMG|8BPWR|9ASPD|aFEWX
74	22233 34264	   	182.42	ACR|3DMG|2VULN|1MDPS|1ASPD|2DUR	18DUR|2MDPS|3ERES|4RCR|58VULN|678DMG|8BPWR|9RCVC|aASPD
75	16314 23135	 * 	182.38	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1CGEN|2MDPS|3LWND|47VULN|5DMG|6DUR|8ASPD|9RCR|aCDMG
76	44411 22332	   	182.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2aVULN|3DMG|4CDMG|5ASPD|6LIT|7FEWX|8DUR|9RCR
77	22233 34255	   	182.32	ACR|3DMG|2VULN|1MDPS|1ASPD|2DUR	18DUR|2MDPS|3ERES|4RCR|58VULN|678DMG|8BPWR|9ASPD|aDUST
78	22512 31135	   	182.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1DUR|2MDPS|3RMIN|48VULN|5DUST|6DMG|7ASPD|9RCR|aCDMG
79	22512 33135	   	182.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1DUR|2MDPS|3RMIN|47VULN|5DUST|6DMG|8ASPD|9RCR|aCDMG
80	33164 23135	   	182.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1ERES|2MDPS|37VULN|4LWND|5DMG|6DUR|8ASPD|9RCR|aCDMG
81	33314 23135	   	182.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1ERES|2MDPS|3LWND|47VULN|5DMG|6DUR|8ASPD|9RCR|aCDMG
82	33614 23135	   	182.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1ERES|2MDPS|3LHND|47VULN|5DMG|6DUR|8ASPD|9RCR|aCDMG
83	22214 43135	   	182.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1DUR|2MDPS|3ERES|47VULN|5DMG|6LHND|8ASPD|9RCR|aCDMG
84	23613 36325	   	182.11	DCR|1VULN|1AART|1DMG|3DUR|1CDMG	123DUR|4DMG|5VULN|6RCR|7CDMG|8RCVC|9LWND|aAART
85	23613 32213	   	182.01	DCR|1VULN|1AART|1DMG|3DUR|1CDMG|1AAC	123DUR|4DMG|5VULN|6RCR|7AAC|8AART|9BELT|aCDMG
86	23613 32234	   	182.01	DCR|1AART|1VULN|1DMG|3DUR|1CDMG|1AAC	123DUR|4DMG|5VULN|6RCR|7AAC|8AART|9LHND|aCDMG
87	23613 32243	   	182.01	DCR|1VULN|1AART|1DMG|3DUR|1CDMG|1AAC	123DUR|4DMG|5VULN|6RCR|7AAC|8AART|9CDMG|aAELBLL
88	23613 32245	   	182.01	DCR|1VULN|1AART|1DMG|3DUR|1CDMG|1AAC	123DUR|4DMG|5VULN|6RCR|7AAC|8AART|9CDMG|aLWND
89	23613 32224	   	181.91	DCR|1VULN|1AART|1DMG|3DUR|1CDMG|1AAC	123DUR|4DMG|5VULN|6RCR|7AAC|8AART|9DUST|aCDMG
90	23613 32242	   	181.91	DCR|1VULN|1AART|1DMG|3DUR|1CDMG|1AAC	123DUR|4DMG|5VULN|6RCR|7AAC|8AART|9CDMG|aTLV
91	23613 32246	   	181.91	DCR|1VULN|1AART|1DMG|3DUR|1CDMG|1AAC|1MSE	123DUR|4DMG|5VULN|6RCR|7AAC|8AART|9CDMG|aMSE
92	22213 25331	   	181.75	DCR|3VULN|1MDPS|1AART|1ZMB|1DUR	1DUR|2MDPS|36ERES|458VULN|7RCR|9AART|aZMB
93	54211 12232	   	181.67	ACR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1aDMG|2RCR|3DUR|4CDMG|5ASPD|6BEXP|7AIRARM|89VULN
94	54211 13332	   	181.67	ACR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1aDMG|2RCR|3DUR|4CDMG|5ASPD|6BEXP|79VULN|8MSLREG
95	55226 22323	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	1DMG|2LIT|3BEXP|4CGEN|5AART|6aVULN|7MBVNT|8ASPD|9RCR
96	52333 14236	 * 	181.59	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1DMG|2ERES|3DUST|4MDPS|5AART|6RPLT|7RCR|8CDMG|9aVULN
97	63342 23261	 * 	181.55	DCR|2VULN|2DMG|3ZMB	1RCVC|2aERES|35aZMB|45LHND|5aBPWR|68VULN|7aDMG|9RCR
98	23224 11551	 * 	181.46	DCR|1MDPS|2ASPD|1AART|1DMG|1CDMG|2DUR	12DUR|3AME|4MDPS|56ASPD|7CDMG|8AART|9RCR|aDMG
99	32342 23261	   	181.45	DCR|2VULN|2DMG|3ZMB	12aERES|35aZMB|45LHND|5aBPWR|68VULN|7aDMG|9RCR
100	52341 22523	   	181.40	DCR|2VULN|1AART|1ASPD|1DMG	1DMG|2ERES|3DUST|4AART|5LIT|6aVULN|7MBVNT|8ASPD|9RCR
101	33453 14231	   	181.37	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2MDPS|3BEXP|4DMG|5AART|6RPLT|7RCR|8CDMG|9VULN|aASPD
102	23124 11551	   	181.36	DCR|1MDPS|2ASPD|1AART|1DMG|1CDMG|2DUR	12DUR|3TLV|4MDPS|56ASPD|7CDMG|8AART|9RCR|aDMG
103	63312 23261	   	181.35	DCR|2VULN|2DMG|3ZMB	1RCVC|2aERES|35aZMB|45DUST|5aBPWR|68VULN|7aDMG|9RCR
104	44431 33132	 * 	181.33	DCR|2VULN|2DMG|1AART	1LEGI|2aVULN|3aDMG|4BELT|5RCVC|6AART|7aCGEN|8RCR|9RMIN|aBPWR
105	52333 14151	   	181.27	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2ERES|3DUST|4MDPS|5AART|6RPLT|7RCR|8VULN|9CDMG|aASPD
106	52333 14231	   	181.27	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2ERES|3DUST|4MDPS|5AART|6RPLT|7RCR|8CDMG|9VULN|aASPD
107	32312 23261	   	181.25	DCR|2VULN|2DMG|3ZMB	12aERES|35aZMB|45DUST|5aBPWR|68VULN|7aDMG|9RCR
108	53241 15221	 * 	181.19	ACR|3DMG|2VULN|2ASPD|1AAC	18aDMG|2AAC|34AME|5RCR|6RMIN|7aVULN|9aASPD|aBPWR
109	14216 11335	 * 	181.05	ACR|2DMG|2ASPD|1AART|1CDMG|2DUR	18CGEN|2RCR|38DUR|4CDMG|5RPLT|69ASPD|78DMG|8BPWR|aAART
110	54311 33612	   	180.90	ACR|2VULN|1MDPS|2DMG|2CDMG|1ASPD	19DMG|2RCR|3DUST|49CDMG|5ASPD|6FEWX|79VULN|8MDPS|9BPWR|aLIT
111	22233 33242	 * 	180.69	ACR|3VULN|1MDPS|2DMG|1CDMG|2DUR	18DUR|2MDPS|39ERES|4RCR|578VULN|68DMG|8BPWR|aCDMG
112	16614 23133	 * 	180.35	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	1CGEN|2MDPS|3LHND|47VULN|5DMG|6DUR|8aASPD|9RCR
113	22233 33245	 * 	180.28	ACR|4VULN|2DMG|1MDPS|2DUR	18DUR|2MDPS|39ERES|4RCR|578aVULN|68DMG|8BPWR
114	23263 11522	   	180.25	DCR|2VULN|2DMG|3DUR	12aDUR|37AME|4aVULN|5LIT|6RCR|8AELBLL|9aDMG|aBPWR
115	22233 33211	   	180.19	ACR|3VULN|3DMG|1MDPS|2DUR	18DUR|2MDPS|3ERES|4RCR|578VULN|68aDMG|8BPWR|9BEXP
116	22233 33221	   	180.19	ACR|3VULN|3DMG|1MDPS|2DUR	18DUR|2MDPS|3ERES|4RCR|578VULN|68aDMG|8BPWR|9FEWX
117	22233 33261	   	180.19	ACR|3VULN|3DMG|1MDPS|2DUR	18DUR|2MDPS|3ERES|4RCR|578VULN|68aDMG|8BPWR|9LWND
118	22233 34222	   	180.19	ACR|3VULN|3DMG|1MDPS|2DUR	18DUR|2MDPS|3ERES|4RCR|589VULN|678DMG|8BPWR|aLIT
119	22233 34221	   	180.09	ACR|3VULN|3DMG|1MDPS|2DUR	18DUR|2MDPS|3ERES|4RCR|589VULN|678DMG|8BPWR|aTLV
120	22233 34223	   	180.09	ACR|3VULN|3DMG|1MDPS|2DUR|1SELL	18DUR|2MDPS|3ERES|4RCR|589VULN|678DMG|8BPWR|aSELL
121	22233 34226	   	180.09	ACR|3VULN|3DMG|1MDPS|2DUR	18DUR|2MDPS|3ERES|4RCR|589VULN|678DMG|8BPWR|aDUST
122	42111 43336	 * 	180.08	DCR|2VULN|2CDMG|1ASPD|1ZMB|1DUR	1LEGI|28TLV|3BEXP|48CDMG|5ASPD|6DUR|78VULN|8BPWR|9RCR|aZMB
123	42211 13336	   	180.08	DCR|2VULN|2CDMG|1ASPD|1ZMB|1DUR	1LEGI|28TLV|3DUR|48CDMG|5ASPD|6BEXP|78VULN|8BPWR|9RCR|aZMB
124	23613 33223	   	180.05	DCR|2VULN|2DMG|3DUR	123DUR|4aDMG|59VULN|6RCR|7AME|8RCVC
125	23613 33523	   	180.05	DCR|2VULN|2DMG|3DUR	123DUR|4aDMG|59VULN|6RCR|78AME
126	44212 21135	 * 	180.05	DCR|3VULN|1MDPS|1ASPD|1CDMG|1DUR	1LEGI|248VULN|3BEXP|5MDPS|6DUR|7ASPD|9RCR|aCDMG
127	32553 63232	 * 	179.83	ACR|2VULN|2ASPD|1AART|1DMG|1DUR	12aERES|3AART|4BELT|5RCR|6aASPD|7DMG|8DUR|9aVULN|aBPWR
128	54432 13221	 * 	179.78	ACR|3DMG|1MDPS|1VULN|1AART|2CDMG	19aDMG|2RCR|3MDPS|45CDMG|6AME|7VULN|8AART
129	54432 33221	   	179.78	ACR|3DMG|1MDPS|1VULN|1AART|2CDMG	19aDMG|2RCR|3MDPS|45CDMG|6MLV|7VULN|8AART
130	23613 33256	 * 	179.73	DCR|2DMG|1VULN|1ASPD|3DUR	123DUR|4aDMG|5VULN|6RCR|7AME|8RCVC|9ASPD
131	54111 13232	   	179.66	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2RCR|3FEWX|4CDMG|5ASPD|6BEXP|7aVULN|8LHND|9AART
132	54111 13632	   	179.66	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2RCR|3FEWX|4CDMG|5ASPD|6BEXP|7aVULN|8LWND|9AART
133	32541 33353	 * 	179.66	DCR|2AART|2ASPD|1VULN|1DUR	12ERES|34AART|5aASPD|6LHND|7DUR|8VULN|9RCR
134	23613 31256	   	179.63	DCR|2DMG|1VULN|1ASPD|3DUR	123DUR|4aDMG|5VULN|6RCR|7TLV|8RCVC|9ASPD
135	54311 23316	   	179.56	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2RCR|3DUST|4CDMG|5ASPD|6LIT|7CGEN|8AART|9aVULN
136	54311 33232	   	179.56	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2RCR|3DUST|4CDMG|5ASPD|6FEWX|7aVULN|8LHND|9AART
137	14311 26316	   	179.56	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CGEN|2RCR|3DUST|4CDMG|5ASPD|6LIT|7AART|8DMG|9aVULN
138	34116 12432	   	179.56	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2RCR|3BEXP|4CDMG|5RPLT|6ASPD|7AART|8aVULN|9DMG
139	32543 32373	   	179.56	DCR|2AART|2ASPD|1VULN|1DUR	12ERES|34AART|5DUR|6aASPD|7MBVNT|8VULN|9RCR
140	33122 51563	 * 	179.50	DCR|3VULN|1MDPS|3ZMB|1DMG	189ERES|2MDPS|389VULN|45DUST|6DMG|789ZMB|89BPWR|aRCR
141	22512 34135	 * 	179.49	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2MDPS|3RMIN|4VULN|5DUST|67DMG|8ASPD|9RCR|aCDMG
142	33314 24135	   	179.49	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1DUR	1ERES|2MDPS|3LWND|4VULN|57DMG|6DUR|8ASPD|9RCR|aCDMG
143	34311 26316	   	179.46	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2RCR|3DUST|4CDMG|5ASPD|6LIT|7AART|8DMG|9aVULN
144	54311 32231	   	179.46	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2RCR|3DUST|4CDMG|5ASPD|6FEWX|7AIRARM|8aVULN|9AART
145	54311 33331	   	179.46	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2RCR|3DUST|4CDMG|5ASPD|6FEWX|7aVULN|8MSLREG|9AART
146	23261 35334	   	179.19	DCR|2VULN|1AART|1DMG|2DUR	12DUR|3AME|48VULN|5BEXP|6FEWX|7RCR|9AART|aDMG
147	33163 25361	 * 	179.06	DCR|4VULN|1MDPS|1AART	169ERES|2MDPS|3589VULN|49LWND|7RCR|9BPWR|aAART
148	33313 25361	   	179.06	DCR|4VULN|1MDPS|1AART	169ERES|2MDPS|39LWND|4589VULN|7RCR|9BPWR|aAART
149	33613 25361	   	179.06	DCR|4VULN|1MDPS|1AART	169ERES|2MDPS|39LHND|4589VULN|7RCR|9BPWR|aAART
150	24311 13336	 * 	179.03	DCR|2VULN|2ASPD|1CDMG|1AAC|1DUR	1DUR|28LWND|3CGEN|4CDMG|58ASPD|6BEXP|78VULN|8BPWR|9RCR|aAAC
151	24521 13336	   	179.03	DCR|2VULN|2ASPD|1CDMG|1AAC|1DUR	1DUR|28LWND|3CDMG|4MLV|58ASPD|6BEXP|78VULN|8BPWR|9RCR|aAAC
152	24111 13336	   	178.93	DCR|2VULN|2ASPD|1CDMG|1AAC|1DUR	1DUR|28LWND|3ERES|4CDMG|58ASPD|6BEXP|78VULN|8BPWR|9RCR|aAAC
153	24511 13336	   	178.93	DCR|2VULN|2ASPD|1CDMG|1AAC|1DUR	1DUR|28LWND|3CDMG|4ERES|58ASPD|6BEXP|78VULN|8BPWR|9RCR|aAAC
154	23613 36233	   	178.71	DCR|2VULN|1DMG|3DUR|1CDMG	123DUR|4DMG|5aVULN|6RCR|7CDMG|8LHND|9RMIN
155	23613 36251	   	178.71	DCR|2VULN|1DMG|3DUR|1CDMG	123DUR|4DMG|59VULN|6RCR|7CDMG|8LHND|aRPLT
156	23613 36252	   	178.71	DCR|2VULN|1DMG|3DUR|1CDMG	123DUR|4DMG|59VULN|6RCR|7CDMG|8LHND|aLIT
157	54411 22133	   	178.66	ACR|3VULN|1MDPS|2DMG|1AART	18DMG|2RCR|3MDPS|49aVULN|5LIT|6BEXP|7AART
