0	Index      	 *	Score 	Summary	Detail	
1	26543 33333	 * 	210.71	DCR|3ASPD|1AART|1VULN|1DMG|1CDMG	1RMIN|2LHND|3CDMG|457ASPD|6RCR|8VULN|9AART|aDMG
44	24324 25122	   	193.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1RMIN|2VULN|3AART|4LWND|5CDMG|6RCR|7DMG|8ASPD|9ZMB|aAME
45	63213 31662	 * 	193.90	DCR|4VULN|1MDPS|1DMG|1CDMG|1DUR	1679VULN|2DUR|3MDPS|4MBVNT|5CDMG|8DMG|aRCR
46	62432 25213	 * 	193.72	DCR|3VULN|1AART|1ASPD|1CDMG	139VULN|2LHND|4AME|5CGEN|6AART|7CDMG|8ASPD|aRCR
47	62411 25213	   	193.62	DCR|3VULN|1AART|1ASPD|1CDMG	139VULN|2LHND|4CGEN|5AART|6ERES|7CDMG|8ASPD|aRCR
48	62411 53213	   	193.62	DCR|3VULN|1AART|1ASPD|1CDMG	139VULN|2LHND|4CGEN|5AART|6CDMG|7ERES|8ASPD|aRCR
49	62431 25213	   	193.62	DCR|3VULN|1AART|1ASPD|1CDMG	139VULN|2LHND|4AME|5AART|6ERES|7CDMG|8ASPD|aRCR
50	24333 51633	   	193.38	DCR|2VULN|2DMG|1AART|1CDMG	1RMIN|26VULN|3AART|4LIT|57DMG|8DUST|9CDMG|aRCR
51	23543 36221	   	193.17	DCR|2MDPS|2VULN|2ASPD|1CDMG	1RMIN|2DUST|3CDMG|45ASPD|6RCR|78VULN|9aMDPS
52	24543 31221	   	193.17	DCR|2MDPS|2VULN|2ASPD|1CDMG	1RMIN|28VULN|3CDMG|45ASPD|6RCR|7DUST|9aMDPS
53	63425 42112	   	192.84	DCR|3VULN|1ASPD|1CDMG|1DUR|1SPLREG|1SELL	138VULN|2DUR|4MBVNT|5CDMG|6RCR|7SELL|9ASPD|aSPLREG
54	52212 62263	 * 	192.04	DCR|2VULN|1AART|1ASPD|1NUKE|1ZMB	1LIT|2LHND|3LWND|4ASPD|56VULN|7ZMB|8AART|9RCR|aNUKE
55	62425 41434	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	13VULN|2LHND|4MBVNT|5CDMG|6RCR|7AAC|8DUR|9AART|aDMG
56	24543 32222	   	191.90	DCR|2VULN|1MDPS|2ASPD|1CDMG|1DUR	1RMIN|28VULN|3CDMG|45ASPD|6RCR|7DUR|9MDPS|aERES
57	24543 32223	   	191.90	DCR|2VULN|1MDPS|2ASPD|1CDMG|1DUR|1MSE	1RMIN|28VULN|3CDMG|45ASPD|6RCR|7DUR|9MDPS|aMSE
58	24324 25131	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1RMIN|2VULN|3AART|4LWND|5CDMG|6RCR|7DMG|8ASPD|9DMSP|aDUR
59	24335 32113	 * 	191.82	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1RMIN|27VULN|3AART|467LIT|57CDMG|7BPWR|8ASPD|9DUR|aRCR
60	24335 32213	   	191.82	DCR|2VULN|1AART|2CDMG|1DMG|1DUR	1RMIN|27VULN|3AART|467LIT|57CDMG|7BPWR|8DMG|9DUR|aRCR
61	62425 42114	   	191.82	DCR|3VULN|2ASPD|1CDMG|1SELL	138VULN|2LHND|4MBVNT|5CDMG|6RCR|7SELL|9aASPD
62	24314 26213	   	191.62	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1RMIN|29VULN|3AART|4DUR|57CDMG|6CGEN|8ASPD|aRCR
63	63435 23121	   	190.96	DCR|3VULN|1AART|1CDMG|2DUR|1SELL	13aVULN|2aDUR|4AME|5SELL|6CDMG|7aERES|8RCR|9AART|aBPWR
64	26543 33331	   	190.55	DCR|3ASPD|1AART|1VULN|1CDMG	1RMIN|2LHND|3CDMG|457ASPD|6RCR|8VULN|9AART|aMBVNT
65	52142 33113	   	190.48	DCR|1SPLARM|2VULN|2CDMG|1DMG|1AAC	18LIT|2LHND|38CDMG|4SPLARM|5FEWX|68VULN|7RCR|8BPWR|9DMG|aAAC
66	52142 33316	   	190.47	DCR|3VULN|1SPLARM|1DMG|1CDMG	1LIT|2LHND|3CDMG|4SPLARM|5FEWX|68aVULN|7RCR|9DMG
67	24543 33231	   	190.45	DCR|3ASPD|1VULN|1AART|1CDMG	1RMIN|2VULN|3CDMG|457ASPD|6RCR|8DUST|9AART|aMBVNT
68	24543 13213	 * 	190.01	DCR|2VULN|2ASPD|1AART|1CDMG	1RMIN|29VULN|3CDMG|45ASPD|6ERES|7AART|8LHND|aRCR
69	26543 13113	   	190.01	DCR|2VULN|2ASPD|1AART|1CDMG	1RMIN|2LHND|3CDMG|45ASPD|6ERES|7AART|89VULN|aRCR
70	24543 13113	   	189.91	DCR|2VULN|2ASPD|1AART|1CDMG	1RMIN|28VULN|3CDMG|45ASPD|6ERES|7AART|9LEGI|aRCR
71	62425 12214	 * 	189.91	DCR|3VULN|1ASPD|1DMG|1CDMG	138VULN|2LHND|4MBVNT|5CDMG|6DMG|7AME|9ASPD|aRCR
72	12252 13541	 * 	189.86	DCR|2VULN|2DMG|1MDPS|1ASPD|1CDMG	17LWND|24LHND|3MDPS|57DMG|67VULN|7BPWR|8CDMG|9ASPD|aRCR
73	11521 32463	   	189.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1LWND|2BEXP|3BELT|4ASPD|5ZMB|6aDMG|7RCR|89VULN
74	61621 32533	   	189.74	DCR|2VULN|2DMG|1ASPD|1ZMB	18VULN|2BEXP|3BELT|4ASPD|5ZMB|6aDMG|7RCR|9DUST
75	62425 42133	   	189.62	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	138VULN|2LHND|4MBVNT|5CDMG|6RCR|7SELL|9DUR|aAART
76	11526 32241	 * 	189.60	DCR|2DMG|2ASPD|1VULN|1CDMG	1LWND|2BEXP|3BELT|48ASPD|56DMG|7RCR|9CDMG|aVULN
77	24365 12111	   	189.56	DCR|2VULN|2DMG|1AART|1ZMB	1RMIN|27VULN|3AART|46MLV|56DMG|6BPWR|8ERES|9RCR|aZMB
78	24365 12211	   	189.56	DCR|2VULN|2DMG|1AART|1ZMB	1RMIN|27VULN|3AART|46MLV|56DMG|6BPWR|8TLV|9RCR|aZMB
79	24524 33113	   	189.40	DCR|4VULN|1AART|1CDMG	1RMIN|2568VULN|3CDMG|4LHND|7AART|9LEGI|aRCR
80	26534 33113	   	189.40	DCR|4VULN|1AART|1CDMG	1RMIN|2LHND|3CDMG|4568VULN|7AART|9LEGI|aRCR
81	63425 13444	   	189.34	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	13VULN|29DUR|4MBVNT|5CDMG|6DMG|7AART|8FEWX|aRCR
82	63425 13344	   	189.24	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	13VULN|29DUR|4MBVNT|5CDMG|6DMG|7AART|8DUST|aRCR
83	63213 11448	 * 	189.12	DCR|2VULN|1MDPS|2ASPD|3CDMG|1DUR	19VULN|2DUR|3MDPS|4MBVNT|579CDMG|69ASPD|8RPLT|9BPWR|aRCR
84	62441 32111	   	188.93	DCR|3VULN|2AART|2ZMB	137VULN|2LHND|4aZMB|56AART|8ERES|9RCR
85	62441 32211	   	188.93	DCR|3VULN|2AART|2ZMB	137VULN|2LHND|4aZMB|56AART|8TLV|9RCR
86	52146 33111	   	188.57	DCR|1SPLARM|2VULN|2CDMG|1DMG|1DUR	18LIT|2LHND|38CDMG|4SPLARM|5DUR|68VULN|7RCR|8BPWR|9DMG|aBEXP
87	52146 33112	   	188.57	DCR|1SPLARM|2VULN|2CDMG|1DMG|1DUR	18aLIT|2LHND|38CDMG|4SPLARM|5DUR|68VULN|7RCR|8BPWR|9DMG
88	61621 32311	   	188.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1aVULN|2BEXP|3BELT|4ASPD|5ZMB|6DMG|7RCR|8AME|9CDMG
89	64621 32311	   	188.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1aVULN|2FEWX|3BELT|4ASPD|5ZMB|6DMG|7RCR|8AME|9CDMG
90	61621 32111	   	188.41	DCR|2VULN|1ASPD|1DMG|1NUKE|1CDMG|1ZMB	1aVULN|2BEXP|3BELT|4ASPD|5ZMB|6DMG|7RCR|8NUKE|9CDMG
91	61621 32226	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1aVULN|2BEXP|3BELT|4ASPD|5ZMB|6DMG|7RCR|8CDMG|9LEGI
92	64621 32111	   	188.41	DCR|2VULN|1ASPD|1DMG|1NUKE|1CDMG|1ZMB	1aVULN|2FEWX|3BELT|4ASPD|5ZMB|6DMG|7RCR|8NUKE|9CDMG
93	66621 32311	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1aVULN|2DUST|3BELT|4ASPD|5ZMB|6DMG|7RCR|8AME|9CDMG
94	23535 33226	   	188.38	DCR|2VULN|1ASPD|1NUKE|1CDMG|1DUR	14RMIN|2DUST|3CDMG|5ASPD|6RCR|7DUR|89VULN|aNUKE
95	66621 32111	   	188.31	DCR|2VULN|1ASPD|1DMG|1NUKE|1CDMG|1ZMB	1aVULN|2DUST|3BELT|4ASPD|5ZMB|6DMG|7RCR|8NUKE|9CDMG
96	24365 32111	 * 	187.95	DCR|2VULN|2AART|1DMG|1ZMB	1RMIN|27VULN|36AART|4MLV|5DMG|8ERES|9RCR|aZMB
97	24365 32211	   	187.95	DCR|2VULN|2AART|1DMG|1ZMB	1RMIN|27VULN|36AART|4MLV|5DMG|8TLV|9RCR|aZMB
98	24332 62533	   	187.93	DCR|3VULN|1AART|1DMG	1RMIN|279VULN|3AART|4LIT|5RCVC|6RCR|8DMG|aFEWX
99	24324 26123	   	187.91	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1RMIN|29VULN|3AART|49LWND|5CDMG|6RCR|7FEWX|89DUR|9BPWR|aZMB
100	24543 32123	   	187.88	DCR|2VULN|2ASPD|1CDMG|2DUR	1RMIN|29VULN|3CDMG|45ASPD|6RCR|7aDUR|8FEWX
101	24543 32231	   	187.88	DCR|2VULN|2ASPD|1CDMG|2DUR	1RMIN|28VULN|3CDMG|45ASPD|6RCR|79DUR|aCGEN
102	24543 32232	   	187.88	DCR|2VULN|2ASPD|1CDMG|2DUR	1RMIN|28VULN|3CDMG|45ASPD|6RCR|79DUR|aLHND
103	24543 32233	   	187.88	DCR|2VULN|2ASPD|1CDMG|2DUR	1RMIN|28VULN|3CDMG|45ASPD|6RCR|79DUR|aFEWX
104	63435 23123	   	187.85	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	13VULN|2DUR|4AME|5SELL|6CDMG|7ERES|8RCR|9AART|aDMG
105	24332 62235	   	187.83	DCR|3VULN|1AART|1DMG	1RMIN|27aVULN|3AART|4LIT|5RCVC|6RCR|8ERES|9DMG
106	24332 62531	   	187.83	DCR|3VULN|1AART|1DMG|1SELL	1RMIN|279VULN|3AART|4LIT|5RCVC|6RCR|8DMG|aSELL
107	24324 23123	   	187.81	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1RMIN|29VULN|3AART|49LWND|5CDMG|6RCR|7DUST|89DUR|9BPWR|aZMB
108	24324 24131	   	187.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1RMIN|2VULN|39AART|4LWND|5CDMG|6RCR|7ERES|8ASPD|aDUR
109	26531 32523	 * 	187.78	DCR|3VULN|2CDMG|1ASPD|1DUR	1RMIN|2LHND|35CDMG|456VULN|5BPWR|7FEWX|8ASPD|9RCR|aDUR
110	22112 63326	 * 	187.71	DCR|3VULN|2DMG|1AAC|1ZMB	1RMIN|2RPLT|3AAC|49FEWX|5ZMB|69aVULN|7RCR|89DMG|9BPWR
111	13452 13471	   	187.58	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2DUR|36aVULN|4MBVNT|5DMG|7TLV|8AART|9RCR
112	63423 43471	   	187.58	DCR|3VULN|1AART|1ASPD|1DUR	13aVULN|2DUR|4MBVNT|5LWND|6ASPD|7TLV|8AART|9RCR
113	63213 18135	 * 	187.55	DCR|1MDPS|2ASPD|1VULN|2CDMG|1DMG|1DUR	1VULN|2DUR|3MDPS|4MBVNT|58CDMG|6aASPD|7RCR|9DMG
114	24365 12112	   	187.53	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|27VULN|3AART|46MLV|56DMG|6BPWR|8ERES|9RCR|aDUR
115	24365 12212	   	187.53	DCR|2VULN|2DMG|1AART|1DUR	1RMIN|27VULN|3AART|46MLV|56DMG|6BPWR|8TLV|9RCR|aDUR
116	52142 33135	 * 	187.32	DCR|1SPLARM|2VULN|3CDMG|1ASPD	18LIT|2LHND|389CDMG|4SPLARM|5FEWX|68VULN|7RCR|8BPWR|aASPD
117	23543 36212	   	187.15	DCR|3ASPD|2VULN|1CDMG	1RMIN|2DUST|3CDMG|459ASPD|6RCR|78VULN|aBEXP
118	23543 36213	   	187.15	DCR|3ASPD|2VULN|1CDMG	1RMIN|2DUST|3CDMG|459ASPD|6RCR|78VULN|aLWND
119	24543 31212	   	187.15	DCR|3ASPD|2VULN|1CDMG	1RMIN|28VULN|3CDMG|459ASPD|6RCR|7DUST|aBEXP
120	24543 31213	   	187.15	DCR|3ASPD|2VULN|1CDMG	1RMIN|28VULN|3CDMG|459ASPD|6RCR|7DUST|aLWND
121	22113 64621	   	186.97	DCR|2VULN|2DMG|1MDPS|1ASPD|1AAC	1RMIN|2RPLT|3AAC|49FEWX|5ASPD|69VULN|79DMG|8RCR|9BPWR|aMDPS
122	14526 32213	 * 	186.27	DCR|3ASPD|2DMG|1VULN	1LWND|2FEWX|3BELT|489ASPD|56DMG|7RCR|aVULN
123	23535 33224	   	186.15	DCR|3VULN|1ASPD|1CDMG|1DUR	14RMIN|2DUST|3CDMG|5ASPD|6RCR|7DUR|89aVULN
124	24332 62236	   	186.07	DCR|2VULN|2AART|1DMG	1RMIN|27VULN|3aAART|4LIT|5RCVC|6RCR|8ERES|9DMG
125	24365 32112	   	185.92	DCR|2VULN|2AART|1DMG|1DUR	1RMIN|27VULN|36AART|4MLV|5DMG|8ERES|9RCR|aDUR
126	24365 32212	   	185.92	DCR|2VULN|2AART|1DMG|1DUR	1RMIN|27VULN|36AART|4MLV|5DMG|8TLV|9RCR|aDUR
127	63425 42111	   	185.90	DCR|3VULN|1ASPD|1CDMG|1DUR|1SELL	138VULN|2DUR|4MBVNT|5CDMG|6RCR|7SELL|9ASPD|aLHND
128	63425 42113	   	185.90	DCR|3VULN|1ASPD|1CDMG|1DUR|1SELL	138VULN|2DUR|4MBVNT|5CDMG|6RCR|7SELL|9ASPD|aFEWX
129	63425 42122	   	185.90	DCR|3VULN|1ASPD|1CDMG|1DUR|1SELL	138VULN|2DUR|4MBVNT|5CDMG|6RCR|7SELL|9DMSP|aASPD
130	63425 42114	   	185.80	DCR|3VULN|1ASPD|1CDMG|1DUR|1SELL	138VULN|2DUR|4MBVNT|5CDMG|6RCR|7SELL|9ASPD|aLEGI
131	63425 42312	   	185.80	DCR|3VULN|1ASPD|1CDMG|1DUR|1SELL	13aVULN|2DUR|4MBVNT|5CDMG|6RCR|7SELL|8DUST|9ASPD
132	63425 42412	   	185.80	DCR|3VULN|1ASPD|1CDMG|1DUR|1SELL	13aVULN|2DUR|4MBVNT|5CDMG|6RCR|7SELL|8LEGI|9ASPD
133	24111 53261	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1RMIN|2VULN|3ERES|4CGEN|5AART|6CDMG|7DMG|8ASPD|9RCR|aDUR
134	62411 32111	   	185.72	DCR|3VULN|2AART|1ZMB	137VULN|2LHND|4CGEN|56AART|8ERES|9RCR|aZMB
135	62411 32211	   	185.72	DCR|3VULN|2AART|1ZMB	137VULN|2LHND|4CGEN|56AART|8TLV|9RCR|aZMB
136	62431 32111	   	185.72	DCR|3VULN|2AART|1ZMB	137VULN|2LHND|4AME|56AART|8ERES|9RCR|aZMB
137	62431 32211	   	185.72	DCR|3VULN|2AART|1ZMB	137VULN|2LHND|4AME|56AART|8TLV|9RCR|aZMB
138	62441 32112	   	185.62	DCR|3VULN|2AART|1ZMB	137VULN|2LHND|4ZMB|56AART|8ERES|9RCR|aDUST
139	62441 32212	   	185.62	DCR|3VULN|2AART|1ZMB	137VULN|2LHND|4ZMB|56AART|8TLV|9RCR|aDUST
140	61213 31662	   	185.59	DCR|4VULN|1MDPS|1DMG|1CDMG	1679VULN|2BEXP|3MDPS|4MBVNT|5CDMG|8DMG|aRCR
141	62213 31662	   	185.59	DCR|4VULN|1MDPS|1DMG|1CDMG	1679VULN|2LHND|3MDPS|4MBVNT|5CDMG|8DMG|aRCR
142	66213 31632	   	185.49	DCR|4VULN|1MDPS|1DMG|1CDMG	1679VULN|2DUST|3MDPS|4MBVNT|5CDMG|8DMG|aRCR
143	53131 33222	 * 	185.45	DCR|2AART|2DMG|1ASPD|1CDMG	16LIT|2BEXP|3CDMG|47DMG|59AART|8ASPD|aRCR
144	63422 13644	   	185.43	DCR|3VULN|1AART|1DMG|1DUR|1SELL	138VULN|2DUR|4MBVNT|5SELL|6DMG|7AART|9AME|aRCR
145	63142 13513	   	185.43	DCR|3VULN|1AART|1DMG|1DUR|1SELL	189VULN|2DUR|3RMIN|4ERES|5SELL|6DMG|7AART|aRCR
146	62441 12111	 * 	185.41	DCR|3VULN|3ZMB|1AART	137VULN|26LHND|46aZMB|5AART|6BPWR|8ERES|9RCR
147	62441 12211	   	185.41	DCR|3VULN|3ZMB|1AART	137VULN|26LHND|46aZMB|5AART|6BPWR|8TLV|9RCR
148	63422 13614	   	185.33	DCR|3VULN|1AART|1DMG|1DUR|1SELL	138VULN|2DUR|4MBVNT|5SELL|6DMG|7AART|9ERES|aRCR
149	22341 53513	   	185.33	DCR|2VULN|2DMG|1AART	1RMIN|2RPLT|35CGEN|45DMG|5BPWR|6RCR|7AART|8aVULN|9MLV
150	22341 53532	   	185.33	DCR|2VULN|2DMG|1AART	1RMIN|2RPLT|35CGEN|45DMG|5BPWR|6RCR|7AART|8aVULN|9DMSP
151	22341 53613	   	185.33	DCR|2VULN|2DMG|1AART	1RMIN|2RPLT|35CGEN|45DMG|5BPWR|6RCR|7AART|8BELT|9aVULN
152	52131 36113	 * 	185.31	DCR|2DMG|2CDMG|1AART|1ASPD|1DUR	167LIT|2LHND|37CDMG|47DMG|5AART|7BPWR|8ASPD|9DUR|aRCR
153	63422 42427	   	185.26	DCR|4VULN|1DMG|1DUR|2SELL	1389VULN|2DUR|4MBVNT|57SELL|6RCR|aDMG
154	22341 53113	   	185.23	DCR|2VULN|2DMG|1AART	1RMIN|2RPLT|35CGEN|45DMG|5BPWR|6RCR|7AART|8ERES|9aVULN
155	24543 33311	   	185.05	DCR|3ASPD|1MDPS|1VULN|1CDMG|2DUR	1RMIN|2VULN|3CDMG|457ASPD|6RCR|89DUR|aMDPS
156	22341 53353	 * 	184.91	DCR|2DMG|1VULN|1AART|1ASPD	1RMIN|2RPLT|35CGEN|45DMG|5BPWR|6RCR|7AART|8DUST|9ASPD|aVULN
157	24324 23125	   	184.90	DCR|2VULN|1AART|2CDMG|2DUR	1RMIN|29VULN|3AART|49LWND|5aCDMG|6RCR|7DUST|89DUR|9BPWR
158	62411 32114	 * 	184.75	DCR|3VULN|2AART|1MDPS	137VULN|2LHND|4CGEN|56AART|8ERES|9RCR|aMDPS
159	62411 32214	   	184.75	DCR|3VULN|2AART|1MDPS	137VULN|2LHND|4CGEN|56AART|8TLV|9RCR|aMDPS
160	62431 32114	   	184.75	DCR|3VULN|2AART|1MDPS	137VULN|2LHND|4AME|56AART|8ERES|9RCR|aMDPS
161	62431 32214	   	184.75	DCR|3VULN|2AART|1MDPS	137VULN|2LHND|4AME|56AART|8TLV|9RCR|aMDPS
162	52131 36411	   	184.72	DCR|2DMG|1VULN|2CDMG|1AART	167LIT|2LHND|37CDMG|47DMG|5AART|7BPWR|8RCR|9VULN|aRMIN
163	52131 36422	   	184.72	DCR|2DMG|1VULN|2CDMG|1AART	167LIT|2LHND|37CDMG|47DMG|5AART|7BPWR|8RCR|9FEWX|aVULN
