0	Index      	 *	Score 	Summary	Detail	
1	36414 12211	 * 	238.51	DCR|5VULN|3CDMG|1AART|1DMG	13456VULN|234CDMG|34BPWR|7MLV|8DMG|9AART|aRCR
50	15613 23323	   	213.87	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1DUR|2DMG|3AART|46VULN|5ERES|7RCR|8ASPD|9NUKE|aFEWX
51	15613 23324	 * 	213.87	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1DUR|2DMG|3AART|46VULN|5ERES|7RCR|8ASPD|9NUKE|aCDMG
52	15613 23325	 * 	213.87	DCR|2VULN|2AART|1ASPD|1DMG|1NUKE|1DUR	1DUR|2DMG|3aAART|46VULN|5ERES|7RCR|8ASPD|9NUKE
53	15613 23326	   	213.87	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1DUR|2DMG|3AART|46VULN|5ERES|7RCR|8ASPD|9NUKE|aBEXP
54	15624 23321	   	213.87	DCR|2VULN|2ASPD|1AART|1DMG|1NUKE|1DUR	1DUR|2DMG|3AART|4ERES|56VULN|7RCR|8aASPD|9NUKE
55	15624 23322	   	213.87	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR|1MSE	1DUR|2DMG|3AART|4ERES|56VULN|7RCR|8ASPD|9NUKE|aMSE
56	15624 23323	   	213.87	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1DUR|2DMG|3AART|4ERES|56VULN|7RCR|8ASPD|9NUKE|aFEWX
57	15511 63422	 * 	213.58	DCR|3DMG|2VULN|1AART|3DUR	138DUR|238DMG|38BPWR|4AME|5DUST|6MBVNT|78VULN|9RCR|aAART
58	36453 12111	 * 	213.21	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	13VULN|23CDMG|3BPWR|4AART|5MLV|6DUR|7aDMG|8RCR|9TLV
59	15613 23224	   	213.13	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	19DUR|29DMG|3AART|46VULN|5ERES|7RCR|89LWND|9BPWR|aCDMG
60	15613 23225	 * 	212.95	DCR|2VULN|2AART|2DMG|2DUR	19DUR|29DMG|3aAART|46VULN|5ERES|7RCR|89LWND|9BPWR
61	63134 22142	   	212.95	DCR|3VULN|2DMG|2ASPD	18ASPD|28aVULN|36RCVC|4LHND|5ERES|78DMG|8BPWR|9RCR
62	31225 24152	   	212.43	DCR|3DMG|2VULN|1AART|2DUR|1AAC	1aVULN|25ERES|35aDMG|4RPLT|5aBPWR|6AAC|7RCR|8aDUR|9AART
63	15614 23312	   	211.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2DMG|3AART|46aVULN|5CGEN|7RCR|8ASPD|9BELT
64	36453 12133	 * 	211.80	DCR|2VULN|2AART|2CDMG|1DMG|1DUR	13VULN|23CDMG|3BPWR|4aAART|5MLV|6DUR|7DMG|8RCR|9BEXP
65	33632 25311	   	211.77	DCR|3VULN|2AART|2ASPD	124VULN|2BPWR|3FEWX|5AME|69ASPD|7aAART|8RCR
66	15613 23312	   	211.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2DMG|3AART|46aVULN|5ERES|7RCR|8ASPD|9BELT
67	15613 23335	   	211.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2DMG|3AART|46aVULN|5ERES|7RCR|8ASPD|9AELBLL
68	15613 23512	   	211.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2DMG|3AART|468VULN|5ERES|7RCR|9ASPD|aRPLT
69	15624 23312	   	211.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2DMG|3AART|4ERES|56aVULN|7RCR|8ASPD|9BELT
70	11616 23511	   	211.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2ERES|3AART|468VULN|5AME|7RCR|9ASPD|aDMG
71	33331 22142	   	211.65	DCR|4VULN|2DMG|1ASPD	128aVULN|28BPWR|38TLV|4LHND|5RCVC|6ASPD|78DMG|9RCR
72	15613 23513	   	211.64	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2DMG|3AART|468VULN|5ERES|7RCR|9ASPD|aDUST
73	63213 14152	   	211.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1ASPD|2aVULN|36DMG|4AME|5RPLT|7RCR|8DUR|9AART
74	15614 23331	   	211.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1DUR|2aDMG|3AART|46VULN|5CGEN|7RCR|8ASPD|9AELBLL
75	33513 21223	 * 	211.56	DCR|3VULN|1AART|2CDMG|1ASPD|1DUR	124VULN|24BPWR|34CDMG|5DUR|6AART|7BEXP|8LWND|9RCR|aASPD
76	15613 23331	   	211.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1DUR|2aDMG|3AART|46VULN|5ERES|7RCR|8ASPD|9AELBLL
77	15624 23331	   	211.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1DUR|2aDMG|3AART|4ERES|56VULN|7RCR|8ASPD|9AELBLL
78	15613 23611	   	211.40	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1DUR|2aDMG|3AART|46VULN|58ERES|7RCR|9ASPD
79	15613 22315	   	211.35	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1DUR|2DMG|3AART|46aVULN|5ERES|7RCVC|8RCR|9ASPD
80	33515 31235	 * 	211.34	DCR|3VULN|2AART|2AAC|2CDMG	124VULN|24BPWR|34CDMG|5aAAC|6RCR|7LWND|89AART
81	33336 22142	   	211.22	DCR|4VULN|2DMG|1ASPD	128aVULN|28BPWR|38TLV|4LHND|5ASPD|6RCVC|78DMG|9RCR
82	15614 22311	   	211.20	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1DUR|2aDMG|3AART|46VULN|5CGEN|7RCVC|8RCR|9ASPD
83	15613 22311	   	211.10	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1DUR|2aDMG|3AART|46VULN|5ERES|7RCVC|8RCR|9ASPD
84	15624 22311	   	211.10	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1DUR|2aDMG|3AART|4ERES|56VULN|7RCVC|8RCR|9ASPD
85	33511 12222	 * 	210.68	DCR|4VULN|3CDMG|1ASPD|1DUR	1246VULN|24BPWR|345CDMG|7AELBLL|8ASPD|9RCR|aDUR
86	33515 31236	 * 	210.42	DCR|3VULN|3AART|2CDMG|1AAC	124VULN|24BPWR|34CDMG|5AAC|6RCR|7LWND|89aAART
87	33513 31563	   	210.42	DCR|4VULN|1SPLARM|2CDMG|1ZMB|1DUR	1246VULN|24BPWR|34CDMG|5DUR|7SPLARM|8RCR|9CGEN|aZMB
88	36311 32611	 * 	210.33	DCR|2VULN|2ASPD|2CDMG|1DMG|1DUR	18VULN|28CDMG|3BELT|4DUR|59ASPD|6RCR|78LHND|8BPWR|aDMG
89	33513 31513	   	210.32	DCR|4VULN|1SPLARM|2CDMG|1ZMB|1DUR	1246VULN|24BPWR|34CDMG|5DUR|7SPLARM|8RCR|9TLV|aZMB
90	45612 23122	   	210.26	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AME|2BEXP|3AART|4aVULN|5DUR|6DMG|7RCR|8CDMG|9ASPD
91	33513 31521	   	210.20	DCR|4VULN|1SPLARM|2CDMG|1AAC|1DUR	1246VULN|24BPWR|34CDMG|5DUR|7SPLARM|8RCR|9AAC|aMBVNT
92	33513 31523	   	210.20	DCR|4VULN|1SPLARM|2CDMG|1AAC|1DUR	1246VULN|24BPWR|34CDMG|5DUR|7SPLARM|8RCR|9AAC|aFEWX
93	33513 31524	   	210.20	DCR|4VULN|1SPLARM|2CDMG|1AAC|1DUR	1246VULN|24BPWR|34CDMG|5DUR|7SPLARM|8RCR|9AAC|aERES
94	33513 31525	   	210.20	DCR|4VULN|1SPLARM|2CDMG|1AAC|1DUR	1246VULN|24BPWR|34CDMG|5DUR|7SPLARM|8RCR|9AAC|aLWND
95	33513 31526	   	210.20	DCR|4VULN|1SPLARM|2CDMG|1AAC|1DUR|1MSE	1246VULN|24BPWR|34CDMG|5DUR|7SPLARM|8RCR|9AAC|aMSE
96	15613 23363	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DMG|3AART|46VULN|5ERES|7RCR|8ASPD|9SNIFST|aCDMG
97	15613 33122	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DMG|3AART|4aVULN|5ERES|6LWND|7RCR|8CDMG|9ASPD
98	15613 43122	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DMG|3AART|4aVULN|5ERES|6FEWX|7RCR|8CDMG|9ASPD
99	15616 13122	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DMG|3AART|4aVULN|5AME|6DUST|7RCR|8CDMG|9ASPD
100	15621 23122	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DMG|3AART|4ERES|5FEWX|6aVULN|7RCR|8CDMG|9ASPD
101	15624 33122	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DMG|3AART|4ERES|5aVULN|6LWND|7RCR|8CDMG|9ASPD
102	15653 23122	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DMG|3AART|4LHND|5ERES|6aVULN|7RCR|8CDMG|9ASPD
103	25612 63122	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2DMG|3AART|4aVULN|5DUR|6AME|7RCR|8CDMG|9ASPD
104	11611 23122	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ERES|3AART|4aVULN|5FEWX|6DMG|7RCR|8CDMG|9ASPD
105	11615 23122	   	210.16	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2ERES|3AART|4aVULN|5LHND|6DMG|7RCR|8CDMG|9ASPD
106	36311 32641	   	210.16	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB|1DUR	18VULN|28CDMG|3BELT|4DUR|5ASPD|6RCR|78LHND|8BPWR|9ZMB|aAART
107	15613 13122	   	210.06	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DMG|3AART|4aVULN|5ERES|6DUST|7RCR|8CDMG|9ASPD
108	15613 23342	   	210.06	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DMG|3AART|46VULN|5ERES|7RCR|8ASPD|9CDMG|aDUST
109	15624 13122	   	210.06	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2DMG|3AART|4ERES|5aVULN|6DUST|7RCR|8CDMG|9ASPD
110	21612 23122	   	210.06	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2ERES|3AART|4aVULN|5DUR|6DMG|7RCR|8CDMG|9ASPD
111	15633 31323	   	209.94	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1DUR|2DMG|3AART|4ASPD|5BELT|6RPLT|7RCR|8VULN|9CDMG|aNUKE
112	15612 33341	   	209.92	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2aDMG|3AART|4VULN|5RCVC|6AME|7RCR|8ASPD|9CDMG
113	15612 13341	   	209.82	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2aDMG|3AART|4VULN|5RCVC|6TLV|7RCR|8ASPD|9CDMG
114	36453 12223	   	209.70	DCR|2VULN|2AART|2CDMG|1DMG|1DUR	13VULN|23CDMG|3BPWR|4aAART|5MLV|6DUR|7DMG|8DUST|9RCR
115	63531 22141	   	209.59	DCR|3VULN|2DMG|2ASPD	18ASPD|248VULN|3ERES|5DUST|6RCVC|78DMG|8BPWR|9RCR|aLHND
116	63531 22142	   	209.59	DCR|3VULN|2DMG|2ASPD	18ASPD|248VULN|3ERES|5DUST|6RCVC|78DMG|8BPWR|9RCR|aFEWX
117	63531 22143	   	209.59	DCR|3VULN|2DMG|2ASPD	18ASPD|248VULN|3ERES|5DUST|6RCVC|78DMG|8BPWR|9RCR|aCGEN
118	33411 22141	   	209.55	DCR|3VULN|2DMG|1ASPD|2DUR	128VULN|28BPWR|38DUR|4AME|5RCVC|6ASPD|78DMG|9RCR|aLHND
119	33411 22142	   	209.55	DCR|3VULN|2DMG|1ASPD|2DUR	128VULN|28BPWR|38DUR|4AME|5RCVC|6ASPD|78DMG|9RCR|aFEWX
120	33411 22143	   	209.55	DCR|3VULN|2DMG|1ASPD|2DUR	128VULN|28BPWR|38DUR|4AME|5RCVC|6ASPD|78DMG|9RCR|aCGEN
121	33411 22144	   	209.55	DCR|3VULN|2DMG|1ASPD|2DUR	128VULN|28BPWR|38DUR|4aAME|5RCVC|6ASPD|78DMG|9RCR
122	33411 22146	   	209.55	DCR|3VULN|2DMG|1ASPD|2DUR	128VULN|28BPWR|38DUR|4AME|5RCVC|6ASPD|78DMG|9RCR|aLWND
123	33515 34211	   	209.52	DCR|4VULN|2CDMG|1DMG|1AAC|1DUR	124aVULN|24BPWR|34CDMG|5AAC|6RCR|7LIT|8DUR|9DMG
124	33451 22141	   	209.45	DCR|3VULN|2DMG|1ASPD|2DUR	128VULN|28BPWR|38DUR|4TLV|5RCVC|6ASPD|78DMG|9RCR|aLHND
125	33451 22142	   	209.45	DCR|3VULN|2DMG|1ASPD|2DUR	128VULN|28BPWR|38DUR|4TLV|5RCVC|6ASPD|78DMG|9RCR|aFEWX
126	33451 22143	   	209.45	DCR|3VULN|2DMG|1ASPD|2DUR	128VULN|28BPWR|38DUR|4TLV|5RCVC|6ASPD|78DMG|9RCR|aCGEN
127	33411 22145	   	209.45	DCR|3VULN|2DMG|1ASPD|2DUR	128VULN|28BPWR|38DUR|4AME|5RCVC|6ASPD|78DMG|9RCR|aDUST
128	31234 22443	 * 	209.39	DCR|3VULN|2DMG|1ASPD|1CDMG|1AAC	148VULN|2ERES|37DMG|5AAC|6ASPD|9RCR|aCDMG
129	33632 22141	   	209.39	DCR|4VULN|2DMG|1ASPD	1248VULN|28BPWR|38FEWX|5AME|6ASPD|78DMG|9RCR|aLHND
130	33632 22142	   	209.39	DCR|4VULN|2DMG|1ASPD	1248VULN|28BPWR|38aFEWX|5AME|6ASPD|78DMG|9RCR
131	33632 22143	   	209.39	DCR|4VULN|2DMG|1ASPD	1248VULN|28BPWR|38FEWX|5aAME|6ASPD|78DMG|9RCR
132	33632 22146	   	209.39	DCR|4VULN|2DMG|1ASPD	1248VULN|28BPWR|38FEWX|5AME|6ASPD|78DMG|9RCR|aLWND
133	15232 15152	   	209.36	DCR|3VULN|2DMG|1AART|1DUR	1DUR|23DMG|4LHND|56aVULN|7RCR|8RPLT|9AART
134	35231 15152	   	209.36	DCR|3VULN|2DMG|1AART|1DUR	16aVULN|23DMG|4LHND|5DUR|7RCR|8RPLT|9AART
135	33632 22145	   	209.29	DCR|4VULN|2DMG|1ASPD	1248VULN|28BPWR|38FEWX|5AME|6ASPD|78DMG|9RCR|aDUST
136	31225 24262	 * 	209.28	DCR|3DMG|2VULN|2ASPD|1AAC	1aVULN|25ERES|35aDMG|4RPLT|5aBPWR|6AAC|7RCR|8aASPD|9DLOT
137	33335 22142	   	209.19	DCR|4VULN|2DMG|1ASPD	128aVULN|28BPWR|38TLV|45LHND|6ASPD|78DMG|9RCR
138	33511 12223	   	209.15	DCR|4VULN|3CDMG|1ASPD|1AAC	1246VULN|24BPWR|345CDMG|7AELBLL|8ASPD|9RCR|aAAC
139	31234 22441	   	208.99	DCR|4VULN|2DMG|1ASPD|1AAC	148aVULN|2ERES|37DMG|5AAC|6ASPD|9RCR
140	15423 12354	 * 	208.83	DCR|3ASPD|2DMG|1VULN|1CDMG|1DUR	1DUR|25DMG|357ASPD|4RPLT|5BPWR|6MBVNT|8RCR|9CDMG|aVULN
141	11612 41511	   	208.70	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1DUR|2ERES|3AART|48VULN|5RCVC|6RCR|7ZMB|9ASPD|aDMG
