0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22315 11433	5	 * 	273.70	橙5易伤2等级2雷电	156敌人爆炸2345a易伤5a序列升级7核8a等级9a雷电
63	42422 32421	3	   	250.09	橙3易伤2等级2时间	1基地爆炸28a易伤3最后敌人4掉矿5a等级6金币生成7核9a时间a序列升级
64	42612 32421	2	   	250.09	橙3易伤2等级2时间	1基地爆炸28a易伤3掉矿4最后敌人5a等级6金币生成7核9a时间a序列升级
65	22652 32421	2	   	249.99	橙3易伤2等级2时间	1敌人爆炸28a易伤3掉矿4挖尘5a等级6金币生成7核9a时间a序列升级
66	34444 62313	7	   	249.90	橙3易伤1等级1伤害1时间1暴击	1掉矿2加一369易伤4时间5暴击7核8等级a伤害
67	22315 11434	5	   	249.66	橙4易伤1等级1伤害	156敌人爆炸2345易伤5序列升级7核8等级9雷电a伤害
68	22312 32215	6	   	249.56	橙4易伤1等级1伤害	18敌人爆炸2346易伤5雷电7伤害9核a等级
69	22312 54532	6	 * 	249.56	橙4易伤1等级2暴击	1a敌人爆炸234a易伤5雷电6等级7赏金塔8a暴击9核a序列升级
70	51315 12363	4	   	249.56	橙4易伤1等级1伤害	1策反2雷电3伤害459a易伤6低血量敌人7等级8核
71	51315 22363	4	   	249.56	橙4易伤1等级1伤害	1策反2雷电3伤害459a易伤6基地爆炸7等级8核
72	51315 32363	4	   	249.56	橙4易伤1等级1伤害	1策反2雷电3伤害459a易伤6最后敌人7等级8核
73	22312 31115	6	   	249.56	橙4易伤1等级1伤害	1敌人爆炸2346易伤5雷电7双倍矿8伤害9核a等级
74	42312 31115	6	   	249.56	橙4易伤1等级1伤害	1基地爆炸2346易伤5雷电7双倍矿8伤害9核a等级
75	62532 32111	2	   	249.25	橙3易伤2等级1时间1暴击	1a矿等2时间3a等级4暴击5低血量敌人6核7双倍矿89a易伤a序列升级
76	62532 33111	2	   	249.25	橙3易伤2等级1时间1暴击	17a矿等2时间3a等级4暴击5低血量敌人6核89a易伤a序列升级
77	22315 32327	7	   	249.19	橙5易伤1等级1全技能	15敌人爆炸23457易伤5序列升级6加一8核9全技能a等级
78	42315 32327	7	   	249.19	橙5易伤1等级1全技能	15基地爆炸23457易伤5序列升级6加一8核9全技能a等级
79	34444 42311	7	   	248.95	橙3易伤2等级1时间1暴击	1a掉矿2加一39a易伤4时间5暴击6立即金币7核8a等级a序列升级
80	22311 26622	8	   	248.88	橙3易伤2等级1伤害1全技能	1敌人爆炸234易伤5低血量敌人67等级8伤害9核a全技能
81	22132 22655	9	   	248.71	橙4易伤2等级	1a敌人爆炸279a易伤3额外掉落4策反5攻速6a等级8核a序列升级
82	22315 33436	8	   	248.51	橙4易伤2等级	15敌人爆炸2345易伤5序列升级6加一7核89等级a攻速
83	42315 31326	5	   	247.94	橙5易伤1等级	15基地爆炸23456易伤5序列升级7核8策反9等级a攻速
84	42315 31621	5	   	247.94	橙5易伤1等级	15基地爆炸23456易伤5序列升级7核8攻速9等级a低血量敌人
85	42315 31623	5	   	247.94	橙5易伤1等级	15基地爆炸23456易伤5序列升级7核8攻速9等级a平台
86	42315 32251	5	   	247.94	橙5易伤1等级	15基地爆炸23456易伤5序列升级7等级8雷电9核a策反
87	42315 36123	5	   	247.94	橙5易伤1等级	15基地爆炸23456易伤5序列升级7攻速8等级9低血量敌人a核
88	42315 22623	7	   	247.94	橙5易伤1等级	15基地爆炸23457易伤5序列升级6低血量敌人8攻速9等级a核
89	22315 33486	10	   	247.84	橙5易伤1等级	15敌人爆炸23459易伤5序列升级6加一7核8等级a雷电
90	22315 33488	9	   	247.84	橙5易伤1等级	15敌人爆炸23459易伤5序列升级6加一7核8等级a雷电
91	42311 62623	7	   	247.84	橙5易伤1等级	1基地爆炸23467易伤5低血量敌人8攻速9等级a核
92	42315 32253	5	   	247.84	橙5易伤1等级1核弹	15基地爆炸23456易伤5序列升级7等级8雷电9核a核弹
93	51312 55333	6	   	247.52	橙3易伤2等级1伤害	1策反2雷电3伤害47a易伤5最后敌人69等级8核
94	51315 12333	4	   	247.52	橙3易伤2等级1伤害	1策反2雷电3伤害45a易伤6低血量敌人79等级8核
95	51315 32333	4	   	247.52	橙3易伤2等级1伤害	1策反2雷电3伤害45a易伤6最后敌人79等级8核
96	51315 62333	4	   	247.42	橙3易伤2等级1伤害	1策反2雷电3伤害45a易伤6挖尘79等级8核
97	22315 33287	8	   	247.04	橙5易伤1伤害1暴击	15敌人爆炸2345a易伤5序列升级6加一7核8暴击9伤害
98	42315 32483	8	   	247.04	橙5易伤1伤害1暴击	15基地爆炸23457易伤5序列升级6加一8暴击9核a伤害
99	21342 53623	8	   	247.03	橙2易伤2等级3时间	18敌人爆炸248时间3a易伤5雷电68等级7额外掉落8序列升级9核
100	22312 32431	6	   	246.67	橙4易伤1伤害1暴击1全技能	1敌人爆炸2346易伤5雷电7伤害8全技能9核a暴击
101	42312 32431	6	   	246.67	橙4易伤1伤害1暴击1全技能	1基地爆炸2346易伤5雷电7伤害8全技能9核a暴击
102	21328 14347	6	   	246.37	橙3易伤3时间1伤害	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a雷电
103	21328 31562	7	   	246.37	橙3易伤3时间1伤害	1敌人爆炸259时间358易伤4加一5序列升级6雷电7伤害a核
104	21328 33562	6	   	246.37	橙3易伤3时间1伤害	1敌人爆炸259时间358易伤4加一5序列升级6雷电7伤害a核
105	21328 54347	5	   	246.37	橙3易伤3时间1伤害	1敌人爆炸256时间358易伤4加一5序列升级7核9伤害a雷电
106	41328 31362	7	   	246.37	橙3易伤3时间1伤害	1基地爆炸259时间358易伤4加一5序列升级6雷电7伤害a核
107	22312 43515	7	   	246.10	橙3易伤2伤害1等级	1敌人爆炸234易伤5雷电68伤害7双倍矿9核a等级
108	22312 62515	6	   	246.10	橙3易伤2伤害1等级	1敌人爆炸234易伤5雷电6立即金币78伤害9核a等级
109	42312 22515	5	   	246.10	橙3易伤2伤害1等级	16基地爆炸234易伤5雷电78伤害9核a等级
110	51312 52363	5	   	246.10	橙3易伤2伤害1等级	1策反2雷电36伤害49a易伤5最后敌人7等级8核
111	22212 32515	6	   	246.10	橙3易伤2伤害1等级	1敌人爆炸246易伤3立即金币5雷电78伤害9核a等级
112	22362 32515	6	   	246.10	橙3易伤2伤害1等级	1敌人爆炸236易伤4立即金币5雷电78伤害9核a等级
113	42212 32515	6	   	246.10	橙3易伤2伤害1等级	1基地爆炸246易伤3立即金币5雷电78伤害9核a等级
114	61315 52333	4	   	246.00	橙3易伤2伤害1等级	1矿等2雷电39伤害45a易伤6加一7等级8核
115	51311 52363	4	   	246.00	橙3易伤2伤害1等级	1策反2雷电36伤害49a易伤5挖尘7等级8核
116	23343 31633	8	   	245.83	橙2易伤2等级1伤害1时间2雷电	1敌人爆炸2a最后敌人35易伤4时间6a雷电7伤害8核9a等级a序列升级
117	22442 11633	8	   	245.83	橙2易伤2等级1伤害1时间2雷电	1敌人爆炸2a易伤36最后敌人4时间5a雷电7伤害8核9a等级a序列升级
118	51313 56333	7	   	245.63	橙2易伤2等级1伤害1时间2雷电	1策反27雷电3伤害4a易伤5时间69等级8核
119	34441 48331	4	   	245.50	橙2易伤2伤害1等级2攻速1时间	1掉矿2加一3a易伤4时间5金币生成6核7a攻速8等级9a伤害a序列升级
120	34441 48331	5	   	245.50	橙2易伤2伤害1等级2攻速1时间	1掉矿2加一3a易伤4时间5金币生成6核7a攻速8等级9a伤害a序列升级
121	62532 31261	2	 * 	245.46	橙2易伤2等级2时间2暴击	1a矿等28时间3a等级47暴击5低血量敌人6核9a易伤a序列升级
122	43361 23312	6	   	245.26	橙3易伤2等级1时间1全技能	18基地爆炸26最后敌人358易伤4全技能78等级8序列升级9时间a核
123	32532 21161	2	   	245.26	橙2易伤2等级2时间2暴击	1a掉矿26时间3a等级47暴击5低血量敌人8a易伤9核a序列升级
124	22312 51631	7	   	245.00	橙3易伤1等级2攻速2雷电1暴击	1a敌人爆炸234易伤5a雷电6等级7暴击8a攻速9核a序列升级
125	22312 52631	6	   	245.00	橙3易伤1等级2攻速2雷电1暴击	1a敌人爆炸234易伤5a雷电6等级7暴击8a攻速9核a序列升级
126	42312 51631	7	   	245.00	橙3易伤1等级2攻速2雷电1暴击	1a基地爆炸234易伤5a雷电6等级7暴击8a攻速9核a序列升级
127	42312 52631	6	   	245.00	橙3易伤1等级2攻速2雷电1暴击	1a基地爆炸234易伤5a雷电6等级7暴击8a攻速9核a序列升级
128	34444 62314	7	   	244.42	橙3易伤2时间1等级1暴击	1掉矿2加一369易伤4a时间5暴击7核8等级
129	21328 12341	8	   	244.40	橙3易伤3时间1等级	18敌人爆炸256时间358易伤4加一58序列升级78低血量敌人9核a等级
130	21328 13371	8	   	244.40	橙3易伤3时间1等级	18敌人爆炸256时间358易伤4加一58序列升级78基地爆炸9核a等级
131	41328 12341	8	   	244.40	橙3易伤3时间1等级	18基地爆炸256时间358易伤4加一58序列升级78低血量敌人9核a等级
132	41328 14341	8	   	244.40	橙3易伤3时间1等级	18基地爆炸256时间358易伤4加一58序列升级78最后敌人9核a等级
133	22315 11663	5	 * 	244.26	橙5易伤2时间	156敌人爆炸23458易伤5序列升级7核9a时间
134	42315 31142	5	   	244.26	橙5易伤2时间	15基地爆炸23456易伤5序列升级7核8金币生成9a时间
135	21328 14214	6	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间35a易伤4加一5序列升级7核8金币生成9等级
136	21328 14312	6	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a额外掉落
137	21328 14315	6	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a金币生成
138	21328 14316	6	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a矿等
139	21328 14318	6	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a最后敌人
140	21328 14351	6	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9基地爆炸a等级
141	21328 14361	6	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9低血量敌人a等级
142	21328 14371	6	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9最后敌人a等级
143	21328 16114	5	   	244.20	橙3易伤3时间1等级	1敌人爆炸258时间35a易伤4加一5序列升级6策反7核9等级
144	21328 17371	8	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间357易伤4加一5序列升级8基地爆炸9核a等级
145	21328 17541	8	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间357易伤4加一5序列升级8低血量敌人9核a等级
146	21328 17641	7	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间357易伤4加一5序列升级8低血量敌人9核a等级
147	21328 17841	7	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间357易伤4加一5序列升级8最后敌人9核a等级
148	21328 54214	5	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间35a易伤4加一5序列升级7核8金币生成9等级
149	21328 54312	5	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a额外掉落
150	21328 54315	5	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a金币生成
151	21328 54316	5	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a矿等
152	21328 54318	5	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a最后敌人
153	21328 54351	5	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9基地爆炸a等级
154	21328 54361	5	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9低血量敌人a等级
155	21328 54371	5	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9最后敌人a等级
156	41328 14214	6	   	244.20	橙3易伤3时间1等级	1基地爆炸256时间35a易伤4加一5序列升级7核8金币生成9等级
157	41328 14312	6	   	244.20	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a额外掉落
158	41328 14315	6	   	244.20	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a金币生成
159	41328 14316	6	   	244.20	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a矿等
160	41328 14318	6	   	244.20	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a最后敌人
161	41328 14331	6	   	244.20	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9敌人爆炸a等级
162	41328 14362	6	   	244.20	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9平台a等级
163	41328 16114	5	   	244.20	橙3易伤3时间1等级	1基地爆炸258时间35a易伤4加一5序列升级6策反7核9等级
164	41328 54214	5	   	244.20	橙3易伤3时间1等级	1基地爆炸256时间35a易伤4加一5序列升级7核8金币生成9等级
165	41328 54312	5	   	244.20	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a额外掉落
166	41328 54331	5	   	244.20	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9敌人爆炸a等级
167	21328 12341	7	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7低血量敌人9核a等级
168	21328 13371	7	   	244.20	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7基地爆炸9核a等级
169	41328 12341	7	   	244.20	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7低血量敌人9核a等级
170	22315 33541	8	   	244.16	橙5易伤2时间	15敌人爆炸23459易伤5序列升级6加一7核8a时间
171	22315 33641	7	   	244.16	橙5易伤2时间	15敌人爆炸23459易伤5序列升级6加一7核8a时间
172	21328 14311	6	   	244.10	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a挖青
173	21328 14314	6	   	244.10	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a挖尘
174	21328 14614	6	   	244.10	橙3易伤3时间1等级	1敌人爆炸256时间35a易伤4加一5序列升级7核8掉矿9等级
175	21328 17341	6	   	244.10	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7挖青9核a等级
176	21328 46114	5	   	244.10	橙3易伤3时间1等级1核弹	1敌人爆炸258时间35a易伤4加一5序列升级6核弹7核9等级
177	21328 54311	5	   	244.10	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a挖青
178	21328 54314	5	   	244.10	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7核9等级a挖尘
179	21328 54614	5	   	244.10	橙3易伤3时间1等级	1敌人爆炸256时间35a易伤4加一5序列升级7核8掉矿9等级
180	21328 57341	5	   	244.10	橙3易伤3时间1等级	1敌人爆炸256时间358易伤4加一5序列升级7挖青9核a等级
181	21328 76114	6	   	244.10	橙3易伤3时间1等级	1敌人爆炸258时间35a易伤4加一5序列升级6掉矿7核9等级
182	41328 13371	6	   	244.10	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7挖尘9核a等级
183	41328 14311	6	   	244.10	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a挖青
184	41328 14314	6	   	244.10	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a挖尘
185	41328 14341	6	   	244.10	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9挖尘a等级
186	41328 14614	6	   	244.10	橙3易伤3时间1等级	1基地爆炸256时间35a易伤4加一5序列升级7核8掉矿9等级
187	41328 17341	6	   	244.10	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7挖青9核a等级
188	41328 46114	5	   	244.10	橙3易伤3时间1等级1核弹	1基地爆炸258时间35a易伤4加一5序列升级6核弹7核9等级
189	41328 54311	5	   	244.10	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a挖青
190	41328 54314	5	   	244.10	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9等级a挖尘
191	41328 54341	5	   	244.10	橙3易伤3时间1等级	1基地爆炸256时间358易伤4加一5序列升级7核9挖尘a等级
192	36623 42331	6	 * 	243.93	橙2易伤2伤害2时间1等级	1掉矿2随机矿3a时间4金币生成5挖尘6a易伤7核8等级9a伤害a序列升级
193	21332 43636	9	   	243.91	橙3易伤2等级1时间	19敌人爆炸2时间39a易伤47金币生成5雷电69等级8核9序列升级
