0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53135 31341	10	 * 	288.01	橙4易伤3时间1伤害1等级	1掉矿246时间346a易伤46序列升级5额外掉落7等级8核9伤害
48	23161 28812	1	 * 	268.99	橙3易伤3时间3雷电3等级	178雷电289易伤378时间467等级5加一78序列升级a核
49	53136 43332	4	 * 	268.99	橙3易伤3时间2等级1伤害	1掉矿246时间34a易伤4序列升级58等级7核9伤害
50	22413 62161	2	 * 	268.31	橙4易伤2暴击1等级1时间	1雷电25暴击3赏金塔4569易伤5序列升级7核8等级a时间
51	16312 21115	10	 * 	268.11	橙5易伤2攻速3雷电1卖塔	1卖塔26a雷电34569易伤6a序列升级7a攻速8核
52	53135 31321	9	   	267.95	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8核a平台
53	53135 31321	10	   	267.95	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8核a金币生成
54	53135 31322	9	   	267.95	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8核a敌人爆炸
55	53135 31322	10	   	267.95	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8核a基地爆炸
56	53135 31323	9	   	267.95	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8核a立即金币
57	53135 31323	10	   	267.95	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8核a敌人爆炸
58	53135 31324	9	   	267.95	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8核a策反
59	53135 31325	10	   	267.95	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8核a立即金币
60	53135 31325	9	   	267.95	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8核a矿等
61	53135 31326	10	   	267.95	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5a额外掉落7等级8核
62	53135 31326	9	   	267.95	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5a额外掉落7等级8核
63	53135 31331	10	   	267.95	橙4易伤3时间1等级	1掉矿246时间346a易伤46序列升级5额外掉落7等级8核9随机矿
64	53135 31335	9	   	267.95	橙4易伤3时间1等级	1掉矿246时间346a易伤46序列升级5额外掉落7等级8核9随机矿
65	53135 31336	8	   	267.95	橙4易伤3时间1等级	1掉矿246时间346a易伤46序列升级5额外掉落7等级8核9金币生成
66	53135 31351	8	   	267.95	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8核a平台
67	53135 31352	8	   	267.95	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8核a敌人爆炸
68	53135 31352	9	   	267.95	橙4易伤3时间1等级	1掉矿246时间346a易伤46序列升级5额外掉落7等级8核9低血量敌人
69	53135 31353	8	   	267.95	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8核a立即金币
70	53135 32311	10	   	267.95	橙4易伤3时间1等级	1掉矿246时间346a易伤46序列升级5额外掉落7策反8核9等级
71	53135 32315	9	   	267.95	橙4易伤3时间1等级	1掉矿246时间346a易伤46序列升级5额外掉落7策反8核9等级
72	53135 33311	10	   	267.95	橙4易伤3时间1等级	1掉矿246时间346a易伤46序列升级5额外掉落7随机矿8核9等级
73	53135 33315	9	   	267.95	橙4易伤3时间1等级	1掉矿246时间346a易伤46序列升级5额外掉落7随机矿8核9等级
74	63135 12152	10	   	267.95	橙4易伤3时间1等级	1金币生成249时间3456易伤4序列升级7核8敌人爆炸a等级
75	53135 31116	8	   	267.85	橙4易伤3时间1等级	1掉矿246时间3468易伤46序列升级5额外掉落7等级9赏金邻近a核
76	53135 31126	7	   	267.85	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8赏金塔a核
77	53135 31226	7	   	267.85	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8赏金邻近a核
78	53135 31315	8	   	267.85	橙4易伤3时间1等级1核弹	1掉矿246时间346a易伤46序列升级5额外掉落7等级8核9核弹
79	53135 31324	10	   	267.85	橙4易伤3时间1等级	1掉矿246时间3469易伤46序列升级5额外掉落7等级8核a挖尘
80	53135 35311	10	   	267.85	橙4易伤3时间1等级1核弹	1掉矿246时间346a易伤46序列升级5额外掉落7核弹8核9等级
81	63135 12261	8	   	267.67	橙5易伤2时间1全技能	18金币生成24时间3456a易伤4序列升级7核9全技能
82	61312 62221	7	 * 	267.37	橙3易伤2伤害3雷电1暴击1攻速	1金币生成26a雷电3矿等4暴击56a易伤6a序列升级7核8攻速9a伤害
83	51112 62221	7	   	267.27	橙3易伤2伤害3雷电1暴击1攻速	1掉矿26a雷电3金币生成4暴击56a易伤6a序列升级7核8攻速9a伤害
84	61612 62221	7	   	267.27	橙3易伤2伤害3雷电1暴击1攻速	1金币生成26a雷电3掉矿4暴击56a易伤6a序列升级7核8攻速9a伤害
85	63113 62222	10	   	267.23	橙3易伤2伤害2时间1暴击	19金币生成29时间346易伤5基地爆炸7核89伤害9序列升级a暴击
86	63115 42222	10	   	267.23	橙3易伤2伤害2时间1暴击	19金币生成29时间345易伤6基地爆炸7核89伤害9序列升级a暴击
87	11143 63521	2	   	266.99	橙3易伤2伤害2时间1暴击1卖塔	1卖塔248易伤3随机矿48序列升级58时间68伤害7核9金币生成a暴击
88	16312 21151	8	   	266.97	橙4易伤1伤害2雷电1暴击1攻速1卖塔	1卖塔26雷电3456易伤6序列升级7攻速8核9暴击a伤害
89	16312 21151	9	   	266.97	橙4易伤1伤害2雷电1暴击1攻速1卖塔	1卖塔26雷电3456易伤6序列升级7攻速8核9暴击a伤害
90	63135 42221	9	   	266.91	橙3易伤3时间2伤害	19金币生成249时间345易伤49序列升级6基地爆炸7核89伤害a立即金币
91	63135 42223	9	   	266.91	橙3易伤3时间2伤害	19金币生成249时间345易伤49序列升级6基地爆炸7核89伤害a敌人爆炸
92	63133 62221	9	   	266.91	橙3易伤3时间2伤害	19金币生成249时间346易伤49序列升级5基地爆炸7核89伤害a立即金币
93	63133 62223	9	   	266.91	橙3易伤3时间2伤害	19金币生成249时间346易伤49序列升级5基地爆炸7核89伤害a敌人爆炸
94	63133 62224	9	   	266.91	橙3易伤3时间2伤害	19金币生成249时间346易伤49序列升级5基地爆炸7核89伤害a低血量敌人
95	63133 62225	10	   	266.91	橙3易伤3时间2伤害	19金币生成249时间346易伤49序列升级5基地爆炸7核89伤害a额外掉落
96	63133 62226	10	   	266.91	橙3易伤3时间2伤害	19a金币生成249时间346易伤49序列升级5基地爆炸7核89伤害
97	63133 62226	9	   	266.91	橙3易伤3时间2伤害	19a金币生成249时间346易伤49序列升级5基地爆炸7核89伤害
98	63135 12131	10	   	266.84	橙4易伤2时间1伤害	1金币生成24时间3456易伤4序列升级7核8敌人爆炸9雷电a伤害
99	63135 12331	10	   	266.84	橙4易伤2时间1伤害	1金币生成24时间3456易伤4序列升级7核8低血量敌人9雷电a伤害
100	63135 12431	10	   	266.84	橙4易伤2时间1伤害	1金币生成24时间3456易伤4序列升级7核8最后敌人9雷电a伤害
101	63135 42221	10	   	266.81	橙3易伤3时间2伤害	19金币生成249时间345易伤49序列升级6基地爆炸7核89伤害a挖尘
102	63133 62221	10	   	266.81	橙3易伤3时间2伤害	19金币生成249时间346易伤49序列升级5基地爆炸7核89伤害a挖尘
103	63133 62225	9	   	266.81	橙3易伤3时间2伤害1核弹	19金币生成249时间346易伤49序列升级5基地爆炸7核89伤害a核弹
104	63135 12631	10	   	266.74	橙4易伤2时间1伤害	1金币生成24时间3456易伤4序列升级7核8加一9雷电a伤害
105	53132 62225	9	   	266.71	橙3易伤3时间2伤害	1a掉矿24a时间346易伤4a序列升级5最后敌人7核8a伤害9随机矿
106	53133 62225	9	   	266.71	橙3易伤3时间2伤害	1a掉矿24a时间346易伤4a序列升级5低血量敌人7核8a伤害9随机矿
107	53133 62225	8	   	266.71	橙3易伤3时间2伤害	1a掉矿24a时间346易伤4a序列升级5低血量敌人7核8a伤害9随机矿
108	53135 32342	10	   	266.71	橙3易伤3时间2伤害	1掉矿246时间346易伤46序列升级5额外掉落7策反8核9a伤害
109	53135 33342	10	   	266.71	橙3易伤3时间2伤害	1掉矿246时间346易伤46序列升级5额外掉落7随机矿8核9a伤害
110	11542 31251	3	 * 	266.49	橙3易伤2时间3攻速1伤害1卖塔	1卖塔249易伤349攻速49序列升级5低血量敌人6核7挖尘89时间a伤害
111	11353 63343	2	   	266.47	橙3易伤3时间2伤害1卖塔	1卖塔249易伤348时间49序列升级59掉矿69伤害7核a金币生成
112	16312 21111	10	   	266.44	橙5易伤2雷电1暴击1攻速1卖塔	1卖塔26雷电34569易伤6序列升级7攻速8核a暴击
113	63135 12151	7	   	266.07	橙5易伤2时间1卖塔	1金币生成24时间3456a易伤4序列升级7核8卖塔9雷电
114	53133 62233	8	   	265.70	橙3易伤2时间1伤害1等级1暴击	1掉矿24时间346易伤4序列升级5低血量敌人7核8伤害9等级a暴击
115	53135 31332	10	   	265.37	橙3易伤3时间1伤害1等级	1掉矿246时间346易伤46序列升级5额外掉落7等级8核9随机矿a伤害
116	53135 31341	9	   	265.37	橙3易伤3时间1伤害1等级	1掉矿246时间346易伤46序列升级5额外掉落7等级8核9伤害a立即金币
117	53135 32312	10	   	265.37	橙3易伤3时间1伤害1等级	1掉矿246时间346易伤46序列升级5额外掉落7策反8核9等级a伤害
118	53135 33312	10	   	265.37	橙3易伤3时间1伤害1等级	1掉矿246时间346易伤46序列升级5额外掉落7随机矿8核9等级a伤害
119	63133 21425	7	   	265.37	橙3易伤3时间1伤害1等级	1金币生成246时间347易伤4序列升级5基地爆炸8核9等级a伤害
120	26211 32137	4	   	265.37	橙3易伤3时间3雷电1等级	19a雷电29a易伤34敌人爆炸5等级6核7加一89a时间9a序列升级
121	26221 32137	4	   	265.37	橙3易伤3时间3雷电1等级	19a雷电29a易伤3敌人爆炸4立即金币5等级6核7加一89a时间9a序列升级
122	63135 12153	9	   	265.35	橙4易伤3时间1暴击	1金币生成249时间3456易伤4序列升级7核8敌人爆炸a暴击
123	63135 12221	8	   	265.35	橙4易伤3时间1暴击	18金币生成24a时间3456易伤4序列升级7核9暴击
124	63135 12621	7	   	265.35	橙4易伤3时间1暴击	1金币生成24a时间3456易伤4序列升级7核8立即金币9暴击
125	53135 11341	10	   	265.27	橙3易伤3时间1伤害1等级	1掉矿246时间34a易伤4序列升级5额外掉落7等级8核9伤害
126	53135 31343	9	   	265.27	橙3易伤3时间1伤害1等级	1掉矿246时间346易伤46序列升级5额外掉落7等级8核9伤害a赏金邻近
127	53135 35312	10	   	265.27	橙3易伤3时间1伤害1等级1核弹	1掉矿246时间346易伤46序列升级5额外掉落7核弹8核9等级a伤害
128	53136 32224	4	   	265.27	橙3易伤3时间1伤害1等级	1掉矿247时间346易伤4序列升级5等级8策反9伤害a核
129	53132 21443	7	   	265.25	橙4易伤3时间1暴击	1掉矿246时间347a易伤4序列升级5最后敌人8核9暴击
130	53133 21443	7	   	265.25	橙4易伤3时间1暴击	1掉矿246时间347a易伤4序列升级5低血量敌人8核9暴击
131	11353 63323	2	   	265.03	橙3易伤3时间1伤害1等级1卖塔	1卖塔24a易伤348时间4序列升级5掉矿6伤害7核9等级
132	42335 12126	6	 * 	264.93	橙5易伤2伤害	128最后敌人38伤害4678a易伤5立即金币8序列升级9核
133	64136 13332	8	   	264.93	橙5易伤2伤害	14a金币生成2加一3456a易伤4a序列升级7额外掉落8a伤害9核
134	22424 22314	5	   	264.88	橙2易伤2伤害2时间1等级1暴击	1雷电2暴击3a伤害4a时间5等级6a易伤7矿等8敌人爆炸9核a序列升级
135	22424 23314	5	   	264.88	橙2易伤2伤害2时间1等级1暴击	1雷电2暴击3a伤害4a时间5等级6a易伤7金币生成8敌人爆炸9核a序列升级
136	64116 13332	8	   	264.83	橙5易伤2伤害	1a金币生成2加一3456a易伤7额外掉落8a伤害9核a序列升级
137	63113 62222	9	   	264.59	橙3易伤2伤害2时间1攻速	19金币生成29时间346易伤5基地爆炸7核89伤害9序列升级a攻速
138	63115 42222	9	   	264.59	橙3易伤2伤害2时间1攻速	19金币生成29时间345易伤6基地爆炸7核89伤害9序列升级a攻速
139	11143 63523	2	   	264.34	橙3易伤2伤害2时间1攻速1卖塔	1卖塔248易伤3随机矿48序列升级58时间68伤害7核9金币生成a攻速
140	23144 62131	1	   	264.33	橙4易伤2时间2雷电1攻速	19雷电2467易伤36时间5立即金币6序列升级8攻速a核
141	11543 34213	3	 * 	264.30	橙5易伤2攻速1时间1卖塔	1卖塔24789易伤34攻速4序列升级5时间6核a挖尘
142	63115 12511	9	   	263.29	橙5易伤1伤害1时间	1金币生成2时间3456a易伤7核8掉矿9伤害
143	63115 12513	10	   	263.29	橙5易伤1伤害1时间	1金币生成2时间3456a易伤7核8掉矿9伤害
144	63113 62224	10	   	263.24	橙3易伤2伤害2时间1全技能	19金币生成29时间346易伤5基地爆炸7核89伤害9序列升级a全技能
145	16312 21156	10	   	263.15	橙4易伤1等级2雷电1暴击1攻速1卖塔	1卖塔26雷电3456易伤6序列升级7攻速8核9暴击a等级
146	22413 62261	2	   	263.06	橙4易伤2暴击1时间1攻速	1雷电25暴击3赏金塔4569易伤5序列升级7核8攻速a时间
147	63133 62153	7	   	263.03	橙4易伤2时间1等级	1金币生成24时间3468易伤4序列升级5基地爆炸7核9雷电a等级
148	63135 12133	10	   	263.03	橙4易伤2时间1等级	1金币生成24时间3456易伤4序列升级7核8敌人爆炸9雷电a等级
149	63135 12133	9	   	263.03	橙4易伤2时间1等级	1金币生成24时间3456易伤4序列升级7核8敌人爆炸9雷电a等级
150	63135 12153	8	   	263.03	橙4易伤2时间1等级	1金币生成24时间3456易伤4序列升级7核8敌人爆炸9雷电a等级
151	63135 12333	10	   	263.03	橙4易伤2时间1等级	1金币生成24时间3456易伤4序列升级7核8低血量敌人9雷电a等级
152	63135 12333	9	   	263.03	橙4易伤2时间1等级	1金币生成24时间3456易伤4序列升级7核8低血量敌人9雷电a等级
153	63135 12353	8	   	263.03	橙4易伤2时间1等级	1金币生成24时间3456易伤4序列升级7核8低血量敌人9雷电a等级
154	63135 12433	10	   	263.03	橙4易伤2时间1等级	1金币生成24时间3456易伤4序列升级7核8最后敌人9雷电a等级
155	63135 12433	9	   	263.03	橙4易伤2时间1等级	1金币生成24时间3456易伤4序列升级7核8最后敌人9雷电a等级
156	16312 21114	10	 * 	263.00	橙5易伤2攻速2雷电1卖塔	1卖塔26雷电34569易伤6序列升级7a攻速8核
157	16312 21131	9	 * 	263.00	橙5易伤2攻速2雷电1卖塔	1卖塔26雷电3456a易伤6序列升级79攻速8核
158	63135 12633	10	   	262.93	橙4易伤2时间1等级	1金币生成24时间3456易伤4序列升级7核8加一9雷电a等级
159	63135 12633	9	   	262.93	橙4易伤2时间1等级	1金币生成24时间3456易伤4序列升级7核8加一9雷电a等级
160	51363 61121	1	   	262.50	橙4易伤3时间1攻速	178掉矿2348易伤568时间8序列升级9核a攻速
161	61312 13221	5	   	262.26	橙3易伤2伤害2雷电1暴击1攻速	1金币生成2a雷电3矿等4暴击57a易伤6核8攻速9a伤害a序列升级
162	61316 13221	4	   	262.26	橙3易伤2伤害2雷电1暴击1攻速	1金币生成2a雷电3矿等4暴击57a易伤6核8攻速9a伤害a序列升级
163	16312 23274	6	   	261.75	橙5易伤1伤害2雷电1卖塔	1卖塔26雷电34568易伤6序列升级7加一9伤害a核
164	36315 62231	8	   	261.64	橙4易伤2伤害1时间	19敌人爆炸2随机矿3时间4569易伤7核89伤害9序列升级a基地爆炸
165	36315 62232	8	   	261.64	橙4易伤2伤害1时间	19敌人爆炸2a随机矿3时间4569易伤7核89伤害9序列升级
166	36315 62233	8	   	261.54	橙4易伤2伤害1时间	19敌人爆炸2随机矿3时间4569易伤7核89伤害9序列升级a赏金塔
167	41412 11341	8	   	261.44	橙4易伤2伤害1时间	1最后敌人2额外掉落348a易伤59伤害6时间7核
168	53135 32322	10	   	261.36	橙4易伤3时间1全技能	1掉矿246时间346a易伤46序列升级5额外掉落7策反8核9全技能
169	53135 32323	9	   	261.36	橙4易伤3时间1全技能	1掉矿246时间346a易伤46序列升级5额外掉落7策反8核9全技能
170	53135 33322	10	   	261.36	橙4易伤3时间1全技能	1掉矿246时间346a易伤46序列升级5额外掉落7随机矿8核9全技能
171	53135 33323	9	   	261.36	橙4易伤3时间1全技能	1掉矿246时间346a易伤46序列升级5额外掉落7随机矿8核9全技能
172	63115 12513	9	   	261.34	橙4易伤2伤害1时间	1金币生成2时间3456易伤7核8掉矿9a伤害
173	53135 35322	10	   	261.26	橙4易伤3时间1核弹1全技能	1掉矿246时间346a易伤46序列升级5额外掉落7核弹8核9全技能
174	53135 35323	9	   	261.26	橙4易伤3时间1核弹1全技能	1掉矿246时间346a易伤46序列升级5额外掉落7核弹8核9全技能
175	23441 32133	1	   	260.59	橙3易伤2时间1等级2雷电1暴击	19雷电249易伤3敌人爆炸5等级6核7加一89时间9序列升级a暴击
176	26241 32133	3	   	260.59	橙3易伤2时间1等级2雷电1暴击	19雷电249易伤3敌人爆炸5等级6核7加一89时间9序列升级a暴击
177	26441 32133	2	   	260.59	橙3易伤2时间1等级2雷电1暴击	19雷电249易伤3敌人爆炸5等级6核7加一89时间9序列升级a暴击
178	22413 62251	2	 * 	260.48	橙3易伤1伤害2暴击1时间1攻速	1雷电25暴击3赏金塔456易伤5序列升级7核8攻速9伤害a时间
179	63133 62241	10	   	260.45	橙3易伤2时间1伤害1等级	1金币生成24时间346易伤4序列升级5基地爆炸7核8伤害9雷电a等级
180	63133 62242	9	   	260.45	橙3易伤2时间1伤害1等级	1金币生成24时间346易伤4序列升级5基地爆炸7核8伤害9雷电a等级
181	63135 62232	8	   	260.45	橙3易伤2时间1伤害1等级	1金币生成24时间345易伤4序列升级6最后敌人7核8伤害9雷电a等级
182	53132 62232	8	   	260.35	橙3易伤2时间1伤害1等级	1掉矿24时间346易伤4序列升级5最后敌人7核8伤害9雷电a等级
183	53132 62241	10	   	260.35	橙3易伤2时间1伤害1等级	1掉矿24时间346易伤4序列升级5最后敌人7核8伤害9雷电a等级
184	53132 62242	9	   	260.35	橙3易伤2时间1伤害1等级	1掉矿24时间346易伤4序列升级5最后敌人7核8伤害9雷电a等级
185	53133 62241	10	   	260.35	橙3易伤2时间1伤害1等级	1掉矿24时间346易伤4序列升级5低血量敌人7核8伤害9雷电a等级
186	53133 62242	9	   	260.35	橙3易伤2时间1伤害1等级	1掉矿24时间346易伤4序列升级5低血量敌人7核8伤害9雷电a等级
187	23141 41124	1	   	260.06	橙3易伤3时间1等级2雷电	17雷电24a易伤369时间5等级8核
188	23212 22254	5	   	260.04	橙5易伤1暴击1攻速	1雷电2矿等3攻速4暴击5678a易伤9核
189	53113 62234	8	   	260.00	橙4易伤1伤害1时间1等级	1掉矿2时间346a易伤5低血量敌人7核8伤害9等级
190	21212 26254	5	   	259.94	橙5易伤1暴击1攻速	1雷电2掉矿3攻速4暴击5678a易伤9核
191	16312 21221	6	   	259.76	橙4易伤3雷电1时间1等级1卖塔	1卖塔267雷电3456易伤6序列升级8时间9核a等级
192	16312 21131	10	 * 	259.71	橙4易伤2攻速1时间2雷电1卖塔	1卖塔26雷电3456易伤6序列升级79攻速8核a时间
193	16312 21133	9	 * 	259.71	橙4易伤2攻速1时间2雷电1卖塔	1卖塔26雷电3456易伤6序列升级79攻速8核a时间
194	63115 12233	7	   	259.48	橙5易伤1等级1时间	1金币生成2时间34569易伤7核8赏金邻近a等级
195	63115 12433	7	   	259.48	橙5易伤1等级1时间	1金币生成2时间34569易伤7核8赏金塔a等级
196	63115 12613	6	   	259.48	橙5易伤1等级1时间	1金币生成2时间34567易伤8赏金塔9核a等级
197	11543 35211	3	 * 	259.44	橙4易伤2时间2攻速1卖塔	1卖塔2489易伤34攻速4序列升级5a时间6核7立即金币
198	23441 31225	1	   	259.35	橙4易伤1等级1时间1攻速	1雷电2478易伤3敌人爆炸5等级6核9时间a攻速
199	26241 31225	3	   	259.35	橙4易伤1等级1时间1攻速	1雷电2478易伤3敌人爆炸5等级6核9时间a攻速
200	11535 34211	3	 * 	259.34	橙4易伤2时间2攻速1卖塔	1卖塔2789易伤35攻速4a时间6核
201	63133 62141	7	   	259.14	橙4易伤2时间1攻速1全技能	1金币生成24时间3468易伤4序列升级5基地爆炸7核9全技能a攻速
202	63135 12141	8	   	259.14	橙4易伤2时间1攻速1全技能	1金币生成24时间3456易伤4序列升级7核8敌人爆炸9全技能a攻速
203	63135 12341	8	   	259.14	橙4易伤2时间1攻速1全技能	1金币生成24时间3456易伤4序列升级7核8低血量敌人9全技能a攻速
204	13152 31522	1	 * 	259.13	橙3易伤3伤害2攻速2卖塔	13卖塔278伤害4基地爆炸58攻速68a易伤8序列升级9核
205	42165 12121	6	   	259.04	橙4易伤2伤害1暴击	128最后敌人3678易伤48伤害5立即金币8序列升级9核a暴击
206	42335 12121	6	   	259.04	橙4易伤2伤害1暴击	128最后敌人38伤害4678易伤5立即金币8序列升级9核a暴击
207	53132 62141	7	   	259.04	橙4易伤2时间1攻速1全技能	1掉矿24时间3468易伤4序列升级5最后敌人7核9全技能a攻速
208	53133 62141	7	   	259.04	橙4易伤2时间1攻速1全技能	1掉矿24时间3468易伤4序列升级5低血量敌人7核9全技能a攻速
209	53135 31334	10	   	258.96	橙3易伤3时间1等级1暴击	1掉矿246时间346易伤46序列升级5额外掉落7等级8核9随机矿a暴击
210	53135 32314	10	   	258.96	橙3易伤3时间1等级1暴击	1掉矿246时间346易伤46序列升级5额外掉落7策反8核9等级a暴击
