0	Index      	Bounty	 *	Score 	Summary	Detail	
1	61241 24113	8	 * 	279.10	DCR|4VULN|2DUR|1DMG|1ASPD|1AART	1ASPD|2aDUR|3459VULN|6DMG|7AART|8RCR
22	13522 41632	3	 * 	264.83	DCR|5VULN|2DMG	1aBEXP|2RPLT|3579aVULN|4TBNT|6aDMG|8RCR|aBPWR
23	33522 41632	3	   	264.83	DCR|5VULN|2DMG	1aLWND|2RPLT|3579aVULN|4TBNT|6aDMG|8RCR|aBPWR
24	61534 31211	5	 * 	264.71	DCR|3VULN|3CDMG|2ASPD|1TLV|1DUR	18ASPD|2DUR|389CDMG|4TLV|5ERES|68aVULN|7RCR|8BPWR
25	34211 32415	7	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD	128LWND|37DUR|48DMG|568VULN|8BPWR|9RCR|aASPD
26	16241 24113	8	   	264.52	DCR|4VULN|1DMG|1DUR|1ASPD|1AART	1BEXP|2ASPD|3459VULN|6DMG|7AART|8RCR|aDUR
27	26241 24113	8	   	264.52	DCR|4VULN|1DMG|1DUR|1ASPD|1AART	1FEWX|2ASPD|3459VULN|6DMG|7AART|8RCR|aDUR
28	61241 24112	8	   	264.52	DCR|4VULN|1DMG|1DUR|1ASPD|1AART	1ASPD|2DUR|3459VULN|6DMG|7AART|8RCR|aRPLT
29	61241 13133	10	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1ASPD|2DUR|3458VULN|6RPLT|7DMG|9LIT|aRCR
30	61241 22126	10	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1ASPD|2DUR|345aVULN|6DMG|7LIT|8RMIN|9RCR
31	61252 15211	1	   	262.02	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG|1AART	14ASPD|2AART|345VULN|4BPWR|6RCR|7CGEN|8TLV|9DUR|aCDMG
32	61535 31332	2	   	260.22	DCR|3VULN|3ASPD|2DUR|1CDMG	18aASPD|2aDUR|3CDMG|4BBNT|5FEWX|6RCR|79aVULN|aBPWR
33	61535 31332	3	   	260.22	DCR|3VULN|3ASPD|2DUR|1CDMG	18aASPD|2aDUR|3CDMG|4BBNT|5FEWX|6RCR|79aVULN|aBPWR
34	61241 62132	8	   	260.06	DCR|4VULN|2ASPD|1DUR|2LIT	19ASPD|2DUR|3459VULN|6aRMIN|79LIT|8RCR|9BPWR
35	61241 23325	8	 * 	260.01	DCR|3VULN|2DMG|2ASPD|1DUR	18ASPD|2DUR|345VULN|67DMG|9CGEN|aRCR
36	61241 23331	10	   	260.01	DCR|3VULN|2DMG|2ASPD|1DUR	18ASPD|2DUR|345VULN|67DMG|9LWND|aRCR
37	61241 23351	10	   	260.01	DCR|3VULN|2DMG|2ASPD|1DUR	18ASPD|2DUR|345VULN|67DMG|9BEXP|aRCR
38	61241 23361	10	   	260.01	DCR|3VULN|2DMG|2ASPD|1DUR	18ASPD|2DUR|345VULN|67DMG|9LHND|aRCR
39	61241 23621	10	   	260.01	DCR|3VULN|2DMG|2ASPD|1DUR	19ASPD|2DUR|345VULN|67DMG|8BEXP|aRCR
40	61252 14323	1	 * 	259.93	DCR|3VULN|3DUR|2ASPD|1AART	14ASPD|2AART|345VULN|4BPWR|6RCR|79aDUR|8CGEN
41	61241 23315	8	   	259.91	DCR|3VULN|2DMG|2ASPD|1DUR	18ASPD|2DUR|345VULN|67DMG|9ERES|aRCR
42	61241 23341	10	   	259.91	DCR|3VULN|2DMG|2ASPD|1DUR	18ASPD|2DUR|345VULN|67DMG|9DUST|aRCR
43	61252 12136	1	   	259.86	DCR|3VULN|2ASPD|1DMG|2AART|1DUR	14ASPD|28AART|345VULN|4BPWR|6RCR|7BBNT|9DUR|aDMG
44	61211 35113	4	   	259.49	DCR|4VULN|2DUR|2ASPD	1aASPD|2aDUR|367aVULN|458ERES|9RCR|aBPWR
45	66136 31332	1	   	259.34	DCR|4VULN|2DUR|2ASPD|1SELL	1aASPD|2SELL|3aDUR|4BBNT|579aVULN|6RCR|8MBVNT|aBPWR
46	61241 34113	8	   	259.04	DCR|4VULN|2DUR|1ASPD|1AART	1ASPD|2aDUR|3459VULN|6MLV|7AART|8RCR
47	61253 24223	1	   	258.66	DCR|3VULN|2ASPD|1DMG|2AART|2LIT	14ASPD|27AART|346VULN|46BPWR|56LIT|8RPLT|9RCR|aDMG
48	65133 42213	3	   	258.48	DCR|4VULN|2ASPD|1DMG|1AART	15ASPD|2AART|3MLV|4678VULN|9RCR|aDMG
49	62251 23241	2	 * 	258.34	DCR|4VULN|3ASPD|2TLV	128ASPD|39TLV|4RPLT|589aVULN|6RCR|789ERES|89BPWR
50	16241 24121	10	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1BEXP|2ASPD|345VULN|6DMG|7AART|8RCR|9TLV|aDUR
51	26241 24121	10	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1FEWX|2ASPD|345VULN|6DMG|7AART|8RCR|9TLV|aDUR
52	61241 24121	10	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1ASPD|2DUR|345VULN|6DMG|7AART|8RCR|9TLV|aRCVC
53	61241 24122	9	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1ASPD|2DUR|345VULN|6DMG|7AART|8RCR|9TLV|aRPLT
54	61241 24133	10	   	258.13	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1ASPD|2DUR|345VULN|6DMG|7AART|8RCR|9RPLT|aTLV
55	61241 13433	10	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2DUR|345VULN|6RPLT|78DMG|9LIT|aRCR
56	61241 22125	10	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2DUR|345VULN|6aDMG|7LIT|8RMIN|9RCR
57	16241 31141	5	   	258.05	DCR|5VULN|1DMG|1ASPD	1BEXP|2ASPD|3458aVULN|6BBNT|7DMG|9RCR
58	26241 31141	5	   	258.05	DCR|5VULN|1DMG|1ASPD	1FEWX|2ASPD|3458aVULN|6BBNT|7DMG|9RCR
59	36241 31141	5	   	258.05	DCR|5VULN|1DMG|1ASPD	1LWND|2ASPD|3458aVULN|6BBNT|7DMG|9RCR
60	61241 24122	10	   	258.03	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1ASPD|2DUR|345VULN|6DMG|7AART|8RCR|9TLV|aERES
61	61241 24123	9	   	258.03	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1ASPD|2DUR|345VULN|6DMG|7AART|8RCR|9TLV|aERES
62	61241 24123	10	   	258.03	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1ASPD|2DUR|345VULN|6DMG|7AART|8RCR|9TLV|aDUST
63	35613 51321	10	   	257.56	DCR|3VULN|3DUR|2LIT|1CDMG	1LWND|25LIT|345DUR|5BPWR|69aVULN|7RCR|8CDMG
64	61111 26611	5	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|28DUR|3ZMB|4DMG|578VULN|6BELT|8BPWR|9MLV|aRCR
65	61241 21325	8	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|27DUR|345VULN|6DMG|9CGEN|aRCR
66	61241 21331	10	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|27DUR|345VULN|6DMG|9LWND|aRCR
67	61241 21351	10	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|27DUR|345VULN|6DMG|9BEXP|aRCR
68	61241 21361	10	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|27DUR|345VULN|6DMG|9LHND|aRCR
69	61241 21621	10	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	19ASPD|27DUR|345VULN|6DMG|8BEXP|aRCR
70	61234 31141	3	   	256.91	DCR|3VULN|2DUR|2ASPD|1DMG	15ASPD|24DUR|38aVULN|6BBNT|7DMG|9RCR
71	61241 21315	8	   	256.91	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|27DUR|345VULN|6DMG|9ERES|aRCR
72	61241 21341	10	   	256.91	DCR|3VULN|2DUR|2ASPD|1DMG	18ASPD|27DUR|345VULN|6DMG|9DUST|aRCR
73	61531 21215	4	   	256.84	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1ASPD|29DUR|3CDMG|4TLV|59aVULN|6ZMB|7RCR|89MLV|9BPWR
74	61531 21315	4	   	256.84	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1ASPD|29DUR|3CDMG|4TLV|59aVULN|6ZMB|7RCR|89CGEN|9BPWR
75	61241 22521	9	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2DUR|345VULN|6DMG|7LIT|8TLV|9RCR|aFEWX
76	61241 22522	10	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2DUR|345VULN|6DMG|7LIT|8TLV|9RCR|aCGEN
77	61241 22523	10	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1ASPD|2DUR|345VULN|6DMG|7LIT|8TLV|9RCR|aRMIN
78	61241 22521	10	   	256.67	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1NUKE	1ASPD|2DUR|345VULN|6DMG|7LIT|8TLV|9RCR|aNUKE
79	61241 24122	8	   	256.46	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1ASPD|29DUR|345VULN|6DMG|7AART|8RCR|aRPLT
80	36232 52333	10	   	256.41	DCR|3VULN|3DUR|1TLV|1ASPD	17LWND|2ASPD|378VULN|4FEWX|5TLV|679DUR|7BPWR|aRCR
81	36232 52334	9	   	256.41	DCR|3VULN|3DUR|1TLV|1ASPD	17LWND|2ASPD|378VULN|4FEWX|5TLV|679DUR|7BPWR|aRCR
82	61252 14221	1	   	256.23	DCR|3VULN|3ASPD|2DUR|1AART	148ASPD|2AART|345VULN|4BPWR|6RCR|7aDUR|9BEXP
83	61252 14231	1	   	256.23	DCR|3VULN|3ASPD|2DUR|1AART	148ASPD|2AART|345VULN|4BPWR|6RCR|79DUR|aZMB
84	61252 14232	1	   	256.13	DCR|3VULN|3ASPD|2DUR|1AART	148ASPD|2AART|345VULN|4BPWR|6RCR|79DUR|aERES
85	61254 21213	1	 * 	255.90	DCR|3VULN|2ASPD|2TLV|1DMG|1AART	14ASPD|2AART|348VULN|4BPWR|57TLV|6RCVC|9RCR|aDMG
86	61533 41213	1	   	255.80	DCR|3VULN|2ASPD|2TLV|1DMG|1AART	15ASPD|2AART|37TLV|468VULN|9RCR|aDMG
87	16241 24121	9	   	255.53	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD|1AART	1BEXP|2ASPD|345VULN|6DMG|7AART|8RCR|9TLV|aCDMG
88	26241 24121	9	   	255.53	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD|1AART	1FEWX|2ASPD|345VULN|6DMG|7AART|8RCR|9TLV|aCDMG
89	61241 22122	9	   	255.10	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|2aDUR|345VULN|6DMG|7LIT|8RMIN|9RCR
90	61241 22433	10	   	255.10	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|29DUR|345VULN|6DMG|7LIT|8RPLT|aRCR
91	61241 22622	9	   	255.10	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|2aDUR|345VULN|6DMG|7LIT|8CGEN|9RCR
92	61241 42122	9	   	255.10	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|2aDUR|345VULN|6LIT|7DMG|8RMIN|9RCR
93	62232 51363	2	 * 	254.94	DCR|2VULN|3ASPD|1DMG|1TLV|1DUR|1CDMG	124ASPD|3TLV|5CDMG|69VULN|7RCR|8DMG|aDUR
94	61111 33151	10	   	254.86	DCR|4VULN|1DMG|1DUR|1ASPD	1ASPD|2DUR|3ZMB|4DMG|569aVULN|7RCVC|8RCR
95	61253 24221	1	   	254.85	DCR|3VULN|2ASPD|2AART|1DUR|2LIT	14ASPD|27AART|346VULN|46BPWR|56LIT|8RPLT|9RCR|aDUR
96	61252 11313	1	   	254.76	DCR|4VULN|2ASPD|1DUR|1AART	14ASPD|2AART|3459VULN|4BPWR|6RCR|7BEXP|8CGEN|aDUR
97	61252 11413	1	   	254.76	DCR|4VULN|2ASPD|1DUR|1AART	14ASPD|2AART|3459VULN|4BPWR|6RCR|7BEXP|8MLV|aDUR
98	61252 14312	1	   	254.76	DCR|4VULN|2ASPD|1DUR|1AART	14ASPD|2AART|3459VULN|4BPWR|6RCR|7DUR|8CGEN|aRPLT
99	61252 15113	1	   	254.76	DCR|4VULN|2ASPD|1DUR|1AART	14ASPD|2AART|3459VULN|4BPWR|6RCR|7CGEN|8LWND|aDUR
100	65252 11313	2	   	254.76	DCR|4VULN|2ASPD|1DUR|1AART	14ASPD|2AART|3459VULN|4BPWR|6RCR|7BEXP|8CGEN|aDUR
101	61241 31241	5	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1ASPD|2DUR|345aVULN|6BBNT|7DMG|8RCVC|9RCR
102	61241 31143	5	   	254.66	DCR|4VULN|1DMG|1DUR|1ASPD	1ASPD|2DUR|3458VULN|6BBNT|7DMG|9RCR|aTBNT
103	61252 12131	1	   	254.38	DCR|3VULN|2DUR|2ASPD|2AART	14ASPD|28AART|345VULN|4BPWR|6RCR|7BBNT|9aDUR
104	65252 12131	2	   	254.38	DCR|3VULN|2DUR|2ASPD|2AART	14ASPD|28AART|345VULN|4BPWR|6RCR|7BBNT|9aDUR
105	61241 22124	9	   	254.17	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ASPD|2DUR|345VULN|6DMG|7LIT|8RMIN|9RCR|aCDMG
106	34211 31416	6	   	253.58	DCR|3VULN|2DMG|2DUR	128LWND|3aDUR|48DMG|568VULN|7RCVC|8BPWR|9RCR
107	34211 32413	7	   	253.58	DCR|3VULN|2DMG|2DUR	128LWND|37DUR|48DMG|568VULN|8BPWR|9RCR|aBEXP
108	34211 32414	7	   	253.58	DCR|3VULN|2DMG|2DUR	128LWND|37DUR|48DMG|568VULN|8BPWR|9RCR|aZMB
109	61252 11611	1	   	253.54	DCR|3VULN|2ASPD|2AART|1DUR|1CDMG	14ASPD|28AART|345VULN|4BPWR|6RCR|7BEXP|9DUR|aCDMG
110	65512 11444	5	   	253.51	DCR|2VULN|2DUR|2ASPD|1DMG|1CDMG|1AART	19ASPD|2AART|3CDMG|49VULN|5BELT|69DUR|7MBVNT|8RCR|9BPWR|aDMG
111	34211 32411	7	   	253.48	DCR|3VULN|2DMG|2DUR	128LWND|37DUR|48DMG|568VULN|8BPWR|9RCR|aBBNT
112	34211 32412	7	   	253.48	DCR|3VULN|2DMG|2DUR	128LWND|37DUR|48DMG|568VULN|8BPWR|9RCR|aERES
113	62215 22334	3	 * 	253.47	DCR|2VULN|3ASPD|2DUR|1DMG|1CDMG	128ASPD|3CDMG|48VULN|5DMG|6MLV|78DUR|8BPWR|9ZMB|aRCR
114	62225 22334	4	   	253.47	DCR|2VULN|3ASPD|2DUR|1DMG|1CDMG	128ASPD|3CDMG|48VULN|5DMG|6MLV|78DUR|8BPWR|9ZMB|aRCR
115	62226 12334	6	   	253.47	DCR|2VULN|3ASPD|2DUR|1DMG|1CDMG	128ASPD|3CDMG|48VULN|5DMG|6CGEN|78DUR|8BPWR|9ZMB|aRCR
116	62226 22334	5	   	253.47	DCR|2VULN|3ASPD|2DUR|1DMG|1CDMG	128ASPD|3CDMG|48VULN|5DMG|6MLV|78DUR|8BPWR|9ZMB|aRCR
117	62315 22334	2	   	253.47	DCR|2VULN|3ASPD|2DUR|1DMG|1CDMG	128ASPD|3CDMG|48VULN|5DMG|6MLV|78DUR|8BPWR|9ZMB|aRCR
118	61252 12134	1	   	253.44	DCR|3VULN|2ASPD|2AART|1DUR|1CDMG	14ASPD|28AART|345VULN|4BPWR|6RCR|7BBNT|9DUR|aCDMG
119	16241 22353	8	 * 	253.28	DCR|3VULN|2DMG|3ASPD	1BEXP|289ASPD|345VULN|67DMG|aRCR
120	26241 22353	8	   	253.28	DCR|3VULN|2DMG|3ASPD	1FEWX|289ASPD|345VULN|67DMG|aRCR
121	66231 31253	1	   	252.95	DCR|3VULN|2DUR|2ASPD|1TLV|1SELL	18ASPD|2SELL|38ERES|4TLV|5aDUR|689VULN|7RCR|8BPWR
122	61241 42311	5	   	252.76	DCR|4VULN|1DUR|1ASPD|1AART	1ASPD|2DUR|3458VULN|6RMIN|7AART|9LIT|aRCR
123	61241 62311	6	   	252.76	DCR|4VULN|1DUR|1ASPD|1AART	1ASPD|2DUR|3458VULN|6RMIN|7AART|9LIT|aRCR
124	61212 35311	5	   	252.66	DCR|4VULN|1DUR|1ASPD|1AART	1ASPD|2DUR|3567VULN|4ERES|8AART|9LIT|aRCR
125	64231 31235	2	   	252.26	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	18ASPD|2CDMG|38ERES|4TLV|5DUR|68aVULN|7RCR|8BPWR|9ZMB
126	64231 31251	2	   	252.26	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	18ASPD|2CDMG|38ERES|4TLV|5DUR|689VULN|7RCR|8BPWR|aLWND
127	64231 31263	2	   	252.26	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	18ASPD|2CDMG|38ERES|4TLV|5DUR|68aVULN|7RCR|8BPWR|9RPLT
128	61215 33114	3	 * 	252.20	DCR|2VULN|3DMG|1DUR|1CDMG|1ASPD	1ASPD|2DUR|38VULN|467DMG|5FEWX|9CDMG|aRCR
129	61252 11326	1	   	252.18	DCR|3VULN|2ASPD|1DMG|1DUR|1AART	14ASPD|2AART|345VULN|4BPWR|6RCR|7BEXP|8CGEN|9DUR|aDMG
130	61252 14113	1	   	252.18	DCR|3VULN|2ASPD|1DMG|1DUR|1AART	14ASPD|2AART|345VULN|4BPWR|6RCR|7DUR|8LWND|9BEXP|aDMG
131	61252 14123	1	   	252.18	DCR|3VULN|2ASPD|1DMG|1DUR|1AART	14ASPD|2AART|345VULN|4BPWR|6RCR|7DUR|8LWND|9FEWX|aDMG
132	61252 51113	1	   	252.18	DCR|3VULN|2ASPD|1DMG|1TLV|1AART	14ASPD|2AART|345VULN|4BPWR|67RCVC|8TLV|9RCR|aDMG
133	61252 11341	1	   	252.16	DCR|4VULN|2ASPD|1CDMG|1AART	14ASPD|2AART|345aVULN|4BPWR|6RCR|7BEXP|8CGEN|9CDMG
134	64231 31252	2	   	252.16	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	18ASPD|2CDMG|38aERES|4TLV|5DUR|689VULN|7RCR|8BPWR
135	64232 31253	2	   	252.16	DCR|3VULN|2ASPD|1DUR|1TLV|1CDMG	18ASPD|2CDMG|38ERES|4TLV|5DUST|689VULN|7RCR|8BPWR|aDUR
136	62224 42312	10	   	252.12	DCR|4VULN|3ASPD|1CDMG	12aASPD|3CDMG|489aVULN|5RCVC|6RCR|7aLHND|aBPWR
137	61241 24132	10	   	252.08	DCR|3VULN|2ASPD|1DMG|1DUR|1AART	1aASPD|2DUR|345VULN|6DMG|7AART|8RCR|9RPLT
138	61252 15233	1	   	252.08	DCR|3VULN|2ASPD|1DMG|1TLV|1AART	14ASPD|2AART|345VULN|4BPWR|6RCR|7CGEN|8TLV|9TBNT|aDMG
139	61252 12531	1	   	252.06	DCR|4VULN|2ASPD|1CDMG|1AART	14ASPD|2AART|3459VULN|4BPWR|6RCR|7BBNT|8BELT|aCDMG
140	61252 34223	1	   	252.01	DCR|3VULN|2ASPD|1DMG|2AART	14ASPD|27AART|345VULN|4BPWR|6LIT|8RPLT|9RCR|aDMG
141	62362 13115	6	   	251.95	DCR|3VULN|3ASPD|1DMG|1DUR	126ASPD|3RPLT|459VULN|7RCR|8DUR|aDMG
142	62251 23215	2	   	251.95	DCR|3VULN|3ASPD|1DMG|1TLV	128ASPD|3TLV|4RPLT|589VULN|6RCR|78ERES|8BPWR|aDMG
143	62251 23242	2	   	251.95	DCR|3VULN|3ASPD|2TLV|1DUR	128ASPD|39TLV|4RPLT|589VULN|6RCR|789ERES|89BPWR|aDUR
144	64135 31332	2	   	251.95	DCR|3VULN|3ASPD|2CDMG|1DUR	18aASPD|2aCDMG|3DUR|4BBNT|5FEWX|6RCR|79aVULN|aBPWR
145	61242 23612	5	   	251.90	DCR|3VULN|2DUR|2ASPD|2LIT	16ASPD|29DUR|34aVULN|56LIT|6BPWR|7RPLT|8RCR
146	64134 31332	3	   	251.85	DCR|3VULN|3ASPD|2CDMG|1DUR	18aASPD|2aCDMG|3DUST|4BBNT|5DUR|6RCR|79aVULN|aBPWR
147	61241 34121	9	   	251.71	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1AART	1ASPD|2DUR|345VULN|6MLV|7AART|8RCR|9TLV|aCDMG
148	63131 13432	7	 * 	250.98	DCR|3VULN|2CDMG|1DMG|2LIT|1ASPD	1ASPD|29LIT|3CGEN|4DMG|59CDMG|6RCR|7BEXP|89aVULN|9BPWR
149	63131 15432	6	   	250.98	DCR|3VULN|1DMG|2CDMG|2LIT|1ASPD	1ASPD|29LIT|3CGEN|4DMG|59CDMG|6RCR|7FEWX|89aVULN|9BPWR
150	63131 15432	7	   	250.98	DCR|3VULN|1DMG|2CDMG|2LIT|1ASPD	1ASPD|29LIT|3CGEN|4DMG|59CDMG|6RCR|7FEWX|89aVULN|9BPWR
151	61241 22413	9	   	250.73	DCR|3VULN|2ASPD|1DMG|1DUR	1aASPD|2DUR|345VULN|6DMG|7LIT|8RPLT|9RCR
152	35613 51321	9	   	250.72	DCR|2VULN|3DUR|1DMG|2LIT|1CDMG	1LWND|25LIT|345DUR|5BPWR|69VULN|7RCR|8CDMG|aDMG
153	62263 26331	2	 * 	250.69	ACR|3VULN|3ASPD|2DUR|1DMG|1TLV	129ASPD|3TLV|4RCR|59DUR|6DMG|7BEXP|89aVULN|9BPWR
154	62263 24331	2	   	250.59	ACR|3VULN|3ASPD|2DUR|1DMG|1TLV	129ASPD|3TLV|4RCR|59DUR|6DMG|7DUST|89aVULN|9BPWR
155	63533 24132	6	 * 	250.33	DCR|2VULN|3DMG|3ASPD	167ASPD|2LIT|357ERES|467DMG|67BPWR|8RCR|9aVULN
156	61262 34212	5	   	250.26	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1ASPD|2DUR|356VULN|4CDMG|7TLV|8BBNT|9LIT|aRCR
157	61243 12621	4	   	250.17	DCR|3VULN|3DUR|2ASPD	18ASPD|278DUR|348VULN|5TBNT|6BBNT|8BPWR|9CGEN|aRCR
158	61243 12631	4	   	250.17	DCR|3VULN|3DUR|2ASPD	18ASPD|278DUR|348VULN|5TBNT|6BBNT|8BPWR|9ZMB|aRCR
159	61243 12611	4	   	250.07	DCR|3VULN|3DUR|2ASPD	18ASPD|278DUR|348VULN|5TBNT|6BBNT|8BPWR|9ERES|aRCR
160	34211 31415	6	   	250.00	DCR|3VULN|2DMG|1DUR|1ASPD	128LWND|3DUR|48DMG|568VULN|7RCVC|8BPWR|9RCR|aASPD
161	61241 23135	8	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2DUR|345VULN|67DMG|8CGEN|9RCVC|aRCR
162	61241 23225	8	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2DUR|345VULN|67DMG|8DMSP|9CGEN|aRCR
163	61241 23231	10	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2DUR|345VULN|67DMG|8DMSP|9LWND|aRCR
164	61241 23251	10	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2DUR|345VULN|67DMG|8DMSP|9BEXP|aRCR
165	61241 23261	10	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2DUR|345VULN|67DMG|8DMSP|9LHND|aRCR
166	61241 23631	10	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2DUR|345VULN|67DMG|8BEXP|9RCVC|aRCR
167	61241 23121	10	   	249.70	DCR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2DUR|345VULN|67DMG|8CGEN|9ERES|aRCR
