0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31432 34211	8	 * 	285.37	DCR|4VULN|3DUR|1TLV|1DMG|1SELL	18BEXP|2568VULN|358DUR|4SELL|58BPWR|7RCR|9DMG|aTLV
33	14321 51311	9	 * 	267.86	DCR|2VULN|3DMG|3TLV|2DUR	18DUR|258DMG|37RCVC|458TLV|58BPWR|6RCR|9aVULN
34	14321 51321	8	   	267.86	DCR|2VULN|3DMG|3TLV|2DUR	18DUR|258DMG|37RCVC|458TLV|58BPWR|6RCR|9aVULN
35	11361 25323	8	   	267.65	DCR|3VULN|2DUR|1TLV|1DMG	17DUR|245VULN|3LIT|6TLV|8ASPD|9RCR|aDMG
36	11361 62341	4	 * 	267.52	DCR|4VULN|3DUR|2CDMG	19aDUR|2479VULN|3LIT|5FEWX|6RCR|89CDMG|9BPWR
37	11363 62341	4	   	267.52	DCR|4VULN|3DUR|2CDMG	19aDUR|2479VULN|3LIT|5LHND|6RCR|89CDMG|9BPWR
38	11222 11221	6	   	267.46	DCR|3VULN|3DUR|1TLV|2LIT	157DUR|28aVULN|3ASPD|45LIT|5BPWR|6TLV|9RCR
39	11222 21221	5	   	267.46	DCR|3VULN|3DUR|1TLV|2LIT	157DUR|28aVULN|3ASPD|45LIT|5BPWR|6TLV|9RCR
40	11341 22661	10	   	267.23	DCR|3VULN|3DUR|2TLV|2LIT	14aDUR|259VULN|3aLIT|6aTLV|7MBVNT|8RCR|aBPWR
41	11363 22661	10	   	267.23	DCR|3VULN|3DUR|2TLV|2LIT	15aDUR|249VULN|3aLIT|6aTLV|7MBVNT|8RCR|aBPWR
42	13122 41115	10	   	266.98	DCR|4VULN|2DUR|1TLV|2LIT	14DUR|2BELT|36LIT|5678VULN|6BPWR|9TLV|aRCR
43	13122 41116	9	   	266.98	DCR|4VULN|2DUR|1TLV|2LIT	14DUR|2BELT|36LIT|5678VULN|6BPWR|9TLV|aRCR
44	16431 38417	7	   	266.13	DCR|3VULN|3DUR|2TLV|1CDMG	148DUR|2MBVNT|34BEXP|48BPWR|58TLV|678VULN|9CDMG|aRCR
45	16281 63311	10	   	265.89	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1aDUR|2MBVNT|3ASPD|4aDMG|5TLV|6LEGI|7CDMG|8aVULN|9RCR|aBPWR
46	33551 34231	10	   	265.87	DCR|4VULN|2DUR|1TLV|1CDMG	18BEXP|2CDMG|3568VULN|48DUR|7RCR|8BPWR|9RCVC|aTLV
47	11361 47342	7	 * 	265.85	DCR|4VULN|2DUR|3LIT|1DMG	18DUR|2458VULN|378LIT|6MBVNT|8BPWR|9RCR|aDMG
48	11361 22643	10	 * 	265.71	DCR|4VULN|1TLV|1DMG|1DUR	1DUR|245aVULN|3LIT|6TLV|7MBVNT|8RCR|9DMG
49	11361 22645	8	   	265.71	DCR|4VULN|1TLV|1DMG|1DUR	1DUR|2459VULN|3LIT|6TLV|7MBVNT|8RCR|aDMG
50	11361 61143	4	 * 	265.48	DCR|3VULN|2DUR|3CDMG|1TLV	19DUR|249VULN|3LIT|5FEWX|6RCR|789CDMG|9BPWR|aTLV
51	11363 61143	4	   	265.48	DCR|3VULN|2DUR|1TLV|3CDMG	19DUR|249VULN|3LIT|5LHND|6RCR|789CDMG|9BPWR|aTLV
52	31432 34251	9	 * 	265.21	DCR|4VULN|3DUR|1TLV|1NUKE|1SELL	18BEXP|2568VULN|358DUR|4SELL|58BPWR|7RCR|9NUKE|aTLV
53	31432 36521	10	 * 	265.11	DCR|4VULN|3DUR|1TLV|1SELL	1BEXP|256aVULN|357DUR|4SELL|5BPWR|8TLV|9RCR
54	13431 14116	5	   	264.48	DCR|3VULN|2DMG|2DUR|1CDMG	1aDUR|2BELT|36aVULN|4LIT|5CDMG|7aDMG|8RCR|9TBNT|aBPWR
55	13463 12316	8	 * 	264.33	DCR|5VULN|2DUR|1DMG	15DUR|2BELT|35679VULN|4DMSP|5BPWR|8RCR|aDMG
56	11132 52251	10	   	264.32	DCR|3VULN|3DUR|1TLV|1DMG|1SELL	178DUR|258VULN|358BEXP|4SELL|58BPWR|6RCR|9TLV|aDMG
57	11132 52255	9	   	264.32	DCR|3VULN|3DUR|1TLV|1DMG|1SELL	178DUR|258VULN|358BEXP|4SELL|58BPWR|6RCR|9TLV|aDMG
58	31432 24211	8	   	264.32	DCR|3VULN|3DUR|1TLV|1DMG|1SELL	18BEXP|258VULN|358DUR|4SELL|58BPWR|6RCVC|7RCR|9DMG|aTLV
59	11131 52211	8	   	264.22	DCR|3VULN|3DUR|1TLV|1DMG|1SELL	178DUR|258VULN|38BEXP|4SELL|6RCR|8BPWR|9DMG|aTLV
60	31431 52211	8	   	264.22	DCR|3VULN|3DUR|1TLV|1DMG|1SELL	18BEXP|258VULN|378DUR|4SELL|6RCR|8BPWR|9DMG|aTLV
61	31432 52111	8	   	264.22	DCR|3VULN|3DUR|1TLV|1DMG|1SELL	18BEXP|258VULN|357DUR|4SELL|58BPWR|6RCR|9DMG|aTLV
62	11433 24321	5	   	264.15	DCR|3VULN|3DUR|2DMG	157DUR|27aVULN|3RCVC|47DMG|6RMIN|7BPWR|8LIT|9RCR
63	11434 24321	4	   	264.15	DCR|3VULN|3DUR|2DMG	157DUR|27aVULN|3RCVC|47DMG|6RMIN|7BPWR|8LIT|9RCR
64	14313 24321	5	   	264.15	DCR|3VULN|3DUR|2DMG	157DUR|27DMG|3RCVC|47aVULN|6RMIN|7BPWR|8LIT|9RCR
65	14314 24321	4	   	264.15	DCR|3VULN|3DUR|2DMG	157DUR|27DMG|3RCVC|47aVULN|6RMIN|7BPWR|8LIT|9RCR
66	14351 24321	4	   	264.15	DCR|3VULN|3DUR|2DMG	147DUR|27DMG|3RCVC|57aVULN|6RMIN|7BPWR|8LIT|9RCR
67	31432 34111	8	   	264.12	DCR|3VULN|3DUR|1TLV|1DMG|1SELL	1BEXP|256VULN|358DUR|4SELL|5BPWR|7RCR|9DMG|aTLV
68	31432 52411	8	   	264.12	DCR|3VULN|3DUR|1TLV|1DMG|1SELL	1BEXP|258VULN|357DUR|4SELL|5BPWR|6RCR|9DMG|aTLV
69	11361 22664	10	 * 	263.99	DCR|5VULN|1TLV|1DUR	1DUR|2459aVULN|3LIT|6TLV|7MBVNT|8RCR
70	11233 24321	3	   	263.70	DCR|4VULN|3DUR|2ASPD	147DUR|257aVULN|37ASPD|6RMIN|7BPWR|8LIT|9RCR
71	11264 24321	3	   	263.70	DCR|4VULN|3DUR|2ASPD	157DUR|247aVULN|37ASPD|6RMIN|7BPWR|8LIT|9RCR
72	31432 34233	10	   	262.41	DCR|4VULN|3DUR|1CDMG|1AART|1SELL	18BEXP|2568VULN|358DUR|4SELL|58BPWR|7RCR|9AART|aCDMG
73	11361 22643	9	   	262.25	DCR|3VULN|2DMG|1TLV|1DUR	1DUR|245VULN|3LIT|6TLV|7MBVNT|8RCR|9aDMG
74	14321 51235	6	 * 	262.22	DCR|3VULN|2DMG|2TLV|1DUR	1DUR|25DMG|3RCVC|45TLV|5BPWR|6RCR|78aVULN|9ZMB
75	14226 12513	8	   	262.00	DCR|2VULN|2DMG|2DUR|1TLV|1AART	17DUR|27DMG|3LEGI|4LIT|5BEXP|67VULN|7BPWR|8AART|9TLV|aRCR
76	13431 46123	6	 * 	261.85	DCR|2VULN|3DMG|2DUR|2CDMG	17DUR|2BELT|37VULN|4LIT|59CDMG|67aDMG|7BPWR|8RCR
77	33551 52213	8	   	261.57	DCR|3VULN|3DUR|1DMG|1CDMG|1AART	18BEXP|2CDMG|358VULN|478DUR|6RCR|8BPWR|9DMG|aAART
78	11361 23423	6	   	261.14	DCR|3VULN|2TLV|1DMG|1DUR	1DUR|245VULN|3LIT|68TLV|7ASPD|9RCR|aDMG
79	11361 13313	6	   	260.94	DCR|4VULN|2DUR|1DMG|2LIT	18DUR|2458VULN|38LIT|6RCVC|7RCR|8BPWR|9FEWX|aDMG
80	11361 23313	5	   	260.94	DCR|4VULN|2DUR|1DMG|2LIT	18DUR|2458VULN|38LIT|6DMSP|7RCR|8BPWR|9FEWX|aDMG
81	11361 47213	6	   	260.84	DCR|4VULN|2DUR|1DMG|2LIT	18DUR|2458VULN|38LIT|6MBVNT|7RCR|8BPWR|9BEXP|aDMG
82	11361 67213	5	   	260.84	DCR|4VULN|2DUR|1DMG|2LIT	18DUR|2458VULN|38LIT|6MBVNT|7RCR|8BPWR|9BEXP|aDMG
83	13122 41166	8	   	260.84	DCR|4VULN|2DUR|1DMG|2LIT	14DUR|2BELT|36LIT|5678VULN|6BPWR|9DMG|aRCR
84	11361 44323	6	   	260.84	DCR|4VULN|2DUR|1DMG|2LIT	18DUR|2458VULN|38LIT|6MBVNT|7DMSP|8BPWR|9RCR|aDMG
85	11361 64323	5	   	260.84	DCR|4VULN|2DUR|1DMG|2LIT	18DUR|2458VULN|38LIT|6MBVNT|7DMSP|8BPWR|9RCR|aDMG
86	22315 67243	2	   	260.84	DCR|4VULN|2DUR|1DMG|2LIT	18LIT|2DMSP|3489VULN|58DUR|6MBVNT|7RCR|8BPWR|aDMG
87	11224 11221	6	   	260.81	DCR|3VULN|3DUR|1TLV	157DUR|28aVULN|3ASPD|4LIT|6TLV|9RCR
88	11224 21221	5	   	260.81	DCR|3VULN|3DUR|1TLV	157DUR|28aVULN|3ASPD|4LIT|6TLV|9RCR
89	11324 11221	6	   	260.81	DCR|3VULN|3DUR|1TLV	157DUR|28aVULN|3LIT|4ASPD|6TLV|9RCR
90	11324 21221	5	   	260.81	DCR|3VULN|3DUR|1TLV	157DUR|28aVULN|3LIT|4ASPD|6TLV|9RCR
91	11151 14253	8	   	260.79	DCR|3VULN|3DUR|2TLV	178DUR|28aVULN|3BEXP|4CGEN|58TLV|6RCR|8BPWR|9LIT
92	11241 12224	8	   	260.79	DCR|3VULN|3DUR|2TLV	178DUR|28aVULN|3ASPD|4FEWX|58TLV|6RCR|8BPWR|9LWND
93	11241 12244	9	   	260.79	DCR|3VULN|3DUR|2TLV	178DUR|28aVULN|3ASPD|4FEWX|58TLV|6RCR|8BPWR|9RPLT
94	11241 12244	10	   	260.79	DCR|3VULN|3DUR|2TLV	178DUR|28aVULN|3ASPD|4FEWX|58TLV|6RCR|8BPWR|9RPLT
95	16431 38447	7	   	260.79	DCR|3VULN|3DUR|2TLV	148DUR|2MBVNT|34BEXP|48BPWR|58TLV|678VULN|9RCR|aASPD
96	11141 14253	8	   	260.69	DCR|3VULN|3DUR|2TLV	178DUR|28aVULN|3BEXP|4ERES|58TLV|6RCR|8BPWR|9LIT
97	11211 12223	10	   	260.69	DCR|3VULN|3DUR|2TLV	179DUR|29aVULN|3ASPD|4DUST|59TLV|6RCR|8RMIN|9BPWR
98	11241 12231	8	   	260.69	DCR|3VULN|3DUR|2TLV	178DUR|28aVULN|3ASPD|4FEWX|58TLV|6RCR|8BPWR|9TBNT
99	11241 12252	10	   	260.69	DCR|3VULN|3DUR|2TLV	178DUR|28aVULN|3ASPD|4FEWX|58TLV|6RCR|8BPWR|9LEGI
100	11241 12254	9	   	260.69	DCR|3VULN|3DUR|2TLV	178DUR|28aVULN|3ASPD|4FEWX|58TLV|6RCR|8BPWR|9LEGI
101	11241 12262	10	   	260.69	DCR|3VULN|3DUR|2TLV	178DUR|28aVULN|3ASPD|4FEWX|58TLV|6RCR|8BPWR|9DUST
102	11241 12264	8	   	260.69	DCR|3VULN|3DUR|2TLV	178DUR|28aVULN|3ASPD|4FEWX|58TLV|6RCR|8BPWR|9DUST
103	11241 12264	9	   	260.69	DCR|3VULN|3DUR|2TLV	178DUR|28aVULN|3ASPD|4FEWX|58TLV|6RCR|8BPWR|9DUST
104	16232 43647	9	   	260.69	DCR|3VULN|3DUR|2TLV	149DUR|2MBVNT|3ASPD|59TLV|689VULN|7RPLT|9BPWR|aRCR
105	16243 33647	9	   	260.69	DCR|3VULN|3DUR|2TLV	169DUR|2MBVNT|3ASPD|49TLV|589VULN|7RPLT|9BPWR|aRCR
106	16281 26133	10	   	260.64	DCR|2VULN|2DMG|2DUR|1TLV	1aDUR|2MBVNT|3ASPD|4aDMG|5TLV|6LIT|7BELT|8aVULN|9RCR|aBPWR
107	31432 34114	7	   	260.55	DCR|3VULN|2DUR|1TLV|1DMG|1AART|1SELL	1BEXP|256VULN|35DUR|4SELL|5BPWR|7RCR|8AART|9TLV|aDMG
108	11125 15352	10	   	260.55	DCR|3VULN|3DUR|1TLV|2ASPD	158DUR|28aVULN|3BEXP|4FEWX|6RCR|78ASPD|8BPWR|9TLV
109	11361 22614	10	   	260.43	DCR|4VULN|2DUR|1TLV	1aDUR|245aVULN|3LIT|6TLV|7MBVNT|8RCR|9aCGEN|aBPWR
110	13463 12115	10	   	260.43	DCR|4VULN|2DUR|1TLV	15DUR|2BELT|3567VULN|4DMSP|5BPWR|8LIT|9TLV|aRCR
111	13463 12116	9	   	260.43	DCR|4VULN|2DUR|1TLV	15DUR|2BELT|3567VULN|4DMSP|5BPWR|8LIT|9TLV|aRCR
112	11132 34261	8	   	260.39	DCR|4VULN|2DUR|1TLV|1SELL	18DUR|2568VULN|358BEXP|4SELL|58BPWR|7RCR|9ASPD|aTLV
113	11361 26251	7	   	260.33	DCR|4VULN|2DUR|1TLV	1aDUR|2458VULN|3LIT|6TLV|7LWND|9RCR
114	11361 26251	8	   	260.33	DCR|4VULN|2DUR|1TLV	1aDUR|2458VULN|3LIT|6TLV|7LWND|9RCR
115	11361 61142	4	 * 	260.33	DCR|4VULN|2DUR|3CDMG	19DUR|249aVULN|3LIT|5FEWX|6RCR|789CDMG|9BPWR
116	11363 61142	4	   	260.33	DCR|4VULN|2DUR|3CDMG	19DUR|249aVULN|3LIT|5LHND|6RCR|789CDMG|9BPWR
117	11364 32251	4	   	260.33	DCR|4VULN|2DUR|1TLV	1aDUR|2478VULN|3LIT|5TLV|6LWND|9RCR
118	12433 53342	2	   	260.30	DCR|4VULN|2TLV|2DUR	19DUR|234FEWX|579aVULN|6RCR|89TLV|9BPWR
119	35213 53342	4	   	260.30	DCR|4VULN|2TLV|2DUR	123BEXP|49DUR|579aVULN|6RCR|89TLV|9BPWR
120	14311 35333	7	   	260.28	DCR|2VULN|2DMG|2DUR|1TLV|2ASPD	19DUR|2aDMG|3RCVC|49VULN|5BEXP|6TLV|79ASPD|8RCR|9BPWR
121	11341 22664	10	   	260.23	DCR|4VULN|2DUR|1TLV	14DUR|259aVULN|3LIT|6TLV|7MBVNT|8RCR
122	11361 22641	8	   	260.23	DCR|4VULN|2DUR|1TLV	1aDUR|2459VULN|3LIT|6TLV|7MBVNT|8RCR
123	11361 22661	9	   	260.23	DCR|4VULN|2DUR|1TLV	1aDUR|2459VULN|3LIT|6TLV|7MBVNT|8RCR
124	11361 22674	10	   	260.23	DCR|4VULN|2DUR|1TLV	1aDUR|245aVULN|3LIT|6TLV|7MBVNT|8RCR|9aERES|aBPWR
125	11363 22664	10	   	260.23	DCR|4VULN|2DUR|1TLV	15DUR|249aVULN|3LIT|6TLV|7MBVNT|8RCR
126	11251 65333	7	   	259.54	DCR|3VULN|2DUR|1TLV|1DMG	19DUR|269VULN|3ASPD|4RMIN|5TLV|79BEXP|8RCR|9BPWR|aDMG
127	11361 13331	6	   	259.53	DCR|4VULN|2DUR|3LIT|1CDMG	18DUR|2458VULN|38aLIT|6RCVC|7RCR|8BPWR|9CDMG
128	11361 23331	5	   	259.53	DCR|4VULN|2DUR|3LIT|1CDMG	18DUR|2458VULN|38aLIT|6DMSP|7RCR|8BPWR|9CDMG
129	23143 25511	1	 * 	259.47	ACR|4VULN|3DMG|3LIT|1CDMG|1AART	179LIT|2RCR|3TBNT|479DMG|5AART|6789VULN|79BPWR|aCDMG
130	11211 62345	2	   	259.44	DCR|3VULN|2DUR|1TLV|2CDMG	19DUR|279VULN|3LIT|4RCVC|5FEWX|6RCR|89CDMG|9BPWR|aTLV
131	11213 62345	2	   	259.44	DCR|3VULN|2DUR|1TLV|2CDMG	19DUR|279VULN|3LIT|4RCVC|5LHND|6RCR|89CDMG|9BPWR|aTLV
132	11311 62345	3	   	259.44	DCR|3VULN|2DUR|1TLV|2CDMG	19DUR|279VULN|3LIT|4RCVC|5FEWX|6RCR|89CDMG|9BPWR|aTLV
133	11311 62345	2	   	259.44	DCR|3VULN|2DUR|1TLV|2CDMG	19DUR|279VULN|3DMSP|4LIT|5FEWX|6RCR|89CDMG|9BPWR|aTLV
134	11313 62345	3	   	259.44	DCR|3VULN|2DUR|1TLV|2CDMG	19DUR|279VULN|3LIT|4RCVC|5LHND|6RCR|89CDMG|9BPWR|aTLV
135	11313 62345	2	   	259.44	DCR|3VULN|2DUR|1TLV|2CDMG	19DUR|279VULN|3DMSP|4LIT|5LHND|6RCR|89CDMG|9BPWR|aTLV
136	11361 47341	7	   	259.43	DCR|4VULN|2DUR|3LIT|1CDMG	18DUR|2458VULN|378LIT|6MBVNT|8BPWR|9RCR|aCDMG
137	13431 46122	6	 * 	259.42	DCR|2VULN|3DUR|2DMG|2CDMG	17aDUR|2BELT|37VULN|4LIT|59CDMG|67DMG|7BPWR|8RCR
138	11241 11542	9	   	259.40	DCR|4VULN|1TLV|1DUR|1CDMG	1DUR|289aVULN|3ASPD|4FEWX|5TLV|6RCR|7CDMG
139	31231 11542	9	   	259.40	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|289aVULN|3ASPD|4DUR|5TLV|6RCR|7CDMG
140	31231 11546	10	   	259.40	DCR|4VULN|1TLV|1DUR|1CDMG	1BEXP|289aVULN|3ASPD|4DUR|5TLV|6RCR|7CDMG
141	11312 42254	4	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	15DUR|278VULN|3LIT|4LWND|6TLV|9RCR|aDMG
142	11361 25523	7	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	17DUR|245VULN|3LIT|6TLV|8ZMB|9RCR|aDMG
143	22315 23342	2	   	259.31	DCR|4VULN|3DUR|3LIT	18aLIT|26DMSP|348aVULN|58aDUR|7RCR|8aBPWR|9BELT
144	25315 23342	2	   	259.31	DCR|4VULN|3DUR|3LIT	18aLIT|2RCVC|348aVULN|58aDUR|6DMSP|7RCR|8aBPWR|9BELT
145	11211 11542	9	   	259.30	DCR|4VULN|1TLV|1DUR|1CDMG	1DUR|289aVULN|3ASPD|4DUST|5TLV|6RCR|7CDMG
146	11211 11546	10	   	259.30	DCR|4VULN|1TLV|1DUR|1CDMG	1DUR|289aVULN|3ASPD|4DUST|5TLV|6RCR|7CDMG
147	11341 22643	10	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	14DUR|25aVULN|3LIT|6TLV|7MBVNT|8RCR|9DMG
148	11341 22645	8	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	14DUR|259VULN|3LIT|6TLV|7MBVNT|8RCR|aDMG
149	11361 22175	8	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	18DUR|245VULN|3LIT|6TLV|7MBVNT|9RCR|aDMG
150	11363 22643	10	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	15DUR|24aVULN|3LIT|6TLV|7MBVNT|8RCR|9DMG
151	11363 22645	8	   	259.24	DCR|3VULN|2DUR|1TLV|1DMG	15DUR|249VULN|3LIT|6TLV|7MBVNT|8RCR|aDMG
152	11361 13345	6	   	259.22	DCR|5VULN|2DUR|2LIT	18DUR|2458aVULN|38LIT|6RCVC|7RCR|8BPWR|9BELT
153	11361 23345	5	   	259.22	DCR|5VULN|2DUR|2LIT	18DUR|2458aVULN|38LIT|6DMSP|7RCR|8BPWR|9BELT
154	13122 41542	8	   	259.21	DCR|4VULN|3DUR|3LIT	14aDUR|2BELT|36aLIT|567aVULN|6aBPWR|8RCVC|9RCR
155	11132 52263	8	 * 	259.17	DCR|4VULN|3DUR|1DMG|1SELL	178DUR|2589VULN|358BEXP|4SELL|58BPWR|6RCR|aDMG
156	31432 34212	8	 * 	259.17	DCR|4VULN|3DUR|1DMG|1SELL	18BEXP|2568VULN|358DUR|4SELL|58BPWR|7RCR|9DMG|aMLV
157	31432 34216	8	 * 	259.17	DCR|4VULN|3DUR|1DMG|1SELL	18BEXP|2568VULN|358DUR|4SELL|58BPWR|7RCR|9DMG|aRMIN
158	11361 47223	6	   	259.12	DCR|5VULN|2DUR|2LIT	18DUR|2458aVULN|38LIT|6MBVNT|7RCR|8BPWR|9CGEN
159	11361 47242	6	   	259.12	DCR|5VULN|2DUR|2LIT	18DUR|24589VULN|38LIT|6MBVNT|7RCR|8BPWR|aFEWX
160	11361 47243	6	   	259.12	DCR|5VULN|2DUR|2LIT	18DUR|24589VULN|38LIT|6MBVNT|7RCR|8BPWR|aLHND
161	11361 67223	5	   	259.12	DCR|5VULN|2DUR|2LIT	18DUR|2458aVULN|38LIT|6MBVNT|7RCR|8BPWR|9CGEN
162	11361 67242	5	   	259.12	DCR|5VULN|2DUR|2LIT	18DUR|24589VULN|38LIT|6MBVNT|7RCR|8BPWR|aFEWX
163	11361 67243	5	   	259.12	DCR|5VULN|2DUR|2LIT	18DUR|24589VULN|38LIT|6MBVNT|7RCR|8BPWR|aLHND
164	13122 41145	8	   	259.12	DCR|5VULN|2DUR|2LIT	14DUR|2BELT|36LIT|5678aVULN|6BPWR|9RCR
165	11361 42422	8	   	259.12	DCR|5VULN|2DUR|2LIT	1aDUR|2459aVULN|3aLIT|6MBVNT|7BELT|8RCR|aBPWR
166	11241 15243	8	   	259.08	DCR|2VULN|2TLV|2DUR|1DMG|2ASPD	18DUR|28VULN|37ASPD|4FEWX|58TLV|6RCR|8BPWR|9LIT|aDMG
167	31432 34214	8	 * 	259.07	DCR|4VULN|3DUR|1DMG|1SELL	18BEXP|2568VULN|358DUR|4SELL|58BPWR|7RCR|9DMG|aTBNT
168	31432 34215	8	 * 	259.07	DCR|4VULN|3DUR|1DMG|1SELL	18BEXP|2568VULN|358DUR|4SELL|58BPWR|7RCR|9DMG|aBBNT
169	11361 47241	6	   	259.02	DCR|5VULN|2DUR|2LIT	18DUR|24589VULN|38LIT|6MBVNT|7RCR|8BPWR|aTBNT
170	11361 47244	6	   	259.02	DCR|5VULN|2DUR|2LIT	18DUR|24589VULN|38LIT|6MBVNT|7RCR|8BPWR|aERES
171	11361 67241	5	   	259.02	DCR|5VULN|2DUR|2LIT	18DUR|24589VULN|38LIT|6MBVNT|7RCR|8BPWR|aTBNT
