0	Index      	 *	Score 	Summary	Detail	
1	12125 32874	 * 	188.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16aLWND|2aVULN|3ZMB|4MBVNT|5AART|7RCR|8CDMG|9aDMG|aBPWR
30	12131 46132	 * 	172.82	DCR|3VULN|2DMG|1CDMG|1ZMB	17LWND|257VULN|3ZMB|4LHND|67DMG|7BPWR|8DUST|9RCR|aCDMG
31	12121 56238	   	172.64	DCR|3VULN|1AART|1DMG|2ZMB	1LWND|25aVULN|39ZMB|4MBVNT|6DMG|7AART|8RCR
32	43333 51163	 * 	172.58	ACR|2VULN|1AART|1DMG|2ASPD|2DUR|1SELL	17ASPD|2SELL|3RCR|4RMIN|57DUR|67VULN|7BPWR|8AART|9DMG|aFEWX
33	12316 21612	 * 	172.57	DCR|3DMG|2VULN|1CDMG|1ZMB|1SELL	13LWND|23VULN|3BPWR|4SELL|5CDMG|68aDMG|7ZMB|9RCR
34	43333 51161	 * 	172.48	ACR|2VULN|1AART|1DMG|2ASPD|2DUR|1SELL	17ASPD|2SELL|3RCR|4RMIN|57DUR|67VULN|7BPWR|8AART|9DMG|aDUST
35	43333 51162	 * 	172.48	ACR|2VULN|1AART|1DMG|2ASPD|2DUR|1SELL	17ASPD|2SELL|3RCR|4RMIN|57DUR|67VULN|7BPWR|8AART|9DMG|aERES
36	12136 25312	 * 	172.32	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	17LWND|27VULN|3ZMB|4LHND|5RCR|67DUR|7BPWR|89DMG|aCDMG
37	12156 25312	   	172.32	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	17LWND|27VULN|3ZMB|4FEWX|5RCR|67DUR|7BPWR|89DMG|aCDMG
38	61236 23384	 * 	172.13	ACR|3VULN|1AART|2CDMG|2DUR	1aDUR|2LEGI|3DUST|4AART|5RCR|6aCDMG|79aVULN|8MBVNT|aBPWR
39	43333 51152	 * 	171.99	ACR|3VULN|1AART|3DUR|2ASPD|1SELL	17ASPD|2SELL|3RCR|4RMIN|579DUR|67aVULN|7BPWR|8AART
40	36362 41123	 * 	171.84	DCR|2DMG|1AART|1VULN|2CDMG|2ZMB	17ZMB|2LWND|37CDMG|4FEWX|5VULN|67DMG|7BPWR|8AART|9RPLT|aRCR
41	12125 66232	   	171.83	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1LWND|2VULN|39ZMB|4MBVNT|5AART|67DMG|8RCR|aCDMG
42	12125 68232	 * 	171.83	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1LWND|27VULN|39ZMB|4MBVNT|5AART|6DMG|8RCR|aCDMG
43	64361 41212	 * 	171.67	DCR|4VULN|1DMG|2ZMB|2DUR	13DUR|2378VULN|3BPWR|4MBVNT|56ZMB|9RCR|aDMG
44	43255 11221	 * 	171.42	DCR|2VULN|2DMG|1AART|2ASPD|1SELL	15ASPD|2SELL|35DMG|4RPLT|5BPWR|6LWND|79VULN|8RCR|aAART
45	43255 22221	 * 	171.42	DCR|2VULN|2DMG|1AART|2ASPD|1SELL	15ASPD|2SELL|35DMG|4RPLT|5BPWR|69VULN|7LWND|8RCR|aAART
46	43323 21632	   	171.28	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5ZMB|67VULN|8aDMG|9ERES
47	43323 21642	   	171.28	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5ZMB|67VULN|8aDMG|9TLV
48	43323 23611	 * 	171.17	ACR|2VULN|3ZMB|1DMG|1CDMG|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|57aZMB|69VULN|8DMG
49	12332 22525	   	170.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13LWND|23VULN|3BPWR|4LIT|5CDMG|6ZMB|7DMG|8AART|9RCR|aDUR
50	64114 21313	 * 	170.83	DCR|2VULN|2DMG|3ZMB|2DUR	17DUR|24VULN|379ZMB|57DMG|6RPLT|7BPWR|8LHND|aRCR
51	43213 16233	 * 	170.76	DCR|2DMG|1AART|3ASPD|1CDMG|2DUR|1SELL	189ASPD|2SELL|39DMG|4MBVNT|59DUR|6AART|7RCR|9BPWR|aCDMG
52	12121 56232	   	170.63	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1LWND|25VULN|39ZMB|4MBVNT|6DMG|7AART|8RCR|aCDMG
53	12111 45233	   	170.34	DCR|3VULN|1AART|1DMG|2ZMB	1LWND|24aVULN|38ZMB|5BEXP|6DMG|7AART|9RCR
54	15111 45233	   	170.34	DCR|3VULN|1AART|1DMG|2ZMB	1LWND|2BEXP|38ZMB|45aVULN|6DMG|7AART|9RCR
55	31524 15333	   	170.34	DCR|3VULN|1AART|1DMG|2ZMB	12ZMB|3BEXP|4FEWX|5DMG|68aVULN|7AART|9RCR
56	64236 23121	 * 	170.23	ACR|2VULN|1AART|2FLTHEA|1CDMG|2DUR	1aDUR|27VULN|3aDUST|4AART|5RCR|6CDMG|8FEWX|9aFLTHEA|aBPWR
57	12321 33362	   	170.18	DCR|4VULN|1AART|1DMG	13LWND|2378VULN|3BPWR|4AIRHEL|5BELT|6AART|9RCR|aDMG
58	43331 22324	 * 	169.99	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1ASPD|2SELL|3RCR|4RMIN|5RCVC|67DMG|8AART|9CDMG|aVULN
59	12125 63248	   	169.98	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|29aVULN|3ZMB|4MBVNT|5AART|6DMG|7BEXP|8RCR
60	12115 24212	 * 	169.86	DCR|3VULN|2DMG|2ZMB|1ASPD	1LWND|248VULN|35ZMB|6aDMG|7ASPD|9RCR
61	53165 22321	 * 	169.83	DCR|3DMG|2VULN|2CDMG	1RCVC|27VULN|3CGEN|47CDMG|567DMG|7BPWR|8LHND|9LIT|aRCR
62	53265 22321	   	169.73	DCR|3DMG|2VULN|2CDMG	1RCVC|27VULN|3ERES|47CDMG|567DMG|7BPWR|8LHND|9LIT|aRCR
63	12161 45333	   	169.59	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|28aVULN|3ZMB|4RCVC|5BEXP|6DMG|7AART|9RCR
64	12411 45333	   	169.59	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|28aVULN|3BEXP|4RCVC|5ZMB|6DMG|7AART|9RCR
65	43323 21542	 * 	169.44	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5ZMB|679VULN|8FEWX|aDMG
66	43323 21612	 * 	169.44	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5ZMB|679VULN|8DMG|aBEXP
67	43323 21614	 * 	169.44	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5ZMB|679VULN|8DMG|aLWND
68	43323 21615	 * 	169.34	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5ZMB|679VULN|8DMG|aMBVNT
69	43323 21442	 * 	169.20	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|2SELL	1ASPD|28SELL|3RCR|4CDMG|5ZMB|679VULN|aDMG
70	43213 16232	 * 	168.56	DCR|2DMG|2AART|3ASPD|2DUR|1SELL	189ASPD|2SELL|39DMG|4MBVNT|59DUR|6aAART|7RCR|9BPWR
71	12232 62211	 * 	168.55	DCR|3VULN|2DMG|1FLTHEA|1DUR	1LWND|258VULN|3DUST|4DUR|6aDMG|7FLTHEA|9RCR
72	13214 56445	   	168.52	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	18LWND|2SELL|3MBVNT|4CDMG|58VULN|68DMG|7AART|8BPWR|9RPLT|aRCR
73	13215 16445	   	168.52	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	18LWND|2SELL|3MBVNT|4CDMG|58DMG|68VULN|7AART|8BPWR|9RPLT|aRCR
74	12114 64212	   	168.51	DCR|3VULN|2DMG|1ZMB|1ASPD	1LWND|248VULN|3ZMB|5aDMG|6RCVC|7ASPD|9RCR
75	12316 24612	   	168.51	DCR|3DMG|2VULN|1CDMG|1ASPD|1SELL	13LWND|23VULN|3BPWR|4SELL|5CDMG|68aDMG|7ASPD|9RCR
76	12111 45531	   	168.42	DCR|2VULN|2DMG|1AART|1ZMB	1LWND|24VULN|3ZMB|5aBEXP|68DMG|7AART|9RCR
77	12121 56282	   	168.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|25VULN|3ZMB|4MBVNT|6DMG|7AART|8RCR|9RCVC|aCDMG
78	12111 45236	   	168.33	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1LWND|24VULN|38ZMB|5BEXP|6DMG|7AART|9RCR|aCDMG
79	43333 51142	 * 	168.17	ACR|3VULN|1AART|2ASPD|2DUR|1SELL	17ASPD|2SELL|3RCR|4aRMIN|57DUR|679VULN|7BPWR|8AART
80	43333 51141	 * 	168.07	ACR|3VULN|1AART|2ASPD|2DUR|1SELL	17ASPD|2SELL|3RCR|4RMIN|57DUR|679VULN|7BPWR|8AART|aTLV
81	43333 51143	 * 	168.07	ACR|3VULN|1AART|2ASPD|2DUR|1SELL	17ASPD|2SELL|3RCR|4RMIN|57DUR|679VULN|7BPWR|8AART|aDUST
82	43321 15235	 * 	168.04	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5LEGI|6VULN|7AART|8ZMB|9DMG|aDUR
83	12125 63247	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|29VULN|3ZMB|4MBVNT|5AART|6DMG|7BEXP|8RCR|aCDMG
84	12125 61247	   	167.88	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1LWND|29VULN|3ZMB|4MBVNT|5AART|6DMG|7DUST|8RCR|aFLTHEA
85	43322 15633	 * 	167.79	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5BEXP|6aVULN|7AART|8CGEN|9DMG
86	43322 15133	 * 	167.69	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5BEXP|6aVULN|7AART|8ERES|9DMG
87	43322 15533	 * 	167.69	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5BEXP|6aVULN|7AART|8DMG|9NUKE
88	15114 53333	   	167.68	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|27BEXP|3ZMB|48aVULN|5AART|6DMG|9RCR
89	43333 51222	 * 	167.65	ACR|3VULN|1DMG|3DUR|2ASPD|1SELL	17ASPD|2SELL|3RCR|4RMIN|579DUR|678VULN|7BPWR|aDMG
90	12114 24252	   	167.58	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|24aVULN|3ZMB|5DMG|6RPLT|7ERES|8RCR|9AART
91	43321 15236	 * 	167.42	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4aCDMG|5LEGI|6VULN|7AART|8ZMB|9DMG
92	64351 32211	   	167.36	DCR|3VULN|1DMG|1FLTHEA|2DUR|1ZMB	13DUR|238VULN|3BPWR|4LEGI|5ZMB|6FEWX|7FLTHEA|9RCR|aDMG
93	16155 23223	 * 	167.28	DCR|1VULN|1DMG|2ZMB|1FLTHEA|2ASPD|1CDMG|1DUR	18LWND|2FLTHEA|38ASPD|4VULN|5DUR|6RCR|78ZMB|8BPWR|9CDMG|aDMG
94	43316 22324	 * 	167.09	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1ASPD|2SELL|3RCR|4DMSP|5ERES|67DMG|8AART|9CDMG|aVULN
95	66162 21231	 * 	167.07	DCR|2VULN|2FLTHEA|1DMG|1ZMB|1DUR|1ASPD	1DUR|29FLTHEA|3ASPD|4ZMB|59BEXP|6RCR|7MLV|89VULN|9BPWR|aDMG
96	43254 23121	   	167.01	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1ASPD|2SELL|35DMG|4RPLT|69VULN|7RCR|8LEGI|aAART
97	66162 23231	   	166.97	DCR|2VULN|2FLTHEA|1DMG|1ZMB|1DUR|1ASPD	1DUR|29FLTHEA|3ASPD|4ZMB|59BEXP|6RCR|7ERES|89VULN|9BPWR|aDMG
98	12121 56217	   	166.68	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1LWND|25VULN|3ZMB|4MBVNT|6DMG|7AART|8RCR|9DUST|aFLTHEA
99	12121 56225	   	166.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|25VULN|3ZMB|4MBVNT|6DMG|7AART|8RCR|9ERES|aCDMG
100	13214 56238	   	166.53	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1LWND|2SELL|3MBVNT|4CDMG|5aVULN|6DMG|7AART|8RCR|9ZMB
101	13215 16238	   	166.53	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1LWND|2SELL|3MBVNT|4CDMG|5DMG|6aVULN|7AART|8RCR|9ZMB
102	12111 45331	   	166.48	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|248VULN|3ZMB|5aBEXP|6DMG|7AART|9RCR
103	12111 45334	   	166.48	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|248VULN|3ZMB|5BEXP|6DMG|7AART|9RCR|aFEWX
104	15111 45331	   	166.48	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2aBEXP|3ZMB|458VULN|6DMG|7AART|9RCR
105	12111 45633	   	166.48	DCR|3VULN|1AART|1DMG|1ZMB	18LWND|24aVULN|3ZMB|5BEXP|6DMG|7AART|9RCR
106	15112 45333	   	166.48	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|25BEXP|3ZMB|48aVULN|6DMG|7AART|9RCR
107	51221 52163	   	166.48	DCR|3VULN|2DMG|1DUR|2RCVC	15RCVC|29ERES|39DMG|4DMSP|689VULN|7RCR|9BPWR|aDUR
108	43214 82464	 * 	166.46	DCR|4VULN|2DMG|1ASPD|1SELL	1ASPD|2SELL|36DMG|4MBVNT|5679VULN|6BPWR|8LIT|aRCR
109	31251 25115	 * 	166.30	DCR|2VULN|3ZMB|1DMG|3DUR|1ASPD	124ZMB|346DUR|4BPWR|5aVULN|7DMG|8ASPD|9RCR
110	64121 41212	   	166.27	DCR|4VULN|1DMG|2ZMB|1DUR	1DUR|2578VULN|36ZMB|4MBVNT|9RCR|aDMG
111	64311 15321	 * 	166.22	DCR|4VULN|1AART|3DUR|1SELL	137DUR|237aVULN|37BPWR|4SELL|57FEWX|6AART|8BEXP|9RCR
112	43333 51124	 * 	166.17	ACR|2VULN|1AART|2ASPD|1CDMG|2DUR|1SELL	17ASPD|2SELL|3RCR|4RMIN|57DUR|67VULN|7BPWR|8AART|9RPLT|aCDMG
113	43315 12412	 * 	166.14	ACR|3DMG|1AART|2ASPD|1ZMB|1SELL	18ASPD|2SELL|3RCR|4DMSP|5ZMB|68TLV|78aDMG|8BPWR|9AART
114	12131 46134	   	166.11	DCR|3VULN|2DMG|1ZMB|1ASPD	17LWND|257VULN|3ZMB|4LHND|67DMG|7BPWR|8DUST|9RCR|aASPD
115	12121 44157	 * 	166.10	DCR|3VULN|3ZMB|1AART	1LWND|259VULN|36aZMB|4MBVNT|7AART|8RCR
116	52252 12333	   	166.10	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1RCVC|2ASPD|3DUR|4AART|5BEXP|68aVULN|7ZMB|9RCR
117	52252 13133	   	166.10	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1RCVC|2ASPD|3DUR|4AART|5BEXP|67aVULN|8ZMB|9RCR
118	43315 22353	 * 	165.85	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4DMSP|5ZMB|67DMG|8AART|9VULN|aRCVC
119	43333 51521	 * 	165.65	ACR|2VULN|1DMG|3DUR|2ASPD|1CDMG|1SELL	17ASPD|2SELL|3RCR|4RMIN|579DUR|67VULN|7BPWR|8DMG|aCDMG
120	12136 25314	   	165.60	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	17LWND|27VULN|3ZMB|4LHND|5RCR|67DUR|7BPWR|89DMG|aASPD
121	16315 12262	 * 	165.50	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB|1DUR	1LWND|2FLTHEA|3DUST|4DUR|58VULN|6AART|7ZMB|9RCR|aCDMG
122	42152 12333	   	165.50	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1ASPD|2DUR|3RCVC|4AART|5BEXP|68aVULN|7ZMB|9RCR
123	42152 13133	   	165.50	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1ASPD|2DUR|3RCVC|4AART|5BEXP|67aVULN|8ZMB|9RCR
124	43214 85421	 * 	165.48	3VULN|3DMG|1AART|2FLTHEA|2ASPD|1SELL	1aASPD|2SELL|367DMG|4MBVNT|56aVULN|6aBPWR|8AART|9aFLTHEA
125	43214 16327	   	165.47	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD|1SELL	1ASPD|2SELL|3DMG|4MBVNT|5aVULN|6AART|7RCR|8LHND|9FLTHEA
126	12336 35135	   	165.42	DCR|3VULN|1AART|1DMG|1ASPD	13LWND|239VULN|3BPWR|4LIT|5ASPD|6AART|7ERES|8RCR|aDMG
127	43322 36336	 * 	165.38	ACR|3DMG|1VULN|1CDMG|1ASPD|1DUR|1SELL	1ASPD|2SELL|3RCR|4CDMG|5BEXP|6DUR|789DMG|aVULN
128	62236 23533	 * 	165.29	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2LWND|3DUST|4AART|5RCR|6CDMG|7VULN|8ZMB|9DMG|aASPD
129	31251 65312	 * 	165.10	DCR|2VULN|3ZMB|1AART|3DUR	124ZMB|347DUR|47BPWR|57VULN|679BEXP|8RCR|aAART
130	43315 22321	 * 	165.07	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD|1SELL	1ASPD|2SELL|3RCR|4DMSP|5ZMB|67DMG|8AART|9CDMG|aDUR
131	43212 16254	 * 	164.94	DCR|2VULN|1AART|3ASPD|1DMG|1SELL	18aASPD|2SELL|3DMG|4MBVNT|5aLHND|6AART|7RCR|9aVULN|aBPWR
132	43214 16214	 * 	164.94	DCR|2VULN|1AART|3ASPD|1DMG|1SELL	18aASPD|2SELL|3DMG|4MBVNT|5aVULN|6AART|7RCR|9aBEXP|aBPWR
133	43214 16234	 * 	164.94	DCR|2VULN|1AART|3ASPD|1DMG|1SELL	18aASPD|2SELL|3DMG|4MBVNT|5aVULN|6AART|7RCR|9aLWND|aBPWR
134	43214 16274	 * 	164.94	DCR|2VULN|1AART|3ASPD|1DMG|1SELL	18aASPD|2SELL|3DMG|4MBVNT|5aVULN|6AART|7RCR|9aLHND|aBPWR
135	43212 16238	 * 	164.94	DCR|2DMG|1AART|3ASPD|1VULN|1SELL	189ASPD|2SELL|39DMG|4MBVNT|59LHND|6AART|7RCR|9BPWR|aVULN
136	13214 58221	   	164.73	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1LWND|2SELL|3MBVNT|4CDMG|59VULN|6DMG|7ZMB|8RCR|aAART
137	13215 18221	   	164.73	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1LWND|2SELL|3MBVNT|4CDMG|5DMG|69VULN|7ZMB|8RCR|aAART
138	43254 11221	   	164.71	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1ASPD|2SELL|35DMG|4RPLT|6LWND|79VULN|8RCR|aAART
139	43254 22221	   	164.71	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1ASPD|2SELL|35DMG|4RPLT|69VULN|7LWND|8RCR|aAART
140	43315 22351	 * 	164.54	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4DMSP|5ZMB|67DMG|8AART|9VULN|aLHND
141	43315 22352	 * 	164.54	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4DMSP|5ZMB|67DMG|8AART|9VULN|aMLV
142	43315 22335	 * 	164.44	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4DMSP|5ZMB|67DMG|8AART|9MBVNT|aVULN
143	12115 53221	   	164.40	DCR|3VULN|3ZMB|1AART	17LWND|249VULN|356ZMB|8RCR|aAART
144	31664 12221	   	164.40	DCR|3VULN|3ZMB|1AART	124ZMB|37CGEN|57ERES|679VULN|7BPWR|8RCR|aAART
145	31363 15235	 * 	164.20	DCR|2VULN|3ZMB|1AART|1CDMG	129ZMB|3LWND|4CDMG|5RPLT|6aVULN|7AART|8RCR
146	41252 12333	   	164.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2ZMB|38ERES|4AART|5BEXP|6aVULN|7RCR|9DMG
147	31242 15333	   	164.15	DCR|3VULN|1AART|2ZMB|1ASPD|1DUR	12ZMB|3DUR|4ASPD|5BEXP|68aVULN|7AART|9RCR
148	12332 22521	   	163.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	13aLWND|23VULN|3BPWR|4LIT|5CDMG|6ZMB|7DMG|8AART|9RCR
149	12332 22522	   	163.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	13LWND|23VULN|3BPWR|4aLIT|5CDMG|6ZMB|7DMG|8AART|9RCR
150	12332 22523	   	163.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	13LWND|23VULN|3BPWR|4LIT|5CDMG|6ZMB|7DMG|8AART|9RCR|aLHND
151	62116 41233	 * 	163.96	ACR|2VULN|2DMG|2ZMB|1DUR|1ASPD	1DUR|2LWND|3aZMB|4aVULN|5RCR|6ASPD|7aDMG|8ERES|9TLV|aBPWR
152	12121 56236	   	163.92	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1LWND|25VULN|39ZMB|4MBVNT|6DMG|7AART|8RCR|aDUR
