0	Index      	 *	Score 	Summary	Detail	
1	11622 15116	 * 	212.88	ACR|3VULN|2DMG|1AART|1CDMG|1ZMB|1DUR	134VULN|2RCR|57DMG|6ZMB|8DUR|9CDMG|aAART
34	11622 13264	   	197.54	ACR|4VULN|1AART|1DMG|1ZMB|1ASPD	1348VULN|2RCR|5DMG|6ZMB|7AART|9FEWX|aASPD
35	11612 13251	   	197.54	ACR|4VULN|1AART|1DMG|1ZMB|1DUR	138aVULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9DUR
36	11622 13234	   	197.44	ACR|4VULN|1AART|1DMG|1ZMB|1ASPD	1348VULN|2RCR|5DMG|6ZMB|7AART|9DUST|aASPD
37	11622 13252	   	197.44	ACR|4VULN|1AART|1DMG|1ZMB|1DUR	1348VULN|2RCR|5DMG|6ZMB|7AART|9DUR|aERES
38	11622 13253	   	197.44	ACR|4VULN|1AART|1DMG|1ZMB|1DUR	1348VULN|2RCR|5DMG|6ZMB|7AART|9DUR|aLEGI
39	11222 13112	   	197.39	ACR|3VULN|2DMG|1AART|1ZMB	14aVULN|2RCR|3RCVC|59DMG|6ZMB|7AART|8ERES
40	11612 15116	   	197.22	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB|1DUR	13VULN|2RCR|4DMSP|57DMG|6ZMB|8DUR|9CDMG|aAART
41	11413 24621	   	197.20	ACR|5VULN|2DMG|2DUR|1SELL	1469aVULN|2RCR|3SELL|5BELT|79DUR|89DMG|9BPWR
42	56433 21284	   	196.72	ACR|3VULN|2DMG|1AART|2DUR	1MBVNT|29DMG|3RCR|4RCVC|59DUR|6AART|79aVULN|8RPLT|9BPWR
43	11622 61622	   	196.59	ACR|4VULN|2DMG|1CDMG|1ZMB|1SELL	1346VULN|2RCR|5aDMG|7CDMG|8SELL|9ZMB
44	11622 63622	   	196.59	ACR|4VULN|2DMG|1CDMG|1ZMB|1SELL	1346VULN|2RCR|5aDMG|7SELL|8CDMG|9ZMB
45	11622 25116	   	196.52	ACR|3VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	134VULN|2RCR|5DMG|68DUR|7ASPD|9CDMG|aAART
46	11622 21621	   	195.76	ACR|3VULN|2DMG|1AART|1ASPD|1DUR	134VULN|2RCR|58DMG|6DUR|7FEWX|9AART|aASPD
47	11222 56236	 * 	195.65	ACR|4VULN|2DMG|2FLTHEA	149aVULN|2RCR|3RCVC|5aDMG|6ERES|7CGEN|8aFLTHEA|aBPWR
48	11222 61153	   	195.48	ACR|5VULN|1DMG|1CDMG|1ZMB	1468aVULN|2RCR|3RCVC|5DMG|7CDMG|9ZMB
49	11433 42235	 * 	195.39	ACR|3DMG|2VULN|1AART|1CDMG|1SELL	17VULN|2RCR|3SELL|4DUST|578DMG|67LHND|7BPWR|9AART|aCDMG
50	54327 41182	   	195.11	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1DUR	1MBVNT|29VULN|39FEWX|4DUR|5AART|6CDMG|7RCR|89DMG|9BPWR|aZMB
51	11622 65113	   	194.95	ACR|5VULN|1DMG|1CDMG|1ASPD|1DUR	1346aVULN|2RCR|5DMG|7ASPD|8DUR|9CDMG
52	11222 65116	   	194.63	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	146VULN|2RCR|3RCVC|5DMG|7ASPD|8DUR|9CDMG|aAART
53	11622 13311	   	194.46	ACR|4VULN|1AART|1DMG|2ZMB	134aVULN|2RCR|5DMG|68ZMB|7AART|9LHND
54	11622 13321	   	194.46	ACR|4VULN|1AART|1DMG|2ZMB	134aVULN|2RCR|5DMG|68ZMB|7AART|9BEXP
55	11622 13361	   	194.46	ACR|4VULN|1AART|1DMG|2ZMB	134aVULN|2RCR|5DMG|68ZMB|7AART|9FEWX
56	11622 13331	   	194.36	ACR|4VULN|1AART|1DMG|2ZMB	134aVULN|2RCR|5DMG|68ZMB|7AART|9DUST
57	11622 13354	   	194.23	ACR|3VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	134VULN|2RCR|5DMG|68ZMB|7AART|9DUR|aASPD
58	11622 13412	   	194.09	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|59DMG|6ZMB|7AART|8CGEN|aDMSP
59	11622 13415	   	194.09	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|59DMG|6ZMB|7AART|8CGEN|aLIT
60	11622 13425	   	194.09	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|5aDMG|6ZMB|7AART|8CGEN|9RPLT
61	11622 13612	   	194.09	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|59DMG|6ZMB|7AART|8RMIN|aDMSP
62	11622 13615	   	194.09	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|59DMG|6ZMB|7AART|8RMIN|aLIT
63	11622 13625	   	194.09	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|5aDMG|6ZMB|7AART|8RMIN|9RPLT
64	11652 21324	   	194.08	ACR|4VULN|1AART|1DMG|1ASPD|1DUR	1379VULN|2RCR|4DUR|5RMIN|6AART|8DMG|aASPD
65	11423 42234	 * 	194.07	ACR|3DMG|2VULN|1AART|2DUR|1SELL	17VULN|2RCR|3SELL|4aDUR|578DMG|67LHND|7BPWR|9AART
66	11222 13211	   	194.01	ACR|4VULN|1AART|1DMG|1ZMB	148aVULN|2RCR|3RCVC|5DMG|6ZMB|7AART|9LHND
67	11222 13221	   	194.01	ACR|4VULN|1AART|1DMG|1ZMB	148aVULN|2RCR|3RCVC|5DMG|6ZMB|7AART|9BEXP
68	11222 13261	   	194.01	ACR|4VULN|1AART|1DMG|1ZMB	148aVULN|2RCR|3RCVC|5DMG|6ZMB|7AART|9FEWX
69	11612 13112	   	193.99	ACR|3VULN|2DMG|1AART|1ZMB	13aVULN|2RCR|4DMSP|59DMG|6ZMB|7AART|8ERES
70	11622 13113	   	193.99	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|59DMG|6ZMB|7AART|8ERES|aCGEN
71	11622 13115	   	193.99	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|59DMG|6ZMB|7AART|8ERES|aLIT
72	11622 13125	   	193.99	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|5aDMG|6ZMB|7AART|8ERES|9RPLT
73	11622 13411	   	193.99	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|59DMG|6ZMB|7AART|8CGEN|aERES
74	11622 13414	   	193.99	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|59DMG|6ZMB|7AART|8CGEN|aDUST
75	11622 13611	   	193.99	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|59DMG|6ZMB|7AART|8RMIN|aERES
76	11622 13614	   	193.99	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|59DMG|6ZMB|7AART|8RMIN|aDUST
77	11222 13231	   	193.91	ACR|4VULN|1AART|1DMG|1ZMB	148aVULN|2RCR|3RCVC|5DMG|6ZMB|7AART|9DUST
78	11622 13111	   	193.89	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|59DMG|6ZMB|7AART|8aERES
79	11622 13114	   	193.89	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|59DMG|6ZMB|7AART|8ERES|aDUST
80	15432 32316	 * 	193.84	ACR|3VULN|3DMG|2CDMG|1DUR	19aVULN|26CDMG|39aMLV|4LIT|5RCR|7DUR|89aDMG|9aBPWR
81	11222 13254	   	193.78	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	148VULN|2RCR|3RCVC|5DMG|6ZMB|7AART|9DUR|aASPD
82	54722 83421	 * 	193.71	DCR|4VULN|2DMG|2CDMG|1DUR|1ASPD	1MBVNT|2347VULN|57DMG|67CDMG|7BPWR|8ASPD|9DUR|aRCR
83	11222 15316	   	193.69	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	14VULN|2RCR|3RCVC|57DMG|6ZMB|8BEXP|9CDMG|aAART
84	11622 15111	 * 	193.53	ACR|3VULN|2DMG|2ZMB|1CDMG|1DUR	134VULN|2RCR|57DMG|6aZMB|8DUR|9CDMG
85	11622 15521	 * 	193.41	ACR|3VULN|2DMG|3ZMB|1ASPD	134VULN|2RCR|57DMG|689ZMB|aASPD
86	11453 42231	 * 	193.29	ACR|3DMG|2VULN|2AART|1SELL	17VULN|2RCR|3SELL|4BEXP|578DMG|67LHND|7BPWR|9aAART
87	11222 13613	   	193.29	ACR|2VULN|2DMG|2AART|1ZMB	14VULN|2RCR|3RCVC|59DMG|6ZMB|7aAART|8RMIN
88	11433 42231	 * 	193.19	ACR|3DMG|2VULN|2AART|1SELL	17VULN|2RCR|3SELL|4DUST|578DMG|67LHND|7BPWR|9aAART
89	11622 14362	   	193.16	ACR|4VULN|1AART|1DMG|2ZMB	134aVULN|2RCR|5DMG|68ZMB|7ERES|9AART
90	11622 65111	   	193.13	ACR|4VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1346VULN|2RCR|5DMG|7ASPD|8DUR|9CDMG|aZMB
91	11362 21311	   	193.03	ACR|5VULN|1AART|1DMG	1478aVULN|2RCR|3FEWX|5RMIN|6AART|9DMG
92	54722 83123	 * 	192.66	DCR|5VULN|2DMG|2CDMG	1MBVNT|23478VULN|57DMG|67CDMG|7BPWR|9DMSP|aRCR
93	11622 13511	   	192.51	ACR|4VULN|1AART|1DMG|1ZMB	134aVULN|2RCR|5DMG|6ZMB|7AART|8RCVC|9LHND
94	11622 13521	   	192.51	ACR|4VULN|1AART|1DMG|1ZMB	134aVULN|2RCR|5DMG|6ZMB|7AART|8RCVC|9BEXP
95	11622 13561	   	192.51	ACR|4VULN|1AART|1DMG|1ZMB	134aVULN|2RCR|5DMG|6ZMB|7AART|8RCVC|9FEWX
96	11652 25321	   	192.43	ACR|4VULN|1AART|1DMG|2DUR	139aVULN|2RCR|47DUR|5RMIN|6AART|8DMG
97	11622 13531	   	192.41	ACR|4VULN|1AART|1DMG|1ZMB	134aVULN|2RCR|5DMG|6ZMB|7AART|8RCVC|9DUST
98	11622 15433	   	192.29	ACR|3VULN|2DMG|1AART|1ZMB	134VULN|2RCR|57DMG|6ZMB|89BELT|aAART
99	11612 61153	   	192.08	ACR|5VULN|1DMG|1CDMG|1ZMB	1368aVULN|2RCR|4DMSP|5DMG|7CDMG|9ZMB
100	11622 61113	   	192.08	ACR|5VULN|1DMG|1CDMG|1ZMB	13468VULN|2RCR|5DMG|7CDMG|9LHND|aZMB
101	11622 61123	   	192.08	ACR|5VULN|1DMG|1CDMG|1ZMB	13468VULN|2RCR|5DMG|7CDMG|9DMSP|aZMB
102	11622 61143	   	192.08	ACR|5VULN|1DMG|1CDMG|1ZMB	13468VULN|2RCR|5DMG|7CDMG|9LWND|aZMB
103	56433 21282	   	192.07	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1MBVNT|29DMG|3RCR|4RCVC|59DUR|6AART|79VULN|8RPLT|9BPWR|aZMB
104	22215 23621	   	191.86	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|2DUR	1RCVC|28ASPD|3CDMG|48VULN|5AART|6RCR|78DUR|8BPWR|9DMG|aLWND
105	22215 23622	   	191.86	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|2DUR	1RCVC|28ASPD|3CDMG|48VULN|5AART|6RCR|78DUR|8BPWR|9DMG|aLIT
106	22215 23624	   	191.86	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|2DUR	1RCVC|28ASPD|3CDMG|48VULN|5AART|6RCR|78DUR|8BPWR|9DMG|aCGEN
107	22215 23626	   	191.76	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|2DUR	1RCVC|28ASPD|3CDMG|48VULN|5AART|6RCR|78DUR|8BPWR|9DMG|aMBVNT
108	11622 15131	   	191.68	ACR|3VULN|3DMG|1ZMB|1DUR	134VULN|2RCR|57aDMG|6ZMB|8DUR|9MLV
109	11622 25253	   	191.68	ACR|4VULN|1AART|1DMG|1ASPD|1DUR	1349VULN|2RCR|5DMG|6DUR|7ASPD|8LHND|aAART
110	11222 64316	   	191.66	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	146VULN|2RCR|3RCVC|5DMG|7DUST|8ZMB|9CDMG|aAART
111	11222 65413	   	191.63	ACR|3VULN|2DMG|1AART|1ASPD	146VULN|2RCR|3RCVC|59DMG|7ASPD|8BELT|aAART
112	11622 15141	   	191.58	ACR|3VULN|3DMG|1ZMB|1DUR	134VULN|2RCR|57aDMG|6ZMB|8DUR|9TLV
113	11622 61226	   	191.45	ACR|4VULN|1AART|1DMG|1CDMG	1346VULN|2RCR|5DMG|7CDMG|8BEXP|9RMIN|aAART
114	11652 21334	   	191.42	ACR|3VULN|2AART|1DMG|1ASPD|1DUR	137VULN|2RCR|4DUR|5RMIN|69AART|8DMG|aASPD
115	11622 61216	   	191.35	ACR|4VULN|1AART|1DMG|1CDMG	1346VULN|2RCR|5DMG|7CDMG|8BEXP|9ERES|aAART
116	11622 61316	   	191.35	ACR|4VULN|1AART|1DMG|1CDMG	1346VULN|2RCR|5DMG|7CDMG|8ERES|9BEXP|aAART
117	11135 53363	   	190.93	ACR|3VULN|2DMG|1AART|1DUR	178VULN|2RCR|37CGEN|4BELT|57DMG|6RCVC|7BPWR|9DUR|aAART
118	56421 21452	   	190.73	ACR|2VULN|2DMG|2AART|1CDMG	1MBVNT|28DMG|3RCR|4ERES|58MLV|69AART|78VULN|8BPWR|aCDMG
119	11222 13351	   	190.70	ACR|3VULN|1AART|1DMG|2ZMB|1DUR	14aVULN|2RCR|3RCVC|5DMG|68ZMB|7AART|9DUR
120	11622 13213	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9LHND|aDMSP
121	11622 13215	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9LHND|aRPLT
122	11622 13216	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9LHND|aLIT
123	11622 13225	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9BEXP|aRPLT
124	11622 13226	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9BEXP|aLIT
125	11622 13242	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9MLV|aDMSP
126	11622 13245	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9MLV|aLIT
127	11622 13265	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9FEWX|aRPLT
128	11622 13266	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9FEWX|aLIT
129	11623 13411	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	134aVULN|2RCR|5RMIN|6ZMB|7AART|8CGEN|9DMG
130	11612 13211	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	138aVULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9LHND
131	11612 13221	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	138aVULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9BEXP
132	11612 13261	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	138aVULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9FEWX
133	11624 13311	   	190.60	ACR|4VULN|1AART|1DMG|1ZMB	134aVULN|2RCR|5DMSP|6FEWX|7AART|8ZMB|9DMG
134	11623 15363	 * 	190.60	ACR|3VULN|2AART|1DMG|2ZMB	134VULN|2RCR|5RMIN|68ZMB|7DMG|9aAART
135	11252 21321	   	190.54	ACR|4VULN|1AART|1DMG|1DUR	179aVULN|2RCR|3RCVC|4DUR|5RMIN|6AART|8DMG
136	56423 21452	   	190.53	ACR|2VULN|2DMG|2AART|1CDMG	1MBVNT|28DMG|3RCR|4ERES|58TLV|69AART|78VULN|8BPWR|aCDMG
137	11622 13212	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9LHND|aERES
138	11622 13222	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9BEXP|aERES
139	11622 13223	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9BEXP|aLEGI
140	11622 13235	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9DUST|aRPLT
141	11622 13236	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9DUST|aLIT
142	11622 13241	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9MLV|aERES
143	11622 13244	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9MLV|aDUST
144	11622 13262	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9FEWX|aERES
145	11622 13263	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9FEWX|aLEGI
146	11622 13451	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	134aVULN|2RCR|5DMG|6ZMB|7AART|8CGEN|9TLV
147	11622 13641	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	134aVULN|2RCR|5DMG|6ZMB|7AART|8RMIN|9ERES
148	11622 13651	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	134aVULN|2RCR|5DMG|6ZMB|7AART|8RMIN|9TLV
149	11623 13111	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	134aVULN|2RCR|5RMIN|6ZMB|7AART|8ERES|9DMG
150	11612 13231	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	138aVULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9DUST
151	11624 63311	   	190.50	ACR|4VULN|1AART|1DMG|1ZMB	134aVULN|2RCR|5DMSP|6DUST|7AART|8ZMB|9DMG
152	11622 15622	 * 	190.50	ACR|3VULN|3DMG|2ZMB	134VULN|2RCR|57aDMG|69ZMB|8RCVC
153	11622 13142	   	190.40	ACR|4VULN|1AART|1DMG|1ZMB	134aVULN|2RCR|5DMG|6ZMB|7AART|89ERES
154	11622 13232	   	190.40	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9DUST|aERES
155	11622 13233	   	190.40	ACR|4VULN|1AART|1DMG|1ZMB	1348VULN|2RCR|5DMG|6ZMB|7AART|9DUST|aLEGI
156	11612 13254	   	190.38	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	138VULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9DUR|aASPD
157	11132 23653	 * 	190.32	ACR|4VULN|3ZMB|1DMG|1DUR	1578VULN|2RCR|378CGEN|4BELT|678ZMB|78BPWR|9DUR|aDMG
158	11623 13251	   	190.31	ACR|5VULN|1AART|1ZMB|1DUR	1348aVULN|2RCR|5RMIN|6ZMB|7AART|9DUR
159	11612 15316	   	190.29	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	13VULN|2RCR|4DMSP|57DMG|6ZMB|8BEXP|9CDMG|aAART
160	11222 21622	   	190.23	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	14VULN|2RCR|3RCVC|58DMG|6DUR|7FEWX|9AART|aCDMG
161	11252 21315	   	190.09	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	17aVULN|2RCR|3RCVC|4DUR|5RMIN|6AART|8DMG|9CDMG
162	11423 42233	 * 	190.09	ACR|3DMG|2VULN|1AART|1DUR|1SELL	17VULN|2RCR|3SELL|4DUR|578DMG|67LHND|7BPWR|9AART|aRCVC
163	11622 13462	   	190.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	134VULN|2RCR|5DMG|6ZMB|7AART|8CGEN|9DUST|aCDMG
164	11622 13662	   	190.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	134VULN|2RCR|5DMG|6ZMB|7AART|8RMIN|9DUST|aCDMG
165	11612 13613	   	189.88	ACR|2VULN|2DMG|2AART|1ZMB	13VULN|2RCR|4DMSP|59DMG|6ZMB|7aAART|8RMIN
166	11652 25331	   	189.78	ACR|3VULN|2AART|1DMG|2DUR	13aVULN|2RCR|47DUR|5RMIN|69AART|8DMG
167	11622 15112	   	189.68	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	134VULN|2RCR|57DMG|6ZMB|8DUR|9CDMG|aBEXP
168	11622 15114	   	189.68	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	134VULN|2RCR|57DMG|6ZMB|8DUR|9CDMG|aCGEN
169	11622 15216	   	189.68	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	134VULN|2RCR|57DMG|6ZMB|8LHND|9CDMG|aDUR
170	11222 61154	   	189.59	ACR|4VULN|1DMG|1CDMG|1ZMB|1ASPD	1468VULN|2RCR|3RCVC|5DMG|7CDMG|9ZMB|aASPD
171	11222 61156	   	189.59	ACR|4VULN|1DMG|1CDMG|1ZMB|1DUR	1468VULN|2RCR|3RCVC|5DMG|7CDMG|9ZMB|aDUR
172	11622 15113	   	189.58	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	134VULN|2RCR|57DMG|6ZMB|8DUR|9CDMG|aMBVNT
173	11226 22424	   	189.57	ACR|3VULN|3DMG|2DUR	149VULN|2RCR|3RCVC|5BEXP|6BELT|79DUR|89aDMG|9BPWR
174	11622 23116	   	189.48	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	134VULN|2RCR|5DMG|68DUR|7ERES|9CDMG|aAART
175	11622 51116	   	189.48	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	134VULN|2RCR|5DMG|6ERES|78DUR|9CDMG|aAART
176	11622 21624	   	188.83	ACR|3VULN|2DMG|1AART|1DUR	134VULN|2RCR|58DMG|6DUR|7FEWX|9AART|aRPLT
