0	Index      	 *	Score 	Summary	Detail	
1	13412 33266	 * 	191.82	DCR|3VULN|2DMG|1AART|3DUR	18CGEN|25aVULN|3AART|458DUR|58BPWR|68DMG|7RCVC|9RCR
48	12633 31436	   	172.54	DCR|3VULN|3ZMB|1AART|1ASPD	1CGEN|238ZMB|4AART|567VULN|9RCR|aASPD
49	25162 22223	 * 	172.47	DCR|3VULN|2DMG|2CDMG|1DUR	1DLOT|2ERES|36CDMG|456VULN|6BPWR|7DUR|89DMG|aRCR
50	23354 33313	   	172.27	DCR|2VULN|2DMG|1AART|2ZMB	1DLOT|2aVULN|3aZMB|4TLV|5RCVC|6CGEN|7AART|8aDMG|9RCR|aBPWR
51	15162 31613	 * 	172.08	DCR|3VULN|2AART|1DMG|1SELL	1CGEN|29AART|3SELL|457VULN|6LHND|8RCR|aDMG
52	65132 31613	 * 	172.08	DCR|3VULN|2AART|1DMG|1SELL	1MLV|29AART|3SELL|457VULN|6LHND|8RCR|aDMG
53	13626 47314	 * 	171.88	DCR|4VULN|1AART|1DMG	1CGEN|246aVULN|3RPLT|5MBVNT|7AART|8RCR|9DMG
54	31453 31613	   	171.83	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1LHND|25ASPD|3AART|47VULN|6CDMG|8RCR|9DMSP|aDMG
55	31451 31612	   	171.81	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1LHND|2ASPD|3AART|457VULN|6CDMG|8RCR|9DMSP|aZMB
56	31451 31633	   	171.81	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1LHND|2ASPD|3AART|457VULN|6CDMG|8RCR|9ZMB|aLWND
57	23335 21661	 * 	171.75	DCR|2VULN|3ZMB|3CDMG|1AART	1DLOT|29VULN|346ZMB|568CDMG|6BPWR|7AART|aRCR
58	33452 31613	 * 	171.58	DCR|3VULN|2AART|1DMG|1SELL	1LHND|25MLV|39AART|457VULN|5BPWR|6SELL|8RCR|aDMG
59	31451 31623	   	171.56	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1LHND|2ASPD|3AART|457VULN|6CDMG|8RCR|9SELL|aZMB
60	33451 31613	 * 	171.48	DCR|3VULN|2AART|1DMG|1SELL	1LHND|2MLV|39AART|457VULN|6SELL|8RCR|aDMG
61	31432 31434	   	171.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2ASPD|3AART|4ZMB|5ERES|6CDMG|79VULN|8DMG|aRCR
62	23632 32616	   	171.18	DCR|3VULN|1AART|1DMG|1ZMB	1DLOT|256VULN|3AART|4RMIN|7LHND|8RCR|9ZMB|aDMG
63	12163 12115	   	171.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2ZMB|345VULN|6DMG|7AART|8DUR|9RPLT|aRCR
64	13142 31613	 * 	170.98	DCR|3VULN|2AART|1DMG|1SELL	1CGEN|257VULN|35LHND|49AART|5BPWR|6SELL|8RCR|aDMG
65	15232 35613	   	170.91	DCR|3VULN|1AART|1DMG|2DUR	1aCGEN|2AART|35DUR|45aVULN|5aBPWR|6DMG|7AIRHEL|8aLWND|9RCR
66	13141 31613	 * 	170.88	DCR|3VULN|2AART|1DMG|1SELL	1CGEN|257VULN|3LHND|49AART|6SELL|8RCR|aDMG
67	13622 16315	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|24VULN|3RPLT|5RMIN|69DMG|7AART|8RCR|aZMB
68	31632 31434	   	170.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2ASPD|3ZMB|4AART|5ERES|6CDMG|79VULN|8DMG|aRCR
69	65232 23361	 * 	170.42	DCR|2AART|2VULN|1DMG|3DUR	1MLV|28AART|356DUR|45VULN|5BPWR|7DMG|9RCR|aLWND
70	65232 23362	   	170.32	DCR|2AART|2VULN|1DMG|3DUR	1MLV|28AART|356DUR|45VULN|5BPWR|7DMG|9RCR|aERES
71	65232 23363	   	170.32	DCR|2AART|2VULN|1DMG|3DUR	1MLV|28AART|356DUR|45VULN|5BPWR|7DMG|9RCR|aDUST
72	15232 35342	   	170.25	DCR|2VULN|2DMG|1AART|2DUR	1CGEN|2AART|35DUR|45VULN|5BPWR|68DMG|7AIRHEL|9FEWX|aRCR
73	15232 35352	   	170.25	DCR|2VULN|2DMG|1AART|2DUR	1CGEN|2AART|35DUR|45VULN|5BPWR|68DMG|7AIRHEL|9BEXP|aRCR
74	65232 35332	   	170.25	DCR|2VULN|2DMG|1AART|2DUR	1MLV|2AART|35DUR|45VULN|5BPWR|68DMG|7AIRHEL|9LIT|aRCR
75	15232 35362	   	170.15	DCR|2VULN|2DMG|1AART|2DUR	1CGEN|2AART|35DUR|45VULN|5BPWR|68DMG|7AIRHEL|9DUST|aRCR
76	31453 31631	   	169.70	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	1LHND|25ASPD|3AART|47VULN|6CDMG|8RCR|9ZMB|aDUR
77	15232 16335	   	169.65	DCR|4VULN|1AART|2DUR	18CGEN|2AART|35DUR|459aVULN|5BPWR|6LWND|7RCR
78	13412 35342	   	169.65	DCR|2VULN|2DMG|1AART|2DUR	1CGEN|25VULN|3AART|45DUR|5BPWR|68DMG|7AIRHEL|9FEWX|aRCR
79	13412 35352	   	169.65	DCR|2VULN|2DMG|1AART|2DUR	1CGEN|25VULN|3AART|45DUR|5BPWR|68DMG|7AIRHEL|9BEXP|aRCR
80	65132 23116	   	169.59	DCR|3VULN|1AART|1DMG|1CDMG|1SELL	16MLV|2AART|3SELL|456VULN|6BPWR|7CDMG|8DMG|9LIT|aRCR
81	13412 35362	   	169.55	DCR|2VULN|2DMG|1AART|2DUR	1CGEN|25VULN|3AART|45DUR|5BPWR|68DMG|7AIRHEL|9DUST|aRCR
82	31452 32234	 * 	169.41	DCR|2AART|2VULN|2ASPD|1CDMG|1ZMB	1LHND|25ASPD|38AART|45VULN|5BPWR|6CDMG|7DUST|9ZMB|aRCR
83	15162 21243	   	169.34	DCR|3VULN|1AART|1DMG|1ZMB|1SELL	168CGEN|2AART|3SELL|456VULN|6BPWR|7ZMB|9RCR|aDMG
84	23634 12235	 * 	169.14	ACR|3VULN|1AART|2ZMB|2ASPD	1DLOT|28aVULN|3AART|4RMIN|5RCR|6LIT|7aZMB|9aASPD|aBPWR
85	31453 31632	   	169.08	DCR|2VULN|1AART|2CDMG|2ASPD|1ZMB	1LHND|25ASPD|3AART|47VULN|6aCDMG|8RCR|9ZMB
86	13412 16335	   	169.05	DCR|4VULN|1AART|2DUR	18CGEN|259aVULN|3AART|45DUR|5BPWR|6LWND|7RCR
87	13433 31642	   	169.03	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1CGEN|27VULN|3AART|4ZMB|5RMIN|6SELL|8RCR|9DMG|aCDMG
88	13432 56111	   	168.82	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1CGEN|25VULN|3AART|48ZMB|6ASPD|7RCR|9RPLT|aDMG
89	12345 25133	   	168.56	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD|1SELL	1CGEN|2ZMB|3SELL|4ASPD|56VULN|7RCR|8aDMG|9CDMG
90	12633 33435	   	168.34	DCR|2AART|2VULN|3ZMB|1DUR	1CGEN|238ZMB|47AART|56VULN|9RCR|aDUR
91	12633 33436	   	168.34	DCR|2AART|2VULN|3ZMB|1ASPD	1CGEN|238ZMB|47AART|56VULN|9RCR|aASPD
92	12143 25623	 * 	168.20	DCR|3VULN|3ZMB|1DMG|1DUR	1CGEN|249ZMB|345VULN|4BPWR|6DUST|7DUR|8RCR|aDMG
93	12143 12515	   	168.04	DCR|3VULN|1AART|1DMG|2ZMB	1CGEN|24ZMB|345VULN|4BPWR|6DMG|7AART|8RPLT|9DMSP|aRCR
94	12163 12535	   	167.94	DCR|3VULN|1AART|1DMG|2ZMB	1CGEN|29ZMB|345VULN|6DMG|7AART|8RPLT|aRCR
95	15431 13111	   	167.81	DCR|3VULN|2AART|1ZMB|1ASPD	1CGEN|27AART|38aVULN|4ZMB|5LIT|6ASPD|9RCR
96	23333 36384	   	167.72	DCR|3DMG|2VULN|2ZMB	1DLOT|29VULN|34ZMB|59aDMG|69CGEN|7RCR|8MBVNT|9BPWR
97	15162 22613	   	167.67	DCR|3VULN|1AART|1DMG|1DUR|1SELL	16CGEN|2AART|3SELL|456VULN|6BPWR|7DUR|8RCR|9DMSP|aDMG
98	65132 22613	   	167.67	DCR|3VULN|1AART|1DMG|1DUR|1SELL	16MLV|2AART|3SELL|456VULN|6BPWR|7DUR|8RCR|9DMSP|aDMG
99	23333 26384	   	167.52	DCR|3DMG|2VULN|2ZMB	1DLOT|29VULN|34ZMB|59aDMG|69ERES|7RCR|8MBVNT|9BPWR
100	31452 31611	   	167.52	DCR|3VULN|1AART|2ASPD|1CDMG	1LHND|25ASPD|3AART|457VULN|5BPWR|6CDMG|8RCR|9DMSP|aFEWX
101	31451 31622	   	167.50	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR|1SELL	1LHND|2ASPD|3AART|457VULN|6CDMG|8RCR|9SELL|aDUR
102	13431 13111	   	167.21	DCR|3VULN|2AART|1ZMB|1ASPD	1CGEN|28aVULN|37AART|4ZMB|5LIT|6ASPD|9RCR
103	31452 31621	   	167.17	DCR|3VULN|1AART|2ASPD|1CDMG|1SELL	1LHND|25ASPD|3AART|457VULN|5BPWR|6CDMG|8RCR|9SELL|aDUST
104	23632 55313	 * 	167.17	DCR|3VULN|1AART|1FLTHEA|1ZMB	1DLOT|258VULN|3AART|4RMIN|6LWND|7RCR|9ZMB|aFLTHEA
105	65131 22633	   	167.11	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1MLV|2AART|3SELL|46VULN|5aDMG|7DMSP|8ASPD|9RCR
106	23631 31311	   	167.01	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DLOT|26VULN|3AART|4RMIN|5ASPD|7ZMB|8DMG|9RCR|aDUR
107	23631 51312	   	166.78	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1DLOT|26VULN|3AART|4RMIN|56ASPD|6BPWR|7ZMB|8DMG|9RCR|aFEWX
108	23631 51315	   	166.78	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1DLOT|26VULN|3AART|4RMIN|56ASPD|6BPWR|7ZMB|8DMG|9RCR|aRCVC
109	23631 51314	   	166.68	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1DLOT|26VULN|3AART|4RMIN|56ASPD|6BPWR|7ZMB|8DMG|9RCR|aTLV
110	23631 34316	   	166.65	DCR|2VULN|2DMG|1AART|1ASPD	1DLOT|26VULN|3AART|4RMIN|5ASPD|7MLV|8aDMG|9RCR
111	23631 36316	   	166.65	DCR|2VULN|2DMG|1AART|1ASPD	1DLOT|26VULN|3AART|4RMIN|5ASPD|7CGEN|8aDMG|9RCR
112	13621 15323	   	166.51	DCR|3VULN|2DMG|1CDMG	1CGEN|249VULN|3RPLT|56DMG|7RCR|8FEWX|aCDMG
113	25121 11314	   	166.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DLOT|2ERES|3CDMG|4DUR|59DMG|6ZMB|7aVULN|8RCR
114	25121 26314	   	166.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DLOT|2ERES|3CDMG|4DUR|59DMG|6aVULN|7ZMB|8RCR
115	15232 26235	 * 	166.11	DCR|2VULN|1AART|3DUR|2ASPD|1CDMG	1CGEN|2AART|356DUR|45VULN|5BPWR|7CDMG|8aASPD|9RCR
116	65431 13112	   	165.80	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1MLV|27AART|38VULN|4ZMB|5LIT|6ASPD|9RCR|aCDMG
117	23335 21152	   	165.71	DCR|2VULN|3ZMB|1AART|2CDMG	1DLOT|29VULN|346ZMB|56CDMG|6BPWR|7AART|8LWND|aRCR
118	23634 12253	 * 	165.64	ACR|4VULN|1AART|1ZMB	1DLOT|289aVULN|3AART|4RMIN|5RCR|6LIT|7ZMB
119	12633 31431	   	165.60	DCR|3VULN|3ZMB|1AART	1CGEN|238ZMB|4AART|567VULN|9RCR|aBEXP
120	12633 31432	   	165.60	DCR|3VULN|3ZMB|1AART	1CGEN|238ZMB|4AART|567VULN|9RCR|aLIT
121	12633 31433	   	165.60	DCR|3VULN|3ZMB|1AART	1CGEN|238ZMB|4AART|567VULN|9RCR|aFEWX
122	12633 31434	   	165.60	DCR|3VULN|3ZMB|1AART	1CGEN|238ZMB|4AART|567VULN|9RCR|aLWND
123	15231 35613	   	165.52	DCR|3VULN|1AART|1DMG|1DUR	1aCGEN|2AART|3DUR|45aVULN|6DMG|7AIRHEL|8aLWND|9RCR|aBPWR
124	13412 26235	   	165.51	DCR|2VULN|1AART|3DUR|2ASPD|1CDMG	1CGEN|25VULN|3AART|456DUR|5BPWR|7CDMG|8aASPD|9RCR
125	64431 13112	   	165.20	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1MLV|28VULN|37AART|4ZMB|5LIT|6ASPD|9RCR|aCDMG
126	25162 21632	 * 	165.20	DCR|3VULN|2CDMG|1DMG|2ZMB	1DLOT|2ERES|36CDMG|456VULN|6BPWR|7aZMB|8DMG|9RCR
127	31432 31244	 * 	165.18	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2ASPD|38AART|4ZMB|5ERES|6CDMG|7VULN|9DMG|aRCR
128	13621 15124	   	165.10	DCR|3VULN|2DMG|2DUR	1CGEN|249VULN|3RPLT|56DMG|7RCR|8aDUR
129	31453 31134	   	164.90	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	1LHND|25ASPD|3AART|47VULN|6CDMG|8DUR|9ZMB|aRCR
130	15231 35342	   	164.85	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2AART|3DUR|45VULN|68DMG|7AIRHEL|9FEWX|aRCR
131	15231 35352	   	164.85	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2AART|3DUR|45VULN|68DMG|7AIRHEL|9BEXP|aRCR
132	65231 35332	   	164.85	DCR|2VULN|2DMG|1AART|1DUR	1MLV|2AART|3DUR|45VULN|68DMG|7AIRHEL|9LIT|aRCR
133	23632 32613	   	164.77	DCR|3VULN|1AART|1FLTHEA|1ZMB	1DLOT|256VULN|3AART|4RMIN|7LHND|8RCR|9ZMB|aFLTHEA
134	15231 35362	   	164.75	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2AART|3DUR|45VULN|68DMG|7AIRHEL|9DUST|aRCR
135	31632 31244	   	164.58	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2ASPD|3ZMB|48AART|5ERES|6CDMG|7VULN|9DMG|aRCR
136	13142 31616	 * 	164.57	DCR|3VULN|2AART|1CDMG|1SELL	1CGEN|257VULN|35LHND|49AART|5BPWR|6SELL|8RCR|aCDMG
137	21233 55212	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2DUR|3LWND|4LHND|5aVULN|6CDMG|7RCR|8AART|9DMG
138	24313 55212	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2LWND|3FEWX|4DUR|5aVULN|6CDMG|7RCR|8AART|9DMG
139	12142 41431	   	164.50	DCR|3VULN|3ZMB|1AART	15CGEN|248ZMB|347VULN|4BPWR|6AART|9RCR|aBEXP
140	12142 41432	   	164.50	DCR|3VULN|3ZMB|1AART	15CGEN|248ZMB|347VULN|4BPWR|6AART|9RCR|aLIT
141	12142 41433	   	164.50	DCR|3VULN|3ZMB|1AART	15CGEN|248ZMB|347VULN|4BPWR|6AART|9RCR|aFEWX
142	12143 42431	   	164.50	DCR|3VULN|3ZMB|1AART	17CGEN|248ZMB|345VULN|4BPWR|6AART|9RCR|aBEXP
143	12143 42432	   	164.50	DCR|3VULN|3ZMB|1AART	17CGEN|248ZMB|345VULN|4BPWR|6AART|9RCR|aLIT
144	12143 42433	   	164.50	DCR|3VULN|3ZMB|1AART	17CGEN|248ZMB|345VULN|4BPWR|6AART|9RCR|aFEWX
145	13141 31616	 * 	164.47	DCR|3VULN|2AART|1CDMG|1SELL	1CGEN|257VULN|3LHND|49AART|6SELL|8RCR|aCDMG
146	23412 53313	   	164.45	DCR|2VULN|2DMG|1AART|1ASPD	1DLOT|2aVULN|3RCVC|4aCGEN|5MLV|6ASPD|7AART|8aDMG|9RCR|aBPWR
147	23333 56222	   	164.42	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1DLOT|28VULN|34ZMB|5DMG|6ASPD|7RCR|9ERES|aAART
148	23333 56232	   	164.42	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1DLOT|28VULN|34ZMB|5DMG|6ASPD|7RCR|9TLV|aAART
149	23333 56342	   	164.42	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD	1DLOT|2VULN|34ZMB|59DMG|6ASPD|7RCR|8ERES|aAART
150	23333 56362	   	164.42	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1DLOT|29VULN|34ZMB|5DMG|6ASPD|7RCR|8ERES|aAART
151	21263 55212	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DLOT|2DUR|3LWND|4DUST|5aVULN|6CDMG|7RCR|8AART|9DMG
152	23333 36511	   	164.30	DCR|2VULN|2DMG|2ZMB|2DUR	1DLOT|2aVULN|34ZMB|5aDMG|6CGEN|7RCR|8AIRHEL|9aDUR|aBPWR
153	23333 36611	   	164.30	DCR|2VULN|2DMG|2ZMB|2DUR	1DLOT|2aVULN|34ZMB|5aDMG|6CGEN|7RCR|8BASICY|9aDUR|aBPWR
154	25121 11311	 * 	164.27	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1DLOT|2ERES|3CDMG|4DUR|59aDMG|6ZMB|7VULN|8RCR
155	25121 26311	   	164.27	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1DLOT|2ERES|3CDMG|4DUR|59aDMG|6VULN|7ZMB|8RCR
156	25161 15311	   	164.27	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1DLOT|2ERES|3CDMG|4VULN|59aDMG|6ZMB|7DUR|8RCR
157	15231 16335	   	164.26	DCR|4VULN|1AART|1DUR	18CGEN|2AART|3DUR|459aVULN|6LWND|7RCR
158	13411 35342	   	164.25	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|25VULN|3AART|4DUR|68DMG|7AIRHEL|9FEWX|aRCR
159	13411 35352	   	164.25	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|25VULN|3AART|4DUR|68DMG|7AIRHEL|9BEXP|aRCR
160	23512 53316	   	164.25	DCR|2VULN|2DMG|1AART|1ASPD	1DLOT|23VULN|4CGEN|5MLV|6ASPD|7AART|8aDMG|9RCR
161	23333 26511	   	164.20	DCR|2VULN|2DMG|2ZMB|2DUR	1DLOT|2aVULN|34ZMB|5aDMG|6ERES|7RCR|8AIRHEL|9aDUR|aBPWR
162	23333 26611	   	164.20	DCR|2VULN|2DMG|2ZMB|2DUR	1DLOT|2aVULN|34ZMB|5aDMG|6ERES|7RCR|8BASICY|9aDUR|aBPWR
163	13411 35362	   	164.15	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|25VULN|3AART|4DUR|68DMG|7AIRHEL|9DUST|aRCR
164	21113 11266	   	164.11	DCR|3VULN|2DMG|3DUR	1DLOT|248DUR|3ERES|58DMG|6RCVC|78aVULN|8BPWR|9RCR
165	23112 33266	   	164.11	DCR|3VULN|2DMG|3DUR	1DLOT|28aVULN|35ERES|458DUR|58BPWR|68DMG|7RCVC|9RCR
