0	Index      	 *	Score 	Summary	Detail	
1	13531 14411	 * 	195.46	DCR|3VULN|2AART|2DMG|1DUR	1RCVC|24DMG|39AART|4BPWR|578VULN|6DUR|aRCR
47	33433 32321	 * 	178.92	ACR|3VULN|2DMG|2DUR|1ZMB	168VULN|2CGEN|3RCR|4aDUR|59DMG|7ZMB
48	34623 23331	 * 	178.87	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1DUR	13VULN|2aZMB|4CDMG|5AART|6DUR|7DMG|8RCR|9BEXP
49	34236 35233	   	178.64	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	16aVULN|2ZMB|3AART|4aLWND|5RCR|7DMG|8ASPD|9aERES|aBPWR
50	34236 21112	   	178.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	17aVULN|2ZMB|3AART|4LWND|5RCR|6ERES|8DUR|9DMG
51	34236 34112	   	178.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	16aVULN|2ZMB|3AART|4LWND|5RCR|7ERES|8DUR|9DMG
52	34236 36112	   	178.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	16aVULN|2ZMB|3AART|4LWND|5RCR|7TLV|8DUR|9DMG
53	34236 41112	   	178.54	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	17aVULN|2ZMB|3AART|4LWND|5RCR|6TLV|8DUR|9DMG
54	33411 43433	   	178.44	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD	17VULN|2CGEN|3RCR|4ZMB|5ASPD|6FLTHEA|8AART|9DMG|aRPLT
55	33411 43431	   	178.34	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD	17VULN|2CGEN|3RCR|4ZMB|5ASPD|6FLTHEA|8AART|9DMG|aLEGI
56	33433 33336	   	178.31	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	16VULN|2CGEN|3RCR|4DUR|5aDMG|7ASPD|8AART|9LWND
57	33433 33351	   	178.31	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	16VULN|29CGEN|3RCR|4DUR|5aDMG|7ASPD|8AART
58	33433 33346	   	178.21	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	16VULN|2CGEN|3RCR|4DUR|5aDMG|7ASPD|8AART|9DUST
59	34226 32243	   	178.12	DCR|2VULN|2DMG|1AART|1ZMB	1aVULN|2ZMB|3AART|45aBEXP|6RCR|7AIRHEA|8LWND|9aDMG|aBPWR
60	13546 32312	 * 	177.98	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1RCVC|29DMG|3AART|4VULN|5DUST|6RCR|7LWND|8ZMB|aFLTHEA
61	33421 14522	   	177.58	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|2CGEN|3RCR|4aBEXP|5TLV|6CDMG|7BELT|8aDMG|9AART|aBPWR
62	13533 24361	   	177.47	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|24DMG|3AART|4BPWR|5FEWX|67VULN|8CDMG|9RCR|aCGEN
63	13533 24362	   	177.47	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|24DMG|3AART|4BPWR|5FEWX|67VULN|8CDMG|9RCR|aLHND
64	13531 23361	   	177.37	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|24DMG|3AART|4BPWR|56VULN|7DUST|8CDMG|9RCR|aCGEN
65	13531 23362	   	177.37	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|24DMG|3AART|4BPWR|56VULN|7DUST|8CDMG|9RCR|aLHND
66	13531 23364	   	177.37	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|24DMG|3AART|4BPWR|56VULN|7DUST|8CDMG|9RCR|aMGNSTR
67	13531 23365	   	177.37	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|24DMG|3AART|4BPWR|56VULN|7DUST|8CDMG|9RCR|aFEWX
68	35622 11644	   	177.37	DCR|3VULN|2DMG|1AART	19aVULN|2DMSP|3LIT|49MLV|5MBVNT|69DMG|7RCR|8AART|9BPWR
69	34151 13412	 * 	177.31	DCR|4VULN|1AART|2ZMB|1ASPD	157aVULN|28ZMB|3ASPD|4MGNLIT|6RCR|9AART
70	13532 23263	 * 	177.31	DCR|3DMG|1AART|1VULN|1CDMG	18RCVC|24aDMG|3AART|4BPWR|5CDMG|6LHND|7VULN|9RCR
71	13531 23366	   	177.27	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|24DMG|3AART|4BPWR|56VULN|7DUST|8CDMG|9RCR|aCANHEL
72	34313 16631	   	177.20	4VULN|3DMG|3ZMB|1AART	1689VULN|289ZMB|3ERES|4AART|5CGEN|789DMG|89BPWR|aRPLT
73	34216 35312	   	177.08	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1VULN|2ZMB|3AART|4RCVC|5DUST|6RCR|79DMG|8LHND|aFLTHEA
74	61382 11643	   	177.07	DCR|3VULN|2DMG|1AART	1MBVNT|239ERES|4LIT|59aVULN|69DMG|7RCR|8AART|9BPWR
75	33433 33312	   	177.02	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	16VULN|2CGEN|3RCR|4aDUR|5DMG|7ASPD|8AART|9ZMB
76	33433 33365	   	177.02	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	16VULN|2CGEN|3RCR|49DUR|5DMG|7ASPD|8AART|aZMB
77	34222 35363	 * 	176.88	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1aVULN|2ZMB|3AART|4aBEXP|5RCVC|6RCR|7DMG|8ERES|9aASPD|aBPWR
78	34232 32533	   	176.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2ZMB|3AART|47LWND|5RCVC|6RCR|9CDMG|aDMG
79	13531 23461	   	176.87	DCR|3VULN|2DMG|1AART	1RCVC|24DMG|3AART|4BPWR|568VULN|79DUST|aRCR
80	34222 35212	   	176.78	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1VULN|2ZMB|3AART|4BEXP|5RCVC|6RCR|79DMG|8DUST|aFLTHEA
81	34232 35261	 * 	176.78	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1VULN|2ZMB|3AART|4LWND|5RCVC|6RCR|7aDMG|89ASPD
82	34236 21113	   	176.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	17VULN|2ZMB|3AART|4LWND|5RCR|6ERES|8DUR|9DMG|aCDMG
83	34236 34113	   	176.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	16VULN|2ZMB|3AART|4LWND|5RCR|7ERES|8DUR|9DMG|aCDMG
84	34236 36113	   	176.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	16VULN|2ZMB|3AART|4LWND|5RCR|7TLV|8DUR|9DMG|aCDMG
85	34236 41113	   	176.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	17VULN|2ZMB|3AART|4LWND|5RCR|6TLV|8DUR|9DMG|aCDMG
86	33433 33324	   	176.38	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	16aVULN|2CGEN|3RCR|4DUR|5DMG|7ASPD|8AART|9LIT
87	33433 33332	   	176.38	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	16aVULN|2CGEN|3RCR|4DUR|5DMG|7ASPD|8AART|9LWND
88	34236 35321	   	176.34	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	16VULN|2ZMB|39AART|4LWND|5RCR|7DMG|8RCVC|aDUR
89	34623 23343	   	176.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4CDMG|5AART|6DUR|7DMG|8RCR|9BELT|aRCVC
90	33433 33342	   	176.28	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	16aVULN|2CGEN|3RCR|4DUR|5DMG|7ASPD|8AART|9DUST
91	13223 63365	   	176.27	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|27DMG|3BEXP|4CDMG|5AART|6aVULN|8FEWX|9RCR
92	13323 63365	   	176.17	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|27DMG|3DUST|4CDMG|5AART|6aVULN|8FEWX|9RCR
93	13546 33232	   	175.92	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|3AART|49aVULN|5DUST|6RCR|7DUR|8FEWX
94	32323 54412	   	175.73	DCR|3VULN|1AART|1DMG|1CDMG	19aVULN|2FEWX|3CDMG|4RMIN|5DMG|6RCR|7BELT|8AART
95	34236 35311	   	175.54	ACR|2VULN|2DMG|1AART|1ZMB	16VULN|2ZMB|3AART|4LWND|5RCR|7aDMG|8RCVC|9CGEN
96	13521 26411	   	175.54	DCR|2AART|2VULN|2DMG|2RCVC	15RCVC|27DMG|39AART|4BEXP|68VULN|aRCR
97	13542 26311	   	175.54	DCR|2AART|2VULN|2DMG|2RCVC	15RCVC|27DMG|39AART|46VULN|8FEWX|aRCR
98	13532 31315	 * 	175.52	DCR|3DMG|2AART|1CDMG|1ZMB	1RCVC|247DMG|39AART|4BPWR|5CDMG|6ZMB|8RMIN|aRCR
99	34232 35112	   	175.47	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1VULN|2ZMB|3AART|4LWND|5RCVC|6RCR|79DMG|8aDUR
100	34252 35112	   	175.47	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1VULN|2ZMB|3AART|4LHND|5RCVC|6RCR|79DMG|8aDUR
101	11533 35213	   	175.42	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1RCVC|2aCGEN|3AART|4LWND|5aVULN|6RCR|7DMG|8ASPD|9aZMB|aBPWR
102	33125 16331	   	175.26	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	148VULN|2CGEN|3ASPD|5ERES|6RCR|7DUR|9AART|aDMG
103	32323 51661	 * 	175.23	DCR|3DMG|2VULN|2CDMG	19VULN|2FEWX|3aCDMG|4RMIN|578DMG|6RCR
104	13131 54212	   	175.13	DCR|3VULN|2DMG|2DUR|3RCVC	135RCVC|2aDMG|46aVULN|7RCR|8aDUR|9BELT|aBPWR
105	13131 64212	   	175.13	DCR|3DMG|2VULN|2DUR|3RCVC	135RCVC|26aDMG|4aVULN|7RCR|8aDUR|9BELT|aBPWR
106	34623 23311	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4CDMG|5AART|6DUR|7DMG|8RCR|9LIT|aDMSP
107	34623 23316	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4CDMG|5AART|6DUR|7DMG|8RCR|9LIT|aLHND
108	34623 23336	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4CDMG|5AART|6DUR|7DMG|8RCR|9BEXP|aDMSP
109	34623 23341	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4CDMG|5AART|6DUR|7DMG|8RCR|9BELT|aBEXP
110	61544 11644	   	174.95	DCR|2VULN|2DMG|1AART|2DUR	1MBVNT|28ERES|3RMIN|49DUR|58DMG|6RCR|78VULN|8BPWR|aAART
111	13531 22311	   	174.94	DCR|2AART|2VULN|2DMG	17RCVC|24DMG|39AART|4BPWR|56VULN|8FEWX|aRCR
112	33433 32324	   	174.93	ACR|3VULN|2DMG|1ZMB|1DUR	168VULN|2CGEN|3RCR|4DUR|59DMG|7ZMB|aRCVC
113	34623 23313	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4CDMG|5AART|6DUR|7DMG|8RCR|9LIT|aERES
114	34623 23314	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4CDMG|5AART|6DUR|7DMG|8RCR|9LIT|aDUST
115	34623 23334	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4CDMG|5AART|6DUR|7DMG|8RCR|9BEXP|aLEGI
116	34623 23352	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4CDMG|5AART|6DUR|7DMG|8RCR|9ERES|aCGEN
117	34623 23362	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4CDMG|5AART|6DUR|7DMG|8RCR|9TLV|aCGEN
118	34216 35111	   	174.88	DCR|2AART|2DMG|1VULN|1ZMB	1VULN|2ZMB|38AART|4RCVC|5DUST|6RCR|7aDMG|9CGEN
119	13516 36313	   	174.82	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2DMG|35AART|4LIT|6RCR|7ASPD|8VULN|9CDMG|aDUR
120	34623 23351	   	174.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4CDMG|5AART|6DUR|7DMG|8RCR|9ERES|aDUST
121	34623 23361	   	174.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4CDMG|5AART|6DUR|7DMG|8RCR|9TLV|aDUST
122	34222 14411	 * 	174.77	DCR|4VULN|2AART|1ZMB	1678VULN|2ZMB|39AART|4BEXP|5RCVC|aRCR
123	34232 14411	   	174.77	DCR|4VULN|2AART|1ZMB	1678VULN|2ZMB|39AART|4LWND|5RCVC|aRCR
124	13532 32363	 * 	174.74	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RCVC|24DMG|3AART|4BPWR|5CDMG|6aZMB|7VULN|8RMIN|9RCR
125	13532 32563	   	174.74	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RCVC|24DMG|3AART|4BPWR|5CDMG|6aZMB|7VULN|8MLV|9RCR
126	33413 24175	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2CGEN|3RCR|4ZMB|5LIT|6MBVNT|78DMG|9AART
127	33411 43241	 * 	174.73	ACR|3VULN|1AART|1FLTHEA|1ZMB|1ASPD	178VULN|2CGEN|3RCR|4ZMB|5ASPD|6FLTHEA|9AART|aRCVC
128	34222 35111	   	174.68	DCR|2AART|2DMG|1VULN|1ZMB	1VULN|2ZMB|38AART|4BEXP|5RCVC|6RCR|7aDMG|9CGEN
129	13531 54111	   	174.64	DCR|2AART|2DMG|2VULN	18RCVC|24DMG|39AART|4BPWR|57VULN|6LHND|aRCR
130	13533 24111	   	174.64	DCR|2AART|2VULN|2DMG	18RCVC|24DMG|39AART|4BPWR|5FEWX|67VULN|aRCR
131	13532 32163	   	174.64	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	1RCVC|24DMG|3AART|4BPWR|5CDMG|6aZMB|7VULN|8TLV|9RCR
132	34222 35161	   	174.58	DCR|2AART|2DMG|1VULN|1ZMB	1VULN|2ZMB|38AART|4BEXP|5RCVC|6RCR|7aDMG|9TLV
133	13531 23111	   	174.54	DCR|2AART|2VULN|2DMG	18RCVC|24DMG|39AART|4BPWR|56VULN|7DUST|aRCR
134	13531 64111	   	174.54	DCR|2AART|2DMG|2VULN	18RCVC|24DMG|39AART|4BPWR|57VULN|6LEGI|aRCR
135	33433 33333	   	174.37	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	16VULN|2CGEN|3RCR|4DUR|5DMG|7ASPD|8AART|9LWND|aCDMG
136	33433 33343	   	174.27	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	16VULN|2CGEN|3RCR|4DUR|5DMG|7ASPD|8AART|9DUST|aCDMG
137	34331 11156	   	174.22	DCR|2VULN|2DMG|1AART|1ZMB	15VULN|2ZMB|3ERES|4AIRHEA|6RCR|7BELT|8aDMG|9AART
138	33432 21331	   	174.13	ACR|3VULN|1AART|1DMG|2DUR	178VULN|2CGEN|3RCR|45DUR|6LWND|9AART|aDMG
139	33432 61331	   	174.13	ACR|3VULN|1AART|1DMG|2DUR	178VULN|2CGEN|3RCR|45DUR|6LHND|9AART|aDMG
140	34232 35211	   	174.02	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD	1VULN|29ZMB|3AART|4LWND|5RCVC|6RCR|7aDMG|8ASPD
141	34252 35211	   	174.02	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD	1VULN|29ZMB|3AART|4LHND|5RCVC|6RCR|7aDMG|8ASPD
142	34226 35212	   	173.98	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1VULN|2ZMB|3AART|45BEXP|6RCR|79DMG|8DUST|aFLTHEA
143	34261 35212	   	173.98	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1VULN|2ZMB|3AART|45FEWX|6RCR|79DMG|8DUST|aFLTHEA
144	13546 33233	   	173.92	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2DMG|3AART|49VULN|5DUST|6RCR|7DUR|8FEWX|aCDMG
145	33432 33432	   	173.90	ACR|2VULN|1AART|1DMG|3DUR|1ZMB	17VULN|2CGEN|3RCR|456DUR|8AART|9DMG|aZMB
146	33362 61252	 * 	173.78	DCR|4VULN|1AART|2CDMG	149aVULN|2CGEN|3aMGNLIT|5aCDMG|6DLOT|7RCR|8AART|aBPWR
147	62428 83324	 * 	173.75	DCR|2VULN|2DMG|3ZMB|1CDMG	1MBVNT|2DMSP|358ZMB|4CDMG|68VULN|78DMG|8BPWR|9RCVC|aRCR
148	34236 13363	   	173.74	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2ZMB|3AART|4aLWND|5RCR|6VENICY|79DMG|8aBEXP|aBPWR
149	33433 32322	   	173.63	ACR|3VULN|2DMG|1ZMB|1DUR	168VULN|2CGEN|3RCR|4DUR|59DMG|7ZMB|aBEXP
150	33433 32323	   	173.63	ACR|3VULN|2DMG|1ZMB|1DUR	168VULN|2CGEN|3RCR|4DUR|59DMG|7ZMB|aRMIN
151	33433 32325	   	173.63	ACR|3VULN|2DMG|1ZMB|1DUR	168VULN|2CGEN|3RCR|4DUR|59DMG|7ZMB|aRPLT
152	33433 32326	   	173.63	ACR|3VULN|2DMG|1ZMB|1DUR	168VULN|2CGEN|3RCR|4DUR|59DMG|7ZMB|aFEWX
153	33433 32351	   	173.63	ACR|3VULN|2DMG|1ZMB|1DUR	168VULN|2CGEN|3RCR|4DUR|5aDMG|7ZMB|9BELT
154	13521 24411	   	173.61	DCR|3VULN|2AART|1DMG|2RCVC	15RCVC|2DMG|39AART|4BEXP|678VULN|aRCR
155	13521 24363	   	173.56	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|2RCVC	15RCVC|2DMG|3AART|4BEXP|67VULN|8CDMG|9RCR|aZMB
156	13521 26363	   	173.56	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|2RCVC	15RCVC|27DMG|3AART|4BEXP|6VULN|8CDMG|9RCR|aZMB
157	34236 13142	   	173.54	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2ZMB|3AART|4aLWND|5RCR|6VENICY|79DMG|8aERES|aBPWR
158	34236 13361	   	173.54	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2ZMB|3AART|4LWND|5RCR|6VENICY|79DMG|8BEXP
159	13542 23411	   	173.51	DCR|3VULN|2AART|1DMG|2RCVC	15RCVC|2DMG|39AART|468VULN|7DUST|aRCR
160	63614 14415	   	173.48	DCR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2BEXP|3ERES|4ZMB|5DMG|6RCR|7AART|89aVULN
161	13542 23363	   	173.46	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|2RCVC	15RCVC|2DMG|3AART|46VULN|7DUST|8CDMG|9RCR|aZMB
162	34236 13261	   	173.44	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2ZMB|3AART|4LWND|5RCR|6VENICY|79DMG|8LEGI
