0	Index      	 *	Score 	Summary	Detail	
1	21112 64113	 * 	188.74	DCR|4VULN|2DMG|2DUR|1ASPD	1aDUR|2BEXP|379aVULN|4ASPD|5FEWX|6RCR|8aDMG|aBPWR
23	21113 44135	   	170.88	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2BEXP|37aVULN|4ASPD|5RCR|6DUST|8DMG|9AART
24	21113 63152	   	170.88	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2BEXP|378VULN|4ASPD|5RCR|6TLV|9AART|aDMG
25	51323 14135	   	170.88	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2BEXP|3ASPD|4DUR|5RCR|67aVULN|8DMG|9AART
26	15361 21152	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	15FEWX|2ERES|3RCR|4aDMG|68VULN|7DUR|9AART
27	21313 14113	   	170.25	ACR|3VULN|2DMG|2DUR|1ASPD	1aDUR|2BEXP|3aLWND|4ASPD|5RCR|679VULN|8aDMG|aBPWR
28	21113 12113	   	170.15	ACR|3VULN|2DMG|2DUR|1ASPD	1aDUR|2aBEXP|369VULN|4ASPD|5RCR|7LEGI|8aDMG|aBPWR
29	21613 14113	   	170.15	ACR|3VULN|2DMG|2DUR|1ASPD	1aDUR|2aBEXP|3LEGI|4ASPD|5RCR|679VULN|8aDMG|aBPWR
30	51413 14113	   	170.05	ACR|3VULN|2DMG|2DUR|1ASPD	1aDUST|2BEXP|3aDUR|4ASPD|5RCR|679VULN|8aDMG|aBPWR
31	21113 42213	   	170.05	ACR|3VULN|2DMG|2DUR|1ASPD	1aDUR|2BEXP|39aVULN|4ASPD|5RCR|68DUST|7aDMG|aBPWR
32	21113 43113	   	170.05	ACR|3VULN|2DMG|2DUR|1ASPD	1aDUR|2BEXP|39aVULN|4ASPD|5RCR|67DUST|8aDMG|aBPWR
33	15326 31422	 * 	169.94	ACR|3DMG|1AART|1VULN|1ASPD	1FEWX|2ERES|3RCR|4CGEN|5ASPD|69aDMG|7AART|8VULN
34	51113 26622	   	169.57	ACR|3VULN|2AART|1CDMG|1ASPD	1DUST|2BEXP|379VULN|4ASPD|5RCR|6CDMG|8aAART
35	11542 32846	   	168.87	ACR|2VULN|2DMG|1AART|1ASPD	1FEWX|2BEXP|3MBVNT|4RCR|5aVULN|6ASPD|79DMG|8AART
36	15331 11154	   	168.84	ACR|3VULN|1AART|2CDMG|1DUR	17FEWX|2ERES|3RCR|47CDMG|578VULN|6RPLT|7BPWR|9AART|aDUR
37	11542 75133	   	168.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2BEXP|3MBVNT|4RCR|57VULN|6ZMB|8DMG|9AART|aCDMG
38	51133 12152	   	168.00	ACR|3VULN|1AART|1DMG|1ZMB	1DUST|2BEXP|368VULN|4MLV|5RCR|7ZMB|9AART|aDMG
39	51123 12152	   	167.90	ACR|3VULN|1AART|1DMG|1ZMB	1DUST|2BEXP|368VULN|4TLV|5RCR|7ZMB|9AART|aDMG
40	33255 31412	 * 	167.64	ACR|2DMG|2AART|1VULN|1CDMG	1ERES|2RPLT|3CDMG|4CGEN|5RCR|6aDMG|79AART|8VULN
41	15331 11242	   	167.54	ACR|3VULN|3CDMG|1AART	179FEWX|2ERES|3RCR|479CDMG|579VULN|6RPLT|79BPWR|8DMSP|aAART
42	15331 11642	   	167.44	ACR|3VULN|3CDMG|1AART	179FEWX|28ERES|3RCR|479CDMG|579VULN|6RPLT|79BPWR|aAART
43	11336 41152	   	166.64	ACR|3VULN|1AART|1DMG|1ASPD	17FEWX|27BEXP|3ASPD|4RCR|5CGEN|678VULN|7BPWR|9AART|aDMG
44	22133 16366	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2LSRHEA|3RMIN|49aVULN|5DMG|6BEXP|7RCR|8AART
45	15331 61152	   	166.49	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1FEWX|2ERES|3RCR|4CDMG|58VULN|6SELL|7DUR|9AART|aDMG
46	11511 12846	   	166.47	ACR|2VULN|2DMG|1AART|1ASPD	1FEWX|2BEXP|3MBVNT|4ASPD|5RCR|6aVULN|79DMG|8AART
47	11334 14135	   	166.34	ACR|3VULN|1AART|1DMG|1ASPD	1FEWX|2BEXP|3ASPD|4RCR|5DUST|67aVULN|8DMG|9AART
48	11542 35136	   	166.34	ACR|3VULN|1AART|1DMG|1ASPD	1FEWX|2BEXP|3MBVNT|4RCR|57aVULN|6ASPD|8DMG|9AART
49	51332 14135	   	166.34	ACR|3VULN|1AART|1DMG|1ASPD	1DUST|2BEXP|3ASPD|4RCR|5FEWX|67aVULN|8DMG|9AART
50	51322 62325	 * 	166.31	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	18DUST|2BEXP|38ASPD|4DUR|5FEWX|6RCR|78DMG|8BPWR|9AART|aVULN
51	15331 11252	   	166.31	ACR|2VULN|1AART|1DMG|2CDMG	17FEWX|2ERES|3RCR|47CDMG|57VULN|6RPLT|7BPWR|8DMSP|9AART|aDMG
52	21113 26642	   	166.25	ACR|2VULN|2AART|1CDMG|2DUR|1ASPD	19DUR|2BEXP|37VULN|4ASPD|5RCR|6CDMG|8aAART
53	15331 11652	   	166.21	ACR|2VULN|1AART|1DMG|2CDMG	17FEWX|28ERES|3RCR|47CDMG|57VULN|6RPLT|7BPWR|9AART|aDMG
54	21113 13123	 * 	166.15	ACR|5VULN|2ASPD|2DUR	1aDUR|2BEXP|3689aVULN|4aASPD|5RCR|7RMIN|aBPWR
55	15346 11322	   	166.03	ACR|2VULN|2DMG|1AART	1FEWX|2ERES|3RCR|4DUST|5AART|68VULN|7DMSP|9aDMG
56	21133 12352	   	165.97	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2BEXP|36VULN|4MLV|5RCR|7DMSP|8aDMG|9AART
57	32361 21264	 * 	165.88	DCR|4VULN|1AART|1DMG	1ERES|2DMSP|3678VULN|4DMG|5LIT|9AART|aRCR
58	21123 12352	   	165.87	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2BEXP|36VULN|4TLV|5RCR|7DMSP|8aDMG|9AART
59	15363 41333	 * 	165.75	ACR|4VULN|1DMG|1CDMG	17FEWX|27ERES|3RCR|4DMG|5DUST|679aVULN|7BPWR|8CDMG
60	15326 31412	   	165.73	ACR|2DMG|2AART|1VULN|1ASPD	1FEWX|2ERES|3RCR|4CGEN|5ASPD|6aDMG|79AART|8VULN
61	22133 36222	   	165.67	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1DUR|2LSRHEA|3RMIN|48aVULN|5DMG|6SELL|7RCR|9AART
62	23133 36222	   	165.67	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1DUR|2VENICY|3RMIN|48aVULN|5DMG|6SELL|7RCR|9AART
63	15325 24322	   	165.43	ACR|2VULN|2DMG|1AART	1FEWX|2ERES|3RCR|4CGEN|58VULN|6AART|7NUKE|9aDMG
64	31125 36243	 * 	165.24	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1ERES|2LWND|3ASPD|4CDMG|59aVULN|6DUR|7AART|8RCR
65	21112 64115	 * 	165.20	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2BEXP|379VULN|4ASPD|5FEWX|6RCR|8DMG|aCDMG
66	21113 26621	   	165.16	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2BEXP|379VULN|4ASPD|5RCR|6CDMG|8AART|aMLV
67	21133 13353	   	165.13	ACR|2VULN|2AART|1DMG|2DUR	17DUR|2BEXP|36VULN|4MLV|5RCR|8DMG|9aAART
68	21113 26623	   	165.06	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2BEXP|379VULN|4ASPD|5RCR|6CDMG|8AART|aLSRREG
69	21113 26624	   	165.06	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2BEXP|379VULN|4ASPD|5RCR|6CDMG|8AART|aDUST
70	21113 26633	   	165.06	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2BEXP|37aVULN|4ASPD|5RCR|6CDMG|8AART|9DUST
71	21113 26662	   	165.06	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2BEXP|37aVULN|4ASPD|5RCR|6CDMG|8AART|9TLV
72	21123 13353	   	165.03	ACR|2VULN|2AART|1DMG|2DUR	17DUR|2BEXP|36VULN|4TLV|5RCR|8DMG|9aAART
73	21112 62635	   	165.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	18DUR|2BEXP|3aVULN|4ASPD|5FEWX|6RCR|7DMG|9AART
74	21115 42342	   	164.84	DCR|3VULN|2DMG|2DUR|1ASPD	19DUR|2BEXP|369VULN|4ASPD|5TLV|79DMG|8NUKE|9BPWR|aRCR
75	11331 33444	   	164.79	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2BEXP|3ASPD|4RCR|5ZMB|6DUR|7CDMG|8VULN|9AART|aDMG
76	11331 43244	   	164.79	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2BEXP|3ASPD|4RCR|5ZMB|6VULN|7CDMG|8DUR|9AART|aDMG
77	51113 15121	   	164.54	ACR|3VULN|1AART|1DMG|1ASPD	1DUST|2BEXP|367VULN|4ASPD|5RCR|8AART|9DMG|aCGEN
78	51113 15123	   	164.54	ACR|3VULN|1AART|1DMG|1ASPD	1DUST|2BEXP|367VULN|4ASPD|5RCR|8AART|9DMG|aLIT
79	51113 15125	   	164.54	ACR|3VULN|1AART|1DMG|1ASPD	1DUST|2BEXP|367VULN|4ASPD|5RCR|8AART|9DMG|aLWND
80	51113 15126	   	164.54	ACR|3VULN|1AART|1DMG|1ASPD	1DUST|2BEXP|367VULN|4ASPD|5RCR|8AART|9DMG|aFEWX
81	15361 21153	   	164.53	ACR|2VULN|2AART|1DMG|1DUR	15FEWX|2ERES|3RCR|4DMG|68VULN|7DUR|9aAART
82	51113 15122	   	164.44	ACR|3VULN|1AART|1DMG|1ASPD	1DUST|2BEXP|367VULN|4ASPD|5RCR|8AART|9DMG|aNUKE
83	21113 13125	   	164.41	ACR|4VULN|1AART|1ASPD|1DUR	1DUR|2BEXP|3689VULN|4ASPD|5RCR|7RMIN|aAART
84	11542 76442	   	164.39	ACR|3VULN|2DMG|1ZMB	19FEWX|2BEXP|3MBVNT|4RCR|59aVULN|6ZMB|7LIT|89DMG|9BPWR
85	51113 12166	 * 	164.09	ACR|4VULN|1AART|2ASPD	19DUST|2BEXP|3689VULN|49ASPD|5RCR|7RMIN|9BPWR|aAART
86	21133 14152	   	164.04	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2BEXP|368VULN|4MLV|5RCR|7RMIN|9AART|aDMG
87	21123 14152	   	163.94	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2BEXP|368VULN|4TLV|5RCR|7RMIN|9AART|aDMG
88	51113 15352	   	163.94	ACR|3VULN|1AART|1DMG|1ASPD	1DUST|2BEXP|367VULN|4ASPD|5RCR|8CGEN|9AART|aDMG
89	11511 15136	   	163.94	ACR|3VULN|1AART|1DMG|1ASPD	1FEWX|2BEXP|3MBVNT|4ASPD|5RCR|67aVULN|8DMG|9AART
90	51113 15252	   	163.84	ACR|3VULN|1AART|1DMG|1ASPD	1DUST|2BEXP|367VULN|4ASPD|5RCR|8TLV|9AART|aDMG
91	21133 54243	   	163.22	ACR|3VULN|2DMG|2DUR	19DUR|2BEXP|379VULN|4aMLV|5RCR|6AIRHEL|89DMG|9BPWR
92	33255 31422	   	163.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2RPLT|3CDMG|4CGEN|5RCR|6DMG|7AART|8aVULN|9ASPD
93	15363 22631	   	163.13	ACR|2DMG|2VULN|1AART	19FEWX|2ERES|3RCR|49DMG|5DUST|6LEGI|7BEXP|89VULN|9BPWR|aAART
94	21123 54243	   	163.12	ACR|3VULN|2DMG|2DUR	19DUR|2BEXP|379VULN|4TLV|5RCR|6AIRHEL|89DMG|9BPWR|aMLV
95	21133 54242	   	163.12	ACR|3VULN|2DMG|2DUR	19DUR|2BEXP|379VULN|4MLV|5RCR|6AIRHEL|89DMG|9BPWR|aDUST
96	21123 54242	   	163.02	ACR|3VULN|2DMG|2DUR	19DUR|2BEXP|379VULN|4TLV|5RCR|6AIRHEL|89DMG|9BPWR|aDUST
97	51113 15151	   	162.86	ACR|3VULN|2AART|1ASPD|1DUR	1DUST|2BEXP|367VULN|4ASPD|5RCR|89AART|aDUR
98	51113 35152	   	162.84	ACR|2VULN|2AART|1DMG|1ASPD	1DUST|2BEXP|37VULN|4ASPD|5RCR|6RCVC|89AART|aDMG
99	21133 26625	   	162.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2BEXP|37VULN|4MLV|5RCR|6CDMG|8AART|9RMIN|aDMG
100	21123 26625	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2BEXP|37VULN|4TLV|5RCR|6CDMG|8AART|9RMIN|aDMG
101	51335 13126	   	162.29	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|27BEXP|3ASPD|4RCR|59DMG|6ZMB|8AART|aVULN
102	51335 11126	   	162.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	17DUST|2BEXP|3ASPD|4RCR|59DMG|6ZMB|8AART|aVULN
103	51542 32844	   	162.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2BEXP|3MBVNT|4RCR|5VULN|6ASPD|79DMG|8AART|aZMB
104	11542 75142	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2BEXP|3MBVNT|4RCR|57VULN|6ZMB|8aDMG|9CDMG
105	21132 13341	   	162.11	DCR|3VULN|2DMG|3DUR	179DUR|27BEXP|369VULN|4MLV|57FEWX|79BPWR|89DMG|aRCR
106	21136 13341	   	162.11	DCR|3VULN|2DMG|3DUR	179DUR|27BEXP|369VULN|4MLV|57LWND|79BPWR|89DMG|aRCR
107	15346 13233	   	162.09	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2ERES|3RCR|4DUST|5AART|69VULN|7BEXP|8DMG|aCDMG
108	21122 13341	   	162.01	DCR|3VULN|2DMG|3DUR	179DUR|27BEXP|369VULN|4TLV|57FEWX|79BPWR|89DMG|aRCR
109	21126 13341	   	162.01	DCR|3VULN|2DMG|3DUR	179DUR|27BEXP|369VULN|4TLV|57LWND|79BPWR|89DMG|aRCR
110	15331 11151	   	161.90	ACR|3VULN|1AART|2CDMG	17FEWX|2ERES|3RCR|47CDMG|578VULN|6RPLT|7BPWR|9AART|aCGEN
111	15331 11153	   	161.90	ACR|3VULN|1AART|2CDMG	17FEWX|2ERES|3RCR|47CDMG|578VULN|6RPLT|7BPWR|9AART|aLWND
112	15331 11156	   	161.90	ACR|3VULN|1AART|2CDMG	17aFEWX|2ERES|3RCR|47CDMG|578VULN|6RPLT|7BPWR|9AART
113	11142 41252	   	161.82	DCR|3VULN|1AART|1DMG|1DUR	1FEWX|2BEXP|356VULN|4LHND|7DUR|8AART|9RCR|aDMG
114	21142 43252	   	161.72	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2BEXP|356VULN|4LHND|7DUST|8AART|9RCR|aDMG
115	51333 15135	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2BEXP|3ASPD|4RCR|5RMIN|6ZMB|7aVULN|8DMG|9AART
116	51335 12135	   	161.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2BEXP|3ASPD|4RCR|5DMG|6ZMB|7RMIN|8aVULN|9AART
117	16511 11152	   	161.65	ACR|3VULN|1AART|1DMG|1SELL	17FEWX|2SELL|3RCR|47ERES|578VULN|6RPLT|7BPWR|9AART|aDMG
118	51542 35134	   	161.59	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2BEXP|3MBVNT|4RCR|57VULN|6ASPD|8DMG|9AART|aZMB
119	11331 43433	   	161.33	ACR|4VULN|1CDMG|1ZMB|1ASPD	1FEWX|2BEXP|3ASPD|4RCR|5ZMB|689aVULN|7CDMG
120	51114 12135	   	161.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2BEXP|3aVULN|4ASPD|5RMIN|6ZMB|7RCR|8DMG|9AART
121	21133 51241	   	161.21	ACR|2VULN|2DMG|1CDMG|2DUR	19DUR|27BEXP|39VULN|4MLV|5RCR|6AIRHEL|89DMG|9BPWR|aCDMG
122	21123 51241	   	161.11	ACR|2VULN|2DMG|1CDMG|2DUR	19DUR|27BEXP|39VULN|4TLV|5RCR|6AIRHEL|89DMG|9BPWR|aCDMG
123	11142 22622	 * 	161.01	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1FEWX|2BEXP|35VULN|4LHND|6AART|7FLTHEA|8DMG|9RCR|aDUR
124	21142 22223	   	161.01	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2BEXP|35VULN|4LHND|6AART|7FLTHEA|8MLV|9RCR|aDMG
125	21142 22523	   	161.01	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2BEXP|35VULN|4LHND|6AART|7FLTHEA|8CGEN|9RCR|aDMG
126	51323 12613	   	161.01	ACR|2VULN|2DMG|2ASPD|2DUR	1aDUST|2BEXP|3aASPD|48DUR|5RCR|69VULN|7aDMG|aBPWR
127	22413 36263	 * 	160.93	DCR|1AART|1DMG|2CDMG|1VULN|2DUR	19DUR|29LSRHEA|3LIT|4MBVNT|5VULN|6RCR|79CDMG|8AART|9BPWR|aDMG
128	23413 36263	   	160.93	DCR|1AART|1VULN|1DMG|2CDMG|2DUR	19DUR|29VENICY|3LIT|4MBVNT|5VULN|6RCR|79CDMG|8AART|9BPWR|aDMG
129	21113 26635	   	160.86	ACR|2VULN|2AART|1CDMG|1ASPD|1DUR	1DUR|2BEXP|37VULN|4ASPD|5RCR|6CDMG|8aAART|9DUST
130	21113 15411	   	160.82	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2BEXP|369VULN|4ASPD|5RCR|7LIT|8DMG|aCDMG
131	21313 14115	   	160.82	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2BEXP|3LWND|4ASPD|5RCR|679VULN|8DMG|aCDMG
132	15331 66122	   	160.75	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1FEWX|2ERES|3RCR|4CDMG|5VULN|6SELL|7AART|8MLV|9aDMG
133	21113 11115	   	160.72	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2BEXP|369VULN|4ASPD|5RCR|7DUST|8DMG|aCDMG
134	21113 12115	   	160.72	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2BEXP|369VULN|4ASPD|5RCR|7LEGI|8DMG|aCDMG
135	21113 44115	   	160.72	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2BEXP|379VULN|4ASPD|5RCR|6DUST|8DMG|aCDMG
136	21113 54251	   	160.72	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2BEXP|379VULN|4ASPD|5RCR|6VENICY|8DMG|aCDMG
137	21613 14115	   	160.72	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2BEXP|3LEGI|4ASPD|5RCR|679VULN|8DMG|aCDMG
138	51323 14115	   	160.72	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUST|2BEXP|3ASPD|4DUR|5RCR|679VULN|8DMG|aCDMG
139	21313 42325	   	160.72	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	18DUR|2BEXP|38LWND|4ASPD|5RCR|6DUST|78DMG|8BPWR|9AART|aVULN
140	15331 66322	   	160.65	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1FEWX|2ERES|3RCR|4CDMG|5VULN|6SELL|7AART|8TLV|9aDMG
141	21613 42325	   	160.62	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	18DUR|28BEXP|3LEGI|4ASPD|5RCR|6DUST|78DMG|8BPWR|9AART|aVULN
142	21113 61152	   	160.62	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	17DUR|27BEXP|38VULN|4ASPD|5RCR|67TLV|7BPWR|9AART|aDMG
143	21113 42635	   	160.52	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	18DUR|2BEXP|3aVULN|4ASPD|5RCR|6DUST|7DMG|9AART
144	51323 12635	   	160.52	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1DUST|2BEXP|3ASPD|48DUR|5RCR|6aVULN|7DMG|9AART
145	22223 36342	 * 	160.48	DCR|1AART|1DMG|1VULN|2ASPD|1CDMG|1DUR	1DUR|2LSRHEA|3LWND|49ASPD|5DMG|6CDMG|7RCR|8AART|aVULN
146	23223 36342	   	160.48	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1DUR|2VENICY|3LWND|49ASPD|5DMG|6CDMG|7RCR|8AART|aVULN
147	21123 63212	   	160.33	ACR|2VULN|2AART|1DMG|1DUR	1DUR|2BEXP|37VULN|4TLV|5RCR|6MLV|89AART|aDMG
148	21133 63212	   	160.33	ACR|2VULN|2AART|1DMG|1DUR	1DUR|2BEXP|37VULN|4MLV|5RCR|6TLV|89AART|aDMG
149	51113 13152	   	160.33	ACR|2VULN|2AART|1DMG|1ASPD	1DUST|27BEXP|36VULN|4ASPD|5RCR|89AART|aDMG
150	34162 12342	   	160.28	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1ERES|29DUR|3ASPD|4BEXP|59VULN|6ZMB|7DMSP|89DMG|9BPWR|aRCR
151	51113 11152	   	160.23	ACR|2VULN|2AART|1DMG|1ASPD	17DUST|2BEXP|36VULN|4ASPD|5RCR|89AART|aDMG
152	51322 62633	   	160.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUST|2BEXP|3ASPD|4DUR|5FEWX|6RCR|7DMG|8AART|9aVULN
153	25162 13342	   	160.18	DCR|2VULN|2DMG|2DUR|1ZMB|1ASPD	17DUR|29ERES|3ASPD|4BEXP|59VULN|6ZMB|89DMG|9BPWR|aRCR
154	51331 43433	 * 	160.15	ACR|3VULN|2CDMG|2ASPD|1ZMB	1aDUST|2BEXP|3aASPD|4RCR|5ZMB|689VULN|7aCDMG|aBPWR
155	21313 42311	   	160.12	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	18DUR|2BEXP|38LWND|4ASPD|5RCR|6DUST|78DMG|8BPWR|9VULN|aAART
156	15315 21152	   	160.02	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	14FEWX|2ERES|3RCR|5ASPD|68VULN|7DUR|9AART|aDMG
157	21613 42311	   	160.02	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	18DUR|28BEXP|3LEGI|4ASPD|5RCR|6DUST|78DMG|8BPWR|9VULN|aAART
158	51443 32311	   	160.02	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	18DUST|2BEXP|38DUR|4LHND|5RCR|6ASPD|78DMG|8BPWR|9VULN|aAART
159	51453 32311	   	160.02	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	18DUST|2BEXP|38DUR|4LWND|5RCR|6ASPD|78DMG|8BPWR|9VULN|aAART
160	11572 15333	 * 	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2BEXP|3MBVNT|4AART|5CGEN|69VULN|7RCR|8DMG|aCDMG
161	11573 15233	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2BEXP|3MBVNT|4AART|5MLV|69VULN|7RCR|8DMG|aCDMG
162	15346 11323	   	159.89	ACR|2VULN|2AART|1DMG	1FEWX|2ERES|3RCR|4DUST|5aAART|68VULN|7DMSP|9DMG
163	21133 12353	   	159.83	ACR|2VULN|2AART|1DMG|1DUR	1DUR|2BEXP|36VULN|4MLV|5RCR|7DMSP|8DMG|9aAART
