0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23311 62663	7	 * 	272.47	橙3易伤2伤害2攻速2雷电1暴击	19雷电2平台346易伤59攻速7核89伤害9序列升级a暴击
36	11525 12136	2	   	254.85	橙3易伤3伤害1时间	18a低血量敌人2随机矿38a易伤4基地爆炸5时间6核78a伤害8a序列升级9额外掉落
37	11525 12162	1	   	254.75	橙3易伤3伤害1时间	189低血量敌人2掉矿389易伤4基地爆炸5时间6核789伤害89序列升级a敌人爆炸
38	11525 12163	1	   	254.75	橙3易伤3伤害1时间	189低血量敌人2掉矿389易伤4基地爆炸5时间6核789伤害89序列升级a策反
39	11535 12162	1	   	254.75	橙3易伤3伤害1时间	189低血量敌人2掉矿389易伤4敌人爆炸5时间6核789伤害89序列升级a基地爆炸
40	11535 12163	1	   	254.75	橙3易伤3伤害1时间	189低血量敌人2掉矿389易伤4敌人爆炸5时间6核789伤害89序列升级a策反
41	31525 12163	1	   	254.75	橙3易伤3伤害1时间	189最后敌人2掉矿389易伤4基地爆炸5时间6核789伤害89序列升级a敌人爆炸
42	31535 12163	1	   	254.75	橙3易伤3伤害1时间	189最后敌人2掉矿389易伤4a敌人爆炸5时间6核789伤害89序列升级
43	11525 12161	1	   	254.65	橙3易伤3伤害1时间	189低血量敌人2掉矿389易伤4基地爆炸5时间6核789伤害89序列升级a赏金邻近
44	11535 12161	1	   	254.65	橙3易伤3伤害1时间	189低血量敌人2掉矿389易伤4敌人爆炸5时间6核789伤害89序列升级a赏金邻近
45	41533 12163	1	   	254.65	橙3易伤3伤害1时间	189基地爆炸2掉矿389易伤4挖尘5最后敌人6核789伤害89序列升级a时间
46	31525 12161	1	   	254.51	橙3易伤3伤害1时间1卖塔	189最后敌人2掉矿389易伤4基地爆炸5时间6核789伤害89序列升级a卖塔
47	31535 12161	1	   	254.51	橙3易伤3伤害1时间1卖塔	189最后敌人2掉矿389易伤4敌人爆炸5时间6核789伤害89序列升级a卖塔
48	23311 62231	10	   	254.17	橙3易伤1伤害1时间1暴击1攻速	1雷电2平台346易伤5攻速7核8时间9暴击a伤害
49	66312 16112	3	   	253.59	橙4易伤1等级1时间1暴击	1立即金币2等级348a易伤5赏金塔6核7暴击9时间
50	23316 13425	6	   	253.43	橙4易伤2时间2雷电	1a雷电25平台349a易伤6a时间7核8随机矿a序列升级
51	53511 31216	1	 * 	253.28	橙3易伤2伤害2时间	1金币生成25时间38a易伤49伤害6核7赏金塔
52	22231 13561	10	   	252.98	橙4易伤2攻速2雷电1全技能2卖塔	1a雷电23卖塔478a易伤5a攻速6全技能9核a序列升级
53	22231 63261	10	   	252.98	橙4易伤2攻速2雷电1全技能2卖塔	1a雷电23卖塔467a易伤5a攻速8全技能9核a序列升级
54	23311 15156	5	   	252.76	橙4易伤1时间1攻速1全技能	1雷电2平台347a易伤5攻速6全技能8时间9核
55	23311 15156	6	   	252.76	橙4易伤1时间1攻速1全技能	1雷电2平台347a易伤5攻速6全技能8时间9核
56	23311 62216	9	   	252.76	橙4易伤1时间1攻速1全技能	1雷电2平台3469易伤5攻速7核8时间a全技能
57	23311 62226	7	   	252.76	橙4易伤1时间1攻速1全技能	1雷电2平台3469易伤5攻速7核8时间a全技能
58	23311 62226	8	   	252.76	橙4易伤1时间1攻速1全技能	1雷电2平台3469易伤5攻速7核8时间a全技能
59	23131 56431	10	   	252.50	橙4易伤1等级2雷电1暴击	17雷电2平台3暴击47低血量敌人5789易伤6核7序列升级a等级
60	23316 32211	9	   	252.16	橙4易伤1伤害1时间	1雷电25平台349a易伤6伤害7核8时间
61	23316 32221	8	   	252.16	橙4易伤1伤害1时间	1雷电25平台349a易伤6伤害7核8时间
62	23316 32221	7	   	252.16	橙4易伤1伤害1时间	1雷电25平台349a易伤6伤害7核8时间
63	41533 12162	1	   	252.05	橙3易伤3伤害1暴击	189基地爆炸2掉矿389易伤4挖尘5最后敌人6核789伤害89序列升级a暴击
64	15621 53213	4	   	252.05	橙3易伤2时间1伤害1等级	1低血量敌人26时间3随机矿468易伤5赏金邻近6序列升级7等级9伤害a核
65	35221 12166	3	   	252.00	橙4易伤3时间	189最后敌人289时间3金币生成4基地爆炸589a易伤6核7随机矿89序列升级
66	43317 31144	7	   	251.90	橙4易伤3时间	18a基地爆炸2最后敌人3加一4立即金币58a时间6核789a易伤8a序列升级
67	43321 31166	7	   	251.90	橙4易伤3时间	158基地爆炸29最后敌人3加一489时间6核789a易伤89序列升级
68	43326 31144	7	   	251.90	橙4易伤3时间	18a基地爆炸25最后敌人3加一48a时间6核789a易伤8a序列升级
69	43377 31144	7	   	251.90	橙4易伤3时间	18a基地爆炸2最后敌人3加一4双倍矿58a时间6核789a易伤8a序列升级
70	45231 12163	3	   	251.90	橙4易伤3时间	189基地爆炸289时间3金币生成4挖尘589a易伤6核7随机矿89序列升级
71	35344 31166	7	   	251.70	橙4易伤3时间	158最后敌人289时间3加一4挖青6核789a易伤89序列升级
72	23316 14433	10	   	251.63	橙5易伤1时间	1雷电25平台34789易伤6时间a核
73	23131 56611	10	   	251.26	橙3易伤2伤害2雷电1暴击	17雷电2平台3暴击47低血量敌人579易伤6核7序列升级8a伤害
74	23216 52261	8	   	251.26	橙3易伤2伤害2雷电1暴击	19雷电2平台3低血量敌人49a易伤5暴击6核7金币生成89伤害9序列升级
75	35522 32411	10	   	251.03	橙2易伤2伤害2时间1等级	1最后敌人27时间3雷电4a伤害5等级6核89易伤
76	35338 31173	7	 * 	250.87	紫3易伤3时间2伤害1等级	189最后敌人289时间3加一4等级5核6a伤害789易伤89序列升级
77	22536 53212	8	   	250.82	橙3易伤2攻速1等级2雷电1暴击1卖塔	19雷电2卖塔349易伤5随机矿6等级7暴击89攻速9序列升级a核
78	23215 52413	7	   	250.75	橙3易伤2时间1伤害2雷电	1a雷电2平台3低血量敌人47a易伤5伤害6掉矿8核9a时间a序列升级
79	64121 15133	9	   	250.37	橙3易伤3时间2攻速	1立即金币268时间38攻速4矿等5策反789易伤8序列升级a核
80	23311 16262	9	   	250.18	橙3易伤1伤害1时间1攻速1全技能	1雷电2平台34a易伤5攻速6全技能7伤害8时间9核
81	23131 56612	9	   	249.92	橙3易伤1伤害1时间2雷电1暴击	17雷电2平台3暴击47低血量敌人579易伤6核7序列升级8伤害a时间
82	22624 14213	3	   	249.81	橙3易伤2时间1等级1全技能1卖塔	1雷电2卖塔36时间4全技能569易伤6序列升级7核8双倍矿a等级
83	22531 52121	9	   	249.60	橙4易伤1等级2雷电1攻速1卖塔	19雷电2卖塔349a易伤5攻速6等级79金币生成8核9序列升级
84	22531 52151	8	   	249.60	橙4易伤1等级2雷电1攻速1卖塔	19雷电2卖塔349a易伤5攻速6等级79金币生成8核9序列升级
85	35121 12163	4	 * 	249.42	橙3易伤3时间1伤害	189最后敌人289时间3低血量敌人4金币生成589易伤6核7随机矿89序列升级a伤害
86	35123 12163	5	   	249.42	橙3易伤3时间1伤害	189最后敌人289时间3低血量敌人4金币生成589易伤6核7随机矿89序列升级a伤害
87	35211 12163	4	   	249.42	橙3易伤3时间1伤害	189最后敌人289时间3金币生成4低血量敌人589易伤6核7随机矿89序列升级a伤害
88	35213 12163	5	   	249.42	橙3易伤3时间1伤害	189最后敌人289时间3金币生成4低血量敌人589易伤6核7随机矿89序列升级a伤害
89	35221 12163	3	   	249.42	橙3易伤3时间1伤害	189最后敌人289时间3金币生成4基地爆炸589易伤6核7随机矿89序列升级a伤害
90	35241 12163	4	   	249.42	橙3易伤3时间1伤害	189最后敌人289时间3金币生成4基地爆炸589易伤6核7随机矿89序列升级a伤害
91	22531 51121	9	   	249.40	橙4易伤1等级2雷电1攻速1卖塔	19雷电2卖塔349a易伤5攻速6等级79掉矿8核9序列升级
92	22531 51151	8	   	249.40	橙4易伤1等级2雷电1攻速1卖塔	19雷电2卖塔349a易伤5攻速6等级79掉矿8核9序列升级
93	64233 35132	9	   	249.33	橙2易伤3时间3攻速1等级	1立即金币268时间35低血量敌人458攻速58序列升级78易伤9等级a核
94	35251 12163	4	   	249.32	橙3易伤3时间1伤害	189最后敌人289时间3金币生成4挖尘589易伤6核7随机矿89序列升级a伤害
95	53112 41116	10	   	249.31	橙3易伤3伤害1攻速	168金币生成289伤害3攻速4挖尘578易伤8序列升级a核
96	15124 32213	7	   	249.22	橙3易伤3时间1伤害	137低血量敌人267时间4立即金币578易伤7序列升级9伤害a核
97	15164 32213	7	   	249.22	橙3易伤3时间1伤害	137低血量敌人267时间4双倍矿578易伤7序列升级9伤害a核
98	64224 32213	7	   	249.22	橙3易伤3时间1伤害	14立即金币267时间37低血量敌人578易伤7序列升级9伤害a核
99	35344 31163	7	   	249.12	橙3易伤3时间1伤害	158最后敌人289时间3加一4挖青6核789易伤89序列升级a伤害
100	63324 31223	8	 * 	249.12	橙3易伤3时间2暴击	1立即金币28敌人爆炸346时间58a易伤78暴击8序列升级9核
101	63324 24213	5	   	249.02	橙3易伤3时间1伤害	1立即金币2敌人爆炸347时间568易伤9伤害a核
102	64334 32213	7	   	249.02	橙3易伤3时间1伤害	13立即金币267时间4挖青578易伤7序列升级9伤害a核
103	61238 16133	9	   	249.02	橙3易伤3时间2等级	1立即金币2双倍矿3加一458时间68等级789易伤8序列升级a核
104	61238 16143	8	   	249.02	橙3易伤3时间2等级	1立即金币2双倍矿3加一458时间68等级789易伤8序列升级a核
105	62333 24213	1	   	249.02	橙3易伤3时间1伤害	1立即金币268易伤347时间5敌人爆炸9伤害a核
106	62431 24213	1	   	248.92	橙3易伤3时间1伤害	1立即金币268易伤3挖青457时间9伤害a核
107	65324 31223	8	   	248.92	橙3易伤3时间2暴击	1立即金币28挖尘346时间58a易伤78暴击8序列升级9核
108	66331 11161	10	 * 	248.81	橙4易伤2攻速2等级	1立即金币28等级3789易伤4挖青5随机矿68攻速8序列升级a核
109	14231 14521	6	   	248.69	橙3易伤2时间1暴击1攻速	1低血量敌人2雷电3暴击49a易伤5攻速68时间7核
110	14231 14521	5	   	248.69	橙3易伤2时间1暴击1攻速	1低血量敌人2雷电3暴击49a易伤5攻速68时间7核
111	24231 14521	6	   	248.69	橙3易伤2时间1暴击1攻速	1雷电2低血量敌人3暴击49a易伤5攻速68时间7核
112	24231 14521	5	   	248.69	橙3易伤2时间1暴击1攻速	1雷电2低血量敌人3暴击49a易伤5攻速68时间7核
113	21223 45323	1	   	248.53	橙2易伤2伤害2时间1暴击	1雷电2挖尘3a易伤4a伤害5低血量敌人6a时间7暴击8金币生成9核a序列升级
114	21263 45323	2	   	248.53	橙2易伤2伤害2时间1暴击	1雷电2基地爆炸3a伤害4a易伤5最后敌人6a时间7暴击8掉矿9核a序列升级
115	22224 45323	1	   	248.53	橙2易伤2伤害2时间1暴击	1雷电2最后敌人3a易伤4a伤害5敌人爆炸6a时间7暴击8掉矿9核a序列升级
116	23623 16224	6	   	248.35	橙4易伤1时间1等级	1雷电2平台3等级4低血量敌人5679易伤8时间a核
117	23633 16224	6	   	248.35	橙4易伤1时间1等级	1雷电2平台3等级4基地爆炸5679易伤8时间a核
118	43335 12163	1	 * 	247.71	橙2易伤3伤害3等级1时间	189基地爆炸2a易伤389等级4挖尘5时间6核789伤害89序列升级
119	22433 35623	1	   	247.29	橙2易伤2时间1伤害1等级1暴击	1雷电2最后敌人3a时间4a易伤5等级6a基地爆炸7暴击8伤害9核a序列升级
120	23131 56413	8	   	247.25	橙4易伤2雷电1暴击1攻速	17雷电2平台3暴击47低血量敌人5789易伤6核7序列升级a攻速
121	23131 56433	9	   	247.25	橙4易伤2雷电1暴击1攻速	17雷电2平台3暴击47低血量敌人5789易伤6核7序列升级a攻速
122	33354 22163	7	 * 	247.24	橙5易伤3等级	127最后敌人3立即金币4579a易伤679等级79序列升级8核
123	26224 14213	3	   	247.19	橙3易伤2全技能1等级2雷电1暴击	16雷电2最后敌人3暴击48全技能569易伤6序列升级7核a等级
124	13541 32361	8	   	247.04	橙3易伤2时间1等级2雷电	19低血量敌人2最后敌人39雷电4等级58a易伤69时间7核9序列升级
125	23363 26413	4	   	247.04	橙3易伤2时间1等级2雷电	1a雷电2平台37a易伤4随机矿5等级6低血量敌人8核9a时间a序列升级
126	23363 36413	4	   	247.04	橙3易伤2时间1等级2雷电	1a雷电2平台37a易伤4随机矿5等级6最后敌人8核9a时间a序列升级
127	23311 12421	4	 * 	246.94	橙5易伤3雷电	178雷电2平台3467a易伤5赏金塔7序列升级9核
128	23316 13162	6	   	246.94	橙3易伤2时间1等级2雷电	19雷电25平台349易伤69时间7核8赏金塔9序列升级a等级
129	22531 53112	7	   	246.93	橙3易伤2暴击1等级2雷电1攻速1卖塔	19雷电2卖塔349易伤5攻速6等级79暴击8随机矿9序列升级a核
130	22314 52222	2	   	246.92	橙3易伤2伤害2雷电1全技能1卖塔	19雷电2卖塔349易伤59伤害6平台7全技能8赏金邻近9序列升级a核
131	22514 52222	3	   	246.92	橙3易伤2伤害2雷电1全技能1卖塔	19雷电2卖塔349易伤59伤害6平台7全技能8赏金邻近9序列升级a核
132	22534 52222	4	   	246.92	橙3易伤2伤害2雷电1全技能1卖塔	19雷电2卖塔349易伤59伤害6平台7全技能8赏金邻近9序列升级a核
133	23311 62315	10	   	246.91	橙4易伤1伤害1攻速	1雷电2平台3469易伤5攻速7核8基地爆炸a伤害
134	23311 62621	7	   	246.91	橙4易伤1伤害1攻速	1雷电2平台346a易伤5攻速7核8伤害9随机矿
135	23311 62641	7	   	246.91	橙4易伤1伤害1攻速	1雷电2平台3469易伤5攻速7核8伤害a双倍矿
136	23311 62642	7	   	246.91	橙4易伤1伤害1攻速	1雷电2平台3469易伤5攻速7核8伤害a最后敌人
137	23355 11125	3	   	246.91	橙4易伤1伤害1攻速	1雷电2平台369a易伤4额外掉落5攻速7伤害8核
138	23362 11125	3	   	246.91	橙4易伤1伤害1攻速	1雷电2平台369a易伤4攻速5额外掉落7伤害8核
139	23362 61125	3	   	246.91	橙4易伤1伤害1攻速	1雷电2平台379a易伤4攻速5额外掉落6伤害8核
140	33114 12552	7	   	246.77	橙3易伤3攻速2时间	127最后敌人367攻速4随机矿579易伤79序列升级89时间a核
141	53511 26111	1	   	246.70	橙3易伤2时间1伤害1攻速	1金币生成25时间367易伤4伤害8挖尘9核a攻速
142	22313 51285	2	   	246.69	橙3易伤2时间1等级2雷电1卖塔	19雷电2卖塔349易伤5等级6加一7敌人爆炸89时间9序列升级a核
143	23532 44844	8	   	246.69	橙3易伤2时间1等级2雷电1卖塔	1a雷电2平台3加一4卖塔5等级6a时间79a易伤8核a序列升级
144	23313 42521	4	   	246.68	橙4易伤2时间	1雷电2平台349a易伤58时间6金币生成7核
145	35522 32311	8	   	246.67	橙2易伤3时间1伤害1等级	1最后敌人278时间3雷电4伤害5等级6核9a易伤
146	45522 32311	8	   	246.67	橙2易伤3时间1伤害1等级	1基地爆炸278时间3雷电4伤害5等级6核9a易伤
147	35522 32412	9	   	246.67	橙2易伤3时间1伤害1等级	1最后敌人27a时间3雷电4伤害5等级6核89易伤
148	62222 16338	1	   	246.61	橙3易伤2时间2攻速1全技能	1立即金币23a易伤3a序列升级4赏金塔5a攻速6核7加一8全技能9a时间
149	62222 36328	1	   	246.61	橙3易伤2时间2攻速1全技能	1立即金币23a易伤3a序列升级4赏金塔5a攻速6a时间7加一8全技能9核
150	23311 62311	9	   	246.39	橙5易伤1攻速	1雷电2平台3469a易伤5攻速7核8基地爆炸
151	23311 62316	10	   	246.39	橙5易伤1攻速	1雷电2平台3469a易伤5攻速7核8基地爆炸
152	23311 62321	7	   	246.39	橙5易伤1攻速	1雷电2平台3469a易伤5攻速7核8敌人爆炸
153	23311 62321	8	   	246.39	橙5易伤1攻速	1雷电2平台3469a易伤5攻速7核8基地爆炸
154	23311 63161	7	   	246.39	橙5易伤1攻速	1雷电2平台3467a易伤5攻速8基地爆炸9核
155	23311 63611	9	   	246.39	橙5易伤1攻速	1雷电2平台3467a易伤5攻速8核9低血量敌人
156	23311 63621	8	   	246.39	橙5易伤1攻速	1雷电2平台3467a易伤5攻速8核9最后敌人
157	23311 63625	10	   	246.39	橙5易伤1攻速	1雷电2平台3467a易伤5攻速8核9矿等
158	23311 63641	9	   	246.39	橙5易伤1攻速	1雷电2平台3467a易伤5攻速8核9基地爆炸
159	23311 63641	8	   	246.39	橙5易伤1攻速	1雷电2平台3467a易伤5攻速8核9基地爆炸
160	23311 63651	9	   	246.39	橙5易伤1攻速	1雷电2平台3467a易伤5攻速8核9敌人爆炸
161	23311 63661	8	   	246.39	橙5易伤1攻速	1雷电2平台3467a易伤5攻速8核9低血量敌人
162	23311 63631	8	   	246.29	橙5易伤1攻速	1雷电2平台3467a易伤5攻速8核9挖尘
163	23311 63661	9	   	246.29	橙5易伤1攻速	1雷电2平台3467a易伤5攻速8核9挖尘
164	63116 11531	3	   	245.77	橙3易伤2攻速1时间1暴击1全技能	1立即金币2敌人爆炸35攻速456易伤5序列升级7时间8全技能9核a暴击
165	14233 36421	6	   	245.75	橙4易伤1时间1暴击	1低血量敌人2雷电3暴击479a易伤5金币生成6核8时间
166	24233 36421	6	   	245.75	橙4易伤1时间1暴击	1雷电2低血量敌人3暴击479a易伤5金币生成6核8时间
167	23313 63156	2	   	245.73	橙3易伤1伤害1时间2雷电1全技能	13雷电2平台48a易伤5时间6全技能7伤害9核
168	23313 63156	3	   	245.73	橙3易伤1伤害1时间2雷电1全技能	14雷电2平台38a易伤5时间6全技能7伤害9核
169	23313 63151	4	   	245.73	橙3易伤1伤害1时间2雷电1全技能	1a雷电2平台348易伤5时间6全技能7伤害9核
170	23313 63356	4	   	245.73	橙3易伤1伤害1时间2雷电1全技能	18雷电2平台34a易伤5时间6全技能7伤害9核
171	23312 63156	4	   	245.57	橙4易伤1伤害1全技能	1雷电2平台348a易伤5敌人爆炸6全技能7伤害9核
172	23312 63156	5	   	245.57	橙4易伤1伤害1全技能	1雷电2平台348a易伤5敌人爆炸6全技能7伤害9核
173	23311 52663	7	   	245.56	橙2易伤2伤害2攻速2雷电1暴击	19雷电2平台34易伤59攻速6立即金币7核89伤害9序列升级a暴击
174	22616 23121	3	   	245.42	橙3易伤1伤害1等级1时间1卖塔	1雷电2卖塔3时间49a易伤5伤害6掉矿7核8等级
175	22636 23121	4	   	245.42	橙3易伤1伤害1等级1时间1卖塔	1雷电2卖塔3时间49a易伤5伤害6掉矿7核8等级
176	53511 26112	1	   	245.36	橙3易伤2时间1伤害1全技能	1金币生成25时间367易伤4伤害8挖尘9核a全技能
177	15124 11161	10	   	245.20	橙4易伤2攻速1时间	138低血量敌人2时间4立即金币5789易伤68攻速8序列升级a核
178	21226 23662	1	 * 	245.00	橙2易伤2时间3雷电1伤害1等级	19a雷电2挖尘3a易伤4伤害5赏金塔6等级7a时间8核a序列升级
179	23311 62256	9	   	244.70	橙3易伤2时间1攻速1全技能	1雷电2平台346易伤5攻速7核89时间a全技能
180	26221 63323	8	   	244.55	橙2易伤2时间2暴击1等级1攻速	1雷电2最后敌人3a暴击4a时间5攻速6a易伤7基地爆炸8等级9核a序列升级
181	34221 63323	8	   	244.55	橙2易伤2时间2暴击1等级1攻速	1最后敌人2雷电3a暴击4a时间5攻速6a易伤7基地爆炸8等级9核a序列升级
182	14231 13323	8	   	244.55	橙2易伤2时间2暴击1等级1攻速	1低血量敌人2雷电3a暴击4a易伤5攻速6a时间7基地爆炸8等级9核a序列升级
183	24231 13323	8	   	244.55	橙2易伤2时间2暴击1等级1攻速	1雷电2低血量敌人3a暴击4a易伤5攻速6a时间7基地爆炸8等级9核a序列升级
184	26261 13323	8	   	244.55	橙2易伤2时间2暴击1等级1攻速	1雷电2最后敌人3a暴击4a易伤5攻速6a时间7基地爆炸8等级9核a序列升级
185	34261 13323	8	   	244.55	橙2易伤2时间2暴击1等级1攻速	1最后敌人2雷电3a暴击4a易伤5攻速6a时间7基地爆炸8等级9核a序列升级
186	62161 11431	4	   	244.52	橙3易伤1伤害1时间1暴击1全技能	1立即金币2全技能3时间4伤害568易伤7最后敌人9核a暴击
187	26262 32621	6	   	244.51	橙3易伤2伤害1暴击	1雷电2最后敌人3暴击49a易伤5敌人爆炸68伤害7核
188	34262 32621	6	   	244.51	橙3易伤2伤害1暴击	1最后敌人2雷电3暴击49a易伤5敌人爆炸68伤害7核
189	21525 32111	8	   	244.45	橙2易伤2时间1伤害1等级1攻速	1雷电2基地爆炸3攻速4等级57时间6核8伤害9a易伤
190	21525 32411	10	   	244.45	橙2易伤2时间1伤害1等级1攻速	1雷电2基地爆炸3攻速4等级57时间6核89易伤a伤害
191	24112 12543	1	   	244.45	橙2易伤2时间2暴击1等级1攻速	1雷电2a暴击3攻速4等级5a时间6加一7基地爆炸8核9a易伤a序列升级
192	26522 32111	8	   	244.45	橙2易伤2时间1伤害1等级1攻速	1雷电2最后敌人3攻速4等级57时间6核8伤害9a易伤
193	26522 32411	10	   	244.45	橙2易伤2时间1伤害1等级1攻速	1雷电2最后敌人3攻速4等级57时间6核89易伤a伤害
194	26542 32111	8	   	244.45	橙2易伤2时间1伤害1等级1攻速	1雷电2最后敌人3攻速47时间5等级6核8伤害9a易伤
195	34522 32111	8	   	244.45	橙2易伤2时间1伤害1等级1攻速	1最后敌人2雷电3攻速4等级57时间6核8伤害9a易伤
196	34522 32411	10	   	244.45	橙2易伤2时间1伤害1等级1攻速	1最后敌人2雷电3攻速4等级57时间6核89易伤a伤害
197	34542 32111	8	   	244.45	橙2易伤2时间1伤害1等级1攻速	1最后敌人2雷电3攻速47时间5等级6核8伤害9a易伤
198	35522 32111	8	   	244.45	橙2易伤2时间1伤害1等级1攻速	1最后敌人27时间3雷电4伤害5等级6核8攻速9a易伤
199	35522 32411	7	   	244.45	橙2易伤2时间1伤害1等级1攻速	1最后敌人27时间3雷电4伤害5等级6核8攻速9a易伤
200	45522 32111	8	   	244.45	橙2易伤2时间1伤害1等级1攻速	1基地爆炸27时间3雷电4伤害5等级6核8攻速9a易伤
201	52354 22112	7	 * 	244.43	橙3易伤2等级1伤害1攻速	127金币生成3伤害457易伤67等级7序列升级8攻速9雷电a核
202	53354 22112	7	   	244.43	橙3易伤2等级1伤害1攻速	17金币生成2伤害3立即金币457易伤67等级7序列升级8攻速9雷电a核
203	24112 11543	1	   	244.35	橙2易伤2时间2暴击1等级1攻速	1雷电2a暴击3攻速4等级5a时间6加一7挖尘8核9a易伤a序列升级
204	22151 45322	9	   	244.33	橙3易伤2等级2雷电1暴击1攻速1卖塔	19雷电2卖塔3矿等49等级5攻速6暴击789易伤9序列升级a核
205	22531 45112	7	   	244.33	橙3易伤2等级2雷电1暴击1攻速1卖塔	19雷电2卖塔349易伤5攻速6暴击79等级8随机矿9序列升级a核
206	22351 45312	8	   	244.33	橙3易伤2等级2雷电1暴击1攻速1卖塔	19雷电2卖塔3随机矿49等级5攻速6暴击789易伤9序列升级a核
207	24324 31362	1	   	244.12	橙2易伤2攻速1伤害1等级2雷电1暴击	1a雷电2暴击3a易伤4赏金塔5伤害6核7平台8等级9a攻速a序列升级
208	15216 21511	9	   	244.11	橙2易伤2伤害2时间2全技能	17低血量敌人27时间34全技能57伤害6随机矿7序列升级8a易伤9核
209	23316 32251	9	   	244.10	橙3易伤2时间1伤害	1雷电25平台34a易伤6伤害7核89时间
