0	Index      	Bounty	 *	Score 	Summary	Detail	
1	64533 33232	3	 * 	288.84	橙4易伤2伤害1等级1时间1暴击	1立即金币24伤害3459易伤4序列升级6核7暴击8等级a时间
16	51133 22145	5	   	276.72	橙4易伤2等级1伤害1时间	129a易伤39策反4时间5额外掉落6伤害7核89等级9序列升级
17	51133 36215	3	   	276.62	橙4易伤2等级1伤害1时间	1245易伤34策反4序列升级6核78等级9伤害a时间
18	64123 32132	4	 * 	276.39	橙5易伤3伤害1全技能	1立即金币238伤害4578a易伤6核8a序列升级9全技能
19	11511 22314	3	   	275.19	橙4易伤2伤害1等级1时间	1基地爆炸2357易伤45伤害5序列升级6双倍矿8时间9核a等级
20	11611 22314	1	   	275.19	橙4易伤2伤害1等级1时间	1基地爆炸2357易伤45伤害5序列升级6双倍矿8时间9核a等级
21	11611 22314	2	   	275.19	橙4易伤2伤害1等级1时间	1基地爆炸2357易伤45伤害5序列升级6双倍矿8时间9核a等级
22	21616 22114	2	   	275.09	橙4易伤2伤害1等级1时间	1敌人爆炸2367易伤48伤害5时间9核a等级
23	21616 22114	1	   	275.09	橙4易伤2伤害1等级1时间	1敌人爆炸2367易伤48伤害5时间9核a等级
24	21653 22114	5	   	275.09	橙4易伤2伤害1等级1时间	1敌人爆炸2467易伤3时间58伤害9核a等级
25	21653 22114	4	   	275.09	橙4易伤2伤害1等级1时间	1敌人爆炸2467易伤3时间58伤害9核a等级
26	51355 33142	5	 * 	274.90	橙5易伤2等级1时间	12789易伤39金币生成49等级5加一6核9序列升级a时间
27	51133 33162	2	   	274.49	橙4易伤2时间1伤害2雷电1暴击	123a易伤4赏金塔5a雷电6伤害7暴击8a时间9核a序列升级
28	51153 33162	2	   	274.49	橙4易伤2时间1伤害2雷电1暴击	123a易伤4赏金邻近5a雷电6伤害7暴击8a时间9核a序列升级
29	51423 33162	2	   	274.49	橙4易伤2时间1伤害2雷电1暴击	124a易伤3赏金邻近5a雷电6伤害7暴击8a时间9核a序列升级
30	51411 12334	3	 * 	273.68	紫5易伤3伤害2时间	1258a易伤3核458伤害58序列升级6赏金塔78时间9雷电
31	51133 54331	4	   	273.16	橙4易伤3时间1伤害1暴击	1278易伤3策反478时间578矿等6核78序列升级9暴击a伤害
32	34211 52236	7	   	273.15	橙3易伤2等级2伤害1时间	1随机矿29等级3平台4时间5挖青679易伤89伤害9序列升级a核
33	32353 11141	6	   	273.15	橙3易伤2等级2伤害1时间	1随机矿2额外掉落349易伤59伤害6核7挖青89等级9序列升级a时间
34	51333 12114	5	   	273.05	橙3易伤2等级2伤害1时间	127易伤3金币生成4时间58伤害6a等级9核
35	64123 35133	4	   	273.01	橙4易伤3伤害2雷电1全技能	1立即金币239伤害459a易伤6核7全技能89雷电9序列升级
36	64533 33231	3	   	272.59	橙4易伤2伤害1等级1暴击	1立即金币24伤害3459易伤4序列升级6核7暴击8等级a矿等
37	11511 23234	3	   	272.59	橙4易伤2伤害1等级1暴击	1基地爆炸2359易伤45伤害5序列升级6双倍矿7暴击8等级a核
38	11611 23234	1	   	272.59	橙4易伤2伤害1等级1暴击	1基地爆炸2359易伤45伤害5序列升级6双倍矿7暴击8等级a核
39	11611 23234	2	   	272.59	橙4易伤2伤害1等级1暴击	1基地爆炸2359易伤45伤害5序列升级6双倍矿7暴击8等级a核
40	64533 33233	3	   	272.49	橙4易伤2伤害1等级1暴击	1立即金币24伤害3459易伤4序列升级6核7暴击8等级a赏金邻近
41	32323 16166	5	   	271.72	橙3易伤2等级3时间	1随机矿2额外掉落359易伤469时间79等级8核9序列升级a雷电
42	32323 26166	6	   	271.72	橙3易伤2等级3时间	1随机矿2额外掉落359易伤469时间79等级8核9序列升级a雷电
43	32331 16166	3	   	271.72	橙3易伤2等级3时间	1随机矿2额外掉落349易伤569时间79等级8核9序列升级a雷电
44	64123 32134	4	   	271.70	橙4易伤3伤害1暴击1全技能	1立即金币238伤害4578易伤6核8序列升级9全技能a暴击
45	51133 35162	2	   	271.63	橙4易伤2伤害2时间1卖塔	123a易伤4赏金塔5雷电6a伤害7a时间8卖塔9核a序列升级
46	32323 66161	6	   	271.24	橙4易伤2等级2时间	1随机矿2额外掉落3569易伤49时间79等级8核9序列升级a敌人爆炸
47	32323 66163	6	   	271.24	橙4易伤2等级2时间	1a随机矿2额外掉落3569易伤49时间79等级8核9序列升级
48	11333 42453	10	   	271.14	橙4易伤2等级2时间	1基地爆炸2679易伤3金币生成48时间56等级6序列升级a核
49	51133 11143	7	 * 	270.25	橙3易伤2等级2时间1伤害	129易伤3策反49时间5额外掉落6低血量敌人7伤害89等级9序列升级a核
50	51133 22141	5	   	270.25	橙3易伤2等级2时间1伤害	129易伤39策反4a时间5额外掉落6伤害7核89等级9序列升级
51	51133 24143	5	   	270.25	橙3易伤2等级2时间1伤害	129易伤3策反49时间5额外掉落6伤害7基地爆炸89等级9序列升级a核
52	51133 25143	5	   	270.25	橙3易伤2等级2时间1伤害	129易伤3策反49时间5额外掉落6伤害7低血量敌人89等级9序列升级a核
53	51151 22141	3	   	270.25	橙3易伤2等级2时间1伤害	129易伤39策反4额外掉落5a时间6伤害7核89等级9序列升级
54	51133 26143	5	   	270.15	橙3易伤2等级2时间1伤害	129易伤3策反49时间5额外掉落6伤害7挖尘89等级9序列升级a核
55	64123 32341	4	   	269.69	橙3易伤3伤害1等级1时间	1立即金币23a伤害457易伤6核8时间9等级
56	51133 36213	3	   	268.67	橙4易伤2等级1伤害	1245易伤34策反4序列升级6核78等级9伤害a攻速
57	51153 36213	4	   	268.57	橙4易伤2等级1伤害	1245易伤3策反6核78等级9伤害a攻速
58	64533 33222	3	   	267.79	橙3易伤2伤害1等级1时间1暴击	1立即金币24伤害345易伤4序列升级6核7暴击8等级9双倍矿a时间
59	32111 33234	1	   	267.69	橙3易伤2伤害1等级2攻速1暴击	1随机矿26攻速359易伤45伤害5序列升级7暴击8等级a核
60	64123 33232	4	   	267.69	橙3易伤2伤害1等级1时间1暴击	1立即金币23伤害459易伤6核7暴击8等级a时间
61	64123 36332	4	   	267.69	橙3易伤2伤害1等级1时间1暴击	1立即金币23伤害459易伤6核7等级8暴击a时间
62	11511 62143	3	   	266.95	橙4易伤2伤害1时间1全技能	1基地爆炸2357易伤45伤害5序列升级6全技能8雷电9核a时间
63	11611 62143	1	   	266.95	橙4易伤2伤害1时间1全技能	1基地爆炸2357易伤45伤害5序列升级6全技能8雷电9核a时间
64	11611 62143	2	   	266.95	橙4易伤2伤害1时间1全技能	1基地爆炸2357易伤45伤害5序列升级6全技能8雷电9核a时间
65	21611 62143	1	   	266.95	橙4易伤2伤害1时间1全技能	1敌人爆炸2357易伤45伤害5序列升级6全技能8雷电9核a时间
66	21611 62143	2	   	266.95	橙4易伤2伤害1时间1全技能	1敌人爆炸2357易伤45伤害5序列升级6全技能8雷电9核a时间
67	21611 22156	1	   	266.93	橙5易伤3伤害	18敌人爆炸23578易伤458伤害58序列升级6双倍矿9低血量敌人a核
68	21611 22156	2	   	266.93	橙5易伤3伤害	18敌人爆炸23578易伤458伤害58序列升级6双倍矿9低血量敌人a核
69	21611 22146	1	   	266.83	橙5易伤3伤害	18敌人爆炸23578易伤458伤害58序列升级6双倍矿9挖尘a核
70	21611 22146	2	   	266.83	橙5易伤3伤害	18敌人爆炸23578易伤458伤害58序列升级6双倍矿9挖尘a核
71	64533 32121	3	   	266.83	橙5易伤3伤害	1立即金币248伤害34578易伤48序列升级6核9敌人爆炸a最后敌人
72	64533 32122	3	   	266.83	橙5易伤3伤害	1立即金币248伤害34578易伤48序列升级6核9敌人爆炸a基地爆炸
73	64533 32131	3	   	266.83	橙5易伤3伤害	1立即金币248伤害34578易伤48序列升级6核9金币生成a敌人爆炸
74	64533 32111	3	   	266.73	橙5易伤3伤害	1立即金币248伤害34578易伤48序列升级6核9挖尘a最后敌人
75	64533 32112	3	   	266.73	橙5易伤3伤害	1立即金币248伤害34578易伤48序列升级6核9挖尘a敌人爆炸
76	64533 32132	3	   	266.73	橙5易伤3伤害	1立即金币248伤害34578易伤48序列升级6核9金币生成a掉矿
77	64533 32133	3	   	266.73	橙5易伤3伤害	1立即金币248伤害34578易伤48序列升级6核9金币生成a挖尘
78	64123 32151	4	   	266.63	橙5易伤3伤害	1立即金币238伤害4578a易伤6核8序列升级9赏金邻近
79	21563 42174	4	   	266.63	橙5易伤3伤害	1敌人爆炸2467a易伤3加一568伤害6序列升级9核
80	21563 42174	5	   	266.63	橙5易伤3伤害	1敌人爆炸2467a易伤3加一568伤害6序列升级9核
81	51133 36224	3	   	266.21	橙4易伤2等级1时间1全技能	1245易伤34策反4序列升级6核78等级9全技能a时间
82	11565 32331	9	   	265.81	橙4易伤1等级1伤害1时间	1基地爆炸2359易伤4等级6雷电7时间8核a伤害
83	51135 33234	7	   	265.67	橙4易伤2时间1等级1暴击	1259易伤3策反47时间6暴击8等级a核
84	32353 11144	6	   	265.21	橙3易伤2等级2伤害	1随机矿2额外掉落349易伤59伤害6核7挖青89等级9序列升级a雷电
85	51213 54321	2	   	264.94	橙4易伤3伤害1时间	1278易伤3基地爆炸478伤害578矿等6核78序列升级9时间a敌人爆炸
86	51213 54322	2	   	264.84	橙4易伤3伤害1时间	1278易伤3基地爆炸478伤害578矿等6核78序列升级9时间a掉矿
87	51213 54323	2	   	264.84	橙4易伤3伤害1时间	1278易伤3基地爆炸478伤害578矿等6核78序列升级9时间a挖尘
88	64123 32115	4	   	264.64	橙4易伤3伤害1时间	1立即金币238伤害4578易伤6核8序列升级9最后敌人a时间
89	64123 32142	4	   	264.64	橙4易伤3伤害1时间	1立即金币238伤害4578易伤6核8序列升级9敌人爆炸a时间
90	64123 32161	4	   	264.64	橙4易伤3伤害1时间	1立即金币238伤害4578易伤6核8序列升级9时间a最后敌人
91	64123 32162	4	   	264.64	橙4易伤3伤害1时间	1a立即金币238伤害4578易伤6核8序列升级9时间
92	64123 32163	4	   	264.64	橙4易伤3伤害1时间	1立即金币238伤害4578易伤6核8序列升级9时间a平台
93	64533 32311	3	   	264.64	橙4易伤3伤害1时间	1立即金币24a伤害3457易伤4序列升级6核8时间9随机矿
94	51133 35135	3	   	264.35	橙5易伤1等级2雷电1全技能	12459易伤349策反49序列升级6核7全技能89雷电a等级
95	51151 22316	3	   	264.15	橙3易伤3时间2伤害	129易伤3策反4额外掉落589时间69伤害7核9序列升级a雷电
96	51133 22316	5	   	264.15	橙3易伤3时间2伤害	129易伤3策反489时间5额外掉落69伤害7核9序列升级a雷电
97	51315 11262	2	 * 	264.13	橙5易伤2时间3雷电	1279a易伤38a雷电4赏金邻近5a时间6核a序列升级
98	51133 22144	5	   	263.97	橙3易伤2等级1伤害1时间	129易伤39策反4时间5额外掉落6伤害7核89等级9序列升级a雷电
99	32323 15413	6	   	263.87	橙4易伤2伤害2时间	1随机矿2额外掉落3579易伤47时间679低血量敌人79序列升级89伤害a核
100	32351 15413	6	   	263.87	橙4易伤2伤害2时间	1随机矿2额外掉落3479易伤57时间679低血量敌人79序列升级89伤害a核
101	52333 54133	5	   	263.67	橙4易伤2伤害2时间	1789易伤2双倍矿3金币生成47时间57伤害6核7序列升级a基地爆炸
102	51333 54121	5	   	263.67	橙4易伤2伤害2时间	1278易伤3金币生成47时间57伤害6核7序列升级9敌人爆炸a立即金币
103	51333 54122	5	   	263.67	橙4易伤2伤害2时间	1278易伤3金币生成47时间57伤害6核7序列升级9敌人爆炸a最后敌人
104	52333 54132	5	   	263.57	橙4易伤2伤害2时间	1789易伤2双倍矿3金币生成47时间57伤害6核7序列升级a挖尘
105	51333 54111	5	   	263.57	橙4易伤2伤害2时间1核弹	1278易伤3金币生成47时间57伤害6核7序列升级9核弹a随机矿
106	51333 54113	5	   	263.57	橙4易伤2伤害2时间1核弹	1278易伤3金币生成47时间57伤害6核7序列升级9核弹a额外掉落
107	51333 54123	5	   	263.57	橙4易伤2伤害2时间1核弹	1278易伤3金币生成47时间57伤害6核7序列升级9敌人爆炸a核弹
108	51333 54231	5	   	263.57	橙4易伤2伤害2时间	127a易伤3金币生成47时间57伤害6核7序列升级8随机矿9赏金邻近
109	51333 54112	5	   	263.47	橙4易伤2伤害2时间1核弹	1278易伤3金币生成47时间57伤害6核7序列升级9核弹a掉矿
110	53523 42147	4	   	263.45	橙4易伤3伤害2雷电	178a易伤248低血量敌人3加一58a伤害6核8a序列升级9a雷电
111	53523 42147	5	   	263.45	橙4易伤3伤害2雷电	178a易伤248低血量敌人3加一58a伤害6核8a序列升级9a雷电
112	32323 16162	5	   	263.41	橙3易伤2等级3时间	1a随机矿2额外掉落359易伤469时间79等级8核9序列升级
113	32323 16163	5	   	263.41	橙3易伤2等级3时间	1随机矿2额外掉落359易伤469时间79等级8核9序列升级a低血量敌人
114	32323 26162	6	   	263.41	橙3易伤2等级3时间	1a随机矿2额外掉落359易伤469时间79等级8核9序列升级
115	32323 26163	6	   	263.41	橙3易伤2等级3时间	1随机矿2额外掉落359易伤469时间79等级8核9序列升级a低血量敌人
116	32331 16162	3	   	263.41	橙3易伤2等级3时间	1a随机矿2额外掉落349易伤569时间79等级8核9序列升级
117	32331 16163	3	   	263.41	橙3易伤2等级3时间	1随机矿2额外掉落349易伤569时间79等级8核9序列升级a低血量敌人
118	32351 16162	4	   	263.41	橙3易伤2等级3时间	1a随机矿2额外掉落349易伤569时间79等级8核9序列升级
119	32351 16162	5	   	263.41	橙3易伤2等级3时间	1a随机矿2额外掉落349易伤569时间79等级8核9序列升级
120	32351 16163	4	   	263.41	橙3易伤2等级3时间	1随机矿2额外掉落349易伤569时间79等级8核9序列升级a低血量敌人
121	32351 16163	5	   	263.41	橙3易伤2等级3时间	1随机矿2额外掉落349易伤569时间79等级8核9序列升级a低血量敌人
122	32351 26162	6	   	263.41	橙3易伤2等级3时间	1a随机矿2额外掉落349易伤569时间79等级8核9序列升级
123	32351 26163	6	   	263.41	橙3易伤2等级3时间	1随机矿2额外掉落349易伤569时间79等级8核9序列升级a低血量敌人
124	32613 16162	5	   	263.41	橙3易伤2等级3时间	1a随机矿2额外掉落369时间459易伤79等级8核9序列升级
125	32613 16163	5	   	263.41	橙3易伤2等级3时间	1随机矿2额外掉落369时间459易伤79等级8核9序列升级a低血量敌人
126	32613 26162	6	   	263.41	橙3易伤2等级3时间	1a随机矿2额外掉落369时间459易伤79等级8核9序列升级
127	32613 26163	6	   	263.41	橙3易伤2等级3时间	1随机矿2额外掉落369时间459易伤79等级8核9序列升级a低血量敌人
128	32331 16165	5	   	263.41	橙3易伤2等级3时间	1随机矿2额外掉落39a易伤4立即金币569时间79等级8核9序列升级
129	32331 16165	4	   	263.41	橙3易伤2等级3时间	1随机矿2额外掉落39a易伤4立即金币569时间79等级8核9序列升级
130	32331 26165	6	   	263.41	橙3易伤2等级3时间	1随机矿2额外掉落39a易伤4立即金币569时间79等级8核9序列升级
131	32323 16161	5	   	263.31	橙3易伤2等级3时间	1随机矿2额外掉落359易伤469时间79等级8核9序列升级a赏金塔
132	32323 26161	6	   	263.31	橙3易伤2等级3时间	1随机矿2额外掉落359易伤469时间79等级8核9序列升级a赏金塔
133	32331 16161	3	   	263.31	橙3易伤2等级3时间	1随机矿2额外掉落349易伤569时间79等级8核9序列升级a赏金塔
134	32351 16161	5	   	263.31	橙3易伤2等级3时间	1随机矿2额外掉落349易伤569时间79等级8核9序列升级a赏金塔
135	32351 16161	4	   	263.31	橙3易伤2等级3时间	1随机矿2额外掉落349易伤569时间79等级8核9序列升级a赏金塔
136	32351 26161	6	   	263.31	橙3易伤2等级3时间	1随机矿2额外掉落349易伤569时间79等级8核9序列升级a赏金塔
137	32613 16161	5	   	263.31	橙3易伤2等级3时间	1随机矿2额外掉落369时间459易伤79等级8核9序列升级a赏金塔
138	32613 26161	6	   	263.31	橙3易伤2等级3时间	1随机矿2额外掉落369时间459易伤79等级8核9序列升级a赏金塔
139	51333 53135	5	   	263.29	橙5易伤1伤害1时间1暴击	12789易伤3金币生成4时间5伤害6核a暴击
140	64126 32131	5	   	263.21	橙3易伤3伤害1等级1全技能	1立即金币238伤害478易伤5双倍矿6核8序列升级9全技能a等级
141	64126 32131	4	   	263.21	橙3易伤3伤害1等级1全技能	15立即金币238伤害478易伤6核8序列升级9全技能a等级
142	32353 15423	3	 * 	263.15	橙2易伤2等级2伤害2时间	1随机矿2额外掉落37易伤48伤害57等级67时间7序列升级9金币生成a核
143	51133 23162	2	   	262.73	橙4易伤2时间2雷电1暴击	123a易伤4赏金塔5a雷电6攻速7暴击8a时间9核a序列升级
144	51153 23162	2	   	262.73	橙4易伤2时间2雷电1暴击	123a易伤4赏金邻近5a雷电6攻速7暴击8a时间9核a序列升级
145	51423 23162	2	   	262.73	橙4易伤2时间2雷电1暴击	124a易伤3赏金邻近5a雷电6攻速7暴击8a时间9核a序列升级
146	64323 35131	4	   	262.51	橙3易伤2伤害1等级2雷电1全技能	13立即金币29伤害459易伤6核7全技能89雷电9序列升级a等级
147	64123 32123	4	   	262.04	橙4易伤3伤害1暴击	1立即金币238伤害4578易伤6核8序列升级9金币生成a暴击
148	32343 21145	7	 * 	262.01	紫4易伤2等级2伤害1时间	1随机矿2额外掉落359a易伤4核6时间79伤害89等级9序列升级
149	51313 13215	8	 * 	261.61	紫4易伤3伤害2等级	127a易伤3金币生成4核57a伤害679最后敌人7a序列升级8a等级
150	51133 33233	3	   	261.59	橙5易伤1等级1暴击	12459易伤34策反4序列升级6核7暴击8等级a攻速
151	51133 36333	3	   	261.59	橙5易伤1等级1暴击	12459易伤34策反4序列升级6核7等级8暴击a攻速
152	51153 33233	4	   	261.49	橙5易伤1等级1暴击	12459易伤3策反6核7暴击8等级a攻速
153	51153 36333	4	   	261.49	橙5易伤1等级1暴击	12459易伤3策反6核7等级8暴击a攻速
154	64123 36213	4	 * 	261.42	橙2易伤3伤害2等级1暴击	1立即金币239伤害45易伤6核78等级a暴击
155	36363 63223	10	 * 	261.26	橙2易伤2等级2时间3暴击1全技能	1随机矿269暴击39易伤4基地爆炸56等级69序列升级7全技能89时间a核
156	11511 46332	3	   	261.20	橙3易伤2伤害1等级1暴击1全技能	1基地爆炸235易伤45伤害5序列升级6金币生成7等级8暴击9全技能a核
157	11611 46332	2	   	261.20	橙3易伤2伤害1等级1暴击1全技能	1基地爆炸235易伤45伤害5序列升级6金币生成7等级8暴击9全技能a核
158	11611 46332	1	   	261.20	橙3易伤2伤害1等级1暴击1全技能	1基地爆炸235易伤45伤害5序列升级6金币生成7等级8暴击9全技能a核
159	51221 16412	1	   	260.65	橙4易伤1等级1时间1暴击1全技能	1578易伤2赏金邻近3时间4暴击6等级9核a全技能
160	11511 63162	3	   	260.64	橙5易伤2伤害1核弹1全技能	1基地爆炸2358a易伤45伤害5序列升级6全技能7核弹9核
161	11611 63162	2	   	260.64	橙5易伤2伤害1核弹1全技能	1基地爆炸2358a易伤45伤害5序列升级6全技能7核弹9核
162	11611 63162	1	   	260.64	橙5易伤2伤害1核弹1全技能	1基地爆炸2358a易伤45伤害5序列升级6全技能7核弹9核
163	21611 63162	1	   	260.64	橙5易伤2伤害1核弹1全技能	1敌人爆炸2358a易伤45伤害5序列升级6全技能7核弹9核
164	21611 63162	2	   	260.64	橙5易伤2伤害1核弹1全技能	1敌人爆炸2358a易伤45伤害5序列升级6全技能7核弹9核
165	32353 13145	7	   	260.47	橙4易伤2等级1伤害	1随机矿2额外掉落349a易伤5伤害6核79最后敌人89等级9序列升级
166	32353 13145	6	   	260.47	橙4易伤2等级1伤害	1随机矿2额外掉落349a易伤5伤害6核79最后敌人89等级9序列升级
167	42263 33141	4	   	260.37	橙4易伤2等级1伤害	19金币生成2加一3立即金币4789易伤59等级6核9序列升级a伤害
168	43255 33141	5	   	260.37	橙4易伤2等级1伤害	19金币生成2立即金币3789易伤49等级5加一6核9序列升级a伤害
169	51133 36212	3	   	260.37	橙4易伤2等级1伤害	1245易伤34策反4序列升级6核78等级9伤害a最后敌人
170	51133 36214	3	   	260.37	橙4易伤2等级1伤害	1245易伤34策反4序列升级6核78等级9伤害a低血量敌人
171	51133 36231	3	   	260.37	橙4易伤2等级1伤害	1245易伤34策反4序列升级6核78等级9最后敌人a伤害
172	51355 31141	5	   	260.37	橙4易伤2等级1伤害	1289易伤379金币生成49等级5加一6核9序列升级a伤害
173	51355 33441	5	   	260.37	橙4易伤2等级1伤害	1279易伤389金币生成49等级5加一6核9序列升级a伤害
174	52355 33141	5	   	260.37	橙4易伤2等级1伤害	1789易伤2双倍矿39金币生成49等级5加一6核9序列升级a伤害
175	63255 33141	5	   	260.37	橙4易伤2等级1伤害	1立即金币29金币生成3789易伤49等级5加一6核9序列升级a伤害
176	11565 32332	9	   	260.33	橙4易伤2时间1等级	1基地爆炸2359易伤4等级6雷电7a时间8核
177	32353 12145	7	   	260.27	橙4易伤2等级1伤害	1随机矿2额外掉落349a易伤5伤害6核79挖尘89等级9序列升级
178	51153 36212	4	   	260.27	橙4易伤2等级1伤害	1245易伤3策反6核78等级9伤害a最后敌人
179	51153 36231	4	   	260.27	橙4易伤2等级1伤害	1245易伤3策反6核78等级9最后敌人a伤害
180	53613 12236	2	   	260.27	橙4易伤2等级1伤害	1379易伤2低血量敌人4伤害5矿等68等级a核
181	32111 23234	1	   	259.85	橙3易伤2伤害1等级1暴击	1随机矿2攻速359易伤45伤害5序列升级6双倍矿7暴击8等级a核
182	51333 12332	5	   	259.76	橙3易伤1等级1伤害1时间1暴击1全技能	127易伤3金币生成4时间5伤害6等级8暴击9全技能a核
183	51133 32156	3	 * 	259.70	橙5易伤1等级1伤害	12457易伤34策反4序列升级6核8金币生成9伤害a等级
184	53335 22244	1	 * 	259.34	橙3易伤2时间1等级2暴击	179易伤2敌人爆炸37时间4等级5雷电67暴击7序列升级8加一a核
185	51622 13162	2	   	259.30	橙5易伤1伤害1时间1全技能	1268a易伤3全技能4随机矿5时间7伤害9核
186	56122 13162	2	   	259.30	橙5易伤1伤害1时间1全技能	1368a易伤2全技能4随机矿5时间7伤害9核
187	51221 16413	1	   	259.30	橙4易伤1等级1时间1暴击	1578易伤2赏金邻近3时间4暴击6等级9核a攻速
188	51411 25133	3	   	259.16	紫5易伤3伤害2雷电1全技能	1259a易伤3核459伤害59序列升级6双倍矿7全技能89雷电
189	51411 62131	3	   	259.16	紫5易伤3伤害2雷电1全技能	12579易伤3核459伤害59序列升级6全技能89雷电a矿等
190	51411 62133	3	   	259.16	紫5易伤3伤害2雷电1全技能	12579易伤3核459伤害59序列升级6全技能89雷电a敌人爆炸
191	52411 62133	3	   	259.16	紫5易伤3伤害2雷电1全技能	1579a易伤2双倍矿3核459伤害59序列升级6全技能89雷电
192	21611 35613	1	   	259.14	橙5易伤2伤害1卖塔	1敌人爆炸2357a易伤45伤害5序列升级6攻速8核9卖塔
193	21611 35613	2	   	259.14	橙5易伤2伤害1卖塔	1敌人爆炸2357a易伤45伤害5序列升级6攻速8核9卖塔
194	51146 11232	2	   	259.12	橙5易伤2时间2雷电	1235a易伤4立即金币6双倍物品7核8a雷电9a时间a序列升级
195	51411 62132	3	   	259.06	紫5易伤3伤害2雷电1全技能	12579易伤3核459伤害59序列升级6全技能89雷电a掉矿
196	56621 22131	5	   	259.03	紫4易伤2伤害1等级2全技能2雷电	1379易伤25全技能4核69伤害89雷电9序列升级a等级
197	21611 26623	2	   	258.94	橙4易伤2伤害1等级	1敌人爆炸235a易伤45伤害5序列升级6双倍矿7等级8核9额外掉落
198	21611 26623	1	   	258.94	橙4易伤2伤害1等级	1敌人爆炸235a易伤45伤害5序列升级6双倍矿7等级8核9额外掉落
199	51213 53314	2	   	258.94	橙4易伤2伤害1等级1核弹	1278易伤3基地爆炸48伤害58矿等6核8序列升级9核弹a等级
200	51213 53334	2	   	258.94	橙4易伤2伤害1等级	1278易伤3基地爆炸48伤害58矿等6核8序列升级9掉矿a等级
201	11511 22214	3	   	258.94	橙4易伤2伤害1等级	1基地爆炸2357易伤45伤害5序列升级6双倍矿8敌人爆炸9核a等级
202	11511 22514	3	   	258.94	橙4易伤2伤害1等级	1基地爆炸2357易伤45伤害5序列升级6双倍矿8最后敌人9核a等级
203	11611 22214	2	   	258.94	橙4易伤2伤害1等级	1基地爆炸2357易伤45伤害5序列升级6双倍矿8敌人爆炸9核a等级
204	11611 22214	1	   	258.94	橙4易伤2伤害1等级	1基地爆炸2357易伤45伤害5序列升级6双倍矿8敌人爆炸9核a等级
205	11611 22514	2	   	258.94	橙4易伤2伤害1等级	1基地爆炸2357易伤45伤害5序列升级6双倍矿8最后敌人9核a等级
206	11611 22514	1	   	258.94	橙4易伤2伤害1等级	1基地爆炸2357易伤45伤害5序列升级6双倍矿8最后敌人9核a等级
207	21611 22514	2	   	258.94	橙4易伤2伤害1等级	1敌人爆炸2357易伤45伤害5序列升级6双倍矿8最后敌人9核a等级
208	21611 22514	1	   	258.94	橙4易伤2伤害1等级	1敌人爆炸2357易伤45伤害5序列升级6双倍矿8最后敌人9核a等级
209	11614 63322	10	   	258.91	橙3易伤2等级1时间1暴击1全技能	19基地爆炸259易伤3时间4全技能6暴击7随机矿89等级9序列升级a核
210	21611 16522	10	   	258.91	橙3易伤2等级1时间1暴击1全技能	19敌人爆炸289易伤3时间4全技能5暴击6随机矿79等级9序列升级a核
211	53641 33112	7	   	258.89	橙2易伤2伤害2时间1等级2雷电	18易伤2低血量敌人38时间49雷电5掉矿6核78伤害8序列升级a等级
