0	Index      	 *	Score 	Summary	Detail	
1	13134 32215	 * 	300.52	DCR|3VULN|2TLV|2ASPD|1AEBURN	17aVULN|2aTLV|3LEGI|4ERES|5AEBURN|6RCR|8BELT|9aASPD|aBPWR
22	13324 36321	   	285.32	DCR|3VULN|2TLV|2AEBURN|1AART|1MSE	189VULN|29TLV|3ERES|4FEWX|59AEBURN|6RCR|7AART|9BPWR|aMSE
23	13324 36322	   	285.32	DCR|3VULN|2TLV|2AEBURN|1AART	189VULN|29TLV|3aERES|4FEWX|59AEBURN|6RCR|7AART|9BPWR
24	13324 36325	   	285.32	DCR|3VULN|2TLV|2AEBURN|1AART	189VULN|29TLV|3ERES|4FEWX|59AEBURN|6RCR|7AART|9BPWR|aBASARM
25	13534 36321	   	285.32	DCR|3VULN|2TLV|2AEBURN|1AART|1MSE	189VULN|29TLV|3FEWX|4ERES|59AEBURN|6RCR|7AART|9BPWR|aMSE
26	13534 36322	   	285.32	DCR|3VULN|2TLV|2AEBURN|1AART	189VULN|29TLV|3FEWX|4aERES|59AEBURN|6RCR|7AART|9BPWR
27	23223 16452	 * 	284.85	ACR|3VULN|2TLV|1AEPOI|2ZMB	12RCVC|39ZMB|4RCR|5AEPOI|679VULN|89TLV|9BPWR|aMLV
28	23223 16453	   	284.85	ACR|3VULN|2TLV|1AEPOI|2ZMB	12RCVC|39ZMB|4RCR|5AEPOI|679VULN|89TLV|9BPWR|aCGEN
29	12222 51411	 * 	284.78	DCR|3VULN|1TLV|1DMG|2CDMG	136VULN|2FRZARM|4TLV|5DUR|79CDMG|8DMG|aRCR
30	13213 28817	 * 	284.75	DCR|3VULN|2TLV|1AEPOI|2ZMB	178VULN|25TLV|37ZMB|47AME|6MBVNT|7BPWR|9AEPOI|aRCR
31	23223 16451	   	284.75	ACR|3VULN|2TLV|1AEPOI|2ZMB	12RCVC|39ZMB|4RCR|5AEPOI|679VULN|89TLV|9BPWR|aERES
32	13134 32265	   	284.65	DCR|3VULN|2TLV|1AEBURN|2ZMB	17aVULN|2aTLV|3LEGI|4ERES|5AEBURN|6RCR|8BELT|9aZMB|aBPWR
33	12222 52224	   	284.60	DCR|3VULN|2TLV|1CDMG	136VULN|2FRZARM|48TLV|5DUR|7BEXP|9CDMG|aRCR
34	12222 53224	   	284.60	DCR|3VULN|2TLV|1CDMG	136VULN|2FRZARM|48TLV|5DUR|7FEWX|9CDMG|aRCR
35	12222 54224	   	284.60	DCR|3VULN|2TLV|1CDMG	136VULN|2FRZARM|48TLV|5DUR|7LHND|9CDMG|aRCR
36	16223 33882	 * 	284.26	DCR|3VULN|1TLV|3ASPD|2DUR|1SELL	158VULN|2SELL|3MBVNT|458ASPD|58BPWR|6DLOT|78DUR|9TLV|aRCR
37	16211 85234	 * 	283.73	ACR|3VULN|2TLV|1AEFBLL|1SELL	167VULN|2SELL|3MBVNT|4AEFBLL|5RCR|89TLV|aDUR
38	12222 41231	   	282.88	DCR|2VULN|1TLV|1DMG|1AEBURN|2DUR|1CDMG	13VULN|2FRZARM|4TLV|56DUR|7CDMG|8AEBURN|9DMG|aRCR
39	12222 41421	   	282.88	DCR|2VULN|1TLV|1DMG|1AEPOI|2DUR|1CDMG	13VULN|2FRZARM|4TLV|56DUR|7CDMG|8DMG|9AEPOI|aRCR
40	11212 33622	   	281.93	DCR|3VULN|1TLV|1DMG|1AEBURN|1CDMG	137VULN|2FRZFST|4CDMG|5BELT|6AEBURN|8DMG|9TLV|aRCR
41	13463 32153	   	281.75	DCR|3TLV|3VULN|1ASPD	169VULN|259TLV|39LWND|4RCVC|7MDPS|8RCR|9BPWR|aASPD
42	43433 32152	   	281.75	DCR|3TLV|3VULN|1ASPD	139LWND|259TLV|469VULN|7MDPS|8RCR|9BPWR|aASPD
43	12224 51235	 * 	279.87	DCR|2TLV|2VULN|1DMG|1ASPD	13VULN|2FRZARM|48TLV|5DMG|6ASPD|7MBVNT|9DUR|aRCR
44	11211 62155	   	279.45	DCR|3VULN|1TLV|2DMG|1CDMG	136VULN|2FRZFST|4CDMG|56DMG|6BPWR|7RCR|8LHND|9SNIHEL|aTLV
45	11211 62635	   	279.45	DCR|3VULN|1TLV|2DMG|1CDMG	136VULN|2FRZFST|4CDMG|56DMG|6BPWR|7RCR|8BASICY|9LHND|aTLV
46	11211 62622	   	279.35	DCR|3VULN|1TLV|2DMG|1CDMG	136VULN|2FRZFST|4CDMG|56DMG|6BPWR|7RCR|8BASICY|9MDPS|aTLV
47	12226 41613	 * 	279.33	DCR|3VULN|1TLV|3DUR|2FRZARM|2ZMB	139VULN|29FRZARM|4TLV|56ZMB|7RCR|89aDUR|9BPWR
48	16211 31541	 * 	278.76	ACR|DCR|1TLV|1VULN|1AEFBLL|1CDMG|1SELL	1VULN|2SELL|3MBVNT|4AEFBLL|59RCR|6CDMG|7LHND|8MDPS|aTLV
49	16211 35541	 * 	278.76	ACR|DCR|1TLV|1VULN|1AEFBLL|1CDMG|1SELL	1VULN|2SELL|3MBVNT|4AEFBLL|59RCR|6CDMG|7LWND|8MDPS|aTLV
50	16211 34541	 * 	278.66	ACR|DCR|1TLV|1VULN|1AEFBLL|1CDMG|1SELL	1VULN|2SELL|3MBVNT|4AEFBLL|59RCR|6CDMG|7DUST|8MDPS|aTLV
51	11222 55215	   	278.46	DCR|3VULN|1TLV|1DMG|1ASPD	136VULN|2FRZFST|4TLV|5DUR|7DMG|8ASPD|9ZMB|aRCR
52	12222 51224	   	278.46	DCR|3VULN|1TLV|1AEBURN|1CDMG	136VULN|2FRZARM|4TLV|5DUR|7CDMG|8AEBURN|9LHND|aRCR
53	12222 51244	   	278.46	DCR|3VULN|1TLV|1AEBURN|1CDMG	136VULN|2FRZARM|4TLV|5DUR|7CDMG|8AEBURN|9FEWX|aRCR
54	12222 51321	   	278.46	DCR|3VULN|1TLV|1AEBURN|1CDMG	136VULN|2FRZARM|4TLV|5DUR|7CDMG|8CGEN|9AEBURN|aRCR
55	12252 51221	   	278.36	DCR|3VULN|1TLV|1AEBURN|1CDMG	136VULN|2FRZARM|4ERES|5DUR|7CDMG|8TLV|9AEBURN|aRCR
56	11222 51411	   	277.84	DCR|3VULN|1TLV|1DMG|2CDMG	136VULN|2FRZFST|4TLV|5DUR|79CDMG|8DMG|aRCR
57	13463 32152	   	277.76	DCR|3TLV|3VULN	169VULN|259TLV|39LWND|4RCVC|7MDPS|8RCR|9BPWR|aDUR
58	11222 52224	   	277.66	DCR|3VULN|2TLV|1CDMG	136VULN|2FRZFST|48TLV|5DUR|7BEXP|9CDMG|aRCR
59	11222 53224	   	277.66	DCR|3VULN|2TLV|1CDMG	136VULN|2FRZFST|48TLV|5DUR|7FEWX|9CDMG|aRCR
60	11222 54224	   	277.66	DCR|3VULN|2TLV|1CDMG	136VULN|2FRZFST|48TLV|5DUR|7LHND|9CDMG|aRCR
61	13124 63632	   	277.66	DCR|3VULN|2TLV|1CDMG	158VULN|28TLV|3LEGI|4DUST|6DUR|78BEXP|8BPWR|9RCR|aCDMG
62	11226 41612	   	277.35	DCR|3VULN|1TLV|1AEFBLL|2DUR|2ZMB	139VULN|29FRZFST|4TLV|56ZMB|7RCR|89DUR|9BPWR|aAEFBLL
63	12224 15215	   	277.25	DCR|2TLV|2VULN|1DMG|1ASPD	13VULN|2FRZARM|48TLV|5DMG|6FEWX|7ASPD|9ZMB|aRCR
64	12224 25215	   	277.25	DCR|2TLV|2VULN|1DMG|1ASPD	13VULN|2FRZARM|48TLV|5DMG|6LHND|7ASPD|9ZMB|aRCR
65	13225 36123	   	277.08	DCR|DCR|1TLV|1VULN|1CDMG|1AART	1VULN|2TLV|3ZMB|4FEWX|5LIT|6aRCR|7AART|8LWND|9CDMG
66	13225 36323	   	277.08	DCR|DCR|1TLV|1VULN|1CDMG|1AART	1VULN|2TLV|3ZMB|4FEWX|5LIT|6aRCR|7AART|8LHND|9CDMG
67	13255 36123	   	277.08	DCR|DCR|1TLV|1VULN|1CDMG|1AART	1VULN|2TLV|3ZMB|4BEXP|5LIT|6aRCR|7AART|8LWND|9CDMG
68	13255 36323	   	277.08	DCR|DCR|1TLV|1VULN|1CDMG|1AART	1VULN|2TLV|3ZMB|4BEXP|5LIT|6aRCR|7AART|8LHND|9CDMG
69	13515 36123	   	277.08	DCR|DCR|1TLV|1VULN|1CDMG|1AART	1VULN|2TLV|3FEWX|4ZMB|5LIT|6aRCR|7AART|8LWND|9CDMG
70	13515 36323	   	277.08	DCR|DCR|1TLV|1VULN|1CDMG|1AART	1VULN|2TLV|3FEWX|4ZMB|5LIT|6aRCR|7AART|8LHND|9CDMG
71	13225 36223	   	276.98	DCR|DCR|1TLV|1VULN|1CDMG|1AART	1VULN|2TLV|3ZMB|4FEWX|5LIT|6aRCR|7AART|8DUST|9CDMG
72	13255 36223	   	276.98	DCR|DCR|1TLV|1VULN|1CDMG|1AART	1VULN|2TLV|3ZMB|4BEXP|5LIT|6aRCR|7AART|8DUST|9CDMG
73	13515 36223	   	276.98	DCR|DCR|1TLV|1VULN|1CDMG|1AART	1VULN|2TLV|3FEWX|4ZMB|5LIT|6aRCR|7AART|8DUST|9CDMG
74	11222 41231	   	275.94	DCR|2VULN|1TLV|1DMG|1AEBURN|2DUR|1CDMG	13VULN|2FRZFST|4TLV|56DUR|7CDMG|8AEBURN|9DMG|aRCR
75	11222 41421	   	275.94	DCR|2VULN|1TLV|1DMG|1AEPOI|2DUR|1CDMG	13VULN|2FRZFST|4TLV|56DUR|7CDMG|8DMG|9AEPOI|aRCR
76	13134 31215	   	275.73	DCR|2TLV|2VULN|2ASPD|1AEBURN	1aVULN|2aTLV|3LEGI|47ERES|5AEBURN|6RCR|8BELT|9aASPD|aBPWR
77	13423 15351	   	275.50	DCR|4VULN|2TLV	1589VULN|29TLV|3LWND|4DUST|69LHND|7RCR|9BPWR|aRPLT
78	23342 32154	   	275.50	DCR|4VULN|2TLV	12RCVC|39TLV|49LWND|569aVULN|7MDPS|8RCR|9BPWR
79	13324 32353	   	275.41	DCR|3VULN|1TLV|1AEBURN|1ASPD|1CDMG	178VULN|2TLV|3ERES|4FEWX|5AEBURN|6RCR|9ASPD|aCDMG
80	13354 32353	   	275.41	DCR|3VULN|1TLV|1AEBURN|1ASPD|1CDMG	178VULN|2TLV|3ERES|4BEXP|5AEBURN|6RCR|9ASPD|aCDMG
81	13534 32353	   	275.41	DCR|3VULN|1TLV|1AEBURN|1ASPD|1CDMG	178VULN|2TLV|3FEWX|4ERES|5AEBURN|6RCR|9ASPD|aCDMG
82	13122 11465	   	275.20	DCR|4VULN|2TLV	178aVULN|28TLV|3LEGI|4DUST|5LWND|68AIRHEA|8BPWR|9RCR
83	13213 36156	   	274.94	DCR|3VULN|2TLV|1ASPD	168VULN|25TLV|3ZMB|4AME|7CGEN|9ASPD|aRCR
84	13162 34111	 * 	274.42	DCR|3VULN|2TLV|2CDMG	17aVULN|2aTLV|3LEGI|4RCVC|5MLV|6RCR|8CGEN|9aCDMG|aBPWR
85	13434 32215	   	274.42	DCR|3VULN|1TLV|2ASPD|1AEBURN	17aVULN|2TLV|3aLWND|4ERES|5AEBURN|6RCR|8BELT|9aASPD|aBPWR
86	13614 34111	 * 	274.42	ACR|3VULN|2TLV|2CDMG	17aVULN|2aTLV|3RMIN|4AME|5RCR|6NUKE|8CGEN|9aCDMG|aBPWR
87	13664 32111	   	274.42	ACR|3VULN|2TLV|2CDMG	17aVULN|2aTLV|3RMIN|4ERES|5RCR|6AAC|8CGEN|9aCDMG|aBPWR
88	43412 32151	 * 	274.42	DCR|3VULN|2TLV|2AEFBLL	139LWND|2aTLV|49AEFBLL|569VULN|7MDPS|8RCR|9BPWR
89	23221 16451	 * 	274.42	ACR|3VULN|2TLV|3ZMB	12RCVC|359ZMB|4RCR|679VULN|89TLV|9BPWR|aLIT
90	13164 22111	   	274.32	ACR|3VULN|2TLV|2CDMG	17aVULN|2aTLV|3LEGI|4RCVC|5RCR|6ERES|8CGEN|9aCDMG|aBPWR
91	13314 26141	 * 	274.32	ACR|3VULN|2TLV|2AEFBLL	17aVULN|2aTLV|36ERES|4AME|5RCR|8aAEFBLL|9RPLT|aBPWR
92	13423 15362	   	274.32	DCR|3VULN|2TLV|1AEFBLL	158VULN|2aTLV|3LWND|4DUST|6LHND|7RCR|9AEFBLL
93	23221 16452	   	274.32	ACR|3VULN|2TLV|3ZMB	12RCVC|359ZMB|4RCR|679VULN|89TLV|9BPWR|aMULARM
94	23221 16453	   	274.32	ACR|3VULN|2TLV|3ZMB	12RCVC|359ZMB|4RCR|679VULN|89TLV|9BPWR|aAEFRZ
95	13134 32525	   	274.12	DCR|3VULN|2TLV|1AEBURN	17aVULN|2aTLV|3LEGI|49ERES|5AEBURN|6RCR|8aBASARM|aBPWR
96	13134 32535	   	274.12	DCR|3VULN|2TLV|2AEBURN	17aVULN|2aTLV|3LEGI|4ERES|59AEBURN|6RCR|8aBASARM|aBPWR
97	16211 85233	   	274.07	ACR|3VULN|2TLV|1AEFBLL|1SELL	167VULN|2SELL|3MBVNT|4AEFBLL|5RCR|89TLV|aAAC
98	66531 32311	 * 	273.67	ACR|DCR|1TLV|1VULN|1AART|2ZMB	1RPLT|2LWND|38RCR|47ZMB|5AART|6TLV|9RAT|aVULN
99	12226 41116	   	273.18	DCR|4VULN|1TLV|2FRZARM|2ZMB	139aVULN|29FRZARM|4TLV|56ZMB|7RCR|89LHND|9BPWR
100	21213 34215	   	273.16	DCR|3VULN|1TLV|2ASPD|2DUR	1RCVC|27aVULN|3aDUR|4AME|5TLV|6RCR|8BELT|9aASPD|aBPWR
101	21263 32215	   	273.06	DCR|3VULN|1TLV|2ASPD|2DUR	1RCVC|27aVULN|3aDUR|4ERES|5TLV|6RCR|8BELT|9aASPD|aBPWR
102	11224 51235	   	272.94	DCR|2TLV|2VULN|1DMG|1ASPD	13VULN|2FRZFST|48TLV|5DMG|6ASPD|7MBVNT|9DUR|aRCR
103	12226 41112	   	272.20	DCR|3VULN|1TLV|1AEFBLL|2FRZARM|2ZMB	139VULN|29FRZARM|4TLV|56ZMB|7RCR|89LHND|9BPWR|aAEFBLL
104	12226 41233	   	271.53	DCR|3VULN|2TLV|2ZMB	139VULN|2FRZARM|4aTLV|56ZMB|7RCR|8CGEN
105	11222 51224	   	271.52	DCR|3VULN|1TLV|1AEBURN|1CDMG	136VULN|2FRZFST|4TLV|5DUR|7CDMG|8AEBURN|9LHND|aRCR
106	11222 51244	   	271.52	DCR|3VULN|1TLV|1AEBURN|1CDMG	136VULN|2FRZFST|4TLV|5DUR|7CDMG|8AEBURN|9FEWX|aRCR
107	11222 51321	   	271.52	DCR|3VULN|1TLV|1AEBURN|1CDMG	136VULN|2FRZFST|4TLV|5DUR|7CDMG|8CGEN|9AEBURN|aRCR
108	11252 51221	   	271.42	DCR|3VULN|1TLV|1AEBURN|1CDMG	136VULN|2FRZFST|4ERES|5DUR|7CDMG|8TLV|9AEBURN|aRCR
109	12224 51435	   	271.26	DCR|2VULN|1TLV|2DMG|1ASPD	13VULN|2FRZARM|4TLV|58DMG|6ASPD|7MBVNT|9DUR|aRCR
110	12224 53115	   	271.11	DCR|2VULN|1TLV|1DMG|1AEPOI|1ASPD	13VULN|2FRZARM|4TLV|5DMG|6ASPD|7ZMB|8FEWX|9AEPOI|aRCR
111	12224 53315	   	271.11	DCR|2VULN|1TLV|1DMG|1AEPOI|1ASPD	13VULN|2FRZARM|4TLV|5DMG|6ASPD|7ZMB|8LHND|9AEPOI|aRCR
112	12224 62115	 * 	271.11	DCR|2VULN|1TLV|1AEFBLL|1DMG|1CDMG	13VULN|2FRZARM|4TLV|5DMG|6FLTARM|7CDMG|8BEXP|9AEFBLL|aRCR
113	12211 62355	   	271.09	DCR|3VULN|1TLV|2DMG|1CDMG|1MSE	136VULN|2FRZARM|4CDMG|56DMG|6BPWR|7RCR|8MSE|9SNIHEL|aTLV
114	12211 62615	   	271.09	DCR|3VULN|1TLV|2DMG|1CDMG|1MSE	136VULN|2FRZARM|4CDMG|56DMG|6BPWR|7RCR|8BASICY|9MSE|aTLV
115	13214 34335	   	270.85	ACR|3VULN|2TLV	178VULN|29TLV|3ZMB|4AME|5RCR|6NUKE|aDUR
116	12226 41611	   	270.74	DCR|3VULN|1TLV|2DUR|2FRZARM|2ZMB	139VULN|29FRZARM|4TLV|56ZMB|7RCR|89DUR|9BPWR|aAEWIND
