0	Index      	 *	Score 	Summary	Detail	
1	43123 31332	 * 	211.61	ACR|3VULN|3DMG|1ASPD|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9FEWX|aASPD
59	11453 22511	 * 	191.96	DCR|3VULN|2ASPD|1CDMG|1AAC	1AAC|27ASPD|3LWND|4BASFIG|59aVULN|6RCR|8CDMG
60	11523 25323	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2ASPD|3DUR|4DMG|57VULN|6LHND|8RCR|9AART|aCGEN
61	11523 25324	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2ASPD|3DUR|4DMG|57VULN|6LHND|8RCR|9AART|aLWND
62	11523 55323	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2ASPD|3DUR|4DMG|57VULN|6LWND|8RCR|9AART|aCGEN
63	14223 23642	   	191.85	DCR|2VULN|1ASPD|1DMG|1NUKE|1AAC|1DUR|1SELL	1AAC|2TSLARM|3DUR|4ASPD|59VULN|6RCR|7DMG|8SELL|aNUKE
64	11523 25321	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2ASPD|3DUR|4DMG|57VULN|6LHND|8RCR|9AART|aDUST
65	11523 25322	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR|1SELL	1AAC|2ASPD|3DUR|4DMG|57VULN|6LHND|8RCR|9AART|aSELL
66	11523 55321	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2ASPD|3DUR|4DMG|57VULN|6LWND|8RCR|9AART|aDUST
67	11523 55322	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR|1SELL	1AAC|2ASPD|3DUR|4DMG|57VULN|6LWND|8RCR|9AART|aSELL
68	31552 23422	 * 	191.81	DCR|2VULN|1AART|1NUKE|1ASPD|1DUR	1TLV|2FEWX|34VULN|5DUR|6ERES|7ASPD|8RCR|9AART|aNUKE
69	43123 31322	   	191.54	ACR|3VULN|3DMG|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9RPLT|aRMIN
70	43123 31326	   	191.54	ACR|3VULN|3DMG|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9RPLT|aCGEN
71	43123 31331	   	191.54	ACR|3VULN|3DMG|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9FEWX|aMLV
72	43123 31334	   	191.54	ACR|3VULN|3DMG|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9FEWX|aAME
73	43123 31336	   	191.54	ACR|3VULN|3DMG|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9FEWX|aCGEN
74	43123 31362	   	191.54	ACR|3VULN|3DMG|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9RCVC|aFEWX
75	43123 31365	   	191.54	ACR|3VULN|3DMG|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9RCVC|aMLV
76	43123 31366	   	191.54	ACR|3VULN|3DMG|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9RCVC|aCGEN
77	44122 25322	   	191.50	ACR|2VULN|2DMG|1AART|1NUKE|1DUR	1RCR|28LWND|3DMSP|48DMG|5DUR|6LHND|78VULN|8BPWR|9AART|aNUKE
78	14223 23132	   	191.49	DCR|2VULN|2ASPD|1DMG|2DUR|1AAC	1AAC|2TSLARM|3aDUR|48ASPD|59VULN|6RCR|7DMG
79	14413 23132	   	191.49	DCR|2VULN|2ASPD|1DMG|2DUR|1AAC	1AAC|2TSLARM|38ASPD|4aDUR|59VULN|6RCR|7DMG
80	14424 23132	   	191.49	DCR|2VULN|2ASPD|1DMG|2DUR|1AAC	1AAC|2TSLARM|38ASPD|49VULN|5aDUR|6RCR|7DMG
81	43253 25213	 * 	191.46	ACR|5VULN|1ASPD|2ZMB|1DUR	1RCR|2DUR|35ZMB|45789VULN|5BPWR|6LHND|aASPD
82	43123 31323	   	191.44	ACR|3VULN|3DMG|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9RPLT|aDUST
83	43123 31333	   	191.44	ACR|3VULN|3DMG|3DUR|1MSE	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9FEWX|aMSE
84	43123 31343	   	191.44	ACR|3VULN|3DMG|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9DLOT|aLIT
85	43123 31346	   	191.44	ACR|3VULN|3DMG|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9DLOT|aAME
86	43123 31361	   	191.44	ACR|3VULN|3DMG|3DUR|1SELL	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9RCVC|aSELL
87	43123 31363	   	191.44	ACR|3VULN|3DMG|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9RCVC|aERES
88	43123 31341	   	191.34	ACR|3VULN|3DMG|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9DLOT|aTLV
89	43123 31342	   	191.34	ACR|3VULN|3DMG|3DUR|1MSE	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9DLOT|aMSE
90	43123 31344	   	191.34	ACR|3VULN|3DMG|3DUR	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9DLOT|aERES
91	43123 31345	   	191.34	ACR|3VULN|3DMG|3DUR|1SELL	1RCR|278DUR|3LEGI|4LHND|578VULN|678DMG|78BPWR|9DLOT|aSELL
92	41622 25323	   	191.30	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1RCR|28ERES|3ASPD|48DMG|5DUR|6LHND|78VULN|8BPWR|9AART|aCGEN
93	41622 25321	   	191.20	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1RCR|28ERES|3ASPD|48DMG|5DUR|6LHND|78VULN|8BPWR|9AART|aDUST
94	41622 25322	   	191.20	ACR|2VULN|2DMG|1AART|1ASPD|1DUR|1SELL	1RCR|28ERES|3ASPD|48DMG|5DUR|6LHND|78VULN|8BPWR|9AART|aSELL
95	11453 22113	 * 	190.87	DCR|3ASPD|2VULN|1DMG|1AAC	1AAC|278ASPD|3LWND|4BASFIG|59VULN|6RCR|aDMG
96	43123 31553	   	190.70	ACR|3VULN|2DMG|1ASPD|2DUR	1RCR|27DUR|3LEGI|4LHND|579VULN|67DMG|7BPWR|8RPLT|aASPD
97	42511 34222	 * 	190.16	ACR|2VULN|2ASPD|1AART|1DMG|1ZMB	1RCR|28LIT|38ASPD|4RPLT|5FEWX|6DMG|78VULN|8BPWR|9AART|aZMB
98	42513 34222	   	190.06	ACR|2VULN|2ASPD|1AART|1DMG|1ZMB	1RCR|28LIT|38ASPD|4RPLT|5DUST|6DMG|78VULN|8BPWR|9AART|aZMB
99	21133 13563	   	190.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1LHND|2LWND|3AART|4CGEN|5ZMB|6ASPD|78VULN|9DMG|aRCR
100	14223 22615	   	189.86	DCR|2VULN|2ASPD|1AART|1AAC|1DUR	1AAC|2TSLARM|3DUR|47ASPD|5aVULN|6RCR|8DUST|9AART
101	14223 22614	   	189.55	DCR|2ASPD|1VULN|1AART|1NUKE|1AAC|1DUR	1AAC|2TSLARM|3DUR|47ASPD|5VULN|6RCR|8DUST|9AART|aNUKE
102	14221 23531	   	189.52	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1AAC|2TSLARM|3DUR|4ASPD|5DUST|6RCR|78DMG|9aVULN
103	14411 23531	   	189.52	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1AAC|2TSLARM|3ASPD|4DUR|5DUST|6RCR|78DMG|9aVULN
104	41631 23151	 * 	189.43	ACR|4VULN|2ASPD|1DMG	1RCR|247ERES|37ASPD|5679VULN|7BPWR|8RPLT|aDMG
105	41221 31315	 * 	189.18	ACR|3VULN|1MDPS|3ZMB|1AART|1ASPD	1RCR|278ERES|3MDPS|4RMIN|578ZMB|678VULN|78BPWR|9ASPD|aAART
106	13552 43333	   	188.87	DCR|2VULN|2ASPD|1CDMG|1AAC|1ZMB|1DUR	1AAC|2FEWX|34VULN|5DUR|6ZMB|79ASPD|8RCR|aCDMG
107	31552 33433	   	188.87	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1TLV|2FEWX|34VULN|5DUR|6ZMB|79ASPD|8RCR|aCDMG
108	44123 31321	   	188.79	ACR|4VULN|3DMG|1MDPS	1RCR|278LWND|3DMSP|478DMG|5MDPS|678aVULN|78BPWR|9RPLT
109	44123 31335	   	188.79	ACR|4VULN|3DMG|1MDPS	1RCR|278LWND|3DMSP|478DMG|5MDPS|678aVULN|78BPWR|9FEWX
110	45423 31321	   	188.79	ACR|4VULN|3DMG|1MDPS	1RCR|2RCVC|378FEWX|478DMG|5MDPS|678aVULN|78BPWR|9RPLT
111	14223 22123	 * 	188.68	DCR|3ASPD|2AAC|1VULN|1AART|1DUR	1aAAC|2TSLARM|3DUR|478ASPD|5VULN|6RCR|9AART
112	14413 22123	   	188.68	DCR|3ASPD|2AAC|1VULN|1AART|1DUR	1aAAC|2TSLARM|378ASPD|4DUR|5VULN|6RCR|9AART
113	14424 22123	   	188.68	DCR|3ASPD|2AAC|1VULN|1AART|1DUR	1aAAC|2TSLARM|378ASPD|4VULN|5DUR|6RCR|9AART
114	12551 22241	 * 	188.65	DCR|3DMG|2VULN|1MDPS|2DUR|1AAC	1AAC|2MDPS|3RPLT|4BELT|56aDMG|7RCR|8aVULN|9aDUR|aBPWR
115	11253 23113	   	188.07	DCR|3ASPD|2DMG|1VULN|1AAC	1AAC|289ASPD|3LHND|4BASFIG|5VULN|6RCR|7aDMG
116	11453 23113	   	188.07	DCR|3ASPD|2DMG|1VULN|1AAC	1AAC|289ASPD|3LWND|4BASFIG|5VULN|6RCR|7aDMG
117	14623 23113	   	188.07	DCR|3ASPD|2DMG|1VULN|1AAC	1AAC|2TSLARM|3BEXP|489ASPD|5VULN|6RCR|7aDMG
118	45321 16321	 * 	188.03	ACR|2VULN|2ASPD|2CDMG|1DMG|1DUR	1RCR|2RCVC|3RPLT|47VULN|57ASPD|67CDMG|7BPWR|8LWND|9DUR|aDMG
119	14421 23113	   	187.97	DCR|3ASPD|2DMG|1VULN|1AAC	1AAC|2TSLARM|389ASPD|4VULN|5DUST|6RCR|7aDMG
120	45321 16121	   	187.93	ACR|2VULN|2ASPD|2CDMG|1DMG|1DUR	1RCR|2RCVC|3RPLT|47VULN|57ASPD|67CDMG|7BPWR|8DUST|9DUR|aDMG
121	45321 16221	   	187.93	ACR|2VULN|2ASPD|2CDMG|1DMG|1DUR	1RCR|2RCVC|3RPLT|47VULN|57ASPD|67CDMG|7BPWR|8LEGI|9DUR|aDMG
122	11523 15153	   	187.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2ASPD|3DUR|4DMG|57VULN|6DMSP|8RPLT|9AART|aRCR
123	11523 35153	 * 	187.81	DCR|2VULN|2AAC|1AART|1ASPD|1DMG|1DUR	16AAC|2ASPD|3DUR|4DMG|57VULN|8RPLT|9AART|aRCR
124	14223 22121	   	187.75	DCR|3ASPD|1VULN|1AART|2DUR|1AAC	1AAC|2TSLARM|3aDUR|478ASPD|5VULN|6RCR|9AART
125	14413 22121	   	187.75	DCR|3ASPD|1VULN|1AART|2DUR|1AAC	1AAC|2TSLARM|378ASPD|4aDUR|5VULN|6RCR|9AART
126	14424 22121	   	187.75	DCR|3ASPD|1VULN|1AART|2DUR|1AAC	1AAC|2TSLARM|378ASPD|4VULN|5aDUR|6RCR|9AART
127	41552 12311	 * 	187.46	ACR|3VULN|2AART|1ASPD|1DUR	1RCR|2ERES|349VULN|5DUR|6aAART|7CGEN|8ASPD
128	43622 26133	 * 	187.41	ACR|3DMG|2ASPD|2CDMG|3DUR	1RCR|235DUR|49aDMG|6FEWX|79CDMG|89ASPD|9BPWR
129	43252 25312	   	186.92	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1RCR|28DUR|3ZMB|48VULN|5TLV|6FEWX|78DMG|8BPWR|9MLV|aAART
130	43123 55323	   	186.92	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1RCR|28DUR|3LEGI|4LHND|58VULN|6RCVC|78DMG|8BPWR|9AART|aZMB
131	43123 31551	 * 	186.89	ACR|3VULN|2DMG|1CDMG|2DUR	1RCR|27DUR|3LEGI|4LHND|579VULN|67DMG|7BPWR|8RPLT|aCDMG
132	11253 23132	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|28ASPD|3LHND|4BASFIG|59VULN|6RCR|7DMG|aDUR
133	11254 23131	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|28ASPD|3LHND|4BASFIG|5DUR|6RCR|7DMG|9aVULN
134	14223 23121	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|3DUR|48ASPD|5aVULN|6RCR|7DMG|9LWND
135	14223 23131	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|3DUR|48ASPD|59VULN|6RCR|7DMG|aFEWX
136	14223 23133	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|3DUR|48ASPD|59VULN|6RCR|7DMG|aLWND
137	14223 23134	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|3DUR|48ASPD|59VULN|6RCR|7DMG|aLHND
138	14223 23135	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|3DUR|48ASPD|59VULN|6RCR|7DMG|aBEXP
139	14223 23141	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|3DUR|48ASPD|5aVULN|6RCR|7DMG|9FEWX
140	14223 23151	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|3DUR|48ASPD|5aVULN|6RCR|7DMG|9LHND
141	14265 23131	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|3DUR|4FEWX|58ASPD|6RCR|7DMG|9aVULN
142	14413 23121	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|38ASPD|4DUR|5aVULN|6RCR|7DMG|9LWND
143	14413 23131	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|38ASPD|4DUR|59VULN|6RCR|7DMG|aFEWX
144	14413 23133	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|38ASPD|4DUR|59VULN|6RCR|7DMG|aLWND
145	14413 23134	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|38ASPD|4DUR|59VULN|6RCR|7DMG|aLHND
146	14413 23135	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|38ASPD|4DUR|59VULN|6RCR|7DMG|aBEXP
147	14413 23141	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|38ASPD|4DUR|5aVULN|6RCR|7DMG|9FEWX
148	14413 23151	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|38ASPD|4DUR|5aVULN|6RCR|7DMG|9LHND
149	14424 23121	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|38ASPD|4aVULN|5DUR|6RCR|7DMG|9LWND
150	14424 23131	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|38ASPD|49VULN|5DUR|6RCR|7DMG|aFEWX
151	14424 23133	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|38ASPD|49VULN|5DUR|6RCR|7DMG|aLWND
152	14624 23131	   	186.25	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|3BEXP|48ASPD|5DUR|6RCR|7DMG|9aVULN
153	14221 23131	   	186.15	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|3DUR|48ASPD|5DUST|6RCR|7DMG|9aVULN
154	14411 23131	   	186.15	DCR|2VULN|2ASPD|1DMG|1AAC|1DUR	1AAC|2TSLARM|38ASPD|4DUR|5DUST|6RCR|7DMG|9aVULN
155	31256 63322	 * 	185.96	ACR|2VULN|2ASPD|1AART|1NUKE|1ZMB	18TLV|2FEWX|3RCR|48VULN|5ZMB|6LWND|78ASPD|8BPWR|9AART|aNUKE
156	11523 25311	   	185.72	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1AAC|2ASPD|3DUR|4aDMG|57VULN|6LHND|8RCR|9MLV
157	11523 25351	   	185.72	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1AAC|2ASPD|3DUR|4aDMG|57VULN|6LHND|8RCR|9AME
158	11523 55311	   	185.72	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1AAC|2ASPD|3DUR|4aDMG|57VULN|6LWND|8RCR|9MLV
