0	Index      	 *	Score 	Summary	Detail	
1	13177 21362	 * 	217.60	DCR|3VULN|2AART|1DMG|1CDMG|1AAC	1AAC|2MBVNT|39aVULN|4CDMG|58AART|6RCR|7DMG
35	14612 32623	 * 	202.08	DCR|3VULN|3CDMG|1DMG|2SPLREG|1AAC	1AAC|27aCDMG|367VULN|4DMSP|57SPLREG|7BPWR|8RCR|9DMG
36	13271 26345	 * 	201.93	DCR|2DMG|2ASPD|1AART|1CDMG|1AAC|1ZMB	1AAC|2MBVNT|39BEXP|4CDMG|5AART|6RCR|79ASPD|89DMG|9BPWR|aZMB
37	13177 24323	   	201.52	DCR|3VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2MBVNT|37aVULN|4CDMG|5AART|6RCR|8DMG|9RPLT
38	13177 24332	   	201.52	DCR|3VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2MBVNT|37aVULN|4CDMG|5AART|6RCR|8DMG|9AELBLL
39	13177 24347	   	201.52	DCR|3VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2MBVNT|37aVULN|4CDMG|5AART|6RCR|8DMG|9CGEN
40	13177 24361	   	201.52	DCR|3VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2MBVNT|379VULN|4CDMG|5AART|6RCR|8DMG|aDMSP
41	13177 24363	   	201.42	DCR|3VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2MBVNT|379VULN|4CDMG|5AART|6RCR|8DMG|aERES
42	13177 24364	   	201.42	DCR|3VULN|1AART|1DMG|1CDMG|1AAC	1AAC|2MBVNT|379VULN|4CDMG|5AART|6RCR|8DMG|aDUST
43	22452 25422	   	201.33	DCR|3VULN|1AART|1ASPD|1DMG	1ERES|29aVULN|3MBVNT|4DMG|5AART|6LHND|7ASPD|8RCR
44	13637 21362	   	201.10	DCR|3VULN|2AART|1DMG|1AAC|1SELL	1AAC|2MBVNT|3SELL|49aVULN|58AART|6RCR|7DMG
45	21126 34611	   	200.58	DCR|4VULN|3ASPD	17ERES|2TLV|379ASPD|4567VULN|7BPWR|8RCR|aLWND
46	21126 34613	   	200.58	DCR|4VULN|3ASPD	17ERES|2TLV|379ASPD|4567VULN|7BPWR|8RCR|aCGEN
47	11343 61213	   	200.04	DCR|2VULN|2ASPD|1DMG|1CDMG|2ZMB|1AAC	1AAC|2FEWX|39VULN|4DMG|5LHND|69ZMB|7CDMG|89ASPD|9BPWR|aRCR
48	22316 42235	 * 	200.02	DCR|5VULN|2ASPD	18ERES|2358aVULN|4LWND|6LHND|78ASPD|8BPWR|9RCR
49	13271 26348	   	199.90	DCR|2DMG|2ASPD|1AART|1CDMG|1AAC|1DUR	1AAC|2MBVNT|39BEXP|4CDMG|5AART|6RCR|79ASPD|89DMG|9BPWR|aDUR
50	13177 21323	   	199.76	DCR|2VULN|2AART|1DMG|1CDMG|1AAC	1AAC|2MBVNT|3aVULN|4CDMG|58AART|6RCR|7DMG|9RPLT
51	13177 21332	   	199.76	DCR|2VULN|2AART|1DMG|1CDMG|1AAC	1AAC|2MBVNT|3aVULN|4CDMG|58AART|6RCR|7DMG|9AELBLL
52	13177 21347	   	199.76	DCR|2VULN|2AART|1DMG|1CDMG|1AAC	1AAC|2MBVNT|3aVULN|4CDMG|58AART|6RCR|7DMG|9CGEN
53	13177 21361	   	199.76	DCR|2VULN|2AART|1DMG|1CDMG|1AAC	1AAC|2MBVNT|39VULN|4CDMG|58AART|6RCR|7DMG|aDMSP
54	11471 21364	 * 	199.72	DCR|2DMG|1MDPS|1VULN|1AART|1CDMG|1AAC	1AAC|2FEWX|3MBVNT|4CDMG|5AART|6RCR|78DMG|9VULN|aMDPS
55	13271 21334	   	199.72	DCR|2DMG|1MDPS|1VULN|1AART|1CDMG|1AAC	1AAC|2MBVNT|3BEXP|4CDMG|5AART|6RCR|78DMG|9VULN|aMDPS
56	13177 21363	   	199.66	DCR|2VULN|2AART|1DMG|1CDMG|1AAC	1AAC|2MBVNT|39VULN|4CDMG|58AART|6RCR|7DMG|aERES
57	13177 21364	   	199.66	DCR|2VULN|2AART|1DMG|1CDMG|1AAC	1AAC|2MBVNT|39VULN|4CDMG|58AART|6RCR|7DMG|aDUST
58	13471 21334	   	199.62	DCR|1MDPS|2DMG|1VULN|1AART|1CDMG|1AAC	1AAC|2MBVNT|3DUST|4CDMG|5AART|6RCR|78DMG|9VULN|aMDPS
59	22325 43233	   	199.46	DCR|4VULN|2DMG|1ZMB	18ERES|2348VULN|5FEWX|6LHND|78DMG|8BPWR|9RCR|aZMB
60	13177 21352	 * 	199.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2MBVNT|3VULN|4CDMG|58AART|6RCR|7DMG|9ASPD|aBEXP
61	13177 21354	   	199.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2MBVNT|3VULN|4CDMG|58AART|6RCR|7DMG|9ASPD|aLIT
62	13177 21351	   	199.34	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1AAC|2MBVNT|3VULN|4CDMG|58AART|6RCR|7DMG|9ASPD|aMSE
63	13177 21353	   	199.34	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2MBVNT|3VULN|4CDMG|58AART|6RCR|7DMG|9ASPD|aTSLFST
64	22324 52224	 * 	199.14	DCR|3VULN|2DMG|1ASPD	15ERES|234VULN|6RCR|7ASPD|8RCVC|9aDMG
65	34315 13281	 * 	199.03	DCR|2DMG|2ASPD|1AART|1VULN	1aDUST|2MBVNT|3FEWX|4aDMG|5LIT|6RCR|7AART|8VULN|9aASPD|aBPWR
66	31663 14341	   	199.03	DCR|2DMG|2ASPD|1AART|1VULN	1aDUST|2LWND|3aASPD|4MBVNT|5LIT|6RCR|7VULN|8AART|9aDMG|aBPWR
67	52132 16411	 * 	198.80	DCR|2VULN|1MDPS|3CDMG|3ZMB|1ASPD	19CGEN|25VULN|359ZMB|4MDPS|59BPWR|689CDMG|7RCR|aASPD
68	22316 42236	   	198.68	DCR|4VULN|3ASPD	18ERES|2358VULN|4LWND|6LHND|78aASPD|8BPWR|9RCR
69	21126 34622	   	197.99	DCR|4VULN|2ASPD|1ZMB	17ERES|2TLV|37ASPD|4567VULN|7BPWR|8RCR|9BEXP|aZMB
70	13177 25112	   	197.53	DCR|3VULN|2AART|1CDMG|1AAC	1AAC|2MBVNT|38aVULN|4CDMG|59AART|6RCR|7BELT
71	32522 12365	 * 	197.52	DCR|3VULN|1AART|1ASPD|1CDMG	1DUST|2BASFIG|37aVULN|4BEXP|5ASPD|6AART|8RCR|9CDMG
72	22325 53231	   	197.43	DCR|4VULN|2DMG|1DUR	18ERES|2348VULN|5FEWX|6DUR|78DMG|8BPWR|9RCR|aLWND
73	22325 53234	   	197.43	DCR|4VULN|2DMG|1DUR	18ERES|2348VULN|5aFEWX|6DUR|78DMG|8BPWR|9RCR
74	22325 53235	   	197.43	DCR|4VULN|2DMG|1DUR	18ERES|2348VULN|5FEWX|6DUR|78DMG|8BPWR|9RCR|aRCVC
75	22325 53236	   	197.43	DCR|4VULN|2DMG|1DUR	18ERES|2348VULN|5FEWX|6DUR|78DMG|8BPWR|9RCR|aRPLT
76	22324 54113	   	197.40	DCR|4VULN|1ASPD|1DMG	157ERES|2347VULN|6RCR|7BPWR|8LWND|9ASPD|aDMG
77	22325 53232	   	197.33	DCR|4VULN|2DMG|1DUR	18aERES|2348VULN|5FEWX|6DUR|78DMG|8BPWR|9RCR
78	13271 24367	   	197.30	DCR|4VULN|1AART|1CDMG|1AAC	1AAC|2MBVNT|3BEXP|4CDMG|5AART|6RCR|789aVULN
79	22324 54313	   	197.30	DCR|4VULN|1ASPD|1DMG	157ERES|2347VULN|6RCR|7BPWR|8DUST|9ASPD|aDMG
80	13471 24367	   	197.20	DCR|4VULN|1AART|1CDMG|1AAC	1AAC|2MBVNT|3DUST|4CDMG|5AART|6RCR|789aVULN
81	23127 35714	 * 	197.12	DCR|4VULN|1AART|1ASPD	17ERES|2RCVC|3MBVNT|4567VULN|7BPWR|8RCR|9ASPD|aAART
82	16113 26213	   	196.83	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC|1ZMB	1AAC|2ZMB|39ASPD|4LWND|5DMG|69FEWX|7CDMG|89VULN|9BPWR|aRCR
83	52322 51611	   	195.97	DCR|4VULN|2ASPD|1AAC|1DUR	1CGEN|2346VULN|5AAC|79ASPD|8RCR|aDUR
84	22223 54226	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ERES|29VULN|3DMG|4AART|5LWND|6RCR|7ASPD|8LHND|aDUR
85	21126 34632	   	195.87	DCR|4VULN|2ASPD|1DUR	179ERES|2TLV|37ASPD|4567VULN|7BPWR|8RCR|aDUR
86	22322 51611	   	195.87	DCR|4VULN|2ASPD|1AAC|1DUR	1ERES|2346VULN|5AAC|79ASPD|8RCR|aDUR
87	13156 21113	 * 	195.77	DCR|2VULN|2DMG|2CDMG|1AAC|1ZMB|1DUR	1AAC|2MBVNT|39VULN|49DMG|5ZMB|6DUR|79CDMG|8RMIN|9BPWR|aRCR
88	34464 42462	 * 	195.72	DCR|2VULN|2ASPD|1AART|1DMG	1DUST|2MBVNT|3AART|47ASPD|5DMG|6CGEN|8aVULN|9RCR
89	13372 74111	   	195.55	DCR|2VULN|1AART|2CDMG|1ASPD|1AAC|1ZMB	1AAC|2MBVNT|3LHND|46CDMG|56VULN|6BPWR|7ASPD|8ZMB|9RCR|aAART
90	13772 74111	   	195.55	DCR|2VULN|1AART|2CDMG|1ASPD|1AAC|1ZMB	1AAC|2MBVNT|3LWND|46CDMG|56VULN|6BPWR|7ASPD|8ZMB|9RCR|aAART
91	52232 26162	 * 	195.52	DCR|2VULN|2DMG|1MDPS|1ASPD|1CDMG|1SELL	1CGEN|25VULN|35DMG|4MDPS|5BPWR|6SELL|7RCR|8RPLT|9ASPD|aCDMG
92	22324 54223	 * 	195.31	DCR|5VULN|1AART	157ERES|23478VULN|6RCR|7BPWR|9BEXP|aAART
93	22324 54233	   	195.31	DCR|5VULN|1AART	157ERES|23478VULN|6RCR|7BPWR|9FEWX|aAART
94	34313 32513	   	195.24	DCR|3VULN|2DMG|1ASPD	19DUST|2MBVNT|3FEWX|49DMG|5BELT|679VULN|8RCR|9BPWR|aASPD
95	52321 32133	   	195.22	DCR|4VULN|1AART|1ASPD	1CGEN|2346VULN|5DUST|7ASPD|8BEXP|9RCR|aAART
96	52356 32133	   	195.22	DCR|4VULN|1AART|1ASPD	1CGEN|2356VULN|4DUST|7ASPD|8BEXP|9RCR|aAART
97	34212 81171	   	195.11	DCR|3DMG|2ASPD|1VULN|1DUR	1aDUST|2MBVNT|37aDMG|4DUR|5LEGI|6VULN|8RCR|9aASPD|aBPWR
98	14612 32621	   	195.02	DCR|3VULN|2CDMG|1DMG|2SPLREG|1AAC	1AAC|27CDMG|367VULN|4DMSP|57SPLREG|7BPWR|8RCR|9DMG|aRPLT
99	14612 32622	   	195.02	DCR|3VULN|2CDMG|1DMG|2SPLREG|1AAC	1AAC|27CDMG|367VULN|4DMSP|57SPLREG|7BPWR|8RCR|9DMG|aFEWX
100	34215 13281	   	194.99	DCR|2ASPD|1AART|1VULN|1DMG|2DUR	1aDUST|2MBVNT|3DMG|4aDUR|5LIT|6RCR|7AART|8VULN|9aASPD|aBPWR
101	13153 67413	 * 	194.86	DCR|3VULN|2DMG|2CDMG|1AAC	1AAC|2MBVNT|389VULN|49DMG|5LHND|6DUST|79CDMG|9BPWR|aRCR
102	22454 14812	   	194.83	DCR|2DMG|2ASPD|1AART|1VULN|1AAC	1ERES|2VULN|3MBVNT|4aDMG|59ASPD|6AAC|7AART|8RCR
103	34251 24824	 * 	194.73	DCR|3VULN|3DMG	15DUST|2MBVNT|345DMG|5BPWR|6RCR|7AME|89aVULN
104	34251 27124	   	194.73	DCR|3VULN|3DMG	15DUST|2MBVNT|345DMG|5BPWR|6RCR|79aVULN|8CGEN
105	13155 21213	   	194.70	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2MBVNT|39VULN|4DMG|59CGEN|6DUR|7CDMG|89ASPD|9BPWR|aRCR
106	52232 26351	   	194.68	DCR|3DMG|2VULN|1MDPS|1ASPD|2SELL	1CGEN|25VULN|35aDMG|4MDPS|5BPWR|68SELL|7RCR|9ASPD
107	34251 21821	 * 	194.63	DCR|3VULN|3DMG|1NUKE	15aDUST|2MBVNT|345DMG|5aBPWR|6RCR|7NUKE|89aVULN
108	22223 54126	   	194.38	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1ERES|29VULN|3DMG|4AART|5LWND|6RCR|7ASPD|8FEWX|aAAC
109	52316 42233	   	194.27	DCR|4VULN|2ASPD|1DUR	18CGEN|2358VULN|4LWND|6LHND|78ASPD|8BPWR|9RCR|aDUR
110	52242 61123	   	194.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|29VULN|3DMG|4LHND|5AART|6RCR|7ZMB|8FEWX|aCDMG
111	52242 63123	   	194.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|29VULN|3DMG|4LHND|5AART|6RCR|7FEWX|8ZMB|aCDMG
112	52122 63223	   	194.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|29VULN|3ZMB|4AART|5LHND|6RCR|7FEWX|8DMG|aCDMG
113	52122 64123	   	194.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1CGEN|29VULN|3ZMB|4AART|5LHND|6RCR|7ASPD|8FEWX|aCDMG
114	52142 63223	   	194.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|29VULN|3ZMB|4LHND|5AART|6RCR|7FEWX|8DMG|aCDMG
115	51126 34211	   	194.19	DCR|4VULN|2ASPD|1ZMB	17CGEN|2TLV|37ASPD|4567VULN|7BPWR|8ZMB|9DMSP|aRCR
116	51126 34231	   	194.19	DCR|4VULN|2ASPD|1ZMB	179CGEN|2TLV|37ASPD|4567VULN|7BPWR|8ZMB|aRCR
117	22122 53223	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3ZMB|4AART|5LHND|6RCR|7FEWX|8DMG|aCDMG
118	22122 54123	   	194.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ERES|29VULN|3ZMB|4AART|5LHND|6RCR|7ASPD|8FEWX|aCDMG
119	22142 53223	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3ZMB|4LHND|5AART|6RCR|7FEWX|8DMG|aCDMG
120	22142 54123	   	194.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ERES|29VULN|3ZMB|4LHND|5AART|6RCR|7ASPD|8FEWX|aCDMG
121	22223 51123	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3DMG|4AART|5LWND|6RCR|7ZMB|8FEWX|aCDMG
122	22223 51223	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3DMG|4AART|5LWND|6RCR|7ZMB|8LHND|aCDMG
123	22223 51635	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2aVULN|3DMG|4AART|5LWND|6RCR|7ZMB|8CDMG|9MULARM
124	22223 51652	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3DMG|4AART|5LWND|6RCR|7ZMB|8CDMG|aBEXP
125	22223 53123	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3DMG|4AART|5LWND|6RCR|7FEWX|8ZMB|aCDMG
126	22242 51123	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3DMG|4LHND|5AART|6RCR|7ZMB|8FEWX|aCDMG
127	22242 53123	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3DMG|4LHND|5AART|6RCR|7FEWX|8ZMB|aCDMG
128	35223 51523	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2MLV|3DMG|4AART|5LWND|6RCR|7ZMB|89VULN|aCDMG
129	35342 51223	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2MLV|39VULN|4DMG|5AART|6RCR|7ZMB|8LHND|aCDMG
130	26126 34211	   	194.09	DCR|4VULN|2ASPD|1ZMB	17ERES|2MLV|37ASPD|4567VULN|7BPWR|8ZMB|9DMSP|aRCR
131	26123 34261	   	194.09	DCR|4VULN|2ASPD|1ZMB	17ERES|2MLV|37ASPD|4679VULN|5DMSP|7BPWR|8ZMB|aRCR
132	22316 42233	   	194.07	DCR|4VULN|2ASPD|1DUR	18ERES|2358VULN|4LWND|6LHND|78ASPD|8BPWR|9RCR|aDUR
133	52332 61343	   	194.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1CGEN|23VULN|4BEXP|5AART|6ZMB|7LIT|8RCR|9DMG|aASPD
134	22162 53223	   	194.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3ZMB|4LEGI|5AART|6RCR|7FEWX|8DMG|aCDMG
135	22162 54123	   	194.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ERES|29VULN|3ZMB|4LEGI|5AART|6RCR|7ASPD|8FEWX|aCDMG
136	22162 54223	   	194.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ERES|29VULN|3ZMB|4LEGI|5AART|6RCR|7ASPD|8LHND|aCDMG
137	13177 24345	   	194.02	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB	1AAC|2MBVNT|37VULN|4CDMG|5AART|6RCR|8DMG|9CGEN|aZMB
138	22223 51651	   	194.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1MSE	1ERES|29VULN|3DMG|4AART|5LWND|6RCR|7ZMB|8CDMG|aMSE
139	22223 51653	   	194.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3DMG|4AART|5LWND|6RCR|7ZMB|8CDMG|aMSLFST
140	22262 51123	   	194.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3DMG|4LEGI|5AART|6RCR|7ZMB|8FEWX|aCDMG
141	22262 51223	   	194.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3DMG|4LEGI|5AART|6RCR|7ZMB|8LHND|aCDMG
142	22262 53123	   	194.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|29VULN|3DMG|4LEGI|5AART|6RCR|7FEWX|8ZMB|aCDMG
143	21123 34261	   	193.99	DCR|4VULN|2ASPD|1ZMB	17ERES|2TLV|37ASPD|4679VULN|5DMSP|7BPWR|8ZMB|aRCR
144	21126 34211	   	193.99	DCR|4VULN|2ASPD|1ZMB	17ERES|2TLV|37ASPD|4567VULN|7BPWR|8ZMB|9DMSP|aRCR
145	26126 32261	   	193.99	DCR|4VULN|2ASPD|1ZMB	1ERES|2MLV|37ASPD|4569VULN|8ZMB|aRCR
146	21126 34521	   	193.97	DCR|4VULN|2ASPD|1DUR	17ERES|2TLV|37ASPD|4567VULN|7BPWR|8AELBLL|9RCR|aDUR
147	22223 51225	   	193.95	DCR|2VULN|2AART|1DMG|1ZMB	1ERES|29VULN|3DMG|4aAART|5LWND|6RCR|7ZMB|8LHND
148	22126 51343	   	193.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ERES|25VULN|3ZMB|4AART|6BEXP|7LIT|8RCR|9DMG|aASPD
149	22332 61343	   	193.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ERES|23VULN|4BEXP|5AART|6ZMB|7LIT|8RCR|9DMG|aASPD
150	52242 61313	   	193.90	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1CGEN|2VULN|3DMG|4LHND|5AART|6RCR|7ZMB|8RMIN|9ASPD|aCDMG
151	21126 32261	   	193.89	DCR|4VULN|2ASPD|1ZMB	1ERES|2TLV|37ASPD|4569VULN|8ZMB|aRCR
152	22242 51313	   	193.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ERES|2VULN|3DMG|4LHND|5AART|6RCR|7ZMB|8RMIN|9ASPD|aCDMG
153	65113 12251	   	193.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1BELT|2TLV|35DUR|45VULN|5BPWR|6RCR|7AME|8DMG|9ASPD|aCDMG
154	12325 52613	 * 	193.69	DCR|3VULN|2ASPD|2CDMG|1AAC	1AAC|2RMIN|38ASPD|48aVULN|5FEWX|6LIT|78CDMG|8BPWR|9RCR
155	65113 11251	   	193.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1BELT|2TLV|35DUR|45VULN|5BPWR|6RCR|7ERES|8DMG|9ASPD|aCDMG
156	22324 53511	   	193.48	DCR|3VULN|1AART|1DMG|1DUR	157ERES|234VULN|6RCR|8AART|9DMG|aDUR
157	34215 13251	 * 	193.43	DCR|2VULN|2DMG|1AART|1DUR	1aDUST|2MBVNT|3aDMG|4DUR|5LIT|6RCR|7AART|8aVULN|9RMIN|aBPWR
