0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11133 42534	6	 * 	291.98	DCR|3VULN|3DMG|3DUR|1AART|1SELL	1SELL|2AART|3BELT|49aVULN|59aDUR|6RCR|789DMG|9aBPWR
39	13254 31121	4	 * 	271.84	DCR|4VULN|2DUR|2TLV|1CDMG|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8aDUR|9CDMG
40	13251 14162	6	   	271.45	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6DMG|7RCR|8DUR|9LIT
41	13251 16124	8	   	271.45	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|23459VULN|6DMG|7RCR|8LIT|aDUR
42	13251 16162	7	   	271.45	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6DMG|7RCR|8DUR|9LIT
43	13251 16362	8	   	271.45	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6DMG|7RCR|8DUR|9LIT
44	11133 36533	8	 * 	270.77	DCR|3VULN|2DMG|2DUR|2AART|1SELL	1SELL|26AART|3BELT|49aVULN|59DUR|7RCR|89DMG|9BPWR
45	13251 64131	5	   	270.34	DCR|5VULN|1TLV|1DUR|1ASPD|1SELL	1SELL|2345aVULN|6ASPD|7RCR|8DUR|9TLV
46	62112 24532	10	   	269.76	DCR|4VULN|1DMG|1TLV|1DUR|1AART	1RPLT|2TLV|348aVULN|5DUR|6DMG|7AART|9RCR
47	62112 24336	10	 * 	269.53	DCR|2VULN|3DUR|2DMG|2TLV|1AART	1RPLT|2aTLV|34VULN|58aDUR|6aDMG|7AART|9RCR|aBPWR
48	13252 31262	5	   	269.38	DCR|4VULN|2TLV|1DMG|1CDMG|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DMG|9CDMG|aLIT
49	13254 31262	4	   	269.38	DCR|4VULN|2TLV|1DMG|1CDMG|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DMG|9CDMG|aLIT
50	62141 22113	4	   	267.98	DCR|5VULN|1TLV|1CDMG|1ASPD	1RPLT|2TLV|35689VULN|4ASPD|7RCR|aCDMG
51	62116 12111	6	 * 	267.11	DCR|5VULN|2TLV|1DMG	1RPLT|26TLV|3489aVULN|5DMG|7RCR
52	13252 31641	5	   	266.96	DCR|5VULN|2TLV|1DMG|1SELL	1SELL|2347aVULN|57TLV|6RCR|7BPWR|8LHND|9DMG
53	13246 52322	4	 * 	266.89	DCR|3VULN|2DMG|2DUR|1CDMG|1SELL	1SELL|239VULN|4CDMG|59DMG|6ERES|7LHND|89DUR|9BPWR|aRCR
54	13246 53322	4	 * 	266.89	DCR|3VULN|2DMG|2DUR|1CDMG|1SELL	1SELL|239VULN|4CDMG|59DMG|6ERES|7LWND|89DUR|9BPWR|aRCR
55	13252 31441	5	   	266.86	DCR|5VULN|2TLV|1DMG|1SELL	1SELL|2347aVULN|57TLV|6RCR|7BPWR|8DUST|9DMG
56	13252 31243	5	   	266.73	DCR|4VULN|2TLV|1DMG|1ASPD|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DMG|9LIT|aASPD
57	13254 31243	4	   	266.73	DCR|4VULN|2TLV|1DMG|1ASPD|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DMG|9LIT|aASPD
58	13235 32214	6	 * 	266.26	DCR|4VULN|2DMG|2ASPD|1SELL	1SELL|238aVULN|48ASPD|58DMG|6BELT|7RCR|8BPWR|9BBNT
59	62112 55313	4	   	266.02	DCR|3VULN|2DMG|2TLV|1CDMG|1AART	1RPLT|2aTLV|34aVULN|5LHND|6CDMG|7aDMG|8RCR|9AART|aBPWR
60	62112 55313	3	   	266.02	DCR|3VULN|2DMG|2TLV|1CDMG|1AART	1RPLT|2aTLV|34aVULN|5LHND|6CDMG|7aDMG|8RCR|9AART|aBPWR
61	62113 25313	6	   	266.02	DCR|3VULN|2DMG|2TLV|1CDMG|1AART	1RPLT|2aTLV|34aVULN|5CDMG|6LHND|7aDMG|8RCR|9AART|aBPWR
62	62113 44333	7	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1RPLT|2TLV|346VULN|5CDMG|7DMG|8aDUR|9RCR
63	13224 34335	8	   	265.45	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG|1SELL	1SELL|236VULN|47DUR|5CDMG|8DMG|9RCR|aTLV
64	13235 11141	6	   	265.41	DCR|3VULN|3DMG|1DUR|1ASPD|1SELL	1SELL|237VULN|4ASPD|579DMG|67CGEN|7BPWR|8DUR|aRCR
65	13235 41141	6	   	265.41	DCR|3VULN|3DMG|1DUR|1ASPD|1SELL	1SELL|237VULN|4ASPD|579DMG|67MLV|7BPWR|8DUR|aRCR
66	13243 12144	7	 * 	265.31	DCR|4VULN|3DUR|1CDMG|1SELL	1SELL|237aVULN|4CDMG|57aBEXP|67aDUR|7aBPWR|8BBNT|9RCR
67	13252 31216	5	   	265.01	DCR|4VULN|2DMG|2TLV|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8aDMG|9ZMB
68	13252 31226	5	   	265.01	DCR|4VULN|2DMG|2TLV|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8aDMG|9CGEN
69	13254 31216	4	   	265.01	DCR|4VULN|2DMG|2TLV|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8aDMG|9ZMB
70	13254 31226	4	   	265.01	DCR|4VULN|2DMG|2TLV|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8aDMG|9CGEN
71	62141 22116	4	 * 	264.54	DCR|5VULN|2ASPD|1TLV	1RPLT|2TLV|35689VULN|4aASPD|7RCR
72	13251 14222	6	 * 	264.49	DCR|5VULN|2DMG|1SELL	1SELL|23459VULN|68DMG|7RCR|aBEXP
73	13251 16222	7	 * 	264.49	DCR|5VULN|2DMG|1SELL	1SELL|23459VULN|68DMG|7RCR|aBEXP
74	13251 44222	5	 * 	264.49	DCR|5VULN|2DMG|1SELL	1SELL|23459VULN|68DMG|7RCR|aBEXP
75	13224 34335	6	   	264.45	DCR|4VULN|1TLV|1DUR|1CDMG|1ASPD|1SELL	1SELL|2368VULN|4DUR|5CDMG|7ASPD|9RCR|aTLV
76	13251 14225	6	 * 	264.39	DCR|5VULN|2DMG|1SELL	1SELL|23459VULN|68DMG|7RCR|aTBNT
77	13251 16225	7	 * 	264.39	DCR|5VULN|2DMG|1SELL	1SELL|23459VULN|68DMG|7RCR|aTBNT
78	13235 34533	9	 * 	264.34	DCR|3VULN|2DMG|2DUR|1ASPD|1SELL	1SELL|23aVULN|4ASPD|5aDMG|6BELT|7aDUR|8RCR|9RPLT|aBPWR
79	13252 31146	5	   	263.67	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DUR|9DMG|aZMB
80	13252 31236	5	   	263.67	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DMG|9DUR|aZMB
81	13252 31653	5	   	263.67	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8LHND|9DUR|aDMG
82	13254 31236	4	   	263.67	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DMG|9DUR|aZMB
83	13252 31142	5	   	263.57	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DUR|9DMG|aTBNT
84	13252 31143	5	   	263.57	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DUR|9DMG|aERES
85	13252 31145	5	   	263.57	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DUR|9DMG|aDUST
86	13252 31232	5	   	263.57	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DMG|9DUR|aTBNT
87	13252 31233	5	   	263.57	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DMG|9DUR|aERES
88	13252 31235	5	   	263.57	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DMG|9DUR|aDUST
89	13254 31142	4	   	263.57	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DUR|9DMG|aTBNT
90	13254 31143	4	   	263.57	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DUR|9DMG|aERES
91	13254 31232	4	   	263.57	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DMG|9DUR|aTBNT
92	13254 31233	4	   	263.57	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DMG|9DUR|aERES
93	13254 31235	4	   	263.57	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|57TLV|6RCR|7BPWR|8DMG|9DUR|aDUST
94	13253 81237	6	   	263.57	DCR|4VULN|2TLV|1DMG|1DUR|1SELL	1SELL|2347VULN|5MBVNT|67TLV|7BPWR|8DMG|9DUR|aRCR
95	62115 32111	6	   	263.39	DCR|5VULN|1DMG|1TLV	1RPLT|2TLV|3489aVULN|5DMSP|6DMG|7RCR
96	62116 22111	5	   	263.39	DCR|5VULN|1DMG|1TLV	1RPLT|2TLV|34689VULN|5DMG|7RCR|aFEWX
97	62116 22112	5	   	263.39	DCR|5VULN|1DMG|1TLV	1RPLT|2TLV|34689VULN|5DMG|7RCR|aRMIN
98	62116 22134	5	   	263.39	DCR|5VULN|1DMG|1TLV	1RPLT|2TLV|3468aVULN|5DMG|7RCR|9FEWX
99	62116 52111	6	   	263.39	DCR|5VULN|1DMG|1TLV	1RPLT|2TLV|3489aVULN|5DMG|6RCVC|7RCR
100	13252 31141	4	   	263.25	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2347aVULN|57CGEN|6RCR|7BPWR|8DUR|9DMG
101	13253 31141	4	   	263.25	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2347aVULN|57MLV|6RCR|7BPWR|8DUR|9DMG
102	13253 31231	4	   	263.25	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2347aVULN|57MLV|6RCR|7BPWR|8DMG|9DUR
103	32112 24536	10	 * 	263.24	DCR|3VULN|2DMG|2DUR|1AART	1aMLV|2RPLT|348VULN|5aDUR|6aDMG|7AART|9RCR|aBPWR
104	13251 11362	10	   	263.15	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6DMG|7LHND|8DUR|9RCR
105	13251 12136	9	   	263.15	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|23458VULN|6DMG|7RPLT|9DUR|aRCR
106	13251 14151	6	   	263.15	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6DMG|7RCR|8DUR|9MLV
107	13251 14631	6	   	263.15	DCR|5VULN|1DMG|1TLV|1SELL	1SELL|2345aVULN|6DMG|7RCR|8LHND|9TLV
108	13251 15362	10	   	263.15	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6DMG|7LWND|8DUR|9RCR
109	13251 16151	7	   	263.15	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6DMG|7RCR|8DUR|9MLV
110	13251 16321	9	   	263.15	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6DMG|7RCR|8DUR|9MLV
111	13251 16331	9	   	263.15	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6DMG|7RCR|8DUR|9CGEN
112	13251 16342	10	   	263.15	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6DMG|7RCR|8DUR|9LWND
113	13251 16351	8	   	263.15	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6DMG|7RCR|8DUR|9MLV
114	13251 16361	9	   	263.15	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6DMG|7RCR|8DUR|9RMIN
115	13251 16631	7	   	263.15	DCR|5VULN|1DMG|1TLV|1SELL	1SELL|2345aVULN|6DMG|7RCR|8LHND|9TLV
116	13251 16631	8	   	263.15	DCR|5VULN|1DMG|1TLV|1SELL	1SELL|2345aVULN|6DMG|7RCR|8BEXP|9TLV
117	13251 22141	5	   	263.15	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6RCR|7ZMB|8DUR|9DMG
118	62116 22114	5	   	263.15	DCR|5VULN|1DMG|1TLV|1SELL	1RPLT|2TLV|34689VULN|5DMG|7RCR|aSELL
119	13251 24141	6	   	263.05	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6ERES|7RCR|8DUR|9DMG
120	13251 24231	6	   	263.05	DCR|5VULN|1DMG|1DUR|1SELL	1SELL|2345aVULN|6ERES|7RCR|8DMG|9DUR
121	11133 44533	8	   	263.00	DCR|3VULN|2DMG|2DUR|1AART|1SELL	1SELL|2AART|3BELT|49aVULN|59DUR|6RCR|7RCVC|89DMG|9BPWR
122	11133 45533	8	   	263.00	DCR|3VULN|2DMG|2DUR|1AART|1SELL	1SELL|2AART|3BELT|49aVULN|59DUR|6RCR|7DMSP|89DMG|9BPWR
123	11133 56533	8	   	263.00	DCR|3VULN|2DMG|2DUR|1AART|1SELL	1SELL|2AART|3BELT|49aVULN|59DUR|6RCVC|7RCR|89DMG|9BPWR
124	13251 14163	6	   	262.92	DCR|4VULN|1DMG|1DUR|1ASPD|1SELL	1SELL|2345VULN|6DMG|7RCR|8DUR|9LIT|aASPD
125	13251 16163	7	   	262.92	DCR|4VULN|1DMG|1DUR|1ASPD|1SELL	1SELL|2345VULN|6DMG|7RCR|8DUR|9LIT|aASPD
126	13251 16363	8	   	262.92	DCR|4VULN|1DMG|1DUR|1ASPD|1SELL	1SELL|2345VULN|6DMG|7RCR|8DUR|9LIT|aASPD
127	13224 34331	6	   	262.78	DCR|4VULN|2DUR|1CDMG|1ASPD|1SELL	1SELL|2368VULN|4aDUR|5CDMG|7ASPD|9RCR
128	13224 44331	5	   	262.78	DCR|4VULN|2DUR|1CDMG|1ASPD|1SELL	1SELL|2368VULN|4aDUR|5CDMG|7ASPD|9RCR
129	13251 64121	5	   	262.78	DCR|4VULN|2DUR|1CDMG|1ASPD|1SELL	1SELL|2345VULN|6ASPD|7RCR|8aDUR|9CDMG
130	13224 34331	8	 * 	262.43	DCR|3VULN|3DUR|1DMG|1CDMG|1SELL	1SELL|236VULN|47aDUR|5CDMG|8DMG|9RCR
