0	Index      	Bounty	 *	Score 	Summary	Detail	
1	26663 11111	6	 * 	304.10	DCR|3VULN|3DMG|2DUR|2ASPD|1CDMG	127DMG|378VULN|4CDMG|5aDUR|67ASPD|7BPWR|9RCR
74	33652 23322	6	   	282.46	DCR|3VULN|3DMG|3DUR	157VULN|247DUR|347DMG|47BPWR|6BELT|8BBNT|9LWND|aRCR
75	33652 23352	6	   	282.46	DCR|3VULN|3DMG|3DUR	157VULN|247DUR|347DMG|47BPWR|6BELT|8BBNT|9LHND|aRCR
76	33453 23353	4	   	282.46	DCR|3VULN|3DMG|3DUR|1NUKE	19aVULN|236DUR|46aDMG|5NUKE|6aBPWR|7aMLV|8RCR
77	33643 23353	3	   	282.46	DCR|3VULN|3DMG|3DUR|1NUKE	19aVULN|246DUR|36aDMG|5NUKE|6aBPWR|7aMLV|8RCR
78	33652 15231	8	   	282.46	DCR|3VULN|3DMG|3DUR	157VULN|246DUR|347DMG|47BPWR|8CGEN|9RCR|aDMSP
79	33652 15232	8	   	282.46	DCR|3VULN|3DMG|3DUR	157VULN|246DUR|347DMG|47BPWR|8CGEN|9RCR|aZMB
80	33652 15233	8	   	282.46	DCR|3VULN|3DMG|3DUR	157VULN|246DUR|347DMG|47BPWR|8CGEN|9RCR|aRMIN
81	33652 15331	7	   	282.46	DCR|3VULN|3DMG|3DUR	157VULN|246DUR|347DMG|47BPWR|8CGEN|9RCR|aDMSP
82	33652 15332	7	   	282.46	DCR|3VULN|3DMG|3DUR	157VULN|246DUR|347DMG|47BPWR|8CGEN|9RCR|aZMB
83	33652 15333	7	   	282.46	DCR|3VULN|3DMG|3DUR	157VULN|246DUR|347DMG|47BPWR|8CGEN|9RCR|aRMIN
84	33653 13353	4	   	282.46	DCR|3VULN|3DMG|3DUR|1NUKE	19aVULN|246DUR|34aDMG|4aBPWR|5NUKE|7aMLV|8RCR
85	33652 23312	6	   	282.36	DCR|3VULN|3DMG|3DUR	157VULN|247DUR|347DMG|47BPWR|6BELT|8BBNT|9LEGI|aRCR
86	33651 41222	5	   	282.32	DCR|3VULN|3DMG|3DUR|1SELL	178VULN|247DUR|347DMG|47BPWR|5RMIN|6SELL|9LHND|aRCR
87	33651 41222	6	   	282.32	DCR|3VULN|3DMG|3DUR|1SELL	178VULN|247DUR|347DMG|47BPWR|5RMIN|6SELL|9LHND|aRCR
88	33651 41232	6	   	282.32	DCR|3VULN|3DMG|3DUR|1SELL	178VULN|247DUR|347DMG|47BPWR|5RMIN|6SELL|9FEWX|aRCR
89	33651 41232	5	   	282.32	DCR|3VULN|3DMG|3DUR|1SELL	178VULN|247DUR|347DMG|47BPWR|5RMIN|6SELL|9FEWX|aRCR
90	33625 11111	4	   	282.22	DCR|3VULN|3DMG|3DUR|1SELL	178VULN|27aDUR|367DMG|4SELL|5RMIN|7BPWR|9RCR
91	33625 11312	4	   	282.22	DCR|3VULN|3DMG|3DUR|1SELL	179VULN|279DUR|367DMG|4SELL|5RMIN|79BPWR|89DUST|aRCR
92	33251 44321	6	   	281.36	DCR|4VULN|2DMG|2TLV|1DUR|1SELL	1379VULN|2DUR|49DMG|5RMIN|6SELL|89TLV|9BPWR|aRCR
93	33251 44321	5	   	281.36	DCR|4VULN|2DMG|2TLV|1DUR|1SELL	1379VULN|2DUR|49DMG|5RMIN|6SELL|89TLV|9BPWR|aRCR
94	31152 52142	7	   	281.01	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LHND|9RCR|aBEXP
95	31152 52142	8	   	281.01	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LHND|9RCR|aBEXP
96	31152 52143	8	   	281.01	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LHND|9RCR|aRMIN
97	31152 52143	7	   	281.01	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LHND|9RCR|aRMIN
98	31152 52242	8	   	281.01	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LWND|9RCR|aBEXP
99	31152 52243	8	   	281.01	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LWND|9RCR|aRMIN
100	31152 52113	7	   	281.01	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LHND|9LWND|aRCR
101	31152 52113	8	   	281.01	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LHND|9LWND|aRCR
102	31152 52133	7	   	281.01	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LHND|9FEWX|aRCR
103	31152 52133	8	   	281.01	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LHND|9FEWX|aRCR
104	31152 52223	8	   	281.01	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LWND|9LHND|aRCR
105	31152 52253	9	   	281.01	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LWND|9LHND|aRCR
106	31152 52413	8	   	281.01	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8FEWX|9LWND|aRCR
107	31152 52522	8	   	281.01	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|89CGEN|aRCR
108	31152 52153	8	   	280.91	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LHND|9DUST|aRCR
109	31152 52153	7	   	280.91	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LHND|9DUST|aRCR
110	31152 52233	8	   	280.91	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8LWND|9DUST|aRCR
111	31152 52313	8	   	280.91	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8DUST|9LWND|aRCR
112	31152 52333	8	   	280.91	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8DUST|9FEWX|aRCR
113	31152 52353	9	   	280.91	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8DUST|9LHND|aRCR
114	31152 52433	10	   	280.91	DCR|4VULN|3DMG|2TLV	1567VULN|29ERES|37TLV|467DMG|67BPWR|8FEWX|aRCR
115	31152 52513	7	   	280.91	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8DUST|9LWND|aRCR
116	31152 52533	7	   	280.91	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8DUST|9FEWX|aRCR
117	31152 52342	8	   	280.91	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8DUST|9RCR|aBEXP
118	31152 52343	8	   	280.91	DCR|4VULN|3DMG|2TLV	1567VULN|2ERES|37TLV|467DMG|67BPWR|8DUST|9RCR|aRMIN
119	26215 41154	4	   	280.91	DCR|4VULN|3DMG|2CDMG	127DMG|3RMIN|4MBVNT|57CDMG|6789VULN|7BPWR|aRCR
120	31152 52333	10	   	280.81	DCR|4VULN|3DMG|2TLV	1567VULN|29ERES|37TLV|467DMG|67BPWR|8DUST|aRCR
121	33253 22661	4	   	280.46	DCR|3VULN|3DUR|2DMG|1CDMG|1NUKE	139VULN|269DUR|46DMG|5NUKE|69BPWR|7CDMG|89BEXP|aRCR
122	33213 46361	8	   	280.36	DCR|3VULN|3DUR|2DMG|1CDMG|1NUKE	139VULN|259DUR|4LHND|6NUKE|7CDMG|89DMG|9BPWR|aRCR
123	33652 31213	10	   	280.14	DCR|3VULN|3DMG|2DUR|1ASPD	159VULN|24DUR|347DMG|4BPWR|6CGEN|8ASPD|aRCR
124	26535 41344	2	   	279.48	DCR|3VULN|3DMG|2ASPD|2CDMG	127DMG|3MBVNT|48ASPD|57CDMG|679VULN|7BPWR|aRCR
125	33252 46112	5	   	279.41	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1359VULN|2DUR|4DMG|6LIT|7ASPD|8TLV|aRCR
126	33252 46112	6	   	279.41	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1359VULN|2DUR|4DMG|6LIT|7ASPD|8TLV|aRCR
127	36416 32322	8	   	279.33	DCR|5VULN|2DUR|2ASPD	14678VULN|2LWND|38DUR|58ASPD|8BPWR|9BEXP|aRCR
128	36416 32332	9	   	279.33	DCR|5VULN|2DUR|2ASPD	14678VULN|2LWND|38DUR|58ASPD|8BPWR|9LHND|aRCR
129	36416 32322	9	   	279.23	DCR|5VULN|2DUR|2ASPD	14678VULN|2LWND|38DUR|58ASPD|8BPWR|9DUST|aRCR
130	32411 61321	6	   	278.70	DCR|4VULN|2DUR|2TLV|2CDMG	1479VULN|29BEXP|37DUR|5RCVC|67CDMG|79BPWR|89TLV|aRCR
131	33211 61321	6	   	278.70	DCR|4VULN|2DUR|2TLV|2CDMG	1379VULN|29DUR|47LHND|5RCVC|67CDMG|79BPWR|89TLV|aRCR
132	33214 61321	6	   	278.70	DCR|4VULN|2DUR|2TLV|2CDMG	1379VULN|29DUR|457LHND|67CDMG|79BPWR|89TLV|aRCR
133	33221 61321	6	   	278.70	DCR|4VULN|2DUR|2TLV|2CDMG	1379VULN|29DUR|47FEWX|5RCVC|67CDMG|79BPWR|89TLV|aRCR
134	36411 61321	6	   	278.70	DCR|4VULN|2DUR|2TLV|2CDMG	1479VULN|29LWND|37DUR|5RCVC|67CDMG|79BPWR|89TLV|aRCR
135	33261 61321	6	   	278.50	DCR|4VULN|2DUR|2TLV|2CDMG	1379VULN|29DUR|47DUST|5RCVC|67CDMG|79BPWR|89TLV|aRCR
136	33511 61321	6	   	278.50	DCR|4VULN|2DUR|2TLV|2CDMG	1479VULN|29DUR|37DUST|5RCVC|67CDMG|79BPWR|89TLV|aRCR
137	24233 53623	6	   	278.28	DCR|4VULN|3DMG|2AART	17aDMG|267ERES|357aVULN|49AART|7aBPWR|8RCR
138	33652 13522	5	   	278.14	DCR|3VULN|2DMG|2DUR|1CDMG|1ASPD	159VULN|24DUR|34DMG|4BPWR|6LWND|7ASPD|8CDMG|aRCR
139	33652 21315	10	   	278.14	DCR|3VULN|2DMG|2DUR|1CDMG|1ASPD	159VULN|24DUR|34DMG|4BPWR|6BELT|7CDMG|8ASPD|aRCR
140	33652 42112	7	   	278.04	DCR|3VULN|2DMG|2DUR|1TLV	159VULN|24DUR|34DMG|4BPWR|6LIT|7CGEN|8TLV|aRCR
141	31552 12362	9	   	277.75	DCR|4VULN|2DUR|1DMG|1ASPD	1578VULN|28ERES|3ASPD|4DMG|68DUR|8BPWR|9LIT|aRCR
142	33233 43612	7	   	277.55	DCR|5VULN|1TLV|1DUR	13569VULN|2DUR|4AART|7TLV|8LIT|aRCR
143	26432 32342	8	   	277.19	DCR|4VULN|3DMG|1DUR	128DMG|3DUR|48LHND|5678VULN|8BPWR|9RCR|aTBNT
144	26432 32343	8	   	277.19	DCR|4VULN|3DMG|1DUR	128DMG|3DUR|48LHND|5678VULN|8BPWR|9RCR|aDUST
145	33233 43215	9	   	277.01	DCR|5VULN|2AART|1TLV|1DUR	1356aVULN|2DUR|48AART|7TLV|9RCR
146	33233 43261	8	   	277.01	DCR|5VULN|2AART|1TLV|1DUR	13569VULN|2DUR|48AART|7TLV|aRCR
147	33252 41181	10	   	276.40	DCR|4VULN|2DMG|1DUR|2LIT	1358VULN|2DUR|48DMG|68LIT|7MBVNT|8BPWR|9RCR|aRPLT
148	33252 41182	10	   	276.40	DCR|4VULN|2DMG|1DUR|2LIT	1358VULN|2DUR|48DMG|68LIT|7MBVNT|8BPWR|9RCR|aCGEN
149	33252 41182	9	   	276.40	DCR|4VULN|2DMG|1DUR|2LIT	1358VULN|2DUR|48DMG|68LIT|7MBVNT|8BPWR|9RCR|aDMSP
150	33252 41184	10	   	276.40	DCR|4VULN|2DMG|1DUR|2LIT	1358VULN|2DUR|48DMG|68LIT|7MBVNT|8BPWR|9RCR|aZMB
151	33252 41184	9	   	276.40	DCR|4VULN|2DMG|1DUR|2LIT	1358VULN|2DUR|48DMG|68LIT|7MBVNT|8BPWR|9RCR|aLHND
152	32252 13562	5	   	276.36	DCR|4VULN|2DMG|2CDMG|1ASPD	1359VULN|2BEXP|49DMG|6LWND|7ASPD|89CDMG|9BPWR|aRCR
153	33233 36156	7	   	276.32	DCR|4VULN|3DUR|2LIT	1359VULN|279DUR|4AART|6BELT|89LIT|9BPWR|aRCR
154	33233 36356	8	   	276.32	DCR|4VULN|3DUR|2LIT	1359VULN|279DUR|4AART|6BELT|89LIT|9BPWR|aRCR
155	33252 41181	9	   	276.30	DCR|4VULN|2DMG|1DUR|2LIT	1358VULN|2DUR|48DMG|68LIT|7MBVNT|8BPWR|9RCR|aERES
156	33252 23141	6	   	276.22	DCR|4VULN|2DMG|2DUR	1357VULN|27DUR|47DMG|6BELT|7BPWR|8BEXP|9LHND|aRCR
157	33252 23121	6	   	276.12	DCR|4VULN|2DMG|2DUR	1357VULN|27DUR|47DMG|6BELT|7BPWR|8BEXP|9DUST|aRCR
158	22152 25231	6	   	276.08	DCR|4VULN|2DMG|2DUR|1SELL	1aDMG|246LHND|345aVULN|4aBPWR|7RCR|8aDUR|9SELL
159	22152 55231	5	   	276.08	DCR|4VULN|2DMG|2DUR|1SELL	1aDMG|246LHND|345aVULN|4aBPWR|7RCR|8aDUR|9SELL
160	33252 15331	6	   	275.98	DCR|4VULN|2DMG|2DUR|1SELL	135aVULN|26DUR|4aDMG|7RCR|8aFEWX|9SELL|aBPWR
161	33252 15631	6	   	275.98	DCR|4VULN|2DMG|2DUR|1SELL	135aVULN|26DUR|4aDMG|7RCR|8aLHND|9SELL|aBPWR
162	36252 15231	5	   	275.98	DCR|4VULN|2DMG|2DUR|1SELL	135aVULN|26LWND|4aDMG|7RCR|8aDUR|9SELL|aBPWR
163	22152 41183	10	   	275.90	DCR|4VULN|3DMG|2LIT	18aDMG|24LHND|3458VULN|48BPWR|68LIT|7MBVNT|9RCR
164	22152 41183	9	   	275.90	DCR|4VULN|3DMG|2LIT	18aDMG|24LHND|3458VULN|48BPWR|68LIT|7MBVNT|9RCR
165	23136 41111	6	   	275.62	DCR|3VULN|3DMG|2ASPD|1DUR|1SELL	157DMG|2FEWX|378VULN|47ASPD|6SELL|7BPWR|9RCR|aDUR
166	26663 31111	6	   	275.52	DCR|2VULN|3DMG|3DUR|2CDMG	127DMG|38VULN|47CDMG|57aDUR|6RMIN|7BPWR|9RCR
167	26663 31312	6	   	275.52	DCR|2VULN|3DMG|3DUR|2CDMG	127DMG|39VULN|47CDMG|579DUR|6RMIN|79BPWR|89DUST|aRCR
168	33652 43122	10	   	275.22	DCR|3VULN|3DUR|2DMG	158VULN|248DUR|34DMG|48BPWR|6LIT|78FEWX|9RMIN|aRCR
169	33263 22422	3	   	275.19	DCR|4VULN|2DMG|1DUR|1CDMG	1369VULN|2DUR|4ZMB|56DMG|6BPWR|7CDMG|8RPLT|aRCR
170	31152 53211	9	   	275.09	DCR|4VULN|2DMG|1TLV|1CDMG	1567VULN|2ERES|3TLV|46DMG|6BPWR|8CDMG|9LHND|aRCR
171	31152 53213	10	   	275.09	DCR|4VULN|2DMG|1TLV|1CDMG	1567VULN|2ERES|3TLV|46DMG|6BPWR|8CDMG|9LHND|aRCR
172	31152 53251	9	   	275.09	DCR|4VULN|2DMG|1TLV|1CDMG	1567VULN|2ERES|3TLV|46DMG|6BPWR|8CDMG|9BEXP|aRCR
173	31152 53253	10	   	275.09	DCR|4VULN|2DMG|1TLV|1CDMG	1567VULN|2ERES|3TLV|46DMG|6BPWR|8CDMG|9BEXP|aRCR
174	31152 53221	9	   	274.99	DCR|4VULN|2DMG|1TLV|1CDMG	1567VULN|2ERES|3TLV|46DMG|6BPWR|8CDMG|9DUST|aRCR
