0	Index      	Bounty	 *	Score 	Summary	Detail	
1	54331 13113	2	 * 	284.17	DCR|5VULN|3DMG|2AART	136DMG|2378aVULN|3BPWR|45AART|9RCR
15	53123 62236	2	   	268.60	DCR|4VULN|2DMG|1TLV|1AART	19DMG|2TLV|3AART|4TBNT|589aVULN|69FEWX|7RCR|9BPWR
16	53126 22236	2	   	268.60	DCR|4VULN|2DMG|1TLV|1AART	19DMG|2TLV|3AART|4TBNT|59BEXP|689aVULN|7RCR|9BPWR
17	12132 42641	8	   	267.69	DCR|3VULN|2DMG|1TLV|2ASPD|1CDMG	168VULN|2CDMG|38ASPD|4LWND|5DUST|78DMG|8BPWR|9RCR|aTLV
18	13153 51132	2	   	267.12	DCR|4VULN|2DMG|2TLV	1368VULN|2MLV|4BELT|58TLV|78DMG|8BPWR|9FEWX|aRCR
19	13153 51162	2	   	267.12	DCR|4VULN|2DMG|2TLV	1368VULN|2MLV|4BELT|58TLV|78DMG|8BPWR|9RCR|aRMIN
20	13453 51132	3	   	267.12	DCR|4VULN|2DMG|2TLV	1368VULN|2MLV|4BELT|58TLV|78DMG|8BPWR|9FEWX|aRCR
21	53611 32743	8	   	267.12	DCR|4VULN|2DMG|2TLV	18DMG|24TLV|348FEWX|48BPWR|589aVULN|6MBVNT|7RCR
22	54222 13162	8	   	267.12	DCR|4VULN|2DMG|2TLV	19DMG|2479VULN|3FEWX|5CGEN|69TLV|8BELT|9BPWR|aRCR
23	13153 51163	2	   	267.02	DCR|4VULN|2DMG|2TLV	1368VULN|2MLV|4BELT|58TLV|78DMG|8BPWR|9RCR|aERES
24	12426 11325	6	 * 	266.16	DCR|3VULN|2DMG|1TLV|2CDMG	14aVULN|2aCDMG|3RPLT|5ASPD|6TLV|7aDMG|8DLOT|9RCR|aBPWR
25	16126 11325	6	   	266.16	DCR|3VULN|2DMG|1TLV|2CDMG	14aVULN|2RPLT|3aCDMG|5ASPD|6TLV|7aDMG|8DLOT|9RCR|aBPWR
26	53265 11213	6	 * 	265.86	DCR|2VULN|2DMG|2TLV|2DUR|1CDMG	18DMG|28TLV|37DUR|4ZMB|58VULN|6RCR|8BPWR|9CGEN|aCDMG
27	54331 11113	2	   	265.82	DCR|4VULN|3DMG|2AART	136DMG|238aVULN|3BPWR|45AART|7RCVC|9RCR
28	54331 13112	2	   	265.82	DCR|4VULN|3DMG|2AART	136DMG|2378VULN|3BPWR|45AART|9RCR|aMLV
29	54331 13116	2	   	265.82	DCR|4VULN|3DMG|2AART	136DMG|2378VULN|3BPWR|45AART|9RCR|aZMB
30	54331 13111	2	   	265.72	DCR|4VULN|3DMG|2AART	136DMG|2378VULN|3BPWR|45AART|9RCR|aDUST
31	12341 11326	8	 * 	265.58	DCR|4VULN|2TLV|2CDMG|2ASPD	189aVULN|28CDMG|3CGEN|45TLV|6RCR|78ASPD|8BPWR
32	53213 63251	7	 * 	265.54	DCR|2VULN|3DUR|2DMG|2TLV	18DMG|24TLV|348DUR|48BPWR|5LWND|6CGEN|78VULN|9RCR|aMLV
33	53213 63253	7	   	265.54	DCR|2VULN|3DUR|2DMG|2TLV	18DMG|24TLV|348DUR|48BPWR|5LWND|6CGEN|78VULN|9RCR|aFEWX
34	53214 23251	7	   	265.54	DCR|2VULN|3DUR|2DMG|2TLV	18DMG|24TLV|348DUR|48BPWR|5CGEN|6FEWX|78VULN|9RCR|aMLV
35	53214 23253	7	   	265.54	DCR|2VULN|3DUR|2DMG|2TLV	18DMG|24TLV|348DUR|48BPWR|5CGEN|6aFEWX|78VULN|9RCR
36	53214 33251	7	   	265.54	DCR|2VULN|3DUR|2DMG|2TLV	18DMG|24TLV|348DUR|48BPWR|5CGEN|6LHND|78VULN|9RCR|aMLV
37	53214 33253	7	   	265.54	DCR|2VULN|3DUR|2DMG|2TLV	18DMG|24TLV|348DUR|48BPWR|5CGEN|6LHND|78VULN|9RCR|aFEWX
38	12221 42324	6	 * 	265.54	DCR|5VULN|3CDMG|1TLV	1489aVULN|289CDMG|3DUST|5TLV|6RCR|789ERES|89BPWR
39	53213 63252	7	 * 	265.44	DCR|2VULN|3DUR|2DMG|3TLV	18DMG|24aTLV|348DUR|48BPWR|5LWND|6CGEN|78VULN|9RCR
40	53214 23252	7	   	265.44	DCR|2VULN|3DUR|2DMG|3TLV	18DMG|24aTLV|348DUR|48BPWR|5CGEN|6FEWX|78VULN|9RCR
41	53214 33252	7	   	265.44	DCR|2VULN|3DUR|2DMG|3TLV	18DMG|24aTLV|348DUR|48BPWR|5CGEN|6LHND|78VULN|9RCR
42	53215 23251	7	   	265.44	DCR|2VULN|3DUR|2DMG|2TLV	18DMG|24TLV|348DUR|48BPWR|5ERES|6FEWX|78VULN|9RCR|aMLV
43	53215 23253	7	   	265.44	DCR|2VULN|3DUR|2DMG|2TLV	18DMG|24TLV|348DUR|48BPWR|5ERES|6aFEWX|78VULN|9RCR
44	53215 33251	7	   	265.44	DCR|2VULN|3DUR|2DMG|2TLV	18DMG|24TLV|348DUR|48BPWR|5ERES|6LHND|78VULN|9RCR|aMLV
45	53215 33253	7	   	265.44	DCR|2VULN|3DUR|2DMG|2TLV	18DMG|24TLV|348DUR|48BPWR|5ERES|6LHND|78VULN|9RCR|aFEWX
46	53215 23252	7	   	265.34	DCR|2VULN|3DUR|2DMG|3TLV	18DMG|24aTLV|348DUR|48BPWR|5ERES|6FEWX|78VULN|9RCR
47	53215 33252	7	   	265.34	DCR|2VULN|3DUR|2DMG|3TLV	18DMG|24aTLV|348DUR|48BPWR|5ERES|6LHND|78VULN|9RCR
48	53232 41252	4	   	265.34	DCR|2VULN|3DUR|2DMG|2TLV	18DMG|2aTLV|378DUR|4CGEN|5DUST|68VULN|8BPWR|9RCR
49	12341 11354	10	 * 	264.59	DCR|3VULN|2TLV|1DMG|2CDMG|2ASPD	18aVULN|28CDMG|3CGEN|45TLV|6RCR|78ASPD|8BPWR|9DMG
50	15233 82264	3	   	264.46	DCR|3VULN|3DUR|1TLV|1DMG	168VULN|2TLV|38LHND|4MBVNT|568DUR|68BPWR|7RCVC|9RCR|aDMG
51	15233 21264	3	   	264.36	DCR|3VULN|3DUR|1TLV|1DMG	168VULN|2TLV|38LHND|4MBVNT|578DUR|8BPWR|9RCR|aDMG
52	15333 21264	2	   	264.36	DCR|3VULN|3DUR|1TLV|1DMG	168VULN|2TLV|38LWND|4MBVNT|578DUR|8BPWR|9RCR|aDMG
53	63133 21264	2	   	264.36	DCR|3VULN|3DUR|1TLV|1DMG	18LWND|2TLV|368VULN|4MBVNT|578DUR|8BPWR|9RCR|aDMG
54	63433 21264	3	   	264.36	DCR|3VULN|3DUR|1TLV|1DMG	18LWND|2TLV|368VULN|4MBVNT|578DUR|8BPWR|9RCR|aDMG
55	12221 42326	6	   	263.44	DCR|4VULN|1TLV|3CDMG|1DUR	1489VULN|289CDMG|3DUST|5TLV|6RCR|789ERES|89BPWR|aDUR
56	53211 11523	5	   	263.03	DCR|2VULN|2TLV|2DUR|1DMG|2LIT|1CDMG	1DMG|24TLV|34DUR|4BPWR|57VULN|6aLIT|8CDMG|9RCR
57	12221 44213	9	   	262.88	DCR|4VULN|2TLV|1DMG|1CDMG	1489VULN|2CDMG|38DUST|58TLV|6RCR|7MBVNT|8BPWR|aDMG
58	12221 44223	8	   	262.88	DCR|4VULN|2TLV|1DMG|1CDMG	1489VULN|2CDMG|38DUST|58TLV|6RCR|7MBVNT|8BPWR|aDMG
59	53211 11522	5	 * 	262.79	DCR|2VULN|2TLV|2DUR|1DMG|2CDMG	1DMG|24TLV|34DUR|4BPWR|57VULN|6LIT|8aCDMG|9RCR
60	53231 41151	6	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	18DMG|28TLV|3DUR|4CGEN|5RPLT|689VULN|7RCR|8BPWR|aFEWX
61	53231 41153	6	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	18DMG|28TLV|3DUR|4aCGEN|5RPLT|689VULN|7RCR|8BPWR
62	53611 32724	8	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR	18DMG|24TLV|348FEWX|48BPWR|58aVULN|6MBVNT|7RCR|9DUR
63	53231 41117	6	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	18DMG|28TLV|3DUR|4CGEN|5RPLT|68aVULN|7RCR|8BPWR|9MBVNT
64	53231 41123	6	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	18DMG|28TLV|3DUR|4CGEN|5RPLT|68aVULN|7RCR|8BPWR|9LEGI
65	53231 41136	6	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR	18DMG|28TLV|3DUR|4CGEN|5RPLT|68aVULN|7RCR|8BPWR|9DUST
66	53241 41123	6	   	262.12	DCR|3VULN|2DMG|2TLV|1DUR	18DMG|28TLV|3DUR|4ERES|5RPLT|68aVULN|7RCR|8BPWR|9LEGI
67	53251 41123	6	   	262.12	DCR|3VULN|2DMG|2TLV|1DUR	18DMG|28TLV|3DUR|4RPLT|5ERES|68aVULN|7RCR|8BPWR|9LEGI
68	53321 21156	5	   	261.87	DCR|2VULN|2DMG|2TLV|2DUR|1AART	18DMG|28TLV|3CGEN|49VULN|5RPLT|68DUR|7RCR|8BPWR|aAART
69	54323 51123	2	 * 	261.85	DCR|3VULN|3DMG|1TLV	137DMG|236VULN|3BPWR|4BELT|5TLV|8RCR|9FEWX|aLIT
70	53121 21156	5	   	261.77	DCR|2VULN|2DMG|2TLV|2DUR|1AART	18DMG|28TLV|3ERES|49VULN|5RPLT|68DUR|7RCR|8BPWR|aAART
71	63611 13351	6	 * 	261.72	DCR|3VULN|3DMG|3TLV	17LWND|246TLV|347DMG|47BPWR|57aVULN|8BELT|9RCR
72	53611 32734	8	   	261.72	DCR|3VULN|3DMG|2TLV	18aDMG|24TLV|348FEWX|48aBPWR|58aVULN|6MBVNT|7RCR|9aERES
73	53123 13611	9	   	261.62	DCR|3VULN|3DMG|2TLV	178DMG|27TLV|3ERES|49aVULN|57LHND|6RCR|7BPWR
74	53123 13615	10	   	261.62	DCR|3VULN|3DMG|2TLV	178DMG|27TLV|3ERES|49aVULN|57LHND|6RCR|7BPWR
75	12341 26225	10	   	261.21	DCR|3VULN|2TLV|2DUR|1CDMG	16aVULN|2CDMG|3aCGEN|45TLV|7ASPD|8RCR|9aDUR|aBPWR
76	12221 44211	9	 * 	261.16	DCR|5VULN|2TLV|1CDMG	1489aVULN|2CDMG|38DUST|58TLV|6RCR|7MBVNT|8BPWR
77	12221 44217	10	   	261.16	DCR|5VULN|2TLV|1CDMG	1489aVULN|2CDMG|38DUST|58TLV|6RCR|7MBVNT|8BPWR
78	12221 44221	8	   	261.16	DCR|5VULN|2TLV|1CDMG	1489aVULN|2CDMG|38DUST|58TLV|6RCR|7MBVNT|8BPWR
79	12542 21234	2	   	260.75	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	135aVULN|2CDMG|4BELT|6AART|7RCR|8DUR|9TLV
80	13542 21234	1	   	260.75	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	135aVULN|2CDMG|4BELT|6AART|7RCR|8DUR|9TLV
81	54332 33326	2	   	260.39	DCR|3VULN|2DMG|2DUR|1AART	13DMG|239VULN|3BPWR|4AART|57DUR|6TBNT|8LIT|aRCR
82	13245 22341	2	 * 	260.30	DCR|4VULN|2TLV|2DUR	1578VULN|2aMLV|3RPLT|48TLV|68DUR|8BPWR|9RCR
83	13245 22342	2	   	260.30	DCR|4VULN|2TLV|2DUR	1578VULN|2MLV|3RPLT|48TLV|68DUR|8BPWR|9RCR|aZMB
84	13245 22343	2	 * 	260.20	DCR|4VULN|3TLV|2DUR	1578VULN|2MLV|3RPLT|48aTLV|68DUR|8BPWR|9RCR
85	54322 12312	10	   	259.94	ACR|5VULN|2DMG|1TLV|2LIT	1aDMG|2489aVULN|3RCR|5CGEN|6TLV|7aLIT|aBPWR
86	12542 21236	2	   	259.76	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1AART	135VULN|2CDMG|4BELT|6AART|7RCR|8DUR|9TLV|aDMG
87	13542 21236	1	   	259.76	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1AART	135VULN|2CDMG|4BELT|6AART|7RCR|8DUR|9TLV|aDMG
88	63611 32224	5	   	259.62	DCR|3VULN|2DMG|2TLV|1CDMG	1LWND|24TLV|34DMG|4BPWR|57aVULN|6RPLT|8RCR|9CDMG
89	12462 32342	7	   	259.54	DCR|3VULN|2DUR|1TLV|2CDMG	148VULN|24CDMG|3RPLT|48BPWR|58CGEN|68DUR|7RCR|9LIT|aTLV
90	16162 32342	7	   	259.54	DCR|3VULN|2DUR|1TLV|2CDMG	148VULN|2RPLT|34CDMG|48BPWR|58CGEN|68DUR|7RCR|9LIT|aTLV
91	12311 46313	6	   	259.42	DCR|3VULN|2TLV|2DUR|2CDMG	18aVULN|28CDMG|3aCGEN|4MLV|58TLV|6RCR|7RMIN|8aBPWR|9aDUR
92	12221 41623	6	   	259.39	DCR|3VULN|2TLV|2CDMG|1DUR|2LIT	149VULN|29CDMG|3DUST|58TLV|6RCR|79LIT|9BPWR|aDUR
93	12651 33362	4	   	259.34	DCR|3VULN|2DUR|1TLV|2CDMG	189VULN|29CDMG|3LIT|4TLV|59DUR|6RCR|7BBNT|9BPWR|aDMSP
94	15232 67324	3	   	259.32	DCR|3VULN|2TLV|2DUR|1DMG	168VULN|28TLV|3LHND|4MBVNT|56ZMB|68BPWR|78DUR|9RCR|aDMG
95	12651 33361	4	   	259.24	DCR|3VULN|2DUR|1TLV|2CDMG	189VULN|29CDMG|3LIT|4TLV|59DUR|6RCR|7BBNT|9BPWR|aLEGI
96	12221 44212	10	   	259.07	DCR|4VULN|2TLV|1DUR|1CDMG	1489VULN|2CDMG|38DUST|58TLV|6RCR|7MBVNT|8BPWR|aDUR
97	12221 44216	9	   	259.07	DCR|4VULN|2TLV|1DUR|1CDMG	1489VULN|2CDMG|38DUST|58TLV|6RCR|7MBVNT|8BPWR|aDUR
98	12221 44226	8	   	259.07	DCR|4VULN|2TLV|1DUR|1CDMG	1489VULN|2CDMG|38DUST|58TLV|6RCR|7MBVNT|8BPWR|aDUR
99	54121 13262	2	   	259.04	DCR|4VULN|2DMG|1TLV	19DMG|2359VULN|4BELT|6FEWX|7TLV|89MLV|9BPWR|aRCR
100	54121 13362	2	   	259.04	DCR|4VULN|2DMG|1TLV	19DMG|2359VULN|4BELT|6FEWX|7TLV|89CGEN|9BPWR|aRCR
101	53211 26613	5	   	258.97	DCR|3VULN|2TLV|2DUR|1DMG|1SELL	1DMG|24TLV|34DUR|4BPWR|568VULN|7FEWX|9SELL|aRCR
102	54121 33262	2	   	258.94	DCR|4VULN|2DMG|1TLV	19DMG|2359VULN|4BELT|6DUST|7TLV|89MLV|9BPWR|aRCR
103	54121 33362	2	   	258.94	DCR|4VULN|2DMG|1TLV	19DMG|2359VULN|4BELT|6DUST|7TLV|89CGEN|9BPWR|aRCR
104	54361 31333	7	   	258.65	ACR|4VULN|3DMG|1TLV|1DUR	147DMG|2479VULN|3RCR|47BPWR|5RPLT|6BELT|8TLV|aDUR
105	54335 11112	2	   	258.05	DCR|4VULN|3DMG|1AART	136DMG|2358VULN|3BPWR|4AART|7RCVC|9RCR|aMLV
106	12422 32643	10	 * 	258.01	DCR|5VULN|2DUR|1CDMG	1489aVULN|2CDMG|3RPLT|58CGEN|68DUR|7RCR|8BPWR
107	16122 32643	10	   	258.01	DCR|5VULN|2DUR|1CDMG	1489aVULN|2RPLT|3CDMG|58CGEN|68DUR|7RCR|8BPWR
108	54335 11111	2	   	257.95	DCR|4VULN|3DMG|1AART	136DMG|2358VULN|3BPWR|4AART|7RCVC|9RCR|aDUST
109	53122 24141	1	   	257.78	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	17DMG|28LWND|37VULN|4ZMB|5CDMG|67DUR|7BPWR|9RCR|aTLV
110	53122 24241	1	   	257.78	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	17DMG|2LWND|37VULN|48ZMB|5CDMG|67DUR|7BPWR|9RCR|aTLV
111	56211 22141	5	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	14DMG|2RMIN|34DUR|4BPWR|56VULN|7CDMG|8LHND|9RCR|aTLV
112	53232 35511	3	 * 	257.59	DCR|2VULN|2DMG|2TLV|2CDMG|1DUR	17DMG|27TLV|3DUR|4LWND|57CDMG|6RPLT|7BPWR|8RCR|9aVULN
113	53232 35511	2	   	257.59	DCR|2VULN|2DMG|2TLV|2CDMG|1DUR	17DMG|27TLV|3DUR|4LWND|57CDMG|6RPLT|7BPWR|8RCR|9aVULN
114	12111 46326	8	   	257.54	DCR|4VULN|2TLV|2CDMG	189aVULN|28CDMG|3ASPD|45TLV|6RCR|78ERES|8BPWR
115	12341 11355	10	   	257.49	DCR|2VULN|2DMG|2TLV|2CDMG|2ASPD	18VULN|28CDMG|3CGEN|45TLV|6RCR|78ASPD|8BPWR|9aDMG
116	55213 13251	7	   	257.46	DCR|2VULN|3DUR|2DMG|1TLV	18DMG|24aMLV|348DUR|48BPWR|5LWND|6TLV|78VULN|9RCR
117	53233 15113	8	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	1aDMG|2TLV|38aDUR|4CGEN|5LWND|6RCR|7BELT|9aVULN|aBPWR
118	55213 13252	7	   	257.36	DCR|2VULN|3DUR|2DMG|1TLV	18DMG|24MLV|348DUR|48BPWR|5LWND|6TLV|78VULN|9RCR|aTBNT
119	54362 12332	10	   	257.36	ACR|4VULN|3DMG|1TLV|2LIT	14aDMG|248aVULN|3RCR|4aBPWR|5CGEN|6TLV|7aLIT|9RCVC
120	12221 44321	6	   	257.30	DCR|4VULN|1TLV|2CDMG|1DUR	149aVULN|28CDMG|3DUST|5TLV|6RCR|7DUR
121	53243 15113	8	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	1aDMG|2TLV|38aDUR|4ERES|5LWND|6RCR|7BELT|9aVULN|aBPWR
122	53232 41251	4	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	18DMG|2TLV|378DUR|4CGEN|5DUST|68VULN|8BPWR|9RCR|aMLV
123	53232 41253	4	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	18DMG|2TLV|378DUR|4CGEN|5DUST|68VULN|8BPWR|9RCR|aFEWX
124	54322 12412	10	   	257.26	ACR|4VULN|3DMG|1TLV|2LIT	18aDMG|249aVULN|3RCR|5CGEN|6TLV|7aLIT|aBPWR
125	35133 31141	10	   	257.14	DCR|3VULN|3DMG|1DUR|1CDMG	17DUST|279VULN|3BELT|4CDMG|5DUR|67aDMG|7BPWR|8RCR
126	35133 31153	9	   	257.14	DCR|3VULN|3DMG|1DUR|1CDMG	17DUST|27aVULN|3BELT|4CDMG|5DUR|679DMG|7BPWR|8RCR
127	15526 13233	3	   	257.01	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	19VULN|2TLV|3SELL|49aDUR|5RMIN|6BBNT|7RCR|89DMG|9BPWR
128	12111 46353	10	   	256.55	DCR|3VULN|2TLV|1DMG|2CDMG	18aVULN|28CDMG|3ASPD|45TLV|6RCR|78ERES|8BPWR|9DMG
129	53211 11521	5	   	256.48	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1DMG|24TLV|34DUR|4BPWR|57VULN|6LIT|8CDMG|9RCR|aBEXP
130	53211 11526	5	   	256.48	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1DMG|24TLV|34DUR|4BPWR|57VULN|6LIT|8CDMG|9RCR|aMLV
131	53211 11524	5	   	256.38	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1DMG|24TLV|34DUR|4BPWR|57VULN|6LIT|8CDMG|9RCR|aERES
132	12221 44323	6	   	256.32	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	149VULN|28CDMG|3DUST|5TLV|6RCR|7DUR|aDMG
133	12341 11355	9	   	256.15	DCR|2VULN|2TLV|1DMG|2CDMG|2ASPD|1DUR	18VULN|28CDMG|3CGEN|45TLV|6RCR|78ASPD|8BPWR|9DMG|aDUR
134	52141 21523	2	   	256.05	DCR|3VULN|3DMG|2LIT|1CDMG	189DMG|24LHND|349VULN|49BPWR|5CDMG|6BEXP|79LIT|aRCR
135	52141 21523	1	   	256.05	DCR|3VULN|3DMG|2LIT|1CDMG	189DMG|24LHND|349VULN|49BPWR|5CDMG|6BEXP|79LIT|aRCR
136	52142 21523	1	   	255.95	DCR|3VULN|3DMG|2LIT|1CDMG	189DMG|24LHND|349VULN|49BPWR|5DUST|6CDMG|79LIT|aRCR
137	52142 21523	2	   	255.95	DCR|3VULN|3DMG|2LIT|1CDMG	189DMG|24LHND|349VULN|49BPWR|5DUST|6CDMG|79LIT|aRCR
138	12341 12321	6	 * 	255.67	DCR|4VULN|2TLV|3CDMG	189aVULN|289CDMG|3CGEN|45TLV|6RCR|789LHND|89BPWR
139	12341 15321	7	   	255.67	DCR|4VULN|2TLV|3CDMG	189aVULN|289CDMG|3CGEN|45TLV|6RCR|789LHND|89BPWR
140	53131 41153	6	   	255.63	DCR|3VULN|2DMG|2TLV|1AART	18DMG|28TLV|3ERES|4FEWX|5RPLT|689VULN|7RCR|8BPWR|aAART
141	53126 63233	2	   	255.63	DCR|3VULN|2DMG|2TLV|1AART	19DMG|29TLV|3AART|4TBNT|5BEXP|6FEWX|789VULN|9BPWR|aRCR
142	12622 63424	7	 * 	255.61	DCR|3VULN|3DMG|2CDMG	159VULN|29CDMG|3LIT|4LHND|689DMG|7MBVNT|9BPWR|aRCR
143	53123 12235	2	   	255.32	DCR|3VULN|2DMG|1TLV|2AART	19DMG|2TLV|3aAART|4TBNT|589VULN|69BEXP|7RCR|9BPWR
144	53123 62235	2	   	255.32	DCR|3VULN|2DMG|1TLV|2AART	19DMG|2TLV|3aAART|4TBNT|589VULN|69FEWX|7RCR|9BPWR
145	53126 22235	2	   	255.32	DCR|3VULN|2DMG|1TLV|2AART	19DMG|2TLV|3aAART|4TBNT|59BEXP|689VULN|7RCR|9BPWR
146	15511 11325	10	   	255.26	DCR|3VULN|3TLV|2DUR|2ASPD|1SELL	18aVULN|25aTLV|3SELL|48MLV|6RCR|78ASPD|8aBPWR|9aDUR
147	55221 32152	7	 * 	255.12	DCR|2VULN|3DMG|3DUR	179DMG|2MLV|367DUR|4RCVC|57VULN|7BPWR|8LIT|aRCR
148	56211 32252	7	   	255.02	DCR|2VULN|3DMG|3DUR	149DMG|2RMIN|346DUR|4BPWR|58VULN|7LIT|aRCR
149	56211 32252	6	   	255.02	DCR|2VULN|3DMG|3DUR	149DMG|2RMIN|346DUR|4BPWR|58VULN|7LIT|aRCR
150	56211 33152	6	   	255.02	DCR|2VULN|3DMG|3DUR	149DMG|2RMIN|346DUR|4BPWR|57VULN|8LIT|aRCR
151	12223 26435	4	   	254.80	DCR|4VULN|1TLV|1DMG|1CDMG	148aVULN|2CDMG|3DUST|5RCVC|6RCR|7DMG|9TLV
152	12221 41423	7	   	254.70	DCR|4VULN|1TLV|1DMG|1CDMG	1489VULN|2CDMG|37DUST|5TLV|6RCR|aDMG
153	12542 21623	2	   	254.61	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	1358VULN|2CDMG|4BELT|6AART|7RCR|9DMG|aDUR
154	13542 21623	1	   	254.61	DCR|4VULN|1DMG|1DUR|1CDMG|1AART	1358VULN|2CDMG|4BELT|6AART|7RCR|9DMG|aDUR
155	54322 16232	6	 * 	254.50	ACR|3VULN|2DMG|2DUR|1TLV|1AART	18DMG|248VULN|3RCR|5CGEN|6TLV|78DUR|8BPWR|9LIT|aAART
156	53323 13463	10	   	254.38	DCR|3VULN|2DMG|2TLV	17DMG|27TLV|3CGEN|48aVULN|57LHND|6RCR|7BPWR|9ASPD
157	13153 21161	2	   	254.38	DCR|3VULN|2DMG|2TLV	138VULN|26MLV|4BELT|58TLV|78DMG|8BPWR|9RCR|aLIT
158	13453 21161	3	   	254.38	DCR|3VULN|2DMG|2TLV	138VULN|26MLV|4BELT|58TLV|78DMG|8BPWR|9RCR|aLIT
159	15142 36232	2	   	254.28	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	13aVULN|2TLV|4AART|5aDUR|6CDMG|7LWND|8aERES|9RCR|aBPWR
160	12221 53432	8	   	254.28	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	14aVULN|2CDMG|3aDUST|5TLV|6AART|7CGEN|8aDUR|9RCR|aBPWR
161	12241 45232	4	   	254.28	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	18aVULN|2CDMG|3aDUST|4TLV|5AART|6CGEN|7aDUR|9RCR|aBPWR
162	15133 15633	8	   	254.28	DCR|3VULN|2DMG|2TLV	178VULN|28TLV|3LEGI|4BEXP|5FEWX|68DMG|8BPWR|9LIT|aRCR
163	53123 13463	10	   	254.28	DCR|3VULN|2DMG|2TLV	17DMG|27TLV|3ERES|48aVULN|57LHND|6RCR|7BPWR|9ASPD
164	54323 23261	2	   	254.28	DCR|3VULN|2DMG|2TLV	13DMG|238VULN|3BPWR|4BELT|57TLV|6MLV|9RCR|aLIT
165	12111 41353	10	   	254.27	DCR|3VULN|2TLV|2ASPD|1DUR|1CDMG	19aVULN|2CDMG|37ASPD|45TLV|6RCR|8DUR
