0	Index      	Bounty	 *	Score 	Summary	Detail	
1	44151 23313	2	 * 	284.85	DCR|4VULN|2DMG|1DUR|1CDMG|1AART	1CDMG|245aVULN|34DMG|4BPWR|6LHND|7AART|8RCR|9DUR
31	12343 51123	7	   	265.25	DCR|4VULN|2DMG|2CDMG	1DMSP|27CDMG|3678VULN|47DMG|5RCVC|7BPWR|9ERES|aRCR
32	12343 51315	10	   	265.25	DCR|4VULN|2DMG|2CDMG	1DMSP|27CDMG|3679VULN|47DMG|5RCVC|7BPWR|8DUST|aRCR
33	32343 51123	7	   	265.25	DCR|4VULN|2DMG|2CDMG	15RCVC|27CDMG|3678VULN|47DMG|7BPWR|9ERES|aRCR
34	32343 51315	10	   	265.25	DCR|4VULN|2DMG|2CDMG	15RCVC|27CDMG|3679VULN|47DMG|7BPWR|8DUST|aRCR
35	44153 13322	2	   	264.07	DCR|2VULN|2DMG|2DUR|2CDMG|2AART	16CDMG|24VULN|34DMG|46BPWR|56DUR|7aAART|8RCR|9RPLT
36	44153 13332	2	   	264.07	DCR|2VULN|2DMG|2DUR|2CDMG|2AART	16CDMG|24VULN|34DMG|46BPWR|56DUR|7aAART|8RCR|9DMSP
37	43363 13631	2	 * 	263.72	DCR|4VULN|2TLV|2CDMG|1DUR	18CDMG|2ERES|38TLV|4DUST|5DUR|689aVULN|7RCR|8BPWR
38	16241 13311	4	   	262.90	DCR|3VULN|2DMG|2DUR|1AART|1SELL	1DMSP|2SELL|39DUR|46DMG|56aVULN|6BPWR|7AART|8RCR
39	16242 13311	5	   	262.90	DCR|3VULN|2DMG|2DUR|1AART|1SELL	1DMSP|2SELL|39DUR|46DMG|56aVULN|6BPWR|7AART|8RCR
40	36241 13311	4	   	262.90	DCR|3VULN|2DMG|2DUR|1AART|1SELL	1RCVC|2SELL|39DUR|46DMG|56aVULN|6BPWR|7AART|8RCR
41	36242 13311	5	   	262.90	DCR|3VULN|2DMG|2DUR|1AART|1SELL	1RCVC|2SELL|39DUR|46DMG|56aVULN|6BPWR|7AART|8RCR
42	12342 23512	10	   	262.89	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	1DMSP|2aCDMG|37VULN|4aDMG|5TLV|6ZMB|8RCR|9aDUR|aBPWR
43	12342 23632	10	   	262.89	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	1DMSP|2aCDMG|37VULN|4aDMG|5TLV|6ZMB|8aDUR|9RCR|aBPWR
44	32342 23512	10	   	262.89	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	1RCVC|2aCDMG|37VULN|4aDMG|5TLV|6ZMB|8RCR|9aDUR|aBPWR
45	32342 23632	10	   	262.89	DCR|2VULN|2DMG|2DUR|2CDMG|1TLV	1RCVC|2aCDMG|37VULN|4aDMG|5TLV|6ZMB|8aDUR|9RCR|aBPWR
46	44151 13311	2	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1CDMG|245VULN|34DMG|4BPWR|6FEWX|7AART|8RCR|9DUR|aLWND
47	44151 13312	2	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1CDMG|245VULN|34DMG|4BPWR|6FEWX|7AART|8RCR|9DUR|aLHND
48	44151 23311	2	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1CDMG|245VULN|34DMG|4BPWR|6LHND|7AART|8RCR|9DUR|aLWND
49	44151 23312	2	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1CDMG|245VULN|34DMG|4BPWR|6aLHND|7AART|8RCR|9DUR
50	44153 23331	2	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1CDMG|24aVULN|34DMG|4BPWR|5DUR|6RCVC|7AART|8RCR|9DMSP
51	12342 33514	9	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DMSP|2CDMG|36aVULN|4DMG|5TLV|7ASPD|8RCR|9DUR
52	12342 33516	10	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DMSP|2CDMG|36aVULN|4DMG|5TLV|7ASPD|8RCR|9DUR
53	12342 33634	9	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DMSP|2CDMG|36aVULN|4DMG|5TLV|7ASPD|8DUR|9RCR
54	12342 33636	10	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DMSP|2CDMG|36aVULN|4DMG|5TLV|7ASPD|8DUR|9RCR
55	32342 33514	9	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1RCVC|2CDMG|36aVULN|4DMG|5TLV|7ASPD|8RCR|9DUR
56	32342 33516	10	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1RCVC|2CDMG|36aVULN|4DMG|5TLV|7ASPD|8RCR|9DUR
57	32342 33634	9	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1RCVC|2CDMG|36aVULN|4DMG|5TLV|7ASPD|8DUR|9RCR
58	32342 33636	10	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1RCVC|2CDMG|36aVULN|4DMG|5TLV|7ASPD|8DUR|9RCR
59	44141 13313	2	   	262.11	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1CDMG|245VULN|3aDMG|6FEWX|7AART|8RCR|9DUR
60	44115 31313	2	   	262.01	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1CDMG|267VULN|3aDMG|4AART|5DUST|8RCR|9DUR
61	12335 62233	7	 * 	261.90	DCR|3VULN|2DUR|3CDMG|2TLV	1DMSP|246CDMG|38aVULN|58TLV|78DUR|8BPWR|9RCR
62	32335 62233	7	   	261.90	DCR|3VULN|2DUR|3CDMG|2TLV	1RCVC|246CDMG|38aVULN|58TLV|78DUR|8BPWR|9RCR
63	26362 22336	6	   	261.89	DCR|3VULN|2DMG|2DUR	1aLWND|24aVULN|3LIT|56DUR|7aDMG|8RCR|9RPLT|aBPWR
64	44323 33232	4	 * 	261.44	DCR|2VULN|2DMG|2DUR|2ASPD|1CDMG	1CDMG|28VULN|3CGEN|4ERES|58DMG|6aDUR|78ASPD|8BPWR|9RCR
65	12333 16443	6	   	260.98	DCR|2VULN|2DMG|2DUR|3CDMG	1DMSP|24aCDMG|3aVULN|59DUR|6LIT|7RCR|8aDMG|aBPWR
66	32333 16443	6	   	260.98	DCR|2VULN|2DMG|2DUR|3CDMG	1RCVC|24aCDMG|3aVULN|59DUR|6LIT|7RCR|8aDMG|aBPWR
67	44412 31313	2	   	260.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1AART	1CDMG|267VULN|3AART|4TLV|5FEWX|8RCR|9DUR|aDMG
68	44143 13313	2	   	260.14	DCR|2VULN|3DUR|1DMG|2CDMG|1AART	16CDMG|24VULN|3DMG|569DUR|6BPWR|7AART|8RCR|aLIT
69	43315 12231	2	   	259.90	DCR|4VULN|2CDMG|1TLV|1DUR	18CDMG|28ERES|3TLV|4MBVNT|5DUR|678aVULN|8BPWR|9RCR
70	21113 45633	9	   	259.26	DCR|3VULN|2DMG|2CDMG|1DUR	137LWND|237MLV|37aBPWR|4aDMG|5DUR|67aVULN|8RCR|9aCDMG
71	44143 23311	2	   	259.11	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1CDMG|24aVULN|3DMG|59DUR|6RCVC|7AART|8RCR
72	12343 51261	8	   	258.96	DCR|3VULN|2DMG|2CDMG|1TLV	1DMSP|27CDMG|367VULN|47DMG|5RCVC|7BPWR|8ZMB|9RCR|aTLV
73	32343 51261	8	   	258.96	DCR|3VULN|2DMG|2CDMG|1TLV	15RCVC|27CDMG|367VULN|47DMG|7BPWR|8ZMB|9RCR|aTLV
74	26142 35311	7	   	258.84	DCR|4VULN|2DMG|1CDMG	17LWND|247aVULN|3DUST|5ERES|67DMG|7BPWR|8RCR|9CDMG
75	41211 13314	3	 * 	258.68	DCR|3VULN|3DUR|2CDMG|1AART	13CDMG|2RMIN|469DUR|56aVULN|6BPWR|7AART|8RCR
76	41243 13314	3	   	258.68	DCR|3VULN|3DUR|2CDMG|1AART	13CDMG|2RMIN|46aVULN|569DUR|6BPWR|7AART|8RCR
77	41261 13314	4	   	258.68	DCR|3VULN|3DUR|2CDMG|1AART	13CDMG|2RMIN|469DUR|56aVULN|6BPWR|7AART|8RCR
78	41262 13314	5	   	258.68	DCR|3VULN|3DUR|2CDMG|1AART	13CDMG|2RMIN|469DUR|56aVULN|6BPWR|7AART|8RCR
79	44331 12243	7	 * 	258.64	DCR|4VULN|2DUR|2CDMG	18CDMG|248aVULN|34CGEN|48BPWR|5RPLT|6LHND|78DUR|9RCR
80	26211 16352	9	 * 	258.54	DCR|4VULN|3ASPD|3TLV	137LWND|248aVULN|58aASPD|68aTLV|8aBPWR|9RCR
81	16111 15152	2	 * 	258.53	DCR|3VULN|3DUR|2ASPD|1SELL	1DMSP|2SELL|37ASPD|467DUR|567VULN|67BPWR|8ZMB|9LIT|aRCR
82	16111 15252	2	 * 	258.53	DCR|3VULN|3DUR|2ASPD|1SELL	1DMSP|2SELL|37ASPD|467DUR|567VULN|67BPWR|8MLV|9LIT|aRCR
83	36111 15152	2	 * 	258.53	DCR|3VULN|3DUR|2ASPD|1SELL	1RCVC|2SELL|37ASPD|467DUR|567VULN|67BPWR|8ZMB|9LIT|aRCR
84	36111 15252	2	 * 	258.53	DCR|3VULN|3DUR|2ASPD|1SELL	1RCVC|2SELL|37ASPD|467DUR|567VULN|67BPWR|8MLV|9LIT|aRCR
85	44143 13312	2	   	257.88	DCR|2VULN|3DUR|3CDMG|1DMG|1AART	16aCDMG|24VULN|3DMG|569DUR|6BPWR|7AART|8RCR
86	44153 23312	2	   	257.66	DCR|2VULN|2DMG|2DUR|2AART|1CDMG	1CDMG|24VULN|34DMG|4BPWR|59DUR|6RCVC|7aAART|8RCR
87	12346 33512	10	   	257.64	DCR|2VULN|2DMG|2DUR|2CDMG|1ASPD	1DMSP|2aCDMG|36VULN|4aDMG|5MLV|7ASPD|8RCR|9aDUR|aBPWR
88	12346 33632	10	   	257.64	DCR|2VULN|2DMG|2DUR|2CDMG|1ASPD	1DMSP|2aCDMG|36VULN|4aDMG|5MLV|7ASPD|8aDUR|9RCR|aBPWR
89	32346 33512	10	   	257.64	DCR|2VULN|2DMG|2DUR|2CDMG|1ASPD	1RCVC|2aCDMG|36VULN|4aDMG|5MLV|7ASPD|8RCR|9aDUR|aBPWR
90	32346 33632	10	   	257.64	DCR|2VULN|2DMG|2DUR|2CDMG|1ASPD	1RCVC|2aCDMG|36VULN|4aDMG|5MLV|7ASPD|8aDUR|9RCR|aBPWR
91	44323 13231	4	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	1CDMG|28aVULN|3CGEN|4ERES|58DMG|6LWND|78ASPD|8BPWR|9RCR
92	12342 35215	10	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1DMSP|2CDMG|3689VULN|4DMG|5TLV|7CGEN|aRCR
93	22543 13631	2	   	257.50	DCR|4VULN|2TLV|1DUR|1CDMG	18LWND|2ERES|38TLV|4CDMG|5DUR|689aVULN|7RCR|8BPWR
94	32342 35215	10	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1RCVC|2CDMG|3689VULN|4DMG|5TLV|7CGEN|aRCR
95	12341 62212	4	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1DMSP|2CDMG|359aVULN|4DMG|6TBNT|7RCR|8DUR
96	12342 36215	10	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1DMSP|2CDMG|3689VULN|4DMG|5TLV|7ERES|aRCR
97	32341 62212	4	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1RCVC|2CDMG|359aVULN|4DMG|6TBNT|7RCR|8DUR
98	32342 36215	10	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1RCVC|2CDMG|3689VULN|4DMG|5TLV|7ERES|aRCR
99	12343 61235	9	   	257.06	DCR|3VULN|2DMG|3CDMG	1DMSP|267CDMG|378VULN|47DMG|5RCVC|7BPWR|9LIT|aRCR
100	32343 61235	9	   	257.06	DCR|3VULN|2DMG|3CDMG	15RCVC|267CDMG|378VULN|47DMG|7BPWR|9LIT|aRCR
101	14312 21548	4	 * 	257.06	ACR|4VULN|3DUR|2DMG	1DMSP|2RCR|356DUR|469aVULN|6aBPWR|7MBVNT|8aDMG
102	34312 21548	4	   	257.06	ACR|4VULN|3DUR|2DMG	1RCVC|2RCR|356DUR|469aVULN|6aBPWR|7MBVNT|8aDMG
103	44151 13331	2	   	256.96	DCR|3VULN|2DMG|1CDMG|1ASPD|1AART	1CDMG|245VULN|34DMG|4BPWR|6FEWX|7AART|8RCR|9ASPD|aCGEN
104	44151 23331	2	   	256.96	DCR|3VULN|2DMG|1CDMG|1ASPD|1AART	1CDMG|245VULN|34DMG|4BPWR|6LHND|7AART|8RCR|9ASPD|aCGEN
105	44141 13333	2	   	256.86	DCR|3VULN|2DMG|1CDMG|1ASPD|1AART	1CDMG|245VULN|3aDMG|6FEWX|7AART|8RCR|9ASPD
106	44141 23333	2	   	256.86	DCR|3VULN|2DMG|1CDMG|1ASPD|1AART	1CDMG|245VULN|3aDMG|6LHND|7AART|8RCR|9ASPD
107	44151 13332	2	   	256.86	DCR|3VULN|2DMG|1CDMG|1ASPD|1AART	1CDMG|245VULN|34DMG|4BPWR|6FEWX|7AART|8RCR|9ASPD|aDLOT
108	44151 23332	2	   	256.86	DCR|3VULN|2DMG|1CDMG|1ASPD|1AART	1CDMG|245VULN|34DMG|4BPWR|6LHND|7AART|8RCR|9ASPD|aDLOT
109	44115 31333	2	   	256.76	DCR|3VULN|2DMG|1CDMG|1ASPD|1AART	1CDMG|267VULN|3aDMG|4AART|5DUST|8RCR|9ASPD
110	12411 13311	2	   	256.46	DCR|3VULN|2DUR|2CDMG|1ASPD|1AART	1DMSP|26CDMG|3ASPD|49DUR|56aVULN|6BPWR|7AART|8RCR
111	32411 13311	2	   	256.46	DCR|3VULN|2DUR|2CDMG|1ASPD|1AART	1RCVC|26CDMG|3ASPD|49DUR|56aVULN|6BPWR|7AART|8RCR
112	44153 13321	2	   	256.30	DCR|2VULN|2DMG|2DUR|2CDMG|1AART	16CDMG|24VULN|34DMG|46BPWR|56DUR|7AART|8RCR|9aRPLT
113	44153 13323	2	   	256.30	DCR|2VULN|2DMG|2DUR|2CDMG|1AART	16CDMG|24VULN|34DMG|46BPWR|56DUR|7AART|8RCR|9RPLT|aCGEN
114	44153 13333	2	   	256.30	DCR|2VULN|2DMG|2DUR|2CDMG|1AART	16CDMG|24VULN|34DMG|46BPWR|56DUR|7AART|8RCR|9DMSP|aLWND
115	11114 21344	5	   	256.19	DCR|4VULN|2DMG|1ASPD	1DMSP|2CGEN|3LEGI|46DMG|569aVULN|6BPWR|7ASPD|8RCR
116	31114 21344	5	   	256.19	DCR|4VULN|2DMG|1ASPD	1RCVC|2CGEN|3LEGI|46DMG|569aVULN|6BPWR|7ASPD|8RCR
117	46241 33231	1	   	256.17	DCR|3VULN|2ASPD|1DMG|1DUR|1CDMG	1CDMG|28MLV|3DMG|4ERES|58aVULN|6DUR|78ASPD|8BPWR|9RCR
118	13114 21344	5	   	256.09	DCR|4VULN|2DMG|1ASPD	1DMSP|2ERES|3LEGI|46DMG|569aVULN|6BPWR|7ASPD|8RCR
119	33114 21344	5	   	256.09	DCR|4VULN|2DMG|1ASPD	1RCVC|2ERES|3LEGI|46DMG|569aVULN|6BPWR|7ASPD|8RCR
120	43363 13632	2	   	255.66	DCR|3VULN|2DUR|2TLV|2CDMG	18CDMG|2ERES|38TLV|4DUST|5aDUR|689VULN|7RCR|8BPWR
121	44412 31333	2	   	255.53	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD|1AART	1CDMG|267VULN|3AART|4TLV|5FEWX|8RCR|9ASPD|aDMG
122	12353 31311	4	   	255.29	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1DMSP|2CDMG|37aVULN|4TLV|59DUR|6AART|8RCR
123	12353 31311	5	   	255.29	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1DMSP|2CDMG|37aVULN|4TLV|59DUR|6AART|8RCR
124	32353 31311	4	   	255.29	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1RCVC|2CDMG|37aVULN|4TLV|59DUR|6AART|8RCR
125	32353 31311	5	   	255.29	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1RCVC|2CDMG|37aVULN|4TLV|59DUR|6AART|8RCR
126	44323 33236	4	   	255.16	DCR|2VULN|2DMG|2ASPD|1DUR|1CDMG	1CDMG|28VULN|3CGEN|4ERES|58DMG|6DUR|78ASPD|8BPWR|9RCR|aLIT
