0	Index      	 *	Score 	Summary	Detail	
1	34312 11142	 * 	204.40	DCR|2AART|2VULN|2DMG|2ASPD|1CDMG|1DUR	14AART|29VULN|39DMG|5RPLT|6DUR|7CDMG|89ASPD|9BPWR|aRCR
49	34326 51333	   	182.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2VULN|39DMG|4DUR|58LWND|6RCR|7ZMB|aCDMG
50	33136 64111	   	182.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3DUST|4CDMG|5ZMB|6RCR|79VULN|8LWND|aDMG
51	33136 64211	   	182.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3DUST|4CDMG|5ZMB|6RCR|79VULN|8FEWX|aDMG
52	33536 63111	   	182.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3LEGI|4CDMG|5ZMB|6RCR|79VULN|8LWND|aDMG
53	33536 63211	   	182.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3LEGI|4CDMG|5ZMB|6RCR|79VULN|8FEWX|aDMG
54	34322 51511	   	182.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|29VULN|3DMG|4DUR|5DUST|6RCR|7ZMB|8CDMG|aLHND
55	34322 51512	   	182.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|29VULN|3DMG|4DUR|5DUST|6RCR|7ZMB|8CDMG|aLWND
56	34322 51513	   	182.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|29VULN|3DMG|4DUR|5DUST|6RCR|7ZMB|8CDMG|aLIT
57	34412 63131	   	182.09	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1AART|23VULN|3BPWR|4CGEN|5RPLT|6RCR|7ASPD|8aDMG|9DUR
58	34433 43323	 * 	182.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1AART|237VULN|3BPWR|4DUR|5LIT|6BEXP|8RCR|9DMG|aCDMG
59	34332 55111	   	181.76	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29VULN|3aDMG|4FEWX|5DUST|6RCR|7CDMG|8LWND
60	34332 55311	   	181.76	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29VULN|3aDMG|4FEWX|5DUST|6RCR|7CDMG|8BEXP
61	41661 33131	 * 	181.67	DCR|2DMG|3CDMG|1AART|3DUR|2ASPD	18ASPD|2DMSP|35aDUR|458CDMG|58BPWR|6RCR|78DMG|9AART
62	34325 61341	   	180.16	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	19AART|2VULN|3aDMG|4DUR|5BEXP|6MBVNT|7RCR|8CDMG
63	42423 35131	   	180.11	DCR|4VULN|2DMG|1ZMB|1ASPD	1ASPD|2CGEN|3458VULN|6aDMG|7ZMB|9RCR
64	34252 61341	   	180.06	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	19AART|2VULN|3DUR|4aDMG|5DUST|6MBVNT|7RCR|8CDMG
65	34322 61341	   	180.06	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	19AART|2VULN|3aDMG|4DUR|5DUST|6MBVNT|7RCR|8CDMG
66	34326 51331	   	180.02	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1aAART|2VULN|39DMG|4DUR|58LWND|6RCR|7ZMB
67	34421 61132	   	179.93	DCR|3VULN|1AART|1DMG|1CDMG	1AART|235VULN|3BPWR|48RPLT|6RCR|7MLV|9DMG|aCDMG
68	34421 61231	 * 	179.93	DCR|3VULN|1AART|1DMG|1FLTHEA	1AART|235VULN|3BPWR|4RPLT|6RCR|7MLV|8FEWX|9FLTHEA|aDMG
69	34421 62231	   	179.93	DCR|3VULN|1AART|1DMG|1FLTHEA	1AART|235VULN|3BPWR|4RPLT|6RCR|7FEWX|8MLV|9FLTHEA|aDMG
70	34322 51632	   	179.92	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	18AART|2VULN|39DMG|4DUR|5DUST|6RCR|7ZMB|aLIT
71	34433 43322	   	179.87	DCR|3VULN|2AART|1DMG|1DUR	1aAART|237VULN|3BPWR|4DUR|5LIT|6BEXP|8RCR|9DMG
72	34321 64132	   	179.72	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB|1DUR	1AART|2VULN|35DMG|4DUR|6MLV|7RCR|89ASPD|aZMB
73	52133 63123	 * 	179.66	DCR|2VULN|2DMG|1AART|2ZMB|1DUR|1SELL	1SELL|2aVULN|3aZMB|4DUR|5TLV|6AART|7aDMG|8RPLT|9RCR|aBPWR
74	34321 44132	   	179.62	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB|1DUR	1AART|2VULN|35DMG|4DUR|6ERES|7RCR|89ASPD|aZMB
75	34322 61228	   	179.49	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|2aVULN|38DMG|4DUR|5DUST|6MBVNT|7RCR|9ASPD
76	36412 32341	   	179.42	DCR|3VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1AART|2DMG|3LIT|467VULN|5SELL|8DUR|9RCR|aCDMG
77	34342 11342	   	179.40	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|29VULN|39DMG|4RCVC|5RPLT|6DUR|7CDMG|89CGEN|9BPWR|aRCR
78	36342 11342	   	179.40	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1AART|29DMG|3DMSP|49VULN|5RPLT|6DUR|7CDMG|89CGEN|9BPWR|aRCR
79	34335 61311	   	179.36	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29VULN|3aDMG|4FEWX|5BEXP|6MBVNT|7RCR|8CDMG
80	34336 61311	   	179.36	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29VULN|3aDMG|4FEWX|5LWND|6MBVNT|7RCR|8CDMG
81	31255 61311	   	179.26	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2DUST|39VULN|4aDMG|5BEXP|6MBVNT|7RCR|8CDMG
82	31256 61311	   	179.26	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2DUST|39VULN|4aDMG|5LWND|6MBVNT|7RCR|8CDMG
83	34332 61311	   	179.26	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29VULN|3aDMG|4FEWX|5DUST|6MBVNT|7RCR|8CDMG
84	34362 61311	   	179.26	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29VULN|3aDMG|4LHND|5DUST|6MBVNT|7RCR|8CDMG
85	63352 23361	   	179.21	DCR|3DMG|2VULN|1AART|1DUR	1DUST|246DMG|34SNIHEL|4BPWR|5aVULN|7DUR|8AART|9RCR
86	36262 61332	   	178.87	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1AART|29DMG|3TLV|4SELL|5ZMB|6RCR|7DMSP|8aVULN
87	34521 23511	   	178.65	DCR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	1AART|2VULN|3ASPD|49DUR|57DMG|6CDMG|8RCR|aLHND
88	34321 64112	   	178.40	DCR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	1AART|2VULN|35DMG|49DUR|6MLV|7RCR|8ASPD|aZMB
89	34321 44112	   	178.30	DCR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	1AART|2VULN|35DMG|49DUR|6ERES|7RCR|8ASPD|aZMB
90	33335 63111	   	178.15	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2DUR|3LHND|4CDMG|5ASPD|6RCR|79VULN|8LWND|aDMG
91	33335 63211	   	178.15	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2DUR|3LHND|4CDMG|5ASPD|6RCR|79VULN|8FEWX|aDMG
92	63311 23111	 * 	178.09	ACR|3DMG|2VULN|1AART	1DUST|256DMG|3SNIHEL|4RCR|7AART|8aVULN|9LWND
93	63311 23155	   	178.09	ACR|3DMG|2VULN|1AART	1DUST|256DMG|3SNIHEL|4RCR|7AART|8aVULN|9RCVC
94	34326 61123	   	177.95	DCR|2VULN|2DMG|1AART|2DUR	1AART|2aVULN|3aDMG|49DUR|5LWND|6MBVNT|7RCR|8aTLV|aBPWR
95	34326 61231	   	177.95	DCR|2VULN|2DMG|1AART|2DUR	1AART|29VULN|38DMG|4aDUR|5LWND|6MBVNT|7RCR
96	34433 41323	   	177.86	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	17AART|23VULN|3BPWR|4DUR|5LIT|6BEXP|8RCR|9DMG|aCDMG
97	41661 33132	   	177.85	DCR|2DMG|3CDMG|1AART|2ASPD|2DUR	18ASPD|2DMSP|35DUR|458CDMG|58BPWR|6RCR|78DMG|9AART|aRMIN
98	41661 33133	   	177.75	DCR|2DMG|3CDMG|1AART|2ASPD|2DUR	18ASPD|2DMSP|35DUR|458CDMG|58BPWR|6RCR|78DMG|9AART|aDLOT
99	33136 64112	   	177.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2DUR|3DUST|4CDMG|5ZMB|6RCR|79aVULN|8LWND
100	33136 64212	   	177.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2DUR|3DUST|4CDMG|5ZMB|6RCR|79aVULN|8FEWX
101	33536 63112	   	177.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2DUR|3LEGI|4CDMG|5ZMB|6RCR|79aVULN|8LWND
102	33536 63212	   	177.71	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2DUR|3LEGI|4CDMG|5ZMB|6RCR|79aVULN|8FEWX
103	41213 32213	   	177.62	DCR|3VULN|2DMG|2ASPD|1ZMB	18ASPD|2DMSP|3ZMB|4BELT|58aVULN|68DMG|7RCR|8BPWR|9LHND
104	41213 32214	 * 	177.62	DCR|3DMG|2VULN|2ASPD|1ZMB	18ASPD|2DMSP|3ZMB|4BELT|58VULN|68aDMG|7RCR|8BPWR|9LHND
105	41213 32221	   	177.62	DCR|3DMG|2VULN|2ASPD|1ZMB	18ASPD|2DMSP|3ZMB|4BELT|58VULN|689DMG|7RCR|8BPWR|aFEWX
106	41213 32222	   	177.62	DCR|3DMG|2VULN|2ASPD|1ZMB	18ASPD|2DMSP|3ZMB|4BELT|58VULN|689DMG|7RCR|8BPWR|aCGEN
107	41213 32225	   	177.62	DCR|3DMG|2VULN|2ASPD|1ZMB	18ASPD|2DMSP|3ZMB|4BELT|58VULN|689DMG|7RCR|8BPWR|aLWND
108	41213 32233	   	177.62	DCR|3VULN|2DMG|2ASPD|1ZMB	18ASPD|2DMSP|3ZMB|4BELT|58aVULN|68DMG|7RCR|8BPWR|9BEXP
109	41213 32234	   	177.62	DCR|3DMG|2VULN|2ASPD|1ZMB	18ASPD|2DMSP|3ZMB|4BELT|58VULN|68aDMG|7RCR|8BPWR|9BEXP
110	34314 32512	   	177.59	DCR|2AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	14AART|2VULN|3DMG|5ZMB|6aCDMG|7LHND|8RCR|9DUR
111	13311 24311	   	177.59	ACR|3DMG|2VULN|1AART	1BEXP|256DMG|3SNIHEL|4RCR|7aVULN|8AART|9LWND
112	13311 24355	   	177.59	ACR|3DMG|2VULN|1AART	1BEXP|256DMG|3SNIHEL|4RCR|7aVULN|8AART|9RCVC
113	41213 32223	   	177.52	DCR|3DMG|2VULN|2ASPD|1ZMB	18ASPD|2DMSP|3ZMB|4BELT|58VULN|689DMG|7RCR|8BPWR|aDUST
114	41213 32224	   	177.52	DCR|3DMG|2VULN|2ASPD|1ZMB	18ASPD|2DMSP|3ZMB|4BELT|58VULN|689DMG|7RCR|8BPWR|aLEGI
115	41213 32226	   	177.52	DCR|3DMG|2VULN|2ASPD|1ZMB	18ASPD|2DMSP|3ZMB|4BELT|58VULN|689DMG|7RCR|8BPWR|aCANSTR
116	63311 24311	   	177.49	ACR|3DMG|2VULN|1AART	1DUST|256DMG|3SNIHEL|4RCR|7aVULN|8AART|9LWND
117	33314 55312	   	177.43	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2DUR|3LHND|4ERES|59VULN|6RCR|7aCDMG|8DMG
118	32361 43341	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|2LIT|3DUR|49VULN|5LHND|6ZMB|7CDMG|8RCR|aDMG
119	34232 43341	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|29VULN|3DUR|4DUST|5LIT|6ZMB|7CDMG|8RCR|aDMG
120	34421 63122	   	177.28	DCR|3VULN|1AART|1DMG|1ZMB	1AART|235VULN|3BPWR|4RPLT|6RCR|7DMG|8ZMB|9LIT|aBEXP
121	34421 63131	   	177.28	DCR|3VULN|1AART|1DMG|1ZMB	1AART|235VULN|3BPWR|4RPLT|6RCR|7DMG|8ZMB|9BEXP|aLHND
122	34421 63132	   	177.28	DCR|3VULN|1AART|1DMG|1ZMB	1AART|235VULN|3BPWR|4RPLT|6RCR|7DMG|8ZMB|9BEXP|aLWND
123	34421 63133	   	177.28	DCR|3VULN|1AART|1DMG|1ZMB	1AART|235VULN|3BPWR|4RPLT|6RCR|7DMG|8ZMB|9BEXP|aLIT
124	34332 51631	   	177.25	DCR|3AART|2DMG|1VULN|1ZMB	18aAART|2VULN|39DMG|4FEWX|5DUST|6RCR|7ZMB
125	31224 53611	   	177.18	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2DUST|379VULN|4LWND|5ZMB|6RCR|8RPLT|aDMG
126	34421 63123	   	177.18	DCR|3VULN|1AART|1DMG|1ZMB	1AART|235VULN|3BPWR|4RPLT|6RCR|7DMG|8ZMB|9LIT|aERES
127	34335 61123	   	177.16	DCR|2AART|2VULN|2DMG	19AART|2aVULN|3aDMG|4FEWX|5BEXP|6MBVNT|7RCR|8aTLV|aBPWR
128	36411 33341	   	177.06	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2aDMG|3LIT|49VULN|5BEXP|6LHND|7CDMG|8RCR
129	34332 61123	   	177.06	DCR|2AART|2VULN|2DMG	19AART|2aVULN|3aDMG|4FEWX|5DUST|6MBVNT|7RCR|8aTLV|aBPWR
130	34421 33121	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1AART|235VULN|3BPWR|4RPLT|6DUR|7DMG|8ZMB|9RCR|aLHND
131	34421 33122	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1AART|235VULN|3BPWR|4RPLT|6DUR|7DMG|8ZMB|9RCR|aLWND
132	34421 33123	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1AART|235VULN|3BPWR|4RPLT|6DUR|7DMG|8ZMB|9RCR|aLIT
133	34421 33125	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1AART|235VULN|3BPWR|4RPLT|6DUR|7DMG|8ZMB|9RCR|aFEWX
134	34421 33126	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1AART|235VULN|3BPWR|4RPLT|6DUR|7DMG|8ZMB|9RCR|aCGEN
135	34421 35321	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1AART|235VULN|3BPWR|4RPLT|6DUR|7ZMB|8DMG|9RCR|aLHND
136	34421 35322	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1AART|235VULN|3BPWR|4RPLT|6DUR|7ZMB|8DMG|9RCR|aLWND
137	34421 35323	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1AART|235VULN|3BPWR|4RPLT|6DUR|7ZMB|8DMG|9RCR|aLIT
138	36121 53511	   	176.77	DCR|3DMG|2VULN|1AART	1AART|258DMG|38FEWX|4DUST|6BEXP|78VULN|8BPWR|9RCR|aLWND
139	36121 53512	   	176.77	DCR|3DMG|2VULN|1AART	1AART|258DMG|38FEWX|4DUST|6BEXP|78VULN|8BPWR|9RCR|aCGEN
140	36121 53513	   	176.77	DCR|3DMG|2VULN|1AART	1AART|258DMG|38FEWX|4DUST|6BEXP|78VULN|8BPWR|9RCR|aRMIN
141	34361 43221	   	176.57	DCR|3DMG|2VULN|1AART	1AART|27VULN|358DMG|4LHND|6ERES|9RCR|aLWND
142	34361 43222	   	176.47	DCR|3DMG|2VULN|1AART	1AART|27VULN|358DMG|4LHND|6ERES|9RCR|aTLV
143	36412 32242	   	176.42	DCR|3VULN|2DMG|1AART|1SELL	1AART|2aDMG|3LIT|467VULN|5SELL|8LHND|9RCR
144	36412 32142	   	176.32	DCR|3VULN|2DMG|1AART|1SELL	1AART|2aDMG|3LIT|467VULN|5SELL|8DUST|9RCR
145	34326 51313	   	176.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	19AART|2VULN|3DMG|4DUR|58LWND|6RCR|7ZMB|aCDMG
146	33536 63131	   	175.98	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	19AART|2DUR|3LEGI|4CDMG|5ZMB|6RCR|7VULN|8LWND|aDMG
147	33536 63321	   	175.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	18AART|2DUR|3LEGI|4CDMG|5ZMB|6RCR|7VULN|9FEWX|aDMG
148	34322 51613	   	175.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	18AART|2VULN|3DMG|4DUR|5DUST|6RCR|7ZMB|9DMSP|aCDMG
149	31224 55331	   	175.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	18AART|2DUST|3VULN|4LWND|5ZMB|6RCR|7CDMG|9DUR|aDMG
150	42423 22621	   	175.92	DCR|4VULN|2DMG|2ASPD	18ASPD|26CGEN|3458VULN|78DMG|8BPWR|9RCR|aDMSP
151	42423 22622	   	175.92	DCR|4VULN|2DMG|2ASPD	18ASPD|26CGEN|3458VULN|78DMG|8BPWR|9RCR|aLHND
152	34321 64333	   	175.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1AART|2VULN|35DMG|4DUR|6MLV|7RCR|8CGEN|9ASPD|aCDMG
153	63311 24162	   	175.68	ACR|3VULN|3DMG|1ASPD	1DUST|256DMG|3SNIHEL|4RCR|79aVULN|8ASPD
154	42423 22623	   	175.67	DCR|4VULN|2DMG|2ASPD|1SELL	18ASPD|26CGEN|3458VULN|78DMG|8BPWR|9RCR|aSELL
155	34321 44333	   	175.65	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1AART|2VULN|35DMG|4DUR|6ERES|7RCR|8CGEN|9ASPD|aCDMG
156	34412 62131	   	175.51	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1AART|23VULN|3BPWR|4CGEN|5RPLT|6RCR|7ZMB|8ASPD|9DUR|aDMG
157	23316 11421	 * 	175.48	ACR|2VULN|2DMG|1AART|1CDMG	1LHND|2aDMG|3SNIHEL|4RCR|5CDMG|6MBVNT|79VULN|8AART
158	31224 53431	   	175.41	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1AART|2DUST|37VULN|4LWND|5ZMB|6RCR|8ASPD|9DMG|aDUR
159	42423 35133	   	175.35	DCR|5VULN|1DMG|1ZMB|1ASPD	1ASPD|2CGEN|3458aVULN|6DMG|7ZMB|9RCR
