0	Index      	 *	Score 	Summary	Detail	
1	23233 34436	 * 	208.51	DCR|5VULN|3DMG|3ASPD	16789VULN|2RCVC|3DMSP|479ASPD|579DMG|79BPWR|aRCR
26	24132 61843	 * 	192.37	DCR|3VULN|2DMG|3CDMG|1ZMB	19aVULN|289CDMG|3MBVNT|4LIT|5ZMB|6RCR|79DMG|9BPWR
27	23623 23551	   	192.32	DCR|4VULN|1AART|1DMG|2DUR|1ZMB	167aVULN|2RCVC|3ZMB|4DMG|56DUR|6BPWR|8AART|9RCR
28	25223 23551	   	192.32	DCR|4VULN|1AART|1DMG|2DUR|1ZMB	167aVULN|2ZMB|3RCVC|4DMG|56DUR|6BPWR|8AART|9RCR
29	35262 53312	 * 	192.04	ACR|3DMG|2VULN|1AART|2ASPD	14aDMG|24LIT|3AART|4aBPWR|5RCR|6aVULN|7DUST|8BEXP|9aASPD
30	35262 53131	 * 	191.94	ACR|3VULN|2DMG|1AART|1CDMG	14DMG|24LIT|3AART|4BPWR|5RCR|689VULN|7DUST|aCDMG
31	34131 33263	 * 	191.88	ACR|3VULN|3DMG|1CDMG|1ASPD|1SELL	169DMG|2CDMG|3RCR|479VULN|5SELL|89CGEN|9BPWR|aASPD
32	34131 33264	 * 	191.88	ACR|3VULN|3DMG|1CDMG|1DUR|1SELL	169DMG|2CDMG|3RCR|479VULN|5SELL|89CGEN|9BPWR|aDUR
33	34131 31412	   	190.79	ACR|2VULN|2DMG|1AART|1CDMG|1FLTHEA|1SELL	16DMG|2CDMG|3RCR|48VULN|5SELL|7DLOT|9AART|aFLTHEA
34	23623 33551	   	190.41	DCR|3VULN|2DMG|1AART|1ZMB|1DUR	17aVULN|2RCVC|3ZMB|46DMG|5DUR|8AART|9RCR
35	25223 33551	   	190.41	DCR|3VULN|2DMG|1AART|1ZMB|1DUR	17aVULN|2ZMB|3RCVC|46DMG|5DUR|8AART|9RCR
36	42312 15136	   	190.08	ACR|2VULN|2DMG|2AART|1ZMB	1aFEWX|2RCR|3aCGEN|4ZMB|56DMG|78AART|9aVULN|aBPWR
37	12612 15611	   	189.95	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2RCR|3TLV|4ZMB|569DMG|7AART|8VULN|aCDMG
38	25423 23522	   	189.92	DCR|4VULN|1AART|1DMG|2DUR|1ZMB	1367VULN|2ZMB|4DMG|56DUR|6BPWR|8AART|9BELT|aRCR
39	42312 15132	   	189.88	ACR|2VULN|2DMG|2AART|1ZMB	1FEWX|2RCR|3CGEN|4ZMB|56DMG|78AART|9aVULN
40	34131 23263	 * 	189.80	ACR|4VULN|2DMG|2CDMG|1SELL	19DMG|26CDMG|3RCR|4679VULN|5SELL|69BPWR|89CGEN|aLWND
41	34131 23265	 * 	189.80	ACR|4VULN|2DMG|2CDMG|1SELL	19DMG|26CDMG|3RCR|4679VULN|5SELL|69BPWR|89CGEN|aRCVC
42	34131 23266	 * 	189.80	ACR|4VULN|2DMG|2CDMG|1SELL	19DMG|26CDMG|3RCR|4679VULN|5SELL|69BPWR|89CGEN|aLHND
43	34131 23261	 * 	189.70	ACR|4VULN|2DMG|2CDMG|1SELL	19DMG|26CDMG|3RCR|4679VULN|5SELL|69BPWR|89CGEN|aDUST
44	34131 23262	 * 	189.70	ACR|4VULN|2DMG|2CDMG|1SELL	19DMG|26CDMG|3RCR|4679VULN|5SELL|69BPWR|89CGEN|aTLV
45	34131 23264	 * 	189.70	ACR|4VULN|2DMG|2CDMG|1SELL	19DMG|26CDMG|3RCR|4679VULN|5SELL|69BPWR|89CGEN|aLEGI
46	34131 33512	   	189.29	ACR|2VULN|2DMG|2AART|1CDMG|1SELL	16DMG|2CDMG|3RCR|47VULN|5SELL|89AART|aMLV
47	34131 33513	   	189.29	ACR|2VULN|2DMG|2AART|1CDMG|1SELL	16DMG|2CDMG|3RCR|47VULN|5SELL|89AART|aBEXP
48	34131 33514	   	189.29	ACR|2VULN|2DMG|2AART|1CDMG|1SELL	16DMG|2CDMG|3RCR|47VULN|5SELL|89AART|aRCVC
49	34131 33516	   	189.29	ACR|2VULN|2DMG|2AART|1CDMG|1SELL	16DMG|2CDMG|3RCR|47VULN|5SELL|89AART|aRMIN
50	34131 23535	 * 	189.26	ACR|3VULN|1AART|1DMG|2CDMG|1DUR|1SELL	1DMG|26CDMG|3RCR|467VULN|5SELL|6BPWR|8AART|9LHND|aDUR
51	34131 23551	 * 	189.26	ACR|3VULN|1AART|1DMG|2CDMG|1DUR|1SELL	1DMG|26CDMG|3RCR|467VULN|5SELL|6BPWR|8AART|9RMIN|aDUR
52	34131 33511	   	189.19	ACR|2VULN|2DMG|2AART|1CDMG|1SELL	16DMG|2CDMG|3RCR|47VULN|5SELL|89AART|aNUKE
53	34131 33515	   	189.19	ACR|2VULN|2DMG|2AART|1CDMG|1SELL	16DMG|2CDMG|3RCR|47VULN|5SELL|89AART|aDUST
54	25423 33522	   	188.01	DCR|3VULN|2DMG|1AART|1ZMB|1DUR	137VULN|2ZMB|46DMG|5DUR|8AART|9BELT|aRCR
55	42312 15135	 * 	187.95	ACR|3DMG|2AART|1VULN|1ZMB	1FEWX|2RCR|3CGEN|4ZMB|56aDMG|78AART|9VULN
56	34131 21415	 * 	187.66	ACR|3VULN|3CDMG|1AART|1DMG|1SELL	1DMG|26aCDMG|3RCR|468VULN|5SELL|6BPWR|7DLOT|9AART
57	23623 23516	 * 	187.26	DCR|3VULN|2AART|1DMG|2DUR|1ZMB	167VULN|2RCVC|3ZMB|4DMG|56DUR|6BPWR|89AART|aRCR
58	25223 23516	   	187.26	DCR|3VULN|2AART|1DMG|2DUR|1ZMB	167VULN|2ZMB|3RCVC|4DMG|56DUR|6BPWR|89AART|aRCR
59	33221 24151	   	187.26	DCR|4VULN|3DMG|1DUR	123DMG|36BPWR|46LIT|569aVULN|7DUR|8RCR
60	36216 23125	   	187.18	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	13DMG|2DMSP|3BPWR|46CDMG|5AART|7ZMB|89VULN|aRCR
61	33221 54151	   	187.16	DCR|4VULN|3DMG|1DUR	123DMG|3BPWR|4LIT|569aVULN|7DUR|8RCR
62	35262 33112	   	186.78	ACR|3DMG|1AART|1VULN|2ASPD|2DUR	14aDMG|24LIT|3AART|4aBPWR|5RCR|6aDUR|7LWND|8VULN|9aASPD
63	35262 36112	   	186.78	ACR|3DMG|1AART|1VULN|2ASPD|2DUR	14aDMG|24LIT|3AART|4aBPWR|5RCR|6aDUR|7LHND|8VULN|9aASPD
64	34532 22423	   	186.68	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	15DMG|26CDMG|3RPLT|46VULN|6BPWR|7CGEN|8ZMB|9RCR|aAART
65	24233 31525	   	186.54	DCR|4VULN|1AART|1DMG|2CDMG	1479VULN|25CDMG|3DMG|6MLV|8AART|aRCR
66	34233 31525	   	186.54	DCR|4VULN|1AART|1DMG|2CDMG	1DMG|25CDMG|3479VULN|6MLV|8AART|aRCR
67	43232 11526	 * 	186.53	ACR|2VULN|2DMG|1AART|2CDMG|1DUR	1FEWX|26CDMG|39DMG|4aVULN|5RCR|7DUR|8AART
68	24222 11526	   	186.43	ACR|2VULN|2DMG|1AART|2CDMG|1DUR	1aVULN|26CDMG|39DMG|4DUST|5RCR|7DUR|8AART
69	34222 11526	   	186.43	ACR|2VULN|2DMG|1AART|2CDMG|1DUR	19DMG|26CDMG|3aVULN|4DUST|5RCR|7DUR|8AART
70	34131 26261	 * 	186.41	ACR|3VULN|2DMG|2CDMG|1ZMB|1SELL	19DMG|26CDMG|3RCR|469VULN|5SELL|69BPWR|789ERES|aZMB
71	24132 61641	   	186.33	DCR|3VULN|2DMG|2CDMG|1ZMB	189VULN|29CDMG|3MBVNT|4LIT|5ZMB|6RCR|79DMG|9BPWR|aBEXP
72	24132 61642	   	186.33	DCR|3VULN|2DMG|2CDMG|1ZMB	189VULN|29CDMG|3MBVNT|4LIT|5ZMB|6RCR|79DMG|9BPWR|aCGEN
73	33256 11413	   	186.32	DCR|4VULN|3DMG|1ZMB	123DMG|3BPWR|4ZMB|5BASICY|6789VULN|aRCR
74	33331 26641	 * 	186.18	DCR|3VULN|3DMG|1AART|1SELL	126DMG|3RPLT|469VULN|5SELL|6BPWR|7AART|8RMIN|aRCR
75	24232 51433	   	186.03	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	148VULN|2CDMG|3DMG|5AART|6LSRREG|7RCR|9RMIN|aZMB
76	34232 51433	   	186.03	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|348VULN|5AART|6LSRREG|7RCR|9RMIN|aZMB
77	34113 21626	   	185.88	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG|2DUR	18DMG|2CDMG|3RCR|48ASPD|5CGEN|6BEXP|78DUR|8BPWR|9AART|aVULN
78	43231 33551	   	185.87	DCR|3VULN|2DMG|1AART|1CDMG|1SELL	1FEWX|2CDMG|36DMG|47aVULN|5SELL|8AART|9RCR
79	34113 31626	   	185.78	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG|2DUR	18DMG|2CDMG|3RCR|48ASPD|5CGEN|6DUST|78DUR|8BPWR|9AART|aVULN
80	12312 55163	   	185.75	ACR|2DMG|2AART|1VULN|2ASPD|1ZMB	1DUST|2RCR|39ASPD|4ZMB|56DMG|78AART|aVULN
81	12332 55132	   	185.72	ACR|2VULN|2DMG|2AART|1ASPD	1DUST|2RCR|3ASPD|4CGEN|56DMG|78AART|9aVULN
82	24232 43253	   	185.72	DCR|3VULN|2DMG|1AART|1CDMG	147VULN|2CDMG|37DMG|5AART|67LIT|7BPWR|8MLV|9RPLT|aRCR
83	34232 43253	   	185.72	DCR|3VULN|2DMG|1AART|1CDMG	17DMG|2CDMG|347VULN|5AART|67LIT|7BPWR|8MLV|9RPLT|aRCR
84	35262 33132	   	185.53	ACR|3DMG|2VULN|1AART|1DUR	14aDMG|24aLIT|3AART|4aBPWR|5RCR|6DUR|7LWND|8aVULN|9RMIN
85	35262 36132	   	185.53	ACR|3DMG|2VULN|1AART|1DUR	14aDMG|24aLIT|3AART|4aBPWR|5RCR|6DUR|7LHND|8aVULN|9RMIN
86	36216 15121	   	185.52	DCR|3DMG|2VULN|1AART|1CDMG	139DMG|2DMSP|39BPWR|4CDMG|5AART|69VULN|79ERES|8RPLT|aRCR
87	42242 11511	   	185.49	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	13FEWX|2RCR|469DMG|5VULN|7DUR|8AART|aCDMG
88	24222 51523	   	185.42	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	16VULN|2CDMG|39DMG|4DUST|5RCR|7aDUR|8AART
89	34222 51523	   	185.42	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	19DMG|2CDMG|36VULN|4DUST|5RCR|7aDUR|8AART
90	35262 53132	   	185.23	ACR|3VULN|2DMG|1AART|1ASPD	14DMG|24LIT|3AART|4BPWR|5RCR|689VULN|7DUST|aASPD
91	23213 16651	   	185.22	DCR|4VULN|3DMG	178aVULN|2RCVC|3DMSP|45aDMG|6RCR|9aMGNSTR|aBPWR
92	24232 22622	 * 	185.09	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG	148VULN|2CDMG|3DMG|5AART|6DUST|7aZMB|9RCR
93	34232 22622	   	185.09	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG	1DMG|2CDMG|348VULN|5AART|6DUST|7aZMB|9RCR
94	33115 61631	 * 	185.06	DCR|3DMG|2VULN|3DUR|2ASPD	124DMG|39ASPD|5RCVC|6RCR|79aDUR|89VULN|9BPWR
95	34131 33262	 * 	184.94	ACR|3VULN|3DMG|1CDMG|1SELL	169DMG|2CDMG|3RCR|479VULN|5SELL|89CGEN|9BPWR|aFEWX
96	34131 33265	 * 	184.94	ACR|3VULN|3DMG|1CDMG|1SELL	169DMG|2CDMG|3RCR|479VULN|5SELL|89CGEN|9BPWR|aMGNSTR
97	34133 11526	   	184.92	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	19DMG|2CDMG|3RCR|4aVULN|5ERES|6CGEN|7DUR|8AART
98	34131 33261	 * 	184.84	ACR|3VULN|3DMG|1CDMG|1SELL	169DMG|2CDMG|3RCR|479VULN|5SELL|89CGEN|9BPWR|aTLV
99	34131 33266	 * 	184.84	ACR|3VULN|3DMG|1CDMG|1SELL	169DMG|2CDMG|3RCR|479VULN|5SELL|89CGEN|9BPWR|aERES
100	34131 33535	   	184.78	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	16DMG|2CDMG|3RCR|47VULN|5SELL|8AART|9LHND|aDUR
101	34131 33551	   	184.78	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	16DMG|2CDMG|3RCR|47VULN|5SELL|8AART|9RMIN|aDUR
102	32331 26436	 * 	184.67	DCR|4VULN|2DMG|1AART	16DMG|25ERES|3BEXP|4689VULN|6BPWR|7AART|aRCR
103	34115 22226	   	184.65	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG|1ZMB	18DMG|2CDMG|3RCR|48ASPD|5ZMB|6BEXP|78LHND|8BPWR|9AART|aVULN
104	34115 32226	   	184.55	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG|1ZMB	18DMG|2CDMG|3RCR|48ASPD|5ZMB|6DUST|78LHND|8BPWR|9AART|aVULN
105	24137 61211	   	184.50	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1aVULN|2CDMG|3MBVNT|4LIT|57DMG|6RCR|8AART|9DUR
106	23621 26351	   	184.17	DCR|3VULN|2DMG|1AART|1ZMB	16aVULN|2RCVC|3ZMB|48DMG|56BEXP|6BPWR|7AART|9RCR
107	25221 26351	   	184.17	DCR|3VULN|2DMG|1AART|1ZMB	16aVULN|2ZMB|3RCVC|48DMG|56BEXP|6BPWR|7AART|9RCR
108	34112 32225	   	184.15	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB|1ASPD	16DMG|25CDMG|3RCR|4ASPD|7LIT|8ZMB|9AART|aVULN
109	54132 32225	   	184.15	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB|1ASPD	1ASPD|25CDMG|3RCR|46DMG|7LIT|8ZMB|9AART|aVULN
110	32331 23536	   	184.07	DCR|4VULN|2DMG|1AART	16DMG|25ERES|3BEXP|4679VULN|6BPWR|8AART|aRCR
111	23623 33516	 * 	183.80	DCR|2VULN|2DMG|2AART|1ZMB|1DUR	17VULN|2RCVC|3ZMB|46DMG|5DUR|89AART|aRCR
112	25223 33516	   	183.80	DCR|2VULN|2DMG|2AART|1ZMB|1DUR	17VULN|2ZMB|3RCVC|46DMG|5DUR|89AART|aRCR
113	12332 55135	   	183.79	ACR|3DMG|2AART|1VULN|1ASPD	1DUST|2RCR|3ASPD|4CGEN|56aDMG|78AART|9VULN
114	33112 52436	 * 	183.57	DCR|3DMG|2VULN|2CDMG|1ZMB|1ASPD	124DMG|3ASPD|57CDMG|68VULN|9ZMB|aRCR
115	23621 33551	   	183.47	DCR|3VULN|2DMG|1AART|1ZMB	17aVULN|2RCVC|3ZMB|46DMG|5BEXP|8AART|9RCR
116	23622 33651	   	183.47	DCR|3VULN|2DMG|1AART|1ZMB	17aVULN|2RCVC|3ZMB|46DMG|5LWND|8AART|9RCR
117	25221 33551	   	183.47	DCR|3VULN|2DMG|1AART|1ZMB	17aVULN|2ZMB|3RCVC|46DMG|5BEXP|8AART|9RCR
118	25222 33651	   	183.47	DCR|3VULN|2DMG|1AART|1ZMB	17aVULN|2ZMB|3RCVC|46DMG|5LWND|8AART|9RCR
119	25422 32352	   	183.47	DCR|3VULN|2DMG|1AART|1ZMB	13aVULN|2ZMB|46DMG|5LWND|7CGEN|8AART|9RCR
120	34131 31415	   	183.45	ACR|2VULN|2DMG|1AART|2CDMG|1SELL	16DMG|2aCDMG|3RCR|48VULN|5SELL|7DLOT|9AART
121	34123 36413	   	183.35	ACR|2DMG|2AART|1VULN|1CDMG|1ZMB	16DMG|2CDMG|3RCR|4DUST|56ERES|6BPWR|78AART|9ZMB|aVULN
122	35222 51512	   	183.32	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	1aDMG|2LIT|3AART|4RCVC|5RCR|6aVULN|7LWND|8DUR|9aASPD|aBPWR
123	32621 33551	   	183.27	DCR|3VULN|2DMG|1AART|1ZMB	14DMG|2ERES|3ZMB|5NUKE|67aVULN|8AART|9RCR
124	12612 15612	   	183.24	ACR|3DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2RCR|3TLV|4ZMB|569DMG|7AART|8VULN|aASPD
125	35222 53512	   	183.22	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	1aDMG|2LIT|3AART|4RCVC|5RCR|6aVULN|7DUST|8DUR|9aASPD|aBPWR
126	33113 36161	 * 	182.97	DCR|3DMG|2AART|1VULN|1ZMB|1ASPD	124DMG|3ASPD|5DUST|68AART|7VULN|9ZMB|aRCR
127	12312 51322	   	182.86	ACR|3DMG|2VULN|1ZMB|1ASPD|1DUR	1DUST|2RCR|3ASPD|4ZMB|568DMG|7DUR|9aVULN
128	42332 12516	   	182.69	ACR|3DMG|2VULN|1AART	1aFEWX|2RCR|34CGEN|5aVULN|69aDMG|7RMIN|8AART|aBPWR
129	34131 22463	 * 	182.64	ACR|3VULN|2DMG|2CDMG|1DUR|1SELL	19DMG|26CDMG|3RCR|469VULN|5SELL|69BPWR|79CGEN|8RPLT|aDUR
130	43231 23551	   	182.49	DCR|4VULN|1AART|1DMG|1CDMG|1SELL	16FEWX|2CDMG|3DMG|467aVULN|5SELL|6BPWR|8AART|9RCR
131	12212 66511	   	182.39	ACR|3VULN|2DMG|1AART	1DUST|2RCR|3FEWX|467VULN|59DMG|8AART|aLHND
132	12212 66513	   	182.39	ACR|3VULN|2DMG|1AART	1DUST|2RCR|3FEWX|467VULN|59DMG|8AART|aBEXP
133	34131 23522	 * 	182.32	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|467VULN|5SELL|6BPWR|8AART|9RCVC|aMLV
134	34131 23523	 * 	182.32	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|467VULN|5SELL|6BPWR|8AART|9RCVC|aBEXP
135	34131 23524	 * 	182.32	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|467VULN|5SELL|6BPWR|8AART|9aRCVC
136	34131 23526	 * 	182.32	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|467VULN|5SELL|6BPWR|8AART|9RCVC|aRMIN
137	34131 23534	 * 	182.32	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|467VULN|5SELL|6BPWR|8AART|9LHND|aMGNSTR
138	34131 23536	 * 	182.32	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|467VULN|5SELL|6BPWR|8AART|9LHND|aLIT
139	34131 23552	 * 	182.32	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|467VULN|5SELL|6BPWR|8AART|9RMIN|aLHND
140	42312 15532	 * 	182.29	ACR|2VULN|2DMG|1AART|2ZMB	1FEWX|2RCR|3CGEN|48ZMB|56DMG|7AART|9aVULN
141	12212 66512	   	182.29	ACR|3VULN|2DMG|1AART	1DUST|2RCR|3FEWX|467VULN|59DMG|8AART|aERES
142	12232 36515	   	182.29	ACR|3DMG|2VULN|1AART	14DUST|2RCR|3FEWX|59aDMG|67VULN|8AART
143	33116 11413	   	182.26	DCR|4VULN|3DMG|1ASPD	124DMG|3ASPD|5BASICY|6789VULN|aRCR
144	34131 24521	 * 	182.22	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|46aVULN|5SELL|6BPWR|7DUST|8AART|9RCVC
145	34131 23521	 * 	182.22	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|467VULN|5SELL|6BPWR|8AART|9RCVC|aNUKE
146	34131 23525	 * 	182.22	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|467VULN|5SELL|6BPWR|8AART|9RCVC|aDUST
147	34131 23533	 * 	182.22	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|467VULN|5SELL|6BPWR|8AART|9LHND|aTLV
148	23213 16632	   	182.19	DCR|5VULN|2DMG	1789aVULN|2RCVC|3DMSP|45DMG|6RCR
149	34131 24512	 * 	182.12	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|46aVULN|5SELL|6BPWR|7DUST|8AART|9ERES
150	34131 23543	 * 	182.12	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|467VULN|5SELL|6BPWR|8AART|9DUST|aTLV
151	33331 26131	 * 	181.97	DCR|3DMG|2VULN|2AART|1SELL	126DMG|3RPLT|46VULN|5SELL|6BPWR|78AART|9MLV|aRCR
152	21312 46511	   	181.96	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	17VULN|2FEWX|3ASPD|4ZMB|59DMG|6RCR|8AART|aLHND
153	21312 46513	   	181.96	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	17VULN|2FEWX|3ASPD|4ZMB|59DMG|6RCR|8AART|aBEXP
154	24232 61325	   	181.93	DCR|4VULN|1AART|1DMG|1CDMG	1489VULN|2CDMG|3DMG|5AART|6ERES|7RCVC|aRCR
155	34232 61325	   	181.93	DCR|4VULN|1AART|1DMG|1CDMG	1DMG|2CDMG|3489VULN|5AART|6ERES|7RCVC|aRCR
156	31121 54521	   	181.86	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD|1SELL	14DMG|2ASPD|3TLV|5SELL|6aVULN|7RCR|8AART|9CDMG
157	21312 46512	   	181.86	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	17VULN|2FEWX|3ASPD|4ZMB|59DMG|6RCR|8AART|aERES
158	24232 62325	   	181.83	DCR|4VULN|1AART|1DMG|1CDMG	1489VULN|2CDMG|3DMG|5AART|67ERES|aRCR
159	34232 62325	   	181.83	DCR|4VULN|1AART|1DMG|1CDMG	1DMG|2CDMG|3489VULN|5AART|67ERES|aRCR
160	33116 11461	   	181.81	DCR|3VULN|3DMG|1CDMG|1ASPD	124DMG|3ASPD|5BASICY|678VULN|9CDMG|aRCR
161	34131 22426	 * 	181.72	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|46aVULN|5SELL|6BPWR|7CGEN|8RPLT|9AART
162	12312 51525	   	181.62	ACR|3DMG|1AART|2ASPD|2DUR|1ZMB	19DUST|2RCR|39ASPD|4ZMB|56aDMG|79DUR|8AART|9BPWR
163	34131 21413	 * 	181.62	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|468VULN|5SELL|6BPWR|7DLOT|9AART|aRPLT
164	34131 21414	 * 	181.62	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1DMG|26CDMG|3RCR|468VULN|5SELL|6BPWR|7DLOT|9AART|aMLV
165	25432 14363	   	181.62	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	135VULN|2ZMB|49DUR|6MBVNT|7RCR|8DMG|aAART
