0	Index      	 *	Score 	Summary	Detail	
1	53221 26622	 * 	193.92	DCR|3DMG|2VULN|1AART|1CDMG	1aVULN|2RPLT|3AART|468DMG|5MLV|7RCR|9CDMG
48	56232 14233	 * 	176.84	ACR|2VULN|2DMG|1AART|3DUR|1SELL	18VULN|28DMG|378DUR|4RCR|5SELL|6RMIN|8BPWR|9BEXP|aAART
49	53232 46313	 * 	176.68	DCR|4VULN|1AART|1DMG	146aVULN|2RPLT|3AART|5BEXP|7RCR|8ERES|9DMG
50	53232 46323	   	176.68	DCR|4VULN|1AART|1DMG	1469VULN|2RPLT|3AART|5BEXP|7RCR|8ERES|aDMG
51	56233 31335	 * 	176.64	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1VULN|2aDMG|3DUR|4RCR|5RPLT|6ZMB|7AART|8FLTHEA|9CGEN
52	56233 31315	   	176.54	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1aVULN|2DMG|3DUR|4RCR|5RPLT|6ZMB|7AART|8FLTHEA|9MBVNT
53	56233 31316	   	176.54	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1VULN|2aDMG|3DUR|4RCR|5RPLT|6ZMB|7AART|8FLTHEA|9MBVNT
54	56233 31324	   	176.54	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1aVULN|2DMG|3DUR|4RCR|5RPLT|6ZMB|7AART|8FLTHEA|9DUST
55	56233 31325	   	176.54	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1VULN|2aDMG|3DUR|4RCR|5RPLT|6ZMB|7AART|8FLTHEA|9DUST
56	56233 31361	   	176.54	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	19VULN|2DMG|3DUR|4RCR|5RPLT|6ZMB|7AART|8FLTHEA|aNUKE
57	56233 31362	   	176.54	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	19VULN|2DMG|3DUR|4RCR|5RPLT|6ZMB|7AART|8FLTHEA|aDLOT
58	51233 81471	   	176.39	ACR|2VULN|2DMG|1AART|2ZMB	17VULN|28LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|9AART|aMLV
59	51233 81472	   	176.39	ACR|2VULN|2DMG|1AART|2ZMB	17VULN|28LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|9AART|aBELT
60	53221 26316	   	176.33	DCR|3DMG|1AART|1VULN|1CDMG	1VULN|2RPLT|3AART|46aDMG|5MLV|7RCR|8DMSP|9CDMG
61	53221 26621	   	176.33	DCR|3DMG|1AART|1VULN|1CDMG	1VULN|2RPLT|3AART|468DMG|5MLV|7RCR|9CDMG|aLWND
62	53221 46313	 * 	176.33	DCR|3VULN|1AART|1DMG|1CDMG	16aVULN|2RPLT|3AART|4DMG|5MLV|7RCR|8DMSP|9CDMG
63	51233 81473	   	176.29	ACR|2VULN|2DMG|1AART|2ZMB	17VULN|28LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|9AART|aERES
64	56233 62112	   	175.88	ACR|3VULN|3DMG|1DUR	169VULN|28aDMG|3DUR|4RCR|5RPLT|7LIT
65	51233 81214	   	175.79	ACR|2VULN|2DMG|1AART|2ZMB	17VULN|29LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8RPLT|aAART
66	51233 81244	   	175.79	ACR|2VULN|2DMG|1AART|2ZMB	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8RPLT|9RCVC|aAART
67	51642 23212	   	175.74	ACR|3VULN|2DMG|1CDMG|1ZMB	138VULN|28LHND|4CDMG|5RCR|6ZMB|78DMG|8BPWR|9FEWX|aBEXP
68	51642 23213	   	175.74	ACR|3VULN|2DMG|1CDMG|1ZMB	138VULN|28LHND|4CDMG|5RCR|6ZMB|78DMG|8BPWR|9FEWX|aLIT
69	51142 23261	   	175.74	ACR|3VULN|2DMG|1CDMG|1ZMB	18aVULN|28LHND|3RCVC|4CDMG|5RCR|6ZMB|78DMG|8BPWR|9LIT
70	51642 23222	   	175.64	ACR|3VULN|2DMG|1CDMG|1ZMB	138VULN|28LHND|4CDMG|5RCR|6ZMB|78DMG|8BPWR|9TLV|aFEWX
71	51642 23223	   	175.64	ACR|3VULN|2DMG|1CDMG|1ZMB	138VULN|28LHND|4CDMG|5RCR|6ZMB|78DMG|8BPWR|9TLV|aLWND
72	53226 31211	   	175.62	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2RPLT|3AART|49DMG|5CGEN|6ZMB|7RCR|aRCVC
73	53226 31212	   	175.62	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2RPLT|3AART|49DMG|5CGEN|6ZMB|7RCR|aBELT
74	53226 31214	   	175.62	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2RPLT|3AART|49DMG|5CGEN|6ZMB|7RCR|aLHND
75	53226 31216	   	175.62	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2RPLT|3AART|49DMG|5CGEN|6ZMB|7RCR|aBEXP
76	53226 31223	   	175.62	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2RPLT|3AART|4aDMG|5CGEN|6ZMB|7RCR|9RCVC
77	53226 31253	   	175.62	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2RPLT|3AART|4aDMG|5CGEN|6ZMB|7RCR|9DMSP
78	51642 23221	   	175.54	ACR|3VULN|2DMG|1CDMG|1ZMB	138VULN|28LHND|4CDMG|5RCR|6ZMB|78DMG|8BPWR|9TLV|aERES
79	53226 31231	   	175.52	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2RPLT|3AART|4aDMG|5CGEN|6ZMB|7RCR|9ERES
80	32623 24362	 * 	175.36	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1FEWX|24DUST|34VULN|4BPWR|59AART|6DMG|7DUR|8RCR|aCDMG
81	51236 32342	   	175.18	ACR|3VULN|2DMG|2ZMB|1DUR	17aVULN|25LHND|35ZMB|4RCR|5BPWR|6DUR|89DMG
82	51232 53213	   	175.03	ACR|3DMG|2VULN|2ZMB|1DUR|1SELL	18VULN|29LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|aDUR
83	51232 53214	   	175.03	ACR|3DMG|2VULN|2ZMB|1ASPD|1SELL	18VULN|29LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|aASPD
84	51232 53221	   	175.03	ACR|3DMG|2VULN|2ZMB|1DUR|1SELL	18VULN|2LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9DUR|aFEWX
85	51232 53222	   	175.03	ACR|3DMG|2VULN|2ZMB|1DUR|1SELL	18VULN|2LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9DUR|aMLV
86	51232 53223	   	175.03	ACR|3DMG|2VULN|2ZMB|1DUR|1SELL	18VULN|2LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9DUR|aLWND
87	51232 53224	   	174.93	ACR|3DMG|2VULN|2ZMB|1DUR|1SELL	18VULN|2LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9DUR|aDUST
88	51232 53226	   	174.93	ACR|3DMG|2VULN|2ZMB|1DUR|1SELL	18VULN|2LHND|38ZMB|4RCR|5SELL|678DMG|8BPWR|9DUR|aMBVNT
89	53221 26141	   	174.91	DCR|3DMG|1AART|1VULN|2DUR	1VULN|2RPLT|3AART|46aDMG|5MLV|7RCR|89DUR
90	56233 41313	   	174.87	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2aDMG|38DUR|4RCR|5RPLT|68TLV|7AART|8BPWR|9BEXP
91	56233 41333	   	174.87	ACR|2VULN|2DMG|1AART|2DUR	18VULN|2aDMG|38DUR|4RCR|5RPLT|68TLV|7AART|8BPWR|9FEWX
92	53231 46121	   	174.81	DCR|3VULN|1AART|1DMG|2DUR	146VULN|2RPLT|3AART|5LEGI|7RCR|89DUR|aDMG
93	56233 31622	   	174.43	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	18VULN|2DMG|3DUR|4RCR|5RPLT|6ZMB|79AART|aRCVC
94	56233 31623	   	174.33	ACR|2VULN|2AART|1DMG|1ZMB|1DUR	18VULN|2DMG|3DUR|4RCR|5RPLT|6ZMB|79AART|aERES
95	56233 62113	   	174.32	ACR|4VULN|2DMG|1DUR	169aVULN|28DMG|3DUR|4RCR|5RPLT|7LIT
96	11135 21313	   	173.95	DCR|2VULN|2DMG|1AART|2DUR	1aDUST|259LWND|35DUR|4AART|5aBPWR|6aDMG|7aVULN|8RCR
97	53222 61632	   	173.93	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|2RPLT|3AART|4DMG|5LWND|6CDMG|8RCR|9BEXP
98	53222 61621	   	173.83	DCR|3VULN|1AART|1DMG|1CDMG	17aVULN|2RPLT|3AART|4DMG|5LWND|6CDMG|8RCR|9ERES
99	53226 31225	   	173.68	DCR|3VULN|1AART|1DMG|1ZMB	18aVULN|2RPLT|3AART|4DMG|5CGEN|6ZMB|7RCR|9RCVC
100	53226 31233	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	18aVULN|2RPLT|3AART|4DMG|5CGEN|6ZMB|7RCR|9ERES
101	53432 31162	 * 	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	19aVULN|2RPLT|3CDMG|49ERES|5DUR|6CGEN|7RCR|89DMG|9BPWR
102	53432 21162	   	173.35	DCR|3VULN|2DMG|1CDMG|1DUR	19aVULN|2RPLT|3CDMG|49ERES|5DUR|6TLV|7RCR|89DMG|9BPWR
103	51233 81227	   	173.17	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8RPLT|9DUR|aCDMG
104	51233 81823	   	173.17	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8CDMG|9DUR|aDMSP
105	51233 81824	   	173.17	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8CDMG|9DUR|aFEWX
106	51233 81843	   	173.17	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8CDMG|9BELT|aDUR
107	51231 63141	   	173.16	ACR|2VULN|2DMG|3ZMB|1DUR	19VULN|2LHND|39aZMB|4RCR|5MLV|6RMIN|7DUR|89DMG|9BPWR
108	51235 23141	   	173.16	ACR|2VULN|2DMG|3ZMB|1DUR	19VULN|2LHND|39aZMB|4RCR|57BEXP|6DUR|89DMG|9BPWR
109	51233 81821	   	173.07	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8CDMG|9DUR|aDUST
110	53411 11142	 * 	173.03	DCR|3VULN|2DMG|2CDMG	19aVULN|24RPLT|39CDMG|5FEWX|6BEXP|7RCR|89DMG|9BPWR
111	56132 22122	 * 	173.03	DCR|2VULN|1AART|1DMG|3DUR|2ASPD	1aVULN|2DMG|38ASPD|456DUR|7RCR|9AART
112	51236 11222	   	172.93	ACR|2VULN|3ZMB|1AART|1DMG	1aVULN|25LHND|357ZMB|4RCR|5BPWR|6BEXP|8AART|9DMG
113	32623 24342	   	172.86	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|24DUST|34aVULN|4BPWR|5AART|6DMG|7DUR|8RCR|9ASPD
114	51236 41222	   	172.83	ACR|2VULN|3ZMB|1AART|1DMG	1aVULN|25LHND|357ZMB|4RCR|5BPWR|6LEGI|8AART|9DMG
115	32623 12621	   	172.83	DCR|3VULN|2AART|1DMG	1FEWX|24DUST|348VULN|4BPWR|59AART|6RPLT|7RCR|aDMG
116	33422 11642	   	172.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2RPLT|3CDMG|4DMG|5AART|6ZMB|7aVULN|8ASPD|9RCR
117	56233 31318	 * 	172.60	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1VULN|2DMG|3DUR|4RCR|5RPLT|6ZMB|7AART|8FLTHEA|9MBVNT|aCDMG
118	13422 11642	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2RPLT|3CDMG|4DMG|5AART|6ZMB|7aVULN|8ASPD|9RCR
119	51642 23123	   	172.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13VULN|2LHND|4CDMG|5RCR|6ZMB|7DMG|8LWND|9DUR|aAART
120	51142 23231	   	172.32	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	18VULN|28LHND|3RCVC|4CDMG|5RCR|6ZMB|78DMG|8BPWR|9aDUR
121	24322 33613	 * 	172.27	DCR|2VULN|3ZMB|1AART|1DMG|1SELL	16RCVC|249ZMB|34VULN|4BPWR|5SELL|7RCR|8AART|aDMG
122	31652 24331	   	172.11	DCR|3VULN|1AART|1DMG|2DUR	19FEWX|29LWND|35aVULN|4AART|6DMG|79DUR|8RCR|9BPWR
123	31136 21331	   	172.11	DCR|3VULN|1AART|1DMG|2DUR	19FEWX|29LWND|35DUR|4AART|6DMG|79aVULN|8RCR|9BPWR
124	11652 24331	   	171.91	DCR|3VULN|1AART|1DMG|2DUR	19DUST|29LWND|35aVULN|4AART|6DMG|79DUR|8RCR|9BPWR
125	11136 21331	   	171.91	DCR|3VULN|1AART|1DMG|2DUR	19DUST|29LWND|35DUR|4AART|6DMG|79aVULN|8RCR|9BPWR
126	53226 31631	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2RPLT|3AART|4DMG|5CGEN|6ZMB|7RCR|8ERES|9CDMG
127	53221 46113	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2RPLT|3AART|4aDMG|5MLV|7RCR|8DUR|9BEXP
128	53221 46133	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2RPLT|3AART|4aDMG|5MLV|7RCR|8DUR|9FEWX
129	56112 31242	 * 	171.44	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	1aVULN|29DMG|3ASPD|4LWND|59DUR|6CGEN|7RCR|89ZMB|9BPWR
130	56112 21242	   	171.34	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	1aVULN|29DMG|3ASPD|4LWND|59DUR|6TLV|7RCR|89ZMB|9BPWR
131	51233 24552	   	171.33	ACR|3VULN|2DMG|1ZMB|1DUR	19aVULN|29LHND|3ZMB|4RCR|5MBVNT|6DUR|79DMG|8RCVC|9BPWR
132	56233 31343	   	171.28	ACR|1AART|1VULN|1DMG|1FLTHEA|2DUR|1ZMB|1ASPD	1VULN|2DMG|39DUR|4RCR|5RPLT|6ZMB|7AART|8FLTHEA|aASPD
133	32623 24321	   	171.21	DCR|3VULN|1AART|1DMG|2DUR	1FEWX|24DUST|34aVULN|4BPWR|5AART|6DMG|79DUR|8RCR
134	56231 21242	   	171.13	ACR|3VULN|2DMG|1ZMB|1DUR	18aVULN|29DMG|3DUR|4RCR|5MLV|6TLV|7ZMB
135	56232 13512	 * 	171.10	ACR|2DMG|1AART|1VULN|2CDMG|1DUR|1SELL	1VULN|27DMG|3DUR|4RCR|5SELL|6RMIN|8AART|9aCDMG
136	56232 33512	 * 	171.00	ACR|2DMG|1AART|1VULN|2CDMG|1DUR|1SELL	1VULN|27DMG|3DUR|4RCR|5SELL|6ERES|8AART|9aCDMG
137	51243 21152	   	170.91	DCR|3VULN|2DMG|1ZMB|1DUR	19aVULN|29LHND|3ZMB|4DUR|5MBVNT|6RCVC|7RCR|89DMG|9BPWR
138	51233 32671	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2LHND|3ZMB|4RCR|5MBVNT|6AART|7CGEN|9CDMG|aDMG
139	51233 38225	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	19VULN|2LHND|3ZMB|4RCR|5MBVNT|6AART|7RPLT|8CDMG|aDMG
140	53233 46331	 * 	170.17	DCR|4VULN|1AART|1CDMG	146aVULN|2RPLT|3AART|5DUST|7RCR|8LEGI|9CDMG
141	56143 13244	   	170.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	19VULN|2DMG|3ASPD|4MBVNT|5AART|6ZMB|7CGEN|8CDMG|aRCR
142	31652 24332	   	170.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19FEWX|29LWND|35VULN|4AART|6DMG|79DUR|8RCR|9BPWR|aCDMG
143	31136 21332	   	170.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19FEWX|29LWND|35DUR|4AART|6DMG|79VULN|8RCR|9BPWR|aCDMG
144	51642 33113	   	170.05	ACR|3VULN|1AART|1DMG|1CDMG	137VULN|2LHND|4CDMG|5RCR|6LSRHEA|8DMG|9BEXP|aAART
145	11652 24332	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19DUST|29LWND|35VULN|4AART|6DMG|79DUR|8RCR|9BPWR|aCDMG
146	11136 21332	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19DUST|29LWND|35DUR|4AART|6DMG|79VULN|8RCR|9BPWR|aCDMG
147	53221 26113	   	169.62	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2RPLT|3AART|46aDMG|5MLV|7RCR|8DUR|9BEXP
148	53221 26133	   	169.62	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2RPLT|3AART|46aDMG|5MLV|7RCR|8DUR|9FEWX
149	53221 26243	   	169.62	DCR|3DMG|1AART|1VULN|1DUR	1VULN|2RPLT|3AART|46aDMG|5MLV|7RCR|8BEXP|9DUR
150	53232 46111	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	146VULN|2RPLT|3AART|59BEXP|7RCR|8DUR|aDMG
151	53232 46221	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	146VULN|2RPLT|3AART|58BEXP|7RCR|9DUR|aDMG
152	53231 46321	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	146VULN|2RPLT|3AART|5LEGI|7RCR|8DMSP|9DUR|aDMG
153	53233 46113	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	146VULN|2RPLT|3AART|5DUST|7RCR|8DUR|9BEXP|aDMG
154	53233 46133	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	146VULN|2RPLT|3AART|5DUST|7RCR|8DUR|9FEWX|aDMG
155	32136 21342	   	169.25	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1FEWX|2DUST|3DUR|45AART|6DMG|7aVULN|8RCR|9ASPD
156	32136 21344	   	169.25	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1FEWX|2DUST|3DUR|45AART|6aDMG|7VULN|8RCR|9ASPD
157	56236 31213	   	169.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1VULN|25DMG|35DUR|4RCR|5BPWR|6CDMG|79LHND|8LWND|aAART
158	51236 31225	   	169.22	ACR|3ZMB|1AART|1DMG|1VULN|1ASPD|1DUR	1VULN|25LHND|357ZMB|4RCR|5BPWR|6DUR|8AART|9DMG|aASPD
159	32623 24322	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1FEWX|24DUST|34VULN|4BPWR|5AART|6DMG|79DUR|8RCR|aCDMG
160	56232 13236	 * 	169.19	ACR|3DMG|2VULN|3DUR|1SELL	18VULN|278DMG|38aDUR|4RCR|5SELL|6RMIN|8BPWR|9DUST
161	56236 32133	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1VULN|25DMG|35DUR|4RCR|5BPWR|6CDMG|7ERES|8LHND|9BEXP|aAART
