0	Index      	 *	Score 	Summary	Detail	
1	52322 33611	 * 	188.48	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	1CGEN|24CDMG|34DMG|4BPWR|5FEWX|6aVULN|7AART|8ZMB|9RCR
61	41352 53333	   	167.31	ACR|2VULN|1AART|1DMG|2CDMG	16CDMG|2LIT|3AART|4RCR|58VULN|7DUST|9DMG|aLWND
62	12511 34242	 * 	167.28	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1RCVC|2LWND|3LHND|47AART|5DUR|6RCR|8CDMG|9VULN|aDMG
63	41352 32336	   	167.19	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1CDMG|27LIT|36AART|4RCR|5VULN|8aDUR|9DMG
64	41163 41123	 * 	166.93	DCR|2DMG|3CDMG|1AART|1VULN	137CDMG|2LIT|45DMG|6VENICY|8RCR|9AART|aVULN
65	54361 11122	   	166.65	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CGEN|26VULN|3DUR|4VENICY|5CDMG|7ASPD|8AART|9RCR|aDMG
66	15221 53122	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|238VULN|3BPWR|4LIT|5MGNLIT|6DMG|7AART|9RCR|aDUR
67	15221 63123	   	166.42	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|238VULN|3BPWR|4LIT|5MGNLIT|6ASPD|7AART|9RCR|aDMG
68	15241 23123	   	166.32	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|238VULN|3BPWR|4ASPD|5LIT|6SNIHEL|7AART|9RCR|aDMG
69	41352 31331	   	165.86	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2LIT|36AART|4RCR|5VULN|7NUKE|8ZMB|9DMG|aLHND
70	41352 31332	   	165.86	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2aLIT|36AART|4RCR|5VULN|7NUKE|8ZMB|9DMG
71	41352 31333	   	165.86	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2LIT|36AART|4RCR|5VULN|7NUKE|8ZMB|9DMG|aLWND
72	41352 31334	   	165.76	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2LIT|36AART|4RCR|5VULN|7NUKE|8ZMB|9DMG|aDUST
73	41352 31335	   	165.76	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2LIT|36AART|4RCR|5VULN|7NUKE|8ZMB|9DMG|aERES
74	12242 36212	   	165.48	DCR|3VULN|1AART|1DMG	1RCVC|2LWND|3MGNLIT|458VULN|6RCR|7RPLT|9AART|aDMG
75	15632 36212	   	165.48	DCR|3VULN|1AART|1DMG	1RCVC|258VULN|3MGNLIT|4LHND|6RCR|7RPLT|9AART|aDMG
76	12642 36212	   	165.38	DCR|3VULN|1AART|1DMG	1RCVC|2LWND|3BASICY|458VULN|6RCR|7RPLT|9AART|aDMG
77	54322 32624	   	164.85	DCR|4VULN|1AART|2DUR	17CGEN|279aVULN|37DUR|4MBVNT|5RPLT|6AART|7BPWR|8RCR
78	15511 34211	 * 	164.80	DCR|2AART|2VULN|1CDMG|1DUR	1RCVC|2aVULN|3LHND|47AART|5DUR|6RCR|8CDMG|9CGEN
79	15511 34221	   	164.80	DCR|2AART|2VULN|1CDMG|1DUR	1RCVC|2aVULN|3LHND|47AART|5DUR|6RCR|8CDMG|9MLV
80	15511 34231	   	164.70	DCR|2AART|2VULN|1CDMG|1DUR	1RCVC|2aVULN|3LHND|47AART|5DUR|6RCR|8CDMG|9NUKE
81	46322 33612	   	164.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|24CGEN|34DMG|4BPWR|5FEWX|6VULN|7AART|8ZMB|9RCR|aDMSP
82	46322 33613	   	164.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|24CGEN|34DMG|4BPWR|5FEWX|6VULN|7AART|8ZMB|9RCR|aTLV
83	52352 33611	   	164.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14CGEN|2CDMG|3DMG|5FEWX|6aVULN|7AART|8ZMB|9RCR
84	16431 13433	   	164.28	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR|2RCVC	16RCVC|2ASPD|359VULN|4DUR|7AART|8ZMB|aRCR
85	61242 32335	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	12LWND|3MGNLIT|45VULN|6RCR|7ZMB|8DMG|9AART|aASPD
86	61242 32336	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12LWND|3MGNLIT|45VULN|6RCR|7ZMB|8DMG|9AART|aDUR
87	12242 33636	   	163.71	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCVC|2LWND|3MGNLIT|45VULN|6RCR|7ASPD|8DMG|9AART|aDUR
88	42242 43122	   	163.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2CANSTR|3ZMB|4ERES|57VULN|6BEXP|8AART|9RCR|aDMG
89	41352 13363	   	163.62	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2LIT|3AART|4RCR|59aVULN|6RPLT|7BEXP|8DUR
90	11436 32316	 * 	163.61	DCR|3VULN|2AART|1DUR	1RCVC|2TLV|349VULN|5aAART|6ERES|7RCR|8DUR
91	52321 23621	 * 	163.52	DCR|2VULN|2DMG|2CDMG|2ASPD	1CGEN|24CDMG|34DMG|4BPWR|58ASPD|67VULN|9TLV|aRCR
92	45213 32141	 * 	163.42	DCR|2AART|1VULN|2CDMG|2DUR|1ZMB	13CDMG|23DUR|3BPWR|4FEWX|5ERES|6RCR|7ZMB|8aAART|9VULN
93	41352 33343	   	163.38	ACR|2AART|2VULN|1CDMG|1ZMB	1CDMG|2LIT|36AART|4RCR|58VULN|7DUST|9BEXP|aZMB
94	41352 33363	   	163.38	ACR|2AART|2VULN|1CDMG|1ZMB	1CDMG|2LIT|36AART|4RCR|58VULN|7DUST|9LHND|aZMB
95	12242 33635	 * 	163.38	DCR|2VULN|1AART|1DMG|2ASPD	1RCVC|2LWND|3MGNLIT|45VULN|6RCR|7aASPD|8DMG|9AART
96	46321 23341	   	163.31	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1CDMG|24CGEN|34DMG|4BPWR|5ASPD|67VULN|8ZMB|9RCVC|aRCR
97	41352 33316	   	163.28	ACR|2AART|2VULN|1CDMG|1ZMB	1CDMG|2LIT|36AART|4RCR|58VULN|7DUST|9TLV|aZMB
98	54111 34212	   	163.27	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19CGEN|2VULN|3MLV|47AART|5DUR|6RCR|8CDMG|aDMG
99	51111 34242	   	163.27	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2LHND|3MLV|47AART|5DUR|6RCR|8CDMG|9VULN|aDMG
100	41352 26321	   	163.20	ACR|3VULN|1AART|2CDMG	17CDMG|29LIT|3AART|4RCR|578VULN|67BEXP|7BPWR|aBELT
101	41352 26323	   	163.20	ACR|3VULN|1AART|2CDMG	17CDMG|29aLIT|3AART|4RCR|578VULN|67BEXP|7BPWR
102	55221 23523	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|3RPLT|4ZMB|5DMG|6FEWX|7DUR|8RCR|9aVULN
103	11436 53233	   	163.13	DCR|4VULN|1AART|1ZMB	1RCVC|27TLV|3479VULN|5AART|67DUST|7BPWR|8ZMB|aRCR
104	41352 26311	   	163.10	ACR|3VULN|1AART|2CDMG	17CDMG|2LIT|3AART|4RCR|578VULN|67BEXP|7BPWR|9TLV|aLHND
105	41352 26312	   	163.10	ACR|3VULN|1AART|2CDMG	17CDMG|2aLIT|3AART|4RCR|578VULN|67BEXP|7BPWR|9TLV
106	41352 26313	   	163.10	ACR|3VULN|1AART|2CDMG	17CDMG|2LIT|3AART|4RCR|578VULN|67BEXP|7BPWR|9TLV|aLWND
107	55221 63423	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2AART|3RPLT|4ZMB|5DMG|6MBVNT|7DUR|8RCR|9aVULN
108	45233 13433	   	162.92	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB|1SELL	13CDMG|23DUR|3BPWR|49VULN|5SELL|6RCVC|7AART|8ZMB|aRCR
109	15511 43213	   	162.70	DCR|3VULN|2AART|2DUR	1RCVC|278VULN|3LHND|49AART|57DUR|67CGEN|7BPWR|aRCR
110	54322 32621	   	162.20	DCR|3VULN|2AART|2DUR	17CGEN|279VULN|37DUR|4MBVNT|5RPLT|6aAART|7BPWR|8RCR
111	15246 11233	   	162.19	DCR|3VULN|1AART|2DUR|1ASPD	1RCVC|239VULN|3BPWR|4ASPD|5AART|6aDUR|7FEWX|8RCR
112	52326 43223	 * 	162.12	DCR|3DMG|3CDMG|1AART	1CGEN|246CDMG|347DMG|4BPWR|5LIT|8RCR|9MLV|aAART
113	12242 32331	   	162.01	DCR|2VULN|1AART|1DMG|1ZMB	1aRCVC|2LWND|3MGNLIT|45VULN|6RCR|7ZMB|8DMG|9AART
114	12642 32331	   	161.91	DCR|2VULN|1AART|1DMG|1ZMB	1aRCVC|2LWND|3BASICY|45VULN|6RCR|7ZMB|8DMG|9AART
115	41352 32331	   	161.89	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|27LIT|36AART|4RCR|5VULN|8DUR|9DMG|aLHND
116	41352 32332	   	161.89	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|27aLIT|36AART|4RCR|5VULN|8DUR|9DMG
117	41352 32333	   	161.89	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|27LIT|36AART|4RCR|5VULN|8DUR|9DMG|aLWND
118	53125 34133	   	161.82	ACR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2RPLT|3ASPD|4RCR|589VULN|6AART|7LHND|aCDMG
119	41352 32237	   	161.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|27LIT|36AART|4RCR|5VULN|8MBVNT|9DMG|aDUR
120	41352 32334	   	161.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|27LIT|36AART|4RCR|5VULN|8DUR|9DMG|aDUST
121	41352 32335	   	161.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|27LIT|36AART|4RCR|5VULN|8DUR|9DMG|aERES
122	33314 31126	   	161.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2FEWX|3BASICY|4AART|5aDMG|6DUR|7ZMB|8RCR|9VULN
123	33312 51121	   	161.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2FEWX|3BASICY|4AART|59VULN|6DMG|7ZMB|8RCR|aASPD
124	33312 51126	   	161.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2FEWX|3BASICY|4AART|59VULN|6DMG|7ZMB|8RCR|aDUR
125	34313 51126	   	161.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2DUR|3BASICY|4AART|5FEWX|6aDMG|7ZMB|8RCR|9VULN
126	34314 11135	   	161.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2DUR|3BASICY|4AART|5DMG|6LHND|7ZMB|8RCR|9aVULN
127	34314 11136	   	161.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2DUR|3BASICY|4AART|5aDMG|6LHND|7ZMB|8RCR|9VULN
128	34332 21342	   	161.51	DCR|2VULN|2DMG|2CDMG|1DUR	1DUST|2DUR|3BASICY|4aVULN|59DMG|67CDMG|8RCR
129	61242 36212	   	161.48	DCR|3VULN|1AART|1DMG	12LWND|3MGNLIT|458VULN|6RCR|7RPLT|9AART|aDMG
130	15221 53323	   	161.42	DCR|2VULN|2DMG|1AART	1RCVC|23VULN|3BPWR|48LIT|5MGNLIT|6aDMG|7AART|9RCR
131	16421 11352	   	161.18	DCR|3VULN|1AART|1CDMG|2RCVC|1ASPD	14RCVC|2ASPD|368VULN|5LIT|7CDMG|9RCR|aAART
132	41352 25331	   	161.09	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|27LIT|3AART|4RCR|58VULN|6BEXP|9DMG|aLHND
133	41352 25332	   	161.09	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|27aLIT|3AART|4RCR|58VULN|6BEXP|9DMG
134	41352 25333	   	161.09	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|27LIT|3AART|4RCR|58VULN|6BEXP|9DMG|aLWND
135	41352 31142	 * 	161.07	ACR|2AART|1VULN|1DMG|2CDMG	1aCDMG|2LIT|36AART|4RCR|5VULN|7NUKE|8DUST|9DMG
136	41352 31242	   	161.07	ACR|2AART|1VULN|1DMG|2CDMG	1aCDMG|2LIT|36AART|4RCR|5VULN|7NUKE|8LEGI|9DMG
137	15234 42211	   	161.06	DCR|4VULN|1AART|1DUR	1RCVC|237aVULN|3BPWR|4RPLT|5DUR|6AART|8MLV|9RCR
138	15234 43211	   	160.96	DCR|4VULN|1AART|1DUR	1RCVC|238aVULN|3BPWR|4RPLT|5DUR|6AART|7ERES|9RCR
139	32326 31334	   	160.96	DCR|2DMG|1AART|1VULN|2DUR	1aDUST|2ERES|3aDUR|4AART|5CGEN|6RCR|7BELT|8VULN|9aDMG|aBPWR
140	13525 35231	   	160.90	ACR|2VULN|2AART|1DMG	1RCVC|2DUST|3RPLT|4RCR|59VULN|6aAART|7ERES|8DMG
141	12242 32334	   	160.83	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LWND|3MGNLIT|45VULN|6RCR|7ZMB|8DMG|9AART|aFEWX
142	45222 31122	   	160.77	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|1ASPD	13CDMG|23DUR|3BPWR|4LSRICY|5VULN|6ERES|7ASPD|8AART|9RCR|aDMG
143	45222 51122	   	160.77	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|1ASPD	13CDMG|23DUR|3BPWR|4LSRICY|5VULN|6TLV|7ASPD|8AART|9RCR|aDMG
144	12242 32332	   	160.73	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LWND|3MGNLIT|45VULN|6RCR|7ZMB|8DMG|9AART|aLEGI
145	12242 32333	   	160.73	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LWND|3MGNLIT|45VULN|6RCR|7ZMB|8DMG|9AART|aCANSTR
146	12642 32334	   	160.73	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LWND|3BASICY|45VULN|6RCR|7ZMB|8DMG|9AART|aFEWX
147	41352 51331	   	160.72	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	16CDMG|2LIT|3AART|4RCR|5VULN|7NUKE|8ZMB|9DMG|aLHND
148	41352 51332	   	160.72	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	16CDMG|2aLIT|3AART|4RCR|5VULN|7NUKE|8ZMB|9DMG
149	41352 51333	   	160.72	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	16CDMG|2LIT|3AART|4RCR|5VULN|7NUKE|8ZMB|9DMG|aLWND
150	55312 13621	   	160.70	ACR|2AART|2VULN|1DMG	1CGEN|27AART|3VENICY|4RCR|59VULN|6LHND|8DMG|aRCVC
151	15221 53121	   	160.66	DCR|3VULN|1AART|1DMG	1aRCVC|238VULN|3BPWR|4LIT|5MGNLIT|6DMG|7AART|9RCR
152	12642 32332	   	160.63	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LWND|3BASICY|45VULN|6RCR|7ZMB|8DMG|9AART|aLEGI
153	12642 32333	   	160.63	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2LWND|3BASICY|45VULN|6RCR|7ZMB|8DMG|9AART|aCANHEL
154	33362 11126	   	160.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2FEWX|3BASICY|4DUR|5aDMG|6AART|7ZMB|8RCR|9VULN
155	34332 15342	   	160.49	DCR|2VULN|2DMG|1CDMG|2DUR	1DUST|26DUR|3BASICY|4aVULN|59DMG|7CDMG|8RCR
156	15236 21342	   	160.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|23VULN|3BPWR|4RPLT|5LIT|6AART|7NUKE|8RCR|9DMG|aCDMG
157	53125 16211	 * 	160.25	ACR|3VULN|1DMG|2ASPD|1ZMB	1CGEN|2RPLT|39ASPD|4RCR|567VULN|8ZMB|aDMG
158	32326 36423	   	160.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2ERES|3DUR|4AART|5CGEN|6RCR|7CDMG|8ZMB|9aVULN
159	34122 34533	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	1DUST|2DUR|3LHND|47VULN|5CDMG|6RCR|8aDMG|9LWND
160	55253 23233	   	160.02	ACR|2AART|2VULN|1CDMG|1ASPD	1CGEN|27AART|3RPLT|4RCR|5LHND|6ASPD|89VULN|aCDMG
161	52322 33223	   	159.79	DCR|2DMG|1AART|1VULN|2CDMG	1CGEN|24CDMG|34DMG|4BPWR|5FEWX|6VULN|7AART|8SNIHEL|9RCR|aRPLT
162	52322 33224	   	159.79	DCR|2DMG|1AART|1VULN|2CDMG	1CGEN|24CDMG|34DMG|4BPWR|5aFEWX|6VULN|7AART|8SNIHEL|9RCR
163	15511 31613	   	159.77	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|29VULN|3LHND|4AART|5DUR|6RCR|7BELT|8MLV|aDMG
164	54261 11122	   	159.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|26VULN|3FEWX|4VENICY|5CDMG|7ASPD|8AART|9RCR|aDMG
