0	Index      	 *	Score 	Summary	Detail	
1	35346 11133	 * 	192.12	DCR|3VULN|2DMG|1AART|1CDMG	1LHND|2CDMG|39DMG|45aVULN|6AART|7RCR|8LWND
79	35364 11133	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2CDMG|39DMG|4ASPD|5MLV|6AART|7RCR|8LWND|aVULN
80	41232 41532	 * 	165.79	ACR|3DMG|1AART|1CDMG|1ZMB	1RMIN|2BELT|389DMG|4RCR|5DUST|6AART|7ZMB|aCDMG
81	21124 34241	 * 	165.74	ACR|3VULN|1AART|1DMG|1ASPD	1BEXP|2ASPD|3TLV|4RCR|579VULN|6RCVC|8DMG|aAART
82	31124 34241	   	165.74	ACR|3VULN|1AART|1DMG|1ASPD	1LHND|2ASPD|3TLV|4RCR|579VULN|6RCVC|8DMG|aAART
83	25363 31632	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BEXP|2CDMG|3DMG|4ASPD|5FEWX|6AART|7RCR|89VULN|aTLV
84	35365 11133	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2CDMG|39DMG|4ASPD|5TLV|6AART|7RCR|8LWND|aVULN
85	35346 11322	   	165.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2CDMG|3DMG|45VULN|6AART|7RCR|8LIT|9DUST|aASPD
86	21124 24241	   	165.64	ACR|3VULN|1AART|1DMG|1ASPD	1BEXP|2ASPD|36TLV|4RCR|579VULN|8DMG|aAART
87	31124 24241	   	165.64	ACR|3VULN|1AART|1DMG|1ASPD	1LHND|2ASPD|36TLV|4RCR|579VULN|8DMG|aAART
88	63323 53613	   	165.51	DCR|2VULN|2AART|1DMG|1ASPD|1DUR|1SELL	1DUR|2SELL|3DMG|4FEWX|57VULN|6aAART|8ASPD|9RCR
89	12123 46513	   	165.42	DCR|2DMG|2AART|1VULN|1CDMG	1DUST|2FEWX|38DMG|4VULN|5MLV|6aAART|7CDMG|9RCR
90	14124 42313	   	165.42	DCR|2VULN|2AART|1DMG|1CDMG	1DUST|2BEXP|3DMG|4CGEN|57VULN|6aAART|8CDMG|9RCR
91	66242 12123	   	165.41	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2LIT|3RMIN|4aVULN|5DMG|6RCR|78AART|9RCVC
92	66432 12123	   	165.31	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2LIT|3aVULN|4TLV|5DMG|6RCR|78AART|9RCVC
93	35341 11153	   	165.19	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|29CDMG|3DMG|4aVULN|5RCVC|6AART|7RCR|8LWND
94	35343 11153	   	165.19	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|29CDMG|3DMG|4aVULN|5DMSP|6AART|7RCR|8LWND
95	33341 11156	 * 	165.14	DCR|2DMG|1AART|1VULN|2CDMG|1SELL	1aLHND|2SELL|3aDMG|4VULN|5RCVC|6AART|7RCR|8LWND|9aCDMG|aBPWR
96	33343 11156	 * 	165.14	DCR|2DMG|1AART|1VULN|2CDMG|1SELL	1aLHND|2SELL|3aDMG|4VULN|5DMSP|6AART|7RCR|8LWND|9aCDMG|aBPWR
97	61241 82343	   	165.11	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3ZMB|4MBVNT|5TLV|6AART|7aVULN|8DMG|9RCR
98	32122 46511	   	165.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|2FEWX|38DMG|4VULN|5ZMB|6AART|7CDMG|9RCR|aLWND
99	63333 22265	   	164.99	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD|1SELL	1aDUR|2SELL|36DMG|46VULN|5LEGI|6BPWR|7CDMG|8ASPD|9RCR
100	32122 46512	   	164.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|2FEWX|38DMG|4VULN|5ZMB|6AART|7CDMG|9RCR|aTLV
101	66323 11422	   	164.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2LIT|3ZMB|4AART|5MLV|6DMG|7VULN|8RCR|9CDMG|aASPD
102	66342 12223	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|28LIT|3ZMB|4aVULN|5DMG|6RCR|7AART|9RCVC
103	22124 42133	   	164.95	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|2FEWX|37DMG|4CGEN|5aVULN|6AART|8DUR|9RCR
104	32123 42133	   	164.95	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2FEWX|37DMG|4aVULN|5MLV|6AART|8DUR|9RCR
105	32126 42133	   	164.95	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2FEWX|37DMG|4aVULN|5CGEN|6AART|8DUR|9RCR
106	32334 42133	   	164.95	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2FEWX|3RMIN|47DMG|5aVULN|6AART|8DUR|9RCR
107	62123 42533	   	164.95	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2FEWX|37DMG|4aVULN|5MLV|6AART|8LHND|9RCR
108	12123 42133	   	164.85	DCR|2VULN|2DMG|1AART|1DUR	1DUST|2FEWX|37DMG|4aVULN|5MLV|6AART|8DUR|9RCR
109	32122 42652	   	164.58	DCR|3DMG|1AART|1VULN|1ZMB	1LHND|2FEWX|378DMG|4VULN|5ZMB|6AART|9ERES|aRCR
110	31243 35842	 * 	164.36	ACR|3DMG|1VULN|3ASPD|1ZMB	189LHND|289ASPD|3ZMB|4MBVNT|5RCR|6TLV|789DMG|89BPWR|aVULN
111	25361 26231	 * 	164.33	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1BEXP|25CDMG|36DMG|4ASPD|7AART|8VULN|9RPLT|aRCR
112	35361 26231	   	164.33	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1LHND|25CDMG|36DMG|4ASPD|7AART|8VULN|9RPLT|aRCR
113	12162 23631	   	164.22	DCR|3DMG|1AART|1VULN|1ASPD	1DUST|25FEWX|357DMG|4AART|5BPWR|6VULN|8CGEN|9RCR|aASPD
114	12162 23636	   	164.22	DCR|3DMG|1AART|1VULN|1DUR	1DUST|25FEWX|357DMG|4AART|5BPWR|6VULN|8CGEN|9RCR|aDUR
115	62162 23632	   	164.22	DCR|3DMG|1AART|1VULN|1DUR	1DUR|25FEWX|357DMG|4AART|5BPWR|6VULN|8CGEN|9RCR|aMBVNT
116	12165 13133	   	164.12	DCR|3VULN|1AART|1DMG|1DUR	1DUST|2FEWX|3DMG|4AART|5DUR|67aVULN|8MLV|9RCR
117	25342 33135	   	163.90	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1BEXP|2CDMG|3aDMG|4aVULN|5DUST|6aTLV|7DUR|8ZMB|9RCR|aBPWR
118	21244 38634	   	163.59	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3ZMB|4MBVNT|5CDMG|6AART|7RCR|89DMG|aDUR
119	31124 42341	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LHND|2ASPD|3TLV|4RCR|5VULN|6AART|78DMG|9RCVC|aZMB
120	31424 42331	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LHND|2ASPD|3ERES|4RCR|5VULN|6AART|78DMG|9RCVC|aZMB
121	41232 41512	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RMIN|2BELT|38DMG|4RCR|5DUST|6AART|7ZMB|9DUR|aVULN
122	31124 42363	   	163.39	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LHND|2ASPD|3TLV|4RCR|5VULN|6AART|78DMG|9DLOT|aZMB
123	31424 42321	   	163.39	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LHND|2ASPD|39ERES|4RCR|5VULN|6AART|78DMG|aZMB
124	11124 42363	   	163.29	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2ASPD|3TLV|4RCR|5VULN|6AART|78DMG|9DLOT|aZMB
125	11424 42321	   	163.29	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2ASPD|39ERES|4RCR|5VULN|6AART|78DMG|aZMB
126	12126 31233	   	163.21	DCR|2VULN|2DMG|1AART	1DUST|2FEWX|38DMG|4aVULN|5VENICY|6RCR|7BELT|9AART
127	62126 32243	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2FEWX|3DMG|47VULN|5VENICY|6RCR|8LHND|9ZMB|aAART
128	32126 42631	   	163.02	DCR|3DMG|1AART|1VULN|1ASPD	1LHND|2FEWX|378DMG|4VULN|5CGEN|6AART|9RCR|aASPD
129	32126 42633	   	163.02	DCR|3DMG|1AART|1VULN|1DUR	1LHND|2FEWX|378DMG|4VULN|5CGEN|6AART|9RCR|aDUR
130	11213 41888	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2ASPD|3ZMB|4RPLT|5MBVNT|6AART|7RCR|89VULN|aDMG
131	14124 42133	   	162.92	DCR|3VULN|1AART|1DMG|1DUR	1DUST|2BEXP|3DMG|4CGEN|57aVULN|6AART|8DUR|9RCR
132	14562 23313	 * 	162.69	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG	1DUST|25BEXP|35ASPD|4aAART|5BPWR|6VULN|7DMG|8CDMG|9RCR
133	21362 23313	   	162.59	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG	1BEXP|25ASPD|35DUST|4aAART|5BPWR|6VULN|7DMG|8CDMG|9RCR
134	35222 33314	   	162.58	DCR|3VULN|1DMG|1CDMG|1FLTHEA	1LHND|2CDMG|3FLTHEA|4RPLT|5RMIN|689VULN|7RCR|aDMG
135	33346 11132	   	162.57	DCR|2VULN|2DMG|1AART|1SELL	1LHND|2SELL|39DMG|45VULN|6AART|7RCR|8LWND|aFEWX
136	33346 11135	   	162.57	DCR|2VULN|2DMG|1AART|1SELL	1LHND|2SELL|39DMG|45VULN|6AART|7RCR|8LWND|aLIT
137	33346 11532	   	162.57	DCR|2VULN|2DMG|1AART|1SELL	1LHND|2SELL|39DMG|45VULN|6AART|7RCR|8FEWX|aBELT
138	33346 11533	   	162.57	DCR|2VULN|2DMG|1AART|1SELL	1aLHND|2SELL|39DMG|45VULN|6AART|7RCR|8FEWX
139	33341 11133	   	162.57	DCR|2VULN|2DMG|1AART|1SELL	1LHND|2SELL|39DMG|4aVULN|5RCVC|6AART|7RCR|8LWND
140	33341 11534	   	162.57	DCR|2VULN|2DMG|1AART|1SELL	1LHND|2SELL|39DMG|4aVULN|5RCVC|6AART|7RCR|8FEWX
141	33343 11133	   	162.57	DCR|2VULN|2DMG|1AART|1SELL	1LHND|2SELL|39DMG|4aVULN|5DMSP|6AART|7RCR|8LWND
142	33343 11534	   	162.57	DCR|2VULN|2DMG|1AART|1SELL	1LHND|2SELL|39DMG|4aVULN|5DMSP|6AART|7RCR|8FEWX
143	65333 22216	   	162.56	DCR|2VULN|1DMG|2CDMG|2DUR|1ZMB|1ASPD	16DUR|27CDMG|3DMG|46VULN|5LEGI|6BPWR|8ZMB|9ASPD|aRCR
144	33346 11131	   	162.47	DCR|2VULN|2DMG|1AART|1SELL	1LHND|2SELL|39DMG|45VULN|6AART|7RCR|8LWND|aCANHEL
145	33346 11531	   	162.47	DCR|2VULN|2DMG|1AART|1SELL	1LHND|2SELL|39DMG|45VULN|6AART|7RCR|8FEWX|aCANHEL
146	62126 32316	   	162.46	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2FEWX|3DMG|479VULN|5VENICY|6RCR|8ASPD|aZMB
147	16323 11425	   	162.44	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2LIT|3ZMB|4aAART|5MLV|6DMG|7VULN|8RCR|9CDMG
148	16321 11425	   	162.34	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2LIT|3ZMB|4aAART|5ERES|6DMG|7VULN|8RCR|9CDMG
149	33346 13141	   	162.33	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1LHND|2SELL|3DMG|45VULN|6AART|7CDMG|8MBVNT|9ZMB|aRCR
150	63311 43513	 * 	162.33	DCR|2DMG|1AART|1VULN|3DUR|1SELL	145DUR|2SELL|35DMG|5BPWR|6RCR|7LWND|8AART|9LHND|aVULN
151	61124 32241	   	162.32	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	17DUR|2ASPD|3TLV|4RCR|59VULN|6RCVC|8DMG|aAART
152	22162 21216	   	162.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|25FEWX|35DMG|4AART|5BPWR|6VULN|7BELT|8DUR|9RCR|aCDMG
153	22162 32233	   	162.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|25FEWX|35DMG|4AART|5BPWR|6DUR|7VULN|8RMIN|9RCR|aCDMG
154	22162 32423	   	162.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|25FEWX|35DMG|4AART|5BPWR|6DUR|7VULN|8LHND|9RCR|aCDMG
155	22162 32514	   	162.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|25FEWX|35DMG|4AART|5BPWR|6DUR|7VULN|8LIT|9RCR|aCDMG
156	32162 25623	   	162.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|25FEWX|35DMG|4AART|5BPWR|6VULN|7BEXP|8DUR|9RCR|aCDMG
157	32162 62623	   	162.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|25FEWX|35DMG|4AART|5BPWR|6LWND|7VULN|8DUR|9RCR|aCDMG
158	62162 25233	   	162.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|25FEWX|35DMG|4AART|5BPWR|6VULN|7BEXP|8RMIN|9RCR|aCDMG
159	61124 22241	   	162.22	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	17DUR|2ASPD|36TLV|4RCR|59VULN|8DMG|aAART
